,_runtime,training.generation,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.fitness_3q,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,_step,training.fitness_1q,training.fitness_median,_timestamp,training.run_id,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,27.455875635147095,0,-1001.5039672851562,1231.425537109375,943.9246215820312,-237.1776885986328,9959.4951171875,27.185762405395508,3294.12158203125,0,78.88101196289062,-79.74826049804688,1686968152.4825826,0,cgp,mu+lambda,halfcheetah,6,0,3294.12158203125,1231.425537109375,943.9246215820312
1,34.2952024936676,1,-1889.724609375,892.0491333007812,570.5135498046875,-63.976783752441406,14020.4765625,6.690664768218994,3125.402587890625,1,163.92755126953125,43.924930572509766,1686968159.3219094,0,cgp,mu+lambda,halfcheetah,6,100,3125.402587890625,892.0491333007812,570.5135498046875
2,41.036625623703,2,-375.7839050292969,3553.236328125,3245.123291015625,64.1692886352539,10065.6953125,6.720375061035156,3988.599853515625,2,574.9974365234375,252.97103881835938,1686968166.0633326,0,cgp,mu+lambda,halfcheetah,6,200,3988.599853515625,3553.236328125,3245.123291015625
3,47.753562688827515,3,-5034.12353515625,3605.458740234375,3594.66162109375,56.169410705566406,24020.833984375,6.697751045227051,3894.666259765625,3,1858.914306640625,285.12115478515625,1686968172.7802696,0,cgp,mu+lambda,halfcheetah,6,300,3894.666259765625,3605.458740234375,3594.66162109375
4,54.46718621253967,4,-716.9216918945312,4332.36572265625,4072.35693359375,57.005859375,14265.138671875,6.695310115814209,4861.5927734375,4,2822.6259765625,453.47955322265625,1686968179.4938931,0,cgp,mu+lambda,halfcheetah,6,400,4861.5927734375,4332.36572265625,4072.35693359375
5,61.17605471611023,5,336.8791198730469,4667.6796875,4453.21044921875,-47.929359436035156,10214.255859375,6.690406322479248,5081.85986328125,5,3040.58203125,397.9234924316406,1686968186.2027617,0,cgp,mu+lambda,halfcheetah,6,500,5081.85986328125,4667.6796875,4453.21044921875
6,67.8626639842987,6,1800.583984375,5567.35400390625,5366.69384765625,251.90431213378906,1806.290283203125,6.669105052947998,5704.783203125,6,3635.107421875,1029.845947265625,1686968192.889371,0,cgp,mu+lambda,halfcheetah,6,600,5704.783203125,5567.35400390625,5366.69384765625
7,74.5366735458374,7,754.3306274414062,5728.54296875,5344.88427734375,233.86219787597656,10284.3076171875,6.656309127807617,6119.63525390625,7,3333.7021484375,1131.526611328125,1686968199.5633805,0,cgp,mu+lambda,halfcheetah,6,700,6119.63525390625,5728.54296875,5344.88427734375
8,81.22443127632141,8,-505.8377380371094,5717.10791015625,5698.2802734375,100.1110610961914,14330.833984375,6.669969081878662,6421.7236328125,8,2857.332763671875,494.9863586425781,1686968206.2511382,0,cgp,mu+lambda,halfcheetah,6,800,6421.7236328125,5717.10791015625,5698.2802734375
9,87.91322946548462,9,654.3650512695312,5578.5263671875,5553.96826171875,225.6415252685547,10287.818359375,6.670027256011963,5763.525390625,9,3191.833251953125,568.5241088867188,1686968212.9399364,0,cgp,mu+lambda,halfcheetah,6,900,5763.525390625,5578.5263671875,5553.96826171875
10,94.60028004646301,10,1055.7099609375,6081.1513671875,6026.2158203125,236.75869750976562,10395.7763671875,6.6692352294921875,6154.21240234375,10,4177.7333984375,743.3304443359375,1686968219.626987,0,cgp,mu+lambda,halfcheetah,6,1000,6154.21240234375,6081.1513671875,6026.2158203125
11,101.29111909866333,11,637.2680053710938,6220.72900390625,6201.03369140625,41.64938735961914,10311.1611328125,6.672461986541748,6243.98095703125,11,3253.4208984375,506.7398986816406,1686968226.317826,0,cgp,mu+lambda,halfcheetah,6,1100,6243.98095703125,6220.72900390625,6201.03369140625
12,107.97885251045227,12,929.5620727539062,6513.21826171875,6425.6357421875,214.61309814453125,10394.9921875,6.669705390930176,6574.28662109375,12,3713.293212890625,626.86376953125,1686968233.0055594,0,cgp,mu+lambda,halfcheetah,6,1200,6574.28662109375,6513.21826171875,6425.6357421875
13,114.66004586219788,13,2279.245849609375,6390.03662109375,6270.568359375,209.454833984375,2331.243408203125,6.661087989807129,6425.8232421875,13,4421.498046875,1347.6378173828125,1686968239.6867528,0,cgp,mu+lambda,halfcheetah,6,1300,6425.8232421875,6390.03662109375,6270.568359375
14,121.34545612335205,14,2130.9365234375,6379.7587890625,6368.09765625,168.4451904296875,2427.47998046875,6.6676716804504395,6518.14306640625,14,4318.1123046875,654.410400390625,1686968246.372163,0,cgp,mu+lambda,halfcheetah,6,1400,6518.14306640625,6379.7587890625,6368.09765625
15,128.02913570404053,15,1062.657958984375,6337.06982421875,6266.67333984375,54.63529968261719,10437.572265625,6.667028427124023,6480.92578125,15,4531.22216796875,596.0921630859375,1686968253.0558426,0,cgp,mu+lambda,halfcheetah,6,1500,6480.92578125,6337.06982421875,6266.67333984375
16,134.71648502349854,16,2216.197021484375,6528.4130859375,6357.515625,218.0753936767578,2543.940673828125,6.669673442840576,6714.5078125,16,5008.76123046875,618.9735107421875,1686968259.743192,0,cgp,mu+lambda,halfcheetah,6,1600,6714.5078125,6528.4130859375,6357.515625
17,141.40352487564087,17,1969.6524658203125,6446.32373046875,6342.2861328125,92.273193359375,2381.468505859375,6.668839931488037,6455.22509765625,17,4079.69970703125,587.6957397460938,1686968266.4302318,0,cgp,mu+lambda,halfcheetah,6,1700,6455.22509765625,6446.32373046875,6342.2861328125
18,148.08623242378235,18,2260.362060546875,6552.22021484375,6501.11669921875,214.32725524902344,2479.3544921875,6.665139198303223,6697.02392578125,18,5032.09912109375,567.0430908203125,1686968273.1129394,0,cgp,mu+lambda,halfcheetah,6,1800,6697.02392578125,6552.22021484375,6501.11669921875
19,154.77560186386108,19,2321.42724609375,6405.40966796875,6402.3408203125,247.6542205810547,2438.34326171875,6.67151403427124,6588.02783203125,19,4950.54296875,948.442138671875,1686968279.8023088,0,cgp,mu+lambda,halfcheetah,6,1900,6588.02783203125,6405.40966796875,6402.3408203125
20,161.47184300422668,20,2207.457763671875,6429.04150390625,6384.59228515625,121.4226303100586,2546.0009765625,6.6768107414245605,6444.38525390625,20,5013.90087890625,715.7877807617188,1686968286.49855,0,cgp,mu+lambda,halfcheetah,6,2000,6444.38525390625,6429.04150390625,6384.59228515625
21,168.16343879699707,21,2179.34765625,6386.29150390625,6368.2509765625,157.7275390625,2434.781005859375,6.674118518829346,6620.7861328125,21,4936.62109375,735.203369140625,1686968293.1901457,0,cgp,mu+lambda,halfcheetah,6,2100,6620.7861328125,6386.29150390625,6368.2509765625
22,174.85325646400452,22,1343.208740234375,6528.328125,6474.55078125,299.8168640136719,10492.53125,6.672876834869385,6570.29833984375,22,5302.423828125,949.0201416015625,1686968299.8799634,0,cgp,mu+lambda,halfcheetah,6,2200,6570.29833984375,6528.328125,6474.55078125
23,181.54192757606506,23,2372.772216796875,6518.6865234375,6399.32958984375,278.906494140625,2369.478271484375,6.670459270477295,6668.79931640625,23,4686.52978515625,1123.040771484375,1686968306.5686345,0,cgp,mu+lambda,halfcheetah,6,2300,6668.79931640625,6518.6865234375,6399.32958984375
24,188.22941088676453,24,2307.63720703125,6417.88623046875,6392.10888671875,250.32916259765625,2522.916748046875,6.67067289352417,6503.4052734375,24,4904.048828125,979.2477416992188,1686968313.2561178,0,cgp,mu+lambda,halfcheetah,6,2400,6503.4052734375,6417.88623046875,6392.10888671875
25,194.89423775672913,25,1149.3216552734375,6607.1708984375,6526.34423828125,141.00775146484375,10454.1279296875,6.646526336669922,6760.865234375,25,4405.0673828125,751.80126953125,1686968319.9209447,0,cgp,mu+lambda,halfcheetah,6,2500,6760.865234375,6607.1708984375,6526.34423828125
26,201.5376365184784,26,2500.743408203125,6493.21484375,6436.9677734375,261.64111328125,2584.0478515625,6.6255106925964355,6588.40771484375,26,5299.0390625,1179.84423828125,1686968326.5643435,0,cgp,mu+lambda,halfcheetah,6,2600,6588.40771484375,6493.21484375,6436.9677734375
27,208.18572115898132,27,2121.401123046875,6444.58154296875,6407.22216796875,99.40436553955078,2446.712158203125,6.630199432373047,6536.41650390625,27,4592.275390625,718.8051147460938,1686968333.212428,0,cgp,mu+lambda,halfcheetah,6,2700,6536.41650390625,6444.58154296875,6407.22216796875
28,214.87498784065247,28,2314.57080078125,6443.6748046875,6401.1396484375,168.22555541992188,2459.474853515625,6.672060489654541,6602.60791015625,28,4682.1328125,1224.24365234375,1686968339.9016948,0,cgp,mu+lambda,halfcheetah,6,2800,6602.60791015625,6443.6748046875,6401.1396484375
29,221.5613386631012,29,2048.490234375,6544.95654296875,6514.2060546875,166.2191925048828,2392.28662109375,6.668659210205078,6644.82275390625,29,4330.95654296875,696.4985961914062,1686968346.5880456,0,cgp,mu+lambda,halfcheetah,6,2900,6644.82275390625,6544.95654296875,6514.2060546875
30,228.2485294342041,30,1836.558837890625,6428.064453125,6202.703125,90.22114562988281,2236.53857421875,6.668776035308838,6453.822265625,30,3459.81494140625,662.2989501953125,1686968353.2752364,0,cgp,mu+lambda,halfcheetah,6,3000,6453.822265625,6428.064453125,6202.703125
31,234.93182373046875,31,1931.8790283203125,6396.4501953125,6264.41796875,192.76673889160156,2260.439208984375,6.665376663208008,6498.97607421875,31,3580.12646484375,620.630126953125,1686968359.9585307,0,cgp,mu+lambda,halfcheetah,6,3100,6498.97607421875,6396.4501953125,6264.41796875
32,241.62316918373108,32,1944.0948486328125,6349.560546875,6318.3564453125,87.99343872070312,2437.270263671875,6.673037528991699,6625.88427734375,32,4619.76416015625,553.4122314453125,1686968366.649876,0,cgp,mu+lambda,halfcheetah,6,3200,6625.88427734375,6349.560546875,6318.3564453125
33,248.31013679504395,33,2180.2783203125,6478.3681640625,6478.29638671875,153.76663208007812,2346.14013671875,6.669803142547607,6575.00244140625,33,4274.1005859375,915.581787109375,1686968373.3368437,0,cgp,mu+lambda,halfcheetah,6,3300,6575.00244140625,6478.3681640625,6478.29638671875
34,254.99467587471008,34,2276.755615234375,6394.2373046875,6356.57275390625,118.82831573486328,2504.806884765625,6.667840003967285,6638.52587890625,34,5159.48388671875,735.140869140625,1686968380.0213828,0,cgp,mu+lambda,halfcheetah,6,3400,6638.52587890625,6394.2373046875,6356.57275390625
35,261.67893838882446,35,2044.332763671875,6414.859375,6241.02587890625,45.3026123046875,2419.397705078125,6.667402267456055,6656.001953125,35,4392.6533203125,647.822509765625,1686968386.7056453,0,cgp,mu+lambda,halfcheetah,6,3500,6656.001953125,6414.859375,6241.02587890625
36,268.3621699810028,36,2072.06396484375,6350.13916015625,6348.85791015625,148.5166015625,2382.133544921875,6.665086269378662,6388.0234375,36,4462.6474609375,661.2832641601562,1686968393.388877,0,cgp,mu+lambda,halfcheetah,6,3600,6388.0234375,6350.13916015625,6348.85791015625
37,275.05248069763184,37,1007.10107421875,6286.7177734375,6273.662109375,97.08744812011719,10402.0625,6.673325538635254,6461.07275390625,37,3966.88232421875,755.827880859375,1686968400.0791876,0,cgp,mu+lambda,halfcheetah,6,3700,6461.07275390625,6286.7177734375,6273.662109375
38,281.7417140007019,38,2355.793701171875,6491.65673828125,6415.42529296875,349.81732177734375,2344.215576171875,6.671112537384033,6530.46826171875,38,4531.3671875,1738.1346435546875,1686968406.768421,0,cgp,mu+lambda,halfcheetah,6,3800,6530.46826171875,6491.65673828125,6415.42529296875
39,288.42243790626526,39,991.31982421875,6442.232421875,6397.28466796875,52.212650299072266,10427.4658203125,6.662140846252441,6627.6845703125,39,4124.103515625,636.7221069335938,1686968413.4491448,0,cgp,mu+lambda,halfcheetah,6,3900,6627.6845703125,6442.232421875,6397.28466796875
40,295.068012714386,40,1240.0184326171875,6375.43359375,6322.16162109375,194.6974334716797,10461.505859375,6.628489017486572,6417.17626953125,40,4566.65625,690.6558837890625,1686968420.0947196,0,cgp,mu+lambda,halfcheetah,6,4000,6417.17626953125,6375.43359375,6322.16162109375
41,301.7563135623932,41,-3037.092529296875,6460.71337890625,6446.57373046875,12.380671501159668,22382.576171875,6.670228004455566,6493.53271484375,41,4281.689453125,528.0906372070312,1686968426.7830205,0,cgp,mu+lambda,halfcheetah,6,4100,6493.53271484375,6460.71337890625,6446.57373046875
42,308.4455759525299,42,2085.11376953125,6548.72216796875,6535.42431640625,-28.219070434570312,2518.172119140625,6.672381401062012,6665.5244140625,42,4406.09521484375,526.5498046875,1686968433.472283,0,cgp,mu+lambda,halfcheetah,6,4200,6665.5244140625,6548.72216796875,6535.42431640625
43,315.1368055343628,43,1202.54736328125,6511.7099609375,6498.9208984375,146.2960205078125,10472.2783203125,6.672548770904541,6550.39990234375,43,4607.2880859375,717.243408203125,1686968440.1635125,0,cgp,mu+lambda,halfcheetah,6,4300,6550.39990234375,6511.7099609375,6498.9208984375
44,321.8263041973114,44,-1702.2564697265625,6619.12890625,6592.3330078125,13.138473510742188,20231.80078125,6.672941207885742,6641.6240234375,44,5349.1982421875,602.6629028320312,1686968446.8530111,0,cgp,mu+lambda,halfcheetah,6,4400,6641.6240234375,6619.12890625,6592.3330078125
45,328.5142271518707,45,1276.63623046875,6563.93310546875,6501.73291015625,169.89596557617188,10496.3291015625,6.670899868011475,6712.04541015625,45,5081.2958984375,611.02392578125,1686968453.540934,0,cgp,mu+lambda,halfcheetah,6,4500,6712.04541015625,6563.93310546875,6501.73291015625
46,335.2052309513092,46,2099.660888671875,6587.52392578125,6562.9951171875,45.9753303527832,2580.395751953125,6.674533367156982,6656.970703125,46,5201.365234375,621.6756591796875,1686968460.231938,0,cgp,mu+lambda,halfcheetah,6,4600,6656.970703125,6587.52392578125,6562.9951171875
47,341.8980116844177,47,1983.0125732421875,6526.63720703125,6500.58837890625,-34.159217834472656,2465.3115234375,6.674282073974609,6565.11474609375,47,4333.0244140625,603.2314453125,1686968466.9247186,0,cgp,mu+lambda,halfcheetah,6,4700,6565.11474609375,6526.63720703125,6500.58837890625
48,348.59224367141724,48,2435.26123046875,6615.37353515625,6600.8115234375,187.20498657226562,2552.158203125,6.678064346313477,6647.99462890625,48,5336.38720703125,1018.090576171875,1686968473.6189506,0,cgp,mu+lambda,halfcheetah,6,4800,6647.99462890625,6615.37353515625,6600.8115234375
49,355.28389835357666,49,1038.05859375,6682.16943359375,6615.34326171875,83.18446350097656,10458.6943359375,6.675828456878662,6709.90234375,49,3893.00634765625,587.5177001953125,1686968480.3106053,0,cgp,mu+lambda,halfcheetah,6,4900,6709.90234375,6682.16943359375,6615.34326171875
50,361.97599363327026,50,1071.7657470703125,6676.11181640625,6569.49365234375,19.841562271118164,10495.6787109375,6.675192832946777,6740.3896484375,50,5230.96044921875,378.95489501953125,1686968487.0027006,0,cgp,mu+lambda,halfcheetah,6,5000,6740.3896484375,6676.11181640625,6569.49365234375
51,368.66592955589294,51,1558.4599609375,6612.76513671875,6550.552734375,131.8028106689453,10545.7470703125,6.673995494842529,6645.98583984375,51,5886.109375,1485.0828857421875,1686968493.6926365,0,cgp,mu+lambda,halfcheetah,6,5100,6645.98583984375,6612.76513671875,6550.552734375
52,375.34248065948486,52,2496.808837890625,6786.5400390625,6686.42333984375,147.57846069335938,2589.853271484375,6.66065788269043,6790.18212890625,52,5084.35888671875,1211.868408203125,1686968500.3691876,0,cgp,mu+lambda,halfcheetah,6,5200,6790.18212890625,6786.5400390625,6686.42333984375
53,381.97341227531433,53,188.41671752929688,6762.6435546875,6599.42919921875,102.42249298095703,14545.27734375,6.614911079406738,6824.482421875,53,4849.626953125,549.23291015625,1686968507.0001192,0,cgp,mu+lambda,halfcheetah,6,5300,6824.482421875,6762.6435546875,6599.42919921875
54,388.6573040485382,54,2422.760009765625,6663.314453125,6591.541015625,76.13327026367188,2703.962158203125,6.660928249359131,6733.8623046875,54,5782.35791015625,655.4664306640625,1686968513.684011,0,cgp,mu+lambda,halfcheetah,6,5400,6733.8623046875,6663.314453125,6591.541015625
55,395.45578694343567,55,2444.21533203125,6652.0400390625,6638.90576171875,229.97662353515625,2621.42919921875,6.777790546417236,6697.41455078125,55,5197.544921875,759.818359375,1686968520.4824939,0,cgp,mu+lambda,halfcheetah,6,5500,6697.41455078125,6652.0400390625,6638.90576171875
56,402.15651655197144,56,2506.990966796875,6606.91650390625,6606.912109375,296.39813232421875,2628.24755859375,6.665294647216797,6628.1845703125,56,5406.0380859375,1167.7452392578125,1686968527.1832235,0,cgp,mu+lambda,halfcheetah,6,5600,6628.1845703125,6606.91650390625,6606.912109375
57,408.85573172569275,57,2295.904052734375,6763.26220703125,6691.57275390625,105.91941833496094,2725.732421875,6.655615329742432,6773.353515625,57,5479.1025390625,563.5938720703125,1686968533.8824387,0,cgp,mu+lambda,halfcheetah,6,5700,6773.353515625,6763.26220703125,6691.57275390625
58,415.5993242263794,58,2471.751953125,6688.08251953125,6612.8037109375,99.84867858886719,2660.599365234375,6.708143711090088,6817.00146484375,58,5243.6630859375,855.89990234375,1686968540.6260312,0,cgp,mu+lambda,halfcheetah,6,5800,6817.00146484375,6688.08251953125,6612.8037109375
59,422.31820130348206,59,2726.623779296875,6681.45068359375,6641.193359375,350.2507629394531,2644.02685546875,6.700912952423096,6714.74951171875,59,5569.19677734375,1653.4951171875,1686968547.3449082,0,cgp,mu+lambda,halfcheetah,6,5900,6714.74951171875,6681.45068359375,6641.193359375
60,429.0347135066986,60,2684.14794921875,6802.697265625,6699.8291015625,350.02178955078125,2588.88623046875,6.6990275382995605,6861.6435546875,60,5513.81884765625,1473.953857421875,1686968554.0614204,0,cgp,mu+lambda,halfcheetah,6,6000,6861.6435546875,6802.697265625,6699.8291015625
61,435.7459111213684,61,2566.97216796875,6760.76171875,6672.3935546875,183.28335571289062,2781.23193359375,6.693710803985596,6772.91259765625,61,5989.67626953125,666.2384033203125,1686968560.772618,0,cgp,mu+lambda,halfcheetah,6,6100,6772.91259765625,6760.76171875,6672.3935546875
62,442.4699969291687,62,1291.92041015625,6573.67236328125,6566.25830078125,127.89013671875,10507.7763671875,6.706139087677002,6596.8447265625,62,5308.56640625,596.464599609375,1686968567.4967039,0,cgp,mu+lambda,halfcheetah,6,6200,6596.8447265625,6573.67236328125,6566.25830078125
63,449.1825590133667,63,2853.287109375,6794.6396484375,6559.353515625,277.7635498046875,2701.090087890625,6.693957328796387,6843.97314453125,63,5871.87890625,2107.3388671875,1686968574.209266,0,cgp,mu+lambda,halfcheetah,6,6300,6843.97314453125,6794.6396484375,6559.353515625
64,455.8893687725067,64,2686.060302734375,6793.57177734375,6688.8193359375,267.8658752441406,2774.889404296875,6.6888837814331055,6811.74462890625,64,6061.62890625,1317.3486328125,1686968580.9160757,0,cgp,mu+lambda,halfcheetah,6,6400,6811.74462890625,6793.57177734375,6688.8193359375
65,462.59676599502563,65,2610.2607421875,6686.3994140625,6628.5673828125,196.65798950195312,2556.019287109375,6.6890482902526855,6794.16552734375,65,5046.3271484375,1857.625,1686968587.623473,0,cgp,mu+lambda,halfcheetah,6,6500,6794.16552734375,6686.3994140625,6628.5673828125
66,469.3034625053406,66,2417.425048828125,6743.61181640625,6657.2236328125,238.6565399169922,2549.0712890625,6.6882853507995605,6744.3876953125,66,5315.97607421875,919.5708618164062,1686968594.3301694,0,cgp,mu+lambda,halfcheetah,6,6600,6744.3876953125,6743.61181640625,6657.2236328125
67,476.01282000541687,67,2388.1767578125,6854.9638671875,6833.427734375,207.08436584472656,2726.970458984375,6.690386772155762,6931.6181640625,67,5529.3369140625,680.587646484375,1686968601.039527,0,cgp,mu+lambda,halfcheetah,6,6700,6931.6181640625,6854.9638671875,6833.427734375
