iteration,front_size,reward,simplicity,seed,environment,solver
0,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
0,3,767.2617,0.6666666,2,inverted_double_pendulum,lgp
0,3,263.5609,1.0,2,inverted_double_pendulum,lgp
1,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
1,3,767.2617,0.6666666,2,inverted_double_pendulum,lgp
1,3,292.23267,1.0,2,inverted_double_pendulum,lgp
2,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
2,3,767.2617,0.6666666,2,inverted_double_pendulum,lgp
2,3,292.43677,1.0,2,inverted_double_pendulum,lgp
3,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
3,3,767.2617,0.6666666,2,inverted_double_pendulum,lgp
3,3,301.83807,1.0,2,inverted_double_pendulum,lgp
4,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
4,3,767.2617,0.6666666,2,inverted_double_pendulum,lgp
4,3,301.83807,1.0,2,inverted_double_pendulum,lgp
5,2,763.46606,0.93333334,2,inverted_double_pendulum,lgp
5,2,301.83807,1.0,2,inverted_double_pendulum,lgp
6,2,763.46606,0.93333334,2,inverted_double_pendulum,lgp
6,2,311.1676,1.0,2,inverted_double_pendulum,lgp
7,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
7,3,311.1676,1.0,2,inverted_double_pendulum,lgp
7,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
8,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
8,3,311.1676,1.0,2,inverted_double_pendulum,lgp
8,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
9,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
9,3,311.1676,1.0,2,inverted_double_pendulum,lgp
9,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
10,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
10,3,311.1676,1.0,2,inverted_double_pendulum,lgp
10,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
11,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
11,3,311.1676,1.0,2,inverted_double_pendulum,lgp
11,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
12,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
12,3,311.1676,1.0,2,inverted_double_pendulum,lgp
12,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
13,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
13,3,311.1676,1.0,2,inverted_double_pendulum,lgp
13,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
14,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
14,3,311.1676,1.0,2,inverted_double_pendulum,lgp
14,3,851.2285,0.5333333,2,inverted_double_pendulum,lgp
15,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
15,4,311.1676,1.0,2,inverted_double_pendulum,lgp
15,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
15,4,794.3793,0.8666667,2,inverted_double_pendulum,lgp
16,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
16,4,311.1676,1.0,2,inverted_double_pendulum,lgp
16,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
16,4,794.3793,0.8666667,2,inverted_double_pendulum,lgp
17,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
17,4,311.1676,1.0,2,inverted_double_pendulum,lgp
17,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
17,4,794.3793,0.8666667,2,inverted_double_pendulum,lgp
18,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
18,4,311.1676,1.0,2,inverted_double_pendulum,lgp
18,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
18,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
19,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
19,4,311.1676,1.0,2,inverted_double_pendulum,lgp
19,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
19,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
20,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
20,4,311.1676,1.0,2,inverted_double_pendulum,lgp
20,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
20,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
21,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
21,4,311.1676,1.0,2,inverted_double_pendulum,lgp
21,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
21,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
22,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
22,4,311.1676,1.0,2,inverted_double_pendulum,lgp
22,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
22,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
23,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
23,4,311.1676,1.0,2,inverted_double_pendulum,lgp
23,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
23,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
24,4,763.46606,0.93333334,2,inverted_double_pendulum,lgp
24,4,311.1676,1.0,2,inverted_double_pendulum,lgp
24,4,851.2285,0.5333333,2,inverted_double_pendulum,lgp
24,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
25,3,763.46606,0.93333334,2,inverted_double_pendulum,lgp
25,3,311.1676,1.0,2,inverted_double_pendulum,lgp
25,3,840.42004,0.8666667,2,inverted_double_pendulum,lgp
26,3,311.1676,1.0,2,inverted_double_pendulum,lgp
26,3,840.42004,0.8666667,2,inverted_double_pendulum,lgp
26,3,809.69165,0.93333334,2,inverted_double_pendulum,lgp
27,4,311.1676,1.0,2,inverted_double_pendulum,lgp
27,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
27,4,809.69165,0.93333334,2,inverted_double_pendulum,lgp
27,4,874.91327,0.73333335,2,inverted_double_pendulum,lgp
28,4,311.1676,1.0,2,inverted_double_pendulum,lgp
28,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
28,4,809.69165,0.93333334,2,inverted_double_pendulum,lgp
28,4,874.91327,0.73333335,2,inverted_double_pendulum,lgp
29,4,311.1676,1.0,2,inverted_double_pendulum,lgp
29,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
29,4,809.69165,0.93333334,2,inverted_double_pendulum,lgp
29,4,874.91327,0.73333335,2,inverted_double_pendulum,lgp
30,4,311.1676,1.0,2,inverted_double_pendulum,lgp
30,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
30,4,809.69165,0.93333334,2,inverted_double_pendulum,lgp
30,4,874.91327,0.73333335,2,inverted_double_pendulum,lgp
31,4,311.1676,1.0,2,inverted_double_pendulum,lgp
31,4,840.42004,0.8666667,2,inverted_double_pendulum,lgp
31,4,809.69165,0.93333334,2,inverted_double_pendulum,lgp
31,4,874.91327,0.73333335,2,inverted_double_pendulum,lgp
32,3,311.1676,1.0,2,inverted_double_pendulum,lgp
32,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
32,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
33,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
33,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
33,3,310.91934,1.0,2,inverted_double_pendulum,lgp
34,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
34,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
34,3,310.91934,1.0,2,inverted_double_pendulum,lgp
35,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
35,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
35,3,310.91934,1.0,2,inverted_double_pendulum,lgp
36,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
36,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
36,3,310.91934,1.0,2,inverted_double_pendulum,lgp
37,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
37,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
37,3,310.91934,1.0,2,inverted_double_pendulum,lgp
38,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
38,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
38,3,310.91934,1.0,2,inverted_double_pendulum,lgp
39,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
39,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
39,3,310.91934,1.0,2,inverted_double_pendulum,lgp
40,3,874.91327,0.73333335,2,inverted_double_pendulum,lgp
40,3,866.0837,0.93333334,2,inverted_double_pendulum,lgp
