,training.top_k_reward.top_1_reward,_step,_runtime,training.run_id,training.top_k_fit.top_2_fit,training.evaluation_time,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,training.fitness_mean,training.fitness_1q,training.top_k_reward.top_0_reward,training.generation,training.fitness_median,training.fitness_3q,training.top_k_fit.top_0_fit,_timestamp,solver,ea,fitness,environment,seed,training.evaluation
0,370.6683349609375,0,27.06909418106079,4,43.90656280517578,26.983680725097656,15.950652122497559,56.522727966308594,-82.85567474365234,14.41948413848877,21.954280853271484,-92.49040985107422,0,11.14739990234375,4.699400424957275,86.1711196899414,1687398138.9386122,cgp,mu+lambda,distance,halfcheetah,4,0
1,792.8751831054688,1,33.93985176086426,4,52.402320861816406,6.699950218200684,20.52960777282715,61.413970947265625,185.01528930664062,23.05063247680664,35.54075622558594,1041.92626953125,1,21.28467559814453,8.937255859375,152.46095275878906,1687398145.8093698,cgp,mu+lambda,distance,halfcheetah,4,100
2,507.4184265136719,2,40.64440631866455,4,106.5374755859375,6.670141696929932,26.12571144104004,122.41581726074219,763.5090942382812,33.743526458740234,44.0043830871582,784.6776733398438,2,30.509292602539062,14.830625534057617,126.46470642089844,1687398152.5139244,cgp,mu+lambda,distance,halfcheetah,4,200
3,1504.3436279296875,3,47.34907603263855,4,148.3992462158203,6.684491157531738,38.74497985839844,165.1416473388672,2554.15478515625,50.89606475830078,65.36363220214844,83.06928253173828,3,42.017311096191406,28.30756950378418,242.9066162109375,1687398159.218594,cgp,mu+lambda,distance,halfcheetah,4,300
4,1108.0999755859375,4,54.05379843711853,4,181.2267608642578,6.685734748840332,47.23912048339844,202.8488311767578,653.1604614257812,59.90079116821289,83.80331420898438,146.9220733642578,4,42.828399658203125,26.36190414428711,212.53271484375,1687398165.9233165,cgp,mu+lambda,distance,halfcheetah,4,400
5,4139.1953125,5,60.73791861534119,4,193.40769958496094,6.663932800292969,50.56652069091797,194.0560760498047,2391.935302734375,57.515159606933594,88.46666717529297,4024.771484375,5,37.710845947265625,23.585861206054688,215.58413696289062,1687398172.6074367,cgp,mu+lambda,distance,halfcheetah,4,500
6,3854.1884765625,6,67.4269950389862,4,218.11776733398438,6.670180797576904,67.72591400146484,301.617919921875,3462.815673828125,72.43919372558594,118.40226745605469,483.535400390625,6,47.48115158081055,23.596826553344727,307.6829528808594,1687398179.296513,cgp,mu+lambda,distance,halfcheetah,4,600
7,2762.252685546875,7,74.1024489402771,4,227.25692749023438,6.655331611633301,76.31222534179688,231.99044799804688,2216.94384765625,78.54621124267578,138.91668701171875,3881.512939453125,7,52.52136993408203,21.789806365966797,312.7926330566406,1687398185.971967,cgp,mu+lambda,distance,halfcheetah,4,700
8,4963.96435546875,8,80.80394864082336,4,277.3274841308594,6.6830573081970215,84.70062255859375,300.1091003417969,1333.26171875,86.12140655517578,162.7318572998047,4177.55712890625,8,37.07661819458008,24.048982620239258,308.9595642089844,1687398192.6734667,cgp,mu+lambda,distance,halfcheetah,4,800
9,5995.36865234375,9,87.46662187576294,4,306.9368896484375,6.642411231994629,83.707763671875,323.81195068359375,1436.8492431640625,91.06808471679688,164.3611602783203,1815.12548828125,9,55.49683380126953,22.35567855834961,331.6558532714844,1687398199.33614,cgp,mu+lambda,distance,halfcheetah,4,900
10,4755.6220703125,10,94.16913938522339,4,301.3740539550781,6.683615684509277,87.77783966064453,317.88006591796875,5431.7109375,86.35771942138672,141.50894165039062,3995.8916015625,10,46.632164001464844,26.583927154541016,319.3406982421875,1687398206.0386574,cgp,mu+lambda,distance,halfcheetah,4,1000
11,5634.173828125,11,100.87412667274475,4,313.9501037597656,6.6851677894592285,94.9883804321289,319.2965087890625,2145.501953125,102.54412078857422,186.69752502441406,1121.5550537109375,11,61.47120666503906,30.945796966552734,323.732666015625,1687398212.7436447,cgp,mu+lambda,distance,halfcheetah,4,1100
12,1284.8582763671875,12,107.53495073318481,4,315.1891174316406,6.639899730682373,92.12249755859375,340.22149658203125,4541.42138671875,101.83349609375,166.9115447998047,4841.6494140625,12,54.323760986328125,35.65660095214844,344.20660400390625,1687398219.4044688,cgp,mu+lambda,distance,halfcheetah,4,1200
13,6125.0068359375,13,114.23709964752197,4,312.8782043457031,6.6822509765625,94.7662582397461,316.8997497558594,3680.96240234375,103.30867767333984,183.45489501953125,1937.43359375,13,56.948062896728516,28.78127670288086,324.34844970703125,1687398226.1066177,cgp,mu+lambda,distance,halfcheetah,4,1300
14,1682.365234375,14,120.89471483230591,4,321.94659423828125,6.637354373931885,95.6800765991211,329.58465576171875,6349.23193359375,84.1000747680664,130.81680297851562,6592.86572265625,14,40.84695816040039,19.91649627685547,336.6405944824219,1687398232.7642329,cgp,mu+lambda,distance,halfcheetah,4,1400
