,training.evaluation_time,_runtime,training.fitness_std,training.fitness_mean,training.run_id,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.fitness_median,training.top_k_fit.top_0_fit,_timestamp,training.fitness_3q,training.generation,solver,ea,environment,seed
0,15.769965171813965,18.73400568962097,23.70814323425293,44.39234924316406,0,72.03536987304688,49.687232971191406,0,48.36013412475586,43.14495086669922,95.56171417236328,1687274871.5026448,32.58425521850586,0,cgp,1+lambda,walker2d,0
1,15.769965171813965,19.029170513153076,56.81242752075195,83.81990814208984,1,158.96189880371094,126.20243835449219,1,115.16177368164062,71.56318664550781,199.73226928710938,1687274871.7978096,40.16693115234375,0,cgp,1+lambda,walker2d,1
2,15.769965171813965,19.320642471313477,32.31520462036133,55.4532356262207,2,72.20633697509766,70.82696533203125,2,69.4448013305664,52.65705871582031,127.164794921875,1687274872.0892816,41.38267517089844,0,cgp,1+lambda,walker2d,2
3,15.769965171813965,19.614829778671265,93.59284210205078,104.44400787353516,3,146.63238525390625,119.76720428466797,3,111.72161865234375,73.9649658203125,365.5301208496094,1687274872.3834689,51.585594177246094,0,cgp,1+lambda,walker2d,3
4,15.769965171813965,19.908418893814087,89.75550079345703,105.99549865722656,4,133.20513916015625,116.5927963256836,4,109.29766845703125,78.94184875488281,361.87664794921875,1687274872.677058,55.95539093017578,0,cgp,1+lambda,walker2d,4
5,15.769965171813965,20.204168558120728,60.91429138183594,72.22718811035156,5,149.01055908203125,91.18648529052734,5,87.87261962890625,60.49407958984375,201.9127197265625,1687274872.9728076,40.650516510009766,0,cgp,1+lambda,walker2d,5
6,15.769965171813965,20.498502492904663,29.354236602783203,66.61785125732422,6,90.03104400634766,80.01002502441406,6,79.57110595703125,66.74674987792969,127.73356628417969,1687274873.2671416,52.37092590332031,0,cgp,1+lambda,walker2d,6
7,15.769965171813965,20.794408082962036,88.45135498046875,108.27542877197266,7,199.7958221435547,141.60641479492188,7,135.07908630371094,74.79402160644531,323.6365966796875,1687274873.5630472,42.303810119628906,0,cgp,1+lambda,walker2d,7
8,15.769965171813965,21.090163707733154,108.81385803222656,114.29308319091797,8,185.35401916503906,130.64073181152344,8,125.10707092285156,75.34888458251953,407.5002746582031,1687274873.8588028,60.39244842529297,0,cgp,1+lambda,walker2d,8
9,15.769965171813965,21.386353015899658,71.27194213867188,92.00897216796875,9,149.38235473632812,138.69378662109375,9,138.57220458984375,65.46874237060547,250.27239990234375,1687274874.154992,32.88459777832031,0,cgp,1+lambda,walker2d,9
10,2.188694715499878,23.65381360054016,253.8886260986328,226.15745544433594,0,421.3124694824219,317.5852966308594,10,299.8502197265625,84.4166259765625,887.5530395507812,1687274876.4224527,81.29663848876953,1,cgp,1+lambda,walker2d,0
11,2.188694715499878,23.667789459228516,59.785011291503906,129.99301147460938,1,199.66770935058594,194.0094451904297,11,187.07992553710938,142.1259765625,207.538330078125,1687274876.4364285,73.36834716796875,1,cgp,1+lambda,walker2d,1
12,2.188694715499878,23.681321144104004,94.08602905273438,87.6008071899414,2,151.5916748046875,148.0201873779297,12,129.10328674316406,68.77238464355469,302.3429870605469,1687274876.4499602,49.76091384887695,1,cgp,1+lambda,walker2d,2
13,2.188694715499878,23.695165395736694,91.96805572509766,120.88004302978516,3,225.4128875732422,149.0873260498047,13,145.954345703125,82.66978454589844,339.5096740722656,1687274876.4638045,55.3836669921875,1,cgp,1+lambda,walker2d,3
14,2.188694715499878,23.708842754364014,136.9486083984375,193.31243896484375,4,340.1692810058594,306.2264404296875,14,300.8876037597656,191.21678161621094,412.61248779296875,1687274876.4774818,59.04994201660156,1,cgp,1+lambda,walker2d,4
15,2.188694715499878,23.7230327129364,279.0517272949219,217.9086456298828,5,339.83514404296875,274.94232177734375,15,246.5457305908203,96.91739654541016,1002.91748046875,1687274876.4916718,52.55653381347656,1,cgp,1+lambda,walker2d,5
16,2.188694715499878,23.737252950668335,216.2094268798828,164.86033630371094,6,160.5125732421875,156.4478759765625,16,155.8907928466797,97.5694580078125,797.8361206054688,1687274876.505892,57.231014251708984,1,cgp,1+lambda,walker2d,6
17,2.188694715499878,23.75110960006714,154.84939575195312,185.62869262695312,7,368.86737060546875,344.8325500488281,17,300.2711486816406,128.03854370117188,504.7284240722656,1687274876.5197487,65.02703857421875,1,cgp,1+lambda,walker2d,7
18,2.188694715499878,23.764718294143677,102.90461730957031,176.71119689941406,8,257.9227294921875,220.61346435546875,18,216.24200439453125,177.67709350585938,399.2525939941406,1687274876.5333574,105.22451782226562,1,cgp,1+lambda,walker2d,8
19,2.188694715499878,23.77847170829773,82.7172622680664,112.81786346435547,9,177.7550048828125,165.553466796875,19,157.93917846679688,98.63330078125,305.1081237792969,1687274876.5471108,42.48763656616211,1,cgp,1+lambda,walker2d,9
20,2.195549726486206,25.99682879447937,277.3041076660156,182.5660858154297,0,214.2664794921875,191.17453002929688,20,182.35757446289062,61.237091064453125,990.718017578125,1687274878.765468,50.612064361572266,2,cgp,1+lambda,walker2d,0
21,2.195549726486206,26.010337352752686,58.574119567871094,95.80814361572266,1,167.55198669433594,152.13449096679688,21,137.831787109375,71.10716247558594,216.5108642578125,1687274878.7789764,47.38966369628906,2,cgp,1+lambda,walker2d,1
