,iteration,front_size,reward,simplicity
0,0,2,595.0606,0.8333333
1,0,2,851.72565,0.81666666
2,1,2,851.72565,0.81666666
3,1,2,614.99713,0.8333333
4,2,2,851.72565,0.81666666
5,2,2,614.99713,0.8333333
6,3,2,851.72565,0.81666666
7,3,2,747.5984,0.8333333
8,4,2,851.72565,0.81666666
9,4,2,747.5984,0.8333333
10,5,2,851.72565,0.81666666
11,5,2,747.5984,0.8333333
12,6,2,851.72565,0.81666666
13,6,2,747.5984,0.8333333
14,7,2,851.72565,0.81666666
15,7,2,785.4435,0.8333333
16,8,2,851.72565,0.81666666
17,8,2,785.4435,0.8333333
18,9,2,851.72565,0.81666666
19,9,2,785.4435,0.8333333
20,10,2,851.72565,0.81666666
21,10,2,792.4582,0.8333333
22,11,2,851.72565,0.81666666
23,11,2,792.4582,0.8333333
24,12,2,851.72565,0.81666666
25,12,2,812.7938,0.8333333
26,13,2,851.72565,0.81666666
27,13,2,812.7938,0.8333333
28,14,2,851.72565,0.81666666
29,14,2,843.3982,0.8333333
30,15,2,851.72565,0.81666666
31,15,2,843.3982,0.8333333
32,16,2,851.72565,0.81666666
33,16,2,843.3982,0.8333333
34,17,2,851.72565,0.81666666
35,17,2,843.3982,0.8333333
36,18,2,851.72565,0.81666666
37,18,2,843.3982,0.8333333
38,19,1,843.3982,0.8333333
39,20,1,811.9575,0.8333333
40,21,1,102.95906,0.8333333
41,22,3,102.95906,0.8333333
42,22,3,311.93463,0.79999995
43,22,3,292.17368,0.81666666
44,23,3,311.93463,0.79999995
45,23,3,292.17368,0.81666666
46,23,3,103.009476,0.8333333
47,24,3,292.17368,0.81666666
48,24,3,103.009476,0.8333333
49,24,3,623.8575,0.79999995
50,25,3,292.17368,0.81666666
51,25,3,103.009476,0.8333333
52,25,3,623.8575,0.79999995
53,26,3,292.17368,0.81666666
54,26,3,103.009476,0.8333333
55,26,3,680.93787,0.79999995
56,27,3,292.17368,0.81666666
57,27,3,670.48584,0.79999995
58,27,3,111.64814,0.8333333
59,28,3,292.17368,0.81666666
60,28,3,670.1697,0.79999995
61,28,3,111.64814,0.8333333
62,29,3,292.17368,0.81666666
63,29,3,670.1697,0.79999995
64,29,3,111.64814,0.8333333
65,30,3,111.64814,0.8333333
66,30,3,301.64618,0.81666666
67,30,3,810.51,0.79999995
68,31,3,111.64814,0.8333333
69,31,3,301.64618,0.81666666
70,31,3,810.51,0.79999995
71,32,3,111.64814,0.8333333
72,32,3,804.8716,0.79999995
73,32,3,301.7431,0.81666666
74,33,3,794.7556,0.79999995
75,33,3,301.7431,0.81666666
76,33,3,111.72926,0.8333333
77,34,3,301.64618,0.81666666
78,34,3,790.29846,0.79999995
79,34,3,111.72926,0.8333333
80,35,3,111.64814,0.8333333
81,35,3,800.1785,0.79999995
82,35,3,368.84396,0.81666666
83,36,3,111.64814,0.8333333
84,36,3,800.1785,0.79999995
85,36,3,368.84396,0.81666666
86,37,3,800.1785,0.79999995
87,37,3,368.84396,0.81666666
88,37,3,111.64278,0.8333333
89,38,3,800.1785,0.79999995
90,38,3,368.84396,0.81666666
91,38,3,111.64278,0.8333333
92,39,3,800.1785,0.79999995
93,39,3,368.84396,0.81666666
94,39,3,111.64278,0.8333333
95,40,3,368.84396,0.81666666
96,40,3,827.265,0.79999995
97,40,3,111.63286,0.8333333
98,41,3,368.84396,0.81666666
99,41,3,111.63286,0.8333333
100,41,3,805.1572,0.79999995
101,42,3,368.84396,0.81666666
102,42,3,111.63286,0.8333333
103,42,3,805.1572,0.79999995
104,43,3,368.84396,0.81666666
105,43,3,111.63286,0.8333333
106,43,3,805.1572,0.79999995
107,44,3,102.95906,0.8333333
108,44,3,805.1572,0.79999995
109,44,3,377.7787,0.81666666
110,45,3,377.7787,0.81666666
111,45,3,900.19574,0.79999995
112,45,3,111.706245,0.8333333
113,46,3,377.7787,0.81666666
114,46,3,821.38367,0.79999995
115,46,3,111.67962,0.8333333
116,47,3,377.7787,0.81666666
117,47,3,817.22705,0.79999995
118,47,3,111.67962,0.8333333
119,48,3,102.95906,0.8333333
120,48,3,805.1572,0.79999995
121,48,3,377.7787,0.81666666
122,49,3,800.1785,0.79999995
123,49,3,377.7787,0.81666666
124,49,3,111.63276,0.8333333
125,50,3,800.1785,0.79999995
126,50,3,377.7787,0.81666666
127,50,3,111.63276,0.8333333
128,51,3,795.8312,0.79999995
129,51,3,377.7787,0.81666666
130,51,3,111.63276,0.8333333
131,52,3,786.0925,0.79999995
132,52,3,377.7787,0.81666666
133,52,3,111.63276,0.8333333
134,53,3,786.0925,0.79999995
135,53,3,377.7787,0.81666666
136,53,3,111.63276,0.8333333
137,54,3,377.7787,0.81666666
138,54,3,111.63276,0.8333333
139,54,3,799.3914,0.79999995
140,55,3,377.7787,0.81666666
141,55,3,111.63276,0.8333333
142,55,3,799.3914,0.79999995
143,56,3,111.63276,0.8333333
144,56,3,799.3914,0.79999995
145,56,3,502.81927,0.81666666
146,57,3,102.95906,0.8333333
147,57,3,502.81927,0.81666666
148,57,3,848.13416,0.79999995
149,58,3,502.81927,0.81666666
150,58,3,819.3186,0.79999995
151,58,3,111.64343,0.8333333
152,59,3,502.81927,0.81666666
153,59,3,819.3186,0.79999995
154,59,3,188.11766,0.8333333
155,60,3,869.4613,0.79999995
156,60,3,862.0149,0.81666666
157,60,3,188.4642,0.8333333
158,61,3,869.4613,0.79999995
159,61,3,862.0149,0.81666666
160,61,3,188.4642,0.8333333
161,62,3,869.4613,0.79999995
162,62,3,862.0149,0.81666666
163,62,3,188.4642,0.8333333
164,63,3,869.4613,0.79999995
165,63,3,862.0149,0.81666666
166,63,3,188.4642,0.8333333
167,64,3,869.4613,0.79999995
168,64,3,862.0149,0.81666666
169,64,3,188.4642,0.8333333
170,65,3,869.4613,0.79999995
171,65,3,862.0149,0.81666666
172,65,3,188.4642,0.8333333
