,_step,training.fitness_1q,training.evaluation_time,training.top_k_fit.top_1_fit,training.run_id,training.generation,_timestamp,training.fitness_3q,training.fitness_mean,training.top_k_fit.top_0_fit,_runtime,training.fitness_std,training.fitness_median,training.top_k_fit.top_2_fit,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
527,527,1001.190185546875,1.4217277765274048,2586.182373046875,3,527,1687172115.9917042,64.45004272460938,734.5324096679688,2610.810791015625,775.4347012042999,948.0473022460938,178.40899658203125,2569.346435546875,lgp,mu+lambda,reward,hopper,3,52700,2610.810791015625,2586.182373046875,2569.346435546875
528,528,999.02685546875,1.4198036193847656,2542.566650390625,3,528,1687172117.4277456,72.18010711669922,702.8748168945312,2556.14892578125,776.870742559433,979.203369140625,199.94143676757812,2536.8125,lgp,mu+lambda,reward,hopper,3,52800,2556.14892578125,2542.566650390625,2536.8125
529,529,2200.150146484375,1.4194198846817017,2553.41064453125,3,529,1687172118.8639185,39.789798736572266,773.9458618164062,2553.87353515625,778.3069155216217,1012.3475952148438,131.59967041015625,2542.69482421875,lgp,mu+lambda,reward,hopper,3,52900,2553.87353515625,2553.41064453125,2542.69482421875
530,530,986.3575439453125,1.4192639589309692,2538.84423828125,3,530,1687172120.2990828,64.12846374511719,666.3942260742188,2565.015625,779.7420797348022,973.166259765625,154.03990173339844,2533.309326171875,lgp,mu+lambda,reward,hopper,3,53000,2565.015625,2538.84423828125,2533.309326171875
531,531,1039.5821533203125,1.4205178022384644,2563.83740234375,3,531,1687172121.7354538,51.928741455078125,749.6292114257812,2564.02392578125,781.1784508228302,991.3206176757812,155.4614715576172,2560.00439453125,lgp,mu+lambda,reward,hopper,3,53100,2564.02392578125,2563.83740234375,2560.00439453125
532,532,1000.2196655273438,1.420000433921814,2569.3740234375,3,532,1687172123.1718993,56.704322814941406,689.6907958984375,2575.310302734375,782.6148962974548,955.0538940429688,193.7726593017578,2551.2080078125,lgp,mu+lambda,reward,hopper,3,53200,2575.310302734375,2569.3740234375,2551.2080078125
533,533,988.4739990234375,1.4216070175170898,2570.0517578125,3,533,1687172124.6088068,47.76753234863281,660.8538208007812,2572.402587890625,784.0518038272858,946.365234375,126.69252014160156,2561.9228515625,lgp,mu+lambda,reward,hopper,3,53300,2572.402587890625,2570.0517578125,2561.9228515625
534,534,1003.877197265625,1.4193565845489502,2568.2255859375,3,534,1687172126.044427,58.3251953125,722.300537109375,2587.136474609375,785.4874238967896,989.1107788085938,124.26249694824219,2556.928466796875,lgp,mu+lambda,reward,hopper,3,53400,2587.136474609375,2568.2255859375,2556.928466796875
535,535,999.691162109375,1.4188393354415894,2572.8935546875,3,535,1687172127.48091,56.0379638671875,699.9529418945312,2576.4560546875,786.9239070415497,963.55712890625,143.2867889404297,2566.18994140625,lgp,mu+lambda,reward,hopper,3,53500,2576.4560546875,2572.8935546875,2566.18994140625
536,536,1000.8426513671875,1.417417049407959,2555.134521484375,3,536,1687172128.916248,51.902809143066406,692.2134399414062,2617.979248046875,788.3592450618744,980.4393310546875,148.7220458984375,2541.63671875,lgp,mu+lambda,reward,hopper,3,53600,2617.979248046875,2555.134521484375,2541.63671875
537,537,1001.0762939453125,1.4207757711410522,2559.92236328125,3,537,1687172130.3546274,50.80729293823242,720.138427734375,2584.296630859375,789.7976243495941,982.6290893554688,168.6757049560547,2556.544189453125,lgp,mu+lambda,reward,hopper,3,53700,2584.296630859375,2559.92236328125,2556.544189453125
538,538,995.396728515625,1.4174166917800903,2577.04638671875,3,538,1687172131.7898002,67.323974609375,689.2409057617188,2601.027587890625,791.2327971458435,986.1605224609375,161.9070281982422,2566.96923828125,lgp,mu+lambda,reward,hopper,3,53800,2601.027587890625,2577.04638671875,2566.96923828125
539,539,997.2899169921875,1.4191406965255737,2539.406005859375,3,539,1687172133.2268734,52.95755386352539,658.6528930664062,2586.301025390625,792.6698703765869,959.3428344726562,113.41801452636719,2513.76904296875,lgp,mu+lambda,reward,hopper,3,53900,2586.301025390625,2539.406005859375,2513.76904296875
540,540,996.448486328125,1.4179450273513794,2581.798583984375,3,540,1687172134.6627223,69.62295532226562,711.0662841796875,2593.7822265625,794.1057193279266,967.9749145507812,167.38055419921875,2575.32666015625,lgp,mu+lambda,reward,hopper,3,54000,2593.7822265625,2581.798583984375,2575.32666015625
541,541,989.7633666992188,1.4190502166748047,2570.847412109375,3,541,1687172136.0990312,70.69845581054688,692.719970703125,2590.428955078125,795.5420281887054,949.1761474609375,147.05715942382812,2561.190185546875,lgp,mu+lambda,reward,hopper,3,54100,2590.428955078125,2570.847412109375,2561.190185546875
542,542,999.5030517578125,1.4193838834762573,2595.277587890625,3,542,1687172137.5351589,75.83248138427734,739.7725830078125,2607.572265625,796.9781558513641,960.6554565429688,193.57704162597656,2579.572021484375,lgp,mu+lambda,reward,hopper,3,54200,2607.572265625,2595.277587890625,2579.572021484375
543,543,699.0396118164062,1.420932412147522,2583.511474609375,3,543,1687172138.9725366,55.016822814941406,679.6370239257812,2597.56689453125,798.415533542633,975.7107543945312,168.9996337890625,2541.808837890625,lgp,mu+lambda,reward,hopper,3,54300,2597.56689453125,2583.511474609375,2541.808837890625
544,544,985.1272583007812,1.4176846742630005,2558.5703125,3,544,1687172140.4076064,68.57479095458984,695.4593505859375,2560.398681640625,799.8506033420563,945.88525390625,170.70834350585938,2553.012451171875,lgp,mu+lambda,reward,hopper,3,54400,2560.398681640625,2558.5703125,2553.012451171875
545,545,918.7884521484375,1.4197403192520142,2567.31298828125,3,545,1687172141.8455791,55.13869094848633,669.3220825195312,2569.28271484375,801.2885761260986,930.0391845703125,172.28182983398438,2552.819091796875,lgp,mu+lambda,reward,hopper,3,54500,2569.28271484375,2567.31298828125,2552.819091796875
546,546,988.6387939453125,1.4179377555847168,2576.74658203125,3,546,1687172143.2810512,69.92375183105469,697.0994873046875,2577.3935546875,802.7240481376648,945.251953125,200.0180206298828,2555.073486328125,lgp,mu+lambda,reward,hopper,3,54600,2577.3935546875,2576.74658203125,2555.073486328125
547,547,1085.3907470703125,1.4192322492599487,2542.134521484375,3,547,1687172144.7178125,81.98143005371094,744.9190673828125,2557.01416015625,804.1608095169067,968.1863403320312,201.4710693359375,2530.956787109375,lgp,mu+lambda,reward,hopper,3,54700,2557.01416015625,2542.134521484375,2530.956787109375
548,548,998.0836181640625,1.4187629222869873,2569.547607421875,3,548,1687172146.1545923,67.53630065917969,735.0234375,2675.939453125,805.5975892543793,968.211181640625,204.29049682617188,2546.636962890625,lgp,mu+lambda,reward,hopper,3,54800,2675.939453125,2569.547607421875,2546.636962890625
549,549,990.7527465820312,1.4204483032226562,2567.0859375,3,549,1687172147.5927002,78.10360717773438,692.0725708007812,2573.908935546875,807.035697221756,946.5504760742188,182.87789916992188,2546.80615234375,lgp,mu+lambda,reward,hopper,3,54900,2573.908935546875,2567.0859375,2546.80615234375
550,550,996.9547729492188,1.4181545972824097,2588.74072265625,3,550,1687172149.0282948,45.464603424072266,732.3674926757812,2615.280517578125,808.4712917804718,947.4353637695312,216.20965576171875,2561.29931640625,lgp,mu+lambda,reward,hopper,3,55000,2615.280517578125,2588.74072265625,2561.29931640625
551,551,1038.89794921875,1.4185593128204346,2548.92724609375,3,551,1687172150.464608,74.29728698730469,776.1482543945312,2561.23486328125,809.907604932785,947.4678344726562,178.48776245117188,2544.12646484375,lgp,mu+lambda,reward,hopper,3,55100,2561.23486328125,2548.92724609375,2544.12646484375
552,552,1000.6946411132812,1.4184321165084839,2568.278564453125,3,552,1687172151.9010305,88.93115997314453,777.4337158203125,2611.833740234375,811.3440275192261,961.9092407226562,234.1302490234375,2557.42626953125,lgp,mu+lambda,reward,hopper,3,55200,2611.833740234375,2568.278564453125,2557.42626953125
553,553,1274.1922607421875,1.4200116395950317,2551.42138671875,3,553,1687172153.3383439,70.90177917480469,788.6512451171875,2551.744384765625,812.7813408374786,971.218994140625,228.5348358154297,2536.016357421875,lgp,mu+lambda,reward,hopper,3,55300,2551.744384765625,2551.42138671875,2536.016357421875
554,554,1003.6832275390625,1.417738437652588,2540.182373046875,3,554,1687172154.7738066,50.262168884277344,679.655517578125,2561.340087890625,814.2168035507202,970.145263671875,133.01052856445312,2535.47216796875,lgp,mu+lambda,reward,hopper,3,55400,2561.340087890625,2540.182373046875,2535.47216796875
555,555,1007.9237670898438,1.420470118522644,2544.5634765625,3,555,1687172156.2110617,89.68817138671875,782.7356567382812,2598.22265625,815.6540586948395,960.1104125976562,229.169189453125,2539.744873046875,lgp,mu+lambda,reward,hopper,3,55500,2598.22265625,2544.5634765625,2539.744873046875
556,556,994.3086547851562,1.4179502725601196,2604.22119140625,3,556,1687172157.64663,66.70679473876953,715.6651611328125,2616.024658203125,817.0896270275116,964.6306762695312,176.98532104492188,2590.1748046875,lgp,mu+lambda,reward,hopper,3,55600,2616.024658203125,2604.22119140625,2590.1748046875
557,557,860.3422241210938,1.4185523986816406,2592.92724609375,3,557,1687172159.0826051,58.737518310546875,659.8665771484375,2593.65185546875,818.5256021022797,961.367431640625,149.247802734375,2573.072998046875,lgp,mu+lambda,reward,hopper,3,55700,2593.65185546875,2592.92724609375,2573.072998046875
558,558,978.0606689453125,1.4176276922225952,2563.063232421875,3,558,1687172160.518154,59.456581115722656,672.5472412109375,2621.8173828125,819.9611508846283,939.37353515625,167.232421875,2545.307373046875,lgp,mu+lambda,reward,hopper,3,55800,2621.8173828125,2563.063232421875,2545.307373046875
559,559,997.7215576171875,1.418340802192688,2566.398193359375,3,559,1687172161.9545896,79.99702453613281,686.20068359375,2568.482666015625,821.3975865840912,934.3971557617188,203.36587524414062,2550.658935546875,lgp,mu+lambda,reward,hopper,3,55900,2568.482666015625,2566.398193359375,2550.658935546875
560,560,1002.6828002929688,1.418628454208374,2552.531982421875,3,560,1687172163.3904269,76.6178970336914,727.1224975585938,2576.148681640625,822.8334238529205,949.5098266601562,205.37208557128906,2548.987060546875,lgp,mu+lambda,reward,hopper,3,56000,2576.148681640625,2552.531982421875,2548.987060546875
561,561,999.61181640625,1.4198135137557983,2594.14453125,3,561,1687172164.827895,68.01888275146484,721.796142578125,2656.469970703125,824.2708919048309,981.4414672851562,146.820068359375,2563.979248046875,lgp,mu+lambda,reward,hopper,3,56100,2656.469970703125,2594.14453125,2563.979248046875
562,562,1005.77001953125,1.418191909790039,2530.34619140625,3,562,1687172166.2633796,52.98057174682617,697.408447265625,2544.000732421875,825.7063765525818,971.8681640625,140.02479553222656,2530.092041015625,lgp,mu+lambda,reward,hopper,3,56200,2544.000732421875,2530.34619140625,2530.092041015625
563,563,2213.11279296875,1.4181398153305054,2533.30615234375,3,563,1687172167.699104,79.82015228271484,851.7710571289062,2538.94482421875,827.1421010494232,1020.9312744140625,211.07479858398438,2530.056396484375,lgp,mu+lambda,reward,hopper,3,56300,2538.94482421875,2533.30615234375,2530.056396484375
564,564,2137.787109375,1.4197165966033936,2570.865478515625,3,564,1687172169.135493,37.96465301513672,783.0732421875,2632.768310546875,828.5784900188446,1026.302001953125,179.58612060546875,2553.0546875,lgp,mu+lambda,reward,hopper,3,56400,2632.768310546875,2570.865478515625,2553.0546875
565,565,989.9439086914062,1.4501882791519165,2579.66650390625,3,565,1687172170.6006405,57.86076354980469,717.005615234375,2595.097412109375,830.0436375141144,956.7503662109375,201.2144775390625,2550.1416015625,lgp,mu+lambda,reward,hopper,3,56500,2595.097412109375,2579.66650390625,2550.1416015625
566,566,999.3040771484375,1.4162477254867554,2595.162353515625,3,566,1687172172.0347288,84.00621032714844,744.0563354492188,2606.67724609375,831.4777257442474,965.9613037109375,210.39410400390625,2587.927001953125,lgp,mu+lambda,reward,hopper,3,56600,2606.67724609375,2595.162353515625,2587.927001953125
567,567,997.6187133789062,1.41416335105896,2555.0537109375,3,567,1687172173.4666371,78.33821105957031,730.7720336914062,2561.025634765625,832.9096341133118,946.5972290039062,213.73129272460938,2548.481201171875,lgp,mu+lambda,reward,hopper,3,56700,2561.025634765625,2555.0537109375,2548.481201171875
568,568,1002.1099853515625,1.4139037132263184,2552.075439453125,3,568,1687172174.8982737,42.61527633666992,703.7964477539062,2566.248291015625,834.3412706851959,984.4720458984375,142.32516479492188,2540.25048828125,lgp,mu+lambda,reward,hopper,3,56800,2566.248291015625,2552.075439453125,2540.25048828125
569,569,830.4351806640625,1.4154123067855835,2544.71533203125,3,569,1687172176.3311596,74.46356964111328,668.9378051757812,2547.9638671875,835.7741565704346,950.9161376953125,160.75198364257812,2544.304931640625,lgp,mu+lambda,reward,hopper,3,56900,2547.9638671875,2544.71533203125,2544.304931640625
570,570,993.6280517578125,1.4144048690795898,2579.216064453125,3,570,1687172177.7634227,49.074031829833984,693.0656127929688,2614.474365234375,837.2064197063446,974.5957641601562,137.22262573242188,2564.888427734375,lgp,mu+lambda,reward,hopper,3,57000,2614.474365234375,2579.216064453125,2564.888427734375
571,571,1010.2542724609375,1.415225625038147,2563.359619140625,3,571,1687172179.195853,70.15264892578125,752.7883911132812,2574.994873046875,838.6388499736786,979.0194091796875,207.80999755859375,2550.111572265625,lgp,mu+lambda,reward,hopper,3,57100,2574.994873046875,2563.359619140625,2550.111572265625
572,572,1000.1417846679688,1.409546136856079,2575.86083984375,3,572,1687172180.6226106,77.96166229248047,749.9838256835938,2593.01904296875,840.06560754776,966.103515625,206.8750762939453,2570.7939453125,lgp,mu+lambda,reward,hopper,3,57200,2593.01904296875,2575.86083984375,2570.7939453125
573,573,1001.9481201171875,1.4009552001953125,2586.205810546875,3,573,1687172182.0417628,54.16945266723633,690.0198364257812,2593.450927734375,841.4847598075867,938.1282348632812,141.15452575683594,2558.353515625,lgp,mu+lambda,reward,hopper,3,57300,2593.450927734375,2586.205810546875,2558.353515625
574,574,998.2084350585938,1.4011845588684082,2573.030029296875,3,574,1687172183.4594185,57.581398010253906,691.0888061523438,2583.550537109375,842.9024155139923,940.6054077148438,182.95199584960938,2570.985595703125,lgp,mu+lambda,reward,hopper,3,57400,2583.550537109375,2573.030029296875,2570.985595703125
575,575,1008.64599609375,1.3999627828598022,2545.86572265625,3,575,1687172184.877049,73.0671157836914,760.6686401367188,2578.163330078125,844.3200459480286,959.9722900390625,204.83071899414062,2532.693603515625,lgp,mu+lambda,reward,hopper,3,57500,2578.163330078125,2545.86572265625,2532.693603515625
576,576,992.0802612304688,1.40090012550354,2560.23193359375,3,576,1687172186.2953334,89.73133087158203,706.7622680664062,2564.255859375,845.7383303642273,942.2105712890625,202.3701934814453,2547.63330078125,lgp,mu+lambda,reward,hopper,3,57600,2564.255859375,2560.23193359375,2547.63330078125
577,577,1311.74755859375,1.3999381065368652,2556.9580078125,3,577,1687172187.7129126,58.02683639526367,733.1259155273438,2580.155517578125,847.155909538269,996.4471435546875,183.3817138671875,2523.154541015625,lgp,mu+lambda,reward,hopper,3,57700,2580.155517578125,2556.9580078125,2523.154541015625
578,578,1061.927734375,1.3989229202270508,2566.084716796875,3,578,1687172189.1294482,55.589195251464844,761.2268676757812,2630.74755859375,848.5724451541901,980.40234375,177.29122924804688,2558.508056640625,lgp,mu+lambda,reward,hopper,3,57800,2630.74755859375,2566.084716796875,2558.508056640625
579,579,2116.257568359375,1.401111364364624,2560.6611328125,3,579,1687172190.5481336,60.51537322998047,788.9932861328125,2571.943115234375,849.9911305904388,1011.8382568359375,208.29031372070312,2560.28369140625,lgp,mu+lambda,reward,hopper,3,57900,2571.943115234375,2560.6611328125,2560.28369140625
580,580,1290.926513671875,1.3989914655685425,2577.703125,3,580,1687172191.9638207,60.53706359863281,773.7392578125,2609.540283203125,851.4068176746368,1010.72412109375,170.91456604003906,2573.75,lgp,mu+lambda,reward,hopper,3,58000,2609.540283203125,2577.703125,2573.75
581,581,2297.38427734375,1.4017390012741089,2584.647216796875,3,581,1687172193.3828828,56.3463249206543,812.1837158203125,2624.006591796875,852.8258798122406,1031.412353515625,198.4189453125,2544.684814453125,lgp,mu+lambda,reward,hopper,3,58100,2624.006591796875,2584.647216796875,2544.684814453125
582,582,1007.309326171875,1.4002605676651,2580.539794921875,3,582,1687172194.8011196,55.20418167114258,723.381103515625,2639.22412109375,854.2441165447235,1042.104248046875,213.39614868164062,2548.98291015625,lgp,mu+lambda,reward,hopper,3,58200,2639.22412109375,2580.539794921875,2548.98291015625
583,583,1007.8226318359375,1.4005945920944214,2551.464111328125,3,583,1687172196.2194614,79.554443359375,765.5523071289062,2556.090087890625,855.6624584197998,955.8904418945312,243.39883422851562,2546.45654296875,lgp,mu+lambda,reward,hopper,3,58300,2556.090087890625,2551.464111328125,2546.45654296875
584,584,996.3255615234375,1.476367712020874,2600.55859375,3,584,1687172197.7104392,51.992149353027344,694.447265625,2617.3271484375,857.1534361839294,960.6708984375,195.7987518310547,2576.66162109375,lgp,mu+lambda,reward,hopper,3,58400,2617.3271484375,2600.55859375,2576.66162109375
585,585,993.678466796875,1.466346263885498,2572.078369140625,3,585,1687172199.1903353,38.83159637451172,669.829345703125,2591.64208984375,858.6333322525024,961.876220703125,130.74261474609375,2570.90673828125,lgp,mu+lambda,reward,hopper,3,58500,2591.64208984375,2572.078369140625,2570.90673828125
586,586,1360.3768310546875,1.4418413639068604,2555.536376953125,3,586,1687172200.6464872,43.470401763916016,735.0484008789062,2562.50146484375,860.0894842147827,1004.3217163085938,142.38250732421875,2533.35546875,lgp,mu+lambda,reward,hopper,3,58600,2562.50146484375,2555.536376953125,2533.35546875
587,587,1000.5804443359375,1.4339543581008911,2592.864501953125,3,587,1687172202.0957313,60.524696350097656,753.044677734375,2601.414306640625,861.5387282371521,973.8132934570312,199.43064880371094,2576.748046875,lgp,mu+lambda,reward,hopper,3,58700,2601.414306640625,2592.864501953125,2576.748046875
588,588,1018.4210815429688,1.427535057067871,2663.5048828125,3,588,1687172203.5386474,62.35497283935547,727.0746459960938,2663.60546875,862.9816443920135,957.2613525390625,172.71243286132812,2565.54248046875,lgp,mu+lambda,reward,hopper,3,58800,2663.60546875,2663.5048828125,2565.54248046875
589,589,989.75732421875,1.430501937866211,2544.03466796875,3,589,1687172204.9821684,50.8241081237793,640.4548950195312,2560.35205078125,864.4251654148102,939.6646118164062,119.2034912109375,2531.194091796875,lgp,mu+lambda,reward,hopper,3,58900,2560.35205078125,2544.03466796875,2531.194091796875
590,590,997.593017578125,1.4253230094909668,2560.13623046875,3,590,1687172206.4230552,43.012535095214844,655.0000610351562,2615.589111328125,865.8660521507263,953.9132690429688,107.92817687988281,2550.517333984375,lgp,mu+lambda,reward,hopper,3,59000,2615.589111328125,2560.13623046875,2550.517333984375
591,591,303.1964416503906,1.4253712892532349,2548.024169921875,3,591,1687172207.8628666,60.59799575805664,618.8881225585938,2637.1328125,867.3058636188507,951.5042114257812,126.65977478027344,2542.87158203125,lgp,mu+lambda,reward,hopper,3,59100,2637.1328125,2548.024169921875,2542.87158203125
592,592,987.827392578125,1.4238892793655396,2550.076904296875,3,592,1687172209.3011954,60.35578918457031,669.7057495117188,2562.044677734375,868.7441923618317,941.0489501953125,163.26824951171875,2539.51318359375,lgp,mu+lambda,reward,hopper,3,59200,2562.044677734375,2550.076904296875,2539.51318359375
593,593,695.5430908203125,1.4228107929229736,2562.755615234375,3,593,1687172210.7385113,51.44012451171875,680.1987915039062,2596.2216796875,870.1815083026886,975.54150390625,178.56192016601562,2550.974853515625,lgp,mu+lambda,reward,hopper,3,59300,2596.2216796875,2562.755615234375,2550.974853515625
594,594,702.8011474609375,1.4239840507507324,2584.008544921875,3,594,1687172212.1773126,48.022857666015625,665.1694946289062,2606.93896484375,871.6203095912933,961.5308227539062,153.66943359375,2562.93798828125,lgp,mu+lambda,reward,hopper,3,59400,2606.93896484375,2584.008544921875,2562.93798828125
595,595,881.2271728515625,1.4222826957702637,2561.024169921875,3,595,1687172213.615666,47.78947448730469,627.2603759765625,2571.318359375,873.0586628913879,925.42626953125,120.49520111083984,2555.17822265625,lgp,mu+lambda,reward,hopper,3,59500,2571.318359375,2561.024169921875,2555.17822265625
596,596,2168.224853515625,1.419495940208435,2583.8798828125,3,596,1687172215.0521855,61.06415939331055,812.0196533203125,2591.96630859375,874.4951825141907,1022.9406127929688,201.74591064453125,2569.795166015625,lgp,mu+lambda,reward,hopper,3,59600,2591.96630859375,2583.8798828125,2569.795166015625
597,597,1010.8392333984375,1.4194600582122803,2555.897705078125,3,597,1687172216.4886658,53.096622467041016,715.3364868164062,2584.76513671875,875.9316627979279,972.3887939453125,147.98406982421875,2555.431640625,lgp,mu+lambda,reward,hopper,3,59700,2584.76513671875,2555.897705078125,2555.431640625
598,598,1004.1798706054688,1.419421672821045,2550.30810546875,3,598,1687172217.9249704,87.91258239746094,749.0443725585938,2557.51611328125,877.3679673671722,972.7542114257812,199.3468780517578,2529.484130859375,lgp,mu+lambda,reward,hopper,3,59800,2557.51611328125,2550.30810546875,2529.484130859375
599,599,2241.842041015625,1.41925048828125,2588.7880859375,3,599,1687172219.3630998,69.12730407714844,800.0612182617188,2595.69873046875,878.8060967922211,1026.7100830078125,192.9534149169922,2587.166259765625,lgp,mu+lambda,reward,hopper,3,59900,2595.69873046875,2588.7880859375,2587.166259765625
600,600,2250.447998046875,1.4189000129699707,2587.023193359375,3,600,1687172220.7988684,53.1842155456543,794.44287109375,2592.76953125,880.2418653964996,1026.6058349609375,208.03375244140625,2586.529541015625,lgp,mu+lambda,reward,hopper,3,60000,2592.76953125,2587.023193359375,2586.529541015625
601,601,822.404052734375,1.4193811416625977,2534.26318359375,3,601,1687172222.2350218,69.62037658691406,706.001220703125,2554.010498046875,881.6780188083649,959.8665771484375,207.74826049804688,2533.389892578125,lgp,mu+lambda,reward,hopper,3,60100,2554.010498046875,2534.26318359375,2533.389892578125
602,602,995.7913818359375,1.4188826084136963,2575.64794921875,3,602,1687172223.6710734,65.5983657836914,721.544677734375,2580.647216796875,883.1140704154968,958.7590942382812,176.8054962158203,2543.365234375,lgp,mu+lambda,reward,hopper,3,60200,2580.647216796875,2575.64794921875,2543.365234375
603,603,1306.50048828125,1.4192521572113037,2563.251953125,3,603,1687172225.1071627,85.9622573852539,832.6018676757812,2605.972900390625,884.5501596927643,992.740234375,273.47943115234375,2547.366943359375,lgp,mu+lambda,reward,hopper,3,60300,2605.972900390625,2563.251953125,2547.366943359375
604,604,1317.9075927734375,1.4189242124557495,2594.583740234375,3,604,1687172226.543396,68.53863525390625,774.9251098632812,2621.146484375,885.9863929748535,997.9260864257812,207.3905487060547,2562.258544921875,lgp,mu+lambda,reward,hopper,3,60400,2621.146484375,2594.583740234375,2562.258544921875
605,605,1004.0203857421875,1.4187283515930176,2536.476318359375,3,605,1687172227.9794745,69.02105712890625,712.414306640625,2544.53125,887.4224715232849,964.6286010742188,202.05291748046875,2529.701171875,lgp,mu+lambda,reward,hopper,3,60500,2544.53125,2536.476318359375,2529.701171875
606,606,996.5887451171875,1.4194412231445312,2548.778076171875,3,606,1687172229.4146562,50.273956298828125,707.3569946289062,2553.13818359375,888.8576531410217,978.3157958984375,109.49366760253906,2540.5791015625,lgp,mu+lambda,reward,hopper,3,60600,2553.13818359375,2548.778076171875,2540.5791015625
607,607,1012.951416015625,1.419376015663147,2574.64599609375,3,607,1687172230.8512027,90.01750946044922,777.7548828125,2585.671630859375,890.2941997051239,967.2569580078125,211.41018676757812,2568.22216796875,lgp,mu+lambda,reward,hopper,3,60700,2585.671630859375,2574.64599609375,2568.22216796875
608,608,1003.3171997070312,1.4188320636749268,2559.117431640625,3,608,1687172232.2870443,65.1513671875,753.3488159179688,2590.030517578125,891.7300412654877,985.2677001953125,195.3579864501953,2540.73828125,lgp,mu+lambda,reward,hopper,3,60800,2590.030517578125,2559.117431640625,2540.73828125
609,609,1287.726318359375,1.4189504384994507,2539.811767578125,3,609,1687172233.7224994,89.93194580078125,727.7886352539062,2550.788818359375,893.1654963493347,1006.3442993164062,148.91192626953125,2539.5078125,lgp,mu+lambda,reward,hopper,3,60900,2550.788818359375,2539.811767578125,2539.5078125
610,610,1002.6103515625,1.41801118850708,2540.577880859375,3,610,1687172235.1582391,53.6834831237793,734.5887451171875,2544.442138671875,894.6012361049652,977.6780395507812,205.68174743652344,2524.32421875,lgp,mu+lambda,reward,hopper,3,61000,2544.442138671875,2540.577880859375,2524.32421875
611,611,1004.480712890625,1.4200412034988403,2549.71240234375,3,611,1687172236.5959308,48.82748794555664,684.8936767578125,2555.683837890625,896.0389277935028,978.6243286132812,121.87957763671875,2543.24853515625,lgp,mu+lambda,reward,hopper,3,61100,2555.683837890625,2549.71240234375,2543.24853515625
612,612,999.036376953125,1.4201587438583374,2536.67431640625,3,612,1687172238.0322042,53.809730529785156,760.4755249023438,2589.830322265625,897.4752011299133,971.191162109375,191.39938354492188,2529.514404296875,lgp,mu+lambda,reward,hopper,3,61200,2589.830322265625,2536.67431640625,2529.514404296875
613,613,1246.578369140625,1.420266032218933,2569.84130859375,3,613,1687172239.4694245,68.75968170166016,789.4713134765625,2587.124755859375,898.91242146492,974.0509643554688,204.07723999023438,2537.90771484375,lgp,mu+lambda,reward,hopper,3,61300,2587.124755859375,2569.84130859375,2537.90771484375
614,614,810.5875244140625,1.416662573814392,2526.35498046875,3,614,1687172240.9041185,46.75407028198242,670.3232421875,2533.3544921875,900.3471155166626,958.001708984375,164.8681640625,2505.28515625,lgp,mu+lambda,reward,hopper,3,61400,2533.3544921875,2526.35498046875,2505.28515625
615,615,2136.334716796875,1.4180958271026611,2560.69287109375,3,615,1687172242.3405826,61.864437103271484,776.2921142578125,2587.331787109375,901.7835795879364,1039.72509765625,161.25274658203125,2535.92724609375,lgp,mu+lambda,reward,hopper,3,61500,2587.331787109375,2560.69287109375,2535.92724609375
616,616,1478.3428955078125,1.4189003705978394,2539.340087890625,3,616,1687172243.776856,60.440711975097656,791.4712524414062,2543.495849609375,903.2198529243469,1008.6382446289062,199.46609497070312,2534.794189453125,lgp,mu+lambda,reward,hopper,3,61600,2543.495849609375,2539.340087890625,2534.794189453125
617,617,2211.08544921875,1.4169445037841797,2574.254150390625,3,617,1687172245.212171,70.37158966064453,836.4069213867188,2647.58251953125,904.655168056488,1027.6016845703125,198.69985961914062,2566.575439453125,lgp,mu+lambda,reward,hopper,3,61700,2647.58251953125,2574.254150390625,2566.575439453125
618,618,1005.6057739257812,1.4175665378570557,2533.01171875,3,618,1687172246.6484883,54.583763122558594,692.67919921875,2535.6025390625,906.0914852619171,960.480224609375,157.67440795898438,2523.46484375,lgp,mu+lambda,reward,hopper,3,61800,2535.6025390625,2533.01171875,2523.46484375
619,619,2424.29931640625,1.4178892374038696,2571.410888671875,3,619,1687172248.0850365,63.94561767578125,862.2290649414062,2585.08935546875,907.5280334949493,1048.1708984375,233.640869140625,2554.844482421875,lgp,mu+lambda,reward,hopper,3,61900,2585.08935546875,2571.410888671875,2554.844482421875
620,620,1000.3068237304688,1.4199711084365845,2586.24609375,3,620,1687172249.5216243,37.952735900878906,688.624755859375,2605.888427734375,908.9646213054657,991.0669555664062,125.68126678466797,2543.435546875,lgp,mu+lambda,reward,hopper,3,62000,2605.888427734375,2586.24609375,2543.435546875
621,621,1634.5426025390625,1.4176384210586548,2562.8486328125,3,621,1687172250.9579146,68.0201644897461,775.483642578125,2563.234130859375,910.4009115695953,1001.4825439453125,210.62350463867188,2545.557373046875,lgp,mu+lambda,reward,hopper,3,62100,2563.234130859375,2562.8486328125,2545.557373046875
622,622,999.2900390625,1.4197039604187012,2554.113525390625,3,622,1687172252.3963666,41.3163948059082,698.655517578125,2570.687744140625,911.8393635749817,998.9290161132812,118.727783203125,2544.8857421875,lgp,mu+lambda,reward,hopper,3,62200,2570.687744140625,2554.113525390625,2544.8857421875
