,iteration,front_size,reward,simplicity
0,0,1,815.02325,0.8333333
1,1,1,815.02325,0.8333333
2,2,1,815.02325,0.8333333
3,3,1,800.27484,0.8333333
4,4,1,800.27484,0.8333333
5,5,1,785.10394,0.8333333
6,6,1,861.15454,0.8333333
7,7,1,861.15454,0.8333333
8,8,1,852.04956,0.8333333
9,9,1,833.6669,0.8333333
10,10,1,833.6669,0.8333333
11,11,1,833.6669,0.8333333
12,12,1,829.15826,0.8333333
13,13,1,813.41486,0.8333333
14,14,1,838.3258,0.8333333
15,15,1,821.65076,0.8333333
16,16,1,852.71466,0.8333333
17,17,1,851.456,0.8333333
18,18,1,838.7552,0.8333333
19,19,1,830.16254,0.8333333
20,20,1,814.43475,0.8333333
21,21,1,861.261,0.8333333
22,22,1,814.43475,0.8333333
23,23,1,808.11804,0.8333333
24,24,1,808.11804,0.8333333
25,25,1,814.4902,0.8333333
26,26,1,814.4902,0.8333333
27,27,1,808.11804,0.8333333
28,28,1,808.11804,0.8333333
29,29,1,808.11804,0.8333333
30,30,1,808.11804,0.8333333
31,31,1,808.11804,0.8333333
32,32,1,808.11804,0.8333333
33,33,1,812.8465,0.8333333
34,34,1,831.98773,0.8333333
35,35,2,831.98773,0.8333333
36,35,2,9399.153,0.79999995
37,36,2,831.98773,0.8333333
38,36,2,9399.153,0.79999995
39,37,2,831.98773,0.8333333
40,37,2,9399.153,0.79999995
41,38,2,9399.153,0.79999995
42,38,2,833.72687,0.8333333
43,39,2,9399.153,0.79999995
44,39,2,836.8796,0.8333333
45,40,2,9399.153,0.79999995
46,40,2,836.8796,0.8333333
47,41,2,9399.153,0.79999995
48,41,2,851.11615,0.8333333
49,42,2,9399.153,0.79999995
50,42,2,851.11615,0.8333333
51,43,2,9399.153,0.79999995
52,43,2,851.11615,0.8333333
53,44,2,857.33124,0.8333333
54,44,2,9444.382,0.79999995
55,45,2,9399.153,0.79999995
56,45,2,857.33124,0.8333333
57,46,2,9399.153,0.79999995
58,46,2,857.33124,0.8333333
59,47,2,9399.153,0.79999995
60,47,2,857.33124,0.8333333
61,48,2,857.33124,0.8333333
62,48,2,9479.019,0.79999995
63,49,2,857.33124,0.8333333
64,49,2,9479.019,0.79999995
65,50,2,857.33124,0.8333333
66,50,2,9479.019,0.79999995
67,51,2,857.33124,0.8333333
68,51,2,9470.31,0.79999995
69,52,3,857.33124,0.8333333
70,52,3,9470.31,0.79999995
71,52,3,879.1944,0.81666666
72,53,3,857.33124,0.8333333
73,53,3,879.1944,0.81666666
74,53,3,9476.417,0.79999995
75,54,3,857.33124,0.8333333
76,54,3,879.1944,0.81666666
77,54,3,9490.619,0.79999995
78,55,3,857.33124,0.8333333
79,55,3,879.1944,0.81666666
80,55,3,9495.704,0.79999995
81,56,3,9495.704,0.79999995
82,56,3,1055.6217,0.81666666
83,56,3,956.8099,0.8333333
84,57,3,1055.6217,0.81666666
85,57,3,956.8099,0.8333333
86,57,3,9503.597,0.79999995
87,58,3,1055.6217,0.81666666
88,58,3,956.8099,0.8333333
89,58,3,9503.597,0.79999995
90,59,3,1055.6217,0.81666666
91,59,3,956.8099,0.8333333
92,59,3,9491.205,0.79999995
93,60,3,1055.6217,0.81666666
94,60,3,956.8099,0.8333333
95,60,3,9477.219,0.79999995
96,61,3,1055.6217,0.81666666
97,61,3,956.8099,0.8333333
98,61,3,9473.255,0.79999995
99,62,3,1055.6217,0.81666666
100,62,3,956.8099,0.8333333
101,62,3,9505.191,0.79999995
102,63,3,1055.6217,0.81666666
103,63,3,956.8099,0.8333333
104,63,3,9500.75,0.79999995
105,64,3,1055.6217,0.81666666
106,64,3,956.8099,0.8333333
107,64,3,9500.75,0.79999995
108,65,3,1055.6217,0.81666666
109,65,3,956.8099,0.8333333
110,65,3,9500.75,0.79999995
111,66,3,1055.6217,0.81666666
112,66,3,956.8099,0.8333333
113,66,3,9500.75,0.79999995
114,67,3,1055.6217,0.81666666
115,67,3,956.8099,0.8333333
116,67,3,9493.426,0.79999995
117,68,3,1055.6217,0.81666666
118,68,3,956.8099,0.8333333
119,68,3,9503.73,0.79999995
120,69,3,1055.6217,0.81666666
121,69,3,956.8099,0.8333333
122,69,3,9505.676,0.79999995
123,70,3,1055.6217,0.81666666
124,70,3,956.8099,0.8333333
125,70,3,9507.296,0.79999995
126,71,3,1055.6217,0.81666666
127,71,3,956.8099,0.8333333
128,71,3,9507.296,0.79999995
129,72,3,1055.6217,0.81666666
130,72,3,956.8099,0.8333333
131,72,3,9500.986,0.79999995
132,73,3,1055.6217,0.81666666
133,73,3,956.8099,0.8333333
134,73,3,9491.253,0.79999995
135,74,3,1055.6217,0.81666666
136,74,3,956.8099,0.8333333
137,74,3,9480.575,0.79999995
138,75,3,1055.6217,0.81666666
139,75,3,956.8099,0.8333333
140,75,3,9480.575,0.79999995
141,76,3,1055.6217,0.81666666
142,76,3,956.8099,0.8333333
143,76,3,9480.575,0.79999995
144,77,3,1055.6217,0.81666666
145,77,3,956.8099,0.8333333
146,77,3,9483.239,0.79999995
147,78,3,1055.6217,0.81666666
148,78,3,956.8099,0.8333333
149,78,3,9496.946,0.79999995
150,79,3,1055.6217,0.81666666
151,79,3,956.8099,0.8333333
152,79,3,9496.946,0.79999995
153,80,3,1055.6217,0.81666666
154,80,3,956.8099,0.8333333
155,80,3,9499.738,0.79999995
156,81,3,1055.6217,0.81666666
157,81,3,956.8099,0.8333333
158,81,3,9499.738,0.79999995
159,82,3,1055.6217,0.81666666
160,82,3,956.8099,0.8333333
161,82,3,9489.299,0.79999995
162,83,3,1055.6217,0.81666666
163,83,3,956.8099,0.8333333
164,83,3,9496.005,0.79999995
165,84,3,1055.6217,0.81666666
166,84,3,956.8099,0.8333333
167,84,3,9496.005,0.79999995
168,85,3,1055.6217,0.81666666
169,85,3,956.8099,0.8333333
170,85,3,9499.743,0.79999995
171,86,3,1055.6217,0.81666666
172,86,3,956.8099,0.8333333
173,86,3,9482.026,0.79999995
174,87,3,1055.6217,0.81666666
175,87,3,956.8099,0.8333333
176,87,3,9485.8955,0.79999995
177,88,3,1055.6217,0.81666666
178,88,3,956.8099,0.8333333
179,88,3,9497.733,0.79999995
180,89,3,1055.6217,0.81666666
181,89,3,956.8099,0.8333333
182,89,3,9497.733,0.79999995
183,90,3,1055.6217,0.81666666
184,90,3,956.8099,0.8333333
185,90,3,9504.217,0.79999995
186,91,3,1055.6217,0.81666666
187,91,3,956.8099,0.8333333
188,91,3,9504.217,0.79999995
189,92,3,1055.6217,0.81666666
190,92,3,956.8099,0.8333333
191,92,3,9473.881,0.79999995
192,93,3,1055.6217,0.81666666
193,93,3,956.8099,0.8333333
194,93,3,9505.472,0.79999995
195,94,3,1055.6217,0.81666666
196,94,3,956.8099,0.8333333
197,94,3,9505.472,0.79999995
198,95,3,1055.6217,0.81666666
199,95,3,956.8099,0.8333333
200,95,3,9505.472,0.79999995
201,96,3,1055.6217,0.81666666
202,96,3,956.8099,0.8333333
203,96,3,9489.839,0.79999995
204,97,3,1055.6217,0.81666666
205,97,3,956.8099,0.8333333
206,97,3,9504.4795,0.79999995
207,98,3,1055.6217,0.81666666
208,98,3,956.8099,0.8333333
209,98,3,9489.839,0.79999995
210,99,3,956.8099,0.8333333
211,99,3,9477.757,0.79999995
212,99,3,1064.8083,0.81666666
213,100,3,956.8099,0.8333333
214,100,3,1064.8083,0.81666666
215,100,3,9481.043,0.79999995
216,101,3,956.8099,0.8333333
217,101,3,1064.8083,0.81666666
218,101,3,9483.008,0.79999995
219,102,3,1055.6217,0.81666666
220,102,3,956.8099,0.8333333
221,102,3,9507.349,0.79999995
222,103,3,1055.6217,0.81666666
223,103,3,956.8099,0.8333333
224,103,3,9501.973,0.79999995
225,104,3,1055.6217,0.81666666
226,104,3,956.8099,0.8333333
227,104,3,9501.973,0.79999995
228,105,3,1055.6217,0.81666666
229,105,3,956.8099,0.8333333
230,105,3,9504.227,0.79999995
231,106,3,1055.6217,0.81666666
232,106,3,956.8099,0.8333333
233,106,3,9505.893,0.79999995
234,107,3,1055.6217,0.81666666
235,107,3,956.8099,0.8333333
236,107,3,9506.594,0.79999995
237,108,3,1055.6217,0.81666666
238,108,3,956.8099,0.8333333
239,108,3,9506.594,0.79999995
240,109,3,1055.6217,0.81666666
241,109,3,956.8099,0.8333333
242,109,3,9483.51,0.79999995
243,110,3,956.8099,0.8333333
244,110,3,1104.7275,0.81666666
245,110,3,9480.533,0.79999995
246,111,3,956.8099,0.8333333
247,111,3,1137.1831,0.81666666
248,111,3,9499.281,0.79999995
249,112,3,956.8099,0.8333333
250,112,3,1137.1831,0.81666666
251,112,3,9499.281,0.79999995
252,113,3,956.8099,0.8333333
253,113,3,9480.533,0.79999995
254,113,3,1137.1831,0.81666666
255,114,3,956.8099,0.8333333
256,114,3,1137.1831,0.81666666
257,114,3,9470.89,0.79999995
258,115,3,956.8099,0.8333333
259,115,3,1137.1831,0.81666666
260,115,3,9455.808,0.79999995
261,116,3,956.8099,0.8333333
262,116,3,1137.1831,0.81666666
263,116,3,9481.656,0.79999995
264,117,3,956.8099,0.8333333
265,117,3,1137.1831,0.81666666
266,117,3,9501.801,0.79999995
267,118,3,956.8099,0.8333333
268,118,3,1137.1831,0.81666666
269,118,3,9479.368,0.79999995
270,119,3,956.8099,0.8333333
271,119,3,1137.1831,0.81666666
272,119,3,9481.414,0.79999995
273,120,3,956.8099,0.8333333
274,120,3,9484.663,0.79999995
275,120,3,1169.2424,0.81666666
276,121,3,956.8099,0.8333333
277,121,3,1169.2424,0.81666666
278,121,3,9503.098,0.79999995
279,122,3,956.8099,0.8333333
280,122,3,1169.2424,0.81666666
281,122,3,9505.267,0.79999995
282,123,3,956.8099,0.8333333
283,123,3,1169.2424,0.81666666
284,123,3,9507.271,0.79999995
285,124,3,956.8099,0.8333333
286,124,3,1169.2424,0.81666666
287,124,3,9505.267,0.79999995
288,125,3,956.8099,0.8333333
289,125,3,1169.2424,0.81666666
290,125,3,9505.267,0.79999995
291,126,3,956.8099,0.8333333
292,126,3,1169.2424,0.81666666
293,126,3,9485.093,0.79999995
294,127,3,956.8099,0.8333333
295,127,3,1169.2424,0.81666666
296,127,3,9485.093,0.79999995
297,128,3,956.8099,0.8333333
298,128,3,1169.2424,0.81666666
299,128,3,9485.093,0.79999995
300,129,3,956.8099,0.8333333
301,129,3,1169.2424,0.81666666
302,129,3,9487.307,0.79999995
303,130,3,956.8099,0.8333333
304,130,3,1169.2424,0.81666666
305,130,3,9495.582,0.79999995
306,131,3,956.8099,0.8333333
307,131,3,1169.2424,0.81666666
308,131,3,9487.307,0.79999995
309,132,3,956.8099,0.8333333
310,132,3,1169.2424,0.81666666
311,132,3,9483.326,0.79999995
312,133,3,956.8099,0.8333333
313,133,3,1169.2424,0.81666666
314,133,3,9475.778,0.79999995
315,134,3,956.8099,0.8333333
316,134,3,1169.2424,0.81666666
317,134,3,9494.112,0.79999995
318,135,3,956.8099,0.8333333
319,135,3,1169.2424,0.81666666
320,135,3,9475.778,0.79999995
321,136,3,956.8099,0.8333333
322,136,3,1169.2424,0.81666666
323,136,3,9479.001,0.79999995
324,137,3,956.8099,0.8333333
325,137,3,1169.2424,0.81666666
326,137,3,9448.215,0.79999995
327,138,3,956.8099,0.8333333
328,138,3,1169.2424,0.81666666
329,138,3,9501.612,0.79999995
330,139,3,956.8099,0.8333333
331,139,3,1169.2424,0.81666666
332,139,3,9501.612,0.79999995
333,140,3,956.8099,0.8333333
334,140,3,1169.2424,0.81666666
335,140,3,9501.612,0.79999995
336,141,3,956.8099,0.8333333
337,141,3,1169.2424,0.81666666
338,141,3,9501.612,0.79999995
339,142,3,956.8099,0.8333333
340,142,3,1169.2424,0.81666666
341,142,3,9432.186,0.79999995
342,143,3,956.8099,0.8333333
343,143,3,1169.2424,0.81666666
344,143,3,9502.714,0.79999995
345,144,3,938.5197,0.8333333
