iteration,front_size,reward,simplicity,seed,environment,solver
0,4,20.849773,0.79999995,5,swimmer,lgp
0,4,-0.7900253,1.0,5,swimmer,lgp
0,4,2.4667346,0.93333334,5,swimmer,lgp
0,4,4.203186,0.8666667,5,swimmer,lgp
1,6,20.849773,0.79999995,5,swimmer,lgp
1,6,2.4667346,0.93333334,5,swimmer,lgp
1,6,4.203186,0.8666667,5,swimmer,lgp
1,6,26.826,0.5333333,5,swimmer,lgp
1,6,0.019460917,1.0,5,swimmer,lgp
1,6,22.49975,0.59999996,5,swimmer,lgp
2,6,20.849773,0.79999995,5,swimmer,lgp
2,6,2.4667346,0.93333334,5,swimmer,lgp
2,6,4.203186,0.8666667,5,swimmer,lgp
2,6,26.826,0.5333333,5,swimmer,lgp
2,6,0.019460917,1.0,5,swimmer,lgp
2,6,26.351828,0.59999996,5,swimmer,lgp
3,7,20.849773,0.79999995,5,swimmer,lgp
3,7,2.4667346,0.93333334,5,swimmer,lgp
3,7,26.826,0.5333333,5,swimmer,lgp
3,7,0.019460917,1.0,5,swimmer,lgp
3,7,26.351828,0.59999996,5,swimmer,lgp
3,7,23.548826,0.73333335,5,swimmer,lgp
3,7,4.7010655,0.8666667,5,swimmer,lgp
4,6,20.849773,0.79999995,5,swimmer,lgp
4,6,26.826,0.5333333,5,swimmer,lgp
4,6,0.019460917,1.0,5,swimmer,lgp
4,6,26.351828,0.59999996,5,swimmer,lgp
4,6,23.548826,0.73333335,5,swimmer,lgp
4,6,5.2795706,0.93333334,5,swimmer,lgp
5,7,20.849773,0.79999995,5,swimmer,lgp
5,7,26.826,0.5333333,5,swimmer,lgp
5,7,26.351828,0.59999996,5,swimmer,lgp
5,7,23.548826,0.73333335,5,swimmer,lgp
5,7,5.2795706,0.93333334,5,swimmer,lgp
5,7,0.7919952,1.0,5,swimmer,lgp
5,7,17.076899,0.8666667,5,swimmer,lgp
6,7,20.849773,0.79999995,5,swimmer,lgp
6,7,26.826,0.5333333,5,swimmer,lgp
6,7,26.351828,0.59999996,5,swimmer,lgp
6,7,23.548826,0.73333335,5,swimmer,lgp
6,7,5.2795706,0.93333334,5,swimmer,lgp
6,7,0.7919952,1.0,5,swimmer,lgp
6,7,17.076899,0.8666667,5,swimmer,lgp
7,7,20.849773,0.79999995,5,swimmer,lgp
7,7,26.826,0.5333333,5,swimmer,lgp
7,7,26.351828,0.59999996,5,swimmer,lgp
7,7,23.548826,0.73333335,5,swimmer,lgp
7,7,0.7919952,1.0,5,swimmer,lgp
7,7,17.076899,0.8666667,5,swimmer,lgp
7,7,7.6148553,0.93333334,5,swimmer,lgp
8,7,20.849773,0.79999995,5,swimmer,lgp
8,7,23.548826,0.73333335,5,swimmer,lgp
8,7,0.7919952,1.0,5,swimmer,lgp
8,7,7.6148553,0.93333334,5,swimmer,lgp
8,7,51.288822,0.59999996,5,swimmer,lgp
8,7,19.238287,0.8666667,5,swimmer,lgp
8,7,24.851856,0.6666666,5,swimmer,lgp
9,4,0.7919952,1.0,5,swimmer,lgp
9,4,51.288822,0.59999996,5,swimmer,lgp
9,4,27.644642,0.8666667,5,swimmer,lgp
9,4,10.828185,0.93333334,5,swimmer,lgp
10,5,0.7919952,1.0,5,swimmer,lgp
10,5,51.288822,0.59999996,5,swimmer,lgp
10,5,27.644642,0.8666667,5,swimmer,lgp
10,5,10.828185,0.93333334,5,swimmer,lgp
10,5,34.549328,0.79999995,5,swimmer,lgp
11,5,0.7919952,1.0,5,swimmer,lgp
11,5,51.288822,0.59999996,5,swimmer,lgp
11,5,27.644642,0.8666667,5,swimmer,lgp
11,5,10.828185,0.93333334,5,swimmer,lgp
11,5,34.549328,0.79999995,5,swimmer,lgp
12,5,0.7919952,1.0,5,swimmer,lgp
12,5,51.288822,0.59999996,5,swimmer,lgp
12,5,34.549328,0.79999995,5,swimmer,lgp
