,_step,training.run_id,training.fitness_3q,training.generation,training.fitness_mean,training.evaluation_time,training.fitness_1q,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.top_k_fit.top_1_fit,_runtime,_timestamp,training.fitness_std,training.fitness_median,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
194,194,0,56.436519622802734,194,511.5821838378906,2.015674114227295,1101.5684814453125,1188.666748046875,1169.358154296875,1169.6910400390625,413.0312433242798,1686917569.6435664,493.17181396484375,188.6197509765625,cgp,mu+lambda,hopper,5,19400,1188.666748046875,1169.6910400390625,1169.358154296875
195,195,0,59.51618194580078,195,607.1172485351562,2.0150949954986572,1124.07958984375,1187.721923828125,1175.335205078125,1181.410888671875,415.0617401599884,1686917571.6740632,497.9235534667969,770.3418579101562,cgp,mu+lambda,hopper,5,19500,1187.721923828125,1181.410888671875,1175.335205078125
196,196,0,58.806007385253906,196,496.7496643066406,2.015495777130127,1096.830078125,1206.3515625,1178.1859130859375,1205.862548828125,417.0929808616638,1686917573.705304,492.7566223144531,169.65081787109375,cgp,mu+lambda,hopper,5,19600,1206.3515625,1205.862548828125,1178.1859130859375
197,197,0,54.6571044921875,197,532.247314453125,2.015774726867676,1105.0576171875,1243.1068115234375,1222.9766845703125,1223.2864990234375,419.124338388443,1686917575.7366614,507.3365478515625,208.70156860351562,cgp,mu+lambda,hopper,5,19700,1243.1068115234375,1223.2864990234375,1222.9766845703125
198,198,0,60.52293395996094,198,463.8792724609375,2.0143184661865234,1080.5201416015625,1203.9517822265625,1178.782470703125,1198.3914794921875,421.1543447971344,1686917577.7666678,480.2405090332031,141.2006378173828,cgp,mu+lambda,hopper,5,19800,1203.9517822265625,1198.3914794921875,1178.782470703125
199,199,0,62.2164306640625,199,541.112548828125,2.0162880420684814,1110.15234375,1199.943359375,1187.7869873046875,1195.639892578125,423.1861720085144,1686917579.798495,490.1317138671875,275.3903503417969,cgp,mu+lambda,hopper,5,19900,1199.943359375,1195.639892578125,1187.7869873046875
200,200,0,84.84750366210938,200,598.6982421875,2.018167734146118,1079.0772705078125,1220.317626953125,1197.1146240234375,1203.2457275390625,425.2174913883209,1686917581.8298144,486.76025390625,520.3555297851562,cgp,mu+lambda,hopper,5,20000,1220.317626953125,1203.2457275390625,1197.1146240234375
201,201,0,69.14466094970703,201,468.55767822265625,2.0107696056365967,1110.7132568359375,1207.701416015625,1179.432861328125,1179.916015625,427.2432584762573,1686917583.8555815,489.5349426269531,167.73577880859375,cgp,mu+lambda,hopper,5,20100,1207.701416015625,1179.916015625,1179.432861328125
202,202,0,53.336116790771484,202,524.2021484375,2.01350736618042,1114.07373046875,1242.602294921875,1170.958740234375,1183.921142578125,429.27218794822693,1686917585.884511,496.1407775878906,237.84799194335938,cgp,mu+lambda,hopper,5,20200,1242.602294921875,1183.921142578125,1170.958740234375
203,203,0,51.744754791259766,203,501.8402099609375,2.016340494155884,1121.3900146484375,1197.1405029296875,1182.5087890625,1185.573974609375,431.3041841983795,1686917587.9165072,501.3179931640625,165.8314208984375,cgp,mu+lambda,hopper,5,20300,1197.1405029296875,1185.573974609375,1182.5087890625
204,204,0,79.27591705322266,204,603.4998168945312,2.0160412788391113,1112.168701171875,1195.3514404296875,1180.489990234375,1184.7430419921875,433.3358943462372,1686917589.9482174,498.81146240234375,718.7597045898438,cgp,mu+lambda,hopper,5,20400,1195.3514404296875,1184.7430419921875,1180.489990234375
205,205,0,53.00715255737305,205,479.8757019042969,2.0113401412963867,1105.8515625,1192.7340087890625,1168.267333984375,1174.8179931640625,435.3627088069916,1686917591.9750319,484.4477844238281,185.85009765625,cgp,mu+lambda,hopper,5,20500,1192.7340087890625,1174.8179931640625,1168.267333984375
206,206,0,47.236873626708984,206,470.2054138183594,2.0160248279571533,1096.177978515625,1224.050537109375,1184.6390380859375,1192.4127197265625,437.39492321014404,1686917594.0072463,498.0171813964844,144.401123046875,cgp,mu+lambda,hopper,5,20600,1224.050537109375,1192.4127197265625,1184.6390380859375
207,207,0,64.48046112060547,207,568.8533325195312,2.0163609981536865,1099.231689453125,1240.76123046875,1181.1700439453125,1199.88232421875,439.426735162735,1686917596.0390582,486.481689453125,417.89666748046875,cgp,mu+lambda,hopper,5,20700,1240.76123046875,1199.88232421875,1181.1700439453125
208,208,0,57.46857833862305,208,494.33905029296875,2.0112500190734863,1096.913330078125,1182.144775390625,1162.550048828125,1173.16845703125,441.4525339603424,1686917598.064857,488.80596923828125,210.70944213867188,cgp,mu+lambda,hopper,5,20800,1182.144775390625,1173.16845703125,1162.550048828125
209,209,0,52.33606719970703,209,535.0742797851562,2.01558518409729,1111.5009765625,1234.4190673828125,1208.4593505859375,1215.646484375,443.48457312583923,1686917600.0968962,500.5746765136719,257.56463623046875,cgp,mu+lambda,hopper,5,20900,1234.4190673828125,1215.646484375,1208.4593505859375
210,210,0,58.95038604736328,210,502.2903137207031,2.1274948120117188,1101.3331298828125,1209.8896484375,1178.496337890625,1206.9229736328125,445.6279020309448,1686917602.240225,491.4501647949219,193.85488891601562,cgp,mu+lambda,hopper,5,21000,1209.8896484375,1206.9229736328125,1178.496337890625
211,211,0,41.518157958984375,211,528.9089965820312,2.0837955474853516,1116.993408203125,1215.8839111328125,1180.3824462890625,1201.4637451171875,447.7272572517395,1686917604.3395803,511.0007629394531,200.19642639160156,cgp,mu+lambda,hopper,5,21100,1215.8839111328125,1201.4637451171875,1180.3824462890625
212,212,0,60.72452926635742,212,563.44287109375,2.032107353210449,1116.42626953125,1219.5,1198.63232421875,1203.4007568359375,449.7749376296997,1686917606.3872607,504.2543640136719,285.43267822265625,cgp,mu+lambda,hopper,5,21200,1219.5,1203.4007568359375,1198.63232421875
213,213,0,60.158538818359375,213,608.5482177734375,2.0351953506469727,1135.71337890625,1207.740478515625,1202.486328125,1203.77734375,451.82624769210815,1686917608.4385707,513.2122192382812,896.1531982421875,cgp,mu+lambda,hopper,5,21300,1207.740478515625,1203.77734375,1202.486328125
214,214,0,87.7630615234375,214,613.7218017578125,2.032197952270508,1109.7252197265625,1214.402099609375,1207.686279296875,1208.7822265625,453.8730194568634,1686917610.4853425,485.8345947265625,760.9915771484375,cgp,mu+lambda,hopper,5,21400,1214.402099609375,1208.7822265625,1207.686279296875
215,215,0,62.488380432128906,215,592.0243530273438,2.0367910861968994,1119.925048828125,1207.9093017578125,1182.622802734375,1191.521240234375,455.92559838294983,1686917612.5379214,510.67974853515625,661.7479248046875,cgp,mu+lambda,hopper,5,21500,1207.9093017578125,1191.521240234375,1182.622802734375
216,216,0,58.20445251464844,216,560.8880615234375,2.0496933460235596,1109.6219482421875,1209.0655517578125,1175.0897216796875,1191.7071533203125,457.99091053009033,1686917614.6032336,503.5886535644531,267.622314453125,cgp,mu+lambda,hopper,5,21600,1209.0655517578125,1191.7071533203125,1175.0897216796875
217,217,0,90.84490203857422,217,573.6666259765625,2.054250717163086,1096.273681640625,1221.654296875,1181.146240234375,1218.179443359375,460.06149768829346,1686917616.6738207,488.4900207519531,281.447509765625,cgp,mu+lambda,hopper,5,21700,1221.654296875,1218.179443359375,1181.146240234375
218,218,0,76.78673553466797,218,591.8184814453125,2.049785852432251,1125.5257568359375,1234.445068359375,1205.827880859375,1206.9501953125,462.1271674633026,1686917618.7394905,500.382080078125,524.97998046875,cgp,mu+lambda,hopper,5,21800,1234.445068359375,1206.9501953125,1205.827880859375
219,219,0,47.882266998291016,219,490.6555480957031,2.0553719997406006,1102.1907958984375,1208.0513916015625,1176.656005859375,1182.85498046875,464.1980628967285,1686917620.810386,501.346923828125,177.422119140625,cgp,mu+lambda,hopper,5,21900,1208.0513916015625,1182.85498046875,1176.656005859375
220,220,0,56.928062438964844,220,525.3882446289062,2.0501325130462646,1121.6363525390625,1243.210205078125,1218.49853515625,1219.9686279296875,466.2641258239746,1686917622.8764489,501.76287841796875,181.9365692138672,cgp,mu+lambda,hopper,5,22000,1243.210205078125,1219.9686279296875,1218.49853515625
221,221,0,68.09110260009766,221,511.62054443359375,2.04667067527771,1073.6556396484375,1181.9119873046875,1171.850341796875,1176.599853515625,468.32518124580383,1686917624.9375043,479.138427734375,234.93798828125,cgp,mu+lambda,hopper,5,22100,1181.9119873046875,1176.599853515625,1171.850341796875
222,222,0,52.29077911376953,222,507.38311767578125,2.0532143115997314,1095.529052734375,1185.5760498046875,1172.7303466796875,1174.1654052734375,470.39392161369324,1686917627.0062447,491.2876281738281,193.37078857421875,cgp,mu+lambda,hopper,5,22200,1185.5760498046875,1174.1654052734375,1172.7303466796875
223,223,0,51.0045166015625,223,492.3827209472656,2.046121120452881,1096.07861328125,1218.1365966796875,1180.53759765625,1183.6190185546875,472.4559361934662,1686917629.0682592,500.837158203125,136.07196044921875,cgp,mu+lambda,hopper,5,22300,1218.1365966796875,1183.6190185546875,1180.53759765625
224,224,0,57.376502990722656,224,503.0779113769531,2.095686197280884,1121.6446533203125,1221.5,1202.8857421875,1203.00244140625,474.56751823425293,1686917631.1798413,510.85858154296875,161.55978393554688,cgp,mu+lambda,hopper,5,22400,1221.5,1203.00244140625,1202.8857421875
225,225,0,61.02545166015625,225,544.1021118164062,2.0217692852020264,1117.383544921875,1210.7322998046875,1192.7215576171875,1193.4779052734375,476.60411405563354,1686917633.216437,505.6753234863281,212.88333129882812,cgp,mu+lambda,hopper,5,22500,1210.7322998046875,1193.4779052734375,1192.7215576171875
226,226,0,61.60136032104492,226,538.5030517578125,2.002143144607544,1096.9715576171875,1234.4075927734375,1177.9075927734375,1182.206787109375,478.62185978889465,1686917635.2341828,506.73358154296875,263.3744201660156,cgp,mu+lambda,hopper,5,22600,1234.4075927734375,1182.206787109375,1177.9075927734375
227,227,0,68.18629455566406,227,514.9677734375,2.0131330490112305,1120.68359375,1232.33837890625,1188.25244140625,1219.0552978515625,480.6504645347595,1686917637.2627876,494.2100830078125,202.21340942382812,cgp,mu+lambda,hopper,5,22700,1232.33837890625,1219.0552978515625,1188.25244140625
228,228,0,59.05837631225586,228,511.3890380859375,2.0257513523101807,1122.322265625,1222.544189453125,1181.5408935546875,1200.31494140625,482.6900415420532,1686917639.3023646,497.15869140625,232.66912841796875,cgp,mu+lambda,hopper,5,22800,1222.544189453125,1200.31494140625,1181.5408935546875
229,229,0,97.63410949707031,229,614.7315673828125,1.9614399671554565,1108.39599609375,1203.016357421875,1175.115966796875,1175.651123046875,484.6659212112427,1686917641.2782443,490.0497741699219,816.5797119140625,cgp,mu+lambda,hopper,5,22900,1203.016357421875,1175.651123046875,1175.115966796875
230,230,0,63.5072021484375,230,519.5320434570312,1.9621862173080444,1116.1441650390625,1228.822509765625,1182.984130859375,1214.8802490234375,486.6424558162689,1686917643.2547789,492.05511474609375,209.3651123046875,cgp,mu+lambda,hopper,5,23000,1228.822509765625,1214.8802490234375,1182.984130859375
231,231,0,59.18195343017578,231,536.0390625,2.0137083530426025,1118.4775390625,1219.6793212890625,1198.683349609375,1206.7532958984375,488.67135763168335,1686917645.2836807,501.90972900390625,209.8411865234375,cgp,mu+lambda,hopper,5,23100,1219.6793212890625,1206.7532958984375,1198.683349609375
232,232,0,54.1174201965332,232,554.6339111328125,2.02537202835083,1126.4951171875,1201.697509765625,1190.1021728515625,1194.5081787109375,490.7119369506836,1686917647.32426,499.5541687011719,280.4674072265625,cgp,mu+lambda,hopper,5,23200,1201.697509765625,1194.5081787109375,1190.1021728515625
233,233,0,65.20021057128906,233,538.959716796875,2.0221686363220215,1113.9061279296875,1205.827880859375,1188.127197265625,1192.669189453125,492.7497651576996,1686917649.3620882,502.81884765625,197.95855712890625,cgp,mu+lambda,hopper,5,23300,1205.827880859375,1192.669189453125,1188.127197265625
234,234,0,57.675392150878906,234,-1487.2252197265625,2.0199639797210693,1120.55615234375,1217.5595703125,1197.728759765625,1214.7838134765625,494.7847955226898,1686917651.3971186,14081.96875,183.48768615722656,cgp,mu+lambda,hopper,5,23400,1217.5595703125,1214.7838134765625,1197.728759765625
235,235,0,58.25941467285156,235,478.5767517089844,2.0201799869537354,1120.71142578125,1192.7784423828125,1189.072509765625,1191.4853515625,496.8208980560303,1686917653.433221,506.7751159667969,154.63388061523438,cgp,mu+lambda,hopper,5,23500,1192.7784423828125,1191.4853515625,1189.072509765625
236,236,0,72.19624328613281,236,568.4127807617188,2.0241341590881348,1113.8338623046875,1238.195556640625,1218.4141845703125,1227.3106689453125,498.8586959838867,1686917655.471019,492.7836608886719,405.4998474121094,cgp,mu+lambda,hopper,5,23600,1238.195556640625,1227.3106689453125,1218.4141845703125
237,237,0,61.44719696044922,237,481.6594543457031,2.0265562534332275,1068.3485107421875,1220.21240234375,1208.4566650390625,1212.6712646484375,500.9009256362915,1686917657.5132487,482.79803466796875,208.28103637695312,cgp,mu+lambda,hopper,5,23700,1220.21240234375,1212.6712646484375,1208.4566650390625
238,238,0,58.4749641418457,238,462.9625549316406,2.02290940284729,1104.87255859375,1269.029541015625,1212.6435546875,1213.138427734375,502.93900418281555,1686917659.5513272,494.1539001464844,143.20407104492188,cgp,mu+lambda,hopper,5,23800,1269.029541015625,1213.138427734375,1212.6435546875
239,239,0,51.66446304321289,239,488.06866455078125,2.025466203689575,1119.349853515625,1232.95654296875,1191.3046875,1192.1766357421875,504.9793131351471,1686917661.5916362,498.3381652832031,140.35302734375,cgp,mu+lambda,hopper,5,23900,1232.95654296875,1192.1766357421875,1191.3046875
240,240,0,52.02008056640625,240,483.91436767578125,2.0210795402526855,1115.5263671875,1238.4947509765625,1200.6011962890625,1224.8782958984375,507.0289816856384,1686917663.6413047,501.4828796386719,147.68667602539062,cgp,mu+lambda,hopper,5,24000,1238.4947509765625,1224.8782958984375,1200.6011962890625
241,241,0,66.4103775024414,241,536.7238159179688,2.025129556655884,1129.5576171875,1265.044189453125,1199.7738037109375,1217.5396728515625,509.0775716304779,1686917665.6898947,501.30902099609375,197.41261291503906,cgp,mu+lambda,hopper,5,24100,1265.044189453125,1217.5396728515625,1199.7738037109375
242,242,0,52.397891998291016,242,476.2584533691406,2.0242722034454346,1061.664794921875,1215.013427734375,1211.406494140625,1212.897216796875,511.12586998939514,1686917667.738193,489.4267578125,165.53921508789062,cgp,mu+lambda,hopper,5,24200,1215.013427734375,1212.897216796875,1211.406494140625
243,243,0,60.50807571411133,243,494.1326599121094,2.0316364765167236,1130.038330078125,1224.6832275390625,1197.02294921875,1198.732421875,513.1803443431854,1686917669.7926674,514.1934814453125,199.9165802001953,cgp,mu+lambda,hopper,5,24300,1224.6832275390625,1198.732421875,1197.02294921875
244,244,0,56.71870422363281,244,-547.0145263671875,2.027862310409546,1083.2193603515625,1242.0721435546875,1217.4647216796875,1218.9549560546875,515.2318041324615,1686917671.8441272,10006.9931640625,162.76248168945312,cgp,mu+lambda,hopper,5,24400,1242.0721435546875,1218.9549560546875,1217.4647216796875
245,245,0,70.58436584472656,245,489.35943603515625,2.026061534881592,1104.146240234375,1209.36279296875,1196.8153076171875,1201.013671875,517.271799325943,1686917673.8841224,518.8033447265625,198.3846893310547,cgp,mu+lambda,hopper,5,24500,1209.36279296875,1201.013671875,1196.8153076171875
246,246,0,62.55244064331055,246,539.5143432617188,2.0196373462677,1136.19091796875,1231.8143310546875,1190.997314453125,1216.804443359375,519.3060488700867,1686917675.918372,510.34368896484375,259.3065185546875,cgp,mu+lambda,hopper,5,24600,1231.8143310546875,1216.804443359375,1190.997314453125
247,247,0,59.07923126220703,247,594.754150390625,2.022172212600708,1141.3507080078125,1253.523681640625,1220.59814453125,1234.7890625,521.3430562019348,1686917677.9553792,522.4005737304688,665.857421875,cgp,mu+lambda,hopper,5,24700,1253.523681640625,1234.7890625,1220.59814453125
248,248,0,65.68952941894531,248,-423.6656188964844,2.023261785507202,1113.7574462890625,1242.7774658203125,1193.628173828125,1205.2615966796875,523.3814353942871,1686917679.9937584,10019.9736328125,444.90435791015625,cgp,mu+lambda,hopper,5,24800,1242.7774658203125,1205.2615966796875,1193.628173828125
249,249,0,62.699989318847656,249,535.4091796875,2.020125150680542,1128.250732421875,1234.7796630859375,1226.5123291015625,1232.97705078125,525.4159216880798,1686917682.0282447,499.6700744628906,212.128173828125,cgp,mu+lambda,hopper,5,24900,1234.7796630859375,1232.97705078125,1226.5123291015625
250,250,0,51.88616180419922,250,363.96185302734375,2.0303397178649902,738.67431640625,1236.9761962890625,1197.6959228515625,1201.0682373046875,527.4610826969147,1686917684.0734057,459.5165100097656,115.61216735839844,cgp,mu+lambda,hopper,5,25000,1236.9761962890625,1201.0682373046875,1197.6959228515625
251,251,0,57.194480895996094,251,439.1891784667969,2.0255703926086426,1079.1278076171875,1226.85693359375,1204.4110107421875,1207.806884765625,529.5017321109772,1686917686.1140552,492.7783203125,137.3350830078125,cgp,mu+lambda,hopper,5,25100,1226.85693359375,1207.806884765625,1204.4110107421875
252,252,0,59.36899185180664,252,511.4695129394531,2.022883415222168,1103.967529296875,1224.0404052734375,1215.6693115234375,1215.7030029296875,531.5389761924744,1686917688.1512992,499.07586669921875,179.030029296875,cgp,mu+lambda,hopper,5,25200,1224.0404052734375,1215.7030029296875,1215.6693115234375
253,253,0,52.61958312988281,253,480.6070861816406,2.0252625942230225,1073.1904296875,1244.55517578125,1200.1861572265625,1211.0494384765625,533.5780694484711,1686917690.1903925,495.7198486328125,179.26095581054688,cgp,mu+lambda,hopper,5,25300,1244.55517578125,1211.0494384765625,1200.1861572265625
254,254,0,57.853214263916016,254,474.3866271972656,2.0245020389556885,1052.66552734375,1251.86279296875,1218.27783203125,1239.6072998046875,535.6175258159637,1686917692.2298489,484.9744567871094,208.46376037597656,cgp,mu+lambda,hopper,5,25400,1251.86279296875,1239.6072998046875,1218.27783203125
255,255,0,56.930877685546875,255,514.9771118164062,2.0220558643341064,1095.541259765625,1258.369873046875,1207.5489501953125,1217.063720703125,537.6548018455505,1686917694.267125,496.04132080078125,219.91030883789062,cgp,mu+lambda,hopper,5,25500,1258.369873046875,1217.063720703125,1207.5489501953125
256,256,0,59.36174774169922,256,518.7935791015625,2.0280990600585938,1093.98388671875,1216.20703125,1198.052978515625,1211.528564453125,539.6975331306458,1686917696.3098562,495.09039306640625,214.60586547851562,cgp,mu+lambda,hopper,5,25600,1216.20703125,1211.528564453125,1198.052978515625
257,257,0,53.72753143310547,257,527.9490356445312,2.02276349067688,1086.41455078125,1212.9678955078125,1198.869384765625,1209.234619140625,541.7351686954498,1686917698.3474917,500.6354064941406,228.94668579101562,cgp,mu+lambda,hopper,5,25700,1212.9678955078125,1209.234619140625,1198.869384765625
258,258,0,58.35243225097656,258,470.2679443359375,2.0259323120117188,1063.8046875,1230.5345458984375,1206.367431640625,1212.878173828125,543.7746779918671,1686917700.387001,483.0906066894531,180.63314819335938,cgp,mu+lambda,hopper,5,25800,1230.5345458984375,1212.878173828125,1206.367431640625
259,259,0,96.80245971679688,259,-445.6664733886719,2.021496534347534,1108.904296875,1243.6851806640625,1217.0303955078125,1232.5369873046875,545.8104531764984,1686917702.4227762,10017.263671875,287.1220703125,cgp,mu+lambda,hopper,5,25900,1243.6851806640625,1232.5369873046875,1217.0303955078125
260,260,0,64.40543365478516,260,498.0096130371094,2.022653818130493,1059.845947265625,1217.5657958984375,1203.3095703125,1205.3248291015625,547.8481678962708,1686917704.460491,490.4534912109375,190.6306610107422,cgp,mu+lambda,hopper,5,26000,1217.5657958984375,1205.3248291015625,1203.3095703125
261,261,0,71.07849884033203,261,536.0404663085938,2.0225484371185303,1097.010986328125,1246.04638671875,1209.7587890625,1221.8685302734375,549.8853611946106,1686917706.4976842,491.8770446777344,230.88519287109375,cgp,mu+lambda,hopper,5,26100,1246.04638671875,1221.8685302734375,1209.7587890625
262,262,0,62.549293518066406,262,529.3255615234375,2.0243680477142334,1111.6717529296875,1191.583740234375,1183.4547119140625,1184.1378173828125,551.9236934185028,1686917708.5360165,511.4934387207031,174.81826782226562,cgp,mu+lambda,hopper,5,26200,1191.583740234375,1184.1378173828125,1183.4547119140625
263,263,0,73.25416564941406,263,525.3978271484375,2.0252699851989746,1080.634521484375,1217.0006103515625,1201.1005859375,1205.7078857421875,553.9631025791168,1686917710.5754256,486.76153564453125,220.97537231445312,cgp,mu+lambda,hopper,5,26300,1217.0006103515625,1205.7078857421875,1201.1005859375
264,264,0,60.36134338378906,264,524.696044921875,2.0227627754211426,1137.7335205078125,1228.6376953125,1204.51171875,1210.9217529296875,556.0002388954163,1686917712.612562,502.7558288574219,202.766845703125,cgp,mu+lambda,hopper,5,26400,1228.6376953125,1210.9217529296875,1204.51171875
265,265,0,68.01904296875,265,491.99725341796875,2.023425340652466,1012.3656616210938,1225.8221435546875,1216.302978515625,1221.61669921875,558.0369362831116,1686917714.6492593,483.5098571777344,225.5659637451172,cgp,mu+lambda,hopper,5,26500,1225.8221435546875,1221.61669921875,1216.302978515625
266,266,0,53.4088134765625,266,471.3841247558594,2.0224008560180664,1111.7265625,1234.61767578125,1213.3770751953125,1226.0367431640625,560.0730721950531,1686917716.6853952,495.87823486328125,170.68186950683594,cgp,mu+lambda,hopper,5,26600,1234.61767578125,1226.0367431640625,1213.3770751953125
267,267,0,65.50680541992188,267,560.4735107421875,2.023991584777832,1130.18310546875,1220.5396728515625,1202.513427734375,1211.111572265625,562.1132709980011,1686917718.725594,503.346435546875,276.7489013671875,cgp,mu+lambda,hopper,5,26700,1220.5396728515625,1211.111572265625,1202.513427734375
268,268,0,63.51642608642578,268,509.35577392578125,2.0210437774658203,1130.0185546875,1229.6314697265625,1201.342041015625,1201.40966796875,564.149204492569,1686917720.7615275,496.4786071777344,208.77859497070312,cgp,mu+lambda,hopper,5,26800,1229.6314697265625,1201.40966796875,1201.342041015625
269,269,0,67.20230102539062,269,498.4138488769531,2.0209944248199463,1107.8394775390625,1270.033447265625,1192.143310546875,1192.148681640625,566.1840105056763,1686917722.7963336,489.7040100097656,215.66085815429688,cgp,mu+lambda,hopper,5,26900,1270.033447265625,1192.148681640625,1192.143310546875
270,270,0,74.48593139648438,270,514.6112670898438,2.0217761993408203,1108.883544921875,1305.556640625,1207.4066162109375,1210.995849609375,568.2206161022186,1686917724.8329391,491.4926452636719,199.86221313476562,cgp,mu+lambda,hopper,5,27000,1305.556640625,1210.995849609375,1207.4066162109375
271,271,0,60.960723876953125,271,472.8782958984375,2.0239410400390625,1086.2073974609375,1215.8310546875,1201.478759765625,1212.2347412109375,570.2590415477753,1686917726.8713646,492.3587951660156,162.90406799316406,cgp,mu+lambda,hopper,5,27100,1215.8310546875,1212.2347412109375,1201.478759765625
272,272,0,53.102108001708984,272,456.064208984375,2.0239813327789307,1106.808837890625,1220.6412353515625,1200.7755126953125,1210.305419921875,572.2985172271729,1686917728.9108403,502.8337097167969,126.95127868652344,cgp,mu+lambda,hopper,5,27200,1220.6412353515625,1210.305419921875,1200.7755126953125
273,273,0,54.13348388671875,273,499.0660095214844,2.0200958251953125,1097.331787109375,1209.6728515625,1191.5003662109375,1194.3223876953125,574.3320076465607,1686917730.9443307,495.9225158691406,231.29501342773438,cgp,mu+lambda,hopper,5,27300,1209.6728515625,1194.3223876953125,1191.5003662109375
274,274,0,58.1904296875,274,465.0911865234375,2.0252413749694824,1117.1893310546875,1204.974853515625,1194.2679443359375,1197.023681640625,576.3705911636353,1686917732.9829142,495.2235412597656,142.6820068359375,cgp,mu+lambda,hopper,5,27400,1204.974853515625,1197.023681640625,1194.2679443359375
275,275,0,59.62457275390625,275,470.79400634765625,2.027839422225952,1002.4779663085938,1255.8038330078125,1208.8333740234375,1223.9217529296875,578.4135301113129,1686917735.0258532,485.6629333496094,161.26605224609375,cgp,mu+lambda,hopper,5,27500,1255.8038330078125,1223.9217529296875,1208.8333740234375
276,276,0,59.67381286621094,276,510.8760681152344,2.0243053436279297,1073.8955078125,1248.82666015625,1232.2984619140625,1240.16162109375,580.4522356987,1686917737.0645587,495.9969787597656,196.19671630859375,cgp,mu+lambda,hopper,5,27600,1248.82666015625,1240.16162109375,1232.2984619140625
277,277,0,58.891639709472656,277,-559.2944946289062,2.0239791870117188,1003.7565307617188,1211.853759765625,1208.14990234375,1210.81787109375,582.4907538890839,1686917739.103077,10005.232421875,182.0948486328125,cgp,mu+lambda,hopper,5,27700,1211.853759765625,1210.81787109375,1208.14990234375
278,278,0,54.829280853271484,278,469.3165588378906,2.0273537635803223,1058.214599609375,1239.246337890625,1211.360107421875,1230.0311279296875,584.5327217578888,1686917741.1450448,495.88299560546875,151.7081756591797,cgp,mu+lambda,hopper,5,27800,1239.246337890625,1230.0311279296875,1211.360107421875
279,279,0,88.17790222167969,279,581.3360595703125,2.025887966156006,1135.1624755859375,1246.9495849609375,1210.4459228515625,1227.498046875,586.5728483200073,1686917743.1851714,494.86260986328125,373.1787109375,cgp,mu+lambda,hopper,5,27900,1246.9495849609375,1227.498046875,1210.4459228515625
280,280,0,80.43538665771484,280,498.3772277832031,2.0226149559020996,1103.5003662109375,1267.989990234375,1216.45703125,1242.2308349609375,588.6093504428864,1686917745.2216735,486.0599670410156,203.0836944580078,cgp,mu+lambda,hopper,5,28000,1267.989990234375,1242.2308349609375,1216.45703125
281,281,0,67.82814025878906,281,-1458.75732421875,2.0278334617614746,1072.2391357421875,1237.08837890625,1197.0455322265625,1204.439208984375,590.652224779129,1686917747.2645478,14085.8251953125,240.74908447265625,cgp,mu+lambda,hopper,5,28100,1237.08837890625,1204.439208984375,1197.0455322265625
282,282,0,59.69650650024414,282,489.0438232421875,2.0345680713653564,1126.435791015625,1238.756103515625,1219.93310546875,1226.595458984375,592.702832698822,1686917749.3151557,500.34881591796875,181.18408203125,cgp,mu+lambda,hopper,5,28200,1238.756103515625,1226.595458984375,1219.93310546875
283,283,0,51.0286750793457,283,-520.9179077148438,2.037203073501587,1102.6322021484375,1228.457763671875,1213.5333251953125,1216.0618896484375,594.7565903663635,1686917751.3689134,10009.962890625,195.22796630859375,cgp,mu+lambda,hopper,5,28300,1228.457763671875,1216.0618896484375,1213.5333251953125
284,284,0,51.664459228515625,284,496.5669860839844,2.033714532852173,1095.8944091796875,1215.923828125,1207.8377685546875,1212.041015625,596.8066289424896,1686917753.418952,500.7682189941406,161.24212646484375,cgp,mu+lambda,hopper,5,28400,1215.923828125,1212.041015625,1207.8377685546875
285,285,0,48.556968688964844,285,492.0377502441406,2.036712646484375,1120.985595703125,1256.3212890625,1211.9827880859375,1212.02294921875,598.8597688674927,1686917755.472092,515.160400390625,140.4613037109375,cgp,mu+lambda,hopper,5,28500,1256.3212890625,1212.02294921875,1211.9827880859375
286,286,0,51.19832992553711,286,497.3539733886719,2.0356600284576416,1087.6024169921875,1247.0345458984375,1203.30615234375,1205.828369140625,600.911393404007,1686917757.5237164,500.004638671875,164.22024536132812,cgp,mu+lambda,hopper,5,28600,1247.0345458984375,1205.828369140625,1203.30615234375
287,287,0,75.99544525146484,287,536.3972778320312,2.0346624851226807,1068.3035888671875,1236.369384765625,1203.3994140625,1207.2728271484375,602.9605498313904,1686917759.5728729,496.9775695800781,197.55844116210938,cgp,mu+lambda,hopper,5,28700,1236.369384765625,1207.2728271484375,1203.3994140625
288,288,0,81.32667541503906,288,573.57763671875,2.031390905380249,1133.47021484375,1237.1199951171875,1226.72021484375,1232.621826171875,605.0079140663147,1686917761.620237,499.27838134765625,286.9403076171875,cgp,mu+lambda,hopper,5,28800,1237.1199951171875,1232.621826171875,1226.72021484375
289,289,0,69.04773712158203,289,555.77734375,2.0309700965881348,1135.05322265625,1215.970458984375,1206.8941650390625,1214.32958984375,607.0552349090576,1686917763.667558,498.2897644042969,259.1604919433594,cgp,mu+lambda,hopper,5,28900,1215.970458984375,1214.32958984375,1206.8941650390625
