,_runtime,training.fitness_3q,training.generation,training.top_k_reward.top_1_reward,training.fitness_median,training.top_k_fit.top_0_fit,training.run_id,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,_timestamp,training.fitness_1q,training.fitness_std,training.fitness_mean,training.evaluation_time,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,solver,ea,environment,seed,training.evaluation
0,22.442776679992676,0.5473084449768066,0,98.7397689819336,0.5606652498245239,0.6764564514160156,0,0.6557134985923767,0.6499186754226685,0,1687332071.2225838,0.5751707553863525,0.028943702578544617,0.5676476359367371,17.11093521118164,179.49586486816406,91.57567596435547,cgp,mu+lambda-novelty,hopper,0,0
1,24.799180269241333,0.7093096971511841,1,233.87229919433594,0.7170774936676025,0.7855930924415588,0,0.7821836471557617,0.7609177827835083,1,1687332073.5789874,0.7273938059806824,0.018198154866695404,0.7193551659584045,2.0751068592071533,556.1563720703125,-18.568758010864258,cgp,mu+lambda-novelty,hopper,0,100
2,26.922884941101074,0.5396186709403992,2,204.03561401367188,0.5609910488128662,0.7801013588905334,0,0.7381224036216736,0.7204073071479797,2,1687332075.702692,0.610085129737854,0.05169486626982689,0.5761076211929321,2.0821549892425537,473.6430969238281,699.8421630859375,cgp,mu+lambda-novelty,hopper,0,200
3,29.143167734146118,0.46043628454208374,3,513.5294189453125,0.4838733673095703,0.6770088076591492,0,0.6715423464775085,0.6301637887954712,3,1687332077.9229748,0.5414884090423584,0.06047631800174713,0.5012457966804504,2.178396463394165,417.86859130859375,273.3974914550781,cgp,mu+lambda-novelty,hopper,0,300
4,31.287029027938843,0.271495521068573,4,303.9386291503906,0.33385688066482544,0.8584100008010864,0,0.8561644554138184,0.8447502851486206,4,1687332080.066836,0.42651310563087463,0.13246725499629974,0.3668060302734375,2.100053071975708,462.60272216796875,375.56829833984375,cgp,mu+lambda-novelty,hopper,0,400
5,33.406174421310425,0.3541366159915924,5,1002.4561767578125,0.43446749448776245,0.9125261306762695,0,0.9105318188667297,0.9066323637962341,5,1687332082.1859815,0.5758911967277527,0.13572704792022705,0.4670118987560272,2.0750484466552734,961.989013671875,1027.2587890625,cgp,mu+lambda-novelty,hopper,0,500
6,35.53708291053772,0.2772689461708069,6,1009.4505004882812,0.3505634665489197,0.8820816278457642,0,0.8779726028442383,0.8759185671806335,6,1687332084.31689,0.5278550982475281,0.16581960022449493,0.4146249294281006,2.0902254581451416,564.00244140625,999.3719482421875,cgp,mu+lambda-novelty,hopper,0,600
7,38.31593298912048,0.8893470764160156,7,522.1304931640625,0.8908439874649048,0.8962445855140686,0,0.8962062001228333,0.8961713910102844,7,1687332087.09574,0.8927923440933228,0.08870808035135269,0.8822430968284607,2.521959066390991,494.70623779296875,554.3433227539062,cgp,mu+lambda-novelty,hopper,0,700
8,40.45250725746155,0.293001264333725,8,1006.3276977539062,0.32436403632164,0.528337299823761,0,0.5276458263397217,0.5272051095962524,8,1687332089.2323143,0.40784764289855957,0.0828273668885231,0.3583013117313385,2.0972325801849365,1010.5420532226562,1009.000244140625,cgp,mu+lambda-novelty,hopper,0,800
9,43.14403772354126,0.9427292943000793,9,1002.1735229492188,0.9445120096206665,0.9558337330818176,0,0.9500715732574463,0.9498630166053772,9,1687332091.9238448,0.9496803879737854,0.003685805480927229,0.9455556869506836,2.455044746398926,1003.3185424804688,955.5464477539062,cgp,mu+lambda-novelty,hopper,0,900
