,training.evaluation_time,training.fitness_1q,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.fitness_mean,training.run_id,training.generation,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,_runtime,_timestamp,training.fitness_3q,training.fitness_std,training.fitness_median,training.top_k_reward.top_1_reward,_step,solver,ea,environment,seed,training.evaluation
0,16.38189697265625,3.320075035095215,15.036641120910645,14.804727554321289,3.484614372253418,0,0,23.792381286621094,-166.9288330078125,64.96633911132812,21.008678436279297,1687338641.9232845,1.2621612548828125,4.117096424102783,1.6892027854919434,27.261430740356445,0,cgp,mu+lambda-distance,hopper,0,0
1,2.1030192375183105,8.196388244628906,23.08104133605957,20.732812881469727,5.560357570648193,0,1,24.652767181396484,270.8694763183594,35.142860412597656,23.37811827659607,1687338644.2927244,1.589089274406433,5.248566627502441,3.6680469512939453,120.67671203613281,1,cgp,mu+lambda-distance,hopper,0,100
2,2.0982847213745117,11.436311721801758,28.802112579345703,28.309825897216797,8.563814163208008,0,2,50.986427307128906,270.5010986328125,-75.87760162353516,25.494699954986572,1687338646.409306,2.103365421295166,8.32740306854248,6.6067280769348145,49.21553039550781,2,cgp,mu+lambda-distance,hopper,0,200
3,2.096308708190918,13.592142105102539,35.14019775390625,34.393856048583984,9.482646942138672,0,3,53.21876525878906,-94.90042877197266,-55.76494598388672,27.608433485031128,1687338648.5230396,2.687791347503662,9.011713981628418,7.182757377624512,102.15936279296875,3,cgp,mu+lambda-distance,hopper,0,300
4,2.0992348194122314,12.35621166229248,27.891273498535156,25.8582763671875,9.456000328063965,0,4,92.1476058959961,69.69810485839844,23.53141212463379,29.72494077682495,1687338650.6395469,3.5379698276519775,10.67370891571045,6.657896041870117,-45.676273345947266,4,cgp,mu+lambda-distance,hopper,0,400
5,2.096282720565796,16.308168411254883,37.49272918701172,34.59104537963867,11.323823928833008,0,5,37.981414794921875,-43.74309158325195,-420.0385437011719,31.844416856765747,1687338652.759023,3.722602605819702,9.526991844177246,8.786523818969727,160.16627502441406,5,cgp,mu+lambda-distance,hopper,0,500
6,2.1345672607421875,14.941056251525879,45.207115173339844,43.64632034301758,11.274370193481445,0,6,51.838775634765625,62.24208068847656,495.86004638671875,34.00536131858826,1687338654.9199674,3.8594884872436523,10.948351860046387,7.7976975440979,27.402328491210938,6,cgp,mu+lambda-distance,hopper,0,600
7,2.1376841068267822,18.305644989013672,43.701683044433594,38.27587127685547,12.018324851989746,0,7,48.68645477294922,225.65371704101562,77.19290924072266,36.168665647506714,1687338657.0832717,3.2572317123413086,10.537613868713379,8.410945892333984,2.4560837745666504,7,cgp,mu+lambda-distance,hopper,0,700
8,2.1377477645874023,21.31863021850586,46.16268539428711,42.64392852783203,13.636615753173828,0,8,46.72554016113281,139.64755249023438,-402.2106628417969,38.32507133483887,1687338659.2396774,2.8425793647766113,11.939261436462402,10.262542724609375,-148.07421875,8,cgp,mu+lambda-distance,hopper,0,800
9,2.1387457847595215,23.633527755737305,150.42251586914062,139.5540771484375,21.50863265991211,0,9,170.0001220703125,180.4181365966797,-2841.550537109375,40.48084807395935,1687338661.3954542,6.188451290130615,29.034765243530273,13.031338691711426,199.01351928710938,9,cgp,mu+lambda-distance,hopper,0,900
10,2.142282724380493,16.896581649780273,56.32049560546875,50.4574089050293,14.17520523071289,0,10,71.26705932617188,152.14085388183594,-89.0407943725586,42.64079761505127,1687338663.5554037,5.1874189376831055,13.65637493133545,10.221652030944824,-1142.0228271484375,10,cgp,mu+lambda-distance,hopper,0,1000
11,2.1438889503479004,26.719871520996094,59.9003791809082,58.529659271240234,18.045644760131836,0,11,73.96533966064453,-2023.8642578125,-11835.359375,44.802069425582886,1687338665.7166755,5.245450973510742,15.821457862854004,13.993921279907227,-856.9688720703125,11,cgp,mu+lambda-distance,hopper,0,1100
12,2.146399974822998,22.822616577148438,126.53968811035156,106.02029418945312,19.132905960083008,0,12,137.9346466064453,-0.4023113250732422,-51.827884674072266,46.96570944786072,1687338667.8803155,2.6919643878936768,25.401578903198242,12.734518051147461,-221.735107421875,12,cgp,mu+lambda-distance,hopper,0,1200
13,2.1454150676727295,25.9824161529541,134.52249145507812,71.6631088256836,20.2145938873291,0,13,160.8123779296875,109.15099334716797,1335.69091796875,49.128339767456055,1687338670.0429459,4.910101890563965,24.70339584350586,12.408143997192383,-170.6443328857422,13,cgp,mu+lambda-distance,hopper,0,1300
