,iteration,front_size,reward,simplicity
0,0,1,368.55194,0.8333333
1,1,1,368.55194,0.8333333
2,2,1,349.44342,0.8333333
3,3,2,349.44342,0.8333333
4,3,2,632.5272,0.81666666
5,4,2,633.8501,0.81666666
6,4,2,368.5426,0.8333333
7,5,2,368.5426,0.8333333
8,5,2,849.9885,0.81666666
9,6,2,368.5426,0.8333333
10,6,2,785.0414,0.81666666
11,7,2,368.5426,0.8333333
12,7,2,785.0414,0.81666666
13,8,2,785.0414,0.81666666
14,8,2,387.50748,0.8333333
15,9,2,764.0352,0.81666666
16,9,2,387.50748,0.8333333
17,10,2,700.26074,0.81666666
18,10,2,387.50748,0.8333333
19,11,2,771.2523,0.81666666
20,11,2,406.92105,0.8333333
21,12,2,700.26074,0.81666666
22,12,2,406.92105,0.8333333
23,13,2,700.26074,0.81666666
24,13,2,406.92105,0.8333333
25,14,2,406.92105,0.8333333
26,14,2,831.9586,0.81666666
27,15,2,406.92105,0.8333333
28,15,2,837.86804,0.81666666
29,16,2,406.92105,0.8333333
30,16,2,857.14484,0.81666666
31,17,2,406.92105,0.8333333
32,17,2,877.0489,0.81666666
33,18,2,406.92105,0.8333333
34,18,2,877.0489,0.81666666
35,19,2,406.92105,0.8333333
36,19,2,877.0489,0.81666666
37,20,2,406.92105,0.8333333
38,20,2,857.14484,0.81666666
39,21,2,406.92105,0.8333333
40,21,2,857.14484,0.81666666
41,22,2,406.92105,0.8333333
42,22,2,857.14484,0.81666666
43,23,2,406.92105,0.8333333
44,23,2,851.3408,0.81666666
45,24,2,406.92105,0.8333333
46,24,2,851.3408,0.81666666
47,25,2,406.92105,0.8333333
48,25,2,841.2644,0.81666666
49,26,2,406.92105,0.8333333
50,26,2,841.2644,0.81666666
51,27,2,406.92105,0.8333333
52,27,2,878.70557,0.81666666
53,28,2,406.92105,0.8333333
54,28,2,878.70557,0.81666666
55,29,2,406.92105,0.8333333
56,29,2,878.70557,0.81666666
57,30,2,406.92105,0.8333333
58,30,2,905.0413,0.81666666
59,31,2,406.92105,0.8333333
60,31,2,878.70557,0.81666666
61,32,2,406.92105,0.8333333
62,32,2,847.1947,0.81666666
63,33,2,406.92105,0.8333333
64,33,2,847.1947,0.81666666
65,34,2,406.92105,0.8333333
66,34,2,847.1947,0.81666666
67,35,2,406.92105,0.8333333
68,35,2,847.1947,0.81666666
69,36,2,406.92105,0.8333333
70,36,2,847.1947,0.81666666
71,37,2,406.92105,0.8333333
72,37,2,847.1947,0.81666666
73,38,2,406.92105,0.8333333
74,38,2,847.1947,0.81666666
75,39,2,406.92105,0.8333333
76,39,2,847.1947,0.81666666
77,40,2,406.92105,0.8333333
78,40,2,843.21124,0.81666666
79,41,2,406.92105,0.8333333
80,41,2,850.84906,0.81666666
81,42,2,406.92105,0.8333333
82,42,2,870.4147,0.81666666
83,43,2,406.92105,0.8333333
84,43,2,898.4923,0.81666666
85,44,2,937.26996,0.81666666
86,44,2,416.063,0.8333333
87,45,2,416.063,0.8333333
88,45,2,1202.3597,0.81666666
89,46,2,416.063,0.8333333
90,46,2,1202.3597,0.81666666
91,47,2,1202.3597,0.81666666
92,47,2,434.7384,0.8333333
93,48,2,1022.72375,0.81666666
94,48,2,434.7384,0.8333333
95,49,2,946.7196,0.81666666
96,49,2,434.7384,0.8333333
97,50,2,946.7196,0.81666666
98,50,2,434.7384,0.8333333
99,51,2,946.7196,0.81666666
100,51,2,434.7384,0.8333333
101,52,2,434.7384,0.8333333
102,52,2,1023.06165,0.81666666
103,53,2,434.7384,0.8333333
104,53,2,1023.06165,0.81666666
105,54,2,434.7384,0.8333333
106,54,2,1013.726,0.81666666
107,55,2,434.7384,0.8333333
108,55,2,1013.726,0.81666666
109,56,2,434.7384,0.8333333
110,56,2,1013.726,0.81666666
111,57,2,434.7384,0.8333333
112,57,2,1013.726,0.81666666
113,58,2,434.7384,0.8333333
114,58,2,1077.3179,0.81666666
115,59,2,434.7384,0.8333333
116,59,2,1089.9448,0.81666666
117,60,2,434.7384,0.8333333
118,60,2,1123.6235,0.81666666
119,61,2,434.7384,0.8333333
120,61,2,1107.1029,0.81666666
121,62,2,434.7384,0.8333333
122,62,2,1089.9448,0.81666666
123,63,2,434.7384,0.8333333
124,63,2,1089.9448,0.81666666
125,64,2,434.7384,0.8333333
126,64,2,1107.8899,0.81666666
127,65,2,434.7384,0.8333333
128,65,2,1089.9448,0.81666666
129,66,2,434.7384,0.8333333
130,66,2,1089.9448,0.81666666
131,67,2,434.7384,0.8333333
132,67,2,1114.5372,0.81666666
133,68,2,434.7384,0.8333333
134,68,2,1114.5372,0.81666666
135,69,2,434.7384,0.8333333
136,69,2,1114.5372,0.81666666
137,70,2,434.7384,0.8333333
138,70,2,1114.5372,0.81666666
139,71,2,434.7384,0.8333333
140,71,2,1089.9448,0.81666666
141,72,2,434.7384,0.8333333
142,72,2,1143.9492,0.81666666
143,73,2,434.7384,0.8333333
144,73,2,1143.9492,0.81666666
145,74,2,434.7384,0.8333333
146,74,2,1127.2125,0.81666666
147,75,2,434.7384,0.8333333
148,75,2,1127.2125,0.81666666
149,76,2,434.7384,0.8333333
150,76,2,1127.2125,0.81666666
151,77,2,434.7384,0.8333333
152,77,2,1099.2423,0.81666666
153,78,2,434.7384,0.8333333
154,78,2,1089.9448,0.81666666
155,79,2,434.7384,0.8333333
156,79,2,1089.9448,0.81666666
157,80,2,434.7384,0.8333333
158,80,2,1089.9448,0.81666666
159,81,2,434.7384,0.8333333
160,81,2,1084.5377,0.81666666
161,82,2,434.7384,0.8333333
162,82,2,1118.0642,0.81666666
163,83,2,434.7384,0.8333333
164,83,2,1084.5377,0.81666666
165,84,2,434.7384,0.8333333
166,84,2,1135.8828,0.81666666
167,85,2,434.7384,0.8333333
168,85,2,1135.8828,0.81666666
169,86,2,434.7384,0.8333333
170,86,2,1135.8828,0.81666666
171,87,2,434.7384,0.8333333
172,87,2,1117.8026,0.81666666
173,88,2,434.7384,0.8333333
174,88,2,1115.6655,0.81666666
175,89,2,434.7384,0.8333333
176,89,2,1087.8663,0.81666666
177,90,2,434.7384,0.8333333
178,90,2,1087.8663,0.81666666
179,91,2,434.7384,0.8333333
180,91,2,1087.8663,0.81666666
181,92,2,434.7384,0.8333333
182,92,2,1087.8663,0.81666666
183,93,2,434.7384,0.8333333
184,93,2,1087.8663,0.81666666
185,94,2,434.7384,0.8333333
186,94,2,1087.8663,0.81666666
187,95,2,434.7384,0.8333333
188,95,2,1079.4562,0.81666666
189,96,2,434.7384,0.8333333
190,96,2,1070.2731,0.81666666
191,97,2,434.7384,0.8333333
192,97,2,1098.6519,0.81666666
193,98,2,434.7384,0.8333333
194,98,2,1098.6519,0.81666666
195,99,2,434.7384,0.8333333
196,99,2,1083.9725,0.81666666
197,100,2,434.7384,0.8333333
198,100,2,1106.582,0.81666666
199,101,2,434.7384,0.8333333
200,101,2,1106.582,0.81666666
201,102,2,434.7384,0.8333333
202,102,2,1106.582,0.81666666
203,103,2,434.7384,0.8333333
204,103,2,1083.9725,0.81666666
205,104,2,434.7384,0.8333333
206,104,2,1123.235,0.81666666
207,105,2,434.7384,0.8333333
208,105,2,1083.9725,0.81666666
209,106,2,434.7384,0.8333333
210,106,2,1070.2731,0.81666666
211,107,2,434.7384,0.8333333
212,107,2,1059.2844,0.81666666
213,108,2,434.7384,0.8333333
214,108,2,1059.2844,0.81666666
215,109,2,434.7384,0.8333333
216,109,2,1059.2844,0.81666666
217,110,2,434.7384,0.8333333
218,110,2,1050.2992,0.81666666
219,111,2,434.7384,0.8333333
220,111,2,1074.6456,0.81666666
221,112,2,434.7384,0.8333333
222,112,2,1050.2992,0.81666666
223,113,2,434.7384,0.8333333
224,113,2,1041.8739,0.81666666
225,114,2,434.7384,0.8333333
226,114,2,1032.6486,0.81666666
227,115,2,434.7384,0.8333333
228,115,2,1032.6486,0.81666666
229,116,2,434.7384,0.8333333
230,116,2,1032.6486,0.81666666
231,117,2,434.7384,0.8333333
232,117,2,1032.6486,0.81666666
233,118,2,434.7384,0.8333333
234,118,2,1032.6486,0.81666666
235,119,2,434.7384,0.8333333
236,119,2,1032.6486,0.81666666
237,120,2,434.7384,0.8333333
238,120,2,1032.6486,0.81666666
239,121,2,434.7384,0.8333333
240,121,2,1089.4095,0.81666666
241,122,2,434.7384,0.8333333
242,122,2,1032.6486,0.81666666
243,123,2,434.7384,0.8333333
244,123,2,1022.78107,0.81666666
245,124,2,434.7384,0.8333333
246,124,2,1013.2199,0.81666666
247,125,2,434.7384,0.8333333
248,125,2,1003.87616,0.81666666
249,126,2,434.7384,0.8333333
250,126,2,1003.87616,0.81666666
251,127,2,434.7384,0.8333333
252,127,2,994.53815,0.81666666
253,128,2,434.7384,0.8333333
254,128,2,994.53815,0.81666666
