,training.run_id,training.fitness_1q,training.fitness_3q,training.fitness_median,_step,_timestamp,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_runtime,training.fitness_mean,training.top_k_fit.top_0_fit,training.generation,training.fitness_std,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
16,0,476.8201599121094,37.861698150634766,122.0780258178711,16,1687166969.3190298,1.4174973964691162,1000.109619140625,999.5289306640625,43.45814371109009,276.1046142578125,1002.6441040039062,16,325.9295654296875,lgp,mu+lambda,reward,hopper,0,1600,1002.6441040039062,1000.109619140625,999.5289306640625
17,0,841.853759765625,41.423362731933594,134.2911834716797,17,1687166970.754642,1.4168893098831177,1006.2466430664062,1004.04150390625,44.89375591278076,359.2252197265625,1010.2797241210938,17,398.0867004394531,lgp,mu+lambda,reward,hopper,0,1700,1010.2797241210938,1006.2466430664062,1004.04150390625
18,0,993.0464477539062,59.527618408203125,109.13423156738281,18,1687166972.1902454,1.4157276153564453,1003.0372924804688,1002.2841796875,46.32935929298401,388.1768798828125,1003.4240112304688,18,432.38702392578125,lgp,mu+lambda,reward,hopper,0,1800,1003.4240112304688,1003.0372924804688,1002.2841796875
19,0,997.296630859375,60.214454650878906,259.7871398925781,19,1687166973.6275532,1.4180139303207397,1006.0618286132812,1005.1505737304688,47.76666712760925,508.1430358886719,1008.2739868164062,19,453.90478515625,lgp,mu+lambda,reward,hopper,0,1900,1008.2739868164062,1006.0618286132812,1005.1505737304688
20,0,996.56396484375,62.72057342529297,199.709716796875,20,1687166975.0628898,1.4156150817871094,1007.2940673828125,1005.5,49.202003717422485,471.6187438964844,1011.5778198242188,20,446.08294677734375,lgp,mu+lambda,reward,hopper,0,2000,1011.5778198242188,1007.2940673828125,1005.5
21,0,994.55322265625,58.833900451660156,129.3773651123047,21,1687166976.501152,1.4187639951705933,1007.1647338867188,1005.5291137695312,50.64026594161987,390.25030517578125,1007.196044921875,21,425.9928283691406,lgp,mu+lambda,reward,hopper,0,2100,1007.196044921875,1007.1647338867188,1005.5291137695312
22,0,995.7285766601562,61.98501205444336,125.91792297363281,22,1687166977.9372954,1.4161465167999268,1004.5596923828125,1003.67626953125,52.076409339904785,380.59906005859375,1005.9278564453125,22,424.3582763671875,lgp,mu+lambda,reward,hopper,0,2200,1005.9278564453125,1004.5596923828125,1003.67626953125
23,0,994.00390625,54.787681579589844,192.81768798828125,23,1687166979.374572,1.4176464080810547,1008.3580322265625,1005.1439819335938,53.51368594169617,410.26263427734375,1011.8428955078125,23,426.1692199707031,lgp,mu+lambda,reward,hopper,0,2300,1011.8428955078125,1008.3580322265625,1005.1439819335938
24,0,995.7987060546875,61.40467834472656,114.7845458984375,24,1687166980.811062,1.4156790971755981,1009.3235473632812,1007.056884765625,54.95017600059509,397.2701416015625,1011.6669311523438,24,435.8478088378906,lgp,mu+lambda,reward,hopper,0,2400,1011.6669311523438,1009.3235473632812,1007.056884765625
25,0,999.4468994140625,70.4890365600586,287.34588623046875,25,1687166982.247315,1.4165006875991821,1013.260986328125,1013.0364379882812,56.38642883300781,529.3900756835938,1013.7947998046875,25,453.7377014160156,lgp,mu+lambda,reward,hopper,0,2500,1013.7947998046875,1013.260986328125,1013.0364379882812
26,0,998.0665283203125,59.56631088256836,137.31591796875,26,1687166983.6834805,1.4160281419754028,1010.9826049804688,1009.258544921875,57.82259440422058,393.9596252441406,1011.9141235351562,26,421.427001953125,lgp,mu+lambda,reward,hopper,0,2600,1011.9141235351562,1010.9826049804688,1009.258544921875
27,0,998.4454956054688,55.18970489501953,124.9459228515625,27,1687166985.1192973,1.4155995845794678,1012.9631958007812,1010.279052734375,59.258411169052124,421.678466796875,1017.809326171875,27,440.5323486328125,lgp,mu+lambda,reward,hopper,0,2700,1017.809326171875,1012.9631958007812,1010.279052734375
28,0,997.780029296875,58.60040283203125,199.3177032470703,28,1687166986.5553186,1.4152723550796509,1012.7514038085938,1011.16845703125,60.694432497024536,429.1348876953125,1018.7094116210938,28,426.7749328613281,lgp,mu+lambda,reward,hopper,0,2800,1018.7094116210938,1012.7514038085938,1011.16845703125
29,0,999.1334228515625,69.02462768554688,142.38180541992188,29,1687166987.9909697,1.4165184497833252,1015.5592041015625,1015.02197265625,62.1300835609436,450.4698486328125,1015.9799194335938,29,440.8285827636719,lgp,mu+lambda,reward,hopper,0,2900,1015.9799194335938,1015.5592041015625,1015.02197265625
30,0,998.3103637695312,56.030548095703125,123.31954956054688,30,1687166989.4237335,1.412973165512085,1012.3757934570312,1011.5586547851562,63.56284737586975,366.9576416015625,1018.0816650390625,30,414.9913330078125,lgp,mu+lambda,reward,hopper,0,3000,1018.0816650390625,1012.3757934570312,1011.5586547851562
31,0,1001.51171875,57.553680419921875,152.09054565429688,31,1687166990.8502476,1.4067728519439697,1016.5698852539062,1014.3418579101562,64.98936152458191,416.87603759765625,1019.219482421875,31,434.9216003417969,lgp,mu+lambda,reward,hopper,0,3100,1019.219482421875,1016.5698852539062,1014.3418579101562
32,0,999.5986328125,62.83043670654297,148.4777069091797,32,1687166992.2767437,1.4057443141937256,1016.2998046875,1014.8369750976562,66.41585755348206,412.7030029296875,1019.5950927734375,32,427.0914611816406,lgp,mu+lambda,reward,hopper,0,3200,1019.5950927734375,1016.2998046875,1014.8369750976562
33,0,1003.0101928710938,73.22228240966797,274.1904602050781,33,1687166993.7129192,1.416314721107483,1014.288818359375,1013.9257202148438,67.85203313827515,516.8245849609375,1015.7689819335938,33,447.2457275390625,lgp,mu+lambda,reward,hopper,0,3300,1015.7689819335938,1014.288818359375,1013.9257202148438
34,0,996.03271484375,52.14147186279297,95.0848388671875,34,1687166995.1483955,1.415321707725525,1016.6832275390625,1013.5003662109375,69.28750944137573,393.17034912109375,1016.8445434570312,34,436.7389831542969,lgp,mu+lambda,reward,hopper,0,3400,1016.8445434570312,1016.6832275390625,1013.5003662109375
35,0,994.6843872070312,41.04071807861328,85.76441192626953,35,1687166996.5862694,1.4171545505523682,1018.0965576171875,1015.2979736328125,70.72538328170776,343.7169494628906,1019.5498046875,35,419.4273986816406,lgp,mu+lambda,reward,hopper,0,3500,1019.5498046875,1018.0965576171875,1015.2979736328125
36,0,1002.3328247070312,55.52079772949219,145.33981323242188,36,1687166998.021952,1.4155248403549194,1018.6897583007812,1015.5076293945312,72.16106581687927,433.5655517578125,1019.0934448242188,36,444.61907958984375,lgp,mu+lambda,reward,hopper,0,3600,1019.0934448242188,1018.6897583007812,1015.5076293945312
37,0,999.670654296875,52.73417282104492,115.4635009765625,37,1687166999.458072,1.415972352027893,1014.6893920898438,1014.0404052734375,73.59718585014343,377.5028381347656,1017.5346069335938,37,422.85028076171875,lgp,mu+lambda,reward,hopper,0,3700,1017.5346069335938,1014.6893920898438,1014.0404052734375
38,0,622.3385009765625,46.11433410644531,92.13933563232422,38,1687167000.8951266,1.4162757396697998,1019.1716918945312,1018.3612060546875,75.03424048423767,321.90814208984375,1019.664794921875,38,404.13037109375,lgp,mu+lambda,reward,hopper,0,3800,1019.664794921875,1019.1716918945312,1018.3612060546875
39,0,916.6520385742188,55.78874588012695,104.10546875,39,1687167002.332361,1.4170366525650024,1018.7240600585938,1017.0416259765625,76.47147488594055,331.043701171875,1019.6085205078125,39,404.3769226074219,lgp,mu+lambda,reward,hopper,0,3900,1019.6085205078125,1018.7240600585938,1017.0416259765625
40,0,931.387451171875,50.84230041503906,95.68244934082031,40,1687167003.7697954,1.4180649518966675,1016.3148193359375,1015.7115478515625,77.9089093208313,327.76531982421875,1018.8850708007812,40,407.37677001953125,lgp,mu+lambda,reward,hopper,0,4000,1018.8850708007812,1016.3148193359375,1015.7115478515625
41,0,995.415283203125,57.72657775878906,97.58708190917969,41,1687167005.2054653,1.416824221611023,1019.0530395507812,1017.2449340820312,79.34457921981812,369.7226867675781,1019.2916870117188,41,415.7727966308594,lgp,mu+lambda,reward,hopper,0,4100,1019.2916870117188,1019.0530395507812,1017.2449340820312
42,0,998.6488037109375,53.12904357910156,108.18290710449219,42,1687167006.642446,1.4176037311553955,1018.7527465820312,1018.7348022460938,80.78155994415283,361.14752197265625,1019.213623046875,42,417.3700256347656,lgp,mu+lambda,reward,hopper,0,4200,1019.213623046875,1018.7527465820312,1018.7348022460938
43,0,1006.6359252929688,51.085697174072266,103.25074768066406,43,1687167008.0794783,1.417967438697815,1018.3497314453125,1018.2159423828125,82.21859216690063,382.9210205078125,1019.9608764648438,43,433.4346618652344,lgp,mu+lambda,reward,hopper,0,4300,1019.9608764648438,1018.3497314453125,1018.2159423828125
44,0,1006.7359008789062,56.64641571044922,116.11431884765625,44,1687167009.5184417,1.4186877012252808,1019.672119140625,1018.927490234375,83.65755558013916,389.1698303222656,1019.8068237304688,44,428.0614929199219,lgp,mu+lambda,reward,hopper,0,4400,1019.8068237304688,1019.672119140625,1018.927490234375
45,0,1005.5413818359375,49.93510055541992,96.4878921508789,45,1687167010.954509,1.4171829223632812,1019.131103515625,1018.4549560546875,85.09362292289734,380.8380432128906,1019.9972534179688,45,436.09661865234375,lgp,mu+lambda,reward,hopper,0,4500,1019.9972534179688,1019.131103515625,1018.4549560546875
46,0,1010.6201171875,29.56183433532715,82.14453125,46,1687167012.3919702,1.418215036392212,1018.9610595703125,1018.8907470703125,86.53108406066895,378.55755615234375,1019.176025390625,46,450.3442077636719,lgp,mu+lambda,reward,hopper,0,4600,1019.176025390625,1018.9610595703125,1018.8907470703125
47,0,846.511474609375,50.58244323730469,71.49468994140625,47,1687167013.8300884,1.4186253547668457,1019.146484375,1018.9407348632812,87.96920228004456,330.7791442871094,1019.6273193359375,47,416.3098449707031,lgp,mu+lambda,reward,hopper,0,4700,1019.6273193359375,1019.146484375,1018.9407348632812
48,0,413.68255615234375,43.60242462158203,92.28438568115234,48,1687167015.265304,1.4166582822799683,1019.036376953125,1018.580810546875,89.40441799163818,311.40643310546875,1019.26513671875,48,402.2364501953125,lgp,mu+lambda,reward,hopper,0,4800,1019.26513671875,1019.036376953125,1018.580810546875
49,0,331.7460021972656,51.513336181640625,90.8136215209961,49,1687167016.703872,1.4187614917755127,1018.7898559570312,1018.7830810546875,90.84298586845398,308.2673034667969,1019.7944946289062,49,402.3962097167969,lgp,mu+lambda,reward,hopper,0,4900,1019.7944946289062,1018.7898559570312,1018.7830810546875
50,0,1010.4567260742188,41.448020935058594,97.02617645263672,50,1687167018.1401584,1.4184151887893677,1019.7486572265625,1019.17822265625,92.27927231788635,331.7253723144531,1019.94384765625,50,421.3608093261719,lgp,mu+lambda,reward,hopper,0,5000,1019.94384765625,1019.7486572265625,1019.17822265625
51,0,1006.5645751953125,47.239723205566406,89.70301818847656,51,1687167019.577473,1.418686032295227,1019.0528564453125,1018.9185791015625,93.71658682823181,343.8841247558594,1019.5227661132812,51,428.5251770019531,lgp,mu+lambda,reward,hopper,0,5100,1019.5227661132812,1019.0528564453125,1018.9185791015625
52,0,1013.2884521484375,49.17363357543945,111.10063171386719,52,1687167021.0131779,1.4171416759490967,1020.0516357421875,1019.2575073242188,95.15229177474976,384.1665954589844,1020.076416015625,52,428.1943054199219,lgp,mu+lambda,reward,hopper,0,5200,1020.076416015625,1020.0516357421875,1019.2575073242188
53,0,1008.6243896484375,47.403995513916016,100.17050170898438,53,1687167022.4499044,1.4176197052001953,1019.9276123046875,1019.4957275390625,96.58901834487915,363.50811767578125,1019.9866333007812,53,426.36236572265625,lgp,mu+lambda,reward,hopper,0,5300,1019.9866333007812,1019.9276123046875,1019.4957275390625
54,0,985.8997802734375,41.384117126464844,93.87225341796875,54,1687167023.8858123,1.4173702001571655,1020.0870971679688,1018.6176147460938,98.02492618560791,336.1015930175781,1020.6705322265625,54,414.8202819824219,lgp,mu+lambda,reward,hopper,0,5400,1020.6705322265625,1020.0870971679688,1018.6176147460938
55,0,747.1351318359375,47.44923782348633,95.82817077636719,55,1687167025.3223631,1.4176788330078125,1019.3226318359375,1019.165283203125,99.4614770412445,327.64208984375,1020.2354125976562,55,406.70208740234375,lgp,mu+lambda,reward,hopper,0,5500,1020.2354125976562,1019.3226318359375,1019.165283203125
56,0,997.5221557617188,50.42258071899414,114.22251892089844,56,1687167026.7600768,1.4179892539978027,1019.9368286132812,1019.8888549804688,100.89919066429138,355.3972473144531,1019.9547119140625,56,425.90008544921875,lgp,mu+lambda,reward,hopper,0,5600,1019.9547119140625,1019.9368286132812,1019.8888549804688
57,0,718.6400756835938,28.25495147705078,83.97515106201172,57,1687167028.1963878,1.4175572395324707,1019.4948120117188,1018.8720703125,102.3355016708374,314.16473388671875,1019.6746826171875,57,413.2224426269531,lgp,mu+lambda,reward,hopper,0,5700,1019.6746826171875,1019.4948120117188,1018.8720703125
58,0,999.1460571289062,55.598018646240234,104.04568481445312,58,1687167029.6334145,1.4184688329696655,1019.2250366210938,1019.1968383789062,103.77252840995789,345.7507019042969,1019.5595092773438,58,413.1736755371094,lgp,mu+lambda,reward,hopper,0,5800,1019.5595092773438,1019.2250366210938,1019.1968383789062
59,0,999.993408203125,32.766334533691406,73.9188232421875,59,1687167031.0699973,1.4182102680206299,1018.6432495117188,1018.5315551757812,105.20911121368408,319.40155029296875,1019.74365234375,59,419.8307800292969,lgp,mu+lambda,reward,hopper,0,5900,1019.74365234375,1018.6432495117188,1018.5315551757812
60,0,1010.47900390625,46.77609634399414,91.13148498535156,60,1687167032.5060241,1.4171422719955444,1019.7619018554688,1019.6758422851562,106.64513802528381,351.7733459472656,1019.83056640625,60,428.522216796875,lgp,mu+lambda,reward,hopper,0,6000,1019.83056640625,1019.7619018554688,1019.6758422851562
61,0,686.4683837890625,46.50556182861328,72.42564392089844,61,1687167033.9428089,1.4189831018447876,1019.5811157226562,1018.6190185546875,108.08192276954651,312.9466857910156,1020.369384765625,61,409.8074645996094,lgp,mu+lambda,reward,hopper,0,6100,1020.369384765625,1019.5811157226562,1018.6190185546875
62,0,1010.3741455078125,39.177242279052734,92.24848937988281,62,1687167035.37325,1.4118214845657349,1019.625,1019.2741088867188,109.51236391067505,375.37127685546875,1020.0850219726562,62,442.5071716308594,lgp,mu+lambda,reward,hopper,0,6200,1020.0850219726562,1019.625,1019.2741088867188
63,0,1014.8096313476562,52.12649917602539,127.30697631835938,63,1687167036.810601,1.418513536453247,1018.8773193359375,1018.8753051757812,110.94971489906311,420.6702880859375,1019.0010986328125,63,445.51849365234375,lgp,mu+lambda,reward,hopper,0,6300,1019.0010986328125,1018.8773193359375,1018.8753051757812
64,0,1009.7293090820312,52.06581115722656,98.6749038696289,64,1687167038.2477424,1.4185484647750854,1019.4960327148438,1019.0606079101562,112.38685631752014,336.59295654296875,1019.6455688476562,64,415.7916564941406,lgp,mu+lambda,reward,hopper,0,6400,1019.6455688476562,1019.4960327148438,1019.0606079101562
65,0,1008.8385009765625,48.754783630371094,95.44072723388672,65,1687167039.685354,1.4187604188919067,1019.3213500976562,1019.1799926757812,113.82446789741516,331.6476745605469,1019.5531005859375,65,418.1717224121094,lgp,mu+lambda,reward,hopper,0,6500,1019.5531005859375,1019.3213500976562,1019.1799926757812
66,0,1012.7982788085938,31.013690948486328,108.2812728881836,66,1687167041.1209989,1.4167333841323853,1019.4434814453125,1019.0665283203125,115.26011276245117,364.6531982421875,1019.7218017578125,66,436.6614074707031,lgp,mu+lambda,reward,hopper,0,6600,1019.7218017578125,1019.4434814453125,1019.0665283203125
67,0,1000.5215454101562,40.408042907714844,95.40480041503906,67,1687167042.558027,1.417862057685852,1019.9979248046875,1019.8107299804688,116.69714093208313,324.72601318359375,1020.1843872070312,67,413.3324279785156,lgp,mu+lambda,reward,hopper,0,6700,1020.1843872070312,1019.9979248046875,1019.8107299804688
68,0,474.621337890625,49.24873352050781,93.13240051269531,68,1687167043.99471,1.4181780815124512,1018.8377075195312,1018.8052978515625,118.13382387161255,312.4230041503906,1020.3948974609375,68,405.66656494140625,lgp,mu+lambda,reward,hopper,0,6800,1020.3948974609375,1018.8377075195312,1018.8052978515625
69,0,985.5623168945312,47.64998245239258,94.77135467529297,69,1687167045.4309342,1.4173990488052368,1018.4765625,1018.2769775390625,119.57004809379578,325.6064758300781,1018.49365234375,69,412.9604187011719,lgp,mu+lambda,reward,hopper,0,6900,1018.49365234375,1018.4765625,1018.2769775390625
70,0,459.99188232421875,41.08098602294922,87.77767944335938,70,1687167046.8674366,1.416258454322815,1019.1599731445312,1018.9452514648438,121.00655055046082,304.35064697265625,1019.4793090820312,70,413.4915771484375,lgp,mu+lambda,reward,hopper,0,7000,1019.4793090820312,1019.1599731445312,1018.9452514648438
71,0,1008.517333984375,38.861663818359375,101.88506317138672,71,1687167048.3047173,1.419521689414978,1019.2515869140625,1018.7142333984375,122.44383120536804,366.57952880859375,1019.63671875,71,430.9969482421875,lgp,mu+lambda,reward,hopper,0,7100,1019.63671875,1019.2515869140625,1018.7142333984375
72,0,1013.57275390625,44.869041442871094,102.41082763671875,72,1687167049.7420797,1.4182074069976807,1019.3880615234375,1019.2454833984375,123.8811936378479,346.7384338378906,1019.6845703125,72,419.30279541015625,lgp,mu+lambda,reward,hopper,0,7200,1019.6845703125,1019.3880615234375,1019.2454833984375
73,0,1006.9629516601562,37.507843017578125,99.17892456054688,73,1687167051.1795588,1.4176695346832275,1019.705078125,1018.9427490234375,125.31867265701294,320.31390380859375,1019.7988891601562,73,418.5323181152344,lgp,mu+lambda,reward,hopper,0,7300,1019.7988891601562,1019.705078125,1018.9427490234375
74,0,1008.1785888671875,39.56354522705078,87.75910949707031,74,1687167052.6161213,1.4178556203842163,1018.8470458984375,1018.7501831054688,126.75523519515991,335.6277160644531,1018.87109375,74,428.650634765625,lgp,mu+lambda,reward,hopper,0,7400,1018.87109375,1018.8470458984375,1018.7501831054688
75,0,1012.1995849609375,33.78508377075195,83.14105987548828,75,1687167054.0538037,1.4187654256820679,1019.5681762695312,1019.5083618164062,128.19291758537292,317.90423583984375,1019.8112182617188,75,427.7816162109375,lgp,mu+lambda,reward,hopper,0,7500,1019.8112182617188,1019.5681762695312,1019.5083618164062
76,0,1014.02294921875,51.99620056152344,96.1070556640625,76,1687167055.488816,1.4166685342788696,1020.09423828125,1019.1797485351562,129.62792992591858,349.5124816894531,1020.3753051757812,76,422.8428955078125,lgp,mu+lambda,reward,hopper,0,7600,1020.3753051757812,1020.09423828125,1019.1797485351562
77,0,1013.795166015625,51.16387939453125,94.69110870361328,77,1687167056.9252777,1.4174063205718994,1019.0894775390625,1019.0492553710938,131.0643916130066,332.3897705078125,1019.5642700195312,77,419.2302551269531,lgp,mu+lambda,reward,hopper,0,7700,1019.5642700195312,1019.0894775390625,1019.0492553710938
78,0,1012.7236938476562,39.48725891113281,76.63855743408203,78,1687167058.3609908,1.416729211807251,1018.8430786132812,1018.4519653320312,132.50010466575623,336.2107849121094,1018.9511108398438,78,434.4891052246094,lgp,mu+lambda,reward,hopper,0,7800,1018.9511108398438,1018.8430786132812,1018.4519653320312
79,0,524.45654296875,46.31584930419922,94.26744842529297,79,1687167059.7982419,1.4176464080810547,1019.1768798828125,1018.7290649414062,133.93735575675964,325.628662109375,1019.5523071289062,79,400.6412048339844,lgp,mu+lambda,reward,hopper,0,7900,1019.5523071289062,1019.1768798828125,1018.7290649414062
80,0,1009.3888549804688,48.962703704833984,106.26006317138672,80,1687167061.234407,1.4166327714920044,1018.9019165039062,1018.2368774414062,135.37352085113525,350.46539306640625,1019.1490478515625,80,422.3487548828125,lgp,mu+lambda,reward,hopper,0,8000,1019.1490478515625,1018.9019165039062,1018.2368774414062
81,0,1014.6185302734375,40.86914825439453,122.53312683105469,81,1687167062.6684682,1.4145463705062866,1019.1853637695312,1019.0421752929688,136.80758213996887,420.1274108886719,1019.5537719726562,81,447.92730712890625,lgp,mu+lambda,reward,hopper,0,8100,1019.5537719726562,1019.1853637695312,1019.0421752929688
82,0,1007.141357421875,66.29893493652344,105.06964111328125,82,1687167064.104743,1.4192380905151367,1019.4678344726562,1019.4332275390625,138.24385690689087,369.74224853515625,1019.5955200195312,82,421.6327209472656,lgp,mu+lambda,reward,hopper,0,8200,1019.5955200195312,1019.4678344726562,1019.4332275390625
83,0,1007.1935424804688,53.65211486816406,101.41354370117188,83,1687167065.5400248,1.4166243076324463,1018.8764038085938,1018.8418579101562,139.6791386604309,355.5207824707031,1019.1220092773438,83,424.943603515625,lgp,mu+lambda,reward,hopper,0,8300,1019.1220092773438,1018.8764038085938,1018.8418579101562
84,0,263.27996826171875,44.97071838378906,86.27471923828125,84,1687167066.9764628,1.4175103902816772,1019.260009765625,1018.4793701171875,141.1155767440796,302.6629333496094,1019.6384887695312,84,404.1456298828125,lgp,mu+lambda,reward,hopper,0,8400,1019.6384887695312,1019.260009765625,1018.4793701171875
85,0,1010.3294677734375,39.680458068847656,93.78425598144531,85,1687167068.4129388,1.4178314208984375,1019.1740112304688,1019.1070556640625,142.55205273628235,338.5174865722656,1019.4254760742188,85,420.73687744140625,lgp,mu+lambda,reward,hopper,0,8500,1019.4254760742188,1019.1740112304688,1019.1070556640625
86,0,1007.4970092773438,46.602474212646484,97.25421905517578,86,1687167069.8465865,1.4171644449234009,1018.8172607421875,1018.5881958007812,143.98570036888123,342.09600830078125,1018.8734741210938,86,422.7624206542969,lgp,mu+lambda,reward,hopper,0,8600,1018.8734741210938,1018.8172607421875,1018.5881958007812
87,0,508.1022033691406,32.11164855957031,89.72805786132812,87,1687167071.280622,1.4174633026123047,1018.9779052734375,1018.9002075195312,145.4197359085083,307.9280090332031,1019.6119995117188,87,408.2879943847656,lgp,mu+lambda,reward,hopper,0,8700,1019.6119995117188,1018.9779052734375,1018.9002075195312
88,0,625.3694458007812,45.86699676513672,88.71798706054688,88,1687167072.7152672,1.4172660112380981,1020.087158203125,1019.3486938476562,146.85438108444214,313.5947570800781,1020.2557983398438,88,406.6742858886719,lgp,mu+lambda,reward,hopper,0,8800,1020.2557983398438,1020.087158203125,1019.3486938476562
89,0,1005.3030395507812,47.00445556640625,77.93150329589844,89,1687167074.1488283,1.4175856113433838,1018.7666625976562,1018.5895385742188,148.2879421710968,344.0007629394531,1019.4635620117188,89,423.4359130859375,lgp,mu+lambda,reward,hopper,0,8900,1019.4635620117188,1018.7666625976562,1018.5895385742188
90,0,224.2830352783203,36.13248825073242,85.43440246582031,90,1687167075.5853517,1.4171384572982788,1019.1017456054688,1018.9326782226562,149.7244656085968,276.3436279296875,1019.910888671875,90,386.9710388183594,lgp,mu+lambda,reward,hopper,0,9000,1019.910888671875,1019.1017456054688,1018.9326782226562
