iteration,front_size,reward,simplicity,seed,environment,solver
0,6,12.0847645,0.73333335,9,swimmer,lgp
0,6,4.167601,0.8666667,9,swimmer,lgp
0,6,16.113886,0.6666666,9,swimmer,lgp
0,6,0.33890754,0.93333334,9,swimmer,lgp
0,6,28.18103,0.46666664,9,swimmer,lgp
0,6,-0.27021915,1.0,9,swimmer,lgp
1,8,12.0847645,0.73333335,9,swimmer,lgp
1,8,4.167601,0.8666667,9,swimmer,lgp
1,8,16.113886,0.6666666,9,swimmer,lgp
1,8,0.33890754,0.93333334,9,swimmer,lgp
1,8,28.18103,0.46666664,9,swimmer,lgp
1,8,-0.27021915,1.0,9,swimmer,lgp
1,8,16.95126,0.59999996,9,swimmer,lgp
1,8,6.63197,0.79999995,9,swimmer,lgp
2,7,12.0847645,0.73333335,9,swimmer,lgp
2,7,16.113886,0.6666666,9,swimmer,lgp
2,7,28.18103,0.46666664,9,swimmer,lgp
2,7,-0.27021915,1.0,9,swimmer,lgp
2,7,16.95126,0.59999996,9,swimmer,lgp
2,7,5.72028,0.93333334,9,swimmer,lgp
2,7,11.409304,0.8666667,9,swimmer,lgp
3,5,28.18103,0.46666664,9,swimmer,lgp
3,5,5.72028,0.93333334,9,swimmer,lgp
3,5,11.409304,0.8666667,9,swimmer,lgp
3,5,-0.0204131,1.0,9,swimmer,lgp
3,5,19.210588,0.79999995,9,swimmer,lgp
4,6,28.18103,0.46666664,9,swimmer,lgp
4,6,19.210588,0.79999995,9,swimmer,lgp
4,6,0.018717349,1.0,9,swimmer,lgp
4,6,21.174479,0.59999996,9,swimmer,lgp
4,6,14.291803,0.8666667,9,swimmer,lgp
4,6,6.571377,0.93333334,9,swimmer,lgp
5,6,28.18103,0.46666664,9,swimmer,lgp
5,6,0.018717349,1.0,9,swimmer,lgp
5,6,14.291803,0.8666667,9,swimmer,lgp
5,6,6.571377,0.93333334,9,swimmer,lgp
5,6,22.149523,0.79999995,9,swimmer,lgp
5,6,27.940523,0.73333335,9,swimmer,lgp
6,6,28.18103,0.46666664,9,swimmer,lgp
6,6,14.291803,0.8666667,9,swimmer,lgp
6,6,6.571377,0.93333334,9,swimmer,lgp
6,6,22.149523,0.79999995,9,swimmer,lgp
6,6,27.940523,0.73333335,9,swimmer,lgp
6,6,0.3344044,1.0,9,swimmer,lgp
7,5,14.291803,0.8666667,9,swimmer,lgp
7,5,6.571377,0.93333334,9,swimmer,lgp
