iteration,front_size,reward,simplicity,seed,environment,solver
0,4,146.77437,0.7833333,8,swimmer,cgp
0,4,1.9700853,0.8333333,8,swimmer,cgp
0,4,18.36223,0.79999995,8,swimmer,cgp
0,4,18.135159,0.81666666,8,swimmer,cgp
1,4,146.77437,0.7833333,8,swimmer,cgp
1,4,1.9700853,0.8333333,8,swimmer,cgp
1,4,18.36223,0.79999995,8,swimmer,cgp
1,4,18.135159,0.81666666,8,swimmer,cgp
2,4,146.77437,0.7833333,8,swimmer,cgp
2,4,1.9700853,0.8333333,8,swimmer,cgp
2,4,18.36223,0.79999995,8,swimmer,cgp
2,4,18.135159,0.81666666,8,swimmer,cgp
3,4,146.77437,0.7833333,8,swimmer,cgp
3,4,18.135159,0.81666666,8,swimmer,cgp
3,4,41.014305,0.79999995,8,swimmer,cgp
3,4,3.7736132,0.8333333,8,swimmer,cgp
4,4,18.135159,0.81666666,8,swimmer,cgp
4,4,41.014305,0.79999995,8,swimmer,cgp
4,4,6.0287213,0.8333333,8,swimmer,cgp
4,4,156.80327,0.7833333,8,swimmer,cgp
5,4,18.135159,0.81666666,8,swimmer,cgp
5,4,41.014305,0.79999995,8,swimmer,cgp
5,4,156.80327,0.7833333,8,swimmer,cgp
5,4,13.487842,0.8333333,8,swimmer,cgp
6,4,146.77437,0.7833333,8,swimmer,cgp
6,4,41.014305,0.79999995,8,swimmer,cgp
6,4,13.487842,0.8333333,8,swimmer,cgp
6,4,26.346651,0.81666666,8,swimmer,cgp
7,4,146.77437,0.7833333,8,swimmer,cgp
7,4,41.014305,0.79999995,8,swimmer,cgp
7,4,13.487842,0.8333333,8,swimmer,cgp
7,4,26.346651,0.81666666,8,swimmer,cgp
8,4,146.77437,0.7833333,8,swimmer,cgp
8,4,41.014305,0.79999995,8,swimmer,cgp
8,4,13.487842,0.8333333,8,swimmer,cgp
8,4,26.540848,0.81666666,8,swimmer,cgp
9,4,146.77437,0.7833333,8,swimmer,cgp
9,4,41.014305,0.79999995,8,swimmer,cgp
9,4,13.487842,0.8333333,8,swimmer,cgp
9,4,26.540848,0.81666666,8,swimmer,cgp
10,4,146.77437,0.7833333,8,swimmer,cgp
10,4,41.014305,0.79999995,8,swimmer,cgp
10,4,13.487842,0.8333333,8,swimmer,cgp
10,4,26.540848,0.81666666,8,swimmer,cgp
11,4,146.77437,0.7833333,8,swimmer,cgp
11,4,48.976845,0.79999995,8,swimmer,cgp
11,4,29.126892,0.81666666,8,swimmer,cgp
11,4,14.313432,0.8333333,8,swimmer,cgp
12,4,146.77437,0.7833333,8,swimmer,cgp
12,4,48.976845,0.79999995,8,swimmer,cgp
