,training.fitness_std,training.fitness_mean,training.fitness_median,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,_step,_timestamp,training.fitness_3q,training.top_k_fit.top_1_fit,training.fitness_1q,_runtime,training.run_id,training.generation,solver,ea,environment,seed
19,195.36318969726562,862.5968627929688,956.90380859375,4.756591320037842,998.6871948242188,998.494873046875,19,1686995207.1338508,760.9572143554688,998.6812133789062,997.056396484375,113.58634877204895,0,19,cgp,mu+lambda,ant,0
20,195.5442657470703,864.1490478515625,979.45947265625,4.757884502410889,999.4671020507812,998.8567504882812,20,1686995211.90909,734.6184692382812,999.0364379882812,997.5999755859375,118.36158800125122,0,20,cgp,mu+lambda,ant,0
21,203.07862854003906,854.537841796875,971.1043701171875,4.759066581726074,998.7816772460938,998.6196899414062,21,1686995216.6849172,708.7998046875,998.7276000976562,997.6864624023438,123.13741517066956,0,21,cgp,mu+lambda,ant,0
22,153.47645568847656,882.8587036132812,956.011474609375,4.755053997039795,999.0242309570312,998.6419067382812,22,1686995221.4578733,827.921630859375,998.7247924804688,997.3453369140625,127.91037130355835,0,22,cgp,mu+lambda,ant,0
23,231.40785217285156,845.1091918945312,972.9747314453125,4.7572526931762695,999.0731201171875,998.9977416992188,23,1686995226.2329795,750.3247680664062,999.0335693359375,997.9783935546875,132.68547749519348,0,23,cgp,mu+lambda,ant,0
24,171.54893493652344,876.4962158203125,979.6553955078125,4.757075786590576,999.1715698242188,998.6934814453125,24,1686995231.0074158,783.691162109375,998.7510375976562,997.2386474609375,137.45991373062134,0,24,cgp,mu+lambda,ant,0
25,199.57044982910156,876.1187133789062,981.1130981445312,4.756340980529785,999.8972778320312,999.0391845703125,25,1686995235.7803333,873.1021118164062,999.281982421875,998.2359619140625,142.23283123970032,0,25,cgp,mu+lambda,ant,0
26,211.3504638671875,848.9736328125,965.748046875,4.756369113922119,1000.1715698242188,999.5288696289062,26,1686995240.5540078,707.0445556640625,999.8410034179688,998.0498046875,147.00650572776794,0,26,cgp,mu+lambda,ant,0
27,182.1051483154297,863.2459106445312,959.304931640625,4.728215217590332,999.873046875,999.6734008789062,27,1686995245.329393,708.679931640625,999.7855224609375,998.1893310546875,151.78189086914062,0,27,cgp,mu+lambda,ant,0
28,190.6392059326172,864.84765625,983.238525390625,4.747661590576172,999.7158203125,999.5005493164062,28,1686995250.1077714,719.896728515625,999.5615844726562,998.4044799804688,156.56026935577393,0,28,cgp,mu+lambda,ant,0
29,153.83522033691406,894.2896728515625,982.2255249023438,4.744333744049072,1000.1065673828125,999.343994140625,29,1686995254.8830369,859.0966186523438,999.7247314453125,997.9899291992188,161.3355348110199,0,29,cgp,mu+lambda,ant,0
30,176.0269317626953,865.031982421875,952.311767578125,4.747825622558594,999.908203125,999.8262939453125,30,1686995259.6623244,750.5374755859375,999.9063110351562,998.2672729492188,166.1148223876953,0,30,cgp,mu+lambda,ant,0
31,188.3919219970703,876.1364135742188,985.302490234375,4.772171974182129,1000.0096435546875,999.9713134765625,31,1686995264.4644985,767.8894653320312,999.9838256835938,998.7789306640625,170.91699647903442,0,31,cgp,mu+lambda,ant,0
32,164.45965576171875,895.2835693359375,985.9103393554688,4.769069671630859,1000.2830200195312,999.92578125,32,1686995269.2642565,853.31787109375,1000.1604614257812,998.6360473632812,175.71675443649292,0,32,cgp,mu+lambda,ant,0
33,176.7715606689453,868.6538696289062,985.689697265625,4.767432689666748,1000.1883544921875,999.9266967773438,33,1686995274.061669,708.1399536132812,999.9274291992188,998.2593383789062,180.5141670703888,0,33,cgp,mu+lambda,ant,0
34,159.0390625,884.8324584960938,981.5811767578125,4.768141746520996,1000.1942749023438,1000.091796875,34,1686995278.8598392,752.641357421875,1000.1915283203125,999.012939453125,185.31233716011047,0,34,cgp,mu+lambda,ant,0
35,169.87730407714844,880.5393676757812,979.5218505859375,4.766568660736084,1001.2823486328125,1000.2155151367188,35,1686995283.657533,810.7288818359375,1000.3197021484375,998.298583984375,190.1100308895111,0,35,cgp,mu+lambda,ant,0
36,214.48252868652344,854.1641845703125,972.4844970703125,4.766310691833496,1001.1947021484375,1000.24169921875,36,1686995288.458734,709.7833251953125,1000.9208984375,999.4674072265625,194.9112319946289,0,36,cgp,mu+lambda,ant,0
37,180.71031188964844,886.2348022460938,978.1497802734375,4.769276142120361,1001.1751098632812,1001.0347290039062,37,1686995293.2565143,841.2083129882812,1001.146484375,999.6296997070312,199.70901226997375,0,37,cgp,mu+lambda,ant,0
38,191.06222534179688,854.3862915039062,978.538818359375,4.7761077880859375,1001.3532104492188,1001.1161499023438,38,1686995298.0532854,706.3638305664062,1001.2345581054688,997.956298828125,204.50578331947327,0,38,cgp,mu+lambda,ant,0
39,157.51840209960938,902.372314453125,983.0777587890625,4.775815486907959,1001.6064453125,1001.2811889648438,39,1686995302.8495586,877.8409423828125,1001.5974731445312,999.5236206054688,209.30205655097961,0,39,cgp,mu+lambda,ant,0
40,176.03858947753906,880.3228149414062,983.1185302734375,4.775476455688477,1001.623046875,1001.3854370117188,40,1686995307.6449335,765.2625122070312,1001.3900146484375,999.8098754882812,214.0974314212799,0,40,cgp,mu+lambda,ant,0
41,195.84471130371094,874.3900756835938,991.8243408203125,4.775561332702637,1001.7653198242188,1001.4305419921875,41,1686995312.4408343,713.4552001953125,1001.4910888671875,1000.0636596679688,218.8933322429657,0,41,cgp,mu+lambda,ant,0
42,193.47605895996094,854.5354614257812,969.8656005859375,4.776167392730713,1001.653564453125,1001.4705200195312,42,1686995317.2370508,706.2587890625,1001.5701293945312,999.8726196289062,223.68954873085022,0,42,cgp,mu+lambda,ant,0
43,207.88278198242188,866.2899169921875,981.8922119140625,4.757241725921631,1001.6524658203125,1001.3469848632812,43,1686995322.0309181,760.8951416015625,1001.4439697265625,999.815185546875,228.48341608047485,0,43,cgp,mu+lambda,ant,0
44,198.64004516601562,860.7193603515625,976.8760375976562,4.761229515075684,1001.5714111328125,1001.39453125,44,1686995326.83465,708.506591796875,1001.4027099609375,1000.1229248046875,233.28714799880981,0,44,cgp,mu+lambda,ant,0
45,226.55105590820312,816.7020874023438,942.659912109375,4.757330894470215,1001.5112915039062,1001.4500122070312,45,1686995331.6340709,692.9094848632812,1001.4784545898438,999.9376220703125,238.08656883239746,0,45,cgp,mu+lambda,ant,0
46,175.4515380859375,884.06640625,988.8844604492188,4.7568817138671875,1001.576416015625,1001.50146484375,46,1686995336.432266,819.021728515625,1001.5299682617188,1000.2489013671875,242.88476395606995,0,46,cgp,mu+lambda,ant,0
47,183.43209838867188,875.9577026367188,974.214111328125,4.761565685272217,1001.6952514648438,1001.4548950195312,47,1686995341.232122,798.0286865234375,1001.5634155273438,1000.2884521484375,247.68461990356445,0,47,cgp,mu+lambda,ant,0
48,185.6800537109375,866.6337280273438,971.6528930664062,4.779348850250244,1001.7044677734375,1001.5656127929688,48,1686995346.0299091,725.294677734375,1001.67431640625,1000.6610717773438,252.4824070930481,0,48,cgp,mu+lambda,ant,0
49,193.1097869873047,867.653564453125,990.762451171875,4.7770538330078125,1001.7261962890625,1001.6571044921875,49,1686995350.825527,713.6085815429688,1001.6813354492188,1000.352294921875,257.2780249118805,0,49,cgp,mu+lambda,ant,0
50,209.61497497558594,858.2677001953125,980.2579345703125,4.780170440673828,1001.7283325195312,1001.665771484375,50,1686995355.6231468,705.2088623046875,1001.6728515625,1000.4581298828125,262.0756447315216,0,50,cgp,mu+lambda,ant,0
51,224.4664764404297,822.880615234375,912.2149658203125,4.7795329093933105,1001.7288208007812,1001.71826171875,51,1686995360.421321,704.127685546875,1001.7203369140625,999.9378662109375,266.87381887435913,0,51,cgp,mu+lambda,ant,0
52,223.83822631835938,834.9219970703125,959.001953125,4.778628349304199,1001.7633056640625,1001.5347900390625,52,1686995365.2182927,706.2951049804688,1001.6114501953125,1000.7365112304688,271.67079067230225,0,52,cgp,mu+lambda,ant,0
53,194.7531280517578,867.96484375,980.8192138671875,4.7806196212768555,1001.6256713867188,1001.4185791015625,53,1686995370.0163617,712.204345703125,1001.5811767578125,1000.846923828125,276.4688596725464,0,53,cgp,mu+lambda,ant,0
54,207.5910186767578,871.721435546875,980.97021484375,4.777015209197998,1001.63916015625,1001.2570190429688,54,1686995374.8115282,842.2838745117188,1001.308349609375,999.1213989257812,281.26402616500854,0,54,cgp,mu+lambda,ant,0
55,163.3819122314453,885.7396850585938,975.5638427734375,4.7784810066223145,1001.7925415039062,1001.7232055664062,55,1686995379.6076534,843.719482421875,1001.7650146484375,1000.826171875,286.06015133857727,0,55,cgp,mu+lambda,ant,0
56,190.35415649414062,868.09765625,971.6837158203125,4.77434778213501,1001.857421875,1001.5810546875,56,1686995384.3992655,728.32275390625,1001.5823364257812,1000.8338623046875,290.8517634868622,0,56,cgp,mu+lambda,ant,0
57,201.45037841796875,853.4755249023438,975.22607421875,4.776298999786377,1001.726806640625,1001.4700927734375,57,1686995389.1938426,707.954345703125,1001.5882568359375,1000.6354370117188,295.6463406085968,0,57,cgp,mu+lambda,ant,0
58,185.70068359375,865.1585693359375,967.6224365234375,4.773550510406494,1001.4802856445312,1001.396484375,58,1686995393.9858243,722.7390747070312,1001.4616088867188,998.660888671875,300.4383223056793,0,58,cgp,mu+lambda,ant,0
59,158.1300506591797,878.7809448242188,959.8191528320312,4.7764434814453125,1001.6615600585938,1001.5849609375,59,1686995398.7795022,748.9566650390625,1001.6459350585938,997.036376953125,305.23200011253357,0,59,cgp,mu+lambda,ant,0
60,209.92465209960938,830.099365234375,944.46435546875,4.773029804229736,1001.7435913085938,1001.4508666992188,60,1686995403.5706599,703.2481689453125,1001.5079345703125,999.5704345703125,310.0231578350067,0,60,cgp,mu+lambda,ant,0
61,193.0334014892578,851.9797973632812,958.1778564453125,4.77548885345459,1001.6759643554688,1001.6222534179688,61,1686995408.364142,708.1770629882812,1001.6257934570312,1000.4547119140625,314.8166399002075,0,61,cgp,mu+lambda,ant,0
62,193.2296142578125,862.5770263671875,991.679931640625,4.772964000701904,1002.4122314453125,1001.5297241210938,62,1686995413.1557076,709.38232421875,1001.6414794921875,1000.8406982421875,319.6082055568695,0,62,cgp,mu+lambda,ant,0
63,177.00697326660156,866.972900390625,977.3464965820312,4.768187522888184,1001.9183959960938,1001.5692749023438,63,1686995417.947349,713.2108764648438,1001.6200561523438,1000.4569702148438,324.39984703063965,0,63,cgp,mu+lambda,ant,0
64,242.90591430664062,835.3577880859375,973.1971435546875,4.774912357330322,1001.8095703125,1001.5748901367188,64,1686995422.7405849,708.9068603515625,1001.6063232421875,999.2500610351562,329.19308280944824,0,64,cgp,mu+lambda,ant,0
65,180.16358947753906,873.9691772460938,991.53125,4.777573585510254,1002.2869262695312,1001.600830078125,65,1686995427.535406,707.8902587890625,1001.6167602539062,1000.8251342773438,333.98790407180786,0,65,cgp,mu+lambda,ant,0
66,213.3518829345703,832.3878173828125,968.552490234375,4.773169994354248,1001.7967529296875,1001.5511474609375,66,1686995432.3271356,696.6314086914062,1001.7417602539062,1000.1661376953125,338.7796335220337,0,66,cgp,mu+lambda,ant,0
67,214.40078735351562,857.8528442382812,987.0067138671875,4.771144866943359,1002.2354125976562,1001.6397094726562,67,1686995437.1164343,712.971923828125,1001.7096557617188,1000.5065307617188,343.5689322948456,0,67,cgp,mu+lambda,ant,0
68,161.5980224609375,887.1176147460938,981.3339233398438,4.772926330566406,1001.9279174804688,1001.4705810546875,68,1686995441.9062128,811.6566162109375,1001.4873657226562,1000.507568359375,348.3587107658386,0,68,cgp,mu+lambda,ant,0
69,172.21127319335938,871.8460693359375,980.53564453125,4.772017478942871,1002.4369506835938,1001.6165161132812,69,1686995446.6968005,710.1207275390625,1001.7501831054688,1000.1071166992188,353.14929842948914,0,69,cgp,mu+lambda,ant,0
70,231.64381408691406,838.6759033203125,949.6224975585938,4.77382230758667,1001.900390625,1001.5180053710938,70,1686995451.4888036,708.0996704101562,1001.6461791992188,1000.8692626953125,357.9413015842438,0,70,cgp,mu+lambda,ant,0
71,200.63534545898438,837.4749755859375,942.5969848632812,4.770041465759277,1001.773193359375,1001.4913940429688,71,1686995456.2770936,705.6640014648438,1001.7286376953125,999.0277709960938,362.7295916080475,0,71,cgp,mu+lambda,ant,0
72,236.81114196777344,830.2095947265625,962.1368408203125,4.770273685455322,1002.2853393554688,1001.8350830078125,72,1686995461.0653777,708.5302734375,1001.874755859375,999.2254028320312,367.5178756713867,0,72,cgp,mu+lambda,ant,0
73,208.32498168945312,856.0538330078125,985.7762451171875,4.76955509185791,1002.102783203125,1001.8982543945312,73,1686995465.852911,709.3270263671875,1001.9147338867188,999.587646484375,372.30540895462036,0,73,cgp,mu+lambda,ant,0
74,180.7178955078125,867.9923095703125,981.99755859375,4.761674404144287,1002.0377197265625,1001.5972290039062,74,1686995470.634923,707.5109252929688,1001.9306640625,1000.635498046875,377.08742094039917,0,74,cgp,mu+lambda,ant,0
75,235.99459838867188,872.1557006835938,995.7392578125,4.75264835357666,1002.0862426757812,1002.0195922851562,75,1686995475.4077299,844.3050537109375,1002.0375366210938,1000.796875,381.86022782325745,0,75,cgp,mu+lambda,ant,0
76,203.16769409179688,849.692138671875,968.5096435546875,4.746353626251221,1001.8958129882812,1001.7426147460938,76,1686995480.1754494,710.1854858398438,1001.865234375,1000.8142700195312,386.62794733047485,0,76,cgp,mu+lambda,ant,0
77,213.35162353515625,850.7096557617188,971.5986328125,4.74506139755249,1002.1544189453125,1002.0928344726562,77,1686995484.941554,714.0415649414062,1002.1450805664062,1000.5072021484375,391.394052028656,0,77,cgp,mu+lambda,ant,0
78,199.08949279785156,863.1437377929688,992.4488525390625,4.745700359344482,1002.18017578125,1002.021484375,78,1686995489.7073753,716.036865234375,1002.105712890625,1000.9617919921875,396.1598732471466,0,78,cgp,mu+lambda,ant,0
79,190.95310974121094,867.638916015625,973.4910278320312,4.773560047149658,1002.3450317382812,1002.1943359375,79,1686995494.5016613,766.7403564453125,1002.2586669921875,1000.776123046875,400.95415925979614,0,79,cgp,mu+lambda,ant,0
80,197.24818420410156,857.9065551757812,977.912353515625,4.758635520935059,1002.1664428710938,1002.0325927734375,80,1686995499.2831519,710.2662963867188,1002.1239013671875,999.9967651367188,405.73564982414246,0,80,cgp,mu+lambda,ant,0
81,174.84580993652344,877.1812133789062,991.733642578125,4.752870082855225,1002.166748046875,1002.119140625,81,1686995504.0545287,762.0797119140625,1002.1509399414062,1001.3889770507812,410.5070266723633,0,81,cgp,mu+lambda,ant,0
82,196.19607543945312,849.2604370117188,964.662841796875,4.750879764556885,1002.2998657226562,1002.21826171875,82,1686995508.8251374,713.883056640625,1002.2241821289062,1000.9515380859375,415.27763533592224,0,82,cgp,mu+lambda,ant,0
83,182.1605987548828,865.5748901367188,976.83544921875,4.75083065032959,1002.4603881835938,1002.21533203125,83,1686995513.5958812,721.3087158203125,1002.224609375,1001.4082641601562,420.04837918281555,0,83,cgp,mu+lambda,ant,0
84,216.03204345703125,843.1429443359375,981.08642578125,4.751994609832764,1002.523193359375,1002.2444458007812,84,1686995518.3665895,708.7689208984375,1002.2642211914062,1000.5332641601562,424.8190875053406,0,84,cgp,mu+lambda,ant,0
85,207.103271484375,849.736572265625,964.9622802734375,4.74992561340332,1002.3289184570312,1002.13037109375,85,1686995523.136441,713.89404296875,1002.144775390625,1001.0410766601562,429.5889389514923,0,85,cgp,mu+lambda,ant,0
86,224.75900268554688,832.3746948242188,960.408203125,4.751189231872559,1002.5828857421875,1002.1780395507812,86,1686995527.9070685,699.3905029296875,1002.2642822265625,999.7744140625,434.359566450119,0,86,cgp,mu+lambda,ant,0
87,226.2343292236328,827.8924560546875,953.2923583984375,4.7520060539245605,1002.455078125,1002.1483764648438,87,1686995532.6776922,707.370849609375,1002.1655883789062,1000.4794311523438,439.13019013404846,0,87,cgp,mu+lambda,ant,0
88,218.7804412841797,831.9439697265625,934.60693359375,4.749759197235107,1002.4632568359375,1002.2313842773438,88,1686995537.4473052,706.3576049804688,1002.3192138671875,1001.0698852539062,443.8998031616211,0,88,cgp,mu+lambda,ant,0
89,215.7179412841797,838.997314453125,945.636962890625,4.748701572418213,1002.3051147460938,1002.2005004882812,89,1686995542.216238,703.3333740234375,1002.2698364257812,1001.2503662109375,448.66873598098755,0,89,cgp,mu+lambda,ant,0
90,167.2831573486328,872.0590209960938,957.9149780273438,4.7504143714904785,1002.239501953125,1002.068359375,90,1686995546.9849293,754.6842651367188,1002.10009765625,1000.906494140625,453.4374272823334,0,90,cgp,mu+lambda,ant,0
91,183.03953552246094,859.2379760742188,959.8734130859375,4.750568866729736,1002.2113037109375,1002.15478515625,91,1686995551.7552898,714.0340576171875,1002.1875610351562,1000.5953979492188,458.2077877521515,0,91,cgp,mu+lambda,ant,0
92,160.0112762451172,876.1106567382812,977.004638671875,4.752730846405029,1002.4351196289062,1002.0762329101562,92,1686995556.5274048,709.5249633789062,1002.2536010742188,999.8233642578125,462.9799027442932,0,92,cgp,mu+lambda,ant,0
93,219.16531372070312,846.3856201171875,972.3004150390625,4.753612518310547,1002.9912109375,1002.249267578125,93,1686995561.3006134,712.9649658203125,1002.2785034179688,1000.8369140625,467.7531113624573,0,93,cgp,mu+lambda,ant,0
94,204.70533752441406,879.0340576171875,990.37060546875,4.754297733306885,1002.6919555664062,1002.1386108398438,94,1686995566.0732055,860.194580078125,1002.1624755859375,1001.2022705078125,472.5257034301758,0,94,cgp,mu+lambda,ant,0
95,196.2272491455078,834.3946533203125,895.37353515625,4.753946304321289,1002.5716552734375,1002.3184814453125,95,1686995570.8476186,706.648681640625,1002.5704956054688,1000.981689453125,477.30011653900146,0,95,cgp,mu+lambda,ant,0
96,190.74819946289062,832.372314453125,919.5379638671875,4.74950647354126,1002.46484375,1002.3372192382812,96,1686995575.6171627,692.9727783203125,1002.3803100585938,1000.7425537109375,482.06966066360474,0,96,cgp,mu+lambda,ant,0
97,191.25306701660156,859.6094970703125,969.5957641601562,4.754279136657715,1002.3070068359375,1002.1737670898438,97,1686995580.3907163,707.2532348632812,1002.1751098632812,1001.0910034179688,486.84321427345276,0,97,cgp,mu+lambda,ant,0
98,232.79042053222656,840.8262939453125,982.1461181640625,4.7746477127075195,1002.3034057617188,1002.1738891601562,98,1686995585.1852827,703.0380859375,1002.2345581054688,1001.1219482421875,491.6377806663513,0,98,cgp,mu+lambda,ant,0
99,223.01416015625,838.6304321289062,981.5565185546875,4.7778639793396,1002.8804321289062,1002.2393188476562,99,1686995590.0410876,689.980712890625,1002.309814453125,1000.6777954101562,496.49358558654785,0,99,cgp,mu+lambda,ant,0
100,178.82806396484375,875.120361328125,978.48779296875,4.776248931884766,1002.5563354492188,1002.2483520507812,100,1686995594.8361967,764.252197265625,1002.3853759765625,1001.009521484375,501.28869462013245,0,100,cgp,mu+lambda,ant,0
101,210.96322631835938,855.5087890625,974.6258544921875,4.7753496170043945,1002.0700073242188,1001.9368896484375,101,1686995599.6302032,718.65869140625,1002.0626220703125,998.1510009765625,506.0827012062073,0,101,cgp,mu+lambda,ant,0
102,215.6926727294922,836.3743286132812,956.9605712890625,4.77690315246582,1002.1307373046875,1002.0316162109375,102,1686995604.4262223,706.1572265625,1002.054443359375,1001.2337036132812,510.8787202835083,0,102,cgp,mu+lambda,ant,0
103,235.8984375,827.0983276367188,949.3117065429688,4.77853536605835,1002.27197265625,1002.1724243164062,103,1686995609.2208428,705.7679443359375,1002.1875610351562,1000.0526733398438,515.6733407974243,0,103,cgp,mu+lambda,ant,0
104,208.6752166748047,851.90234375,973.2861328125,4.775487422943115,1002.3272094726562,1002.1492309570312,104,1686995614.0135977,716.9405517578125,1002.3048706054688,1000.9466552734375,520.4660956859589,0,104,cgp,mu+lambda,ant,0
105,212.95953369140625,849.844970703125,974.7867431640625,4.773451805114746,1002.323486328125,1002.2296752929688,105,1686995618.8089204,709.7078857421875,1002.3142700195312,1001.02001953125,525.2614183425903,0,105,cgp,mu+lambda,ant,0
106,184.65687561035156,868.1507568359375,966.527587890625,4.778822422027588,1002.3692016601562,1002.1891479492188,106,1686995623.6066022,762.0806884765625,1002.2567749023438,998.186279296875,530.059100151062,0,106,cgp,mu+lambda,ant,0
107,188.11373901367188,830.9415283203125,923.0211181640625,4.778581619262695,1002.2518310546875,1002.09765625,107,1686995628.4042647,689.8233032226562,1002.12744140625,998.3594970703125,534.8567626476288,0,107,cgp,mu+lambda,ant,0
108,181.76910400390625,864.6968383789062,958.733642578125,4.7759222984313965,1002.8588256835938,1002.246337890625,108,1686995633.199559,759.1934814453125,1002.3534545898438,1000.40283203125,539.6520569324493,0,108,cgp,mu+lambda,ant,0
109,174.3472900390625,875.3656005859375,981.40283203125,4.7779107093811035,1002.2854614257812,1002.2026977539062,109,1686995637.9955256,713.571533203125,1002.2217407226562,998.7177734375,544.448023557663,0,109,cgp,mu+lambda,ant,0
110,242.3386993408203,822.054443359375,948.4246826171875,4.776930332183838,1002.7783813476562,1002.1968994140625,110,1686995642.7911296,706.4633178710938,1002.4932861328125,1001.2528076171875,549.2436275482178,0,110,cgp,mu+lambda,ant,0
111,205.52581787109375,858.90771484375,981.70947265625,4.776882648468018,1003.1312866210938,1002.32275390625,111,1686995647.586761,710.2737426757812,1002.3460693359375,1000.8533935546875,554.0392589569092,0,111,cgp,mu+lambda,ant,0
112,150.8186798095703,893.3262329101562,979.5855712890625,4.774776458740234,1002.3734741210938,1002.0576171875,112,1686995652.3796065,816.5047607421875,1002.2200927734375,1001.0714721679688,558.8321044445038,0,112,cgp,mu+lambda,ant,0
113,222.7628173828125,820.3803100585938,945.9951171875,4.769409656524658,1002.4616088867188,1002.108642578125,113,1686995657.1772978,696.0902099609375,1002.180419921875,1000.0149536132812,563.6297957897186,0,113,cgp,mu+lambda,ant,0
114,162.0747528076172,869.0883178710938,976.1658935546875,4.762629508972168,1002.4221801757812,1002.1614379882812,114,1686995661.97762,710.2586669921875,1002.2032470703125,998.1542358398438,568.4301178455353,0,114,cgp,mu+lambda,ant,0
115,183.4864501953125,873.2826538085938,983.9003295898438,4.76043701171875,1002.5133666992188,1002.2794799804688,115,1686995666.756604,718.2166748046875,1002.3341674804688,1001.13427734375,573.2091019153595,0,115,cgp,mu+lambda,ant,0
116,205.31112670898438,871.8638916015625,986.3936767578125,4.7603960037231445,1002.2044067382812,1002.0975952148438,116,1686995671.5364091,821.347900390625,1002.1386108398438,1001.194091796875,577.9889070987701,0,116,cgp,mu+lambda,ant,0
117,215.0926971435547,867.7592163085938,974.78466796875,4.753818988800049,1002.2581176757812,1002.1757202148438,117,1686995676.3091805,717.8110961914062,1002.179931640625,1001.0235595703125,582.7616784572601,0,117,cgp,mu+lambda,ant,0
118,184.6044464111328,869.4797973632812,974.9122314453125,4.75322151184082,1002.3618774414062,1002.1580810546875,118,1686995681.0811906,725.6761474609375,1002.1596069335938,1001.263916015625,587.533688545227,0,118,cgp,mu+lambda,ant,0
119,198.4171905517578,847.439697265625,953.9033203125,4.749244689941406,1002.1324462890625,1002.0867309570312,119,1686995685.8479412,706.0588989257812,1002.0996704101562,997.8526000976562,592.300439119339,0,119,cgp,mu+lambda,ant,0
120,236.6465606689453,820.1702880859375,965.7591552734375,4.750776290893555,1002.20458984375,1002.145263671875,120,1686995690.6164992,685.0508422851562,1002.1914672851562,1000.580322265625,597.0689971446991,0,120,cgp,mu+lambda,ant,0
