,_timestamp,training.run_id,training.top_k_fit.top_2_fit,training.fitness_std,training.fitness_mean,_step,_runtime,training.generation,training.fitness_median,training.top_k_fit.top_0_fit,training.fitness_1q,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_1_fit,solver,ea,environment,seed
23,1687243208.4812436,6,1005.7699584960938,437.94744873046875,461.7464599609375,23,50.21819257736206,23,228.76556396484375,1006.8294067382812,1002.6575927734375,62.939064025878906,1.4160184860229492,1006.0791625976562,lgp,mu+lambda,hopper,6
24,1687243209.9152594,6,1006.3970336914062,447.17535400390625,433.3310546875,24,51.65220832824707,24,135.3773193359375,1008.5680541992188,1002.5277099609375,54.639739990234375,1.4165037870407104,1007.7955322265625,lgp,mu+lambda,hopper,6
25,1687243211.348668,6,1007.3145751953125,453.1231994628906,462.337890625,25,53.08561706542969,25,153.6803741455078,1007.8313598632812,1002.2891845703125,60.854270935058594,1.4157167673110962,1007.5570678710938,lgp,mu+lambda,hopper,6
26,1687243212.783109,6,1006.8885498046875,437.18121337890625,428.697021484375,26,54.520057916641235,26,177.81350708007812,1014.6976928710938,1002.7654418945312,56.6103515625,1.4164960384368896,1006.9739379882812,lgp,mu+lambda,hopper,6
27,1687243214.2184136,6,1006.1044311523438,429.8063049316406,423.60675048828125,27,55.95536255836487,27,160.37164306640625,1009.7687377929688,1001.6093139648438,65.22854614257812,1.4173043966293335,1007.694091796875,lgp,mu+lambda,hopper,6
28,1687243215.6515276,6,1007.5928955078125,429.34869384765625,403.8908996582031,28,57.388476610183716,28,141.1054229736328,1012.2489624023438,1001.3392333984375,52.433990478515625,1.4153406620025635,1008.3991088867188,lgp,mu+lambda,hopper,6
29,1687243217.073506,6,1008.865966796875,443.07098388671875,436.18682861328125,29,58.810455083847046,29,157.04415893554688,1014.6044311523438,1002.892822265625,56.140052795410156,1.4039965867996216,1010.6950073242188,lgp,mu+lambda,hopper,6
30,1687243218.5058115,6,1006.3887939453125,429.6510925292969,475.63226318359375,30,60.24276041984558,30,221.17715454101562,1007.375732421875,1002.7451171875,84.72216796875,1.4149566888809204,1007.2146606445312,lgp,mu+lambda,hopper,6
31,1687243219.9383898,6,1006.38720703125,428.92974853515625,409.8895263671875,31,61.67533874511719,31,194.2645263671875,1007.1171875,1001.2061767578125,57.62421417236328,1.4144314527511597,1006.4342651367188,lgp,mu+lambda,hopper,6
32,1687243221.3702471,6,1006.6136474609375,448.35498046875,469.32733154296875,32,63.10719609260559,32,192.6311798095703,1018.8026733398438,1002.778076171875,68.1253662109375,1.4152549505233765,1008.2129516601562,lgp,mu+lambda,hopper,6
33,1687243222.801026,6,1006.806640625,440.58917236328125,467.2140808105469,33,64.53797507286072,33,201.76828002929688,1008.7937622070312,1002.6278686523438,66.46016693115234,1.4132052659988403,1008.0504760742188,lgp,mu+lambda,hopper,6
34,1687243224.2344317,6,1008.6299438476562,444.71331787109375,437.71307373046875,34,65.9713807106018,34,140.14227294921875,1011.3731079101562,1003.8896484375,59.23229217529297,1.4154196977615356,1009.3217163085938,lgp,mu+lambda,hopper,6
35,1687243225.668718,6,1007.8040161132812,439.27685546875,422.5113220214844,35,67.4056670665741,35,152.866455078125,1009.984619140625,1002.1715087890625,58.654605865478516,1.416285753250122,1007.9645385742188,lgp,mu+lambda,hopper,6
36,1687243227.1021261,6,1008.1201171875,429.36248779296875,430.1451721191406,36,68.83907508850098,36,154.12588500976562,1008.6455078125,1002.603271484375,72.9944076538086,1.4161673784255981,1008.3146362304688,lgp,mu+lambda,hopper,6
37,1687243228.5362473,6,1007.5748901367188,445.5490417480469,461.2820739746094,37,70.27319622039795,37,182.87315368652344,1011.6395263671875,1003.0177001953125,63.917869567871094,1.416121482849121,1008.5673828125,lgp,mu+lambda,hopper,6
38,1687243229.9695828,6,1006.8380737304688,443.9566955566406,471.65521240234375,38,71.70653176307678,38,203.43702697753906,1007.5369873046875,1002.3009033203125,71.30229187011719,1.415484070777893,1006.9177856445312,lgp,mu+lambda,hopper,6
39,1687243231.4031146,6,1006.5069580078125,416.1584167480469,391.6305236816406,39,73.14006352424622,39,172.1936492919922,1009.1857299804688,1001.096435546875,69.19876861572266,1.4156492948532104,1008.7216796875,lgp,mu+lambda,hopper,6
40,1687243232.8372595,6,1008.0056762695312,427.175537109375,467.23828125,40,74.5742084980011,40,217.50430297851562,1010.4276123046875,1003.19482421875,83.7009506225586,1.4163278341293335,1010.256103515625,lgp,mu+lambda,hopper,6
41,1687243234.2705357,6,1006.9671020507812,434.1639099121094,447.3149108886719,41,76.00748467445374,41,199.87652587890625,1008.82666015625,1002.50634765625,72.21408081054688,1.4152628183364868,1008.2367553710938,lgp,mu+lambda,hopper,6
42,1687243235.7048583,6,1007.8341674804688,444.91796875,522.1861572265625,42,77.44180727005005,42,251.25082397460938,1009.7388305664062,1002.8157958984375,93.31805419921875,1.4167686700820923,1008.740478515625,lgp,mu+lambda,hopper,6
43,1687243237.1382866,6,1009.6011352539062,442.5386657714844,486.6100769042969,43,78.87523555755615,43,213.3712158203125,1016.4771118164062,1002.4071044921875,76.12171936035156,1.4165871143341064,1013.3594360351562,lgp,mu+lambda,hopper,6
44,1687243238.5715373,6,1011.6740112304688,441.7804870605469,533.6138916015625,44,80.30848622322083,44,337.21234130859375,1020.7222290039062,1004.5206298828125,86.67694091796875,1.4154187440872192,1013.401611328125,lgp,mu+lambda,hopper,6
45,1687243240.0058362,6,1009.044677734375,445.77227783203125,556.4695434570312,45,81.74278521537781,45,552.9156494140625,1020.9577026367188,1004.51953125,93.47174072265625,1.4156925678253174,1010.6610107421875,lgp,mu+lambda,hopper,6
46,1687243241.438854,6,1009.796142578125,441.3405456542969,502.98236083984375,46,83.1758029460907,46,250.79705810546875,1019.660888671875,1001.4471435546875,79.5618896484375,1.4152411222457886,1013.6971435546875,lgp,mu+lambda,hopper,6
47,1687243242.8729446,6,1008.7609252929688,452.98406982421875,530.461181640625,47,84.60989356040955,47,338.0018310546875,1015.211181640625,1004.0875244140625,68.63053131103516,1.4165549278259277,1009.956787109375,lgp,mu+lambda,hopper,6
48,1687243244.305655,6,1008.8587036132812,429.7980651855469,482.7225646972656,48,86.04260396957397,48,248.4501953125,1017.5426635742188,1003.5821533203125,81.771484375,1.4150453805923462,1010.447265625,lgp,mu+lambda,hopper,6
49,1687243245.7383378,6,1010.38916015625,432.3080749511719,459.5836486816406,49,87.47528672218323,49,202.78903198242188,1013.2488403320312,1002.3674926757812,80.64604187011719,1.4148722887039185,1012.6004638671875,lgp,mu+lambda,hopper,6
50,1687243247.1707592,6,1009.934326171875,441.4639892578125,470.8199768066406,50,88.90770816802979,50,174.778076171875,1011.42724609375,1003.4829711914062,77.25838470458984,1.4144432544708252,1011.3079223632812,lgp,mu+lambda,hopper,6
51,1687243248.594716,6,1014.1572265625,446.6273498535156,497.4693603515625,51,90.3316650390625,51,238.19741821289062,1019.9127197265625,1004.0990600585938,70.63478088378906,1.4061501026153564,1014.4437866210938,lgp,mu+lambda,hopper,6
52,1687243250.0265794,6,1013.7633666992188,431.97271728515625,485.1555480957031,52,91.76352834701538,52,221.3491668701172,1016.9190063476562,1001.9994506835938,82.11618041992188,1.4140087366104126,1015.2538452148438,lgp,mu+lambda,hopper,6
53,1687243251.4579127,6,1014.9552001953125,449.1592712402344,456.43865966796875,53,93.19486165046692,53,147.84678649902344,1023.525146484375,1003.5433349609375,57.3016242980957,1.415018081665039,1015.8585205078125,lgp,mu+lambda,hopper,6
54,1687243252.8883648,6,1010.95458984375,447.0981750488281,472.4085388183594,54,94.6253137588501,54,212.74935913085938,1018.1640014648438,1004.2042846679688,61.44598388671875,1.4130903482437134,1012.4991455078125,lgp,mu+lambda,hopper,6
55,1687243254.3220422,6,1011.5267944335938,435.61993408203125,446.6525573730469,55,96.05899119377136,55,207.12496948242188,1016.0872192382812,1003.91015625,71.53480529785156,1.415830373764038,1011.8522338867188,lgp,mu+lambda,hopper,6
56,1687243255.7556198,6,1010.7118530273438,425.3793640136719,377.96392822265625,56,97.49256873130798,56,106.172607421875,1013.0419311523438,1001.7197265625,62.28017807006836,1.4153907299041748,1011.0446166992188,lgp,mu+lambda,hopper,6
57,1687243257.18874,6,1009.2283935546875,428.8944396972656,402.1737365722656,57,98.92568898200989,57,130.15737915039062,1011.5800170898438,1003.533447265625,64.6390380859375,1.4157551527023315,1010.4381713867188,lgp,mu+lambda,hopper,6
58,1687243258.6228101,6,1013.9163818359375,455.0700378417969,487.1985168457031,58,100.35975909233093,58,198.97817993164062,1015.9869384765625,1004.3321533203125,61.49696350097656,1.4164472818374634,1014.1060791015625,lgp,mu+lambda,hopper,6
59,1687243260.0558228,6,1010.478759765625,458.4697265625,451.85546875,59,101.79277181625366,59,134.76393127441406,1016.1892700195312,1005.4525146484375,55.85121536254883,1.4148640632629395,1013.6363525390625,lgp,mu+lambda,hopper,6
60,1687243261.4890897,6,1008.7401733398438,435.789306640625,444.9836730957031,60,103.22603869438171,60,161.55911254882812,1010.8025512695312,1003.60302734375,60.575775146484375,1.4156110286712646,1009.1245727539062,lgp,mu+lambda,hopper,6
61,1687243262.9225328,6,1014.955078125,447.16375732421875,443.12640380859375,61,104.65948176383972,61,145.03683471679688,1017.5086669921875,1004.1028442382812,60.891536712646484,1.4158390760421753,1015.1600341796875,lgp,mu+lambda,hopper,6
62,1687243264.3549812,6,1010.663330078125,448.5711364746094,463.8009948730469,62,106.09193015098572,62,195.69058227539062,1021.16455078125,1004.1231079101562,53.95823287963867,1.414440631866455,1012.0756225585938,lgp,mu+lambda,hopper,6
63,1687243265.7866523,6,1012.4580078125,461.0061950683594,506.5417175292969,63,107.52360129356384,63,225.19732666015625,1014.8615112304688,1004.614013671875,64.48897552490234,1.4138332605361938,1014.050048828125,lgp,mu+lambda,hopper,6
64,1687243267.2188423,6,1012.3047485351562,443.8737487792969,440.2043151855469,64,108.95579123497009,64,188.1099090576172,1018.1424560546875,1001.1104736328125,59.23634719848633,1.4164576530456543,1016.7164306640625,lgp,mu+lambda,hopper,6
65,1687243268.6535223,6,1011.2564697265625,452.9463195800781,505.2276306152344,65,110.39047122001648,65,209.19720458984375,1015.7321166992188,1003.69677734375,58.376609802246094,1.4172272682189941,1011.6743774414062,lgp,mu+lambda,hopper,6
66,1687243270.087472,6,1011.5430908203125,445.48931884765625,462.2504577636719,66,111.82442092895508,66,179.68917846679688,1018.0015869140625,1004.688720703125,69.42857360839844,1.4158117771148682,1014.6239624023438,lgp,mu+lambda,hopper,6
67,1687243271.5204566,6,1014.2097778320312,449.0813903808594,460.80950927734375,67,113.25740551948547,67,166.35269165039062,1016.30322265625,1003.8182983398438,63.262290954589844,1.4150407314300537,1016.0166625976562,lgp,mu+lambda,hopper,6
68,1687243272.953603,6,1012.9630126953125,454.9433288574219,484.51171875,68,114.69055199623108,68,151.5711669921875,1019.0654907226562,1004.435791015625,60.916717529296875,1.4158738851547241,1016.1425170898438,lgp,mu+lambda,hopper,6
69,1687243274.3873694,6,1016.5201416015625,442.6299743652344,445.9869384765625,69,116.12431836128235,69,186.15341186523438,1022.6558837890625,1006.05224609375,63.261478424072266,1.4159409999847412,1016.548828125,lgp,mu+lambda,hopper,6
70,1687243275.820231,6,1014.142333984375,438.1831359863281,408.8150939941406,70,117.55717992782593,70,112.16096496582031,1017.977783203125,1001.2941284179688,56.71758270263672,1.4146013259887695,1015.2124633789062,lgp,mu+lambda,hopper,6
71,1687243277.2512612,6,1011.2882080078125,434.29022216796875,387.64739990234375,71,118.98821020126343,71,113.00385284423828,1025.224853515625,1000.6707763671875,54.22454833984375,1.4132124185562134,1014.2557373046875,lgp,mu+lambda,hopper,6
72,1687243278.6840734,6,1013.5763549804688,443.1099853515625,529.4281005859375,72,120.42102241516113,72,337.19293212890625,1018.0604858398438,1005.74755859375,87.72376251220703,1.415199875831604,1015.4258422851562,lgp,mu+lambda,hopper,6
73,1687243280.1160462,6,1017.625244140625,449.4193115234375,472.86517333984375,73,121.85299515724182,73,181.71072387695312,1025.228271484375,1004.5302734375,62.9404296875,1.4139608144760132,1019.9636840820312,lgp,mu+lambda,hopper,6
74,1687243281.550092,6,1015.135498046875,448.6165466308594,466.8326416015625,74,123.2870409488678,74,179.27200317382812,1019.4628295898438,1004.125,60.76557159423828,1.4176146984100342,1018.9999389648438,lgp,mu+lambda,hopper,6
75,1687243282.9836404,6,1017.1864624023438,444.1629638671875,465.1058349609375,75,124.72058939933777,75,214.878662109375,1020.8377685546875,1004.5396118164062,58.92144775390625,1.415418267250061,1018.54150390625,lgp,mu+lambda,hopper,6
76,1687243284.417584,6,1016.6419067382812,446.59368896484375,468.69232177734375,76,126.15453290939331,76,168.4483642578125,1021.1550903320312,1004.6986694335938,60.320228576660156,1.4164221286773682,1017.2625732421875,lgp,mu+lambda,hopper,6
77,1687243285.8512607,6,1016.836669921875,427.6303405761719,368.9100036621094,77,127.58820962905884,77,97.71145629882812,1018.9886474609375,981.799072265625,47.002716064453125,1.4158047437667847,1017.7401733398438,lgp,mu+lambda,hopper,6
78,1687243287.281705,6,1016.1640014648438,446.95697021484375,519.8160400390625,78,129.0186538696289,78,242.8468780517578,1017.6884765625,1005.0238647460938,68.26727294921875,1.4129732847213745,1016.1799926757812,lgp,mu+lambda,hopper,6
79,1687243288.7155893,6,1009.4817504882812,448.7747802734375,467.5802307128906,79,130.45253825187683,79,165.8437042236328,1010.2146606445312,1004.5426635742188,57.344635009765625,1.416480302810669,1009.66748046875,lgp,mu+lambda,hopper,6
80,1687243290.148992,6,1014.2924194335938,449.0198974609375,496.40350341796875,80,131.88594102859497,80,243.01800537109375,1018.7185668945312,1004.7886962890625,66.89273834228516,1.4150809049606323,1014.3206176757812,lgp,mu+lambda,hopper,6
81,1687243291.5720828,6,1014.8115844726562,458.05242919921875,486.7965393066406,81,133.3090317249298,81,154.76345825195312,1017.9395141601562,1004.3768310546875,53.13813018798828,1.4060624837875366,1015.6151123046875,lgp,mu+lambda,hopper,6
82,1687243293.0041008,6,1014.0844116210938,457.6193542480469,525.6550903320312,82,134.74104976654053,82,275.91693115234375,1015.5242309570312,1007.4664916992188,65.2983169555664,1.4144474267959595,1014.812744140625,lgp,mu+lambda,hopper,6
83,1687243294.4361968,6,1012.6754760742188,448.3531188964844,483.66607666015625,83,136.1731457710266,83,186.88568115234375,1016.9497680664062,1004.383056640625,66.73423767089844,1.4142651557922363,1016.0942993164062,lgp,mu+lambda,hopper,6
84,1687243295.8682184,6,1016.8914184570312,462.7632141113281,485.8370056152344,84,137.60516738891602,84,195.4530029296875,1022.0494995117188,1003.7197265625,50.27724838256836,1.4145557880401611,1017.7477416992188,lgp,mu+lambda,hopper,6
85,1687243297.298748,6,1015.7869262695312,452.71453857421875,480.4153747558594,85,139.0356969833374,85,182.3604278564453,1020.7214965820312,1005.7295532226562,53.6634521484375,1.4145159721374512,1017.879150390625,lgp,mu+lambda,hopper,6
86,1687243298.7328022,6,1019.0382690429688,444.4501953125,418.86517333984375,86,140.46975111961365,86,110.70309448242188,1022.8036499023438,1000.6925048828125,54.33768844604492,1.4161934852600098,1021.8521118164062,lgp,mu+lambda,hopper,6
87,1687243300.1661005,6,1017.5855712890625,454.6421813964844,507.1501770019531,87,141.90304946899414,87,230.28402709960938,1026.0191650390625,1005.02685546875,70.2039794921875,1.4156403541564941,1022.5458984375,lgp,mu+lambda,hopper,6
88,1687243301.6003187,6,1013.7305908203125,443.0025939941406,466.2988586425781,88,143.3372676372528,88,175.782958984375,1017.336181640625,1003.1804809570312,67.10194396972656,1.416338562965393,1014.1537475585938,lgp,mu+lambda,hopper,6
89,1687243303.0256648,6,1015.8724975585938,453.92156982421875,456.2889404296875,89,144.76261377334595,89,144.17694091796875,1018.9537963867188,1003.5381469726562,51.01630401611328,1.4074499607086182,1016.8333129882812,lgp,mu+lambda,hopper,6
90,1687243304.457353,6,1014.9465942382812,432.4393005371094,642.9525756835938,90,146.19430208206177,90,985.5067138671875,1016.9102783203125,1005.8076782226562,113.12554931640625,1.4140809774398804,1015.3731689453125,lgp,mu+lambda,hopper,6
91,1687243305.8891685,6,1012.2619018554688,439.06036376953125,489.2310791015625,91,147.62611746788025,91,206.03268432617188,1016.711669921875,1000.7860107421875,74.91625213623047,1.4138271808624268,1014.6459350585938,lgp,mu+lambda,hopper,6
92,1687243307.318386,6,1014.891845703125,437.0941467285156,436.244140625,92,149.05533504486084,92,186.88084411621094,1021.02099609375,1002.2191772460938,57.98040008544922,1.4125285148620605,1016.991943359375,lgp,mu+lambda,hopper,6
93,1687243308.7230093,6,1016.4818115234375,438.9073181152344,418.74420166015625,93,150.45995831489563,93,129.44471740722656,1025.88427734375,1002.0582275390625,60.364784240722656,1.389281988143921,1017.1962280273438,lgp,mu+lambda,hopper,6
94,1687243310.1297488,6,1017.0535278320312,445.69842529296875,503.7066955566406,94,151.86669778823853,94,237.07379150390625,1017.4597778320312,1003.9921264648438,70.93507385253906,1.38974130153656,1017.4013061523438,lgp,mu+lambda,hopper,6
95,1687243311.5342577,6,1012.082763671875,450.14068603515625,481.04315185546875,95,153.27120661735535,95,215.51202392578125,1014.6900634765625,1006.2168579101562,62.828948974609375,1.389728307723999,1014.011962890625,lgp,mu+lambda,hopper,6
96,1687243312.939998,6,1011.8237915039062,459.5879211425781,483.38995361328125,96,154.67694687843323,96,194.77474975585938,1016.4386596679688,1004.9551391601562,55.05999755859375,1.3910843133926392,1016.3908081054688,lgp,mu+lambda,hopper,6
97,1687243314.355334,6,1016.9944458007812,456.0975646972656,477.73052978515625,97,156.0922830104828,97,185.35801696777344,1018.34326171875,1004.7534790039062,58.556297302246094,1.4007223844528198,1018.3045654296875,lgp,mu+lambda,hopper,6
98,1687243315.783621,6,1016.1683959960938,453.98040771484375,501.0643615722656,98,157.52057003974915,98,190.93328857421875,1020.4979248046875,1005.9598999023438,69.92853546142578,1.4104517698287964,1017.6024169921875,lgp,mu+lambda,hopper,6
99,1687243317.2110553,6,1015.5589599609375,454.0106201171875,535.005126953125,99,158.94800424575806,99,313.43182373046875,1022.8369750976562,1004.9189453125,70.26465606689453,1.4079688787460327,1017.73193359375,lgp,mu+lambda,hopper,6
100,1687243318.6411173,6,1014.3607788085938,453.1556091308594,519.4246215820312,100,160.37806630134583,100,242.40953063964844,1017.7161865234375,1007.5158081054688,76.20352935791016,1.4126663208007812,1016.1676025390625,lgp,mu+lambda,hopper,6
101,1687243320.070502,6,1014.9058837890625,443.13824462890625,501.1022033691406,101,161.80745100975037,101,229.2616424560547,1016.7967529296875,1004.901611328125,71.38125610351562,1.4114022254943848,1016.35205078125,lgp,mu+lambda,hopper,6
102,1687243321.5006843,6,1014.1749267578125,442.6134338378906,512.3071899414062,102,163.237633228302,102,272.12750244140625,1019.454345703125,1005.2409057617188,91.2461166381836,1.4126243591308594,1016.5282592773438,lgp,mu+lambda,hopper,6
103,1687243322.9303613,6,1019.5506591796875,456.48089599609375,507.95404052734375,103,164.66731023788452,103,220.363525390625,1021.4765014648438,1006.279052734375,62.06880187988281,1.4117860794067383,1020.5977172851562,lgp,mu+lambda,hopper,6
104,1687243324.3610475,6,1016.1643676757812,445.4783020019531,493.8373718261719,104,166.09799647331238,104,182.64874267578125,1021.8903198242188,1002.738037109375,82.54933166503906,1.412739872932434,1016.970947265625,lgp,mu+lambda,hopper,6
105,1687243325.792858,6,1017.9265747070312,456.69512939453125,512.489990234375,105,167.5298068523407,105,195.06349182128906,1021.5458984375,1006.0794677734375,67.32270050048828,1.4142744541168213,1019.5335693359375,lgp,mu+lambda,hopper,6
106,1687243327.2245107,6,1011.396240234375,450.53570556640625,463.58050537109375,106,168.96145963668823,106,144.79049682617188,1013.4227294921875,1004.712646484375,63.19795227050781,1.415094017982483,1012.6480102539062,lgp,mu+lambda,hopper,6
107,1687243328.796263,6,1014.0706787109375,446.6512756347656,502.531005859375,107,170.53321194648743,107,258.00579833984375,1016.3980102539062,1003.5670776367188,83.37918853759766,1.5570878982543945,1016.1347045898438,lgp,mu+lambda,hopper,6
108,1687243330.2750492,6,1014.69482421875,459.7760925292969,497.6484375,108,172.0119981765747,108,163.5230712890625,1015.1110229492188,1006.8446044921875,67.21995544433594,1.4643445014953613,1014.90625,lgp,mu+lambda,hopper,6
109,1687243331.727007,6,1014.6427001953125,440.6017761230469,446.4390563964844,109,173.46395587921143,109,171.46786499023438,1015.244384765625,1005.5099487304688,67.56275177001953,1.4375032186508179,1014.7927856445312,lgp,mu+lambda,hopper,6
110,1687243333.1706686,6,1015.3357543945312,452.0679626464844,494.4485778808594,110,174.90761756896973,110,204.0636444091797,1019.5220336914062,1007.8154907226562,73.89425659179688,1.4289512634277344,1017.4306640625,lgp,mu+lambda,hopper,6
111,1687243334.635758,6,1013.424560546875,445.5650634765625,514.8364868164062,111,176.3727068901062,111,229.99978637695312,1015.5477294921875,1007.2659912109375,84.230224609375,1.4429244995117188,1013.885009765625,lgp,mu+lambda,hopper,6
112,1687243336.1338701,6,1015.6820068359375,445.9366149902344,434.80810546875,112,177.87081909179688,112,149.18817138671875,1021.4224243164062,1005.734375,49.515201568603516,1.476834774017334,1017.5009155273438,lgp,mu+lambda,hopper,6
113,1687243337.6161125,6,1014.852294921875,439.4678039550781,429.1444396972656,113,179.3530614376068,113,142.34593200683594,1019.9126586914062,1006.7446899414062,71.24470520019531,1.4676538705825806,1019.274169921875,lgp,mu+lambda,hopper,6
114,1687243339.0786529,6,1017.3435668945312,434.7425537109375,394.6717529296875,114,180.8156018257141,114,124.172119140625,1022.733642578125,1003.3763427734375,55.88438034057617,1.4479857683181763,1020.3877563476562,lgp,mu+lambda,hopper,6
115,1687243340.529519,6,1018.5396118164062,438.4108581542969,478.4599914550781,115,182.2664680480957,115,209.49929809570312,1021.0339965820312,1007.8660888671875,87.75625610351562,1.4364341497421265,1019.5481567382812,lgp,mu+lambda,hopper,6
116,1687243341.9782977,6,1019.5214233398438,448.2822265625,452.0939025878906,116,183.71524667739868,116,173.03607177734375,1023.7584228515625,1008.927490234375,65.63243103027344,1.4358625411987305,1021.308349609375,lgp,mu+lambda,hopper,6
