,training.top_k_fit.top_2_fit,_runtime,training.evaluation_time,training.top_k_fit.top_1_fit,training.fitness_1q,training.fitness_mean,training.top_k_fit.top_0_fit,_timestamp,training.generation,training.fitness_std,training.fitness_median,_step,training.run_id,training.fitness_3q,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
167,1096.95166015625,294.4764497280121,1.650991439819336,1099.2039794921875,856.518798828125,381.6369323730469,1101.545166015625,1687241762.0108147,167,412.83343505859375,127.27523803710938,167,9,71.89715576171875,lgp,mu+lambda,reward,walker2d,9,16700,1101.545166015625,1099.2039794921875,1096.95166015625
168,1099.69677734375,296.1483476161957,1.652065396308899,1100.8653564453125,434.81719970703125,350.230224609375,1113.5877685546875,1687241763.6827126,168,404.54833984375,138.34454345703125,168,9,62.91268539428711,lgp,mu+lambda,reward,walker2d,9,16800,1113.5877685546875,1100.8653564453125,1099.69677734375
169,1104.0313720703125,297.818400144577,1.6500904560089111,1108.3734130859375,696.1589965820312,358.43310546875,1128.322265625,1687241765.352765,169,413.6325988769531,149.4746551513672,169,9,61.6468620300293,lgp,mu+lambda,reward,walker2d,9,16900,1128.322265625,1108.3734130859375,1104.0313720703125
170,1099.9384765625,299.48910188674927,1.6533663272857666,1103.6339111328125,1004.197998046875,396.8991394042969,1151.970458984375,1687241767.0234668,170,427.5329895019531,156.80169677734375,170,9,78.98655700683594,lgp,mu+lambda,reward,walker2d,9,17000,1151.970458984375,1103.6339111328125,1099.9384765625
171,1095.9635009765625,301.15991735458374,1.652846097946167,1099.9000244140625,1006.1426391601562,423.0066833496094,1111.3948974609375,1687241768.6942823,171,428.1937255859375,183.85850524902344,171,9,75.4596939086914,lgp,mu+lambda,reward,walker2d,9,17100,1111.3948974609375,1099.9000244140625,1095.9635009765625
172,1089.831298828125,302.8287920951843,1.6519533395767212,1089.913330078125,983.11181640625,380.681396484375,1098.1458740234375,1687241770.363157,172,426.10546875,125.42990112304688,172,9,63.78960418701172,lgp,mu+lambda,reward,walker2d,9,17200,1098.1458740234375,1089.913330078125,1089.831298828125
173,1091.1705322265625,304.501718044281,1.654805302619934,1096.517822265625,703.947021484375,375.8291320800781,1107.5738525390625,1687241772.036083,173,407.47381591796875,159.7032012939453,173,9,75.97193908691406,lgp,mu+lambda,reward,walker2d,9,17300,1107.5738525390625,1096.517822265625,1091.1705322265625
174,1095.2486572265625,306.173211812973,1.6533640623092651,1098.2545166015625,969.1043090820312,378.2169494628906,1100.781494140625,1687241773.7075768,174,421.63494873046875,127.57009887695312,174,9,76.18045043945312,lgp,mu+lambda,reward,walker2d,9,17400,1100.781494140625,1098.2545166015625,1095.2486572265625
175,1097.838623046875,307.8444731235504,1.6531476974487305,1104.224365234375,1009.79931640625,439.21319580078125,1111.130615234375,1687241775.378838,175,437.9634094238281,154.6711883544922,175,9,76.59698486328125,lgp,mu+lambda,reward,walker2d,9,17500,1111.130615234375,1104.224365234375,1097.838623046875
176,1094.3018798828125,309.5161817073822,1.6523549556732178,1099.2926025390625,1010.1768798828125,401.2415466308594,1113.6561279296875,1687241777.0505466,176,425.7867736816406,163.13479614257812,176,9,75.52640533447266,lgp,mu+lambda,reward,walker2d,9,17600,1113.6561279296875,1099.2926025390625,1094.3018798828125
177,1097.884521484375,311.18778586387634,1.6520819664001465,1098.29541015625,998.082763671875,379.3081970214844,1102.115966796875,1687241778.7221508,177,434.1846923828125,117.57420349121094,177,9,75.20972442626953,lgp,mu+lambda,reward,walker2d,9,17700,1102.115966796875,1098.29541015625,1097.884521484375
178,1096.994873046875,312.8580803871155,1.6508495807647705,1097.4122314453125,488.2226257324219,351.5133056640625,1114.6409912109375,1687241780.3924453,178,405.8038024902344,109.37712097167969,178,9,71.7660140991211,lgp,mu+lambda,reward,walker2d,9,17800,1114.6409912109375,1097.4122314453125,1096.994873046875
179,1094.6231689453125,314.52870440483093,1.6507503986358643,1099.4921875,1002.2015991210938,422.55706787109375,1101.52685546875,1687241782.0630693,179,430.9613342285156,160.16400146484375,179,9,75.772216796875,lgp,mu+lambda,reward,walker2d,9,17900,1101.52685546875,1099.4921875,1094.6231689453125
180,1100.59130859375,316.20018887519836,1.6518421173095703,1104.5218505859375,1002.4096069335938,396.3327331542969,1105.6993408203125,1687241783.7345538,180,429.34259033203125,131.64462280273438,180,9,81.85528564453125,lgp,mu+lambda,reward,walker2d,9,18000,1105.6993408203125,1104.5218505859375,1100.59130859375
181,1091.715576171875,317.87040877342224,1.6519266366958618,1092.833740234375,1007.919677734375,370.4149169921875,1096.1014404296875,1687241785.4047737,181,429.4834289550781,124.50372314453125,181,9,72.56466674804688,lgp,mu+lambda,reward,walker2d,9,18100,1096.1014404296875,1092.833740234375,1091.715576171875
182,1102.369140625,319.5423836708069,1.6526439189910889,1105.794921875,1065.58642578125,436.2875671386719,1107.94775390625,1687241787.0767486,182,445.6529541015625,171.98089599609375,182,9,75.6871337890625,lgp,mu+lambda,reward,walker2d,9,18200,1107.94775390625,1105.794921875,1102.369140625
183,1104.8944091796875,321.2129774093628,1.651435136795044,1107.0989990234375,514.0411376953125,345.0421142578125,1110.347900390625,1687241788.7473423,183,419.7437744140625,107.31315612792969,183,9,68.91173553466797,lgp,mu+lambda,reward,walker2d,9,18300,1110.347900390625,1107.0989990234375,1104.8944091796875
184,1095.2843017578125,322.88407039642334,1.650973916053772,1098.4775390625,1012.9767456054688,423.3556823730469,1105.3458251953125,1687241790.4184353,184,445.62066650390625,152.46881103515625,184,9,69.02967834472656,lgp,mu+lambda,reward,walker2d,9,18400,1105.3458251953125,1098.4775390625,1095.2843017578125
185,1103.4923095703125,324.554119348526,1.651144027709961,1105.8189697265625,1005.9645385742188,369.6572570800781,1107.1295166015625,1687241792.0884843,185,427.4865417480469,115.90719604492188,185,9,68.18778228759766,lgp,mu+lambda,reward,walker2d,9,18500,1107.1295166015625,1105.8189697265625,1103.4923095703125
186,1110.743408203125,326.2263741493225,1.6527273654937744,1111.312744140625,474.98663330078125,355.56207275390625,1111.87548828125,1687241793.760739,186,416.2735900878906,118.67718505859375,186,9,74.85836791992188,lgp,mu+lambda,reward,walker2d,9,18600,1111.87548828125,1111.312744140625,1110.743408203125
187,1097.9342041015625,327.89608669281006,1.650000810623169,1099.67822265625,718.964111328125,359.86187744140625,1102.3956298828125,1687241795.4304516,187,418.23687744140625,132.93170166015625,187,9,70.20748901367188,lgp,mu+lambda,reward,walker2d,9,18700,1102.3956298828125,1099.67822265625,1097.9342041015625
188,1101.1380615234375,329.56806802749634,1.6522778272628784,1111.0552978515625,503.7928466796875,-647.0252075195312,1111.7713623046875,1687241797.102433,188,9993.62890625,135.68157958984375,188,9,72.4462890625,lgp,mu+lambda,reward,walker2d,9,18800,1111.7713623046875,1111.0552978515625,1101.1380615234375
189,1108.440673828125,331.23729395866394,1.6497645378112793,1111.015625,1008.7152709960938,419.9931945800781,1113.14794921875,1687241798.771659,189,431.1651306152344,188.89578247070312,189,9,72.96309661865234,lgp,mu+lambda,reward,walker2d,9,18900,1113.14794921875,1111.015625,1108.440673828125
190,1100.6080322265625,332.90707755088806,1.6516715288162231,1105.5540771484375,1009.1266479492188,403.2643737792969,1106.880126953125,1687241800.4414425,190,431.83819580078125,134.38983154296875,190,9,71.16036987304688,lgp,mu+lambda,reward,walker2d,9,19000,1106.880126953125,1105.5540771484375,1100.6080322265625
191,1090.4344482421875,334.57835841178894,1.6525448560714722,1091.0572509765625,748.4313354492188,394.5650634765625,1107.8065185546875,1687241802.1127234,191,412.2145690917969,179.27294921875,191,9,85.7055892944336,lgp,mu+lambda,reward,walker2d,9,19100,1107.8065185546875,1091.0572509765625,1090.4344482421875
192,1099.9459228515625,336.24852442741394,1.6507333517074585,1100.1129150390625,1009.6197509765625,418.08734130859375,1106.9202880859375,1687241803.7828894,192,437.7509765625,154.08648681640625,192,9,71.52980041503906,lgp,mu+lambda,reward,walker2d,9,19200,1106.9202880859375,1100.1129150390625,1099.9459228515625
193,1100.4638671875,337.9193196296692,1.6512153148651123,1105.0565185546875,725.9522094726562,367.4098205566406,1106.28564453125,1687241805.4536846,193,418.0491638183594,125.90286254882812,193,9,74.99053192138672,lgp,mu+lambda,reward,walker2d,9,19300,1106.28564453125,1105.0565185546875,1100.4638671875
194,1103.2813720703125,339.59076023101807,1.651739239692688,1108.2838134765625,769.812255859375,386.8143005371094,1109.1651611328125,1687241807.1251252,194,418.67779541015625,154.97894287109375,194,9,77.0300521850586,lgp,mu+lambda,reward,walker2d,9,19400,1109.1651611328125,1108.2838134765625,1103.2813720703125
195,1104.009033203125,341.2629063129425,1.6519384384155273,1107.045654296875,1007.4580078125,406.0247497558594,1111.7550048828125,1687241808.7972713,195,447.3243103027344,126.46853637695312,195,9,71.49526977539062,lgp,mu+lambda,reward,walker2d,9,19500,1111.7550048828125,1107.045654296875,1104.009033203125
196,1096.972900390625,342.9331548213959,1.6504275798797607,1099.37890625,1006.039306640625,406.79052734375,1105.166748046875,1687241810.4675198,196,435.5923156738281,122.293701171875,196,9,70.71268463134766,lgp,mu+lambda,reward,walker2d,9,19600,1105.166748046875,1099.37890625,1096.972900390625
197,1099.829833984375,344.6057143211365,1.652039647102356,1103.1630859375,1025.8997802734375,-567.419677734375,1108.4837646484375,1687241812.1400793,197,10003.28515625,160.71519470214844,197,9,73.8631591796875,lgp,mu+lambda,reward,walker2d,9,19700,1108.4837646484375,1103.1630859375,1099.829833984375
198,1100.93701171875,346.27656960487366,1.6515365839004517,1105.746826171875,908.611328125,392.70556640625,1109.7928466796875,1687241813.8109345,198,422.1799621582031,141.58331298828125,198,9,69.10004425048828,lgp,mu+lambda,reward,walker2d,9,19800,1109.7928466796875,1105.746826171875,1100.93701171875
199,1101.5714111328125,347.9478540420532,1.6511024236679077,1101.7210693359375,740.7239990234375,357.5307312011719,1105.026611328125,1687241815.482219,199,425.1645812988281,118.61549377441406,199,9,75.3076171875,lgp,mu+lambda,reward,walker2d,9,19900,1105.026611328125,1101.7210693359375,1101.5714111328125
200,1093.1466064453125,349.6190731525421,1.6521027088165283,1095.8731689453125,1006.0501098632812,411.3305358886719,1099.2882080078125,1687241817.153438,200,434.0925598144531,140.98281860351562,200,9,73.80677032470703,lgp,mu+lambda,reward,walker2d,9,20000,1099.2882080078125,1095.8731689453125,1093.1466064453125
201,1097.6595458984375,351.2892129421234,1.651232361793518,1099.0068359375,1003.8344116210938,396.16070556640625,1099.3077392578125,1687241818.823578,201,434.3649597167969,122.11551666259766,201,9,68.7568588256836,lgp,mu+lambda,reward,walker2d,9,20100,1099.3077392578125,1099.0068359375,1097.6595458984375
202,1102.3135986328125,352.95912194252014,1.6511253118515015,1102.6180419921875,441.30609130859375,338.7586364746094,1108.170654296875,1687241820.493487,202,419.4788513183594,103.21331024169922,202,9,67.3828125,lgp,mu+lambda,reward,walker2d,9,20200,1108.170654296875,1102.6180419921875,1102.3135986328125
203,1102.759521484375,354.63098216056824,1.6522959470748901,1103.248291015625,817.5257568359375,371.6239318847656,1104.1361083984375,1687241822.165347,203,425.1657409667969,118.88453674316406,203,9,64.7681655883789,lgp,mu+lambda,reward,walker2d,9,20300,1104.1361083984375,1103.248291015625,1102.759521484375
204,1104.3333740234375,356.30186772346497,1.6508885622024536,1107.1727294921875,741.6143798828125,373.7644348144531,1111.7451171875,1687241823.8362327,204,415.779296875,151.56591796875,204,9,75.101806640625,lgp,mu+lambda,reward,walker2d,9,20400,1111.7451171875,1107.1727294921875,1104.3333740234375
205,1093.641845703125,357.97257375717163,1.650961995124817,1095.370849609375,1013.203857421875,430.7926330566406,1101.19091796875,1687241825.5069387,205,431.06402587890625,199.11410522460938,205,9,90.00385284423828,lgp,mu+lambda,reward,walker2d,9,20500,1101.19091796875,1095.370849609375,1093.641845703125
206,1094.5906982421875,359.64429092407227,1.6521493196487427,1102.5684814453125,1005.5729370117188,422.3103942871094,1103.1326904296875,1687241827.1786559,206,430.315185546875,166.01669311523438,206,9,79.30843353271484,lgp,mu+lambda,reward,walker2d,9,20600,1103.1326904296875,1102.5684814453125,1094.5906982421875
207,1092.9493408203125,361.31664061546326,1.6522789001464844,1099.6796875,1014.1610107421875,396.1021423339844,1104.63232421875,1687241828.8510056,207,433.0423278808594,141.89035034179688,207,9,81.05176544189453,lgp,mu+lambda,reward,walker2d,9,20700,1104.63232421875,1099.6796875,1092.9493408203125
208,1103.6346435546875,362.9874370098114,1.6520988941192627,1106.345703125,577.43310546875,359.85394287109375,1119.1357421875,1687241830.521802,208,414.2447814941406,130.44293212890625,208,9,75.42889404296875,lgp,mu+lambda,reward,walker2d,9,20800,1119.1357421875,1106.345703125,1103.6346435546875
209,1099.012451171875,364.66051983833313,1.6528096199035645,1099.6160888671875,406.324951171875,329.527099609375,1102.5897216796875,1687241832.1948848,209,414.08795166015625,101.03413391113281,209,9,59.428714752197266,lgp,mu+lambda,reward,walker2d,9,20900,1102.5897216796875,1099.6160888671875,1099.012451171875
210,1097.06201171875,366.33123540878296,1.6512881517410278,1098.5128173828125,544.447998046875,362.4920349121094,1110.1109619140625,1687241833.8656003,210,412.21856689453125,130.843994140625,210,9,73.95390319824219,lgp,mu+lambda,reward,walker2d,9,21000,1110.1109619140625,1098.5128173828125,1097.06201171875
211,1095.0045166015625,368.00261664390564,1.651270866394043,1097.7843017578125,999.057373046875,399.0813903808594,1099.331298828125,1687241835.5369816,211,415.4913635253906,187.01568603515625,211,9,80.33256530761719,lgp,mu+lambda,reward,walker2d,9,21100,1099.331298828125,1097.7843017578125,1095.0045166015625
212,1095.909912109375,369.67454719543457,1.652186632156372,1106.5606689453125,1003.742919921875,403.8404541015625,1111.794189453125,1687241837.2089121,212,418.5472717285156,208.23248291015625,212,9,78.26580810546875,lgp,mu+lambda,reward,walker2d,9,21200,1111.794189453125,1106.5606689453125,1095.909912109375
213,1106.212646484375,371.3477029800415,1.6535518169403076,1107.257080078125,1045.450927734375,419.3052978515625,1119.309326171875,1687241838.882068,213,434.0837707519531,163.28138732910156,213,9,75.03685760498047,lgp,mu+lambda,reward,walker2d,9,21300,1119.309326171875,1107.257080078125,1106.212646484375
214,1094.9759521484375,373.01935482025146,1.6518373489379883,1100.262939453125,456.49951171875,360.48193359375,1103.1575927734375,1687241840.5537198,214,411.00921630859375,125.09065246582031,214,9,77.41520690917969,lgp,mu+lambda,reward,walker2d,9,21400,1103.1575927734375,1100.262939453125,1094.9759521484375
215,1103.9635009765625,374.6901750564575,1.650425672531128,1107.0159912109375,409.7578125,341.0213317871094,1108.6365966796875,1687241842.22454,215,414.23468017578125,107.90003967285156,215,9,66.47740173339844,lgp,mu+lambda,reward,walker2d,9,21500,1108.6365966796875,1107.0159912109375,1103.9635009765625
216,1104.2935791015625,376.3643922805786,1.6542271375656128,1105.03564453125,1007.7672729492188,403.97381591796875,1105.663818359375,1687241843.8987572,216,416.24432373046875,167.48873901367188,216,9,79.87715148925781,lgp,mu+lambda,reward,walker2d,9,21600,1105.663818359375,1105.03564453125,1104.2935791015625
217,1110.0306396484375,378.03550839424133,1.6528533697128296,1110.736328125,965.8511962890625,395.0016174316406,1115.228759765625,1687241845.5698733,217,418.854736328125,166.27516174316406,217,9,89.07945251464844,lgp,mu+lambda,reward,walker2d,9,21700,1115.228759765625,1110.736328125,1110.0306396484375
218,1099.7161865234375,379.7069761753082,1.6520307064056396,1102.690185546875,1016.4260864257812,453.3458557128906,1104.6563720703125,1687241847.241341,218,451.97772216796875,171.53842163085938,218,9,68.85433959960938,lgp,mu+lambda,reward,walker2d,9,21800,1104.6563720703125,1102.690185546875,1099.7161865234375
219,1097.26708984375,381.3791801929474,1.6526731252670288,1100.01513671875,655.2508544921875,362.7183837890625,1115.9439697265625,1687241848.9135451,219,409.56610107421875,164.1924285888672,219,9,66.86324310302734,lgp,mu+lambda,reward,walker2d,9,21900,1115.9439697265625,1100.01513671875,1097.26708984375
220,1096.8153076171875,383.05085825920105,1.6516231298446655,1102.7406005859375,365.37493896484375,348.51873779296875,1103.5302734375,1687241850.5852232,220,400.1749572753906,138.42373657226562,220,9,79.42117309570312,lgp,mu+lambda,reward,walker2d,9,22000,1103.5302734375,1102.7406005859375,1096.8153076171875
221,1097.157958984375,384.7211220264435,1.6508102416992188,1099.48388671875,901.3123779296875,374.5142822265625,1104.4649658203125,1687241852.255487,221,421.78680419921875,140.45664978027344,221,9,70.42383575439453,lgp,mu+lambda,reward,walker2d,9,22100,1104.4649658203125,1099.48388671875,1097.157958984375
222,1108.3118896484375,386.39460015296936,1.6541622877120972,1108.559326171875,747.2131958007812,356.359375,1109.1475830078125,1687241853.928965,222,423.4886169433594,106.44672393798828,222,9,70.05669403076172,lgp,mu+lambda,reward,walker2d,9,22200,1109.1475830078125,1108.559326171875,1108.3118896484375
223,1105.3975830078125,388.0642602443695,1.6500368118286133,1106.055908203125,570.6392822265625,363.11383056640625,1114.1688232421875,1687241855.5986252,223,411.4425354003906,126.5914306640625,223,9,76.01403045654297,lgp,mu+lambda,reward,walker2d,9,22300,1114.1688232421875,1106.055908203125,1105.3975830078125
224,1091.5960693359375,389.7347037792206,1.6512211561203003,1096.2791748046875,1006.66162109375,418.31396484375,1110.275390625,1687241857.2690687,224,419.5494079589844,212.30233764648438,224,9,80.33160400390625,lgp,mu+lambda,reward,walker2d,9,22400,1110.275390625,1096.2791748046875,1091.5960693359375
225,1100.18212890625,391.40676164627075,1.6517025232315063,1107.2998046875,522.7841186523438,365.1953125,1112.1500244140625,1687241858.9411266,225,408.2639465332031,148.83883666992188,225,9,75.00726318359375,lgp,mu+lambda,reward,walker2d,9,22500,1112.1500244140625,1107.2998046875,1100.18212890625
226,1105.26904296875,393.0767858028412,1.652018427848816,1107.9385986328125,1001.1812133789062,386.4375,1109.3333740234375,1687241860.6111507,226,429.7044982910156,133.15399169921875,226,9,74.51622772216797,lgp,mu+lambda,reward,walker2d,9,22600,1109.3333740234375,1107.9385986328125,1105.26904296875
227,1095.192138671875,394.74781680107117,1.6520187854766846,1099.9610595703125,1006.398681640625,378.35650634765625,1101.80810546875,1687241862.2821817,227,427.39093017578125,118.11467742919922,227,9,73.98373413085938,lgp,mu+lambda,reward,walker2d,9,22700,1101.80810546875,1099.9610595703125,1095.192138671875
228,1097.9033203125,396.4201774597168,1.6532227993011475,1100.0570068359375,403.5653991699219,348.62957763671875,1104.0860595703125,1687241863.9545424,228,415.0016174316406,111.083740234375,228,9,73.88693237304688,lgp,mu+lambda,reward,walker2d,9,22800,1104.0860595703125,1100.0570068359375,1097.9033203125
229,1097.871337890625,398.0920739173889,1.6521100997924805,1103.6536865234375,536.8661499023438,367.8453674316406,1104.0592041015625,1687241865.6264389,229,415.3619079589844,127.760986328125,229,9,67.538818359375,lgp,mu+lambda,reward,walker2d,9,22900,1104.0592041015625,1103.6536865234375,1097.871337890625
230,1104.125244140625,399.7630398273468,1.6516836881637573,1105.7244873046875,835.7889404296875,380.3638916015625,1107.2838134765625,1687241867.2974048,230,422.06353759765625,124.98214721679688,230,9,77.00216674804688,lgp,mu+lambda,reward,walker2d,9,23000,1107.2838134765625,1105.7244873046875,1104.125244140625
231,1099.332275390625,401.43454146385193,1.6519982814788818,1099.398193359375,447.9549560546875,351.9544372558594,1100.78662109375,1687241868.9689064,231,405.3215026855469,144.5546875,231,9,74.281005859375,lgp,mu+lambda,reward,walker2d,9,23100,1100.78662109375,1099.398193359375,1099.332275390625
232,1096.128173828125,403.10443091392517,1.650461196899414,1104.3690185546875,1002.5621948242188,403.34014892578125,1106.109619140625,1687241870.6387959,232,415.7828063964844,166.01431274414062,232,9,74.30476379394531,lgp,mu+lambda,reward,walker2d,9,23200,1106.109619140625,1104.3690185546875,1096.128173828125
233,1097.88916015625,404.7733545303345,1.649603247642517,1105.338134765625,698.8062133789062,386.33612060546875,1114.1998291015625,1687241872.3077195,233,416.5472412109375,186.7861328125,233,9,73.97084045410156,lgp,mu+lambda,reward,walker2d,9,23300,1114.1998291015625,1105.338134765625,1097.88916015625
234,1106.53076171875,406.4463515281677,1.6533490419387817,1109.0927734375,747.9276733398438,379.1510009765625,1110.10302734375,1687241873.9807165,234,418.9974670410156,137.64959716796875,234,9,78.3212890625,lgp,mu+lambda,reward,walker2d,9,23400,1110.10302734375,1109.0927734375,1106.53076171875
235,1093.6336669921875,408.11676573753357,1.6511768102645874,1099.7406005859375,869.3628540039062,368.94439697265625,1110.0390625,1687241875.6511307,235,421.8149719238281,133.55252075195312,235,9,71.56194305419922,lgp,mu+lambda,reward,walker2d,9,23500,1110.0390625,1099.7406005859375,1093.6336669921875
236,1091.42919921875,409.789582490921,1.653145432472229,1099.77587890625,571.5988159179688,350.0261535644531,1100.113525390625,1687241877.3239474,236,409.7487487792969,120.37875366210938,236,9,70.83405303955078,lgp,mu+lambda,reward,walker2d,9,23600,1100.113525390625,1099.77587890625,1091.42919921875
237,1098.612060546875,411.4599142074585,1.6507601737976074,1101.3677978515625,370.49261474609375,331.54742431640625,1108.47021484375,1687241878.9942791,237,395.32342529296875,120.9482421875,237,9,72.1610336303711,lgp,mu+lambda,reward,walker2d,9,23700,1108.47021484375,1101.3677978515625,1098.612060546875
238,1100.125244140625,413.13084077835083,1.6511030197143555,1104.043701171875,511.11578369140625,356.5251770019531,1115.919677734375,1687241880.6652057,238,403.3170166015625,136.05813598632812,238,9,74.17765808105469,lgp,mu+lambda,reward,walker2d,9,23800,1115.919677734375,1104.043701171875,1100.125244140625
239,1104.2802734375,414.8023102283478,1.6515201330184937,1107.2440185546875,538.430908203125,357.8054504394531,1115.8255615234375,1687241882.3366752,239,417.61907958984375,140.93600463867188,239,9,68.31932067871094,lgp,mu+lambda,reward,walker2d,9,23900,1115.8255615234375,1107.2440185546875,1104.2802734375
240,1108.1685791015625,416.47336649894714,1.6519144773483276,1114.9609375,664.3969116210938,360.5329284667969,1117.1468505859375,1687241884.0077314,240,414.640380859375,120.2746810913086,240,9,72.69749450683594,lgp,mu+lambda,reward,walker2d,9,24000,1117.1468505859375,1114.9609375,1108.1685791015625
241,1103.8778076171875,418.1448574066162,1.6509795188903809,1106.321533203125,508.872802734375,359.85101318359375,1106.721435546875,1687241885.6792223,241,419.8841247558594,147.3079833984375,241,9,75.06453704833984,lgp,mu+lambda,reward,walker2d,9,24100,1106.721435546875,1106.321533203125,1103.8778076171875
242,1097.9649658203125,419.8143105506897,1.6502132415771484,1099.916748046875,1002.7243041992188,388.267333984375,1108.7657470703125,1687241887.3486755,242,432.0600280761719,139.23570251464844,242,9,65.3537368774414,lgp,mu+lambda,reward,walker2d,9,24200,1108.7657470703125,1099.916748046875,1097.9649658203125
243,1099.70703125,421.48535561561584,1.6520384550094604,1107.9127197265625,1005.7911376953125,391.09075927734375,1109.3670654296875,1687241889.0197206,243,417.12127685546875,153.42657470703125,243,9,81.6071548461914,lgp,mu+lambda,reward,walker2d,9,24300,1109.3670654296875,1107.9127197265625,1099.70703125
244,1103.4764404296875,423.15634846687317,1.6527820825576782,1106.6976318359375,1007.0186767578125,381.7652893066406,1111.4798583984375,1687241890.6907134,244,421.4137878417969,147.09075927734375,244,9,68.64381408691406,lgp,mu+lambda,reward,walker2d,9,24400,1111.4798583984375,1106.6976318359375,1103.4764404296875
245,1101.83251953125,424.83255982398987,1.656928300857544,1107.1468505859375,598.0064086914062,368.31658935546875,1115.3414306640625,1687241892.3669248,245,415.1675720214844,133.1016387939453,245,9,74.65682220458984,lgp,mu+lambda,reward,walker2d,9,24500,1115.3414306640625,1107.1468505859375,1101.83251953125
246,1103.33642578125,426.5068950653076,1.6553025245666504,1114.220947265625,519.9445190429688,365.9058837890625,1116.611083984375,1687241894.04126,246,410.1434631347656,141.63348388671875,246,9,67.47539520263672,lgp,mu+lambda,reward,walker2d,9,24600,1116.611083984375,1114.220947265625,1103.33642578125
247,1092.3292236328125,428.17999291419983,1.6531755924224854,1092.597412109375,661.2835693359375,368.99639892578125,1100.5672607421875,1687241895.7143579,247,410.4118957519531,156.41079711914062,247,9,72.92816925048828,lgp,mu+lambda,reward,walker2d,9,24700,1100.5672607421875,1092.597412109375,1092.3292236328125
248,1103.0001220703125,429.85292196273804,1.6534693241119385,1105.48779296875,521.7120971679688,348.2020263671875,1108.1787109375,1687241897.387287,248,414.34967041015625,107.71871948242188,248,9,66.92884063720703,lgp,mu+lambda,reward,walker2d,9,24800,1108.1787109375,1105.48779296875,1103.0001220703125
249,1106.958984375,431.5274410247803,1.6549490690231323,1108.1461181640625,672.0409545898438,358.26708984375,1109.0303955078125,1687241899.061806,249,429.18890380859375,101.7802734375,249,9,67.40937805175781,lgp,mu+lambda,reward,walker2d,9,24900,1109.0303955078125,1108.1461181640625,1106.958984375
250,1111.053466796875,433.2004060745239,1.653480887413025,1114.330810546875,688.0222778320312,393.1742858886719,1117.509765625,1687241900.734771,250,415.8111267089844,168.93240356445312,250,9,76.588623046875,lgp,mu+lambda,reward,walker2d,9,25000,1117.509765625,1114.330810546875,1111.053466796875
251,1106.509765625,434.8706831932068,1.6508921384811401,1107.173095703125,817.11572265625,377.3293151855469,1111.2899169921875,1687241902.4050481,251,421.4633483886719,153.67987060546875,251,9,69.3180160522461,lgp,mu+lambda,reward,walker2d,9,25100,1111.2899169921875,1107.173095703125,1106.509765625
252,1103.2183837890625,436.5447163581848,1.655064344406128,1106.113037109375,727.3756713867188,375.58319091796875,1108.955322265625,1687241904.0790813,252,416.3490905761719,133.62225341796875,252,9,72.34101867675781,lgp,mu+lambda,reward,walker2d,9,25200,1108.955322265625,1106.113037109375,1103.2183837890625
253,1108.9345703125,438.21938610076904,1.6563910245895386,1111.8564453125,505.8653564453125,357.0162353515625,1118.23828125,1687241905.753751,253,414.29150390625,109.20494079589844,253,9,63.41664505004883,lgp,mu+lambda,reward,walker2d,9,25300,1118.23828125,1111.8564453125,1108.9345703125
254,1106.0733642578125,439.89420676231384,1.6551178693771362,1106.4141845703125,1007.683837890625,400.26007080078125,1116.08740234375,1687241907.4285717,254,439.7994689941406,115.82709503173828,254,9,65.23265075683594,lgp,mu+lambda,reward,walker2d,9,25400,1116.08740234375,1106.4141845703125,1106.0733642578125
255,1101.0899658203125,441.567254781723,1.653131127357483,1103.3946533203125,750.929931640625,375.0650634765625,1108.3565673828125,1687241909.1016197,255,418.6936340332031,146.82167053222656,255,9,63.993431091308594,lgp,mu+lambda,reward,walker2d,9,25500,1108.3565673828125,1103.3946533203125,1101.0899658203125
256,1097.6900634765625,443.24028491973877,1.6537022590637207,1099.00537109375,1048.7041015625,404.1682434082031,1104.342529296875,1687241910.7746499,256,434.5334167480469,144.85768127441406,256,9,76.07025909423828,lgp,mu+lambda,reward,walker2d,9,25600,1104.342529296875,1099.00537109375,1097.6900634765625
257,1099.1314697265625,444.91122460365295,1.6518563032150269,1112.3720703125,1008.5527954101562,385.1272277832031,1114.5089111328125,1687241912.4455895,257,423.1379699707031,148.70684814453125,257,9,74.96559143066406,lgp,mu+lambda,reward,walker2d,9,25700,1114.5089111328125,1112.3720703125,1099.1314697265625
258,1094.791259765625,446.58402848243713,1.6535676717758179,1102.12841796875,1005.7971801757812,430.51910400390625,1107.468017578125,1687241914.1183934,258,418.3198547363281,220.52294921875,258,9,95.49601745605469,lgp,mu+lambda,reward,walker2d,9,25800,1107.468017578125,1102.12841796875,1094.791259765625
259,1102.982421875,448.2553699016571,1.6519384384155273,1103.23876953125,1006.9642333984375,435.3701171875,1107.2120361328125,1687241915.7897348,259,442.43505859375,170.61097717285156,259,9,71.25521850585938,lgp,mu+lambda,reward,walker2d,9,25900,1107.2120361328125,1103.23876953125,1102.982421875
