,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_2_reward,training.evaluation_time,_step,_runtime,training.run_id,training.fitness_3q,training.fitness_mean,training.fitness_median,_timestamp,training.top_k_reward.top_0_reward,training.fitness_1q,training.generation,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.top_k_reward.top_1_reward,solver,ea,fitness,environment,seed,training.evaluation
0,3.4197583198547363,19.70958709716797,150.05569458007812,15.860392570495605,0,16.10431408882141,3,-0.8229783177375793,0.11776036769151688,0.2288340926170349,1687355271.2544801,0.0624309778213501,1.3015068769454956,0,8.266223907470703,5.31456995010376,18.424583435058594,cgp,mu+lambda,distance,hopper,3,0
1,2.9486160278320312,9.987330436706543,-36.93673324584961,1.9969004392623901,1,18.256595849990845,3,0.20259620249271393,0.9230006337165833,1.0888128280639648,1687355273.406762,64.97021484375,1.5682289600372314,1,9.944363594055176,7.400172233581543,48.98849868774414,cgp,mu+lambda,distance,hopper,3,100
2,5.261678218841553,20.14593505859375,111.31554412841797,1.9905364513397217,2,20.271806716918945,3,0.4422883987426758,3.049762487411499,2.2642269134521484,1687355275.4219728,159.07276916503906,6.3078837394714355,2,17.3467960357666,12.792779922485352,89.33074951171875,cgp,mu+lambda,distance,hopper,3,200
3,9.701217651367188,33.23098373413086,140.1692352294922,2.030405282974243,3,22.32096838951111,3,0.2676829397678375,3.9116649627685547,4.033824443817139,1687355277.4711344,30.5948486328125,8.561469078063965,3,28.031217575073242,19.234046936035156,123.95011901855469,cgp,mu+lambda,distance,hopper,3,300
4,8.402125358581543,52.65150833129883,85.25676727294922,2.0344440937042236,4,24.37550163269043,3,1.041797399520874,4.930794715881348,3.8090267181396484,1687355279.5256677,339.12115478515625,7.301176071166992,4,39.49243927001953,22.289518356323242,94.71083068847656,cgp,mu+lambda,distance,hopper,3,400
5,5.935966968536377,23.421430587768555,100.7185287475586,2.0328283309936523,5,26.427648067474365,3,0.7314756512641907,4.4431304931640625,2.3811888694763184,1687355281.577814,250.23348999023438,8.301334381103516,5,21.82823371887207,18.464767456054688,22.397184371948242,cgp,mu+lambda,distance,hopper,3,500
6,12.364407539367676,96.11763763427734,2591.55322265625,2.029845714569092,6,28.476422786712646,3,0.14573422074317932,5.485209941864014,2.6480345726013184,1687355283.6265888,131.8241424560547,7.2951860427856445,6,42.438594818115234,35.67042922973633,232.99392700195312,cgp,mu+lambda,distance,hopper,3,600
7,8.618950843811035,42.196311950683594,217.59194946289062,2.0268545150756836,7,30.522958278656006,3,1.2629127502441406,5.66872501373291,3.871838092803955,1687355285.6731243,152.68113708496094,8.4515962600708,7,32.192665100097656,27.879417419433594,2225.56591796875,cgp,mu+lambda,distance,hopper,3,700
8,8.08582878112793,30.58331298828125,194.04254150390625,2.0290725231170654,8,32.57057738304138,3,1.327271819114685,5.664853572845459,3.9241490364074707,1687355287.7207434,-35.47990036010742,9.213303565979004,8,29.8878231048584,25.463233947753906,-511.5486145019531,cgp,mu+lambda,distance,hopper,3,800
9,7.160732746124268,20.34199333190918,168.3622589111328,2.0266408920288086,9,34.616283893585205,3,0.8160772323608398,4.226419925689697,4.090455055236816,1687355289.76645,345.9122619628906,7.850261688232422,9,20.016510009765625,17.180477142333984,66.60081481933594,cgp,mu+lambda,distance,hopper,3,900
