,training.run_id,training.fitness_1q,training.fitness_3q,training.generation,training.fitness_std,training.top_k_fit.top_0_fit,_step,training.top_k_fit.top_1_fit,_runtime,_timestamp,training.evaluation_time,training.fitness_mean,training.fitness_median,training.top_k_fit.top_2_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
24,0,2668.16943359375,122.9208755493164,24,17374.55859375,4867.54150390625,24,4829.6298828125,188.12362408638,1686954766.535676,6.975203990936279,-1574.3023681640625,854.27490234375,4466.0908203125,cgp,mu+lambda,halfcheetah,4,2400,4867.54150390625,4829.6298828125,4466.0908203125
25,0,3596.46337890625,473.97369384765625,25,1698.1241455078125,6231.443359375,25,4947.52783203125,195.75998306274414,1686954774.172035,7.621308326721191,2075.266845703125,2116.48974609375,4868.08642578125,cgp,mu+lambda,halfcheetah,4,2500,6231.443359375,4947.52783203125,4868.08642578125
26,0,3122.34130859375,235.94784545898438,26,10259.8798828125,5173.7041015625,26,5170.9130859375,203.31728053092957,1686954781.7293324,7.543155670166016,702.7767333984375,1331.174072265625,4861.87646484375,cgp,mu+lambda,halfcheetah,4,2600,5173.7041015625,5170.9130859375,4861.87646484375
27,0,2815.53955078125,330.17681884765625,27,1780.5347900390625,6370.16015625,27,6030.3115234375,210.84131360054016,1686954789.2533655,7.509300708770752,1689.4112548828125,1251.49462890625,5240.04638671875,cgp,mu+lambda,halfcheetah,4,2700,6370.16015625,6030.3115234375,5240.04638671875
28,0,3194.7978515625,107.69883728027344,28,14365.81640625,5776.66650390625,28,5620.5546875,218.3356168270111,1686954796.7476687,7.48123836517334,-234.18460083007812,1387.072998046875,5133.927734375,cgp,mu+lambda,halfcheetah,4,2800,5776.66650390625,5620.5546875,5133.927734375
29,0,3779.83837890625,188.27908325195312,29,2116.551025390625,6310.4931640625,29,6250.7734375,225.7541184425354,1686954804.1661704,7.4040374755859375,1873.4737548828125,648.15185546875,6209.51025390625,cgp,mu+lambda,halfcheetah,4,2900,6310.4931640625,6250.7734375,6209.51025390625
30,0,3804.44287109375,-14.417241096496582,30,2159.1982421875,6488.3427734375,30,6382.7119140625,233.09869003295898,1686954811.510742,7.33112096786499,1865.7799072265625,639.582763671875,6303.07470703125,cgp,mu+lambda,halfcheetah,4,3000,6488.3427734375,6382.7119140625,6303.07470703125
31,0,4385.53369140625,228.14871215820312,31,10400.28515625,6530.43994140625,31,6510.1318359375,240.34228539466858,1686954818.7543373,7.229061126708984,1051.103271484375,818.85302734375,6486.76220703125,cgp,mu+lambda,halfcheetah,4,3100,6530.43994140625,6510.1318359375,6486.76220703125
32,0,4475.5810546875,258.2767639160156,32,2372.639892578125,6705.8349609375,32,6633.9619140625,247.63222527503967,1686954826.0442772,7.270242214202881,2102.553466796875,674.737060546875,6599.72216796875,cgp,mu+lambda,halfcheetah,4,3200,6705.8349609375,6633.9619140625,6599.72216796875
33,0,4407.22265625,28.86611557006836,33,2365.791259765625,6660.33935546875,33,6535.13671875,254.85643315315247,1686954833.268485,7.194295406341553,1929.1668701171875,603.9326171875,6509.89208984375,cgp,mu+lambda,halfcheetah,4,3300,6660.33935546875,6535.13671875,6509.89208984375
34,0,3758.366943359375,123.49139404296875,34,2276.45654296875,6671.6435546875,34,6403.5673828125,262.0027093887329,1686954840.4147613,7.117671012878418,1818.93896484375,557.7254638671875,6251.0712890625,cgp,mu+lambda,halfcheetah,4,3400,6671.6435546875,6403.5673828125,6251.0712890625
35,0,4123.4287109375,154.8409423828125,35,2380.20068359375,6458.74853515625,35,6443.08251953125,269.1211140155792,1686954847.533166,7.088685512542725,1865.422607421875,482.5008544921875,6422.392578125,cgp,mu+lambda,halfcheetah,4,3500,6458.74853515625,6443.08251953125,6422.392578125
36,0,4051.3046875,232.3689422607422,36,10414.1337890625,6442.29150390625,36,6372.771484375,276.2069261074066,1686954854.618978,7.05666971206665,1105.2255859375,983.9686889648438,6231.0,cgp,mu+lambda,halfcheetah,4,3600,6442.29150390625,6372.771484375,6231.0
37,0,4505.45849609375,292.5758056640625,37,2362.01318359375,6502.658203125,37,6496.71337890625,283.14738154411316,1686954861.5594335,6.911007404327393,2343.880615234375,1802.224853515625,6482.62353515625,cgp,mu+lambda,halfcheetah,4,3700,6502.658203125,6496.71337890625,6482.62353515625
38,0,3644.39697265625,133.48574829101562,38,2316.7607421875,6648.5703125,38,6538.76904296875,290.07312083244324,1686954868.4851727,6.894618511199951,1925.15625,543.831787109375,6518.13916015625,cgp,mu+lambda,halfcheetah,4,3800,6648.5703125,6538.76904296875,6518.13916015625
39,0,4797.39697265625,241.59910583496094,39,2438.82568359375,6535.419921875,39,6498.87548828125,296.9485197067261,1686954875.3605716,6.862260818481445,2275.08349609375,675.3310546875,6385.19921875,cgp,mu+lambda,halfcheetah,4,3900,6535.419921875,6498.87548828125,6385.19921875
40,0,4286.4873046875,31.378662109375,40,10443.7021484375,6510.81103515625,40,6337.6552734375,303.8122010231018,1686954882.224253,6.848421573638916,1058.8687744140625,516.2131958007812,6321.919921875,cgp,mu+lambda,halfcheetah,4,4000,6510.81103515625,6337.6552734375,6321.919921875
41,0,3874.72265625,280.49932861328125,41,2354.20947265625,6641.14111328125,41,6562.0048828125,310.9073688983917,1686954889.3194208,7.07999849319458,1866.4542236328125,555.49609375,6545.4580078125,cgp,mu+lambda,halfcheetah,4,4100,6641.14111328125,6562.0048828125,6545.4580078125
42,0,3864.545654296875,89.12357330322266,42,2338.56396484375,6606.25927734375,42,6542.326171875,317.96130442619324,1686954896.3733563,7.040251731872559,1935.6290283203125,636.88037109375,6515.20556640625,cgp,mu+lambda,halfcheetah,4,4200,6606.25927734375,6542.326171875,6515.20556640625
43,0,4759.8251953125,179.681396484375,43,2488.3701171875,6464.5703125,43,6454.1865234375,325.00141763687134,1686954903.4134696,7.024752616882324,2272.2373046875,591.7266845703125,6393.68212890625,cgp,mu+lambda,halfcheetah,4,4300,6464.5703125,6454.1865234375,6393.68212890625
44,0,4234.0556640625,51.18658447265625,44,2432.278564453125,6553.98388671875,44,6542.38232421875,332.0239186286926,1686954910.4359705,7.00745964050293,1935.2860107421875,482.6356201171875,6386.0107421875,cgp,mu+lambda,halfcheetah,4,4400,6553.98388671875,6542.38232421875,6386.0107421875
45,0,4273.041015625,246.8677520751953,45,10430.125,6568.46240234375,45,6506.07958984375,339.03924083709717,1686954917.4512928,6.999144554138184,1076.5714111328125,592.3600463867188,6460.3720703125,cgp,mu+lambda,halfcheetah,4,4500,6568.46240234375,6506.07958984375,6460.3720703125
46,0,5168.5048828125,258.3554992675781,46,2484.125732421875,6688.6552734375,46,6370.77392578125,346.0773642063141,1686954924.4894161,7.022902965545654,2347.1533203125,1024.1707763671875,6352.5478515625,cgp,mu+lambda,halfcheetah,4,4600,6688.6552734375,6370.77392578125,6352.5478515625
47,0,4647.02392578125,206.73529052734375,47,2467.301025390625,6555.21630859375,47,6532.48388671875,353.05349683761597,1686954931.4655488,6.961530685424805,2219.130615234375,795.966064453125,6426.7333984375,cgp,mu+lambda,halfcheetah,4,4700,6555.21630859375,6532.48388671875,6426.7333984375
48,0,3820.32421875,213.83212280273438,48,2387.820068359375,6891.22998046875,48,6634.08056640625,360.0082964897156,1686954938.4203484,6.939028739929199,1978.1815185546875,630.4110717773438,6497.794921875,cgp,mu+lambda,halfcheetah,4,4800,6891.22998046875,6634.08056640625,6497.794921875
49,0,3752.25537109375,211.18556213378906,49,14463.990234375,6838.4931640625,49,6802.37890625,366.9194369316101,1686954945.3314888,6.896227836608887,-30.074920654296875,550.2886352539062,6754.93505859375,cgp,mu+lambda,halfcheetah,4,4900,6838.4931640625,6802.37890625,6754.93505859375
50,0,4630.59423828125,-3.921020746231079,50,2519.327880859375,6735.712890625,50,6647.54296875,373.8075511455536,1686954952.219603,6.872921466827393,1861.966064453125,302.84222412109375,6513.32373046875,cgp,mu+lambda,halfcheetah,4,5000,6735.712890625,6647.54296875,6513.32373046875
51,0,5373.16357421875,161.29415893554688,51,2632.268798828125,6793.96630859375,51,6750.30615234375,380.66255474090576,1686954959.0746067,6.840386867523193,2289.760009765625,612.8052368164062,6721.5830078125,cgp,mu+lambda,halfcheetah,4,5100,6793.96630859375,6750.30615234375,6721.5830078125
52,0,3951.64404296875,107.3476333618164,52,2380.647216796875,6771.984375,52,6669.82763671875,387.48523902893066,1686954965.897291,6.807300090789795,1969.550537109375,758.0648193359375,6668.47900390625,cgp,mu+lambda,halfcheetah,4,5200,6771.984375,6669.82763671875,6668.47900390625
53,0,4043.337890625,120.00151062011719,53,2480.31591796875,6640.0537109375,53,6533.44873046875,394.31193709373474,1686954972.723989,6.811516284942627,2046.6915283203125,706.9117431640625,6482.05078125,cgp,mu+lambda,halfcheetah,4,5300,6640.0537109375,6533.44873046875,6482.05078125
54,0,5389.017578125,145.69549560546875,54,2600.275634765625,6617.85498046875,54,6577.13623046875,401.1423399448395,1686954979.5543919,6.815248966217041,2386.0654296875,798.3936767578125,6543.26953125,cgp,mu+lambda,halfcheetah,4,5400,6617.85498046875,6577.13623046875,6543.26953125
55,0,4375.31005859375,172.48155212402344,55,10475.6669921875,6707.8349609375,55,6670.8466796875,407.9554421901703,1686954986.367494,6.798502445220947,1212.4212646484375,732.5803833007812,6589.75439453125,cgp,mu+lambda,halfcheetah,4,5500,6707.8349609375,6670.8466796875,6589.75439453125
56,0,5615.3896484375,31.43557357788086,56,2771.11962890625,6779.41552734375,56,6581.68310546875,414.74807143211365,1686954993.1601233,6.7772064208984375,2256.59326171875,432.4643249511719,6520.77783203125,cgp,mu+lambda,halfcheetah,4,5600,6779.41552734375,6581.68310546875,6520.77783203125
57,0,4511.7138671875,-53.11741638183594,57,10473.5302734375,6699.72802734375,57,6590.2255859375,421.5439078807831,1686954999.9559598,6.780822277069092,840.3754272460938,335.7727966308594,6433.39306640625,cgp,mu+lambda,halfcheetah,4,5700,6699.72802734375,6590.2255859375,6433.39306640625
58,0,5940.3583984375,180.6058349609375,58,2747.4501953125,6709.5341796875,58,6701.8671875,428.3249444961548,1686955006.7369964,6.766451835632324,2420.3564453125,827.1150512695312,6698.24609375,cgp,mu+lambda,halfcheetah,4,5800,6709.5341796875,6701.8671875,6698.24609375
59,0,5640.115234375,179.95428466796875,59,2650.810791015625,6840.01708984375,59,6690.4052734375,435.10153675079346,1686955013.5135887,6.76147985458374,2514.7978515625,1589.59912109375,6591.4033203125,cgp,mu+lambda,halfcheetah,4,5900,6840.01708984375,6690.4052734375,6591.4033203125
60,0,5311.34912109375,51.64643096923828,60,10516.6357421875,6752.294921875,60,6750.57958984375,441.8700313568115,1686955020.2820833,6.7537078857421875,1214.021240234375,498.5252685546875,6720.06591796875,cgp,mu+lambda,halfcheetah,4,6000,6752.294921875,6750.57958984375,6720.06591796875
61,0,4959.94677734375,181.73287963867188,61,10506.986328125,6825.4677734375,61,6712.5869140625,448.6341769695282,1686955027.046229,6.749151229858398,1352.5733642578125,948.2515869140625,6555.564453125,cgp,mu+lambda,halfcheetah,4,6100,6825.4677734375,6712.5869140625,6555.564453125
62,0,5313.2890625,188.86483764648438,62,2569.06689453125,6542.4169921875,62,6542.1650390625,455.3825583457947,1686955033.7946103,6.733108997344971,2524.336669921875,1836.99169921875,6506.69287109375,cgp,mu+lambda,halfcheetah,4,6200,6542.4169921875,6542.1650390625,6506.69287109375
63,0,5589.57470703125,128.04864501953125,63,2647.529052734375,6597.51708984375,63,6590.81396484375,462.12812781333923,1686955040.5401797,6.727845668792725,2004.7740478515625,331.36126708984375,6485.43505859375,cgp,mu+lambda,halfcheetah,4,6300,6597.51708984375,6590.81396484375,6485.43505859375
64,0,4837.958984375,78.3428726196289,64,2512.783447265625,6512.603515625,64,6414.2744140625,468.8725085258484,1686955047.2845604,6.728854656219482,2110.918701171875,546.94921875,6345.96875,cgp,mu+lambda,halfcheetah,4,6400,6512.603515625,6414.2744140625,6345.96875
65,0,5045.03515625,130.11915588378906,65,2595.19580078125,6572.55517578125,65,6535.078125,475.62122774124146,1686955054.0332797,6.730638027191162,2290.26806640625,1063.8270263671875,6521.58935546875,cgp,mu+lambda,halfcheetah,4,6500,6572.55517578125,6535.078125,6521.58935546875
66,0,5520.75634765625,45.64118957519531,66,10507.0400390625,6751.78271484375,66,6655.76220703125,482.3687484264374,1686955060.7808003,6.729642868041992,1133.1785888671875,412.5439453125,6613.40185546875,cgp,mu+lambda,halfcheetah,4,6600,6751.78271484375,6655.76220703125,6613.40185546875
67,0,5484.556640625,192.89527893066406,67,10523.6103515625,6692.15771484375,67,6573.8115234375,489.1187381744385,1686955067.53079,6.731925010681152,1236.9862060546875,424.30120849609375,6554.5498046875,cgp,mu+lambda,halfcheetah,4,6700,6692.15771484375,6573.8115234375,6554.5498046875
68,0,4157.6494140625,-43.830360412597656,68,22364.857421875,6607.06640625,68,6583.39306640625,496.1557137966156,1686955074.5677657,7.021721839904785,-3175.23388671875,293.0744934082031,6581.41259765625,cgp,mu+lambda,halfcheetah,4,6800,6607.06640625,6583.39306640625,6581.41259765625
69,0,3497.382080078125,-63.192832946777344,69,20091.5625,6645.21826171875,69,6553.3642578125,503.1505537033081,1686955081.5626056,6.980396270751953,-2342.52099609375,237.13534545898438,6495.54541015625,cgp,mu+lambda,halfcheetah,4,6900,6645.21826171875,6553.3642578125,6495.54541015625
70,0,4070.177490234375,-6.98188591003418,70,2472.259765625,6552.515625,70,6519.36572265625,510.0588867664337,1686955088.4709387,6.892880439758301,1982.0570068359375,489.8175354003906,6479.73828125,cgp,mu+lambda,halfcheetah,4,7000,6552.515625,6519.36572265625,6479.73828125
71,0,5042.24267578125,56.101715087890625,71,14558.3095703125,6619.20166015625,71,6567.5634765625,516.9617829322815,1686955095.3738348,6.888055324554443,259.0356140136719,553.301513671875,6544.330078125,cgp,mu+lambda,halfcheetah,4,7100,6619.20166015625,6567.5634765625,6544.330078125
72,0,4574.154296875,10.043684959411621,72,17646.130859375,6703.1015625,72,6529.251953125,523.8485906124115,1686955102.2606425,6.87069845199585,-758.1177978515625,427.6622009277344,6486.17626953125,cgp,mu+lambda,halfcheetah,4,7200,6703.1015625,6529.251953125,6486.17626953125
73,0,5902.38671875,176.10635375976562,73,2750.25634765625,6652.220703125,73,6636.8037109375,530.7820885181427,1686955109.1941404,6.917925834655762,2177.2841796875,575.1810302734375,6608.8798828125,cgp,mu+lambda,halfcheetah,4,7300,6652.220703125,6636.8037109375,6608.8798828125
74,0,5978.4599609375,131.97552490234375,74,2753.15185546875,6765.02880859375,74,6750.109375,537.5566878318787,1686955115.9687397,6.758179664611816,2640.00732421875,1648.281494140625,6614.564453125,cgp,mu+lambda,halfcheetah,4,7400,6765.02880859375,6750.109375,6614.564453125
75,0,4901.39208984375,157.38528442382812,75,10507.5341796875,6791.79345703125,75,6721.26416015625,544.278627872467,1686955122.6906798,6.703286170959473,1217.902099609375,511.24908447265625,6693.037109375,cgp,mu+lambda,halfcheetah,4,7500,6791.79345703125,6721.26416015625,6693.037109375
76,0,4960.333984375,85.79155731201172,76,2625.496826171875,6879.63720703125,76,6854.0810546875,551.0231645107269,1686955129.4352164,6.725621700286865,2329.10205078125,1059.8253173828125,6827.00830078125,cgp,mu+lambda,halfcheetah,4,7600,6879.63720703125,6854.0810546875,6827.00830078125
77,0,5210.98046875,117.40409851074219,77,10499.0703125,6741.3837890625,77,6670.97705078125,557.7418270111084,1686955136.153879,6.699801445007324,1130.0111083984375,576.190185546875,6662.4384765625,cgp,mu+lambda,halfcheetah,4,7700,6741.3837890625,6670.97705078125,6662.4384765625
78,0,4404.70166015625,97.2469711303711,78,2486.435546875,6723.8271484375,78,6708.2783203125,564.4595236778259,1686955142.8715756,6.69873571395874,2375.322998046875,1158.1357421875,6552.48828125,cgp,mu+lambda,halfcheetah,4,7800,6723.8271484375,6708.2783203125,6552.48828125
79,0,4206.21484375,110.45834350585938,79,10475.4990234375,6876.52099609375,79,6705.4677734375,571.1746218204498,1686955149.5866737,6.695688724517822,1293.2845458984375,1381.231201171875,6624.8271484375,cgp,mu+lambda,halfcheetah,4,7900,6876.52099609375,6705.4677734375,6624.8271484375
80,0,4279.42333984375,80.71979522705078,80,10454.482421875,6974.68896484375,80,6692.4599609375,577.8915231227875,1686955156.303575,6.698711395263672,1105.807373046875,729.0594482421875,6689.65869140625,cgp,mu+lambda,halfcheetah,4,8000,6974.68896484375,6692.4599609375,6689.65869140625
81,0,3844.561767578125,-42.57978820800781,81,2557.27880859375,6878.83349609375,81,6810.25390625,584.6068410873413,1686955163.018893,6.696371078491211,1888.7205810546875,339.99041748046875,6734.19140625,cgp,mu+lambda,halfcheetah,4,8100,6878.83349609375,6810.25390625,6734.19140625
82,0,4503.57275390625,91.4055404663086,82,2550.972900390625,6665.802734375,82,6580.4658203125,591.3218517303467,1686955169.7339036,6.697155952453613,2127.0380859375,532.4893798828125,6571.27490234375,cgp,mu+lambda,halfcheetah,4,8200,6665.802734375,6580.4658203125,6571.27490234375
83,0,5507.1064453125,12.737571716308594,83,10518.7744140625,6854.884765625,83,6744.10546875,598.0421273708344,1686955176.4541793,6.7015228271484375,1202.6282958984375,460.3912353515625,6724.44970703125,cgp,mu+lambda,halfcheetah,4,8300,6854.884765625,6744.10546875,6724.44970703125
84,0,5801.0693359375,-20.969894409179688,84,2773.364501953125,6690.41015625,84,6635.33642578125,604.7589066028595,1686955183.1709585,6.698572635650635,2262.109130859375,434.1883544921875,6608.98388671875,cgp,mu+lambda,halfcheetah,4,8400,6690.41015625,6635.33642578125,6608.98388671875
85,0,4472.1826171875,62.56212615966797,85,2608.46728515625,6854.466796875,85,6703.7021484375,611.4771637916565,1686955189.8892157,6.699620723724365,2111.23193359375,535.1802978515625,6648.10693359375,cgp,mu+lambda,halfcheetah,4,8500,6854.466796875,6703.7021484375,6648.10693359375
86,0,3132.185791015625,75.89459991455078,86,10433.05859375,6734.28662109375,86,6717.1064453125,618.1944811344147,1686955196.606533,6.699234962463379,845.9829711914062,490.4028625488281,6573.63134765625,cgp,mu+lambda,halfcheetah,4,8600,6734.28662109375,6717.1064453125,6573.63134765625
87,0,5340.4853515625,74.53718566894531,87,2658.27734375,6744.2861328125,87,6702.2353515625,624.909595489502,1686955203.3216474,6.696303367614746,2104.55224609375,451.18756103515625,6693.03173828125,cgp,mu+lambda,halfcheetah,4,8700,6744.2861328125,6702.2353515625,6693.03173828125
88,0,4611.02294921875,-25.57468605041504,88,2677.34326171875,6885.12109375,88,6840.96240234375,631.620144367218,1686955210.0321963,6.691961288452148,2046.771240234375,564.6123046875,6823.220703125,cgp,mu+lambda,halfcheetah,4,8800,6885.12109375,6840.96240234375,6823.220703125
89,0,5199.09716796875,-26.562728881835938,89,2769.564697265625,6733.099609375,89,6723.1064453125,638.3382713794708,1686955216.7503233,6.699519634246826,2204.849365234375,511.416748046875,6586.64111328125,cgp,mu+lambda,halfcheetah,4,8900,6733.099609375,6723.1064453125,6586.64111328125
90,0,4204.41455078125,-1.9958267211914062,90,2591.2080078125,6862.13330078125,90,6726.47509765625,645.0559272766113,1686955223.4679792,6.698862075805664,1973.1412353515625,439.9412841796875,6714.58837890625,cgp,mu+lambda,halfcheetah,4,9000,6862.13330078125,6726.47509765625,6714.58837890625
91,0,4269.8134765625,70.60637664794922,91,10477.4052734375,6864.763671875,91,6625.08984375,651.771719455719,1686955230.1837714,6.697554588317871,1101.8896484375,476.64324951171875,6587.5712890625,cgp,mu+lambda,halfcheetah,4,9100,6864.763671875,6625.08984375,6587.5712890625
92,0,5470.56005859375,13.109395027160645,92,2665.574951171875,6565.17724609375,92,6552.44921875,658.4885802268982,1686955236.9006321,6.698150157928467,1903.1448974609375,343.2818298339844,6513.05908203125,cgp,mu+lambda,halfcheetah,4,9200,6565.17724609375,6552.44921875,6513.05908203125
93,0,5336.9345703125,146.81187438964844,93,2695.49658203125,6866.5146484375,93,6849.06005859375,665.2063617706299,1686955243.6184137,6.699416637420654,2399.98095703125,615.9141845703125,6683.7109375,cgp,mu+lambda,halfcheetah,4,9300,6866.5146484375,6849.06005859375,6683.7109375
94,0,5171.822265625,-12.128396987915039,94,10504.3896484375,6897.47216796875,94,6842.89501953125,671.9228038787842,1686955250.3348558,6.697962760925293,1091.8836669921875,446.6136169433594,6772.22705078125,cgp,mu+lambda,halfcheetah,4,9400,6897.47216796875,6842.89501953125,6772.22705078125
