,_runtime,training.run_id,training.fitness_1q,_step,training.fitness_3q,training.generation,training.fitness_mean,training.fitness_median,_timestamp,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.fitness_std,training.top_k_fit.top_1_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,21.580068588256836,0,672.9022216796875,0,242.2767791748047,0,402.6700744628906,422.7110595703125,1687009499.0071306,20.788711547851562,974.0956420898438,935.5394287109375,337.5256652832031,964.9097900390625,cgp,mu+lambda,ant,3,0,974.0956420898438,964.9097900390625,935.5394287109375
1,26.512154817581177,0,822.575439453125,1,479.01220703125,1,613.604736328125,649.2286987304688,1687009503.9392169,4.763758182525635,973.5486450195312,968.3147583007812,263.5184326171875,972.6347045898438,cgp,mu+lambda,ant,3,100,973.5486450195312,972.6347045898438,968.3147583007812
2,31.30063223838806,0,943.2243041992188,2,650.8958740234375,2,778.2885131835938,855.166259765625,1687009508.7276943,4.7625732421875,997.0283813476562,983.6878051757812,196.1281280517578,994.4130859375,cgp,mu+lambda,ant,3,200,997.0283813476562,994.4130859375,983.6878051757812
3,36.08889937400818,0,976.1072387695312,3,591.9110717773438,3,766.4177856445312,885.765869140625,1687009513.5159614,4.770854949951172,997.322265625,996.9728393554688,252.5406036376953,997.2186279296875,cgp,mu+lambda,ant,3,300,997.322265625,997.2186279296875,996.9728393554688
4,40.87483620643616,0,979.1769409179688,4,644.6661987304688,4,767.8195190429688,877.3033447265625,1687009518.3018982,4.768185138702393,997.2970581054688,997.0792846679688,251.8095245361328,997.1957397460938,cgp,mu+lambda,ant,3,400,997.2970581054688,997.1957397460938,997.0792846679688
5,45.663896799087524,0,996.1273193359375,5,711.5106811523438,5,851.1755981445312,979.0440673828125,1687009523.0909588,4.771281719207764,997.1300659179688,997.1061401367188,209.72930908203125,997.109375,cgp,mu+lambda,ant,3,500,997.1300659179688,997.109375,997.1061401367188
6,50.45573449134827,0,996.8892211914062,6,704.3785400390625,6,832.5280151367188,965.63427734375,1687009527.8827965,4.773924350738525,997.5653076171875,997.3738403320312,227.435302734375,997.4698486328125,cgp,mu+lambda,ant,3,600,997.5653076171875,997.4698486328125,997.3738403320312
7,55.24730181694031,0,996.8961181640625,7,655.585205078125,7,786.861083984375,927.03369140625,1687009532.6743639,4.771720886230469,997.5806884765625,997.4465942382812,262.7000427246094,997.4926147460938,cgp,mu+lambda,ant,3,700,997.5806884765625,997.4926147460938,997.4465942382812
8,60.03501486778259,0,996.8073120117188,8,701.2490234375,8,832.1431884765625,925.7403564453125,1687009537.462077,4.763296127319336,997.5068969726562,997.2633056640625,198.20790100097656,997.27099609375,cgp,mu+lambda,ant,3,800,997.5068969726562,997.27099609375,997.2633056640625
9,64.80164003372192,0,996.8178100585938,9,703.039306640625,9,816.4304809570312,927.0578002929688,1687009542.228702,4.728602409362793,997.8896484375,997.561279296875,226.96485900878906,997.6077880859375,cgp,mu+lambda,ant,3,900,997.8896484375,997.6077880859375,997.561279296875
10,69.56822681427002,0,997.044677734375,10,713.3705444335938,10,842.5899658203125,967.25244140625,1687009546.9952888,4.7474045753479,997.8509521484375,997.7012939453125,220.92694091796875,997.7794799804688,cgp,mu+lambda,ant,3,1000,997.8509521484375,997.7794799804688,997.7012939453125
11,74.30107688903809,0,996.9382934570312,11,708.5032348632812,11,846.958251953125,977.5462646484375,1687009551.728139,4.715799331665039,997.7057495117188,997.473876953125,209.37158203125,997.5484619140625,cgp,mu+lambda,ant,3,1100,997.7057495117188,997.5484619140625,997.473876953125
12,79.03199481964111,0,996.9147338867188,12,709.9351806640625,12,834.3452758789062,954.144775390625,1687009556.4590569,4.715803623199463,1003.1119995117188,997.7188720703125,217.74075317382812,998.4552612304688,cgp,mu+lambda,ant,3,1200,1003.1119995117188,998.4552612304688,997.7188720703125
13,83.76185321807861,0,997.0086669921875,13,725.6407470703125,13,872.0277709960938,989.1876220703125,1687009561.1889153,4.712028503417969,998.7869262695312,997.5397338867188,182.88755798339844,998.1763916015625,cgp,mu+lambda,ant,3,1300,998.7869262695312,998.1763916015625,997.5397338867188
