,_step,_runtime,training.fitness_3q,_timestamp,training.run_id,training.generation,training.top_k_fit.top_2_fit,training.fitness_1q,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,solver,ea,environment,seed
538,538,2601.6324455738068,551.4216918945312,1687026490.2704835,0,538,1001.8146362304688,999.9999389648438,296.1175537109375,4.756609916687012,1002.10791015625,737.3289184570312,872.613525390625,1001.9982299804688,cgp,mu+lambda,ant,6
539,539,2606.4009625911713,660.2548828125,1687026495.0390005,0,539,1001.8840942382812,1000.2442626953125,282.1720275878906,4.752215385437012,1001.9513549804688,793.3776245117188,970.5894775390625,1001.8893432617188,cgp,mu+lambda,ant,6
540,540,2611.170194864273,690.7089233398438,1687026499.8082328,0,540,1001.8252563476562,997.8558349609375,229.24319458007812,4.752817630767822,1001.9349365234375,835.431396484375,964.9849243164062,1001.8349609375,cgp,mu+lambda,ant,6
541,541,2615.937709093094,688.0877685546875,1687026504.575747,0,541,1001.751708984375,997.4669799804688,237.77337646484375,4.752110958099365,1002.2078857421875,813.4954223632812,933.4674072265625,1001.77001953125,cgp,mu+lambda,ant,6
542,542,2620.705000400543,678.0439453125,1687026509.3430383,0,542,1001.767333984375,997.9202270507812,10033.1630859375,4.751034736633301,1002.0336303710938,-197.24847412109375,933.479736328125,1001.803955078125,cgp,mu+lambda,ant,6
543,543,2625.469917535782,707.171630859375,1687026514.1079555,0,543,1001.78515625,1000.8173828125,250.32777404785156,4.747220516204834,1001.9710083007812,822.8958129882812,940.4422607421875,1001.9583129882812,cgp,mu+lambda,ant,6
544,544,2630.237597465515,695.0267333984375,1687026518.8756354,0,544,1001.72216796875,999.1476440429688,251.94186401367188,4.750740051269531,1002.1135864257812,819.7818603515625,974.3832397460938,1001.964111328125,cgp,mu+lambda,ant,6
545,545,2635.0057151317596,685.0464477539062,1687026523.643753,0,545,1001.9371948242188,997.97412109375,262.3780822753906,4.751324653625488,1002.0405883789062,793.4849853515625,924.659423828125,1002.0109252929688,cgp,mu+lambda,ant,6
546,546,2639.771363258362,702.9619140625,1687026528.4094012,0,546,1001.8308715820312,998.9022827148438,221.24095153808594,4.748325824737549,1002.2079467773438,814.4425659179688,875.360107421875,1001.98681640625,cgp,mu+lambda,ant,6
547,547,2644.5375440120697,658.7655029296875,1687026533.175582,0,547,1001.6896362304688,997.47802734375,243.86676025390625,4.749845504760742,1001.9122314453125,791.9752197265625,913.51708984375,1001.7540893554688,cgp,mu+lambda,ant,6
548,548,2649.301926136017,681.355224609375,1687026537.939964,0,548,1001.7381591796875,998.1329956054688,246.77578735351562,4.747039794921875,1001.8472900390625,827.0542602539062,942.6741333007812,1001.8228759765625,cgp,mu+lambda,ant,6
549,549,2654.067964076996,688.4256591796875,1687026542.706002,0,549,1001.9265747070312,998.859130859375,205.26904296875,4.748478412628174,1002.1927490234375,846.5313720703125,968.4461669921875,1001.994873046875,cgp,mu+lambda,ant,6
550,550,2658.83354306221,706.812255859375,1687026547.471581,0,550,1001.8717651367188,998.2760620117188,238.76116943359375,4.748410224914551,1002.043701171875,829.4285888671875,952.0945434570312,1001.93212890625,cgp,mu+lambda,ant,6
551,551,2663.5984971523285,685.4821166992188,1687026552.236535,0,551,1001.87890625,998.9718017578125,256.8799743652344,4.7476348876953125,1002.0872802734375,804.2942504882812,925.794921875,1001.8809204101562,cgp,mu+lambda,ant,6
552,552,2668.365159034729,676.9327392578125,1687026557.003197,0,552,1001.8617553710938,1000.35595703125,262.0805969238281,4.748960018157959,1001.92626953125,773.2816772460938,867.5267333984375,1001.869873046875,cgp,mu+lambda,ant,6
553,553,2673.1307559013367,634.53125,1687026561.7687938,0,553,1001.875244140625,996.76904296875,276.1458740234375,4.749226093292236,1001.9669799804688,764.51953125,859.2352294921875,1001.9457397460938,cgp,mu+lambda,ant,6
554,554,2677.898168325424,633.4402465820312,1687026566.5362062,0,554,1001.790771484375,997.673583984375,276.2127990722656,4.751797199249268,1001.9807739257812,774.5044555664062,871.4381103515625,1001.8093872070312,cgp,mu+lambda,ant,6
555,555,2682.6633496284485,676.1287231445312,1687026571.3013875,0,555,1001.7610473632812,998.4828491210938,278.0354309082031,4.749085426330566,1001.926025390625,781.4931030273438,933.2025756835938,1001.8294067382812,cgp,mu+lambda,ant,6
556,556,2687.4291882514954,678.8431396484375,1687026576.0672262,0,556,1001.890380859375,999.032958984375,287.3194274902344,4.749787330627441,1002.2183837890625,784.0344848632812,936.0335693359375,1001.9805908203125,cgp,mu+lambda,ant,6
557,557,2692.1960134506226,677.8155517578125,1687026580.8340514,0,557,1001.8179321289062,999.8095092773438,233.76539611816406,4.751121520996094,1002.1528930664062,801.9741821289062,881.5664672851562,1002.1187744140625,cgp,mu+lambda,ant,6
558,558,2696.9596276283264,685.1109008789062,1687026585.5976655,0,558,1001.8204956054688,997.4248657226562,266.3719787597656,4.74788236618042,1002.1319580078125,791.534423828125,910.1543579101562,1001.8975219726562,cgp,mu+lambda,ant,6
559,559,2701.727111339569,693.4111938476562,1687026590.3651493,0,559,1001.795654296875,998.1701049804688,229.14865112304688,4.751290321350098,1002.0827026367188,803.3305053710938,871.4698486328125,1001.8802490234375,cgp,mu+lambda,ant,6
560,560,2706.4908182621,683.8486328125,1687026595.1288562,0,560,1001.8925170898438,999.3588256835938,236.44839477539062,4.748519420623779,1002.0184936523438,822.1359252929688,948.89404296875,1001.9371337890625,cgp,mu+lambda,ant,6
561,561,2711.287331342697,687.0223999023438,1687026599.9253693,0,561,1001.9695434570312,999.5640258789062,250.58749389648438,4.78032922744751,1002.0802001953125,821.7758178710938,961.8540649414062,1002.053955078125,cgp,mu+lambda,ant,6
562,562,2716.0786793231964,697.4833984375,1687026604.7167172,0,562,1001.9234008789062,999.9606323242188,268.67462158203125,4.7745161056518555,1002.0291137695312,810.6534423828125,961.8128051757812,1001.9260864257812,cgp,mu+lambda,ant,6
563,563,2720.8513672351837,666.5319213867188,1687026609.4894052,0,563,1001.9176635742188,998.266845703125,267.10565185546875,4.757606506347656,1002.1557006835938,790.2212524414062,906.3470458984375,1002.0188598632812,cgp,mu+lambda,ant,6
564,564,2725.619415283203,678.6509399414062,1687026614.2574532,0,564,1001.8578491210938,998.619873046875,235.61402893066406,4.751915454864502,1001.9755249023438,808.5324096679688,922.3923950195312,1001.9139404296875,cgp,mu+lambda,ant,6
565,565,2730.382858991623,683.4706420898438,1687026619.020897,0,565,1001.9195556640625,997.5133666992188,300.3553771972656,4.7476959228515625,1002.02587890625,769.5628662109375,947.7757568359375,1001.95166015625,cgp,mu+lambda,ant,6
566,566,2735.1479909420013,697.0956420898438,1687026623.7860289,0,566,1001.9354248046875,997.0202026367188,278.9082946777344,4.749169826507568,1002.180419921875,801.4485473632812,945.9054565429688,1001.981201171875,cgp,mu+lambda,ant,6
567,567,2739.9102671146393,689.8045043945312,1687026628.548305,0,567,1001.7373046875,998.88330078125,248.6860809326172,4.746330261230469,1001.9513549804688,814.734619140625,936.3046875,1001.7740478515625,cgp,mu+lambda,ant,6
568,568,2744.6742265224457,646.3253784179688,1687026633.3122644,0,568,1001.8359375,999.4845581054688,278.73260498046875,4.747620105743408,1001.8734130859375,780.1554565429688,941.9577026367188,1001.8554077148438,cgp,mu+lambda,ant,6
569,569,2749.4376249313354,667.7332763671875,1687026638.0756629,0,569,1001.7349853515625,997.3067626953125,311.3264465332031,4.748150825500488,1001.8587036132812,779.6868286132812,950.571533203125,1001.8021240234375,cgp,mu+lambda,ant,6
570,570,2754.199787378311,693.0357666015625,1687026642.8378253,0,570,1001.8209228515625,998.6885375976562,211.6240234375,4.746967792510986,1002.1654052734375,832.6482543945312,944.1849975585938,1001.8486938476562,cgp,mu+lambda,ant,6
571,571,2758.9627861976624,652.9224243164062,1687026647.600824,0,571,1001.7357177734375,998.14306640625,271.1873779296875,4.747149467468262,1002.1117553710938,790.1185913085938,908.66259765625,1002.0179443359375,cgp,mu+lambda,ant,6
572,572,2763.7251467704773,605.1663818359375,1687026652.3631847,0,572,1001.927001953125,997.7589721679688,267.0527648925781,4.747000217437744,1002.0831298828125,783.41748046875,929.7149047851562,1001.9990844726562,cgp,mu+lambda,ant,6
573,573,2768.486090660095,671.1339721679688,1687026657.1241286,0,573,1001.7581176757812,999.2301025390625,244.4889373779297,4.745518207550049,1001.8880004882812,805.2793579101562,947.12890625,1001.81591796875,cgp,mu+lambda,ant,6
574,574,2773.25044631958,601.9097900390625,1687026661.8884842,0,574,1001.8125,999.2813110351562,292.5934143066406,4.748176574707031,1001.912841796875,749.5006103515625,844.82080078125,1001.8966674804688,cgp,mu+lambda,ant,6
575,575,2778.0144884586334,619.4788818359375,1687026666.6525264,0,575,1001.8385009765625,998.5729370117188,255.6835174560547,4.748894214630127,1001.9186401367188,764.0515747070312,856.359130859375,1001.872802734375,cgp,mu+lambda,ant,6
576,576,2782.7787063121796,682.6373291015625,1687026671.4167442,0,576,1001.9094848632812,998.9541015625,234.25794982910156,4.7476115226745605,1002.2291870117188,810.601806640625,957.939208984375,1001.9607543945312,cgp,mu+lambda,ant,6
577,577,2787.543952226639,696.1396484375,1687026676.1819901,0,577,1001.9091186523438,999.0389404296875,254.64334106445312,4.748960971832275,1001.971435546875,824.3373413085938,949.8231201171875,1001.9450073242188,cgp,mu+lambda,ant,6
578,578,2792.3106117248535,680.904541015625,1687026680.9486496,0,578,1001.7860107421875,999.7984619140625,278.3954772949219,4.750261306762695,1001.910888671875,800.4580078125,954.149658203125,1001.871337890625,cgp,mu+lambda,ant,6
579,579,2797.0746207237244,687.8248291015625,1687026685.7126586,0,579,1001.7555541992188,996.9169921875,225.08021545410156,4.748871326446533,1002.0428466796875,815.4020385742188,929.69970703125,1001.9342041015625,cgp,mu+lambda,ant,6
580,580,2801.8381521701813,685.3579711914062,1687026690.47619,0,580,1001.8676147460938,998.037841796875,217.7802276611328,4.747608184814453,1002.0275268554688,820.6407470703125,938.6288452148438,1001.9134521484375,cgp,mu+lambda,ant,6
581,581,2806.602606534958,651.0594482421875,1687026695.2406445,0,581,1002.0357055664062,997.4932861328125,249.78086853027344,4.748152256011963,1002.2040405273438,788.4856567382812,921.5028686523438,1002.0613403320312,cgp,mu+lambda,ant,6
582,582,2811.3703830242157,672.7970581054688,1687026700.008421,0,582,1001.7433471679688,997.4663696289062,242.2447967529297,4.752438545227051,1001.924072265625,783.2498779296875,900.0509643554688,1001.7999267578125,cgp,mu+lambda,ant,6
583,583,2816.138936519623,670.6138305664062,1687026704.7769744,0,583,1002.0653076171875,999.2589111328125,267.3123474121094,4.751918792724609,1002.1951904296875,793.2545776367188,931.6396484375,1002.07568359375,cgp,mu+lambda,ant,6
584,584,2820.906694173813,684.0118408203125,1687026709.544732,0,584,1001.8286743164062,1000.3734130859375,265.0148010253906,4.750784397125244,1001.8812255859375,796.5106201171875,964.2801513671875,1001.8624877929688,cgp,mu+lambda,ant,6
585,585,2825.6673069000244,681.9956665039062,1687026714.3053448,0,585,1001.74853515625,999.8223876953125,274.26116943359375,4.745265960693359,1001.9473876953125,790.22265625,912.1944580078125,1001.8560791015625,cgp,mu+lambda,ant,6
586,586,2830.4344766139984,692.1158447265625,1687026719.0725145,0,586,1001.7415771484375,997.9129638671875,264.3287353515625,4.750601768493652,1001.81689453125,821.4766845703125,973.85546875,1001.765869140625,cgp,mu+lambda,ant,6
587,587,2835.2274086475372,622.2493286132812,1687026723.8654466,0,587,1001.8985595703125,998.4692993164062,294.9095764160156,4.775482654571533,1002.169921875,768.8507690429688,936.843017578125,1001.9374389648438,cgp,mu+lambda,ant,6
588,588,2840.021159887314,650.9150390625,1687026728.6591978,0,588,1001.7723999023438,1000.3406982421875,281.8038635253906,4.776974201202393,1002.1605834960938,779.2432861328125,943.0445556640625,1001.8765258789062,cgp,mu+lambda,ant,6
589,589,2844.8153836727142,665.9373779296875,1687026733.4534216,0,589,1001.8978271484375,999.8672485351562,247.1950225830078,4.775965690612793,1001.9500122070312,796.7273559570312,934.8516845703125,1001.9061889648438,cgp,mu+lambda,ant,6
590,590,2849.606637954712,680.7423095703125,1687026738.2446759,0,590,1001.8883056640625,1000.017822265625,243.62841796875,4.773194789886475,1002.16796875,807.7410278320312,933.3461303710938,1001.9058227539062,cgp,mu+lambda,ant,6
591,591,2854.4024498462677,666.3357543945312,1687026743.0404878,0,591,1001.7225341796875,998.25537109375,252.83285522460938,4.778190612792969,1002.0220336914062,824.4099731445312,966.8687744140625,1001.9461059570312,cgp,mu+lambda,ant,6
592,592,2859.192368745804,678.4388427734375,1687026747.8304067,0,592,1001.7728271484375,1000.8425903320312,247.30516052246094,4.773040294647217,1002.0547485351562,790.7352905273438,871.6046752929688,1001.7750244140625,cgp,mu+lambda,ant,6
593,593,2863.9846720695496,693.1099853515625,1687026752.62271,0,593,1001.7451782226562,1000.5355834960938,237.64039611816406,4.775019645690918,1002.0298461914062,822.119140625,939.77978515625,1001.9202880859375,cgp,mu+lambda,ant,6
594,594,2868.775221347809,665.8563232421875,1687026757.4132593,0,594,1001.7678833007812,997.970703125,256.63934326171875,4.774423122406006,1001.8876953125,771.0811767578125,872.5906982421875,1001.8264770507812,cgp,mu+lambda,ant,6
595,595,2873.5665686130524,690.8727416992188,1687026762.2046065,0,595,1001.86962890625,998.2994384765625,231.12152099609375,4.774287223815918,1001.9895629882812,818.5865478515625,925.5693359375,1001.9075927734375,cgp,mu+lambda,ant,6
596,596,2878.358198404312,674.482177734375,1687026766.9962363,0,596,1001.7200317382812,999.9887084960938,288.7405090332031,4.773895740509033,1001.908447265625,783.7490234375,936.8411865234375,1001.8676147460938,cgp,mu+lambda,ant,6
597,597,2883.1519293785095,665.4165649414062,1687026771.7899673,0,597,1001.7518310546875,996.9715576171875,297.70306396484375,4.777099609375,1001.9722900390625,754.6612548828125,884.8433837890625,1001.8333740234375,cgp,mu+lambda,ant,6
598,598,2887.941113471985,692.4800415039062,1687026776.5791514,0,598,1001.876220703125,998.4423828125,194.16757202148438,4.772922992706299,1001.9639892578125,848.9144287109375,967.3401489257812,1001.8795166015625,cgp,mu+lambda,ant,6
599,599,2892.7154955863953,682.0894165039062,1687026781.3535335,0,599,1001.7286987304688,998.34765625,270.889892578125,4.75545072555542,1001.8101196289062,800.2890625,922.7489013671875,1001.7420043945312,cgp,mu+lambda,ant,6
600,600,2897.4835760593414,679.68115234375,1687026786.121614,0,600,1001.905029296875,999.7078857421875,272.53009033203125,4.750308990478516,1002.0093383789062,803.6222534179688,963.6906127929688,1001.9520263671875,cgp,mu+lambda,ant,6
601,601,2902.252778530121,617.4007568359375,1687026790.8908165,0,601,1001.8206787109375,998.869140625,275.3813171386719,4.753389358520508,1001.8638305664062,785.8418579101562,929.56298828125,1001.8527221679688,cgp,mu+lambda,ant,6
602,602,2907.024176836014,687.8535766601562,1687026795.6622148,0,602,1001.8072509765625,999.238525390625,217.79605102539062,4.75412130355835,1001.8573608398438,826.8505859375,949.5836181640625,1001.8320922851562,cgp,mu+lambda,ant,6
603,603,2911.792757511139,686.6514282226562,1687026800.4307954,0,603,1001.724853515625,999.2347412109375,276.9363098144531,4.751771450042725,1001.969482421875,819.2001342773438,978.4786376953125,1001.8941650390625,cgp,mu+lambda,ant,6
604,604,2916.56191778183,687.891357421875,1687026805.1999557,0,604,1001.8091430664062,999.382080078125,258.0610656738281,4.7529497146606445,1001.9356689453125,823.8328857421875,973.7237548828125,1001.8628540039062,cgp,mu+lambda,ant,6
605,605,2921.354992389679,673.850341796875,1687026809.9930303,0,605,1002.10888671875,998.5950317382812,253.40135192871094,4.776500701904297,1002.1912231445312,792.1181640625,891.5167846679688,1002.1494140625,cgp,mu+lambda,ant,6
606,606,2926.140048980713,691.46875,1687026814.778087,0,606,1001.7883911132812,1000.4677124023438,270.76031494140625,4.768337249755859,1002.2568359375,809.0617065429688,967.1210327148438,1002.057861328125,cgp,mu+lambda,ant,6
607,607,2930.9279494285583,686.6673583984375,1687026819.5659873,0,607,1001.808349609375,997.4578857421875,256.0929870605469,4.7719197273254395,1001.9129638671875,812.08349609375,950.8235473632812,1001.8255615234375,cgp,mu+lambda,ant,6
608,608,2935.713490009308,706.2523193359375,1687026824.351528,0,608,1002.030517578125,997.9152221679688,234.5159454345703,4.768992900848389,1002.0609130859375,841.2564086914062,967.7796020507812,1002.0521850585938,cgp,mu+lambda,ant,6
609,609,2940.502557992935,678.8778076171875,1687026829.140596,0,609,1001.7943725585938,999.6166381835938,279.35992431640625,4.771244525909424,1001.9685668945312,794.619384765625,951.0901489257812,1001.8452758789062,cgp,mu+lambda,ant,6
610,610,2945.2904081344604,727.0885009765625,1687026833.928446,0,610,1001.7281494140625,998.1349487304688,235.96656799316406,4.77110481262207,1001.87060546875,831.913330078125,969.4300537109375,1001.7660522460938,cgp,mu+lambda,ant,6
611,611,2950.074217557907,686.38330078125,1687026838.7122555,0,611,1001.7730712890625,999.4473876953125,247.817626953125,4.766079425811768,1001.9523315429688,825.25732421875,960.929931640625,1001.9059448242188,cgp,mu+lambda,ant,6
612,612,2954.859781265259,692.288330078125,1687026843.4978192,0,612,1001.8322143554688,1000.0264892578125,280.5338439941406,4.768551349639893,1001.9307250976562,804.0670776367188,957.9010009765625,1001.8480224609375,cgp,mu+lambda,ant,6
613,613,2959.6485986709595,662.8662109375,1687026848.2866366,0,613,1001.9009399414062,999.1691284179688,271.0325927734375,4.772712230682373,1001.9412231445312,780.2046508789062,914.6055908203125,1001.9251098632812,cgp,mu+lambda,ant,6
614,614,2964.4353816509247,671.7366943359375,1687026853.0734196,0,614,1001.8248901367188,999.9902954101562,260.8516845703125,4.769524097442627,1001.9457397460938,796.1433715820312,914.2294311523438,1001.9138793945312,cgp,mu+lambda,ant,6
615,615,2969.223697900772,677.4430541992188,1687026857.8617358,0,615,1001.9647827148438,999.6301879882812,258.5630187988281,4.770981311798096,1002.0780639648438,812.5532836914062,959.2744140625,1002.0084838867188,cgp,mu+lambda,ant,6
616,616,2974.01322889328,645.5916748046875,1687026862.6512668,0,616,1001.9749755859375,998.4407958984375,234.23974609375,4.772694110870361,1002.1697387695312,787.6865234375,900.6533813476562,1002.09375,cgp,mu+lambda,ant,6
617,617,2978.801657676697,616.6275024414062,1687026867.4396956,0,617,1001.8934326171875,999.2376708984375,243.3469696044922,4.770904064178467,1002.13916015625,787.2611694335938,908.0865478515625,1001.9638671875,cgp,mu+lambda,ant,6
618,618,2983.587856054306,676.0914306640625,1687026872.225894,0,618,1001.80712890625,997.2991943359375,245.73974609375,4.769444942474365,1001.9796142578125,820.8326416015625,938.2965087890625,1001.8861694335938,cgp,mu+lambda,ant,6
619,619,2988.372696876526,691.7393798828125,1687026877.0107348,0,619,1001.9340209960938,999.3595581054688,261.2612609863281,4.768239498138428,1002.0236206054688,808.7621459960938,960.5607299804688,1001.981201171875,cgp,mu+lambda,ant,6
620,620,2993.1608288288116,696.3564453125,1687026881.7988667,0,620,1001.7469482421875,998.837158203125,223.37142944335938,4.770605087280273,1002.0458984375,841.0899658203125,960.94775390625,1001.8659057617188,cgp,mu+lambda,ant,6
621,621,2997.9468908309937,634.5460205078125,1687026886.5849288,0,621,1001.8977661132812,998.92041015625,267.5652770996094,4.76790189743042,1001.9298706054688,796.6298217773438,957.3267211914062,1001.9251098632812,cgp,mu+lambda,ant,6
622,622,3002.7368009090424,634.5504760742188,1687026891.3748388,0,622,1001.7745361328125,997.9564208984375,255.04391479492188,4.77222204208374,1001.811767578125,791.6453247070312,933.6473388671875,1001.7930297851562,cgp,mu+lambda,ant,6
623,623,3007.5226686000824,632.6542358398438,1687026896.1607065,0,623,1001.83056640625,997.2695922851562,262.7586364746094,4.7688751220703125,1002.1708984375,771.5182495117188,867.7283935546875,1001.8380126953125,cgp,mu+lambda,ant,6
624,624,3012.311407804489,682.8024291992188,1687026900.9494457,0,624,1001.7683715820312,998.7188110351562,271.6564025878906,4.772048473358154,1001.860107421875,805.55615234375,952.0882568359375,1001.7717895507812,cgp,mu+lambda,ant,6
625,625,3017.0991308689117,619.5316772460938,1687026905.7371688,0,625,1001.991455078125,997.1453857421875,267.5661315917969,4.771409511566162,1002.1272583007812,774.0941772460938,876.5782470703125,1002.1194458007812,cgp,mu+lambda,ant,6
626,626,3021.8901641368866,671.3538818359375,1687026910.528202,0,626,1001.846435546875,995.6961059570312,248.63577270507812,4.775203704833984,1002.1448364257812,781.505859375,881.9116821289062,1001.9447021484375,cgp,mu+lambda,ant,6
627,627,3026.679592847824,661.22119140625,1687026915.3176308,0,627,1001.9149780273438,997.1180419921875,247.61349487304688,4.771795272827148,1002.05419921875,801.4180908203125,897.313720703125,1002.0199584960938,cgp,mu+lambda,ant,6
628,628,3031.473030567169,747.0440673828125,1687026920.1110685,0,628,1001.8871459960938,998.3121337890625,220.4393768310547,4.774036884307861,1001.9345703125,848.9300537109375,966.946533203125,1001.9224853515625,cgp,mu+lambda,ant,6
629,629,3036.2642414569855,688.5462646484375,1687026924.9022794,0,629,1001.814453125,998.09375,240.09320068359375,4.773346900939941,1002.013427734375,820.914794921875,969.5360107421875,1001.8362426757812,cgp,mu+lambda,ant,6
630,630,3041.0645315647125,693.2114868164062,1687026929.7025695,0,630,1001.77001953125,998.5350952148438,228.1192626953125,4.782589912414551,1002.1317138671875,828.6331787109375,985.3974609375,1001.8359375,cgp,mu+lambda,ant,6
631,631,3045.8635306358337,650.0421142578125,1687026934.5015686,0,631,1001.81103515625,1000.0905151367188,256.5881042480469,4.781087875366211,1001.9390869140625,791.7001953125,944.6182861328125,1001.8698120117188,cgp,mu+lambda,ant,6
632,632,3050.6568245887756,687.444580078125,1687026939.2948625,0,632,1002.0177001953125,1000.1589965820312,241.50057983398438,4.776171684265137,1002.09033203125,837.74609375,976.5093994140625,1002.0574951171875,cgp,mu+lambda,ant,6
633,633,3055.4514660835266,686.43505859375,1687026944.089504,0,633,1001.7853393554688,1000.5551147460938,268.4691467285156,4.777304649353027,1001.940673828125,806.1905517578125,946.520263671875,1001.79150390625,cgp,mu+lambda,ant,6
634,634,3060.24648976326,650.283203125,1687026948.8845277,0,634,1001.8154907226562,997.73388671875,241.45587158203125,4.776664733886719,1001.8953247070312,784.590087890625,882.9552001953125,1001.8400268554688,cgp,mu+lambda,ant,6
635,635,3065.0436959266663,636.4978637695312,1687026953.6817338,0,635,1001.8595581054688,997.7586059570312,262.0748291015625,4.779242038726807,1002.0427856445312,780.2564086914062,886.320068359375,1001.8646240234375,cgp,mu+lambda,ant,6
636,636,3069.834664583206,675.91845703125,1687026958.4727025,0,636,1001.6705322265625,998.1954956054688,232.8267364501953,4.773281097412109,1002.0017700195312,798.5982666015625,880.390869140625,1001.6886596679688,cgp,mu+lambda,ant,6
637,637,3074.6279418468475,689.9759521484375,1687026963.2659798,0,637,1001.8721313476562,1001.0809326171875,282.00152587890625,4.77531099319458,1002.1184692382812,808.0430908203125,935.1219482421875,1002.1145629882812,cgp,mu+lambda,ant,6
638,638,3079.420865535736,660.6011962890625,1687026968.0589035,0,638,1001.7672729492188,999.9776000976562,223.7427215576172,4.775634765625,1001.9067993164062,833.3565673828125,977.96728515625,1001.771728515625,cgp,mu+lambda,ant,6
639,639,3084.2139089107513,698.588623046875,1687026972.8519468,0,639,1001.7847900390625,997.5738525390625,259.37249755859375,4.774942874908447,1001.86962890625,819.4535522460938,957.40234375,1001.7897338867188,cgp,mu+lambda,ant,6
640,640,3089.0060579776764,703.0213623046875,1687026977.644096,0,640,1001.9049682617188,999.6400146484375,271.99005126953125,4.774436950683594,1002.1442260742188,808.6295166015625,968.5968017578125,1002.1221923828125,cgp,mu+lambda,ant,6
641,641,3093.796758413315,677.802001953125,1687026982.4347963,0,641,1001.6771240234375,1000.865234375,310.7024230957031,4.77382230758667,1001.80712890625,785.6119995117188,963.41259765625,1001.7596435546875,cgp,mu+lambda,ant,6
642,642,3098.5867574214935,608.8358154296875,1687026987.2247953,0,642,1001.726318359375,998.7006225585938,244.33157348632812,4.772055625915527,1002.121337890625,792.0220336914062,887.2427368164062,1001.9033203125,cgp,mu+lambda,ant,6
643,643,3103.379974126816,677.7520751953125,1687026992.018012,0,643,1001.8718872070312,998.770263671875,242.3596954345703,4.7747273445129395,1002.28466796875,795.1101684570312,878.5244140625,1002.0181274414062,cgp,mu+lambda,ant,6
644,644,3108.170217514038,679.9822998046875,1687026996.8082554,0,644,1001.7716064453125,998.3025512695312,253.6666259765625,4.773381233215332,1002.037353515625,804.635009765625,942.0054931640625,1002.0131225585938,cgp,mu+lambda,ant,6
645,645,3112.9652128219604,702.7803955078125,1687027001.6032507,0,645,1001.737548828125,998.7229614257812,243.471435546875,4.7771687507629395,1001.8779296875,844.212158203125,980.1511840820312,1001.7377319335938,cgp,mu+lambda,ant,6
646,646,3117.761155128479,716.1590576171875,1687027006.399193,0,646,1001.7343139648438,999.088623046875,252.50645446777344,4.777316093444824,1001.923583984375,831.0182495117188,970.70166015625,1001.7361450195312,cgp,mu+lambda,ant,6
647,647,3122.556969642639,624.0564575195312,1687027011.1950076,0,647,1001.8433837890625,998.7498779296875,255.10313415527344,4.7799506187438965,1001.9939575195312,793.7608642578125,925.6321411132812,1001.9284057617188,cgp,mu+lambda,ant,6
648,648,3127.3479323387146,624.3079223632812,1687027015.9859703,0,648,1001.9048461914062,999.9296875,271.641357421875,4.775895118713379,1002.1513061523438,772.5670166015625,891.950439453125,1001.9346923828125,cgp,mu+lambda,ant,6
649,649,3132.1383695602417,594.869384765625,1687027020.7764075,0,649,1001.9215087890625,1000.6339721679688,270.167236328125,4.774506092071533,1002.1371459960938,782.0281372070312,953.133544921875,1002.0013427734375,cgp,mu+lambda,ant,6
650,650,3136.9303839206696,668.644287109375,1687027025.5684218,0,650,1001.7426147460938,997.8346557617188,253.7787322998047,4.775814533233643,1001.91064453125,816.0574340820312,944.0933837890625,1001.8775024414062,cgp,mu+lambda,ant,6
651,651,3141.721223115921,680.2579345703125,1687027030.359261,0,651,1001.999755859375,999.467529296875,287.20025634765625,4.775570392608643,1002.1823120117188,773.1860961914062,880.9921875,1002.0415649414062,cgp,mu+lambda,ant,6
652,652,3146.5112686157227,669.6461181640625,1687027035.1493065,0,652,1001.8563842773438,997.602783203125,274.3486633300781,4.773923397064209,1002.1842041015625,781.79248046875,901.7286376953125,1002.1209106445312,cgp,mu+lambda,ant,6
653,653,3151.303412437439,659.6954956054688,1687027039.9414504,0,653,1001.96826171875,999.4786376953125,233.9949493408203,4.776033401489258,1002.0852661132812,797.9971923828125,887.21533203125,1002.0101928710938,cgp,mu+lambda,ant,6
654,654,3156.094235420227,640.7122802734375,1687027044.7322733,0,654,1001.977294921875,998.5863647460938,280.2680969238281,4.775083541870117,1002.1217041015625,797.37060546875,962.9312744140625,1002.109130859375,cgp,mu+lambda,ant,6
655,655,3160.890511751175,718.029052734375,1687027049.5285497,0,655,1001.8594970703125,997.7797241210938,222.1617431640625,4.77972936630249,1001.9268798828125,847.4530029296875,973.7938232421875,1001.9257202148438,cgp,mu+lambda,ant,6
656,656,3165.6827788352966,675.9534912109375,1687027054.3208168,0,656,1001.78369140625,999.9036865234375,206.89183044433594,4.775554656982422,1002.2599487304688,819.6044921875,903.898681640625,1002.1105346679688,cgp,mu+lambda,ant,6
657,657,3170.4748618602753,679.5338134765625,1687027059.1128998,0,657,1001.9127807617188,999.24951171875,251.3040313720703,4.776126384735107,1002.0988159179688,818.9163208007812,950.88232421875,1001.9962768554688,cgp,mu+lambda,ant,6
658,658,3175.2658960819244,683.739501953125,1687027063.903934,0,658,1001.9861450195312,998.7838745117188,203.15805053710938,4.774474620819092,1002.1417846679688,821.2255859375,912.854248046875,1001.9906005859375,cgp,mu+lambda,ant,6
