,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,_runtime,_timestamp,training.fitness_1q,training.fitness_3q,training.top_k_ctrl_reward.top_1_ctrl_reward,_step,training.run_id,training.top_k_reward.top_2_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_fit.top_2_fit,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.generation,training.fitness_mean,training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,solver,ea,fitness,environment,seed,training.evaluation
25,-2.918172836303711,8121.36572265625,75.75213861465454,1688032621.3476756,14.069235801696777,-3.223576068878174,-2.9088449478149414,25,0,348.5198974609375,1000,8509.126953125,1000,17.85678482055664,68.0730209350586,7581.15673828125,206.3577423095703,-1.9808282852172852,55.824527740478516,6978.0654296875,1000,25,6.832325458526611,5.516179084777832,2.041795015335083,64.97093200683594,cgp,mu+lambda-ga,distance,hopper,0,2500
26,-2.9154839515686035,9090.64453125,77.82708168029785,1688032623.4226186,10.505999565124512,-2.22047758102417,-2.054866313934326,26,0,60.109466552734375,1000,10100.03125,1000,18.692588806152344,80.80025482177734,1092.1856689453125,-46.4787712097168,-2.9045050144195557,44.086509704589844,5510.8134765625,1000,26,3.355682611465454,2.0751900672912598,2.0425610542297363,72.72516632080078,cgp,mu+lambda-ga,distance,hopper,0,2600
27,-1.9950642585754395,8170.921875,79.91141510009766,1688032625.506952,13.110573768615723,0.010299240238964558,-2.914168119430542,27,0,387.1250305175781,1000,41090.59375,1000,35.81760787963867,328.7247619628906,-189.12681579589844,219.75149536132812,-2.9059886932373047,49.55727005004883,6194.658203125,1000,27,8.966385841369629,4.296137809753418,2.048032760620117,65.36737823486328,cgp,mu+lambda-ga,distance,hopper,0,2700
28,-2.9131784439086914,6248.0771484375,82.023202419281,1688032627.6187394,12.694612503051758,-1.591566562652588,-2.898690938949585,28,0,735.5834350585938,1000,10788.02734375,1000,17.82356834411621,86.30422973632812,588.8214111328125,-176.3105926513672,-2.9066152572631836,47.890892028808594,5986.36083984375,1000,28,5.749267578125,3.774357795715332,2.079569101333618,49.984622955322266,cgp,mu+lambda-ga,distance,hopper,0,2800
29,-2.907215118408203,5643.216796875,84.14259266853333,1688032629.7381296,12.067237854003906,-1.1861915588378906,-2.88364577293396,29,0,222.1405487060547,1000,6017.2958984375,1000,16.366615295410156,48.13837432861328,50.359859466552734,335.1006774902344,-2.921264171600342,37.61212921142578,4701.515625,1000,29,4.960643291473389,3.577578067779541,2.0848939418792725,45.1457405090332,cgp,mu+lambda-ga,distance,hopper,0,2900
30,-1.9821953773498535,4274.8994140625,86.24273014068604,1688032631.838267,14.343746185302734,-4.350183486938477,-2.9158565998077393,30,0,596.2901611328125,1000,8607.7900390625,1000,16.854524612426758,68.8623275756836,231.4690704345703,335.2699890136719,-2.9031338691711426,32.65056610107422,4081.320068359375,1000,30,4.262824535369873,3.387608528137207,2.0665223598480225,34.19919967651367,cgp,mu+lambda-ga,distance,hopper,0,3000
31,-2.9038095474243164,10890.1494140625,88.30955004692078,1688032633.905087,6.999119281768799,-6.042207717895508,-2.894242525100708,31,0,176.23138427734375,1000,11306.572265625,1000,18.642724990844727,90.45259094238281,1900.279296875,-190.1329803466797,-2.9130196571350098,69.6278305053711,8703.478515625,1000,31,2.7581803798675537,1.4736270904541016,2.032315254211426,87.12120819091797,cgp,mu+lambda-ga,distance,hopper,0,3100
32,-2.893904685974121,4934.19921875,90.3689661026001,1688032635.964503,10.172013282775879,-2.8053863048553467,-2.908311605453491,32,0,-127.14445495605469,1000,5857.4345703125,1000,17.771390914916992,46.85948181152344,558.8829345703125,1378.6556396484375,-2.76772403717041,38.581661224365234,4822.70703125,1000,32,1.1771109104156494,1.9889622926712036,2.023690700531006,39.47359848022461,cgp,mu+lambda-ga,distance,hopper,0,3200
33,-2.915640354156494,7186.9267578125,92.48172974586487,1688032638.0772667,9.513832092285156,-4.444516181945801,-2.918229341506958,33,0,94.4900894165039,1000,8288.224609375,1000,17.824865341186523,66.30580139160156,449.6727294921875,5499.95751953125,-2.9195656776428223,48.227725982666016,6028.46484375,1000,33,3.1702046394348145,2.0049428939819336,2.0757768154144287,57.49542236328125,cgp,mu+lambda-ga,distance,hopper,0,3300
34,-2.750601053237915,5100.1025390625,94.59199452400208,1688032640.1875315,7.172850608825684,0.06563571840524673,-2.905209541320801,34,0,58.346519470214844,1000,7627.4189453125,1000,10.967933654785156,61.01935577392578,61.339900970458984,119.65892028808594,-2.90224552154541,31.63457489013672,3954.3212890625,1000,34,4.49781608581543,2.897329807281494,2.0779919624328613,40.80082702636719,cgp,mu+lambda-ga,distance,hopper,0,3400
35,-2.9037787914276123,15978.421875,96.69772362709045,1688032642.2932606,11.267056465148926,-2.4678094387054443,-2.0201306343078613,35,0,163.89797973632812,1000,16135.125,1000,24.33588218688965,129.0810089111328,325.0331115722656,74.47430419921875,-2.9092020988464355,70.61698913574219,8827.123046875,1000,35,6.121548175811768,2.5182199478149414,2.073892831802368,127.827392578125,cgp,mu+lambda-ga,distance,hopper,0,3500
36,-2.0491647720336914,10629.0546875,98.80907130241394,1688032644.4046082,11.984302520751953,-1.6407365798950195,-2.9011056423187256,36,0,745.5823364257812,1000,12691.97265625,1000,18.76714324951172,101.5357894897461,169.8544158935547,104.76519775390625,-2.917531967163086,53.55674362182617,6694.591796875,1000,36,7.644713401794434,4.662123680114746,2.0784969329833984,85.0324478149414,cgp,mu+lambda-ga,distance,hopper,0,3600
37,-2.90522837638855,6577.546875,100.90292358398438,1688032646.4984605,14.503800392150879,-6.379528999328613,-2.912048101425171,37,0,-310.4903259277344,1000,10056.302734375,1000,18.819412231445312,80.45043182373047,27.84726905822754,-667.6375732421875,-2.9240224361419678,44.30633544921875,5538.291015625,1000,37,5.45109224319458,2.149333953857422,2.0589370727539062,52.62037658691406,cgp,mu+lambda-ga,distance,hopper,0,3700
38,-2.8950209617614746,6911.6953125,103.01650595664978,1688032648.612043,12.366913795471191,-6.316773414611816,-2.907820701599121,38,0,145.3726806640625,1000,7072.7109375,1000,17.708473205566406,56.581695556640625,48.28549575805664,591.2072143554688,-2.8993449211120605,46.678550720214844,5834.818359375,1000,38,2.962834119796753,3.05873441696167,2.0805487632751465,55.2935676574707,cgp,mu+lambda-ga,distance,hopper,0,3800
39,-2.9015707969665527,7807.2646484375,105.13253116607666,1688032650.728068,9.182851791381836,-5.562670707702637,-2.9083595275878906,39,0,1019.2879028320312,1000,13706.81640625,1000,27.345409393310547,109.65454864501953,2801.686279296875,155.6357421875,-2.915879249572754,57.6692008972168,7208.64892578125,1000,39,2.482372283935547,2.3011882305145264,2.0821638107299805,62.45812225341797,cgp,mu+lambda-ga,distance,hopper,0,3900
40,-2.9049954414367676,7747.21484375,107.24618315696716,1688032652.84172,13.117456436157227,-3.2289772033691406,-2.8849799633026123,40,0,694.1898803710938,1000,17479.6015625,1000,22.083576202392578,139.83682250976562,576.4974975585938,91.47372436523438,-2.9105217456817627,53.31095886230469,6663.869140625,1000,40,7.027606010437012,4.129378318786621,2.0810487270355225,61.977725982666016,cgp,mu+lambda-ga,distance,hopper,0,4000
41,-2.02467679977417,7092.896484375,109.36225652694702,1688032654.9577935,14.883492469787598,-2.0608465671539307,-2.147185802459717,41,0,128.7207794189453,1000,7126.86767578125,1000,16.688119888305664,57.01494598388672,1564.247802734375,435.0339660644531,-2.9004557132720947,53.237613677978516,6654.701171875,1000,41,7.327220439910889,3.4103899002075195,2.0824668407440186,56.74317932128906,cgp,mu+lambda-ga,distance,hopper,0,4100
42,-2.2294633388519287,8888.046875,111.47891235351562,1688032657.0744493,13.051169395446777,-2.8438661098480225,-2.9222636222839355,42,0,330.2919921875,1000,16595.5078125,1000,22.788827896118164,132.7640838623047,133.65353393554688,-125.63674926757812,-2.915334701538086,56.95138931274414,7118.9228515625,1000,42,6.745363235473633,3.879371166229248,2.082876682281494,71.10437774658203,cgp,mu+lambda-ga,distance,hopper,0,4200
43,-2.915675640106201,5171.1181640625,113.59734439849854,1688032659.1928813,9.537382125854492,-2.363152027130127,-2.2073001861572266,43,0,1298.2005615234375,1000,11434.42578125,1000,15.905686378479004,91.47541809082031,125.62538146972656,526.5728759765625,-2.864691972732544,39.50617218017578,4938.27099609375,1000,43,3.3151800632476807,1.952391505241394,2.084362030029297,41.36894989013672,cgp,mu+lambda-ga,distance,hopper,0,4300
44,-2.404845714569092,8787.6435546875,115.71029829978943,1688032661.3058352,11.53376579284668,-1.8520188331604004,-2.9148404598236084,44,0,851.9462280273438,1000,10596.20703125,1000,18.621864318847656,84.76966857910156,295.371826171875,464.1121520996094,-2.909148693084717,62.40177536010742,7800.220703125,1000,44,6.3882670402526855,4.4701337814331055,2.0794425010681152,70.30115509033203,cgp,mu+lambda-ga,distance,hopper,0,4400
45,-2.2273848056793213,4902.44482421875,117.82814455032349,1688032663.4236815,9.906957626342773,-3.1687917709350586,-2.8811655044555664,45,0,989.4444580078125,1000,9519.3369140625,1000,13.94236946105957,76.15470123291016,328.9390869140625,670.038818359375,-2.042036533355713,36.97636032104492,4622.044921875,1000,45,3.977416515350342,3.2913479804992676,2.08414888381958,39.21956253051758,cgp,mu+lambda-ga,distance,hopper,0,4500
46,-2.8291234970092773,10595.58203125,119.93958473205566,1688032665.5351217,15.50862979888916,-0.5592560768127441,-2.9166266918182373,46,0,544.50244140625,1000,18301.83203125,1000,25.633150100708008,146.4146728515625,38.20061492919922,324.8086242675781,-2.854633092880249,83.74978637695312,10468.7216796875,1000,46,10.066763877868652,5.313683032989502,2.078160285949707,84.7646713256836,cgp,mu+lambda-ga,distance,hopper,0,4600
47,-2.1041669845581055,7812.2998046875,122.05328822135925,1688032667.6488252,14.970730781555176,-0.5662508606910706,-2.347623825073242,47,0,219.4132843017578,1000,8146.66455078125,1000,17.504451751708984,65.17332458496094,8000.5146484375,7.801265716552734,-2.9102463722229004,56.614967346191406,7076.8701171875,1000,47,8.80733585357666,3.5885009765625,2.0814712047576904,62.49840545654297,cgp,mu+lambda-ga,distance,hopper,0,4700
48,-2.877426862716675,14862.2197265625,124.13613700866699,1688032669.731674,22.036218643188477,1.3637943267822266,-2.877592086791992,48,0,-85.17017364501953,1000,22083.6328125,1000,27.23457145690918,176.66908264160156,240.8919677734375,351.2309875488281,-2.8790998458862305,73.15271759033203,9144.0888671875,1000,48,14.3510103225708,7.824916839599609,2.05108380317688,118.89777374267578,cgp,mu+lambda-ga,distance,hopper,0,4800
49,-2.8888020515441895,9474.31640625,126.24873328208923,1688032671.8442702,16.04016876220703,-1.2130106687545776,-2.9086999893188477,49,0,4959.08935546875,1000,14122.423828125,1000,23.014202117919922,112.97940063476562,176.7017059326172,292.6080017089844,-2.876514196395874,68.71062469482422,8588.8271484375,1000,49,9.278328895568848,5.68127965927124,2.0803205966949463,75.7945327758789,cgp,mu+lambda-ga,distance,hopper,0,4900
50,-2.8782529830932617,9695.6640625,128.37223553657532,1688032673.9677725,18.74102020263672,0.709691047668457,-2.320774555206299,50,0,-47.46730041503906,1000,9869.0771484375,1000,16.518016815185547,78.95262145996094,4.062430381774902,165.95028686523438,-2.374499797821045,41.221031188964844,5152.6279296875,1000,50,10.572723388671875,5.94587516784668,2.0855207443237305,77.56532287597656,cgp,mu+lambda-ga,distance,hopper,0,5000
51,-2.866143226623535,9209.3955078125,130.45541739463806,1688032676.0509543,20.22264862060547,0.0,-2.8609251976013184,51,0,573.168701171875,1000,10591.5859375,1000,22.145936965942383,84.73269653320312,-71.04422760009766,267.62213134765625,-2.8707332611083984,71.66452026367188,8958.064453125,1000,51,12.049250602722168,5.8526153564453125,2.049838066101074,73.6751708984375,cgp,mu+lambda-ga,distance,hopper,0,5100
52,-2.1455512046813965,6935.01611328125,132.54140877723694,1688032678.1369457,17.492713928222656,0.2074114978313446,-2.33284592628479,52,0,281.4390563964844,1000,18346.15625,1000,20.349573135375977,146.76927185058594,505.14874267578125,139.16262817382812,-2.891653537750244,53.87281036376953,6734.1005859375,1000,52,11.187356948852539,6.477996349334717,2.0527703762054443,55.48013687133789,cgp,mu+lambda-ga,distance,hopper,0,5200
53,-2.8409276008605957,6421.046875,134.62310194969177,1688032680.218639,19.7351016998291,0.8924726247787476,-2.8784923553466797,53,0,165.53182983398438,1000,6901.11279296875,1000,15.004433631896973,55.20891189575195,2480.98291015625,227.32839965820312,-2.86727237701416,46.37399673461914,5796.74853515625,1000,53,10.289782524108887,4.65511417388916,2.0486745834350586,51.368385314941406,cgp,mu+lambda-ga,distance,hopper,0,5300
54,-2.2012994289398193,13116.72265625,136.7049458026886,1688032682.3004827,18.755043029785156,-0.5462654232978821,-2.921375274658203,54,0,-174.15672302246094,1000,22755.2109375,1000,25.680706024169922,182.0417022705078,490.06231689453125,168.46682739257812,-2.875718593597412,74.81024169921875,9351.279296875,1000,54,13.035086631774902,4.453865051269531,2.049220085144043,104.93379211425781,cgp,mu+lambda-ga,distance,hopper,0,5400
55,-2.8838114738464355,11108.111328125,138.77616429328918,1688032684.3717012,18.99840545654297,0.9444609880447388,-2.848104476928711,55,0,236.8497314453125,1000,11339.5966796875,1000,20.1020565032959,90.71678161621094,130.2073516845703,52.76921844482422,-2.8020267486572266,85.49205780029297,10686.505859375,1000,55,13.25562572479248,9.432279586791992,2.0351767539978027,88.86489868164062,cgp,mu+lambda-ga,distance,hopper,0,5500
56,-2.8705546855926514,11427.0888671875,140.8613851070404,1688032686.456922,16.837446212768555,0.9218779802322388,-2.878469467163086,56,0,349.7106018066406,1000,13758.513671875,1000,18.68037223815918,110.06812286376953,-167.81655883789062,133.975830078125,-2.843435525894165,50.73948287963867,6342.4345703125,1000,56,11.518953323364258,5.136966705322266,2.0526540279388428,91.41671752929688,cgp,mu+lambda-ga,distance,hopper,0,5600
57,-2.8705453872680664,6219.16162109375,142.93949723243713,1688032688.5350342,11.382967948913574,-0.18248265981674194,-2.7845239639282227,57,0,2290.387939453125,1000,8020.50927734375,1000,15.247782707214355,64.16407775878906,98.45055389404297,510.49591064453125,-2.8635811805725098,49.0534782409668,6131.68359375,1000,57,7.03851318359375,3.434364080429077,2.042356014251709,49.753299713134766,cgp,mu+lambda-ga,distance,hopper,0,5700
58,-2.876776933670044,7461.359375,145.0292146205902,1688032690.6247516,13.612196922302246,0.03889543563127518,-2.882498264312744,58,0,454.6640930175781,1000,12857.9365234375,1000,18.886333465576172,102.8635025024414,-69.8596420288086,267.4433898925781,-2.7500593662261963,54.217201232910156,6777.1494140625,1000,58,9.077032089233398,2.2961976528167725,2.0568671226501465,59.69088363647461,cgp,mu+lambda-ga,distance,hopper,0,5800
59,-2.783723831176758,9096.943359375,147.11566162109375,1688032692.7111986,21.77877426147461,1.5112661123275757,-2.77946138381958,59,0,3211.0234375,1000,11798.134765625,1000,17.72920799255371,94.38508605957031,269.1082763671875,332.41082763671875,-2.3925185203552246,56.65488052368164,7081.859375,1000,59,13.718188285827637,9.103422164916992,2.053992509841919,72.77555847167969,cgp,mu+lambda-ga,distance,hopper,0,5900
60,-2.8971822261810303,10990.8876953125,149.2034411430359,1688032694.798978,15.671867370605469,1.419727087020874,-2.849886417388916,60,0,343.9656066894531,1000,13162.9267578125,1000,18.51923370361328,105.30342864990234,-91.69263458251953,1.337289810180664,-2.8623440265655518,74.5745620727539,9321.8203125,1000,60,10.356204986572266,4.551111698150635,2.0546658039093018,87.92710876464844,cgp,mu+lambda-ga,distance,hopper,0,6000
61,-2.8600378036499023,9041.064453125,151.28949189186096,1688032696.8850288,16.778430938720703,-1.1416282653808594,-2.37396240234375,61,0,234.72531127929688,1000,10527.0537109375,1000,19.856096267700195,84.21643829345703,223.691162109375,76.9776611328125,-2.8925342559814453,70.61389923095703,8826.736328125,1000,61,10.326691627502441,5.971324920654297,2.05367374420166,72.32852172851562,cgp,mu+lambda-ga,distance,hopper,0,6100
