,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,_runtime,_timestamp,training.fitness_1q,training.fitness_3q,training.top_k_ctrl_reward.top_1_ctrl_reward,_step,training.run_id,training.top_k_reward.top_2_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_fit.top_2_fit,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.generation,training.fitness_mean,training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,solver,ea,fitness,environment,seed,training.evaluation
0,-1.2753057479858398,1459.463134765625,23.41481852531433,1688032569.0103555,1.7001633644104004,-1.1624006032943726,-2.474672555923462,0,0,38.16297912597656,1000,1879.580078125,1000,4.4508209228515625,15.036641120910645,27.261430740356445,71.70471954345703,-2.4603519439697266,8.395355224609375,1049.4193115234375,1000,0,0.11976873874664307,1.0900065898895264,15.240606307983398,11.675705909729004,cgp,mu+lambda-ga,distance,hopper,0,0
1,-1.9408420324325562,2171.46728515625,25.70077395439148,1688032571.296311,4.577252388000488,-3.6326167583465576,-1.751251459121704,1,0,85.48660278320312,1000,2913.37744140625,1000,9.176871299743652,23.307022094726562,80.82052612304688,70.99665069580078,-2.1684234142303467,16.106565475463867,2013.320556640625,1000,1,0.18835368752479553,1.5258938074111938,2.0090575218200684,17.371740341186523,cgp,mu+lambda-ga,distance,hopper,0,100
2,-2.468764305114746,2957.3603515625,27.789238691329956,1688032573.3847756,6.843790054321289,-3.7719573974609375,-2.670515298843384,2,0,4132.15966796875,1000,3433.4951171875,1000,9.370963096618652,27.467966079711914,359.3200378417969,2579.576904296875,-2.157144546508789,20.309043884277344,2538.630126953125,1000,2,2.1856045722961426,1.9442204236984253,2.049468994140625,23.658885955810547,cgp,mu+lambda-ga,distance,hopper,0,200
3,-2.0880136489868164,3196.691162109375,29.856738567352295,1688032575.4522755,3.601541519165039,-2.6893160343170166,-2.562530994415283,3,0,191.18896484375,1000,5753.693359375,1000,9.140850067138672,46.0295524597168,645.9866943359375,138.70338439941406,-2.279919147491455,19.553730010986328,2444.2158203125,1000,3,1.4302022457122803,0.5237663388252258,2.033491611480713,25.573532104492188,cgp,mu+lambda-ga,distance,hopper,0,300
4,-2.2595512866973877,3784.424560546875,32.016932010650635,1688032577.612469,7.297283172607422,-3.3340530395507812,-2.147291898727417,4,0,61.809818267822266,1000,4128.22509765625,1000,10.579907417297363,33.02580642700195,51.66231155395508,79.40919494628906,-2.2307353019714355,30.07149887084961,3758.936767578125,1000,4,2.990238904953003,1.804020881652832,2.057835817337036,30.275400161743164,cgp,mu+lambda-ga,distance,hopper,0,400
5,-2.178008556365967,3640.1650390625,34.12049102783203,1688032579.716028,9.902976989746094,-4.210864067077637,-2.164346218109131,5,0,481.04095458984375,1000,3768.600341796875,1000,12.48385238647461,30.1488037109375,193.19924926757812,2663.1650390625,-2.432832717895508,27.200496673583984,3400.0615234375,1000,5,1.63337242603302,1.0573055744171143,2.0574231147766113,29.121322631835938,cgp,mu+lambda-ga,distance,hopper,0,500
6,-2.457305431365967,3786.626953125,36.24275493621826,1688032581.838292,7.739123344421387,-2.242314100265503,-2.42832088470459,6,0,58.11819839477539,1000,3965.80224609375,1000,11.46552848815918,31.726423263549805,357.6480712890625,320.42205810546875,-1.6457881927490234,28.0667781829834,3508.346923828125,1000,6,1.9964804649353027,1.3534091711044312,2.0854904651641846,30.293020248413086,cgp,mu+lambda-ga,distance,hopper,0,600
7,-2.2343711853027344,3955.481689453125,38.343698263168335,1688032583.9392352,8.830188751220703,1.3176679611206055,-2.8625311851501465,7,0,939.6041259765625,1000,5261.0361328125,1000,9.209675788879395,42.088294982910156,7044.10791015625,3426.44091796875,-2.586076259613037,29.418203353881836,3677.27490234375,1000,7,5.440208435058594,4.098102569580078,2.069364547729492,31.643856048583984,cgp,mu+lambda-ga,distance,hopper,0,700
8,-2.4479470252990723,4181.443359375,40.50988554954529,1688032586.1054225,7.463717460632324,0.43576985597610474,-2.489820957183838,8,0,107.43221282958984,1000,4966.8671875,1000,8.865175247192383,39.73494338989258,209.10623168945312,1959.216064453125,-2.211646795272827,31.12618637084961,3890.77294921875,1000,8,4.471458435058594,2.764133930206299,2.122194766998291,33.45155334472656,cgp,mu+lambda-ga,distance,hopper,0,800
9,-2.256153106689453,5832.693359375,42.6028995513916,1688032588.1984365,8.878280639648438,0.07642321288585663,-2.239598274230957,9,0,71.81139373779297,1000,7299.13623046875,1000,11.72169303894043,58.39309310913086,187.98126220703125,8897.5029296875,-2.5933282375335693,38.141693115234375,4767.71142578125,1000,9,5.385402202606201,3.9441847801208496,2.0609114170074463,46.66155242919922,cgp,mu+lambda-ga,distance,hopper,0,900
10,-2.6596603393554688,6730.10888671875,44.66230893135071,1688032590.2578459,9.359864234924316,-0.8327416777610779,-2.4145689010620117,10,0,434.1106872558594,1000,8098.48486328125,1000,13.072245597839355,64.78788757324219,343.6593017578125,2535.35546875,-2.2500386238098145,38.444297790527344,4805.5361328125,1000,10,4.98947286605835,3.41706919670105,2.0250093936920166,53.840877532958984,cgp,mu+lambda-ga,distance,hopper,0,1000
11,-2.115443468093872,3933.511474609375,46.727620124816895,1688032592.323157,10.652729034423828,-0.3923676609992981,-2.3577098846435547,11,0,-135.5568389892578,1000,4678.57080078125,1000,10.697836875915527,37.42856979370117,120.38479614257812,3668.180419921875,-2.9124934673309326,29.02072525024414,3627.590087890625,1000,11,4.919643878936768,3.5938119888305664,2.0313222408294678,31.468095779418945,cgp,mu+lambda-ga,distance,hopper,0,1100
12,-2.4969682693481445,4978.5908203125,48.79214119911194,1688032594.3876781,6.131414413452148,-4.2285261154174805,-2.106673002243042,12,0,225.7489776611328,1000,8655.103515625,1000,15.314541816711426,69.24083709716797,124.99012756347656,38.06945037841797,-2.2247300148010254,38.90047073364258,4862.55859375,1000,12,1.5260897874832153,0.32617032527923584,2.0337843894958496,39.828731536865234,cgp,mu+lambda-ga,distance,hopper,0,1200
13,-2.9133729934692383,5715.04345703125,50.86280965805054,1688032596.4583466,11.33326244354248,-4.581628799438477,-2.7336411476135254,13,0,588.5479736328125,1000,7720.2314453125,1000,15.343721389770508,61.76185989379883,145.90487670898438,80.05681610107422,-2.907553195953369,39.346534729003906,4918.31640625,1000,13,4.620238780975342,3.3381638526916504,2.0385148525238037,45.72035598754883,cgp,mu+lambda-ga,distance,hopper,0,1300
14,-2.9156086444854736,5596.275390625,52.91923379898071,1688032598.5147707,12.177111625671387,-3.5574727058410645,-2.93106746673584,14,0,414.484375,1000,9690.0517578125,1000,15.283869743347168,77.52042388916016,577.3682861328125,-35.72949981689453,-2.215055465698242,42.930362701416016,5366.29443359375,1000,14,5.093011379241943,1.5860652923583984,2.0151124000549316,44.77021408081055,cgp,mu+lambda-ga,distance,hopper,0,1400
15,-2.9132752418518066,7245.9814453125,54.99746298789978,1688032600.593,13.535562515258789,-4.131435871124268,-2.8947370052337646,15,0,736.1312255859375,1000,7730.05322265625,1000,17.927112579345703,61.84043502807617,946.2816162109375,703.1865844726562,-2.916445255279541,51.772762298583984,6471.5947265625,1000,15,5.507466793060303,2.7628040313720703,2.045496940612793,57.967857360839844,cgp,mu+lambda-ga,distance,hopper,0,1500
16,-2.2086315155029297,5222.8310546875,57.07175922393799,1688032602.6672962,12.811758041381836,-0.6659121513366699,-2.217559576034546,16,0,415.87481689453125,1000,6170.9599609375,1000,12.231517791748047,49.3676872253418,-623.73583984375,219.7725372314453,-2.126772403717041,34.40699768066406,4300.87451171875,1000,16,6.057473182678223,3.350548267364502,2.0416643619537354,41.78265380859375,cgp,mu+lambda-ga,distance,hopper,0,1600
17,-2.904691696166992,7071.9736328125,59.148305892944336,1688032604.7438428,12.14498233795166,-2.696378231048584,-2.2099339962005615,17,0,4395.9345703125,1000,8891.1943359375,1000,16.27218246459961,71.12956237792969,-174.15811157226562,-37.94375991821289,-2.9043850898742676,55.33797836303711,6917.24658203125,1000,17,5.417794227600098,3.067013740539551,2.043074607849121,56.5757942199707,cgp,mu+lambda-ga,distance,hopper,0,1700
18,-1.9212476015090942,5602.6240234375,61.228839635849,1688032606.8243766,9.668685913085938,-2.010192632675171,-2.2627387046813965,18,0,62.074974060058594,1000,7786.3671875,1000,13.249184608459473,62.29094314575195,-10.391149520874023,145.4116668701172,-2.243885040283203,36.793190002441406,4599.14794921875,1000,18,4.662846088409424,2.230588436126709,2.0470452308654785,44.82099914550781,cgp,mu+lambda-ga,distance,hopper,0,1800
19,-2.9062294960021973,12169.7001953125,63.274649143218994,1688032608.870186,5.4453887939453125,-6.135238170623779,-2.9109854698181152,19,0,109.62747955322266,1000,12312.513671875,1000,18.89751625061035,98.5001220703125,-236.99514770507812,1669.932861328125,-2.91030216217041,55.49577331542969,6936.970703125,1000,19,2.581463575363159,1.3667266368865967,2.0101711750030518,97.35761260986328,cgp,mu+lambda-ga,distance,hopper,0,1900
20,-1.5123186111450195,5681.92578125,65.35507225990295,1688032610.9506092,7.185159683227539,-3.447216749191284,-2.1327016353607178,20,0,-586.5039672851562,1000,8893.3984375,1000,14.51087760925293,71.1471939086914,487.4807434082031,158.43382263183594,-2.917809247970581,41.30531311035156,5163.16357421875,1000,20,1.8205785751342773,1.2761170864105225,2.046635866165161,45.455413818359375,cgp,mu+lambda-ga,distance,hopper,0,2000
21,-2.877732753753662,6325.4111328125,67.43626165390015,1688032613.0317986,13.11489486694336,-6.544854164123535,-2.872684955596924,21,0,-232.6619110107422,1000,7855.13427734375,1000,16.801809310913086,62.84107971191406,192.7154083251953,117.7374038696289,-2.920569896697998,36.846893310546875,4605.861328125,1000,21,4.2694196701049805,2.4912502765655518,2.0474119186401367,50.603294372558594,cgp,mu+lambda-ga,distance,hopper,0,2100
22,-2.174870491027832,5346.9228515625,69.51582217216492,1688032615.1113591,16.185409545898438,-3.162369966506958,-2.7386722564697266,22,0,127.6482162475586,1000,6561.38623046875,1000,15.465892791748047,52.49109649658203,210.0835418701172,105.56216430664062,-2.3039162158966064,38.816917419433594,4852.11376953125,1000,22,6.005025386810303,2.766584634780884,2.046302556991577,42.775386810302734,cgp,mu+lambda-ga,distance,hopper,0,2200
23,-2.9163694381713867,5867.7060546875,71.59302067756653,1688032617.1885576,14.102819442749023,-5.557961940765381,-1.9965052604675293,23,0,-416.6532287597656,1000,6470.1142578125,1000,15.5527982711792,51.760921478271484,476.0030517578125,82.6023941040039,-2.922794818878174,37.23673629760742,4654.5908203125,1000,23,4.63235330581665,1.908963918685913,2.0442464351654053,46.941654205322266,cgp,mu+lambda-ga,distance,hopper,0,2300
24,-2.385932445526123,4646.8935546875,73.67651844024658,1688032619.2720554,11.52464485168457,-3.321244478225708,-1.338598370552063,24,0,-418.48345947265625,1000,7750.85498046875,1000,15.917244911193848,62.0068473815918,-266.15057373046875,39.3773307800293,-2.065045118331909,34.03459167480469,4254.32373046875,1000,24,3.40981125831604,1.6368708610534668,2.0492103099823,37.17515182495117,cgp,mu+lambda-ga,distance,hopper,0,2400
