,training.top_k_reward.top_1_reward,_step,training.run_id,training.generation,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,training.fitness_std,training.top_k_reward.top_0_reward,_runtime,_timestamp,training.top_k_fit.top_0_fit,training.top_k_reward.top_2_reward,training.fitness_1q,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_2_fit,solver,ea,fitness,environment,seed,training.evaluation
165,998.3142700195312,165,1,165,608.4521484375,705.9747314453125,999.3684692382812,378.78594970703125,999.5426025390625,2879.1981403827667,1687601192.2062054,999.5255126953125,998.4193115234375,996.1539916992188,408.3117980957031,17.320417404174805,999.2389526367188,cgp-large,mu+lambda,reward,ant,1,16500
166,999.4144897460938,166,1,166,654.4801635742188,707.7801513671875,999.5938720703125,336.2160339355469,999.1104736328125,2896.516149044037,1687601209.524214,999.6674194335938,999.3297729492188,995.2543334960938,437.43780517578125,17.30027961730957,999.5542602539062,cgp-large,mu+lambda,reward,ant,1,16600
167,998.6371459960938,167,1,167,630.7713012695312,705.0531005859375,999.4496459960938,368.792236328125,999.3576049804688,2913.843667268753,1687601226.8517323,999.674072265625,999.547119140625,998.1595458984375,406.8396301269531,17.30953025817871,999.4380493164062,cgp-large,mu+lambda,reward,ant,1,16700
168,998.7335815429688,168,1,168,730.1107788085938,708.0343017578125,999.34375,269.9591064453125,997.14501953125,2931.1829557418823,1687601244.1910207,999.3838500976562,998.3389282226562,997.5924072265625,565.1505737304688,17.321075439453125,999.3319091796875,cgp-large,mu+lambda,reward,ant,1,16800
169,997.376953125,169,1,169,625.8681640625,657.8544921875,999.4569091796875,363.37615966796875,999.6676025390625,2948.5073754787445,1687601261.5154405,999.5411987304688,998.9487915039062,997.7796630859375,409.6480712890625,17.306102752685547,999.3767700195312,cgp-large,mu+lambda,reward,ant,1,16900
170,998.728271484375,170,1,170,703.0706787109375,713.3658447265625,999.5074462890625,325.9128112792969,999.32666015625,2965.6246933937073,1687601278.6327584,999.5321044921875,999.805908203125,997.5984497070312,521.03857421875,17.098262786865234,999.3727416992188,cgp-large,mu+lambda,reward,ant,1,17000
171,996.9584350585938,171,1,171,700.1535034179688,704.9578857421875,999.4396362304688,275.95343017578125,999.2280883789062,2982.716335296631,1687601295.7244003,999.6822509765625,996.9476318359375,995.3016967773438,561.3167724609375,17.073638916015625,999.3980102539062,cgp-large,mu+lambda,reward,ant,1,17100
172,997.6329345703125,172,1,172,654.2001953125,706.9285888671875,999.6453247070312,324.0306396484375,1000.1527709960938,2999.7962844371796,1687601312.8043494,999.8019409179688,998.8796997070312,997.1261596679688,416.3420715332031,17.061376571655273,999.5807495117188,cgp-large,mu+lambda,reward,ant,1,17200
173,999.7131958007812,173,1,173,714.2157592773438,708.2233276367188,999.4019775390625,282.0363464355469,999.4337158203125,3016.9319298267365,1687601329.9399948,999.5137329101562,999.6747436523438,997.0331420898438,472.2203674316406,17.11746597290039,999.3936767578125,cgp-large,mu+lambda,reward,ant,1,17300
174,998.718017578125,174,1,174,635.2003784179688,704.4722900390625,999.5457763671875,334.6616516113281,998.7947387695312,3034.0163638591766,1687601347.0244288,999.5718383789062,999.9048461914062,994.824462890625,411.8586120605469,17.067134857177734,999.4668579101562,cgp-large,mu+lambda,reward,ant,1,17400
175,998.735107421875,175,1,175,-396.30029296875,633.1884155273438,999.1258544921875,10016.5224609375,998.213134765625,3051.3881237506866,1687601364.3961887,999.4497680664062,999.048828125,995.3167724609375,390.8478088378906,17.353559494018555,999.0873413085938,cgp-large,mu+lambda,reward,ant,1,17500
176,999.2229614257812,176,1,176,710.37060546875,715.882568359375,999.579833984375,305.597900390625,999.056396484375,3068.7424602508545,1687601381.7505252,999.595947265625,998.1796875,998.6751098632812,480.41180419921875,17.3361873626709,999.3994750976562,cgp-large,mu+lambda,reward,ant,1,17600
177,999.3373413085938,177,1,177,706.0410766601562,708.5401611328125,999.5564575195312,310.35504150390625,999.2960815429688,3086.085610628128,1687601399.0936756,999.5699462890625,997.5502319335938,998.8307495117188,536.8560180664062,17.325176239013672,999.4039306640625,cgp-large,mu+lambda,reward,ant,1,17700
178,998.836181640625,178,1,178,696.1520385742188,711.8123168945312,999.3704223632812,298.8857116699219,998.6129760742188,3103.4214074611664,1687601416.4294724,999.3776245117188,999.0740966796875,998.0164794921875,502.03448486328125,17.317913055419922,999.3458862304688,cgp-large,mu+lambda,reward,ant,1,17800
179,998.2996826171875,179,1,179,-390.00341796875,702.207275390625,999.3807983398438,10018.509765625,998.1582641601562,3120.7742218971252,1687601433.782287,999.4097900390625,999.209228515625,992.1480712890625,422.0711669921875,17.334835052490234,999.3302612304688,cgp-large,mu+lambda,reward,ant,1,17900
180,998.896484375,180,1,180,676.3530883789062,708.30859375,999.5694580078125,340.66729736328125,999.3323364257812,3138.1309645175934,1687601451.1390295,999.6405029296875,999.2662963867188,996.90185546875,471.99188232421875,17.338655471801758,999.3985595703125,cgp-large,mu+lambda,reward,ant,1,18000
181,999.533447265625,181,1,181,602.1358642578125,629.54833984375,999.4090576171875,390.4608154296875,999.03466796875,3155.312653541565,1687601468.3207185,999.4386596679688,997.2777709960938,996.7777099609375,415.1676330566406,17.163694381713867,999.37451171875,cgp-large,mu+lambda,reward,ant,1,18100
182,997.2381591796875,182,1,182,688.0165405273438,747.1559448242188,999.5222778320312,350.04150390625,998.9344482421875,3172.382742166519,1687601485.3908072,999.5406494140625,998.2982788085938,998.0735473632812,501.2140197753906,17.0512752532959,999.4149169921875,cgp-large,mu+lambda,reward,ant,1,18200
183,998.0969848632812,183,1,183,656.2517700195312,706.761962890625,999.6505737304688,324.51593017578125,999.0800170898438,3189.47416639328,1687601502.4822314,999.716064453125,999.0275268554688,997.2289428710938,413.4271545410156,17.0731258392334,999.471923828125,cgp-large,mu+lambda,reward,ant,1,18300
184,999.6370849609375,184,1,184,634.2305297851562,710.9610595703125,999.6054077148438,388.5090026855469,999.021728515625,3206.5694427490234,1687601519.5775077,999.6294555664062,999.6514282226562,998.7049560546875,394.32275390625,17.076555252075195,999.5914916992188,cgp-large,mu+lambda,reward,ant,1,18400
185,998.0709228515625,185,1,185,705.8855590820312,717.0572509765625,999.3382568359375,284.2492370605469,999.6205444335938,3223.6729390621185,1687601536.681004,999.4678955078125,999.528076171875,996.9944458007812,496.93853759765625,17.083946228027344,999.284423828125,cgp-large,mu+lambda,reward,ant,1,18500
186,999.3902587890625,186,1,186,679.447509765625,709.728515625,999.6242065429688,311.5420837402344,998.6167602539062,3240.7464933395386,1687601553.7545583,999.8197631835938,998.2440185546875,998.0819091796875,425.4867248535156,17.055377960205078,999.569091796875,cgp-large,mu+lambda,reward,ant,1,18600
187,998.9374389648438,187,1,187,647.6202392578125,707.589599609375,999.5460205078125,357.2943115234375,997.33544921875,3257.7813980579376,1687601570.789463,999.7429809570312,999.0297241210938,996.6106567382812,449.03631591796875,17.015914916992188,999.4630737304688,cgp-large,mu+lambda,reward,ant,1,18700
188,1000.1264038085938,188,1,188,632.4906616210938,687.4142456054688,999.465087890625,349.32598876953125,999.9397583007812,3274.9202539920807,1687601587.928319,999.5928344726562,999.1506958007812,996.802490234375,403.5782165527344,17.119844436645508,999.4008178710938,cgp-large,mu+lambda,reward,ant,1,18800
189,1000.0740966796875,189,1,189,-356.74249267578125,706.94580078125,999.4415893554688,10020.4775390625,999.5909423828125,3291.989955663681,1687601604.9980206,999.7811889648438,997.9599609375,997.0986328125,422.10260009765625,17.051931381225586,999.3877563476562,cgp-large,mu+lambda,reward,ant,1,18900
190,998.5783081054688,190,1,190,668.4554443359375,709.418701171875,999.4268798828125,354.9158020019531,998.7574462890625,3309.0239980220795,1687601622.032063,999.5987548828125,997.3016967773438,998.2454833984375,464.4424133300781,17.016098022460938,999.404541015625,cgp-large,mu+lambda,reward,ant,1,19000
191,999.4813842773438,191,1,191,670.4359741210938,709.844482421875,999.4813842773438,312.29510498046875,999.2249145507812,3326.126525402069,1687601639.1345904,999.6537475585938,997.3184204101562,997.7278442382812,414.8114929199219,17.08479881286621,999.3988647460938,cgp-large,mu+lambda,reward,ant,1,19100
192,999.1697387695312,192,1,192,-353.25927734375,707.2894287109375,999.4382934570312,10021.1982421875,999.0391845703125,3343.1763150691986,1687601656.18438,999.4425048828125,998.9195556640625,997.1121826171875,416.774658203125,17.032480239868164,999.3992919921875,cgp-large,mu+lambda,reward,ant,1,19200
193,998.6316528320312,193,1,193,671.0782470703125,704.02587890625,999.3726806640625,329.31353759765625,999.0298461914062,3360.363456249237,1687601673.3715212,999.431884765625,996.5319213867188,997.5863037109375,459.58740234375,17.16842269897461,999.3447265625,cgp-large,mu+lambda,reward,ant,1,19300
194,998.105224609375,194,1,194,640.5247802734375,698.669189453125,999.4273681640625,317.1837463378906,998.6011962890625,3377.5061032772064,1687601690.5141683,999.45751953125,1000.1066284179688,996.993896484375,409.17254638671875,17.125,999.3897094726562,cgp-large,mu+lambda,reward,ant,1,19400
195,999.4159545898438,195,1,195,693.2116088867188,707.1400756835938,999.54296875,321.3525695800781,997.7084350585938,3394.5943121910095,1687601707.6023772,999.6793212890625,998.8987426757812,998.2456665039062,492.2735595703125,17.070148468017578,999.4261474609375,cgp-large,mu+lambda,reward,ant,1,19500
196,998.6959228515625,196,1,196,610.8275756835938,700.25537109375,999.5577392578125,374.4283142089844,999.8540649414062,3411.705878019333,1687601724.713943,999.67138671875,996.5278930664062,996.4292602539062,387.58245849609375,17.09378433227539,999.4827270507812,cgp-large,mu+lambda,reward,ant,1,19600
197,998.1468505859375,197,1,197,690.9619140625,749.350341796875,999.4085083007812,326.8516540527344,999.3025512695312,3428.8343226909637,1687601741.8423877,999.5133056640625,997.3667602539062,998.2799682617188,420.90130615234375,17.10986328125,999.3025512695312,cgp-large,mu+lambda,reward,ant,1,19700
198,999.18115234375,198,1,198,679.9041137695312,708.028076171875,999.5108642578125,314.0858459472656,998.9448852539062,3445.884925842285,1687601758.8929908,999.5557861328125,998.76708984375,997.6195678710938,448.974609375,17.03267478942871,999.4929809570312,cgp-large,mu+lambda,reward,ant,1,19800
199,998.723388671875,199,1,199,689.1279296875,718.7557373046875,999.3052978515625,315.9783630371094,999.1580200195312,3462.922030210495,1687601775.9300952,999.4723510742188,998.1614379882812,997.3773193359375,466.603759765625,17.0169734954834,999.2734985351562,cgp-large,mu+lambda,reward,ant,1,19900
200,1000.1118774414062,200,1,200,641.570068359375,707.7098388671875,999.5093994140625,350.50653076171875,999.5846557617188,3480.115781068802,1687601793.123846,999.6137084960938,999.1365356445312,996.999755859375,406.41259765625,17.175514221191406,999.5086059570312,cgp-large,mu+lambda,reward,ant,1,20000
201,999.253662109375,201,1,201,665.2145385742188,709.0592041015625,999.553466796875,329.8846740722656,998.4501342773438,3497.262367248535,1687601810.2704322,999.5714721679688,999.5714721679688,998.240478515625,411.64910888671875,17.12880516052246,999.5380249023438,cgp-large,mu+lambda,reward,ant,1,20100
202,999.6079711914062,202,1,202,636.9944458007812,708.853515625,999.6321411132812,373.341796875,999.303466796875,3514.352895975113,1687601827.360961,999.6890258789062,997.8458251953125,997.3516845703125,404.704345703125,17.072866439819336,999.6287841796875,cgp-large,mu+lambda,reward,ant,1,20200
203,998.9527587890625,203,1,203,700.2333374023438,710.420166015625,999.4226684570312,312.7745666503906,999.0418090820312,3531.491372823715,1687601844.4994378,999.5465087890625,999.3189086914062,996.6651611328125,512.0739135742188,17.120277404785156,999.40185546875,cgp-large,mu+lambda,reward,ant,1,20300
204,998.7283325195312,204,1,204,-391.1685791015625,686.5565185546875,999.4857788085938,10017.259765625,999.17333984375,3548.6019258499146,1687601861.6099908,999.7661743164062,999.1605834960938,990.5364379882812,384.52679443359375,17.09271812438965,999.4760131835938,cgp-large,mu+lambda,reward,ant,1,20400
205,999.723388671875,205,1,205,716.8946533203125,707.7020263671875,999.4390258789062,279.0576171875,998.7833251953125,3565.7748572826385,1687601878.7829223,999.5249633789062,999.4802856445312,998.715576171875,565.2792358398438,17.1544246673584,999.3782348632812,cgp-large,mu+lambda,reward,ant,1,20500
206,999.6482543945312,206,1,206,669.3377685546875,706.8057250976562,999.5530395507812,347.9885559082031,998.170166015625,3582.937812566757,1687601895.9458776,999.6522827148438,999.6522827148438,998.2388916015625,448.61505126953125,17.1452579498291,999.4398193359375,cgp-large,mu+lambda,reward,ant,1,20600
207,999.2012329101562,207,1,207,711.9822387695312,706.8327026367188,999.3857421875,300.7383728027344,999.058349609375,3600.1252222061157,1687601913.1332872,999.4725341796875,998.0100708007812,998.5255126953125,539.1249389648438,17.16912269592285,999.3689575195312,cgp-large,mu+lambda,reward,ant,1,20700
208,999.1138916015625,208,1,208,725.42724609375,804.1566162109375,999.4974365234375,306.1162414550781,998.8563232421875,3617.2822947502136,1687601930.2903597,999.5206909179688,997.9285278320312,997.049560546875,508.35919189453125,17.13924217224121,999.18310546875,cgp-large,mu+lambda,reward,ant,1,20800
209,999.427734375,209,1,209,682.401611328125,706.874267578125,999.3768310546875,326.8401184082031,999.4468383789062,3634.4242825508118,1687601947.4323475,999.4102783203125,999.3651123046875,998.2353515625,483.651611328125,17.12347412109375,999.3709716796875,cgp-large,mu+lambda,reward,ant,1,20900
210,997.285888671875,210,1,210,667.2391967773438,713.0943603515625,999.67626953125,347.0409240722656,998.2787475585938,3651.571142435074,1687601964.5792074,999.7169189453125,998.122802734375,998.1453247070312,489.2254333496094,17.128482818603516,999.3311767578125,cgp-large,mu+lambda,reward,ant,1,21000
211,998.7734985351562,211,1,211,697.659912109375,709.5975952148438,999.5300903320312,329.6091613769531,999.0829467773438,3668.7575924396515,1687601981.7656574,999.6904907226562,999.739501953125,998.6060791015625,526.4989013671875,17.167776107788086,999.5232543945312,cgp-large,mu+lambda,reward,ant,1,21100
212,999.061767578125,212,1,212,608.9777221679688,699.5556640625,999.3137817382812,374.37432861328125,998.4871826171875,3685.9742181301117,1687601998.982283,999.3887939453125,997.4111938476562,996.7423706054688,409.804443359375,17.194290161132812,999.268798828125,cgp-large,mu+lambda,reward,ant,1,21200
213,998.6240234375,213,1,213,627.0775146484375,696.3012084960938,999.3990478515625,364.8937072753906,998.4990844726562,3703.175760269165,1687602016.1838253,999.7534790039062,999.27294921875,996.825927734375,387.93994140625,17.178600311279297,999.2999877929688,cgp-large,mu+lambda,reward,ant,1,21300
214,999.11279296875,214,1,214,666.4891967773438,709.3280639648438,999.4532470703125,336.4571533203125,999.515869140625,3720.4840383529663,1687602033.4921033,999.4791259765625,998.6318969726562,997.2695922851562,457.6539306640625,17.27516746520996,999.2761840820312,cgp-large,mu+lambda,reward,ant,1,21400
215,998.4015502929688,215,1,215,690.030517578125,711.9869384765625,999.3890991210938,316.4032897949219,999.4786376953125,3737.8476264476776,1687602050.8556914,999.5424194335938,998.1718139648438,998.4201049804688,460.5780029296875,17.31877326965332,999.379150390625,cgp-large,mu+lambda,reward,ant,1,21500
216,999.6617431640625,216,1,216,674.2964477539062,709.381591796875,999.5728759765625,343.2395935058594,998.6361083984375,3754.9747257232666,1687602067.9827907,999.7615966796875,999.4258422851562,998.47314453125,503.58099365234375,17.080488204956055,999.5254516601562,cgp-large,mu+lambda,reward,ant,1,21600
217,999.4534301757812,217,1,217,-332.9024658203125,708.9674072265625,999.48583984375,10022.568359375,999.8598022460938,3772.0420982837677,1687602085.0501633,999.640625,999.48583984375,996.33349609375,467.127197265625,17.02329444885254,999.4024047851562,cgp-large,mu+lambda,reward,ant,1,21700
218,999.3984985351562,218,1,218,667.7381591796875,708.4601440429688,999.4860229492188,371.2060241699219,999.2832641601562,3789.2089443206787,1687602102.2170093,999.535888671875,998.7772827148438,997.9476318359375,471.20184326171875,17.122264862060547,999.4138793945312,cgp-large,mu+lambda,reward,ant,1,21800
219,998.8179931640625,219,1,219,682.4322509765625,709.39013671875,999.5343627929688,365.696533203125,998.8139038085938,3806.349034309387,1687602119.3570993,999.6068115234375,999.4715576171875,997.9903564453125,474.5986328125,17.09590721130371,999.4400024414062,cgp-large,mu+lambda,reward,ant,1,21900
220,998.78955078125,220,1,220,732.8102416992188,733.0103149414062,999.6943969726562,281.9460754394531,998.9298706054688,3823.5377848148346,1687602136.5458498,999.77783203125,998.4012451171875,998.7304077148438,582.4811401367188,17.14449691772461,999.513671875,cgp-large,mu+lambda,reward,ant,1,22000
221,998.1639404296875,221,1,221,686.4102172851562,707.0665283203125,999.4759521484375,304.6960754394531,999.761962890625,3840.605695962906,1687602153.613761,999.6150512695312,999.0562744140625,998.3802490234375,444.0599365234375,17.024003982543945,999.4578857421875,cgp-large,mu+lambda,reward,ant,1,22100
222,998.9837036132812,222,1,222,721.5944213867188,841.924560546875,999.639892578125,333.3028869628906,998.9763793945312,3857.7260813713074,1687602170.7341464,999.7145385742188,999.9082641601562,998.4715576171875,542.2432861328125,17.087326049804688,999.3772583007812,cgp-large,mu+lambda,reward,ant,1,22200
223,997.85302734375,223,1,223,642.3466796875,707.2491455078125,999.357666015625,363.9427185058594,999.3829345703125,3874.884757757187,1687602187.8928227,999.4891357421875,998.4222412109375,997.489990234375,411.6910400390625,17.138160705566406,999.348388671875,cgp-large,mu+lambda,reward,ant,1,22300
224,997.6571655273438,224,1,224,652.76171875,706.7626953125,999.3135375976562,363.5667419433594,999.5424194335938,3892.235959291458,1687602205.2440243,999.3886108398438,999.0311889648438,998.43603515625,402.1497802734375,17.33147430419922,999.275146484375,cgp-large,mu+lambda,reward,ant,1,22400
225,997.9190673828125,225,1,225,640.8609619140625,695.40185546875,999.499267578125,327.1600341796875,997.8267211914062,3909.2949998378754,1687602222.3030648,999.5426635742188,999.2442626953125,997.3987426757812,419.6346435546875,17.040021896362305,999.4472045898438,cgp-large,mu+lambda,reward,ant,1,22500
226,998.2494506835938,226,1,226,629.6597290039062,699.33984375,999.5342407226562,342.1457214355469,999.988525390625,3926.3452999591827,1687602239.353365,999.5872192382812,998.8565063476562,997.8842163085938,397.0939025878906,17.03195571899414,999.52001953125,cgp-large,mu+lambda,reward,ant,1,22600
227,999.1151733398438,227,1,227,614.7653198242188,703.5823364257812,999.2153930664062,372.4239501953125,998.6722412109375,3943.4618704319,1687602256.4699354,999.2782592773438,997.3373413085938,994.8475341796875,346.0274963378906,17.09502410888672,999.1911010742188,cgp-large,mu+lambda,reward,ant,1,22700
228,999.4443359375,228,1,228,691.292724609375,717.2288818359375,999.4192504882812,310.7249755859375,998.3104248046875,3960.7414333820343,1687602273.7494984,999.662841796875,998.0101318359375,996.8633422851562,469.6072998046875,17.25119400024414,999.3489379882812,cgp-large,mu+lambda,reward,ant,1,22800
229,999.378173828125,229,1,229,699.1431884765625,737.3777465820312,999.407958984375,296.3326110839844,999.12353515625,3978.005315065384,1687602291.01338,999.5777587890625,999.6941528320312,997.757568359375,495.9598388671875,17.23748779296875,999.3651123046875,cgp-large,mu+lambda,reward,ant,1,22900
230,998.515869140625,230,1,230,625.528564453125,693.8896484375,999.4669189453125,354.8600158691406,999.2224731445312,3995.2714302539825,1687602308.2794952,999.560302734375,998.43798828125,997.5637817382812,400.19207763671875,17.239704132080078,999.3851928710938,cgp-large,mu+lambda,reward,ant,1,23000
231,998.2125244140625,231,1,231,660.517333984375,702.120361328125,999.6124877929688,331.6759948730469,998.9616088867188,4012.552439928055,1687602325.560505,999.6493530273438,996.7682495117188,997.2447509765625,444.6632385253906,17.25411605834961,999.6046142578125,cgp-large,mu+lambda,reward,ant,1,23100
232,997.8899536132812,232,1,232,746.320556640625,833.10888671875,999.4483032226562,275.0128173828125,999.0712890625,4029.8206272125244,1687602342.8286922,999.7763061523438,998.486328125,996.9006958007812,512.7318725585938,17.24262237548828,999.42919921875,cgp-large,mu+lambda,reward,ant,1,23200
233,998.4121704101562,233,1,233,601.4388427734375,607.1484375,999.3328247070312,341.6452941894531,998.8721313476562,4046.951229572296,1687602359.9592946,999.3843383789062,1000.0277099609375,988.50732421875,416.1846923828125,17.112863540649414,999.3242797851562,cgp-large,mu+lambda,reward,ant,1,23300
234,999.338623046875,234,1,234,641.701904296875,701.7431640625,999.5333862304688,324.6363830566406,999.1497192382812,4063.989086866379,1687602376.9971519,999.6505737304688,999.1024169921875,996.57568359375,412.89617919921875,17.01909065246582,999.4698486328125,cgp-large,mu+lambda,reward,ant,1,23400
235,999.2379760742188,235,1,235,717.9640502929688,745.1688232421875,999.2941284179688,281.55810546875,999.107177734375,4081.0503058433533,1687602394.0583708,999.5333251953125,998.4464721679688,997.775390625,576.2949829101562,17.04229736328125,999.2837524414062,cgp-large,mu+lambda,reward,ant,1,23500
236,999.25830078125,236,1,236,673.1793823242188,709.9039916992188,999.3829956054688,325.33203125,999.3800048828125,4098.097801923752,1687602411.105867,999.5001831054688,999.1992797851562,996.8103637695312,491.4222717285156,17.029293060302734,999.3824462890625,cgp-large,mu+lambda,reward,ant,1,23600
237,999.6046142578125,237,1,237,545.206787109375,549.1060180664062,999.532470703125,386.75604248046875,999.3449096679688,4115.165350437164,1687602428.1734154,999.5411987304688,998.54833984375,964.5262451171875,313.1959228515625,17.049150466918945,999.3931274414062,cgp-large,mu+lambda,reward,ant,1,23700
238,999.0506591796875,238,1,238,585.3232421875,668.3343505859375,999.3902587890625,382.91705322265625,999.7463989257812,4132.328567743301,1687602445.3366327,999.3912963867188,997.93359375,985.8333129882812,365.8136901855469,17.1292667388916,999.3714599609375,cgp-large,mu+lambda,reward,ant,1,23800
239,998.7859497070312,239,1,239,725.0927734375,744.7435302734375,999.3270874023438,282.1486511230469,996.718017578125,4149.633088350296,1687602462.6411533,999.4072875976562,997.356201171875,998.6939086914062,488.0887756347656,17.275705337524414,999.3217163085938,cgp-large,mu+lambda,reward,ant,1,23900
240,998.586181640625,240,1,240,651.1853637695312,707.103515625,999.3639526367188,325.22821044921875,999.1671752929688,4166.956305980682,1687602479.964371,999.6475830078125,998.9489135742188,997.9716796875,443.28936767578125,17.30055809020996,999.3136596679688,cgp-large,mu+lambda,reward,ant,1,24000
241,996.6363525390625,241,1,241,674.4918823242188,725.447509765625,999.39794921875,365.0639343261719,999.5723266601562,4184.252306222916,1687602497.2603712,999.6447143554688,999.4024047851562,997.6314697265625,419.6632385253906,17.281230926513672,999.3905029296875,cgp-large,mu+lambda,reward,ant,1,24100
242,999.5066528320312,242,1,242,678.0219116210938,712.4130859375,999.3623046875,320.9647216796875,999.3678588867188,4201.561610460281,1687602514.5696754,999.7235717773438,998.8992919921875,998.1967163085938,508.97198486328125,17.29237937927246,999.3548583984375,cgp-large,mu+lambda,reward,ant,1,24200
243,998.6986694335938,243,1,243,576.0992431640625,649.168701171875,999.2843017578125,393.2584533691406,999.179931640625,4218.887722969055,1687602531.895788,999.4303588867188,998.5594482421875,996.9859619140625,372.04638671875,17.223548889160156,999.269775390625,cgp-large,mu+lambda,reward,ant,1,24300
244,997.7831420898438,244,1,244,650.9638671875,718.7760009765625,999.4620361328125,389.01043701171875,997.1213989257812,4236.2212433815,1687602549.2293084,999.5132446289062,1000.1240234375,997.1823120117188,418.01385498046875,17.273099899291992,999.4522094726562,cgp-large,mu+lambda,reward,ant,1,24400
245,998.6547241210938,245,1,245,665.9306640625,704.4456787109375,999.5617065429688,296.43695068359375,997.5843505859375,4253.554980754852,1687602566.5630457,999.788330078125,996.9568481445312,977.7940673828125,469.1317138671875,17.31520652770996,999.4992065429688,cgp-large,mu+lambda,reward,ant,1,24500
246,998.970947265625,246,1,246,625.7642211914062,705.5731201171875,999.3387451171875,392.6083984375,999.3358764648438,4270.8628096580505,1687602583.8708746,999.352294921875,999.388427734375,993.4476928710938,401.61712646484375,17.288593292236328,999.3358764648438,cgp-large,mu+lambda,reward,ant,1,24600
247,999.8924560546875,247,1,247,649.766357421875,699.6395874023438,999.5097045898438,334.0633544921875,998.8070068359375,4288.17787528038,1687602601.1859403,999.5653686523438,998.7752685546875,997.8243408203125,420.7012939453125,17.29283905029297,999.3191528320312,cgp-large,mu+lambda,reward,ant,1,24700
248,999.4117431640625,248,1,248,651.8094482421875,707.9557495117188,999.4888916015625,354.4603271484375,999.0247802734375,4305.535458564758,1687602618.5435236,999.7272338867188,997.5574951171875,997.3086547851562,459.987060546875,17.3377628326416,999.3309936523438,cgp-large,mu+lambda,reward,ant,1,24800
249,998.5829467773438,249,1,249,-283.5440979003906,796.9498291015625,999.5472412109375,10026.744140625,999.3189086914062,4322.873182058334,1687602635.881247,999.6787719726562,998.91162109375,998.3307495117188,571.893310546875,17.318933486938477,999.424072265625,cgp-large,mu+lambda,reward,ant,1,24900
250,999.181640625,250,1,250,641.3694458007812,705.681640625,999.5167236328125,353.3847351074219,998.4442749023438,4340.2213814258575,1687602653.2294464,999.5804443359375,998.8231811523438,997.4073486328125,401.2789306640625,17.33064079284668,999.412353515625,cgp-large,mu+lambda,reward,ant,1,25000
251,998.9337768554688,251,1,251,660.05859375,706.445556640625,999.5494995117188,333.0882263183594,998.8533935546875,4357.541459560394,1687602670.5495245,999.73779296875,999.1246337890625,997.5433349609375,430.3890686035156,17.30047035217285,999.4295043945312,cgp-large,mu+lambda,reward,ant,1,25100
252,998.864013671875,252,1,252,636.4185180664062,703.5111083984375,999.6100463867188,336.3704528808594,999.2970581054688,4374.892074108124,1687602687.900139,999.7450561523438,999.25439453125,996.9534912109375,413.1945495605469,17.332048416137695,999.5563354492188,cgp-large,mu+lambda,reward,ant,1,25200
253,999.342041015625,253,1,253,653.217041015625,707.0098876953125,999.5245361328125,341.3855285644531,998.12939453125,4392.246387720108,1687602705.2544527,999.71240234375,998.689697265625,998.1036376953125,447.7019958496094,17.33578109741211,999.5220947265625,cgp-large,mu+lambda,reward,ant,1,25300
254,998.2993774414062,254,1,254,685.9095458984375,709.9444580078125,999.360595703125,342.7577209472656,998.4022827148438,4409.593004226685,1687602722.6010692,999.4730834960938,999.3779907226562,997.55419921875,431.7477722167969,17.327449798583984,999.2289428710938,cgp-large,mu+lambda,reward,ant,1,25400
255,998.5588989257812,255,1,255,-312.5527648925781,708.672119140625,999.3922729492188,10023.0908203125,999.0775146484375,4426.804022550583,1687602739.8120875,999.5773315429688,999.5204467773438,988.998779296875,478.7517395019531,17.182647705078125,999.3436889648438,cgp-large,mu+lambda,reward,ant,1,25500
256,999.1537475585938,256,1,256,736.2575073242188,751.342041015625,999.378173828125,296.97802734375,999.378173828125,4443.853390693665,1687602756.8614557,999.6373291015625,998.9161376953125,998.236328125,641.4199829101562,17.032894134521484,999.3643798828125,cgp-large,mu+lambda,reward,ant,1,25600
257,998.7841186523438,257,1,257,668.2380981445312,705.7944946289062,999.5640258789062,341.5177001953125,998.0562744140625,4460.896843194962,1687602773.9049082,999.6182250976562,999.7582397460938,998.3129272460938,496.0268249511719,17.02788543701172,999.506103515625,cgp-large,mu+lambda,reward,ant,1,25700
258,998.769287109375,258,1,258,715.9024658203125,716.08837890625,999.4031982421875,308.578125,998.3319091796875,4477.908478498459,1687602790.9165435,999.68603515625,998.5647583007812,998.6009521484375,557.8135375976562,16.98835563659668,999.3856201171875,cgp-large,mu+lambda,reward,ant,1,25800
259,998.2623291015625,259,1,259,-312.0339660644531,710.815185546875,999.5007934570312,10023.6982421875,997.4042358398438,4495.266861200333,1687602808.2749262,999.5958862304688,999.2503662109375,998.3347778320312,484.94293212890625,17.22975730895996,999.3145141601562,cgp-large,mu+lambda,reward,ant,1,25900
260,996.8660888671875,260,1,260,716.2723388671875,742.623291015625,999.4949340820312,314.6625061035156,999.5446166992188,4512.63655257225,1687602825.6446176,999.5133666992188,998.0548706054688,998.4844360351562,544.4345703125,17.313095092773438,999.4400024414062,cgp-large,mu+lambda,reward,ant,1,26000
