,training.fitness_3q,training.fitness_mean,_timestamp,training.fitness_1q,training.top_k_fit.top_0_fit,_runtime,training.generation,training.fitness_std,training.fitness_median,training.evaluation_time,training.top_k_fit.top_2_fit,_step,training.run_id,training.top_k_fit.top_1_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
12,44.80073928833008,432.2003173828125,1686906827.9225352,1005.4615478515625,1018.9227294921875,44.97660827636719,12,452.76397705078125,135.19338989257812,2.035041570663452,1017.1446533203125,12,0,1017.7940673828125,cgp,mu+lambda,hopper,0,1200,1018.9227294921875,1017.7940673828125,1017.1446533203125
13,59.2313346862793,540.0626220703125,1686906829.97122,1007.5703735351562,1020.821533203125,47.02529311180115,13,454.8462829589844,490.60418701171875,2.0341951847076416,1017.5830688476562,13,0,1018.5130615234375,cgp,mu+lambda,hopper,0,1300,1020.821533203125,1018.5130615234375,1017.5830688476562
14,73.21266174316406,515.3114624023438,1686906832.0188742,1007.5690307617188,1021.926513671875,49.07294726371765,14,450.36431884765625,283.81689453125,2.0331130027770996,1015.7164306640625,14,0,1018.1627197265625,cgp,mu+lambda,hopper,0,1400,1021.926513671875,1018.1627197265625,1015.7164306640625
15,50.19801712036133,-1542.1539306640625,1686906834.0395353,1004.159423828125,1019.6262817382812,51.093608379364014,15,14072.6435546875,148.79898071289062,2.005497694015503,1017.3222045898438,15,0,1019.0533447265625,cgp,mu+lambda,hopper,0,1500,1019.6262817382812,1019.0533447265625,1017.3222045898438
16,69.627197265625,507.7912902832031,1686906836.0698187,1008.8496704101562,1022.1593627929688,53.123891830444336,16,449.8082275390625,284.9601745605469,2.015752077102661,1019.564208984375,16,0,1019.7738647460938,cgp,mu+lambda,hopper,0,1600,1022.1593627929688,1019.7738647460938,1019.564208984375
17,58.542484283447266,484.2843933105469,1686906838.097328,1012.8240966796875,1023.1580810546875,55.15140104293823,17,455.6058349609375,195.18374633789062,2.012716054916382,1020.0709838867188,17,0,1020.837646484375,cgp,mu+lambda,hopper,0,1700,1023.1580810546875,1020.837646484375,1020.0709838867188
18,71.58268737792969,495.9834899902344,1686906840.118807,1012.445068359375,1021.5487060546875,57.17288017272949,18,453.5014343261719,222.97250366210938,2.005981683731079,1020.9842529296875,18,0,1021.0926513671875,cgp,mu+lambda,hopper,0,1800,1021.5487060546875,1021.0926513671875,1020.9842529296875
19,65.81848907470703,460.126953125,1686906842.142172,1013.3187255859375,1034.815673828125,59.196245193481445,19,454.77130126953125,136.73544311523438,2.008535861968994,1022.4421997070312,19,0,1022.8362426757812,cgp,mu+lambda,hopper,0,1900,1034.815673828125,1022.8362426757812,1022.4421997070312
20,77.27145385742188,-473.8730773925781,1686906844.2245605,1014.361328125,1033.9859619140625,61.27863359451294,20,10012.6083984375,283.35028076171875,2.0658671855926514,1021.6721801757812,20,0,1022.1345825195312,cgp,mu+lambda,hopper,0,2000,1033.9859619140625,1022.1345825195312,1021.6721801757812
21,63.38431167602539,-490.9698181152344,1686906846.3087199,1013.3893432617188,1041.045166015625,63.36279296875,21,10010.380859375,343.211669921875,2.0663976669311523,1033.94970703125,21,0,1036.2342529296875,cgp,mu+lambda,hopper,0,2100,1041.045166015625,1036.2342529296875,1033.94970703125
22,45.223331451416016,424.6779479980469,1686906848.381054,1013.1476440429688,1047.3240966796875,65.4351270198822,22,461.9847412109375,81.63102722167969,2.053124189376831,1043.5948486328125,22,0,1043.5972900390625,cgp,mu+lambda,hopper,0,2200,1047.3240966796875,1043.5972900390625,1043.5948486328125
23,54.85962677001953,456.4466247558594,1686906850.4221869,1015.2823486328125,1046.697998046875,67.47625994682312,23,445.2949523925781,214.04849243164062,2.018549680709839,1044.9554443359375,23,0,1046.0496826171875,cgp,mu+lambda,hopper,0,2300,1046.697998046875,1046.0496826171875,1044.9554443359375
24,67.2515869140625,464.5628662109375,1686906852.472676,1021.01708984375,1046.5460205078125,69.52674913406372,24,436.0731506347656,281.54803466796875,2.0281898975372314,1044.0150146484375,24,0,1046.056640625,cgp,mu+lambda,hopper,0,2400,1046.5460205078125,1046.056640625,1044.0150146484375
25,47.09676742553711,455.945068359375,1686906854.5245802,1026.421630859375,1045.992919921875,71.57865333557129,25,457.70208740234375,183.61575317382812,2.029099464416504,1044.5634765625,25,0,1044.7607421875,cgp,mu+lambda,hopper,0,2500,1045.992919921875,1044.7607421875,1044.5634765625
26,58.84474563598633,495.6762390136719,1686906856.5746257,1032.8099365234375,1045.5130615234375,73.62869882583618,26,453.3296203613281,261.6838684082031,2.030247449874878,1045.0894775390625,26,0,1045.1783447265625,cgp,mu+lambda,hopper,0,2600,1045.5130615234375,1045.1783447265625,1045.0894775390625
27,46.41823959350586,-625.857177734375,1686906858.62042,901.5895385742188,1048.3602294921875,75.67449307441711,27,9995.8212890625,139.8382568359375,2.023258686065674,1044.283203125,27,0,1044.9385986328125,cgp,mu+lambda,hopper,0,2700,1048.3602294921875,1044.9385986328125,1044.283203125
28,50.98823547363281,429.3053283691406,1686906860.6620903,1033.37109375,1048.2066650390625,77.71616339683533,28,445.86065673828125,154.0116424560547,2.020254611968994,1046.5341796875,28,0,1047.1900634765625,cgp,mu+lambda,hopper,0,2800,1048.2066650390625,1047.1900634765625,1046.5341796875
29,53.892425537109375,410.5135192871094,1686906862.7119694,1030.1534423828125,1056.765380859375,79.766042470932,29,436.15826416015625,129.96072387695312,2.0290932655334473,1049.4808349609375,29,0,1052.2896728515625,cgp,mu+lambda,hopper,0,2900,1056.765380859375,1052.2896728515625,1049.4808349609375
30,76.75679779052734,504.7867126464844,1686906864.7582245,1013.9335327148438,1048.5328369140625,81.81229758262634,30,429.3999328613281,352.86199951171875,2.0234382152557373,1046.2247314453125,30,0,1047.3485107421875,cgp,mu+lambda,hopper,0,3000,1048.5328369140625,1047.3485107421875,1046.2247314453125
31,50.39594650268555,413.7498474121094,1686906866.8050697,1016.9085693359375,1051.0963134765625,83.85914278030396,31,432.9763488769531,145.54281616210938,2.0241732597351074,1044.65625,31,0,1044.692138671875,cgp,mu+lambda,hopper,0,3100,1051.0963134765625,1044.692138671875,1044.65625
32,53.43741989135742,422.4783630371094,1686906868.8511014,1016.9624633789062,1051.7850341796875,85.90517449378967,32,440.25115966796875,185.253662109375,2.0239014625549316,1047.4713134765625,32,0,1047.7510986328125,cgp,mu+lambda,hopper,0,3200,1051.7850341796875,1047.7510986328125,1047.4713134765625
33,48.92798614501953,446.37945556640625,1686906870.9004385,1032.1221923828125,1066.985595703125,87.95451164245605,33,447.00469970703125,162.27944946289062,2.0259835720062256,1046.7945556640625,33,0,1049.166015625,cgp,mu+lambda,hopper,0,3300,1066.985595703125,1049.166015625,1046.7945556640625
34,48.12349319458008,401.39935302734375,1686906872.9488382,1008.83935546875,1047.4564208984375,90.00291132926941,34,439.8990478515625,123.08087158203125,2.0260486602783203,1046.4219970703125,34,0,1047.427490234375,cgp,mu+lambda,hopper,0,3400,1047.4564208984375,1047.427490234375,1046.4219970703125
35,54.93699264526367,451.99932861328125,1686906874.99879,1003.4287109375,1051.3106689453125,92.05286312103271,35,445.4241943359375,231.5596160888672,2.028202533721924,1047.961669921875,35,0,1049.3905029296875,cgp,mu+lambda,hopper,0,3500,1051.3106689453125,1049.3905029296875,1047.961669921875
36,53.79401397705078,444.4764709472656,1686906877.0348763,1019.7322998046875,1049.0780029296875,94.08894944190979,36,441.89208984375,214.5723876953125,2.0197787284851074,1047.4822998046875,36,0,1047.6021728515625,cgp,mu+lambda,hopper,0,3600,1049.0780029296875,1047.6021728515625,1047.4822998046875
37,46.23883056640625,429.8199768066406,1686906879.0726573,1030.37451171875,1049.7005615234375,96.12673044204712,37,442.7836608886719,167.57115173339844,2.0236663818359375,1046.7574462890625,37,0,1048.42333984375,cgp,mu+lambda,hopper,0,3700,1049.7005615234375,1048.42333984375,1046.7574462890625
38,64.4509506225586,426.9031982421875,1686906881.1081975,1025.5291748046875,1048.8955078125,98.16227054595947,38,425.6910095214844,182.32684326171875,2.02115797996521,1045.7655029296875,38,0,1048.3720703125,cgp,mu+lambda,hopper,0,3800,1048.8955078125,1048.3720703125,1045.7655029296875
39,50.845882415771484,415.8870544433594,1686906883.1390846,1013.3857421875,1064.194580078125,100.19315767288208,39,427.6058044433594,164.35784912109375,2.0168678760528564,1048.127685546875,39,0,1056.7491455078125,cgp,mu+lambda,hopper,0,3900,1064.194580078125,1056.7491455078125,1048.127685546875
40,64.84895324707031,437.5210876464844,1686906885.1702478,1035.181640625,1067.114990234375,102.22432088851929,40,434.6581115722656,252.9036102294922,2.017014980316162,1047.2777099609375,40,0,1050.57080078125,cgp,mu+lambda,hopper,0,4000,1067.114990234375,1050.57080078125,1047.2777099609375
41,38.96894836425781,427.9111633300781,1686906887.2044976,1031.561767578125,1058.0972900390625,104.25857067108154,41,447.34185791015625,151.7486572265625,2.0199131965637207,1048.0904541015625,41,0,1049.82373046875,cgp,mu+lambda,hopper,0,4100,1058.0972900390625,1049.82373046875,1048.0904541015625
42,56.36015701293945,480.4600524902344,1686906889.238849,1032.4090576171875,1058.8521728515625,106.2929220199585,42,445.9773254394531,280.61773681640625,2.019944906234741,1051.5152587890625,42,0,1058.248046875,cgp,mu+lambda,hopper,0,4200,1058.8521728515625,1058.248046875,1051.5152587890625
43,49.3051643371582,419.7684631347656,1686906891.2720892,1012.1983032226562,1056.27197265625,108.32616233825684,43,431.69281005859375,197.89007568359375,2.020256996154785,1048.936767578125,43,0,1053.4620361328125,cgp,mu+lambda,hopper,0,4300,1056.27197265625,1053.4620361328125,1048.936767578125
44,59.01308822631836,375.55413818359375,1686906893.305642,966.2179565429688,1070.1533203125,110.3597149848938,44,416.4122314453125,137.30325317382812,2.0207109451293945,1049.3953857421875,44,0,1050.0614013671875,cgp,mu+lambda,hopper,0,4400,1070.1533203125,1050.0614013671875,1049.3953857421875
45,44.54141616821289,390.455078125,1686906895.3421867,997.6049194335938,1067.523193359375,112.39625978469849,45,427.5311279296875,150.20774841308594,2.0240414142608643,1058.1280517578125,45,0,1062.6405029296875,cgp,mu+lambda,hopper,0,4500,1067.523193359375,1062.6405029296875,1058.1280517578125
46,62.60422134399414,437.47979736328125,1686906897.376187,1037.361572265625,1066.939208984375,114.430260181427,46,442.843505859375,184.266845703125,2.020142078399658,1056.2139892578125,46,0,1064.520263671875,cgp,mu+lambda,hopper,0,4600,1066.939208984375,1064.520263671875,1056.2139892578125
47,51.6668586730957,418.9395751953125,1686906899.4085855,1032.231689453125,1049.685546875,116.46265864372253,47,438.8160095214844,142.1948699951172,2.0171830654144287,1047.123779296875,47,0,1048.164794921875,cgp,mu+lambda,hopper,0,4700,1049.685546875,1048.164794921875,1047.123779296875
48,47.73418045043945,400.2772216796875,1686906901.4456413,1026.2950439453125,1048.6492919921875,118.49971437454224,48,428.02374267578125,151.23876953125,2.023359537124634,1047.4530029296875,48,0,1048.3060302734375,cgp,mu+lambda,hopper,0,4800,1048.6492919921875,1048.3060302734375,1047.4530029296875
49,74.43728637695312,455.0292053222656,1686906903.4785423,1032.0452880859375,1068.4617919921875,120.53261542320251,49,426.48095703125,265.71771240234375,2.0186970233917236,1049.1397705078125,49,0,1058.7867431640625,cgp,mu+lambda,hopper,0,4900,1068.4617919921875,1058.7867431640625,1049.1397705078125
50,51.7049560546875,413.9276123046875,1686906905.511256,1035.486572265625,1058.7423095703125,122.56532907485962,50,444.5516357421875,136.34283447265625,2.0190675258636475,1050.1898193359375,50,0,1050.2227783203125,cgp,mu+lambda,hopper,0,5000,1058.7423095703125,1050.2227783203125,1050.1898193359375
51,46.1470947265625,452.261474609375,1686906907.542576,1039.5455322265625,1050.3238525390625,124.59664916992188,51,458.7569274902344,170.38194274902344,2.016818046569824,1048.5751953125,51,0,1049.859619140625,cgp,mu+lambda,hopper,0,5100,1050.3238525390625,1049.859619140625,1048.5751953125
52,52.39375305175781,470.4967346191406,1686906909.5752106,1035.96630859375,1047.869140625,126.62928366661072,52,444.90582275390625,254.42333984375,2.0189526081085205,1046.220458984375,52,0,1047.5703125,cgp,mu+lambda,hopper,0,5200,1047.869140625,1047.5703125,1046.220458984375
53,46.409881591796875,449.8792724609375,1686906911.6069992,1019.1017456054688,1059.869873046875,128.6610722541809,53,437.7524719238281,258.10955810546875,2.0176095962524414,1045.9468994140625,53,0,1048.604736328125,cgp,mu+lambda,hopper,0,5300,1059.869873046875,1048.604736328125,1045.9468994140625
54,59.286865234375,479.98455810546875,1686906913.640737,1035.146484375,1059.4259033203125,130.69481015205383,54,445.3481140136719,243.80508422851562,2.019009828567505,1049.0728759765625,54,0,1049.4552001953125,cgp,mu+lambda,hopper,0,5400,1059.4259033203125,1049.4552001953125,1049.0728759765625
55,64.80068969726562,489.490234375,1686906915.6733625,1035.5111083984375,1048.1163330078125,132.72743558883667,55,453.1217956542969,230.697021484375,2.0178611278533936,1046.4779052734375,55,0,1048.0458984375,cgp,mu+lambda,hopper,0,5500,1048.1163330078125,1048.0458984375,1046.4779052734375
56,54.418453216552734,402.8744201660156,1686906917.7104862,1018.7933959960938,1050.2689208984375,134.76455926895142,56,425.7647705078125,169.72946166992188,2.022840738296509,1049.19775390625,56,0,1049.9119873046875,cgp,mu+lambda,hopper,0,5600,1050.2689208984375,1049.9119873046875,1049.19775390625
57,56.26702117919922,458.9300537109375,1686906919.7482867,1003.4393310546875,1049.19970703125,136.80235981941223,57,430.4576721191406,241.92996215820312,2.0254592895507812,1046.2523193359375,57,0,1048.6351318359375,cgp,mu+lambda,hopper,0,5700,1049.19970703125,1048.6351318359375,1046.2523193359375
58,59.28941345214844,451.65533447265625,1686906921.7863634,1019.1259155273438,1070.97216796875,138.84043645858765,58,438.92547607421875,189.00819396972656,2.0252861976623535,1049.470458984375,58,0,1051.5916748046875,cgp,mu+lambda,hopper,0,5800,1070.97216796875,1051.5916748046875,1049.470458984375
59,51.78620147705078,391.4447326660156,1686906923.8153214,905.2476806640625,1049.7069091796875,140.86939454078674,59,418.79071044921875,175.95755004882812,2.0166492462158203,1047.991943359375,59,0,1048.2464599609375,cgp,mu+lambda,hopper,0,5900,1049.7069091796875,1048.2464599609375,1047.991943359375
60,59.998451232910156,467.1385192871094,1686906925.8491778,1020.4591674804688,1056.69921875,142.90325093269348,60,440.7679443359375,254.28651428222656,2.019524097442627,1048.0140380859375,60,0,1048.0384521484375,cgp,mu+lambda,hopper,0,6000,1056.69921875,1048.0384521484375,1048.0140380859375
61,39.916568756103516,465.5950622558594,1686906927.8831725,1039.132568359375,1065.1917724609375,144.9372456073761,61,455.5882568359375,139.67245483398438,2.019340991973877,1050.9874267578125,61,0,1051.0194091796875,cgp,mu+lambda,hopper,0,6100,1065.1917724609375,1051.0194091796875,1050.9874267578125
62,50.11068344116211,422.3191833496094,1686906929.9165425,1007.354248046875,1053.9803466796875,146.97061562538147,62,444.2791442871094,138.95773315429688,2.0190837383270264,1048.2694091796875,62,0,1048.55419921875,cgp,mu+lambda,hopper,0,6200,1053.9803466796875,1048.55419921875,1048.2694091796875
63,60.98609924316406,414.6301574707031,1686906931.951383,1010.6121826171875,1075.0191650390625,149.00545620918274,63,435.9589538574219,172.63961791992188,2.0227766036987305,1050.1708984375,63,0,1051.4029541015625,cgp,mu+lambda,hopper,0,6300,1075.0191650390625,1051.4029541015625,1050.1708984375
64,48.951255798339844,451.2885437011719,1686906933.9886549,1030.078369140625,1056.85498046875,151.0427279472351,64,437.90576171875,272.85107421875,2.025266408920288,1049.12109375,64,0,1050.0518798828125,cgp,mu+lambda,hopper,0,6400,1056.85498046875,1050.0518798828125,1049.12109375
65,44.73517990112305,411.88037109375,1686906936.0758052,1017.6533813476562,1049.6947021484375,153.129878282547,65,438.673828125,173.74203491210938,2.070279359817505,1049.05322265625,65,0,1049.2845458984375,cgp,mu+lambda,hopper,0,6500,1049.6947021484375,1049.2845458984375,1049.05322265625
66,57.5900993347168,446.9244689941406,1686906938.1498163,1028.014404296875,1061.3883056640625,155.2038893699646,66,428.87200927734375,256.9742431640625,2.0538434982299805,1049.3671875,66,0,1049.6806640625,cgp,mu+lambda,hopper,0,6600,1061.3883056640625,1049.6806640625,1049.3671875
67,41.611289978027344,436.99847412109375,1686906940.2185118,1032.342041015625,1065.7452392578125,157.27258491516113,67,453.7679138183594,164.41334533691406,2.0484118461608887,1046.7762451171875,67,0,1048.212890625,cgp,mu+lambda,hopper,0,6700,1065.7452392578125,1048.212890625,1046.7762451171875
68,52.56812286376953,442.28436279296875,1686906942.2894955,1036.607421875,1050.3819580078125,159.3435685634613,68,450.48504638671875,177.58694458007812,2.0514063835144043,1048.487548828125,68,0,1048.965087890625,cgp,mu+lambda,hopper,0,6800,1050.3819580078125,1048.965087890625,1048.487548828125
69,52.514404296875,470.6634216308594,1686906944.3499768,1023.91845703125,1059.8507080078125,161.40404987335205,69,440.1307067871094,256.708984375,2.040226936340332,1051.2303466796875,69,0,1053.0748291015625,cgp,mu+lambda,hopper,0,6900,1059.8507080078125,1053.0748291015625,1051.2303466796875
70,51.78107452392578,416.0372619628906,1686906946.4153943,1004.1834106445312,1050.8951416015625,163.46946740150452,70,426.6383056640625,207.85205078125,2.045501470565796,1049.0164794921875,70,0,1049.267333984375,cgp,mu+lambda,hopper,0,7000,1050.8951416015625,1049.267333984375,1049.0164794921875
71,52.34200668334961,470.5107421875,1686906948.4886835,1036.39404296875,1161.162109375,165.5427565574646,71,451.4183349609375,218.2457275390625,2.0524158477783203,1047.2396240234375,71,0,1048.139404296875,cgp,mu+lambda,hopper,0,7100,1161.162109375,1048.139404296875,1047.2396240234375
72,51.317840576171875,425.0457458496094,1686906950.5597308,1000.86083984375,1048.2493896484375,167.6138038635254,72,432.439453125,195.028076171875,2.052314519882202,1047.4315185546875,72,0,1047.5030517578125,cgp,mu+lambda,hopper,0,7200,1048.2493896484375,1047.5030517578125,1047.4315185546875
73,50.9039192199707,420.77984619140625,1686906952.6303601,1000.40380859375,1048.9976806640625,169.68443322181702,73,433.7060546875,164.96173095703125,2.0530483722686768,1047.0682373046875,73,0,1047.292724609375,cgp,mu+lambda,hopper,0,7300,1048.9976806640625,1047.292724609375,1047.0682373046875
74,53.5972785949707,432.44732666015625,1686906954.7522862,1004.736572265625,1047.8311767578125,171.80635929107666,74,438.049072265625,168.19448852539062,2.1078572273254395,1045.3953857421875,74,0,1047.5625,cgp,mu+lambda,hopper,0,7400,1047.8311767578125,1047.5625,1045.3953857421875
75,48.08905792236328,385.8625183105469,1686906956.8748682,1005.7164306640625,1049.885009765625,173.9289412498474,75,422.3744201660156,138.07321166992188,2.107361078262329,1049.3033447265625,75,0,1049.803955078125,cgp,mu+lambda,hopper,0,7500,1049.885009765625,1049.803955078125,1049.3033447265625
76,62.905460357666016,385.194091796875,1686906959.0095093,993.8070068359375,1050.5958251953125,176.06358242034912,76,416.89141845703125,177.21209716796875,2.109835386276245,1047.444580078125,76,0,1047.7462158203125,cgp,mu+lambda,hopper,0,7600,1050.5958251953125,1047.7462158203125,1047.444580078125
77,39.34144973754883,421.0433349609375,1686906961.1789212,1017.0608520507812,1050.9271240234375,178.23299431800842,77,442.78997802734375,133.26412963867188,2.1486403942108154,1049.4322509765625,77,0,1050.4520263671875,cgp,mu+lambda,hopper,0,7700,1050.9271240234375,1050.4520263671875,1049.4322509765625
78,49.488834381103516,425.4419860839844,1686906963.3189325,1030.2188720703125,1051.2230224609375,180.37300562858582,78,436.9193115234375,186.0665283203125,2.1243982315063477,1048.03125,78,0,1049.1650390625,cgp,mu+lambda,hopper,0,7800,1051.2230224609375,1049.1650390625,1048.03125
79,46.68175506591797,377.3012390136719,1686906965.4291086,996.638916015625,1045.4195556640625,182.4831817150116,79,422.55767822265625,132.79754638671875,2.09489369392395,1044.914306640625,79,0,1045.0504150390625,cgp,mu+lambda,hopper,0,7900,1045.4195556640625,1045.0504150390625,1044.914306640625
80,44.59672546386719,425.3542175292969,1686906967.5200534,1017.6697387695312,1049.96533203125,184.5741264820099,80,440.6111145019531,163.79995727539062,2.0751590728759766,1047.9375,80,0,1048.6873779296875,cgp,mu+lambda,hopper,0,8000,1049.96533203125,1048.6873779296875,1047.9375
81,54.277103424072266,493.15179443359375,1686906969.604905,1023.571044921875,1045.5665283203125,186.65897798538208,81,447.6055603027344,320.3248291015625,2.068934679031372,1043.7462158203125,81,0,1044.7564697265625,cgp,mu+lambda,hopper,0,8100,1045.5665283203125,1044.7564697265625,1043.7462158203125
82,50.52104949951172,-555.6735229492188,1686906971.6861558,1039.47265625,1050.8558349609375,188.74022889137268,82,10004.8134765625,173.87025451660156,2.06571888923645,1046.755126953125,82,0,1048.4024658203125,cgp,mu+lambda,hopper,0,8200,1050.8558349609375,1048.4024658203125,1046.755126953125
83,60.51060485839844,455.79412841796875,1686906973.7631738,1023.458984375,1046.54443359375,190.8172469139099,83,433.27587890625,265.13372802734375,2.0613420009613037,1045.38916015625,83,0,1045.588134765625,cgp,mu+lambda,hopper,0,8300,1046.54443359375,1045.588134765625,1045.38916015625
84,32.461997985839844,442.5131530761719,1686906975.8371782,1017.3135986328125,1049.06640625,192.8912513256073,84,450.57049560546875,186.47152709960938,2.058185338973999,1045.891357421875,84,0,1046.027587890625,cgp,mu+lambda,hopper,0,8400,1049.06640625,1046.027587890625,1045.891357421875
85,49.255348205566406,449.6586608886719,1686906977.9727852,1019.485107421875,1079.23876953125,195.02685832977295,85,449.0379333496094,179.84634399414062,2.120574712753296,1050.4957275390625,85,0,1050.8262939453125,cgp,mu+lambda,hopper,0,8500,1079.23876953125,1050.8262939453125,1050.4957275390625
86,67.89301300048828,423.5562744140625,1686906980.0569248,1003.79833984375,1089.9654541015625,197.11099791526794,86,428.9601135253906,168.9891357421875,2.0701406002044678,1047.7833251953125,86,0,1048.56884765625,cgp,mu+lambda,hopper,0,8600,1089.9654541015625,1048.56884765625,1047.7833251953125
87,55.25349807739258,420.8883972167969,1686906982.1148782,1014.521484375,1109.3240966796875,199.16895127296448,87,434.5469055175781,165.14288330078125,2.0430924892425537,1047.9345703125,87,0,1065.278564453125,cgp,mu+lambda,hopper,0,8700,1109.3240966796875,1065.278564453125,1047.9345703125
88,45.36637496948242,419.86376953125,1686906984.162203,1005.78955078125,1116.0113525390625,201.21627616882324,88,448.40533447265625,129.9105224609375,2.0330898761749268,1090.9090576171875,88,0,1099.822998046875,cgp,mu+lambda,hopper,0,8800,1116.0113525390625,1099.822998046875,1090.9090576171875
89,47.50920867919922,-579.6218872070312,1686906986.2043319,1023.5028076171875,1116.6588134765625,203.25840497016907,89,10001.8251953125,190.0756378173828,2.0274620056152344,1100.57861328125,89,0,1114.3380126953125,cgp,mu+lambda,hopper,0,8900,1116.6588134765625,1114.3380126953125,1100.57861328125
90,85.2896499633789,493.4781188964844,1686906988.2549999,1012.5369873046875,1120.262939453125,205.309072971344,90,444.5628662109375,252.66970825195312,2.0359127521514893,1109.74072265625,90,0,1113.4696044921875,cgp,mu+lambda,hopper,0,9000,1120.262939453125,1113.4696044921875,1109.74072265625
91,47.673545837402344,364.6765441894531,1686906990.3182793,1000.9197998046875,1126.140869140625,207.37235236167908,91,436.10357666015625,117.97676086425781,2.0490119457244873,1109.621337890625,91,0,1125.9041748046875,cgp,mu+lambda,hopper,0,9100,1126.140869140625,1125.9041748046875,1109.621337890625
92,59.46860122680664,444.0799560546875,1686906992.3763058,1033.7376708984375,1129.16015625,209.4303789138794,92,441.31549072265625,225.47845458984375,2.0434858798980713,1126.625732421875,92,0,1126.640380859375,cgp,mu+lambda,hopper,0,9200,1129.16015625,1126.640380859375,1126.625732421875
93,52.04938888549805,430.81396484375,1686906994.4278631,999.1256103515625,1117.341796875,211.48193621635437,93,444.23455810546875,186.74862670898438,2.0373926162719727,1115.2708740234375,93,0,1117.2421875,cgp,mu+lambda,hopper,0,9300,1117.341796875,1117.2421875,1115.2708740234375
