,training.top_k_reward.top_1_reward,_step,_runtime,training.run_id,training.top_k_fit.top_2_fit,training.evaluation_time,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,training.fitness_mean,training.fitness_1q,training.top_k_reward.top_0_reward,training.generation,training.fitness_median,training.fitness_3q,training.top_k_fit.top_0_fit,_timestamp,solver,ea,fitness,environment,seed,training.evaluation
0,-229.79371643066406,0,27.385458946228027,2,38.14811706542969,26.967987060546875,12.967962265014648,39.38130187988281,-10.46234130859375,10.873709678649902,16.071929931640625,-345.4751892089844,0,8.983766555786133,2.5907692909240723,88.10897827148438,1687384553.452384,cgp,mu+lambda,distance,halfcheetah,2,0
1,2266.645751953125,1,34.23985409736633,2,101.12303161621094,6.701717376708984,26.01239776611328,137.8779754638672,57.18404006958008,24.350955963134766,29.60877227783203,102.83183288574219,1,20.19325828552246,12.095982551574707,189.80780029296875,1687384560.3067791,cgp,mu+lambda,distance,halfcheetah,2,100
2,3409.2939453125,2,40.96110916137695,2,74.74370574951172,6.698627471923828,25.13304901123047,100.96289825439453,288.1873474121094,34.106658935546875,42.417457580566406,3814.4345703125,2,32.248355865478516,20.114421844482422,196.44435119628906,1687384567.0280342,cgp,mu+lambda,distance,halfcheetah,2,200
3,623.1132202148438,3,47.69144105911255,2,152.23202514648438,6.689029216766357,36.22294998168945,164.48858642578125,646.9242553710938,42.25580978393555,54.60710906982422,3305.427978515625,3,35.60187530517578,16.52716064453125,182.4818878173828,1687384573.758366,cgp,mu+lambda,distance,halfcheetah,2,300
4,1696.9854736328125,4,54.414310455322266,2,176.8437042236328,6.681441783905029,40.49953842163086,187.6279296875,3230.611572265625,45.20938491821289,59.2193603515625,3769.737060546875,4,38.16901397705078,16.979795455932617,206.72959899902344,1687384580.4812355,cgp,mu+lambda,distance,halfcheetah,2,400
5,3482.48681640625,5,61.14321160316467,2,174.122802734375,6.685434341430664,41.42558288574219,182.35491943359375,464.322509765625,49.91900634765625,67.77166748046875,3519.701904296875,5,39.92359161376953,25.081483840942383,193.59735107421875,1687384587.2101367,cgp,mu+lambda,distance,halfcheetah,2,500
6,3478.500244140625,6,67.86863303184509,2,178.67184448242188,6.683110237121582,44.81526184082031,182.26593017578125,3703.504150390625,55.33032989501953,77.05152893066406,3395.68359375,6,42.8116455078125,26.659019470214844,193.52096557617188,1687384593.935558,cgp,mu+lambda,distance,halfcheetah,2,600
7,3414.121826171875,7,74.58925771713257,2,186.61402893066406,6.685393333435059,53.35124206542969,187.61962890625,1441.639404296875,61.66643524169922,100.80713653564453,3485.693115234375,7,41.18138122558594,17.37160873413086,193.01727294921875,1687384600.6561828,cgp,mu+lambda,distance,halfcheetah,2,700
8,1007.4237060546875,8,81.32011795043945,2,193.9730987548828,6.71087646484375,63.41822814941406,260.84222412109375,3213.02490234375,69.91707611083984,101.68096923828125,664.7487182617188,8,46.79167175292969,22.948230743408203,303.72296142578125,1687384607.387043,cgp,mu+lambda,distance,halfcheetah,2,800
9,6618.921875,9,88.05056762695312,2,214.44664001464844,6.707618713378906,71.64826202392578,251.66177368164062,3004.6943359375,81.90782165527344,150.1938934326172,6145.1806640625,9,48.248470306396484,29.391956329345703,310.3988037109375,1687384614.1174927,cgp,mu+lambda,distance,halfcheetah,2,900
10,5804.2783203125,10,94.77800798416138,2,215.89398193359375,6.7057342529296875,72.4957504272461,229.03646850585938,3463.5126953125,77.43717956542969,149.69451904296875,3217.58203125,10,42.56478500366211,21.936620712280273,310.1905517578125,1687384620.844933,cgp,mu+lambda,distance,halfcheetah,2,1000
11,3665.22998046875,11,101.50815081596375,2,229.15945434570312,6.707605838775635,76.69157409667969,247.11708068847656,6012.0498046875,76.47950744628906,155.2573699951172,6257.12890625,11,41.34687042236328,14.83908748626709,322.523193359375,1687384627.5750759,cgp,mu+lambda,distance,halfcheetah,2,1100
12,3159.055419921875,12,108.23753666877747,2,235.50006103515625,6.706653118133545,76.82681274414062,327.1448059082031,6190.63427734375,78.35907745361328,139.18035888671875,6373.78466796875,12,44.464683532714844,20.147563934326172,329.1493835449219,1687384634.3044617,cgp,mu+lambda,distance,halfcheetah,2,1200
