,training.evaluation_time,training.top_k_fit.top_1_fit,_runtime,training.run_id,training.fitness_3q,training.generation,_step,training.fitness_mean,training.fitness_1q,training.fitness_std,training.top_k_fit.top_0_fit,_timestamp,training.fitness_median,training.top_k_fit.top_2_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,14.829449653625488,269.75091552734375,15.952458143234253,4,26.15597152709961,0,0,65.79287719726562,81.93850708007812,61.3630256652832,311.66705322265625,1687172818.3688571,50.3865852355957,236.89816284179688,lgp,mu+lambda,hopper,4,0,311.66705322265625,269.75091552734375,236.89816284179688
1,1.4260375499725342,329.8380126953125,17.52474355697632,4,46.28069305419922,1,1,109.02472686767578,152.71310424804688,80.79010772705078,331.473388671875,1687172819.9411426,77.46593475341797,255.5287322998047,lgp,mu+lambda,hopper,4,100,331.473388671875,329.8380126953125,255.5287322998047
2,1.4214715957641602,336.1086730957031,18.96510338783264,4,34.364723205566406,2,2,107.8969497680664,168.70948791503906,89.83855438232422,417.1815490722656,1687172821.3815024,79.84268188476562,292.75457763671875,lgp,mu+lambda,hopper,4,200,417.1815490722656,336.1086730957031,292.75457763671875
3,1.4200397729873657,407.9203796386719,20.406349182128906,4,48.55084228515625,3,3,153.16749572753906,224.3240509033203,134.3378448486328,1030.7564697265625,1687172822.8227482,136.37977600097656,384.9225158691406,lgp,mu+lambda,hopper,4,300,1030.7564697265625,407.9203796386719,384.9225158691406
4,1.4195716381072998,435.1729431152344,21.8447904586792,4,67.63408660888672,4,4,163.35581970214844,233.5521697998047,139.3979949951172,1029.85205078125,1687172824.2611895,124.32913208007812,421.3846740722656,lgp,mu+lambda,hopper,4,400,1029.85205078125,435.1729431152344,421.3846740722656
5,1.4185361862182617,433.0743713378906,23.282174348831177,4,53.96263885498047,5,5,176.23773193359375,246.85768127441406,152.5797882080078,1032.25927734375,1687172825.6985734,160.54360961914062,432.4817810058594,lgp,mu+lambda,hopper,4,500,1032.25927734375,433.0743713378906,432.4817810058594
6,1.4194774627685547,1032.881591796875,24.718963146209717,4,65.48056030273438,6,6,202.8825225830078,314.34722900390625,191.7675323486328,1033.3876953125,1687172827.1353621,174.6255340576172,1018.0267944335938,lgp,mu+lambda,hopper,4,600,1033.3876953125,1032.881591796875,1018.0267944335938
7,1.420454978942871,1033.3427734375,26.157350063323975,4,68.45756530761719,7,7,226.6057586669922,346.8935546875,195.461181640625,1036.4755859375,1687172828.573749,221.10989379882812,1023.2352294921875,lgp,mu+lambda,hopper,4,700,1036.4755859375,1033.3427734375,1023.2352294921875
8,1.4205838441848755,1024.4266357421875,27.595008373260498,4,73.23600769042969,8,8,219.9249725341797,333.1568603515625,175.45753479003906,1033.3902587890625,1687172830.0114074,215.55198669433594,449.0223083496094,lgp,mu+lambda,hopper,4,800,1033.3902587890625,1024.4266357421875,449.0223083496094
9,1.4221235513687134,1034.7017822265625,29.034250497817993,4,53.09398651123047,9,9,185.60382080078125,292.31402587890625,181.73805236816406,1035.8358154296875,1687172831.4506495,127.99272155761719,421.9250183105469,lgp,mu+lambda,hopper,4,900,1035.8358154296875,1034.7017822265625,421.9250183105469
10,1.4201010465621948,1034.8765869140625,30.470940828323364,4,56.60136413574219,10,10,214.89422607421875,350.2326354980469,222.08758544921875,1060.8365478515625,1687172832.8873398,122.58050537109375,1033.7347412109375,lgp,mu+lambda,hopper,4,1000,1060.8365478515625,1034.8765869140625,1033.7347412109375
11,1.4407964944839478,1032.928466796875,31.93034601211548,4,56.995208740234375,11,11,196.25042724609375,353.38970947265625,191.41436767578125,1033.0343017578125,1687172834.346745,125.83892822265625,713.4640502929688,lgp,mu+lambda,hopper,4,1100,1033.0343017578125,1032.928466796875,713.4640502929688
12,1.4654314517974854,1032.7352294921875,33.4163761138916,4,49.70301818847656,12,12,222.19644165039062,356.437744140625,207.87916564941406,1036.6524658203125,1687172835.832775,204.3582000732422,1032.0184326171875,lgp,mu+lambda,hopper,4,1200,1036.6524658203125,1032.7352294921875,1032.0184326171875
13,1.4114575386047363,1027.2774658203125,34.850056409835815,4,62.319366455078125,13,13,215.29217529296875,355.71441650390625,200.3233642578125,1035.6151123046875,1687172837.2664554,206.34561157226562,696.0763549804688,lgp,mu+lambda,hopper,4,1300,1035.6151123046875,1027.2774658203125,696.0763549804688
14,1.411091923713684,931.28662109375,36.28295373916626,4,52.704341888427734,14,14,214.95228576660156,357.7857360839844,196.77012634277344,1009.810791015625,1687172838.6993527,174.40802001953125,868.0010986328125,lgp,mu+lambda,hopper,4,1400,1009.810791015625,931.28662109375,868.0010986328125
15,1.4091662168502808,776.9010009765625,37.71682596206665,4,56.793575286865234,15,15,210.40061950683594,354.1088562011719,193.65911865234375,1037.6044921875,1687172840.133225,156.68072509765625,745.9987182617188,lgp,mu+lambda,hopper,4,1500,1037.6044921875,776.9010009765625,745.9987182617188
16,1.4073117971420288,810.302978515625,39.151984214782715,4,63.09306335449219,16,16,239.9590301513672,358.3289489746094,206.60980224609375,1029.1961669921875,1687172841.5683832,220.9151611328125,771.4805297851562,lgp,mu+lambda,hopper,4,1600,1029.1961669921875,810.302978515625,771.4805297851562
17,1.4062618017196655,882.5828857421875,40.584763288497925,4,71.40550231933594,17,17,239.5146026611328,380.57696533203125,235.98460388183594,1031.515625,1687172843.0011623,178.00906372070312,825.9143676757812,lgp,mu+lambda,hopper,4,1700,1031.515625,882.5828857421875,825.9143676757812
18,1.4068416357040405,1032.2281494140625,42.01809477806091,4,50.306419372558594,18,18,238.0986785888672,366.7147521972656,266.3746032714844,1060.9710693359375,1687172844.4344938,113.4940185546875,1022.7275390625,lgp,mu+lambda,hopper,4,1800,1060.9710693359375,1032.2281494140625,1022.7275390625
19,1.41001296043396,1032.03076171875,43.45174717903137,4,62.218467712402344,19,19,287.3509826660156,409.34307861328125,315.5022888183594,1037.1676025390625,1687172845.8681462,127.12896728515625,1031.07958984375,lgp,mu+lambda,hopper,4,1900,1037.1676025390625,1032.03076171875,1031.07958984375
20,1.4150516986846924,1031.4407958984375,44.88514232635498,4,55.74751281738281,20,20,310.0174865722656,574.3233642578125,332.832275390625,1031.73681640625,1687172847.3015413,155.05230712890625,1027.2464599609375,lgp,mu+lambda,hopper,4,2000,1031.73681640625,1031.4407958984375,1027.2464599609375
21,1.4147316217422485,1042.2020263671875,46.31765127182007,4,80.39442443847656,21,21,406.1275634765625,764.490966796875,374.860595703125,1046.3973388671875,1687172848.7340503,224.70147705078125,1033.8961181640625,lgp,mu+lambda,hopper,4,2100,1046.3973388671875,1042.2020263671875,1033.8961181640625
22,1.4144353866577148,1031.282470703125,47.75019192695618,4,62.660221099853516,22,22,351.21966552734375,784.0918579101562,396.443359375,1031.5029296875,1687172850.166591,119.554443359375,1030.825439453125,lgp,mu+lambda,hopper,4,2200,1031.5029296875,1031.282470703125,1030.825439453125
23,1.4147028923034668,1034.964111328125,49.182774782180786,4,59.329952239990234,23,23,339.3093566894531,514.8662109375,392.6077575683594,1040.9632568359375,1687172851.5991738,126.7615737915039,1033.1339111328125,lgp,mu+lambda,hopper,4,2300,1040.9632568359375,1034.964111328125,1033.1339111328125
24,1.414904236793518,1047.0113525390625,50.61550831794739,4,58.28019332885742,24,24,362.0511169433594,833.7061157226562,398.95050048828125,1081.5048828125,1687172853.0319073,162.51171875,1033.046630859375,lgp,mu+lambda,hopper,4,2400,1081.5048828125,1047.0113525390625,1033.046630859375
25,1.415889859199524,1040.3841552734375,52.04935312271118,4,59.096885681152344,25,25,376.27337646484375,1002.6673583984375,420.6988220214844,1061.807861328125,1687172854.4657521,185.58566284179688,1033.9063720703125,lgp,mu+lambda,hopper,4,2500,1061.807861328125,1040.3841552734375,1033.9063720703125
26,1.4130263328552246,1047.14208984375,53.48212265968323,4,59.79719543457031,26,26,377.2945556640625,1008.1961669921875,401.16693115234375,1055.029541015625,1687172855.8985217,204.61868286132812,1038.6866455078125,lgp,mu+lambda,hopper,4,2600,1055.029541015625,1047.14208984375,1038.6866455078125
27,1.414909839630127,1058.2469482421875,54.91551399230957,4,67.33932495117188,27,27,354.4782409667969,999.2745361328125,407.8419189453125,1062.2918701171875,1687172857.331913,135.06350708007812,1055.9954833984375,lgp,mu+lambda,hopper,4,2700,1062.2918701171875,1058.2469482421875,1055.9954833984375
28,1.415353775024414,1045.864013671875,56.349807262420654,4,55.16020202636719,28,28,356.52569580078125,1011.06640625,418.15911865234375,1074.0771484375,1687172858.7662063,125.20260620117188,1040.4708251953125,lgp,mu+lambda,hopper,4,2800,1074.0771484375,1045.864013671875,1040.4708251953125
29,1.4142078161239624,1069.789794921875,57.7831015586853,4,70.85271453857422,29,29,340.13226318359375,371.6243896484375,398.3775939941406,1072.844482421875,1687172860.1995006,130.15496826171875,1052.3914794921875,lgp,mu+lambda,hopper,4,2900,1072.844482421875,1069.789794921875,1052.3914794921875
30,1.4150211811065674,1040.0845947265625,59.216408014297485,4,62.46152114868164,30,30,338.8370361328125,530.0162353515625,406.1665954589844,1054.3455810546875,1687172861.632807,134.74368286132812,1035.4874267578125,lgp,mu+lambda,hopper,4,3000,1054.3455810546875,1040.0845947265625,1035.4874267578125
31,1.4150450229644775,1041.535400390625,60.650389432907104,4,50.87691116333008,31,31,335.078857421875,390.5818176269531,388.06689453125,1074.580810546875,1687172863.0667884,165.302001953125,1041.0078125,lgp,mu+lambda,hopper,4,3100,1074.580810546875,1041.535400390625,1041.0078125
32,1.414650321006775,1038.3399658203125,62.082897424697876,4,54.703025817871094,32,32,352.1131286621094,863.2445678710938,406.8553161621094,1057.141357421875,1687172864.4992964,134.72036743164062,1037.3602294921875,lgp,mu+lambda,hopper,4,3200,1057.141357421875,1038.3399658203125,1037.3602294921875
33,1.4150067567825317,1059.673828125,63.515902042388916,4,43.096702575683594,33,33,383.2931213378906,1024.519775390625,422.30224609375,1062.55224609375,1687172865.932301,198.9747314453125,1041.3494873046875,lgp,mu+lambda,hopper,4,3300,1062.55224609375,1059.673828125,1041.3494873046875
34,1.4145562648773193,1040.96875,64.94869899749756,4,63.618560791015625,34,34,376.4166564941406,995.4803466796875,399.26953125,1068.0538330078125,1687172867.365098,220.07553100585938,1037.7891845703125,lgp,mu+lambda,hopper,4,3400,1068.0538330078125,1040.96875,1037.7891845703125
35,1.4148986339569092,1037.1007080078125,66.3814594745636,4,57.268856048583984,35,35,387.42376708984375,1028.308837890625,425.2084655761719,1038.543701171875,1687172868.7978585,137.91021728515625,1035.715087890625,lgp,mu+lambda,hopper,4,3500,1038.543701171875,1037.1007080078125,1035.715087890625
36,1.4140971899032593,1038.5078125,67.81440997123718,4,60.30224609375,36,36,388.43701171875,1026.242919921875,425.3843994140625,1041.1849365234375,1687172870.230809,156.58517456054688,1036.4886474609375,lgp,mu+lambda,hopper,4,3600,1041.1849365234375,1038.5078125,1036.4886474609375
