,training.fitness_median,_runtime,training.fitness_1q,training.generation,training.fitness_std,training.run_id,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_2_fit,_step,_timestamp,training.fitness_3q,training.top_k_fit.top_1_fit,training.top_k_fit.top_0_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,78.08659362792969,23.83658480644226,112.04143524169922,0,108.93626403808594,5,97.79010772705078,15.45179271697998,378.7635192871094,0,1687249239.079038,45.042388916015625,386.6787414550781,934.6998291015625,lgp,mu+lambda,walker2d,5,0,934.6998291015625,386.6787414550781,378.7635192871094
1,102.82650756835938,25.769072771072388,166.09024047851562,1,126.97962188720703,5,132.86854553222656,1.668375015258789,458.6953125,1,1687249241.0115259,62.85342788696289,494.651611328125,972.2091674804688,lgp,mu+lambda,walker2d,5,100,972.2091674804688,494.651611328125,458.6953125
2,113.07615661621094,27.450069665908813,187.96620178222656,2,132.75839233398438,5,153.546875,1.6639920473098755,423.4355773925781,2,1687249242.6925228,76.46222686767578,562.5103149414062,1003.4185180664062,lgp,mu+lambda,walker2d,5,200,1003.4185180664062,562.5103149414062,423.4355773925781
3,105.76294708251953,29.131178617477417,206.74339294433594,3,145.77398681640625,5,160.67259216308594,1.6642554998397827,534.985595703125,3,1687249244.3736317,72.79379272460938,552.2545166015625,1006.0859985351562,lgp,mu+lambda,walker2d,5,300,1006.0859985351562,552.2545166015625,534.985595703125
4,125.24737548828125,30.814725160598755,321.11767578125,4,164.54217529296875,5,205.2029266357422,1.6664624214172363,587.5812377929688,4,1687249246.0571783,87.52676391601562,723.5646362304688,952.47314453125,lgp,mu+lambda,walker2d,5,400,952.47314453125,723.5646362304688,587.5812377929688
5,145.80938720703125,32.49941158294678,345.7627258300781,5,153.22198486328125,5,210.86160278320312,1.6485484838485718,527.8690185546875,5,1687249247.7418647,88.6843032836914,580.3397827148438,629.9915771484375,lgp,mu+lambda,walker2d,5,500,629.9915771484375,580.3397827148438,527.8690185546875
6,169.56353759765625,34.17661905288696,362.36090087890625,6,168.87583923339844,5,223.604248046875,1.6587226390838623,555.6676025390625,6,1687249249.4190722,83.04248046875,591.9417114257812,713.4385375976562,lgp,mu+lambda,walker2d,5,600,713.4385375976562,591.9417114257812,555.6676025390625
7,133.8074951171875,35.85065674781799,408.478759765625,7,198.46495056152344,5,236.04066467285156,1.6562371253967285,640.3538818359375,7,1687249251.0931098,92.08186340332031,669.6454467773438,1000.7643432617188,lgp,mu+lambda,walker2d,5,700,1000.7643432617188,669.6454467773438,640.3538818359375
8,138.88475036621094,37.52681088447571,443.4505920410156,8,237.4202423095703,5,262.951171875,1.6524769067764282,1001.4375610351562,8,1687249252.769264,83.11548614501953,1001.6731567382812,1005.7406616210938,lgp,mu+lambda,walker2d,5,800,1005.7406616210938,1001.6731567382812,1001.4375610351562
9,165.31546020507812,39.22817826271057,445.1493225097656,9,251.5782470703125,5,274.6343994140625,1.6522175073623657,1001.80419921875,9,1687249254.4706314,81.19691467285156,1002.5001220703125,1005.0532836914062,lgp,mu+lambda,walker2d,5,900,1005.0532836914062,1002.5001220703125,1001.80419921875
10,147.857421875,40.92973613739014,488.21380615234375,10,291.7497863769531,5,291.8313903808594,1.6529699563980103,1002.78515625,10,1687249256.1721892,82.28730010986328,1005.5160522460938,1007.3435668945312,lgp,mu+lambda,walker2d,5,1000,1007.3435668945312,1005.5160522460938,1002.78515625
11,136.91387939453125,42.61295008659363,429.58294677734375,11,313.1218566894531,5,305.31903076171875,1.6576895713806152,1002.9745483398438,11,1687249257.8554032,83.0662841796875,1003.220458984375,1007.2137451171875,lgp,mu+lambda,walker2d,5,1100,1007.2137451171875,1003.220458984375,1002.9745483398438
12,172.74374389648438,44.28962302207947,479.851806640625,12,294.88946533203125,5,314.5244445800781,1.6586874723434448,1001.6492309570312,12,1687249259.5320761,87.74872589111328,1001.9393310546875,1006.4586791992188,lgp,mu+lambda,walker2d,5,1200,1006.4586791992188,1001.9393310546875,1001.6492309570312
13,158.0695037841797,45.96096706390381,512.960693359375,13,312.034912109375,5,322.6166076660156,1.6535345315933228,1003.4512939453125,13,1687249261.2034202,87.64252471923828,1004.193115234375,1005.5001831054688,lgp,mu+lambda,walker2d,5,1300,1005.5001831054688,1004.193115234375,1003.4512939453125
14,225.35073852539062,47.63384246826172,644.4517822265625,14,366.4490966796875,5,384.4574890136719,1.6563208103179932,1006.41015625,14,1687249262.8762956,81.18363189697266,1006.958984375,1008.3987426757812,lgp,mu+lambda,walker2d,5,1400,1008.3987426757812,1006.958984375,1006.41015625
15,174.98965454101562,49.302183389663696,582.3596801757812,15,359.2027282714844,5,369.1763610839844,1.6484462022781372,1005.7791748046875,15,1687249264.5446365,104.84143829345703,1007.683349609375,1008.7562866210938,lgp,mu+lambda,walker2d,5,1500,1008.7562866210938,1007.683349609375,1005.7791748046875
16,154.40072631835938,50.97295117378235,709.7301025390625,16,384.74249267578125,5,374.3483581542969,1.6526516675949097,1007.7041625976562,16,1687249266.2154043,89.27924346923828,1009.493896484375,1018.8560791015625,lgp,mu+lambda,walker2d,5,1600,1018.8560791015625,1009.493896484375,1007.7041625976562
17,151.00234985351562,52.64325666427612,725.537841796875,17,381.0938720703125,5,372.5304870605469,1.651830792427063,1008.1865844726562,17,1687249267.8857098,83.88595581054688,1008.2369384765625,1015.5185546875,lgp,mu+lambda,walker2d,5,1700,1015.5185546875,1008.2369384765625,1008.1865844726562
18,203.64393615722656,54.315279722213745,998.60888671875,18,387.8233947753906,5,402.4566345214844,1.6537563800811768,1009.232421875,18,1687249269.5577328,95.88699340820312,1009.421875,1014.4990234375,lgp,mu+lambda,walker2d,5,1800,1014.4990234375,1009.421875,1009.232421875
19,165.13092041015625,55.9876127243042,970.7398681640625,19,390.125244140625,5,398.85931396484375,1.6544177532196045,1009.1322631835938,19,1687249271.2300658,89.81900024414062,1010.0923461914062,1010.0989990234375,lgp,mu+lambda,walker2d,5,1900,1010.0989990234375,1010.0923461914062,1009.1322631835938
20,134.84548950195312,57.66098070144653,593.63916015625,20,378.6603698730469,5,358.3312072753906,1.655418038368225,1009.0844116210938,20,1687249272.9034338,79.75434875488281,1009.3209838867188,1010.1396484375,lgp,mu+lambda,walker2d,5,2000,1010.1396484375,1009.3209838867188,1009.0844116210938
21,108.03361511230469,59.33263325691223,638.7447509765625,21,389.4205627441406,5,341.72576904296875,1.653921127319336,1010.362548828125,21,1687249274.5750864,71.4871826171875,1010.9815063476562,1014.0744018554688,lgp,mu+lambda,walker2d,5,2100,1014.0744018554688,1010.9815063476562,1010.362548828125
22,116.85298156738281,61.00295972824097,1005.17724609375,22,421.150390625,5,392.1430358886719,1.6526180505752563,1009.838134765625,22,1687249276.2454128,69.53093719482422,1009.9906005859375,1011.4963989257812,lgp,mu+lambda,walker2d,5,2200,1011.4963989257812,1009.9906005859375,1009.838134765625
23,203.36508178710938,62.67405962944031,1006.0645751953125,23,398.3057556152344,5,415.6176452636719,1.6548439264297485,1011.2391357421875,23,1687249277.9165127,90.04352569580078,1012.2628173828125,1012.4093627929688,lgp,mu+lambda,walker2d,5,2300,1012.4093627929688,1012.2628173828125,1011.2391357421875
24,133.577392578125,64.34654259681702,1005.9661254882812,24,405.63958740234375,5,377.1283264160156,1.652406930923462,1011.5635375976562,24,1687249279.5889957,74.5104751586914,1012.5031127929688,1046.9415283203125,lgp,mu+lambda,walker2d,5,2400,1046.9415283203125,1012.5031127929688,1011.5635375976562
25,150.3686065673828,66.02625155448914,1005.25390625,25,401.03363037109375,5,392.07958984375,1.659801721572876,1011.412353515625,25,1687249281.2687047,84.220947265625,1013.90185546875,1015.393310546875,lgp,mu+lambda,walker2d,5,2500,1015.393310546875,1013.90185546875,1011.412353515625
26,157.111572265625,67.69889283180237,1003.7744140625,26,398.96112060546875,5,402.21240234375,1.654982089996338,1010.9107055664062,26,1687249282.941346,91.42515563964844,1011.0443115234375,1011.9730834960938,lgp,mu+lambda,walker2d,5,2600,1011.9730834960938,1011.0443115234375,1010.9107055664062
27,157.18466186523438,69.37313961982727,1002.8487548828125,27,392.7100830078125,5,364.04638671875,1.6562591791152954,1010.9736328125,27,1687249284.6155927,79.86974334716797,1011.4918823242188,1013.117431640625,lgp,mu+lambda,walker2d,5,2700,1013.117431640625,1011.4918823242188,1010.9736328125
28,147.47549438476562,71.04590344429016,1005.5283813476562,28,402.0806579589844,5,392.6301574707031,1.6559745073318481,1011.0941772460938,28,1687249286.2883565,85.37751770019531,1011.2206420898438,1012.3323364257812,lgp,mu+lambda,walker2d,5,2800,1012.3323364257812,1011.2206420898438,1011.0941772460938
29,135.80154418945312,72.71730661392212,793.0487670898438,29,387.9007263183594,5,364.1508483886719,1.6541401147842407,1011.3505859375,29,1687249287.9597597,86.29974365234375,1011.7821044921875,1033.869140625,lgp,mu+lambda,walker2d,5,2900,1033.869140625,1011.7821044921875,1011.3505859375
30,166.05755615234375,74.38906168937683,1007.4256591796875,30,410.9317626953125,5,414.8703918457031,1.6544591188430786,1014.7606201171875,30,1687249289.6315148,70.45255279541016,1027.54736328125,1032.7630615234375,lgp,mu+lambda,walker2d,5,3000,1032.7630615234375,1027.54736328125,1014.7606201171875
31,212.79739379882812,76.06043457984924,1007.2297973632812,31,10001.41796875,5,-568.2915649414062,1.6538068056106567,1016.3674926757812,31,1687249291.3028877,89.13290405273438,1032.6317138671875,1033.2447509765625,lgp,mu+lambda,walker2d,5,3100,1033.2447509765625,1032.6317138671875,1016.3674926757812
32,116.2530517578125,77.73766899108887,1007.6114501953125,32,411.0375671386719,5,378.8282775878906,1.6566624641418457,1032.357421875,32,1687249292.980122,78.53077697753906,1033.968017578125,1036.7794189453125,lgp,mu+lambda,walker2d,5,3200,1036.7794189453125,1033.968017578125,1032.357421875
33,120.78237915039062,79.40906810760498,670.4910888671875,33,394.58233642578125,5,354.67529296875,1.6538151502609253,1030.582275390625,33,1687249294.6515212,84.7936019897461,1032.06787109375,1033.73046875,lgp,mu+lambda,walker2d,5,3300,1033.73046875,1032.06787109375,1030.582275390625
34,119.41075134277344,81.0817277431488,1007.5987548828125,34,413.6510314941406,5,382.12347412109375,1.6538678407669067,1031.417724609375,34,1687249296.3241808,69.44440460205078,1034.25634765625,1047.3638916015625,lgp,mu+lambda,walker2d,5,3400,1047.3638916015625,1034.25634765625,1031.417724609375
