,training.fitness_median,_runtime,training.fitness_1q,training.generation,training.fitness_std,training.run_id,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_2_fit,_step,_timestamp,training.fitness_3q,training.top_k_fit.top_1_fit,training.top_k_fit.top_0_fit,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
35,158.36972045898438,82.75501751899719,1006.0775146484375,35,397.433349609375,5,393.0067138671875,1.6561148166656494,1034.7728271484375,35,1687249297.9974706,83.87271118164062,1036.454833984375,1042.791015625,lgp,mu+lambda,walker2d,5,3500,1042.791015625,1036.454833984375,1034.7728271484375
36,178.19866943359375,84.42841410636902,1008.931396484375,36,418.3904724121094,5,433.7264099121094,1.6558656692504883,1035.0506591796875,36,1687249299.6708672,75.74209594726562,1035.5677490234375,1041.9136962890625,lgp,mu+lambda,walker2d,5,3600,1041.9136962890625,1035.5677490234375,1035.0506591796875
37,113.1397933959961,86.10008668899536,1010.054443359375,37,417.19610595703125,5,368.10211181640625,1.653074860572815,1035.5494384765625,37,1687249301.3425398,68.51667785644531,1036.1226806640625,1046.522216796875,lgp,mu+lambda,walker2d,5,3700,1046.522216796875,1036.1226806640625,1035.5494384765625
38,98.72645568847656,87.77525091171265,470.28125,38,398.7059326171875,5,335.59429931640625,1.6577411890029907,1036.6151123046875,38,1687249303.017704,70.26555633544922,1037.227294921875,1040.8814697265625,lgp,mu+lambda,walker2d,5,3800,1040.8814697265625,1037.227294921875,1036.6151123046875
39,123.92682647705078,89.45218539237976,1000.0316772460938,39,407.42364501953125,5,366.3101501464844,1.6563256978988647,1037.491455078125,39,1687249304.6946385,65.41094970703125,1038.806640625,1039.57470703125,lgp,mu+lambda,walker2d,5,3900,1039.57470703125,1038.806640625,1037.491455078125
40,148.882568359375,91.13621544837952,1010.92919921875,40,407.9963684082031,5,391.2721252441406,1.6606240272521973,1038.380859375,40,1687249306.3786685,73.26996612548828,1046.4228515625,1047.26318359375,lgp,mu+lambda,walker2d,5,4000,1047.26318359375,1046.4228515625,1038.380859375
41,116.76748657226562,92.82054328918457,631.30517578125,41,401.5315246582031,5,353.89495849609375,1.6626447439193726,1034.9986572265625,41,1687249308.0629964,67.42767333984375,1040.0028076171875,1044.579345703125,lgp,mu+lambda,walker2d,5,4100,1044.579345703125,1040.0028076171875,1034.9986572265625
42,138.51597595214844,94.50479340553284,1020.4778442382812,42,416.0234069824219,5,403.0903015136719,1.6623663902282715,1037.4288330078125,42,1687249309.7472465,85.20783996582031,1041.3045654296875,1044.37451171875,lgp,mu+lambda,walker2d,5,4200,1044.37451171875,1041.3045654296875,1037.4288330078125
43,131.77198791503906,96.18838000297546,1012.41064453125,43,424.40118408203125,5,397.15435791015625,1.661339521408081,1041.987548828125,43,1687249311.430833,75.9639892578125,1047.2666015625,1052.0504150390625,lgp,mu+lambda,walker2d,5,4300,1052.0504150390625,1047.2666015625,1041.987548828125
44,111.29937744140625,97.87302327156067,644.3319702148438,44,398.3875732421875,5,358.680419921875,1.6624524593353271,1042.8642578125,44,1687249313.1154764,75.6495132446289,1046.20654296875,1051.883056640625,lgp,mu+lambda,walker2d,5,4400,1051.883056640625,1046.20654296875,1042.8642578125
45,160.36045837402344,99.5566520690918,1021.8033447265625,45,417.99981689453125,5,399.6073303222656,1.6613283157348633,1043.18017578125,45,1687249314.7991052,76.22052001953125,1046.9078369140625,1050.486328125,lgp,mu+lambda,walker2d,5,4500,1050.486328125,1046.9078369140625,1043.18017578125
46,117.70769500732422,101.24004793167114,1006.865234375,46,409.7939147949219,5,384.521240234375,1.6653498411178589,1045.5628662109375,46,1687249316.482501,85.38719940185547,1046.4326171875,1047.3052978515625,lgp,mu+lambda,walker2d,5,4600,1047.3052978515625,1046.4326171875,1045.5628662109375
47,129.26133728027344,102.92092823982239,1027.7962646484375,47,419.8526306152344,5,376.6692199707031,1.6625800132751465,1045.4874267578125,47,1687249318.1633813,72.30314636230469,1048.982421875,1056.5050048828125,lgp,mu+lambda,walker2d,5,4700,1056.5050048828125,1048.982421875,1045.4874267578125
48,123.83267974853516,104.60511422157288,864.375732421875,48,406.24285888671875,5,366.2718811035156,1.666466474533081,1047.7945556640625,48,1687249319.8475673,72.31501770019531,1051.639892578125,1052.0888671875,lgp,mu+lambda,walker2d,5,4800,1052.0888671875,1051.639892578125,1047.7945556640625
49,154.13558959960938,106.2862114906311,634.11669921875,49,396.9013671875,5,374.9449157714844,1.663153886795044,1046.6209716796875,49,1687249321.5286646,67.73897552490234,1048.7947998046875,1056.5303955078125,lgp,mu+lambda,walker2d,5,4900,1056.5303955078125,1048.7947998046875,1046.6209716796875
50,139.00448608398438,107.96929001808167,1026.5618896484375,50,419.52557373046875,5,404.47845458984375,1.6662825345993042,1050.5892333984375,50,1687249323.211743,70.23634338378906,1051.5440673828125,1051.8218994140625,lgp,mu+lambda,walker2d,5,5000,1051.8218994140625,1051.5440673828125,1050.5892333984375
51,121.22478485107422,109.65112233161926,1021.160888671875,51,416.8585510253906,5,369.9523010253906,1.6643162965774536,1050.9232177734375,51,1687249324.8935754,70.97334289550781,1058.8726806640625,1058.873779296875,lgp,mu+lambda,walker2d,5,5100,1058.873779296875,1058.8726806640625,1050.9232177734375
52,145.84542846679688,111.33425951004028,1031.1932373046875,52,429.5760498046875,5,417.7838134765625,1.6653889417648315,1054.32421875,52,1687249326.5767126,84.240478515625,1058.5869140625,1059.2584228515625,lgp,mu+lambda,walker2d,5,5200,1059.2584228515625,1058.5869140625,1054.32421875
53,169.91262817382812,113.01541805267334,1021.6948852539062,53,434.3866271972656,5,443.8150634765625,1.663219690322876,1054.3409423828125,53,1687249328.2578712,75.85981750488281,1054.3621826171875,1065.0626220703125,lgp,mu+lambda,walker2d,5,5300,1065.0626220703125,1054.3621826171875,1054.3409423828125
54,203.82810974121094,114.69927620887756,1024.8309326171875,54,411.11676025390625,5,422.0143737792969,1.6655933856964111,1052.0849609375,54,1687249329.9417293,98.66327667236328,1056.6387939453125,1057.37353515625,lgp,mu+lambda,walker2d,5,5400,1057.37353515625,1056.6387939453125,1052.0849609375
55,152.69236755371094,116.37785816192627,472.4509582519531,55,384.3959045410156,5,355.04132080078125,1.6593247652053833,1052.1927490234375,55,1687249331.6203113,85.55858612060547,1052.7027587890625,1057.2391357421875,lgp,mu+lambda,walker2d,5,5500,1057.2391357421875,1052.7027587890625,1052.1927490234375
56,118.0465316772461,118.05195307731628,1019.0721435546875,56,423.4823913574219,5,378.01959228515625,1.6565721035003662,1057.123046875,56,1687249333.2944062,65.47772216796875,1059.2105712890625,1061.315185546875,lgp,mu+lambda,walker2d,5,5600,1061.315185546875,1059.2105712890625,1057.123046875
57,129.1934814453125,119.72349119186401,971.4826049804688,57,415.32598876953125,5,388.3988952636719,1.6546491384506226,1055.015380859375,57,1687249334.9659443,70.86674499511719,1055.3529052734375,1065.7203369140625,lgp,mu+lambda,walker2d,5,5700,1065.7203369140625,1055.3529052734375,1055.015380859375
58,127.93452453613281,121.39745569229126,1026.7894287109375,58,423.1960144042969,5,386.6878967285156,1.6492455005645752,1056.852783203125,58,1687249336.6399088,77.08547973632812,1057.7685546875,1061.21826171875,lgp,mu+lambda,walker2d,5,5800,1061.21826171875,1057.7685546875,1056.852783203125
59,124.978515625,123.07727909088135,1042.3330078125,59,428.6183166503906,5,390.4693908691406,1.662980079650879,1056.2884521484375,59,1687249338.3197322,69.69727325439453,1058.2757568359375,1066.5897216796875,lgp,mu+lambda,walker2d,5,5900,1066.5897216796875,1058.2757568359375,1056.2884521484375
60,141.44802856445312,124.7527425289154,545.3074951171875,60,379.64471435546875,5,353.59686279296875,1.6554487943649292,1055.4244384765625,60,1687249339.9951956,79.74020385742188,1056.1280517578125,1064.9464111328125,lgp,mu+lambda,walker2d,5,6000,1064.9464111328125,1056.1280517578125,1055.4244384765625
61,134.7813720703125,126.43829727172852,1006.569091796875,61,409.3392028808594,5,382.4490661621094,1.6682400703430176,1056.1412353515625,61,1687249341.6807504,75.00067901611328,1062.16357421875,1062.9703369140625,lgp,mu+lambda,walker2d,5,6100,1062.9703369140625,1062.16357421875,1056.1412353515625
62,137.50906372070312,128.10980582237244,960.7816162109375,62,416.035888671875,5,399.8187561035156,1.6508231163024902,1057.783935546875,62,1687249343.352259,75.10791778564453,1057.843017578125,1058.85400390625,lgp,mu+lambda,walker2d,5,6200,1058.85400390625,1057.843017578125,1057.783935546875
63,124.04478454589844,129.7816321849823,609.120849609375,63,402.91070556640625,5,365.5603942871094,1.6556611061096191,1057.935302734375,63,1687249345.0240853,72.57464599609375,1061.55859375,1062.2315673828125,lgp,mu+lambda,walker2d,5,6300,1062.2315673828125,1061.55859375,1057.935302734375
64,133.89801025390625,131.45373558998108,911.030029296875,64,410.9566650390625,5,389.86962890625,1.6560804843902588,1056.1578369140625,64,1687249346.6961887,70.91900634765625,1057.840576171875,1060.248046875,lgp,mu+lambda,walker2d,5,6400,1060.248046875,1057.840576171875,1056.1578369140625
65,142.11517333984375,133.12534475326538,1032.086181640625,65,423.9027099609375,5,414.05596923828125,1.6506755352020264,1060.047607421875,65,1687249348.3677979,85.90178680419922,1064.266357421875,1065.97802734375,lgp,mu+lambda,walker2d,5,6500,1065.97802734375,1064.266357421875,1060.047607421875
66,181.44912719726562,134.7978982925415,1022.56787109375,66,403.182861328125,5,404.80975341796875,1.6524358987808228,1059.0850830078125,66,1687249350.0403514,85.50436401367188,1059.9063720703125,1062.4349365234375,lgp,mu+lambda,walker2d,5,6600,1062.4349365234375,1059.9063720703125,1059.0850830078125
67,171.30880737304688,136.4680619239807,777.5068969726562,67,398.57550048828125,5,383.8743591308594,1.653050422668457,1060.13134765625,67,1687249351.710515,80.73035430908203,1060.576416015625,1060.989013671875,lgp,mu+lambda,walker2d,5,6700,1060.989013671875,1060.576416015625,1060.13134765625
68,151.7218017578125,138.14090967178345,1022.5157470703125,68,410.33123779296875,5,410.4024963378906,1.6559768915176392,1055.4825439453125,68,1687249353.3833628,90.48049926757812,1056.9691162109375,1065.2391357421875,lgp,mu+lambda,walker2d,5,6800,1065.2391357421875,1056.9691162109375,1055.4825439453125
69,131.2732391357422,139.81245517730713,941.86279296875,69,415.44390869140625,5,383.2663269042969,1.6538283824920654,1053.931396484375,69,1687249355.0549083,78.99588775634766,1054.8651123046875,1056.778076171875,lgp,mu+lambda,walker2d,5,6900,1056.778076171875,1054.8651123046875,1053.931396484375
70,130.18609619140625,141.48206639289856,1004.6170654296875,70,419.5306701660156,5,388.6544189453125,1.6521947383880615,1054.2744140625,70,1687249356.7245195,74.61459350585938,1056.5166015625,1057.744140625,lgp,mu+lambda,walker2d,5,7000,1057.744140625,1056.5166015625,1054.2744140625
71,167.19427490234375,143.15342116355896,812.390380859375,71,396.1360778808594,5,399.8500061035156,1.6538364887237549,1054.8203125,71,1687249358.3958743,98.50386047363281,1058.6380615234375,1059.8841552734375,lgp,mu+lambda,walker2d,5,7100,1059.8841552734375,1058.6380615234375,1054.8203125
72,142.7051544189453,144.82621431350708,773.682373046875,72,401.0398254394531,5,394.4613952636719,1.6555745601654053,1056.438720703125,72,1687249360.0686674,79.24017333984375,1057.3726806640625,1058.2310791015625,lgp,mu+lambda,walker2d,5,7200,1058.2310791015625,1057.3726806640625,1056.438720703125
73,146.65771484375,146.4980878829956,823.589599609375,73,398.2822570800781,5,397.9708557128906,1.6543469429016113,1061.3299560546875,73,1687249361.740541,101.76583862304688,1064.8492431640625,1067.5032958984375,lgp,mu+lambda,walker2d,5,7300,1067.5032958984375,1064.8492431640625,1061.3299560546875
74,196.64859008789062,148.17064666748047,1039.248779296875,74,431.525146484375,5,459.52264404296875,1.6552345752716064,1059.0992431640625,74,1687249363.4130998,86.28738403320312,1060.2305908203125,1060.96484375,lgp,mu+lambda,walker2d,5,7400,1060.96484375,1060.2305908203125,1059.0992431640625
75,112.18460083007812,149.84273028373718,980.7313842773438,75,415.3068542480469,5,377.07269287109375,1.6550819873809814,1061.381591796875,75,1687249365.0851834,75.67089080810547,1061.7362060546875,1062.3402099609375,lgp,mu+lambda,walker2d,5,7500,1062.3402099609375,1061.7362060546875,1061.381591796875
76,136.10568237304688,151.51589965820312,731.8579711914062,76,401.97308349609375,5,377.2287292480469,1.6555140018463135,1056.2071533203125,76,1687249366.7583528,83.91336822509766,1063.49609375,1072.2193603515625,lgp,mu+lambda,walker2d,5,7600,1072.2193603515625,1063.49609375,1056.2071533203125
77,126.0531997680664,153.18909358978271,1041.88818359375,77,429.5869140625,5,418.3193664550781,1.6563931703567505,1057.8839111328125,77,1687249368.4315467,80.34310913085938,1058.5653076171875,1059.478759765625,lgp,mu+lambda,walker2d,5,7700,1059.478759765625,1058.5653076171875,1057.8839111328125
78,260.8450927734375,154.86028170585632,1027.17724609375,78,416.6348876953125,5,448.6012268066406,1.6534699201583862,1056.6922607421875,78,1687249370.1027348,84.1656723022461,1059.5281982421875,1061.193115234375,lgp,mu+lambda,walker2d,5,7800,1061.193115234375,1059.5281982421875,1056.6922607421875
79,122.4046401977539,156.53063702583313,958.927490234375,79,415.797119140625,5,371.128662109375,1.6525282859802246,1057.666015625,79,1687249371.7730901,77.42959594726562,1062.0118408203125,1069.8680419921875,lgp,mu+lambda,walker2d,5,7900,1069.8680419921875,1062.0118408203125,1057.666015625
80,124.53317260742188,158.20360708236694,1013.977294921875,80,410.1621398925781,5,380.5063171386719,1.6542030572891235,1059.921630859375,80,1687249373.4460602,82.19886779785156,1060.85400390625,1070.653076171875,lgp,mu+lambda,walker2d,5,8000,1070.653076171875,1060.85400390625,1059.921630859375
81,158.2805938720703,159.87640738487244,938.2614135742188,81,402.1172180175781,5,389.22198486328125,1.6495997905731201,1061.1046142578125,81,1687249375.1188605,88.69707489013672,1061.7718505859375,1071.2633056640625,lgp,mu+lambda,walker2d,5,8100,1071.2633056640625,1061.7718505859375,1061.1046142578125
82,144.7358856201172,161.54933857917786,981.4905395507812,82,413.877197265625,5,402.0267028808594,1.6485732793807983,1057.3853759765625,82,1687249376.7917917,78.17676544189453,1058.266845703125,1063.630126953125,lgp,mu+lambda,walker2d,5,8200,1063.630126953125,1058.266845703125,1057.3853759765625
83,131.47125244140625,163.22107696533203,878.9442138671875,83,410.3677673339844,5,378.012451171875,1.652969241142273,1058.9473876953125,83,1687249378.46353,81.95619201660156,1060.314697265625,1062.9156494140625,lgp,mu+lambda,walker2d,5,8300,1062.9156494140625,1060.314697265625,1058.9473876953125
84,169.306884765625,164.8938694000244,1012.9334106445312,84,424.4837646484375,5,420.74615478515625,1.6544636487960815,1054.3765869140625,84,1687249380.1363225,82.7793960571289,1054.5025634765625,1057.8658447265625,lgp,mu+lambda,walker2d,5,8400,1057.8658447265625,1054.5025634765625,1054.3765869140625
85,142.08926391601562,166.56337237358093,940.1056518554688,85,408.6922302246094,5,393.1248474121094,1.6520802974700928,1056.5084228515625,85,1687249381.8058255,76.31397247314453,1056.6226806640625,1057.289306640625,lgp,mu+lambda,walker2d,5,8500,1057.289306640625,1056.6226806640625,1056.5084228515625
86,148.27847290039062,168.2356059551239,1030.461181640625,86,411.6965026855469,5,403.8748474121094,1.6562538146972656,1055.066650390625,86,1687249383.478059,82.60047912597656,1055.1417236328125,1056.5870361328125,lgp,mu+lambda,walker2d,5,8600,1056.5870361328125,1055.1417236328125,1055.066650390625
87,136.7469482421875,169.9074742794037,1027.346923828125,87,427.385986328125,5,398.4849853515625,1.654407262802124,1057.0699462890625,87,1687249385.1499274,67.61536407470703,1057.8941650390625,1063.347900390625,lgp,mu+lambda,walker2d,5,8700,1063.347900390625,1057.8941650390625,1057.0699462890625
88,144.70388793945312,171.57867455482483,1029.486572265625,88,427.5655517578125,5,416.8500671386719,1.6534680128097534,1060.0264892578125,88,1687249386.8211277,80.15918731689453,1060.1302490234375,1066.5081787109375,lgp,mu+lambda,walker2d,5,8800,1066.5081787109375,1060.1302490234375,1060.0264892578125
89,123.20630645751953,173.25058245658875,999.8876953125,89,415.7025146484375,5,391.6315612792969,1.6547342538833618,1058.501708984375,89,1687249388.4930356,78.19026184082031,1060.5738525390625,1071.856201171875,lgp,mu+lambda,walker2d,5,8900,1071.856201171875,1060.5738525390625,1058.501708984375
90,123.88890075683594,174.92296934127808,1010.4283447265625,90,419.5016784667969,5,384.0908508300781,1.6556819677352905,1062.5452880859375,90,1687249390.1654224,76.39718627929688,1063.5364990234375,1063.573486328125,lgp,mu+lambda,walker2d,5,9000,1063.573486328125,1063.5364990234375,1062.5452880859375
91,131.48553466796875,176.59516263008118,1043.027587890625,91,438.9126281738281,5,407.5872497558594,1.6547435522079468,1057.217041015625,91,1687249391.8376157,69.4240951538086,1059.914306640625,1060.038330078125,lgp,mu+lambda,walker2d,5,9100,1060.038330078125,1059.914306640625,1057.217041015625
92,119.2865982055664,178.26819682121277,572.9598388671875,92,398.6375427246094,5,372.0865783691406,1.6554818153381348,1063.5267333984375,92,1687249393.51065,79.58949279785156,1065.397705078125,1069.0545654296875,lgp,mu+lambda,walker2d,5,9200,1069.0545654296875,1065.397705078125,1063.5267333984375
93,138.6024627685547,179.94183468818665,499.95513916015625,93,390.0451354980469,5,352.8913879394531,1.655808687210083,1061.796142578125,93,1687249395.1842878,82.47254180908203,1062.2515869140625,1062.27978515625,lgp,mu+lambda,walker2d,5,9300,1062.27978515625,1062.2515869140625,1061.796142578125
