,training.generation,training.run_id,training.fitness_1q,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.fitness_3q,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.fitness_median,training.top_k_fit.top_2_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,_step,_runtime,_timestamp,training.fitness_std,solver,ea,fitness,environment,seed,training.evaluation
544,544,2,13.548871994018555,48.199302673339844,685.3233032226562,-0.07664232701063156,11.672735214233398,17.272239685058594,47.98924255371094,1.4985270500183105,47.75033187866211,711.4140014648438,525.3661499023438,544,9380.256025791168,1687573175.6659768,18.24295997619629,cgp-large,mu+lambda,distance,ant,2,54400
545,545,2,10.194838523864746,47.75991439819336,478.5001220703125,-0.039130665361881256,11.05672550201416,17.319000244140625,47.68558883666992,0.8844997882843018,47.36042404174805,521.86376953125,516.0543823242188,545,9397.600925922394,1687573193.010877,18.085824966430664,cgp-large,mu+lambda,distance,ant,2,54500
546,546,2,12.930004119873047,48.30978775024414,491.2507629394531,-0.09713595360517502,11.310439109802246,17.160480499267578,47.73021697998047,0.15205806493759155,47.44997787475586,503.3988952636719,489.799560546875,546,9414.778264760971,1687573210.1882157,18.170541763305664,cgp-large,mu+lambda,distance,ant,2,54600
547,547,2,21.64518928527832,48.37314224243164,477.5008544921875,-0.05661361664533615,13.19139289855957,17.066925048828125,47.040504455566406,1.4710369110107422,46.775787353515625,453.1859130859375,542.990234375,547,9431.86132645607,1687573227.2712774,18.66433334350586,cgp-large,mu+lambda,distance,ant,2,54700
548,548,2,11.827383041381836,48.63368225097656,522.9910888671875,-0.01901485025882721,11.808184623718262,17.058494567871094,48.177833557128906,2.366337299346924,47.641448974609375,507.49725341796875,647.4619750976562,548,9448.936306238174,1687573244.3462572,18.203807830810547,cgp-large,mu+lambda,distance,ant,2,54800
549,549,2,19.444408416748047,48.37063980102539,746.97705078125,-0.024427421391010284,12.330270767211914,17.085718154907227,48.07469940185547,1.5511162281036377,47.945220947265625,430.3336486816406,433.61932373046875,549,9466.038937091827,1687573261.448888,18.494150161743164,cgp-large,mu+lambda,distance,ant,2,54900
550,550,2,16.013019561767578,47.99321746826172,708.982177734375,0.00016250211047008634,11.5779390335083,17.03609848022461,47.769500732421875,1.3422036170959473,46.75966262817383,601.3642578125,418.99237060546875,550,9483.090694665909,1687573278.5006456,17.851158142089844,cgp-large,mu+lambda,distance,ant,2,55000
551,551,2,15.780336380004883,48.823177337646484,515.8610229492188,0.02381684072315693,11.531838417053223,17.068635940551758,48.21569061279297,2.111191987991333,48.204246520996094,420.0616149902344,506.4705505371094,551,9500.17566370964,1687573295.5856147,18.059297561645508,cgp-large,mu+lambda,distance,ant,2,55100
552,552,2,19.58157730102539,47.742340087890625,678.2232055664062,0.050256531685590744,12.673235893249512,17.04679298400879,47.71107864379883,2.5325660705566406,47.46732711791992,774.4547729492188,512.9998779296875,552,9517.239802837372,1687573312.6497538,17.917844772338867,cgp-large,mu+lambda,distance,ant,2,55200
553,553,2,17.059680938720703,48.10853576660156,503.280029296875,-0.016504937782883644,12.07506275177002,17.1584529876709,47.99079895019531,1.6256160736083984,47.063907623291016,449.25823974609375,517.0631713867188,553,9534.44662117958,1687573329.8565722,17.901994705200195,cgp-large,mu+lambda,distance,ant,2,55300
554,554,2,21.456802368164062,47.992698669433594,426.6346435546875,0.08012959361076355,12.612378120422363,17.302045822143555,47.73948669433594,1.721531867980957,46.60689926147461,447.2905578613281,521.0206298828125,554,9551.790375709534,1687573347.2003267,17.914533615112305,cgp-large,mu+lambda,distance,ant,2,55400
555,555,2,18.460487365722656,47.93683624267578,476.01513671875,-0.021959688514471054,12.425345420837402,17.321903228759766,47.722816467285156,1.452195644378662,47.45771408081055,688.9598999023438,429.3448791503906,555,9569.133897781372,1687573364.5438488,18.122926712036133,cgp-large,mu+lambda,distance,ant,2,55500
556,556,2,10.36945629119873,47.752376556396484,752.874267578125,-0.04207007959485054,11.258438110351562,17.36524772644043,47.106842041015625,1.4695827960968018,46.793235778808594,478.5718994140625,712.5145263671875,556,9586.521248817444,1687573381.9311998,18.227937698364258,cgp-large,mu+lambda,distance,ant,2,55600
557,557,2,34.01775360107422,47.85187530517578,503.042236328125,-0.025910966098308563,13.89672565460205,17.346813201904297,47.79340362548828,1.8606560230255127,46.88766860961914,505.08343505859375,523.8302001953125,557,9603.88798213005,1687573399.297933,19.213125228881836,cgp-large,mu+lambda,distance,ant,2,55700
558,558,2,11.76632022857666,48.71421813964844,519.1790771484375,-0.04528298228979111,11.557609558105469,17.342634201049805,48.14775085449219,1.474294662475586,47.61332702636719,483.1705627441406,531.0438842773438,558,9621.250616073608,1687573416.660567,18.125869750976562,cgp-large,mu+lambda,distance,ant,2,55800
559,559,2,16.374794006347656,48.64317321777344,519.060791015625,0.04701331630349159,12.77655029296875,17.32749366760254,48.26840591430664,2.601527214050293,47.81901168823242,509.9460144042969,525.701416015625,559,9638.598808050156,1687573434.008759,18.24501609802246,cgp-large,mu+lambda,distance,ant,2,55900
560,560,2,18.9844913482666,48.4175910949707,709.9464721679688,-0.036294057965278625,11.612628936767578,17.335142135620117,47.94757080078125,1.0786486864089966,47.09724426269531,689.4772338867188,678.1019287109375,560,9655.9544942379,1687573451.3644452,18.116634368896484,cgp-large,mu+lambda,distance,ant,2,56000
561,561,2,27.334733963012695,48.37761306762695,522.6934204101562,-0.01855999045073986,13.831796646118164,17.33555793762207,47.60295486450195,4.287635803222656,47.45396041870117,507.489501953125,711.8026733398438,561,9673.310776233673,1687573468.7207272,18.33587646484375,cgp-large,mu+lambda,distance,ant,2,56100
562,562,2,14.238595962524414,47.84833526611328,527.7505493164062,-0.011381431482732296,12.151013374328613,17.327720642089844,47.24028015136719,2.5032787322998047,47.17648696899414,344.72314453125,525.2543334960938,562,9690.65701007843,1687573486.066961,17.955102920532227,cgp-large,mu+lambda,distance,ant,2,56200
563,563,2,26.194717407226562,47.79359817504883,541.1044921875,0.004029288422316313,13.718180656433105,17.344682693481445,47.646244049072266,2.2096455097198486,47.60932922363281,478.78057861328125,522.87158203125,563,9708.020738601685,1687573503.4306896,18.388452529907227,cgp-large,mu+lambda,distance,ant,2,56300
564,564,2,23.20496368408203,48.57853698730469,486.4621887207031,0.00011484339484013617,12.904218673706055,17.302305221557617,47.747802734375,2.1281285285949707,47.44970703125,516.8847045898438,473.40301513671875,564,9725.341638088226,1687573520.751589,18.27914047241211,cgp-large,mu+lambda,distance,ant,2,56400
565,565,2,19.677288055419922,48.26539611816406,507.9722595214844,-0.0343702994287014,12.307198524475098,17.349872589111328,47.75315475463867,1.6617603302001953,46.919429779052734,720.4677124023438,526.7510986328125,565,9742.710585355759,1687573538.1205363,18.362232208251953,cgp-large,mu+lambda,distance,ant,2,56500
566,566,2,18.887489318847656,48.160301208496094,478.1578369140625,-0.017756273970007896,11.880877494812012,17.33787727355957,47.93758773803711,1.1780149936676025,47.79578399658203,698.3671875,514.8187866210938,566,9760.067773342133,1687573555.4777243,18.497203826904297,cgp-large,mu+lambda,distance,ant,2,56600
567,567,2,22.747928619384766,48.075843811035156,531.8193969726562,-0.03800472989678383,13.119467735290527,17.32463264465332,48.03575134277344,2.631176471710205,47.95661163330078,525.546630859375,485.028076171875,567,9777.412129878998,1687573572.8220809,18.671369552612305,cgp-large,mu+lambda,distance,ant,2,56700
568,568,2,10.54052734375,48.546451568603516,524.6762084960938,0.0006213838350959122,11.12712574005127,17.32726287841797,48.30509948730469,1.208608627319336,48.290706634521484,514.417724609375,507.49908447265625,568,9794.76023221016,1687573590.1701832,18.205900192260742,cgp-large,mu+lambda,distance,ant,2,56800
569,569,2,16.272056579589844,48.513893127441406,605.9404296875,-0.018108926713466644,11.929064750671387,17.316638946533203,47.830257415771484,1.2662832736968994,47.77780532836914,479.45660400390625,507.95220947265625,569,9812.098306417465,1687573607.5082574,18.803667068481445,cgp-large,mu+lambda,distance,ant,2,56900
570,570,2,25.302574157714844,48.830230712890625,592.2767944335938,0.05544193461537361,13.38308048248291,17.32944679260254,47.813079833984375,2.5802249908447266,47.65701675415039,600.6143188476562,524.8212280273438,570,9829.447021484375,1687573624.8569725,18.564376831054688,cgp-large,mu+lambda,distance,ant,2,57000
571,571,2,17.44624137878418,48.04349899291992,492.3826599121094,0.006363607477396727,11.992904663085938,17.313249588012695,47.935760498046875,1.8477880954742432,47.92523956298828,604.9030151367188,525.5211181640625,571,9846.78064084053,1687573642.1905918,18.380308151245117,cgp-large,mu+lambda,distance,ant,2,57100
572,572,2,11.948229789733887,48.2880859375,494.3992614746094,0.0016690045595169067,11.382184982299805,17.329185485839844,47.84232711791992,1.6402902603149414,47.71985626220703,503.99908447265625,430.74609375,572,9864.130975723267,1687573659.5409267,17.802087783813477,cgp-large,mu+lambda,distance,ant,2,57200
573,573,2,14.682814598083496,48.436790466308594,725.6973266601562,-0.03820836916565895,11.840380668640137,17.229434967041016,47.92587661743164,1.9544830322265625,47.84761047363281,708.1528930664062,609.9578247070312,573,9881.395397424698,1687573676.8053484,17.99533462524414,cgp-large,mu+lambda,distance,ant,2,57300
574,574,2,17.497556686401367,48.5941047668457,600.0320434570312,-0.072870634496212,11.716875076293945,17.15096664428711,48.169673919677734,0.5884794592857361,47.57530975341797,463.19427490234375,534.2789916992188,574,9898.565474033356,1687573693.975425,18.536510467529297,cgp-large,mu+lambda,distance,ant,2,57400
575,575,2,24.764537811279297,48.380828857421875,641.0238647460938,0.05631309002637863,13.33934497833252,17.052997589111328,48.15196228027344,2.731842041015625,48.06740188598633,598.884521484375,650.3896484375,575,9915.638486623764,1687573711.0484376,18.06569480895996,cgp-large,mu+lambda,distance,ant,2,57500
576,576,2,15.502847671508789,49.22925567626953,618.0543823242188,0.013102992437779903,12.260376930236816,17.009641647338867,47.54503631591797,2.593860149383545,47.25819396972656,614.5852661132812,581.40087890625,576,9932.666546583176,1687573728.0764976,17.734582901000977,cgp-large,mu+lambda,distance,ant,2,57600
577,577,2,16.04625129699707,48.3155517578125,623.0228881835938,0.039875905960798264,11.976880073547363,17.309953689575195,48.0816764831543,1.8035868406295776,47.432132720947266,631.2333374023438,726.8963623046875,577,9949.994861602783,1687573745.4048126,18.060590744018555,cgp-large,mu+lambda,distance,ant,2,57700
578,578,2,13.792369842529297,49.16611862182617,470.36053466796875,-0.034628286957740784,12.2034273147583,17.34764289855957,48.66371154785156,1.7850695848464966,48.29470443725586,638.7522583007812,479.6083984375,578,9967.361193656921,1687573762.7711446,18.25414276123047,cgp-large,mu+lambda,distance,ant,2,57800
579,579,2,14.840446472167969,48.95950698852539,595.0789794921875,0.03299364075064659,12.139540672302246,17.35964012145996,48.29207992553711,2.2546091079711914,47.98617935180664,575.7265625,574.1748657226562,579,9984.74008178711,1687573780.1500328,18.16667938232422,cgp-large,mu+lambda,distance,ant,2,57900
580,580,2,23.5445613861084,48.66364288330078,506.7301940917969,0.11308253556489944,13.661211013793945,17.204952239990234,48.49055862426758,3.431007146835327,47.856224060058594,557.4894409179688,547.9002075195312,580,10001.962316513062,1687573797.3722675,17.94598388671875,cgp-large,mu+lambda,distance,ant,2,58000
581,581,2,15.426772117614746,48.50565719604492,564.72412109375,-0.005186546128243208,11.886144638061523,17.10580825805664,47.76575469970703,1.1460366249084473,47.50080871582031,610.0361328125,496.42730712890625,581,10019.08490037918,1687573814.4948514,18.456403732299805,cgp-large,mu+lambda,distance,ant,2,58100
582,582,2,16.268522262573242,49.29737854003906,485.5658874511719,0.0008003060938790441,12.369093894958496,17.070634841918945,48.55237579345703,2.070298194885254,48.05537796020508,518.6573486328125,522.4739379882812,582,10036.173278570175,1687573831.5832295,17.842981338500977,cgp-large,mu+lambda,distance,ant,2,58200
583,583,2,22.567581176757812,48.662437438964844,590.7837524414062,-0.016483694314956665,12.351686477661133,17.346847534179688,48.55445098876953,1.4976892471313477,48.27682113647461,587.1229858398438,552.7755126953125,583,10053.537484645844,1687573848.9474356,18.46583366394043,cgp-large,mu+lambda,distance,ant,2,58300
584,584,2,24.59880256652832,48.55393981933594,538.1705932617188,0.042643673717975616,13.775680541992188,17.328161239624023,48.47925567626953,3.5017123222351074,48.33956527709961,614.03564453125,613.9454956054688,584,10070.883902311325,1687573866.2938533,18.393142700195312,cgp-large,mu+lambda,distance,ant,2,58400
585,585,2,22.35664176940918,50.012996673583984,445.04522705078125,-0.003928412217646837,12.793060302734375,17.331954956054688,48.58580017089844,1.346181869506836,48.08548355102539,628.157470703125,514.6292114257812,585,10088.235438108444,1687573883.645389,18.81182289123535,cgp-large,mu+lambda,distance,ant,2,58500
586,586,2,18.01944351196289,48.56235885620117,582.2529296875,0.02275186777114868,13.470006942749023,17.341960906982422,48.28847885131836,3.0920372009277344,48.02006912231445,568.8010864257812,577.665283203125,586,10105.597140312195,1687573901.0070913,17.890899658203125,cgp-large,mu+lambda,distance,ant,2,58600
587,587,2,14.851249694824219,48.86080551147461,547.4581298828125,0.0010866671800613403,11.859196662902832,17.327701568603516,48.04315185546875,1.1100107431411743,47.6669921875,579.6616821289062,603.2314453125,587,10122.944403648376,1687573918.3543546,18.356040954589844,cgp-large,mu+lambda,distance,ant,2,58700
588,588,2,15.013490676879883,48.79399108886719,587.6129760742188,-0.04113304615020752,11.868967056274414,17.30192756652832,48.64725875854492,2.064762830734253,48.307865142822266,577.0311279296875,598.1953735351562,588,10140.266502380371,1687573935.6764534,18.103832244873047,cgp-large,mu+lambda,distance,ant,2,58800
589,589,2,24.664613723754883,48.715797424316406,563.4183349609375,0.037123825401067734,13.209869384765625,17.313310623168945,47.78527069091797,2.2121150493621826,47.27068328857422,586.3657836914062,681.4528198242188,589,10157.59955739975,1687573953.0095084,18.636137008666992,cgp-large,mu+lambda,distance,ant,2,58900
590,590,2,14.846868515014648,48.99733352661133,585.9576416015625,-0.013678361661732197,12.14798355102539,17.343605041503906,48.10561752319336,1.5730550289154053,47.8899040222168,581.431884765625,500.1166076660156,590,10174.961366891861,1687573970.3713179,18.638521194458008,cgp-large,mu+lambda,distance,ant,2,59000
591,591,2,12.626941680908203,48.53630447387695,453.7547912597656,0.034691568464040756,12.129939079284668,17.32452964782715,48.26345443725586,2.8342208862304688,48.24345397949219,529.4385375976562,254.9938507080078,591,10192.304438591003,1687573987.7143896,18.091672897338867,cgp-large,mu+lambda,distance,ant,2,59100
592,592,2,13.972508430480957,48.31524658203125,517.0120849609375,-0.039402298629283905,12.044499397277832,17.3292179107666,48.24195098876953,2.242640495300293,48.185638427734375,558.0922241210938,476.25054931640625,592,10209.65227150917,1687574005.0622225,18.056659698486328,cgp-large,mu+lambda,distance,ant,2,59200
593,593,2,21.993892669677734,48.83882141113281,477.8800964355469,-0.010263517498970032,13.278242111206055,17.313138961791992,48.589149475097656,2.7894515991210938,48.50423049926758,538.7946166992188,606.3757934570312,593,10226.984924793243,1687574022.3948758,18.71331024169922,cgp-large,mu+lambda,distance,ant,2,59300
594,594,2,15.921957969665527,48.301204681396484,599.5122680664062,-0.018335578963160515,12.414079666137695,17.312061309814453,47.688968658447266,2.176264524459839,47.46498489379883,593.7245483398438,537.387451171875,594,10244.315724372864,1687574039.7256753,18.188209533691406,cgp-large,mu+lambda,distance,ant,2,59400
595,595,2,12.391319274902344,49.02653884887695,605.8010864257812,-0.029432285577058792,11.40361499786377,17.325206756591797,48.64680099487305,2.1055407524108887,47.69734573364258,591.8197021484375,541.435546875,595,10261.659428834915,1687574057.0693798,18.0333194732666,cgp-large,mu+lambda,distance,ant,2,59500
596,596,2,15.727453231811523,49.33658981323242,553.0059204101562,-0.03869564086198807,11.852548599243164,17.311843872070312,48.021217346191406,2.033017635345459,47.7306022644043,586.1018676757812,486.95465087890625,596,10278.990496635437,1687574074.4004476,18.26320457458496,cgp-large,mu+lambda,distance,ant,2,59600
597,597,2,16.220834732055664,48.27580261230469,471.2861633300781,-0.03976862132549286,12.118922233581543,17.237642288208008,48.27461624145508,2.199528217315674,48.12723159790039,520.5388793945312,606.5123901367188,597,10296.25084233284,1687574091.6607933,18.085050582885742,cgp-large,mu+lambda,distance,ant,2,59700
598,598,2,29.47939682006836,49.96408462524414,551.8892211914062,0.07755323499441147,14.127058982849121,17.177146911621094,48.685787200927734,3.1630477905273438,47.54051971435547,751.3756713867188,487.2843322753906,598,10313.449380397797,1687574108.8593314,18.878318786621094,cgp-large,mu+lambda,distance,ant,2,59800
599,599,2,13.24721908569336,48.71531295776367,611.0746459960938,-0.014264347031712532,11.78856372833252,17.21976089477539,48.26289367675781,1.5738894939422607,47.82441329956055,564.5558471679688,601.783935546875,599,10330.68850684166,1687574126.0984578,18.346506118774414,cgp-large,mu+lambda,distance,ant,2,59900
600,600,2,22.43280792236328,48.67424011230469,547.4597778320312,0.05300389230251312,13.441171646118164,17.16863250732422,48.362247467041016,3.3689305782318115,48.16118240356445,583.3994750976562,590.8381958007812,600,10347.874866008759,1687574143.284817,18.136390686035156,cgp-large,mu+lambda,distance,ant,2,60000
601,601,2,20.429426193237305,49.50236511230469,697.634765625,-0.016768047586083412,11.998188018798828,17.046655654907227,48.23671340942383,1.6492104530334473,47.43280029296875,543.1062622070312,554.8888549804688,601,10364.953410863876,1687574160.3633618,17.824031829833984,cgp-large,mu+lambda,distance,ant,2,60100
602,602,2,32.607757568359375,48.8878173828125,603.3936157226562,0.0042455061338841915,14.734667778015137,17.08848762512207,48.808441162109375,3.41680908203125,48.662479400634766,458.49822998046875,622.9761352539062,602,10382.061404705048,1687574177.4713557,18.889339447021484,cgp-large,mu+lambda,distance,ant,2,60200
603,603,2,20.134916305541992,48.203453063964844,529.3802490234375,-0.041870493441820145,12.076534271240234,17.07296371459961,47.96040344238281,1.787388563156128,47.93887710571289,692.8564453125,544.8307495117188,603,10399.15198302269,1687574194.561934,18.14168357849121,cgp-large,mu+lambda,distance,ant,2,60300
604,604,2,19.811080932617188,47.73853302001953,502.1677551269531,-0.030452722683548927,12.237885475158691,17.09748649597168,47.5671272277832,1.3746609687805176,47.566688537597656,518.39697265625,743.2595825195312,604,10416.266075849533,1687574211.6760268,18.171037673950195,cgp-large,mu+lambda,distance,ant,2,60400
605,605,2,16.149995803833008,48.85258483886719,376.14007568359375,-0.0229882150888443,12.299738883972168,17.05999755859375,48.77016067504883,2.554884910583496,48.004337310791016,437.25567626953125,374.63165283203125,605,10433.343481063843,1687574228.753432,18.25372314453125,cgp-large,mu+lambda,distance,ant,2,60500
606,606,2,26.308792114257812,48.86402893066406,578.1928100585938,-0.03396976739168167,14.027030944824219,16.99736785888672,48.33296203613281,2.4404141902923584,48.243568420410156,610.3131713867188,583.81396484375,606,10450.438990831375,1687574245.8489418,18.768362045288086,cgp-large,mu+lambda,distance,ant,2,60600
607,607,2,14.357813835144043,48.7282829284668,560.1797485351562,-0.040165770798921585,11.70364761352539,17.080467224121094,48.23317337036133,0.9678561091423035,48.214054107666016,601.6203002929688,739.38818359375,607,10467.53506565094,1687574262.9450166,18.220497131347656,cgp-large,mu+lambda,distance,ant,2,60700
608,608,2,21.15921401977539,48.585105895996094,543.753173828125,-0.03436710685491562,11.79551887512207,17.098119735717773,48.21529006958008,0.5824456214904785,48.186126708984375,502.634521484375,499.06292724609375,608,10484.649374723434,1687574280.0593257,18.592252731323242,cgp-large,mu+lambda,distance,ant,2,60800
609,609,2,10.873546600341797,48.676109313964844,570.857666015625,-0.05447220057249069,11.226710319519043,17.08336639404297,48.107547760009766,1.1657888889312744,48.057369232177734,599.9221801757812,609.8067016601562,609,10501.749513149261,1687574297.1594641,18.22928810119629,cgp-large,mu+lambda,distance,ant,2,60900
610,610,2,23.995147705078125,48.424224853515625,768.3565673828125,0.02359498292207718,13.02222728729248,17.0750789642334,47.95265197753906,2.607691526412964,47.90095138549805,532.2636108398438,549.923828125,610,10518.840122699738,1687574314.2500737,18.667312622070312,cgp-large,mu+lambda,distance,ant,2,61000
611,611,2,23.073936462402344,49.311824798583984,542.4194946289062,0.0006307536968961358,12.697819709777832,17.07947540283203,47.99361801147461,1.7555899620056152,47.96664810180664,524.9903564453125,628.8131103515625,611,10535.935579538345,1687574331.3455305,18.399456024169922,cgp-large,mu+lambda,distance,ant,2,61100
612,612,2,23.226543426513672,48.61308670043945,495.6380920410156,-0.011598311364650726,12.585052490234375,17.093605041503906,48.45375061035156,1.8379985094070435,48.45229721069336,569.1223754882812,510.8323669433594,612,10553.045569896698,1687574348.4555209,18.319747924804688,cgp-large,mu+lambda,distance,ant,2,61200
613,613,2,16.577451705932617,48.877620697021484,604.29052734375,-0.015712931752204895,11.53429126739502,17.077268600463867,48.35120391845703,1.371233582496643,48.09680938720703,512.810791015625,604.6322631835938,613,10570.139030218124,1687574365.5489812,18.506576538085938,cgp-large,mu+lambda,distance,ant,2,61300
614,614,2,15.75812816619873,48.568416595458984,595.396728515625,0.01977376453578472,12.311396598815918,17.056215286254883,48.196189880371094,1.3144482374191284,48.17930603027344,738.1574096679688,609.9337158203125,614,10587.211598157883,1687574382.6215491,18.39272117614746,cgp-large,mu+lambda,distance,ant,2,61400
615,615,2,10.7405366897583,48.30119705200195,589.3574829101562,-0.030001331120729446,11.067768096923828,17.069440841674805,48.17483901977539,1.0246648788452148,47.754390716552734,609.8829345703125,611.9258422851562,615,10604.295490980148,1687574399.705442,18.25411605834961,cgp-large,mu+lambda,distance,ant,2,61500
616,616,2,16.965087890625,48.62546157836914,539.36669921875,-0.0385160893201828,11.837785720825195,17.064741134643555,48.228145599365234,0.6375823020935059,48.20907211303711,587.4279174804688,625.2118530273438,616,10621.37461400032,1687574416.784565,18.617189407348633,cgp-large,mu+lambda,distance,ant,2,61600
617,617,2,18.522314071655273,48.584285736083984,544.056396484375,-0.03433186560869217,12.53207015991211,17.040990829467773,48.53522872924805,2.7970457077026367,48.17687225341797,542.1022338867188,510.1820983886719,617,10638.430772304535,1687574433.8407233,17.963407516479492,cgp-large,mu+lambda,distance,ant,2,61700
618,618,2,17.213348388671875,49.032135009765625,220.569091796875,0.001669662189669907,12.485013961791992,17.059772491455078,48.7923583984375,0.9190212488174438,48.62251663208008,271.1875915527344,593.0399169921875,618,10655.507144927979,1687574450.917096,18.692203521728516,cgp-large,mu+lambda,distance,ant,2,61800
619,619,2,19.9201717376709,49.05616760253906,610.5047607421875,0.030763819813728333,12.804343223571777,17.04523277282715,48.810123443603516,2.319335460662842,48.202022552490234,559.6331787109375,591.7598266601562,619,10672.571145772934,1687574467.9810967,18.451745986938477,cgp-large,mu+lambda,distance,ant,2,61900
620,620,2,14.914169311523438,48.77289962768555,538.48291015625,-0.034586843103170395,12.308465003967285,17.067651748657227,48.09959030151367,2.407172203063965,47.928096771240234,749.802001953125,728.5419311523438,620,10689.653991222382,1687574485.0639422,18.25132179260254,cgp-large,mu+lambda,distance,ant,2,62000
621,621,2,19.861291885375977,49.68632507324219,499.7057800292969,-0.01968061365187168,12.03385066986084,17.082422256469727,48.907325744628906,0.8295763731002808,47.7690315246582,519.0939331054688,473.54547119140625,621,10706.752596855164,1687574502.1625478,18.71131706237793,cgp-large,mu+lambda,distance,ant,2,62100
622,622,2,19.006078720092773,49.186580657958984,504.80413818359375,-0.015065314248204231,12.274123191833496,17.06206703186035,49.106239318847656,1.3776466846466064,48.45547866821289,748.0549926757812,598.3181762695312,622,10723.833100557327,1687574519.2430515,18.26218605041504,cgp-large,mu+lambda,distance,ant,2,62200
623,623,2,18.894569396972656,49.118438720703125,595.9476318359375,-0.015687908977270126,12.028054237365723,17.07515525817871,48.41130447387695,1.7753572463989258,48.0255012512207,583.8366088867188,532.4865112304688,623,10740.925805568695,1687574536.3357565,18.252145767211914,cgp-large,mu+lambda,distance,ant,2,62300
624,624,2,21.502988815307617,48.49066925048828,540.1531372070312,0.023289132863283157,13.15179443359375,17.058162689208984,48.48806381225586,3.0470924377441406,48.26449966430664,551.0792846679688,596.4813842773438,624,10758.000570058823,1687574553.410521,18.31578254699707,cgp-large,mu+lambda,distance,ant,2,62400
625,625,2,29.832508087158203,49.389068603515625,742.6378173828125,0.06471937149763107,15.178159713745117,17.041278839111328,48.708282470703125,6.0089826583862305,48.40404510498047,588.0179443359375,672.3532104492188,625,10775.060333490372,1687574570.4702845,18.307090759277344,cgp-large,mu+lambda,distance,ant,2,62500
626,626,2,22.29629135131836,49.06970977783203,632.8934936523438,0.006307994015514851,13.178261756896973,17.05708122253418,48.44134521484375,2.5206329822540283,47.81597137451172,616.7642822265625,607.1514892578125,626,10792.136932373047,1687574587.5468833,18.653236389160156,cgp-large,mu+lambda,distance,ant,2,62600
627,627,2,14.614158630371094,48.75463104248047,595.29296875,0.010571126826107502,11.625344276428223,17.056596755981445,48.52172088623047,1.296229362487793,48.27490997314453,378.1085510253906,564.692138671875,627,10809.212112903595,1687574604.6220639,18.07554817199707,cgp-large,mu+lambda,distance,ant,2,62700
628,628,2,14.805595397949219,48.94706726074219,745.4800415039062,-0.050220683217048645,11.173171043395996,17.057884216308594,48.90827941894531,0.4672902524471283,48.31808090209961,755.3232421875,557.4407348632812,628,10826.28841805458,1687574621.698369,18.531286239624023,cgp-large,mu+lambda,distance,ant,2,62800
629,629,2,16.5921688079834,49.40697479248047,590.6298217773438,-0.023730963468551636,12.318721771240234,17.091157913208008,48.878013610839844,1.2808012962341309,48.323299407958984,611.2379150390625,592.1530151367188,629,10843.398841381073,1687574638.8087924,18.44162368774414,cgp-large,mu+lambda,distance,ant,2,62900
630,630,2,17.284656524658203,48.510101318359375,525.9605712890625,-0.07481497526168823,11.93508529663086,17.28045082092285,48.3592529296875,0.9856303930282593,48.10690689086914,587.2030029296875,590.899169921875,630,10860.698289632797,1687574656.1082406,18.628334045410156,cgp-large,mu+lambda,distance,ant,2,63000
631,631,2,20.802059173583984,49.40034866333008,686.2431030273438,-0.021255355328321457,12.067106246948242,17.358524322509766,48.16111373901367,0.6377952694892883,47.67779541015625,736.9723510742188,452.0655212402344,631,10878.074501991272,1687574673.484453,18.665075302124023,cgp-large,mu+lambda,distance,ant,2,63100
632,632,2,22.480770111083984,49.14655303955078,598.0195922851562,0.0005149990320205688,12.964518547058105,17.333148956298828,48.499900817871094,2.49778151512146,48.13762283325195,551.6577758789062,582.3617553710938,632,10895.426776647568,1687574690.8367276,18.726184844970703,cgp-large,mu+lambda,distance,ant,2,63200
633,633,2,18.593778610229492,48.795352935791016,597.7632446289062,0.025411082431674004,12.996125221252441,17.30314826965332,48.6385383605957,2.8520028591156006,48.277099609375,574.7638549804688,533.851806640625,633,10912.748331785202,1687574708.1582828,18.28009796142578,cgp-large,mu+lambda,distance,ant,2,63300
634,634,2,18.629497528076172,48.64257049560547,552.1160888671875,0.009507210925221443,12.417254447937012,17.326868057250977,48.26935577392578,2.7270519733428955,48.134029388427734,584.1292724609375,435.8730163574219,634,10930.09347987175,1687574725.5034308,18.306001663208008,cgp-large,mu+lambda,distance,ant,2,63400
635,635,2,10.555265426635742,48.36000442504883,508.0194091796875,-0.024087075144052505,11.778085708618164,17.310977935791016,47.862892150878906,0.8961209058761597,47.450523376464844,551.5663452148438,582.7206420898438,635,10947.42177438736,1687574742.8317254,18.591941833496094,cgp-large,mu+lambda,distance,ant,2,63500
636,636,2,10.310569763183594,49.14651107788086,522.9103393554688,-0.04863131046295166,11.247568130493164,17.200973510742188,48.68096160888672,0.9918222427368164,48.180519104003906,543.4873046875,474.3759460449219,636,10964.639804840088,1687574760.0497558,18.470434188842773,cgp-large,mu+lambda,distance,ant,2,63600
637,637,2,19.029386520385742,48.70044708251953,542.46337890625,0.09444013983011246,12.888166427612305,17.1289005279541,48.2742805480957,2.530890941619873,48.05708312988281,539.6827392578125,573.9125366210938,637,10981.785504579544,1687574777.1954556,18.21404457092285,cgp-large,mu+lambda,distance,ant,2,63700
