,training.fitness_1q,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_2_forward_reward,_runtime,training.generation,training.top_k_fit.top_2_fit,training.top_k_healthy_reward.top_1_healthy_reward,_timestamp,training.fitness_median,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_fit.top_1_fit,_step,training.run_id,training.fitness_3q,training.fitness_std,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
0,63.860015869140625,262.1588439941406,-0.22557830810546875,44.242733001708984,18.726937294006348,0,254.0953369140625,245.60000610351562,1688465660.5254004,32.17975616455078,249.21714782714844,-0.2849092483520508,16.84375762939453,999.0,205.1999969482422,261.9115295410156,0,2,9.832525253295898,9956.451171875,-940.5374755859375,15.48568344116211,1002.8607788085938,1004.0569458007812,-1.1394728422164917,6.196305751800537,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,0
1,80.9865951538086,211.2866668701172,-0.2534064054489136,59.621437072753906,20.860682249069214,1,263.1915283203125,153.40000915527344,1688465662.6591454,39.954681396484375,289.7680358886719,-0.16569800674915314,58.0523681640625,999.0,230.40000915527344,289.4102478027344,1,2,25.706825256347656,112.4917221069336,73.75496673583984,1.9784146547317505,1002.6344604492188,1001.1366577148438,-1.151166558265686,3.287734270095825,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,100
2,170.16404724121094,630.8496704101562,-0.5239307880401611,-29.75457763671875,22.86391544342041,2,291.88909912109375,608.2000122070312,1688465664.6623785,84.78382110595703,315.1214904785156,-0.19428196549415588,22.843795776367188,999.0,345.3999938964844,554.1430053710938,2,2,46.655357360839844,128.34674072265625,118.23372650146484,1.9725208282470703,1002.7269897460938,1003.1085205078125,-1.1465973854064941,5.255275249481201,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,200
3,210.46319580078125,953.70556640625,-0.15142612159252167,19.821998596191406,24.892642498016357,3,874.5029296875,974.4000244140625,1688465666.6911056,94.56216430664062,798.07080078125,-1.1183632612228394,-19.576005935668945,999.0,778.4000244140625,937.91650390625,3,2,52.89680862426758,186.6570281982422,155.15103149414062,1.99141263961792,997.490234375,999.7975463867188,-1.1416504383087158,1.9390915632247925,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,300
4,226.44586181640625,1001.6723022460938,-1.1399847269058228,-13.387361526489258,26.91771411895752,4,991.1605834960938,999.0,1688465668.7161772,114.0433578491211,977.0723876953125,-1.1519221067428589,3.824371814727783,999.0,991.6000366210938,1002.1200561523438,4,2,42.68602752685547,9969.8447265625,-823.9725341796875,1.9966905117034912,1002.7415161132812,1001.0318603515625,-1.1360195875167847,3.167945146560669,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,400
5,301.4766845703125,1006.8997192382812,-1.176080346107483,8.455855369567871,28.952900886535645,5,1004.5435791015625,999.0,1688465670.751364,71.10873413085938,1006.2799682617188,-1.1412874460220337,9.041160583496094,999.0,999.0,1006.4072265625,5,2,39.92063903808594,361.2032165527344,282.7821960449219,2.005244731903076,1009.0775756835938,1005.9011840820312,-1.2318979501724243,8.132893562316895,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,500
6,538.9055786132812,1008.9913940429688,-1.1442385911941528,2.9809632301330566,30.987656831741333,6,1004.2781372070312,999.0,1688465672.78612,83.29225158691406,1000.8366088867188,-1.1535996198654175,11.145062446594238,970.7999877929688,999.0,1010.271728515625,6,2,36.832069396972656,382.40765380859375,301.0382080078125,2.0044002532958984,1011.0808715820312,985.9381713867188,-0.572488009929657,15.710986137390137,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,600
7,990.509521484375,1004.10888671875,-0.8891589045524597,5.290555477142334,33.017683267593384,7,1005.1552124023438,999.0,1688465674.8161464,80.38311004638672,1003.4014892578125,-1.1573915481567383,6.266532897949219,875.2000122070312,999.0,1005.3092041015625,7,2,44.5669059753418,430.3286437988281,381.04241943359375,2.0002872943878174,1012.9707641601562,899.9368286132812,-0.24397484958171844,24.981016159057617,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,700
8,997.4599609375,1008.9864501953125,-1.148158073425293,3.706935167312622,35.05505967140198,8,1007.253173828125,999.0,1688465676.8535228,124.88784790039062,1001.55908203125,-0.8902447819709778,10.876538276672363,999.0,999.0,1008.3006591796875,8,2,49.20048522949219,438.53094482421875,414.9237365722656,2.0059404373168945,1013.2108154296875,1008.1781616210938,-1.1341890096664429,10.312362670898438,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,800
9,995.7341918945312,1007.6695556640625,-1.1581014394760132,9.298042297363281,37.091654777526855,9,1008.25634765625,999.0,1688465678.890118,114.57992553710938,1007.1398315429688,-1.1415168046951294,9.810961723327637,999.0,999.0,1008.4227294921875,9,2,45.004608154296875,9998.1787109375,-612.5609741210938,2.0044631958007812,1009.3898315429688,1006.8778686523438,-0.9021243453025818,8.780217170715332,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,2,900
