,iteration,front_size,reward,simplicity
0,0,5,26.205599,0.76666665
1,0,5,7.92605,0.8333333
2,0,5,41.50115,0.73333335
3,0,5,12.394976,0.81666666
4,0,5,17.35035,0.79999995
5,1,5,26.205599,0.76666665
6,1,5,7.92605,0.8333333
7,1,5,41.50115,0.73333335
8,1,5,12.394976,0.81666666
9,1,5,17.35035,0.79999995
10,2,6,7.92605,0.8333333
11,2,6,41.50115,0.73333335
12,2,6,12.394976,0.81666666
13,2,6,17.35035,0.79999995
14,2,6,20.941908,0.7833333
15,2,6,37.02745,0.76666665
16,3,6,7.92605,0.8333333
17,3,6,41.50115,0.73333335
18,3,6,12.394976,0.81666666
19,3,6,20.941908,0.7833333
20,3,6,37.02745,0.76666665
21,3,6,18.020945,0.79999995
22,4,5,7.92605,0.8333333
23,4,5,41.50115,0.73333335
24,4,5,12.394976,0.81666666
25,4,5,37.02745,0.76666665
26,4,5,25.953436,0.79999995
27,5,5,7.92605,0.8333333
28,5,5,41.50115,0.73333335
29,5,5,37.02745,0.76666665
30,5,5,25.953436,0.79999995
31,5,5,12.873777,0.81666666
32,6,5,7.92605,0.8333333
33,6,5,41.50115,0.73333335
34,6,5,37.02745,0.76666665
35,6,5,25.953436,0.79999995
36,6,5,12.873777,0.81666666
37,7,5,7.92605,0.8333333
38,7,5,41.50115,0.73333335
39,7,5,37.02745,0.76666665
40,7,5,25.953436,0.79999995
41,7,5,16.697351,0.81666666
42,8,5,41.50115,0.73333335
43,8,5,37.02745,0.76666665
44,8,5,25.953436,0.79999995
45,8,5,16.697351,0.81666666
46,8,5,9.673324,0.8333333
47,9,2,22.768557,0.81666666
48,9,2,9.790604,0.8333333
49,10,2,16.697351,0.81666666
50,10,2,11.04242,0.8333333
51,11,2,11.04242,0.8333333
52,11,2,16.616999,0.81666666
53,12,1,19.635237,0.8333333
54,13,1,13.582398,0.8333333
55,14,1,13.582398,0.8333333
56,15,2,13.582398,0.8333333
57,15,2,23.954714,0.81666666
58,16,2,13.582398,0.8333333
59,16,2,23.954714,0.81666666
60,17,3,13.582398,0.8333333
61,17,3,23.954714,0.81666666
62,17,3,25.264723,0.7833333
63,18,3,13.582398,0.8333333
64,18,3,23.954714,0.81666666
65,18,3,41.132717,0.79999995
66,19,3,23.954714,0.81666666
67,19,3,41.132717,0.79999995
68,19,3,21.49208,0.8333333
69,20,3,23.954714,0.81666666
70,20,3,41.132717,0.79999995
71,20,3,21.49208,0.8333333
72,21,3,23.954714,0.81666666
73,21,3,41.132717,0.79999995
74,21,3,21.49208,0.8333333
75,22,3,23.954714,0.81666666
76,22,3,41.132717,0.79999995
77,22,3,21.49208,0.8333333
78,23,3,23.954714,0.81666666
79,23,3,41.132717,0.79999995
80,23,3,21.49208,0.8333333
81,24,3,23.954714,0.81666666
82,24,3,41.132717,0.79999995
83,24,3,21.49208,0.8333333
84,25,3,23.954714,0.81666666
85,25,3,41.132717,0.79999995
86,25,3,21.49208,0.8333333
87,26,3,23.954714,0.81666666
88,26,3,41.132717,0.79999995
89,26,3,21.49208,0.8333333
90,27,3,23.954714,0.81666666
91,27,3,41.132717,0.79999995
92,27,3,21.49208,0.8333333
93,28,3,23.954714,0.81666666
94,28,3,41.132717,0.79999995
95,28,3,21.49208,0.8333333
96,29,3,23.954714,0.81666666
97,29,3,41.132717,0.79999995
98,29,3,21.49208,0.8333333
99,30,3,23.954714,0.81666666
100,30,3,21.49208,0.8333333
101,30,3,41.525883,0.79999995
102,31,3,23.954714,0.81666666
103,31,3,41.132717,0.79999995
104,31,3,21.49208,0.8333333
105,32,3,23.954714,0.81666666
106,32,3,41.132717,0.79999995
107,32,3,21.49208,0.8333333
108,33,5,23.954714,0.81666666
109,33,5,41.132717,0.79999995
110,33,5,21.49208,0.8333333
111,33,5,64.78911,0.76666665
112,33,5,144.505,0.73333335
113,34,5,23.954714,0.81666666
114,34,5,21.49208,0.8333333
115,34,5,64.78911,0.76666665
116,34,5,144.505,0.73333335
117,34,5,41.32935,0.79999995
118,35,5,23.954714,0.81666666
119,35,5,21.49208,0.8333333
120,35,5,64.78911,0.76666665
121,35,5,144.505,0.73333335
122,35,5,41.32935,0.79999995
123,36,5,23.954714,0.81666666
124,36,5,21.49208,0.8333333
125,36,5,64.78911,0.76666665
126,36,5,144.505,0.73333335
127,36,5,41.32935,0.79999995
128,37,5,23.954714,0.81666666
129,37,5,144.505,0.73333335
130,37,5,41.32935,0.79999995
131,37,5,72.99245,0.76666665
132,37,5,22.334866,0.8333333
133,38,5,23.954714,0.81666666
134,38,5,144.505,0.73333335
135,38,5,41.32935,0.79999995
136,38,5,72.99245,0.76666665
137,38,5,22.334866,0.8333333
138,39,5,23.954714,0.81666666
