,training.top_k_reward.top_1_reward,_step,training.top_k_reward.top_0_reward,training.fitness_std,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.run_id,training.fitness_3q,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_mean,training.top_k_fit.top_0_fit,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_1q,training.generation,training.fitness_median,training.top_k_forward_reward.top_1_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,_runtime,_timestamp,solver,ea,fitness,environment,seed,training.evaluation
0,628.0537719726562,0,931.8057861328125,1.685427188873291,15.672274589538574,4.619311332702637,3.7985196113586426,-3.2442562580108643,-3.1992197036743164,4,-1.241080403327942,764.624755859375,170.40000915527344,-0.024286460131406784,5.566401481628418,260.2454528808594,-3.219008207321167,131.04502868652344,132.40000915527344,0.9632471799850464,0,-0.4470086097717285,500.6979675292969,130.60000610351562,19.04327416419983,1688520631.9181302,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,0
1,483.2212829589844,1,1182.6064453125,1.9758938550949097,2.185955047607422,3.5969481468200684,3.553159236907959,-3.0981316566467285,-3.3536109924316406,4,-1.3037357330322266,946.1115112304688,240.40000915527344,-0.17478278279304504,5.354991436004639,562.2568359375,-3.9054906368255615,407.0107421875,158.60000610351562,1.139998435974121,1,-0.13465476036071777,332.5193786621094,153.8000030517578,21.383991956710815,1688520634.258848,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,100
2,660.8175659179688,2,843.1946411132812,2.0810303688049316,2.183793306350708,5.169118404388428,4.54927396774292,-2.692995309829712,-3.4306373596191406,4,-0.624683678150177,718.5396728515625,128.0,1.0246273279190063,5.2498016357421875,764.8738403320312,-3.345078229904175,637.9044189453125,130.40000915527344,2.669466257095337,2,1.0336647033691406,509.51025390625,154.0,23.60188388824463,1688520636.47674,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,200
3,1026.1322021484375,3,851.8729858398438,2.2724244594573975,2.183084011077881,7.041755199432373,5.489766597747803,-3.866046190261841,-3.718090772628784,4,-0.6846500039100647,734.4727172851562,120.4000015258789,1.1283613443374634,7.502540588378906,921.6187744140625,-2.999821424484253,751.1370239257812,174.1999969482422,3.068568229675293,3,1.0917348861694336,798.1976318359375,231.8000030517578,25.81963539123535,1688520638.6944914,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,300
4,1122.8529052734375,4,732.3978881835938,2.114299774169922,2.1858608722686768,5.084546089172363,4.824334621429443,-4.368130207061768,-3.2005810737609863,4,-0.587864875793457,541.8358764648438,194.1999969482422,1.0895440578460693,9.970473289489746,906.0090942382812,-3.6380021572113037,791.6098022460938,117.5999984741211,2.3970274925231934,4,1.042637825012207,986.8214721679688,140.40000915527344,28.039994478225708,1688520640.9148505,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,400
5,1033.5838623046875,5,939.6168823242188,2.6099655628204346,2.1836254596710205,6.434057712554932,6.234529495239258,-4.482536315917969,-3.336928129196167,4,-0.3689432740211487,791.0277709960938,151.0,1.3370813131332397,8.527591705322266,759.5127563476562,-2.4101016521453857,671.2495727539062,91.5999984741211,3.0038232803344727,5,1.2844678163528442,906.2659301757812,131.8000030517578,30.257753610610962,1688520643.1326096,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,500
6,1479.261962890625,6,1061.9508056640625,2.948530912399292,2.184968948364258,7.151995658874512,6.386043071746826,-4.166677951812744,-4.339081764221191,4,-0.9203605651855469,937.5263671875,129.1999969482422,0.8216060400009155,7.442080020904541,828.8981323242188,-4.775388240814209,708.6366577148438,124.5999984741211,2.5675973892211914,6,0.8854899406433105,1277.8287353515625,205.60000610351562,32.47723579406738,1688520645.3520918,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,600
7,1068.6561279296875,7,1022.2901611328125,2.221773624420166,2.1792490482330322,5.888139247894287,5.881168842315674,-4.19110107421875,-3.7401158809661865,4,-0.8486961722373962,897.8883666992188,128.8000030517578,1.0417836904525757,8.960118293762207,1020.9970703125,-4.398245334625244,809.9371948242188,214.8000030517578,2.0681567192077637,7,0.7434523105621338,854.64697265625,218.1999969482422,34.69168019294739,1688520647.5665362,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,700
8,905.2794189453125,8,1579.4500732421875,2.4570460319519043,2.1790621280670166,5.900425434112549,5.467683792114258,-4.310675621032715,-3.2288880348205566,4,-0.2569694221019745,1273.7340087890625,309.6000061035156,1.6770983934402466,13.942172050476074,988.1351928710938,-3.883563995361328,768.76416015625,222.60000610351562,3.595093250274658,8,1.2311285734176636,766.3898315429688,143.1999969482422,36.90825915336609,1688520649.7831151,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,800
9,1375.605712890625,9,1537.013671875,2.9307782649993896,2.1826162338256836,11.028074264526367,8.760180473327637,-4.531513214111328,-4.813868045806885,4,-0.6731724143028259,1248.919677734375,292.0,1.5793697834014893,11.494505882263184,1343.7142333984375,-3.9052541255950928,1208.128173828125,140.40000915527344,3.2517008781433105,9,1.3438448905944824,1089.5369873046875,290.6000061035156,39.12756681442261,1688520652.0024228,cgp,mu+lambda-ga,distance-no_termination,walker2d,4,900
