,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,training.fitness_std,training.top_k_fit.top_0_fit,training.run_id,training.fitness_1q,training.generation,training.fitness_mean,training.fitness_median,_runtime,_timestamp,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
18,73.33131408691406,2.1958653926849365,1099.65576171875,1099.45556640625,18,439.1723327636719,1138.1029052734375,8,1014.20068359375,18,383.33624267578125,110.74113464355469,57.13487386703491,1687200989.657151,cgp,mu+lambda,walker2d,8,1800,1138.1029052734375,1099.65576171875,1099.45556640625
19,66.03724670410156,2.1958329677581787,1099.2237548828125,1093.00244140625,19,419.0378112792969,1113.67724609375,8,778.8016967773438,19,388.2154235839844,125.41902160644531,59.34901785850525,1687200991.871295,cgp,mu+lambda,walker2d,8,1900,1113.67724609375,1099.2237548828125,1093.00244140625
20,65.34346008300781,2.1949079036712646,1088.97900390625,1086.413330078125,20,10001.6875,1089.4559326171875,8,1007.797119140625,20,-580.7107543945312,121.48985290527344,61.56251096725464,1687200994.084788,cgp,mu+lambda,walker2d,8,2000,1089.4559326171875,1088.97900390625,1086.413330078125
21,71.3669204711914,2.1940979957580566,1107.1531982421875,1093.256103515625,21,9998.3740234375,1166.7080078125,8,1060.5048828125,21,-614.7068481445312,111.13909149169922,63.774025201797485,1687200996.2963023,cgp,mu+lambda,walker2d,8,2100,1166.7080078125,1107.1531982421875,1093.256103515625
22,63.37902069091797,2.193479061126709,1094.240234375,1090.02099609375,22,430.4902648925781,1096.576904296875,8,985.435302734375,22,377.1184387207031,108.21891784667969,65.98666620254517,1687200998.5089433,cgp,mu+lambda,walker2d,8,2200,1096.576904296875,1094.240234375,1090.02099609375
23,57.79216766357422,2.196857213973999,1106.91552734375,1103.2152099609375,23,9994.708984375,1177.5772705078125,8,576.0586547851562,23,-640.6947021484375,110.70480346679688,68.20221066474915,1687201000.7244878,cgp,mu+lambda,walker2d,8,2300,1177.5772705078125,1106.91552734375,1103.2152099609375
24,70.8391342163086,2.1925556659698486,1112.6583251953125,1106.5906982421875,24,447.7131652832031,1128.372314453125,8,1027.42822265625,24,415.013427734375,124.26473999023438,70.4128646850586,1687201002.9351418,cgp,mu+lambda,walker2d,8,2400,1128.372314453125,1112.6583251953125,1106.5906982421875
25,70.80087280273438,2.192582845687866,1099.3511962890625,1097.765625,25,455.90155029296875,1100.6539306640625,8,1069.102294921875,25,434.4671325683594,145.42591857910156,72.62381410598755,1687201005.1460912,cgp,mu+lambda,walker2d,8,2500,1100.6539306640625,1099.3511962890625,1097.765625
26,68.0027084350586,2.1945862770080566,1112.81103515625,1109.91552734375,26,10002.8046875,1122.2972412109375,8,1058.9315185546875,26,-573.8558959960938,118.56021118164062,74.8366208076477,1687201007.358898,cgp,mu+lambda,walker2d,8,2600,1122.2972412109375,1112.81103515625,1109.91552734375
27,66.20014953613281,2.1938748359680176,1106.0308837890625,1094.97705078125,27,9995.8486328125,1122.2967529296875,8,850.8814697265625,27,-632.5180053710938,115.80230712890625,77.04872798919678,1687201009.571005,cgp,mu+lambda,walker2d,8,2700,1122.2967529296875,1106.0308837890625,1094.97705078125
28,69.69591522216797,2.194185256958008,1100.108154296875,1096.7396240234375,28,10000.5458984375,1101.175048828125,8,1048.86767578125,28,-591.6101684570312,130.3780059814453,79.26020359992981,1687201011.7824807,cgp,mu+lambda,walker2d,8,2800,1101.175048828125,1100.108154296875,1096.7396240234375
29,78.54342651367188,2.191425323486328,1110.3929443359375,1102.506591796875,29,435.5145568847656,1112.9176025390625,8,1036.6346435546875,29,436.1447448730469,188.17384338378906,81.4697687625885,1687201013.9920459,cgp,mu+lambda,walker2d,8,2900,1112.9176025390625,1110.3929443359375,1102.506591796875
30,60.09415054321289,2.1897027492523193,1110.7166748046875,1101.6580810546875,30,14055.8623046875,1115.8619384765625,8,557.283203125,30,-1652.4517822265625,106.47309112548828,83.67885327339172,1687201016.2011304,cgp,mu+lambda,walker2d,8,3000,1115.8619384765625,1110.7166748046875,1101.6580810546875
31,76.49694061279297,2.1883468627929688,1110.335205078125,1098.765625,31,442.1636962890625,1111.91064453125,8,1060.226806640625,31,451.8546142578125,208.17239379882812,85.88546466827393,1687201018.4077418,cgp,mu+lambda,walker2d,8,3100,1111.91064453125,1110.335205078125,1098.765625
32,63.039669036865234,2.191986322402954,1109.9765625,1093.6748046875,32,434.84442138671875,1111.1829833984375,8,881.5538330078125,32,390.6377258300781,110.6542739868164,88.09624671936035,1687201020.6185238,cgp,mu+lambda,walker2d,8,3200,1111.1829833984375,1109.9765625,1093.6748046875
33,74.44819641113281,2.1925277709960938,1120.2647705078125,1103.1234130859375,33,10003.8857421875,1164.147705078125,8,1057.111083984375,33,-559.4325561523438,174.25485229492188,90.3070764541626,1687201022.8293536,cgp,mu+lambda,walker2d,8,3300,1164.147705078125,1120.2647705078125,1103.1234130859375
34,62.5921630859375,2.1916449069976807,1112.56103515625,1109.005615234375,34,458.19671630859375,1120.7132568359375,8,1077.951171875,34,487.9942932128906,221.98025512695312,92.5170750617981,1687201025.0393522,cgp,mu+lambda,walker2d,8,3400,1120.7132568359375,1112.56103515625,1109.005615234375
35,69.37166595458984,2.1914892196655273,1122.9591064453125,1120.03466796875,35,458.63916015625,1126.643798828125,8,1069.9190673828125,35,500.3726501464844,335.60772705078125,94.72610783576965,1687201027.248385,cgp,mu+lambda,walker2d,8,3500,1126.643798828125,1122.9591064453125,1120.03466796875
36,60.65244674682617,2.1921753883361816,1119.4287109375,1108.3807373046875,36,435.9832458496094,1133.1015625,8,1007.109130859375,36,398.4362487792969,115.66645812988281,96.93610000610352,1687201029.4583771,cgp,mu+lambda,walker2d,8,3600,1133.1015625,1119.4287109375,1108.3807373046875
37,69.26171875,2.1958491802215576,1110.090576171875,1102.258544921875,37,444.8590393066406,1126.7135009765625,8,1041.2420654296875,37,412.06982421875,111.86092376708984,99.15024614334106,1687201031.6725233,cgp,mu+lambda,walker2d,8,3700,1126.7135009765625,1110.090576171875,1102.258544921875
38,70.41356658935547,2.1911654472351074,1121.2401123046875,1108.9747314453125,38,10000.4189453125,1141.604248046875,8,939.093505859375,38,-589.9808349609375,137.13766479492188,101.35970520973206,1687201033.8819823,cgp,mu+lambda,walker2d,8,3800,1141.604248046875,1121.2401123046875,1108.9747314453125
39,63.00232696533203,2.1905972957611084,1133.863037109375,1122.18603515625,39,436.857177734375,1142.6171875,8,1011.849609375,39,387.2813720703125,106.23565673828125,103.56858587265015,1687201036.090863,cgp,mu+lambda,walker2d,8,3900,1142.6171875,1133.863037109375,1122.18603515625
40,63.642250061035156,2.192074775695801,1124.0655517578125,1117.354736328125,40,449.8125,1170.0576171875,8,1046.1959228515625,40,439.3851318359375,156.2625732421875,105.77958798408508,1687201038.301865,cgp,mu+lambda,walker2d,8,4000,1170.0576171875,1124.0655517578125,1117.354736328125
41,69.17091369628906,2.192964792251587,1145.5748291015625,1135.73046875,41,461.55987548828125,1166.3814697265625,8,1064.201416015625,41,445.3935852050781,148.45440673828125,107.99021792411804,1687201040.512495,cgp,mu+lambda,walker2d,8,4100,1166.3814697265625,1145.5748291015625,1135.73046875
42,68.22853088378906,2.192432403564453,1126.05615234375,1121.174072265625,42,442.8074035644531,1152.950927734375,8,1062.903076171875,42,420.59814453125,159.44091796875,110.20067477226257,1687201042.722952,cgp,mu+lambda,walker2d,8,4200,1152.950927734375,1126.05615234375,1121.174072265625
43,65.40863037109375,2.193107843399048,1134.79345703125,1126.736083984375,43,441.67974853515625,1182.5963134765625,8,1043.09423828125,43,407.9328918457031,151.00531005859375,112.41178512573242,1687201044.9340622,cgp,mu+lambda,walker2d,8,4300,1182.5963134765625,1134.79345703125,1126.736083984375
44,64.46031951904297,2.1902213096618652,1124.30712890625,1123.3287353515625,44,451.49993896484375,1137.16796875,8,1046.9791259765625,44,456.95733642578125,201.51593017578125,114.62063241004944,1687201047.1429095,cgp,mu+lambda,walker2d,8,4400,1137.16796875,1124.30712890625,1123.3287353515625
45,56.329689025878906,2.188004970550537,1154.0491943359375,1143.9686279296875,45,435.91851806640625,1159.98779296875,8,790.29248046875,45,394.9948425292969,149.10252380371094,116.827157497406,1687201049.3494346,cgp,mu+lambda,walker2d,8,4500,1159.98779296875,1154.0491943359375,1143.9686279296875
46,58.52610778808594,2.191864013671875,1149.596923828125,1145.4815673828125,46,436.47515869140625,1160.960693359375,8,907.3839111328125,46,385.5506286621094,115.16837310791016,119.03739142417908,1687201051.5596685,cgp,mu+lambda,walker2d,8,4600,1160.960693359375,1149.596923828125,1145.4815673828125
47,65.05343627929688,2.192009687423706,1150.359130859375,1136.282470703125,47,419.9297790527344,1156.3421630859375,8,559.25146484375,47,376.6011657714844,128.1255340576172,121.24800682067871,1687201053.770284,cgp,mu+lambda,walker2d,8,4700,1156.3421630859375,1150.359130859375,1136.282470703125
48,62.39570999145508,2.1912238597869873,1173.215576171875,1172.1795654296875,48,462.13751220703125,1173.734619140625,8,1059.640869140625,48,380.4867248535156,97.27896118164062,123.45700573921204,1687201055.9792829,cgp,mu+lambda,walker2d,8,4800,1173.734619140625,1173.215576171875,1172.1795654296875
49,55.51664733886719,2.19016432762146,1165.95654296875,1141.1572265625,49,468.5610046386719,1175.7315673828125,8,1072.31103515625,49,441.8811340332031,135.85006713867188,125.66533279418945,1687201058.18761,cgp,mu+lambda,walker2d,8,4900,1175.7315673828125,1165.95654296875,1141.1572265625
50,56.42951965332031,2.193398952484131,1166.2911376953125,1154.33251953125,50,452.30706787109375,1180.3839111328125,8,1050.11669921875,50,445.013671875,154.73858642578125,127.87592601776123,1687201060.3982031,cgp,mu+lambda,walker2d,8,5000,1180.3839111328125,1166.2911376953125,1154.33251953125
51,70.83279418945312,2.1957499980926514,1155.52978515625,1152.38037109375,51,447.8307189941406,1165.3333740234375,8,1037.3582763671875,51,421.35687255859375,154.0163116455078,130.09515118598938,1687201062.6174283,cgp,mu+lambda,walker2d,8,5100,1165.3333740234375,1155.52978515625,1152.38037109375
52,62.507171630859375,2.161431074142456,1167.1981201171875,1154.8812255859375,52,455.02752685546875,1171.6419677734375,8,1061.251220703125,52,424.58746337890625,130.31298828125,132.29689502716064,1687201064.8191721,cgp,mu+lambda,walker2d,8,5200,1171.6419677734375,1167.1981201171875,1154.8812255859375
53,69.129150390625,2.178072929382324,1158.5411376953125,1158.1466064453125,53,456.5346984863281,1166.791259765625,8,1071.2208251953125,53,441.3751525878906,180.01971435546875,134.49657225608826,1687201067.0188494,cgp,mu+lambda,walker2d,8,5300,1166.791259765625,1158.5411376953125,1158.1466064453125
54,55.15858459472656,2.180612564086914,1172.6865234375,1172.342529296875,54,439.1901550292969,1174.6109619140625,8,671.5263061523438,54,386.0651550292969,137.82786560058594,136.69803380966187,1687201069.220311,cgp,mu+lambda,walker2d,8,5400,1174.6109619140625,1172.6865234375,1172.342529296875
55,58.228004455566406,2.1795735359191895,1139.4017333984375,1137.634765625,55,436.6429138183594,1140.34765625,8,835.195068359375,55,392.5727233886719,148.01678466796875,138.89831376075745,1687201071.4205909,cgp,mu+lambda,walker2d,8,5500,1140.34765625,1139.4017333984375,1137.634765625
56,61.89546203613281,2.1791300773620605,1155.6253662109375,1146.625,56,10000.2861328125,1169.568115234375,8,1037.5277099609375,56,-598.0845336914062,130.67636108398438,141.09930229187012,1687201073.6215794,cgp,mu+lambda,walker2d,8,5600,1169.568115234375,1155.6253662109375,1146.625
57,61.133934020996094,2.143429756164551,1149.841552734375,1149.48193359375,57,464.4268493652344,1191.350341796875,8,1079.7318115234375,57,459.46038818359375,179.03160095214844,143.28953671455383,1687201075.8118138,cgp,mu+lambda,walker2d,8,5700,1191.350341796875,1149.841552734375,1149.48193359375
58,59.61278533935547,2.177093505859375,1147.0843505859375,1122.3900146484375,58,10004.296875,1147.174072265625,8,1067.8843994140625,58,-564.4706420898438,130.61448669433594,145.49059104919434,1687201078.0128682,cgp,mu+lambda,walker2d,8,5800,1147.174072265625,1147.0843505859375,1122.3900146484375
59,45.144046783447266,2.2421083450317383,1174.308837890625,1160.447998046875,59,450.12200927734375,1174.9718017578125,8,919.146728515625,59,381.78936767578125,100.42605590820312,147.7603304386139,1687201080.2826076,cgp,mu+lambda,walker2d,8,5900,1174.9718017578125,1174.308837890625,1160.447998046875
60,58.80789566040039,2.2733185291290283,1147.777587890625,1142.316650390625,60,452.73681640625,1162.5428466796875,8,1065.0731201171875,60,442.7752380371094,150.5633544921875,150.05482625961304,1687201082.5771034,cgp,mu+lambda,walker2d,8,6000,1162.5428466796875,1147.777587890625,1142.316650390625
61,62.897071838378906,2.2527248859405518,1154.9300537109375,1140.149658203125,61,10009.01171875,1179.0653076171875,8,1076.2333984375,61,-523.1050415039062,132.31771850585938,152.32748675346375,1687201084.8497639,cgp,mu+lambda,walker2d,8,6100,1179.0653076171875,1154.9300537109375,1140.149658203125
62,72.12250518798828,2.211003303527832,1162.882568359375,1151.340576171875,62,464.0643005371094,1175.008056640625,8,1040.1019287109375,62,462.4963684082031,146.41673278808594,154.56102347373962,1687201087.0833006,cgp,mu+lambda,walker2d,8,6200,1175.008056640625,1162.882568359375,1151.340576171875
63,62.12318420410156,2.209810495376587,1152.328125,1147.9150390625,63,444.8128356933594,1174.25634765625,8,916.0553588867188,63,401.3220520019531,109.92732238769531,156.79088687896729,1687201089.313164,cgp,mu+lambda,walker2d,8,6300,1174.25634765625,1152.328125,1147.9150390625
64,61.279632568359375,2.197662830352783,1171.10888671875,1167.85107421875,64,452.16290283203125,1172.1275634765625,8,1034.127685546875,64,417.5046691894531,142.46376037597656,159.008718252182,1687201091.5309954,cgp,mu+lambda,walker2d,8,6400,1172.1275634765625,1171.10888671875,1167.85107421875
65,68.60040283203125,2.197415828704834,1164.1385498046875,1151.01806640625,65,438.8140869140625,1173.7530517578125,8,995.6826171875,65,411.9158935546875,139.1790313720703,161.2256498336792,1687201093.747927,cgp,mu+lambda,walker2d,8,6500,1173.7530517578125,1164.1385498046875,1151.01806640625
66,71.1015625,2.2410314083099365,1163.5535888671875,1151.90625,66,451.1261291503906,1168.90185546875,8,1033.3349609375,66,423.75799560546875,143.8878631591797,163.4860758781433,1687201096.008353,cgp,mu+lambda,walker2d,8,6600,1168.90185546875,1163.5535888671875,1151.90625
67,71.81094360351562,2.224775552749634,1171.7880859375,1157.8348388671875,67,457.63128662109375,1172.3929443359375,8,1065.982421875,67,463.9987487792969,222.2599334716797,165.72683095932007,1687201098.249108,cgp,mu+lambda,walker2d,8,6700,1172.3929443359375,1171.7880859375,1157.8348388671875
68,62.368019104003906,2.1932785511016846,1142.852783203125,1140.2142333984375,68,10002.919921875,1153.6026611328125,8,1069.404296875,68,-578.6610107421875,109.25254821777344,167.94345021247864,1687201100.4657273,cgp,mu+lambda,walker2d,8,6800,1153.6026611328125,1142.852783203125,1140.2142333984375
69,69.64302825927734,2.1631219387054443,1146.7115478515625,1145.6759033203125,69,475.033203125,1160.2645263671875,8,1070.280029296875,69,470.6836242675781,140.8971405029297,170.14005136489868,1687201102.6623285,cgp,mu+lambda,walker2d,8,6900,1160.2645263671875,1146.7115478515625,1145.6759033203125
70,53.48059844970703,2.176748514175415,1167.5133056640625,1159.5743408203125,70,450.9696044921875,1168.7955322265625,8,1047.7891845703125,70,418.2691345214844,141.92156982421875,172.3373920917511,1687201104.8596692,cgp,mu+lambda,walker2d,8,7000,1168.7955322265625,1167.5133056640625,1159.5743408203125
71,67.23176574707031,2.1661269664764404,1162.87353515625,1147.623046875,71,477.4823913574219,1183.5831298828125,8,1067.4921875,71,451.0506896972656,124.04447174072266,174.52292919158936,1687201107.0452063,cgp,mu+lambda,walker2d,8,7100,1183.5831298828125,1162.87353515625,1147.623046875
72,65.8046646118164,2.1776928901672363,1182.8919677734375,1168.30615234375,72,10000.611328125,1187.8714599609375,8,1067.4359130859375,72,-595.33740234375,125.18207550048828,176.7199592590332,1687201109.2422364,cgp,mu+lambda,walker2d,8,7200,1187.8714599609375,1182.8919677734375,1168.30615234375
73,67.9443359375,2.1796391010284424,1150.7296142578125,1143.7147216796875,73,454.69842529296875,1163.715087890625,8,1072.265869140625,73,443.80859375,161.4881591796875,178.91891598701477,1687201111.441193,cgp,mu+lambda,walker2d,8,7300,1163.715087890625,1150.7296142578125,1143.7147216796875
74,58.598243713378906,2.1786248683929443,1158.416015625,1145.2425537109375,74,450.4195861816406,1163.4024658203125,8,1038.526123046875,74,424.6658630371094,153.2135009765625,181.11601328849792,1687201113.6382904,cgp,mu+lambda,walker2d,8,7400,1163.4024658203125,1158.416015625,1145.2425537109375
75,67.28304290771484,2.1778504848480225,1179.7891845703125,1147.8863525390625,75,456.3328857421875,1187.4613037109375,8,1079.8837890625,75,438.3031921386719,142.90396118164062,183.31190824508667,1687201115.8341854,cgp,mu+lambda,walker2d,8,7500,1187.4613037109375,1179.7891845703125,1147.8863525390625
76,71.97633361816406,2.1772849559783936,1183.03955078125,1181.6575927734375,76,10003.8486328125,1186.265625,8,1035.6978759765625,76,-564.4132080078125,193.73495483398438,185.50786566734314,1687201118.0301428,cgp,mu+lambda,walker2d,8,7600,1186.265625,1183.03955078125,1181.6575927734375
77,74.65821838378906,2.181133270263672,1177.41357421875,1174.627685546875,77,10007.9150390625,1184.3450927734375,8,1074.712890625,77,-532.7901611328125,173.5740966796875,187.7076940536499,1687201120.2299712,cgp,mu+lambda,walker2d,8,7700,1184.3450927734375,1177.41357421875,1174.627685546875
78,68.94407653808594,2.1796438694000244,1176.1824951171875,1159.1043701171875,78,460.4775390625,1176.8785400390625,8,1059.286865234375,78,459.8562316894531,170.9820098876953,189.90727162361145,1687201122.4295487,cgp,mu+lambda,walker2d,8,7800,1176.8785400390625,1176.1824951171875,1159.1043701171875
79,63.39990997314453,2.1571857929229736,1176.967041015625,1172.45751953125,79,481.96484375,1177.3741455078125,8,1086.663818359375,79,457.2063293457031,130.89376831054688,192.11067748069763,1687201124.6329546,cgp,mu+lambda,walker2d,8,7900,1177.3741455078125,1176.967041015625,1172.45751953125
80,74.21791076660156,2.1723241806030273,1183.0518798828125,1165.4437255859375,80,452.14752197265625,1184.2529296875,8,1068.7666015625,80,461.6340026855469,247.5943603515625,194.30206942558289,1687201126.8243465,cgp,mu+lambda,walker2d,8,8000,1184.2529296875,1183.0518798828125,1165.4437255859375
81,77.93031311035156,2.162745237350464,1168.0750732421875,1164.781494140625,81,471.9397888183594,1185.576416015625,8,1103.275390625,81,508.9866638183594,268.229248046875,196.50389909744263,1687201129.0261762,cgp,mu+lambda,walker2d,8,8100,1185.576416015625,1168.0750732421875,1164.781494140625
82,58.25347900390625,2.1757359504699707,1181.6920166015625,1173.907958984375,82,454.79345703125,1182.3360595703125,8,1012.27197265625,82,390.4006042480469,110.1497573852539,198.70409774780273,1687201131.2263749,cgp,mu+lambda,walker2d,8,8200,1182.3360595703125,1181.6920166015625,1173.907958984375
83,67.22992706298828,2.178441286087036,1174.8785400390625,1170.2279052734375,83,461.94500732421875,1175.439453125,8,1057.13671875,83,457.1014099121094,164.04525756835938,200.90572786331177,1687201133.428005,cgp,mu+lambda,walker2d,8,8300,1175.439453125,1174.8785400390625,1170.2279052734375
84,56.89828109741211,2.1765296459198,1171.9327392578125,1169.7569580078125,84,454.6079406738281,1177.2894287109375,8,1025.4423828125,84,373.33795166015625,103.18374633789062,203.105947971344,1687201135.628225,cgp,mu+lambda,walker2d,8,8400,1177.2894287109375,1171.9327392578125,1169.7569580078125
85,64.84636688232422,2.169616460800171,1175.2882080078125,1172.478515625,85,460.65228271484375,1183.077880859375,8,1063.6171875,85,409.04217529296875,123.23152160644531,205.29895639419556,1687201137.8212335,cgp,mu+lambda,walker2d,8,8500,1183.077880859375,1175.2882080078125,1172.478515625
86,69.9914321899414,2.1747636795043945,1174.0347900390625,1168.6031494140625,86,460.4241638183594,1180.492919921875,8,1050.51416015625,86,421.94342041015625,120.1142349243164,207.4974648952484,1687201140.019742,cgp,mu+lambda,walker2d,8,8600,1180.492919921875,1174.0347900390625,1168.6031494140625
87,58.77904510498047,2.1737711429595947,1188.6170654296875,1180.731201171875,87,467.5611572265625,1190.0928955078125,8,1030.9326171875,87,400.8641357421875,87.7512435913086,209.6952724456787,1687201142.2175496,cgp,mu+lambda,walker2d,8,8700,1190.0928955078125,1188.6170654296875,1180.731201171875
88,65.27880096435547,2.176330804824829,1164.595703125,1162.7120361328125,88,448.8684997558594,1181.8221435546875,8,1056.77978515625,88,442.5994873046875,212.34771728515625,211.8952214717865,1687201144.4174986,cgp,mu+lambda,walker2d,8,8800,1181.8221435546875,1164.595703125,1162.7120361328125
89,74.477294921875,2.1780552864074707,1164.9710693359375,1149.0435791015625,89,461.3992919921875,1165.0294189453125,8,1066.28466796875,89,483.7633361816406,222.62777709960938,214.0956084728241,1687201146.6178856,cgp,mu+lambda,walker2d,8,8900,1165.0294189453125,1164.9710693359375,1149.0435791015625
90,53.29216384887695,2.17448091506958,1178.2196044921875,1165.8524169921875,90,449.88079833984375,1182.1002197265625,8,713.28662109375,90,373.3125,80.36697387695312,216.29333686828613,1687201148.815614,cgp,mu+lambda,walker2d,8,9000,1182.1002197265625,1178.2196044921875,1165.8524169921875
91,68.17919921875,2.171518325805664,1174.634765625,1171.873291015625,91,453.9345703125,1183.481689453125,8,1050.8837890625,91,424.3744812011719,134.98980712890625,218.48865246772766,1687201151.0109296,cgp,mu+lambda,walker2d,8,9100,1183.481689453125,1174.634765625,1171.873291015625
92,75.70360565185547,2.1753861904144287,1184.1689453125,1162.6627197265625,92,450.6889343261719,1185.5025634765625,8,1076.2216796875,92,430.7884216308594,160.16531372070312,220.68969321250916,1687201153.2119703,cgp,mu+lambda,walker2d,8,9200,1185.5025634765625,1184.1689453125,1162.6627197265625
93,70.34339904785156,2.1738719940185547,1171.0123291015625,1163.0965576171875,93,454.1356506347656,1172.9915771484375,8,1028.69580078125,93,422.05987548828125,121.27555847167969,222.88796138763428,1687201155.4102385,cgp,mu+lambda,walker2d,8,9300,1172.9915771484375,1171.0123291015625,1163.0965576171875
