,_runtime,training.top_k_fit.top_0_fit,training.fitness_std,training.fitness_median,training.top_k_fit.top_2_fit,_timestamp,training.fitness_1q,training.generation,training.fitness_mean,training.evaluation_time,_step,training.run_id,training.fitness_3q,training.top_k_fit.top_1_fit,solver,ea,environment,seed
0,21.99750590324402,991.386474609375,294.818359375,427.34466552734375,930.0975341796875,1686999921.428371,646.8080444335938,0,422.32037353515625,20.988752365112305,0,0,183.90560913085938,932.0077514648438,cgp,mu+lambda,ant,1
1,26.902827978134155,996.3678588867188,290.6737365722656,653.4255981445312,987.8245849609375,1686999926.333693,816.3980712890625,1,577.9158325195312,4.733641624450684,1,0,394.93658447265625,993.1001586914062,cgp,mu+lambda,ant,1
2,31.67635440826416,997.1436157226562,262.9932861328125,847.1627807617188,997.1163940429688,1686999931.1072195,934.249755859375,2,752.3134155273438,4.728578090667725,2,0,646.8247680664062,997.1358032226562,cgp,mu+lambda,ant,1
3,36.45004630088806,997.3207397460938,206.19039916992188,945.9673461914062,996.9002685546875,1686999935.8809114,985.3366088867188,3,842.6339111328125,4.729641437530518,3,0,737.913330078125,996.9695434570312,cgp,mu+lambda,ant,1
4,41.22030258178711,997.3261108398438,203.7152862548828,968.7430419921875,997.1873168945312,1686999940.6511676,992.7576293945312,4,846.150634765625,4.725676536560059,4,0,707.8534545898438,997.2666015625,cgp,mu+lambda,ant,1
5,45.99442219734192,997.3645629882812,215.98326110839844,925.6497802734375,997.294677734375,1686999945.4252872,996.6793823242188,5,835.5081176757812,4.729417324066162,5,0,724.5551147460938,997.3601684570312,cgp,mu+lambda,ant,1
6,50.772210121154785,998.36962890625,213.4296112060547,929.7611083984375,997.2158813476562,1686999950.2030752,996.714111328125,6,825.355224609375,4.733907222747803,6,0,705.7742919921875,998.14697265625,cgp,mu+lambda,ant,1
7,55.5499382019043,998.163818359375,186.6215362548828,984.0050659179688,997.7642822265625,1686999954.9808033,996.8927612304688,7,862.3814086914062,4.732858180999756,7,0,707.0856323242188,997.86279296875,cgp,mu+lambda,ant,1
8,60.32745051383972,998.4163208007812,227.66920471191406,945.40234375,997.6665649414062,1686999959.7583156,996.8284912109375,8,824.6626586914062,4.732173919677734,8,0,694.0106811523438,997.6859130859375,cgp,mu+lambda,ant,1
9,65.09929060935974,997.7437133789062,197.00962829589844,982.87841796875,997.560546875,1686999964.5301557,996.9298095703125,9,864.042724609375,4.727778434753418,9,0,736.674072265625,997.7168579101562,cgp,mu+lambda,ant,1
10,69.87359189987183,998.4075927734375,203.5770721435547,982.2313232421875,997.8026733398438,1686999969.304457,996.831298828125,10,853.8413696289062,4.72857666015625,10,0,705.5531005859375,997.9660034179688,cgp,mu+lambda,ant,1
11,74.64664602279663,998.2647705078125,175.053466796875,975.1574096679688,997.6718139648438,1686999974.077511,996.927978515625,11,867.086181640625,4.728696823120117,11,0,708.370361328125,997.704833984375,cgp,mu+lambda,ant,1
12,79.42298889160156,999.0646362304688,158.0811309814453,985.7879638671875,997.8246459960938,1686999978.853854,997.275146484375,12,875.6688232421875,4.732264518737793,12,0,708.7962036132812,997.958251953125,cgp,mu+lambda,ant,1
13,84.20025038719177,998.61767578125,188.57656860351562,971.535888671875,998.0098876953125,1686999983.6311154,997.2911376953125,13,870.705322265625,4.744194507598877,13,0,834.997314453125,998.3151245117188,cgp,mu+lambda,ant,1
14,89.00148940086365,998.7535400390625,212.21363830566406,952.110595703125,998.1259765625,1686999988.4323545,997.2971801757812,14,834.5305786132812,4.780484199523926,14,0,704.5125122070312,998.1279296875,cgp,mu+lambda,ant,1
15,93.79965448379517,998.322509765625,232.89048767089844,960.807861328125,998.164794921875,1686999993.2305195,997.416259765625,15,827.19091796875,4.767978191375732,15,0,684.0431518554688,998.2181396484375,cgp,mu+lambda,ant,1
16,98.60148906707764,998.6019897460938,263.44158935546875,967.2296142578125,998.213134765625,1686999998.032354,997.1226196289062,16,817.2687377929688,4.758973121643066,16,0,685.678466796875,998.3779907226562,cgp,mu+lambda,ant,1
17,103.40449285507202,998.6934814453125,181.2566680908203,980.3682250976562,998.125732421875,1687000002.835358,997.4052124023438,17,862.5612182617188,4.773177146911621,17,0,707.9364624023438,998.14453125,cgp,mu+lambda,ant,1
18,108.2066912651062,998.926513671875,172.71987915039062,985.45849609375,998.447021484375,1687000007.6375563,997.4161376953125,18,886.3930053710938,4.782043933868408,18,0,838.5894775390625,998.4971923828125,cgp,mu+lambda,ant,1
19,113.0048418045044,998.5435791015625,248.31312561035156,909.9986572265625,998.47900390625,1687000012.4357069,997.2754516601562,19,803.1799926757812,4.777374744415283,19,0,697.4766845703125,998.520263671875,cgp,mu+lambda,ant,1
20,117.80005979537964,998.48095703125,170.0433349609375,976.0453491210938,998.402099609375,1687000017.2309248,997.4843139648438,20,885.6743774414062,4.774680137634277,20,0,839.8704223632812,998.4694213867188,cgp,mu+lambda,ant,1
21,122.59993934631348,998.5368041992188,144.14532470703125,982.5020751953125,998.2640991210938,1687000022.0308044,997.4368896484375,21,889.2249755859375,4.776454925537109,21,0,793.4317626953125,998.41796875,cgp,mu+lambda,ant,1
22,127.3968870639801,998.5055541992188,239.98757934570312,983.0615234375,998.4502563476562,1687000026.827752,997.8280029296875,22,862.313232421875,4.779620170593262,22,0,833.8182373046875,998.4636840820312,cgp,mu+lambda,ant,1
23,132.1883668899536,999.2421264648438,229.2276611328125,981.231689453125,998.6094360351562,1687000031.619232,997.6239013671875,23,847.6356201171875,4.773152828216553,23,0,717.859130859375,998.8228149414062,cgp,mu+lambda,ant,1
24,136.98317503929138,998.97998046875,231.43362426757812,978.191162109375,998.6978759765625,1687000036.41404,997.5844116210938,24,840.0806274414062,4.776160717010498,24,0,708.1519775390625,998.7178955078125,cgp,mu+lambda,ant,1
25,141.77640652656555,999.0722045898438,185.35594177246094,985.0694580078125,998.549560546875,1687000041.2072716,997.8729248046875,25,881.4054565429688,4.775374412536621,25,0,770.267822265625,998.8417358398438,cgp,mu+lambda,ant,1
26,146.56617999076843,999.8988037109375,189.99981689453125,986.1466064453125,998.6268310546875,1687000045.997045,997.7564086914062,26,873.5192260742188,4.771219730377197,26,0,753.457275390625,998.6516723632812,cgp,mu+lambda,ant,1
27,151.35645365715027,999.060546875,176.1049041748047,991.4678955078125,998.7742309570312,1687000050.7873187,997.7813720703125,27,888.193115234375,4.772248268127441,27,0,836.1439208984375,998.8336791992188,cgp,mu+lambda,ant,1
28,156.14549207687378,999.327880859375,185.31283569335938,970.4173583984375,998.8642578125,1687000055.5763571,997.6817626953125,28,859.193603515625,4.771535396575928,28,0,708.854248046875,999.2544555664062,cgp,mu+lambda,ant,1
29,160.93600130081177,999.12255859375,188.22906494140625,947.51171875,998.9158935546875,1687000060.3668664,997.5343017578125,29,847.9913330078125,4.772582054138184,29,0,709.011962890625,999.0709838867188,cgp,mu+lambda,ant,1
30,165.72503089904785,999.511962890625,164.67164611816406,973.2586059570312,999.30224609375,1687000065.155896,997.758056640625,30,874.1515502929688,4.770590305328369,30,0,738.1561889648438,999.5009765625,cgp,mu+lambda,ant,1
31,170.5174915790558,999.2305297851562,215.21287536621094,985.1860961914062,998.9037475585938,1687000069.9483566,997.8731689453125,31,855.4555053710938,4.774969577789307,31,0,709.205078125,998.983154296875,cgp,mu+lambda,ant,1
