,training.run_id,training.fitness_1q,training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,_timestamp,training.top_k_fit.top_2_fit,_step,_runtime,training.fitness_3q,training.fitness_mean,training.top_k_fit.top_0_fit,training.generation,training.fitness_std,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
25,0,3417.6884765625,685.7166748046875,6.685192584991455,3901.270263671875,1686988543.3072677,3829.0478515625,25,194.5070686340332,182.95346069335938,1454.5023193359375,3909.68798828125,25,1537.7208251953125,cgp,mu+lambda,halfcheetah,9,2500,3909.68798828125,3901.270263671875,3829.0478515625
26,0,3118.58642578125,828.68896484375,6.6792378425598145,3855.95751953125,1686988550.0022275,3842.8017578125,26,201.2020285129547,189.8919677734375,1466.2216796875,3924.548095703125,26,1535.279541015625,cgp,mu+lambda,halfcheetah,9,2600,3924.548095703125,3855.95751953125,3842.8017578125
27,0,3448.806884765625,825.60302734375,6.676005840301514,3906.974609375,1686988556.6949668,3838.9697265625,27,207.89476776123047,224.89633178710938,1591.1180419921875,4081.768798828125,27,1549.8416748046875,cgp,mu+lambda,halfcheetah,9,2700,4081.768798828125,3906.974609375,3838.9697265625
28,0,3509.249755859375,1002.5394287109375,6.691231727600098,3993.24609375,1686988563.4108603,3941.0947265625,28,214.61066126823425,76.63732147216797,1595.8936767578125,4340.1748046875,28,1649.1907958984375,cgp,mu+lambda,halfcheetah,9,2800,4340.1748046875,3993.24609375,3941.0947265625
29,0,3439.48388671875,777.6720581054688,6.693963527679443,3921.981201171875,1686988570.123519,3919.64013671875,29,221.3233199119568,130.82766723632812,417.9284973144531,4427.59912109375,29,10217.1806640625,cgp,mu+lambda,halfcheetah,9,2900,4427.59912109375,3921.981201171875,3919.64013671875
30,0,3300.175537109375,906.7816772460938,6.694580078125,4030.201171875,1686988576.835511,3941.563232421875,30,228.03531193733215,445.9864501953125,562.7044677734375,4090.317138671875,30,10218.8671875,cgp,mu+lambda,halfcheetah,9,3000,4090.317138671875,4030.201171875,3941.563232421875
31,0,2968.11083984375,698.8303833007812,6.690420627593994,4195.02978515625,1686988583.5445814,4108.703125,31,234.7443823814392,273.96160888671875,-1495.165283203125,4367.04443359375,31,17390.251953125,cgp,mu+lambda,halfcheetah,9,3100,4367.04443359375,4195.02978515625,4108.703125
32,0,3235.70849609375,1282.021240234375,6.691990852355957,4197.6572265625,1686988590.2538505,3955.32177734375,32,241.45365142822266,107.00540924072266,1600.895751953125,4222.3798828125,32,1611.683837890625,cgp,mu+lambda,halfcheetah,9,3200,4222.3798828125,4197.6572265625,3955.32177734375
33,0,2558.12890625,859.5392456054688,6.69685173034668,3917.38427734375,1686988596.9677134,3891.483154296875,33,248.16751432418823,382.0206298828125,-610.8673095703125,4339.53759765625,33,14272.73046875,cgp,mu+lambda,halfcheetah,9,3300,4339.53759765625,3917.38427734375,3891.483154296875
34,0,3190.89794921875,737.2330322265625,6.694271564483643,4190.9892578125,1686988603.679217,4003.14990234375,34,254.8790180683136,-58.19503402709961,-635.134521484375,4510.55126953125,34,14291.4072265625,cgp,mu+lambda,halfcheetah,9,3400,4510.55126953125,4190.9892578125,4003.14990234375
35,0,3540.935791015625,1108.8516845703125,6.693502426147461,4024.12939453125,1686988610.3898058,3987.689697265625,35,261.5896067619324,202.3252410888672,668.8271484375,4073.07275390625,35,10245.427734375,cgp,mu+lambda,halfcheetah,9,3500,4073.07275390625,4024.12939453125,3987.689697265625
36,0,2957.460693359375,633.3306274414062,6.693937301635742,4217.47216796875,1686988617.101887,4185.84814453125,36,268.3016879558563,-19.789295196533203,-1765.3839111328125,4224.38525390625,36,17353.38671875,cgp,mu+lambda,halfcheetah,9,3600,4224.38525390625,4217.47216796875,4185.84814453125
37,0,2624.7646484375,988.4415893554688,6.694120407104492,4050.06005859375,1686988623.8126087,4007.855224609375,37,275.01240968704224,224.85752868652344,1399.4661865234375,4224.1240234375,37,1413.42431640625,cgp,mu+lambda,halfcheetah,9,3700,4224.1240234375,4050.06005859375,4007.855224609375
38,0,2599.0380859375,628.523193359375,6.6946234703063965,3925.97607421875,1686988630.525374,3806.50537109375,38,281.72517490386963,127.44937896728516,-1770.6927490234375,4328.99951171875,38,17340.349609375,cgp,mu+lambda,halfcheetah,9,3800,4328.99951171875,3925.97607421875,3806.50537109375
39,0,2588.278564453125,566.043212890625,6.680912494659424,3890.541015625,1686988637.223479,3861.8056640625,39,288.42328000068665,182.7517852783203,315.3502197265625,4082.416748046875,39,10199.1220703125,cgp,mu+lambda,halfcheetah,9,3900,4082.416748046875,3890.541015625,3861.8056640625
40,0,1994.169921875,430.5175476074219,6.674788951873779,3968.64013671875,1686988643.9152539,3874.60400390625,40,295.11505484580994,154.47518920898438,-896.0651245117188,4173.4775390625,40,14234.94921875,cgp,mu+lambda,halfcheetah,9,4000,4173.4775390625,3968.64013671875,3874.60400390625
41,0,3316.12939453125,673.3360595703125,6.673521995544434,3933.318359375,1686988650.6054447,3926.16943359375,41,301.8052456378937,-62.12258529663086,383.49530029296875,3963.21142578125,41,10225.916015625,cgp,mu+lambda,halfcheetah,9,4100,3963.21142578125,3933.318359375,3926.16943359375
42,0,3236.0009765625,987.4970703125,6.680267810821533,4116.75390625,1686988657.3022134,4070.426513671875,42,308.50201439857483,-37.86146926879883,-1609.531494140625,4371.74853515625,42,17369.556640625,cgp,mu+lambda,halfcheetah,9,4200,4371.74853515625,4116.75390625,4070.426513671875
43,0,3222.876220703125,682.4445190429688,6.676426887512207,4107.75537109375,1686988663.9963195,3930.09765625,43,315.1961205005646,96.16139221191406,393.0738220214844,4738.896484375,43,10206.8759765625,cgp,mu+lambda,halfcheetah,9,4300,4738.896484375,4107.75537109375,3930.09765625
44,0,2877.897705078125,733.5037841796875,6.679422855377197,4057.969482421875,1686988670.693772,3977.462646484375,44,321.8935730457306,192.62408447265625,-529.0856323242188,4107.93994140625,44,14287.599609375,cgp,mu+lambda,halfcheetah,9,4400,4107.93994140625,4057.969482421875,3977.462646484375
45,0,3012.905517578125,915.3864135742188,6.677056789398193,4058.091064453125,1686988677.3892813,3964.16748046875,45,328.58908224105835,329.59521484375,1505.2882080078125,4378.09765625,45,1456.6026611328125,cgp,mu+lambda,halfcheetah,9,4500,4378.09765625,4058.091064453125,3964.16748046875
46,0,2889.254638671875,618.1749877929688,6.679412364959717,4008.67333984375,1686988684.0869079,3993.145263671875,46,335.2867088317871,59.35289764404297,-672.9815673828125,4037.370849609375,46,14270.0693359375,cgp,mu+lambda,halfcheetah,9,4600,4037.370849609375,4008.67333984375,3993.145263671875
47,0,2528.2724609375,793.2459716796875,6.675761699676514,4092.27001953125,1686988690.7816944,4085.791015625,47,341.9814953804016,159.49960327148438,1416.7020263671875,4252.44140625,47,1522.6673583984375,cgp,mu+lambda,halfcheetah,9,4700,4252.44140625,4092.27001953125,4085.791015625
48,0,3389.98583984375,1077.551513671875,6.7027812004089355,3898.39404296875,1686988697.5019724,3898.1171875,48,348.7017734050751,395.05096435546875,1586.885009765625,4248.63232421875,48,1493.904052734375,cgp,mu+lambda,halfcheetah,9,4800,4248.63232421875,3898.39404296875,3898.1171875
49,0,3338.8291015625,1244.053466796875,6.679081439971924,4066.8916015625,1686988704.1976793,3995.608642578125,49,355.3974802494049,225.525390625,1564.6881103515625,4070.876220703125,49,1573.6361083984375,cgp,mu+lambda,halfcheetah,9,4900,4070.876220703125,4066.8916015625,3995.608642578125
50,0,2985.43017578125,650.7760009765625,6.677693843841553,3956.37939453125,1686988710.8927186,3867.03369140625,50,362.09251952171326,53.41524887084961,-2622.952392578125,4006.736328125,50,19935.810546875,cgp,mu+lambda,halfcheetah,9,5000,4006.736328125,3956.37939453125,3867.03369140625
51,0,3382.589111328125,619.234375,6.679006576538086,4252.86083984375,1686988717.5881143,4003.99560546875,51,368.78791522979736,110.49421691894531,384.1960754394531,4335.1923828125,51,10214.353515625,cgp,mu+lambda,halfcheetah,9,5100,4335.1923828125,4252.86083984375,4003.99560546875
52,0,3186.607177734375,643.05322265625,6.700716495513916,4025.011962890625,1686988724.305754,3975.530029296875,52,375.5055549144745,35.000450134277344,1385.0465087890625,4151.49072265625,52,1573.2908935546875,cgp,mu+lambda,halfcheetah,9,5200,4151.49072265625,4025.011962890625,3975.530029296875
53,0,3480.37646484375,1077.5584716796875,6.698723793029785,3944.365966796875,1686988731.0199473,3928.285400390625,53,382.2197482585907,219.5924072265625,-2318.388427734375,4221.626953125,53,19996.42578125,cgp,mu+lambda,halfcheetah,9,5300,4221.626953125,3944.365966796875,3928.285400390625
54,0,3147.680419921875,970.4986572265625,6.695367336273193,4240.44287109375,1686988737.7321393,4088.0087890625,54,388.93194031715393,346.9232177734375,572.860107421875,4258.79833984375,54,10220.49609375,cgp,mu+lambda,halfcheetah,9,5400,4258.79833984375,4240.44287109375,4088.0087890625
55,0,2693.568603515625,660.35009765625,6.6961212158203125,4202.91748046875,1686988744.44391,3994.70068359375,55,395.6437108516693,1.8100557327270508,-1575.6055908203125,4447.53173828125,55,17375.654296875,cgp,mu+lambda,halfcheetah,9,5500,4447.53173828125,4202.91748046875,3994.70068359375
56,0,3189.5908203125,1168.584228515625,6.693854808807373,4147.63427734375,1686988751.1542637,4052.080810546875,56,402.35406470298767,254.605712890625,491.1158447265625,4183.91015625,56,10226.8056640625,cgp,mu+lambda,halfcheetah,9,5600,4183.91015625,4147.63427734375,4052.080810546875
57,0,2641.345703125,656.2628173828125,6.6920366287231445,3971.10400390625,1686988757.862772,3954.062744140625,57,409.0625729560852,134.1626739501953,321.38189697265625,4242.13232421875,57,10188.8173828125,cgp,mu+lambda,halfcheetah,9,5700,4242.13232421875,3971.10400390625,3954.062744140625
58,0,3280.397216796875,613.1318969726562,6.69558048248291,4681.595703125,1686988764.5748827,4092.960693359375,58,415.77468371391296,64.16151428222656,-2533.706298828125,4753.10400390625,58,19956.83203125,cgp,mu+lambda,halfcheetah,9,5800,4753.10400390625,4681.595703125,4092.960693359375
59,0,2833.07421875,685.4945068359375,6.680068492889404,4039.549072265625,1686988771.2717822,4037.237548828125,59,422.47158312797546,69.19287872314453,1351.041015625,4433.2236328125,59,1473.0562744140625,cgp,mu+lambda,halfcheetah,9,5900,4433.2236328125,4039.549072265625,4037.237548828125
60,0,2907.52490234375,744.1131591796875,6.679874897003174,4010.2197265625,1686988777.9673789,3969.946044921875,60,429.16717982292175,64.7013931274414,1359.5018310546875,4041.37890625,60,1486.4664306640625,cgp,mu+lambda,halfcheetah,9,6000,4041.37890625,4010.2197265625,3969.946044921875
61,0,3388.896484375,795.5400390625,6.668711185455322,3934.959716796875,1686988784.6529381,3921.4423828125,61,435.85273909568787,183.25746154785156,1482.0107421875,3960.9658203125,61,1589.222412109375,cgp,mu+lambda,halfcheetah,9,6100,3960.9658203125,3934.959716796875,3921.4423828125
62,0,2763.974609375,720.9446411132812,6.678360939025879,3939.61572265625,1686988791.347216,3913.76953125,62,442.54701685905457,314.8145751953125,1425.7017822265625,4204.02099609375,62,1458.94921875,cgp,mu+lambda,halfcheetah,9,6200,4204.02099609375,3939.61572265625,3913.76953125
63,0,3262.248779296875,884.064453125,6.686167240142822,4102.35693359375,1686988798.050577,3863.7275390625,63,449.2503778934479,177.53660583496094,-463.7237548828125,4476.578125,63,14299.6103515625,cgp,mu+lambda,halfcheetah,9,6300,4476.578125,4102.35693359375,3863.7275390625
64,0,3161.80615234375,1251.04736328125,6.679493427276611,4140.38134765625,1686988804.7465675,4051.375732421875,64,455.94636845588684,251.43759155273438,1632.71337890625,4289.05419921875,64,1492.0386962890625,cgp,mu+lambda,halfcheetah,9,6400,4289.05419921875,4140.38134765625,4051.375732421875
65,0,3128.279296875,672.2720947265625,6.678423881530762,3945.481689453125,1686988811.4419072,3887.619873046875,65,462.64170813560486,216.86424255371094,1450.5943603515625,4027.5966796875,65,1526.617919921875,cgp,mu+lambda,halfcheetah,9,6500,4027.5966796875,3945.481689453125,3887.619873046875
66,0,3430.984375,865.4320678710938,6.681848049163818,4223.5029296875,1686988818.139497,4046.561279296875,66,469.33929800987244,355.344970703125,1609.177490234375,4281.44677734375,66,1547.571044921875,cgp,mu+lambda,halfcheetah,9,6600,4281.44677734375,4223.5029296875,4046.561279296875
67,0,3091.435791015625,858.854736328125,6.677862167358398,4140.39599609375,1686988824.8335004,4064.795654296875,67,476.0333013534546,256.8802185058594,1515.67626953125,4143.28466796875,67,1503.5347900390625,cgp,mu+lambda,halfcheetah,9,6700,4143.28466796875,4140.39599609375,4064.795654296875
68,0,3433.33203125,995.2723388671875,6.6700568199157715,4215.041015625,1686988831.5179415,4006.87548828125,68,482.7177424430847,250.633056640625,1615.895751953125,4221.208984375,68,1560.7921142578125,cgp,mu+lambda,halfcheetah,9,6800,4221.208984375,4215.041015625,4006.87548828125
69,0,3449.082763671875,804.2119140625,6.674037456512451,4120.5771484375,1686988838.2089283,3937.816650390625,69,489.4087293148041,65.49494171142578,519.6556396484375,4592.56884765625,69,10229.94921875,cgp,mu+lambda,halfcheetah,9,6900,4592.56884765625,4120.5771484375,3937.816650390625
70,0,2479.8935546875,829.1420288085938,6.678182125091553,3906.52880859375,1686988844.903612,3905.0107421875,70,496.1034128665924,247.28005981445312,1389.619873046875,3932.399169921875,70,1414.71630859375,cgp,mu+lambda,halfcheetah,9,7000,3932.399169921875,3906.52880859375,3905.0107421875
71,0,2712.31591796875,479.6292724609375,6.677704811096191,3908.326904296875,1686988851.5975513,3907.513427734375,71,502.79735231399536,121.02119445800781,340.1646423339844,3961.829345703125,71,10198.744140625,cgp,mu+lambda,halfcheetah,9,7100,3961.829345703125,3908.326904296875,3907.513427734375
72,0,3583.00048828125,909.402099609375,6.677302837371826,3975.225830078125,1686988858.291452,3957.487548828125,72,509.4912528991699,373.8791198730469,1657.739990234375,4048.565185546875,72,1579.6732177734375,cgp,mu+lambda,halfcheetah,9,7200,4048.565185546875,3975.225830078125,3957.487548828125
73,0,3394.04248046875,672.1198120117188,6.6786980628967285,3931.612060546875,1686988864.9865587,3908.782958984375,73,516.1863596439362,158.41856384277344,1475.904296875,3996.678466796875,73,1591.59765625,cgp,mu+lambda,halfcheetah,9,7300,3996.678466796875,3931.612060546875,3908.782958984375
74,0,3255.5458984375,687.4871826171875,6.677000045776367,4049.115234375,1686988871.6804218,3916.0966796875,74,522.8802227973938,128.5047607421875,1443.7802734375,4076.928955078125,74,1535.463623046875,cgp,mu+lambda,halfcheetah,9,7400,4076.928955078125,4049.115234375,3916.0966796875
75,0,3535.650634765625,661.8941650390625,6.6786789894104,3933.770751953125,1686988878.3752916,3883.333251953125,75,529.5750925540924,259.1422119140625,1480.7281494140625,3957.873291015625,75,1584.253662109375,cgp,mu+lambda,halfcheetah,9,7500,3957.873291015625,3933.770751953125,3883.333251953125
76,0,3662.84619140625,759.8023681640625,6.6771650314331055,3939.280517578125,1686988885.0697618,3893.974365234375,76,536.2695627212524,161.19772338867188,1537.4793701171875,4069.82275390625,76,1619.326416015625,cgp,mu+lambda,halfcheetah,9,7600,4069.82275390625,3939.280517578125,3893.974365234375
77,0,3265.03076171875,956.8978881835938,6.680592060089111,3952.33251953125,1686988891.7646828,3893.270751953125,77,542.9644837379456,203.69833374023438,1529.099365234375,4013.658935546875,77,1575.88671875,cgp,mu+lambda,halfcheetah,9,7700,4013.658935546875,3952.33251953125,3893.270751953125
78,0,3385.89208984375,653.861328125,6.682732582092285,4103.86572265625,1686988898.4639475,3999.88671875,78,549.6637485027313,18.88304901123047,-627.7799682617188,4156.24072265625,78,14290.3310546875,cgp,mu+lambda,halfcheetah,9,7800,4156.24072265625,4103.86572265625,3999.88671875
79,0,3616.197509765625,1212.110107421875,6.67270040512085,4008.814697265625,1686988905.153365,3976.279052734375,79,556.3531658649445,145.7405242919922,668.4185791015625,4117.02001953125,79,10249.3779296875,cgp,mu+lambda,halfcheetah,9,7900,4117.02001953125,4008.814697265625,3976.279052734375
80,0,3665.2880859375,1152.4012451171875,6.67517614364624,4060.86669921875,1686988911.84402,3920.276611328125,80,563.0438208580017,249.72537231445312,736.8284301757812,4062.24267578125,80,10261.2275390625,cgp,mu+lambda,halfcheetah,9,8000,4062.24267578125,4060.86669921875,3920.276611328125
81,0,3611.667236328125,1130.8046875,6.675139427185059,4006.333251953125,1686988918.5343263,3938.492431640625,81,569.7341272830963,202.84628295898438,1748.8018798828125,4057.477294921875,81,1620.1549072265625,cgp,mu+lambda,halfcheetah,9,8100,4057.477294921875,4006.333251953125,3938.492431640625
82,0,3543.8056640625,948.1278076171875,6.679897308349609,4117.61181640625,1686988925.2298963,4100.68701171875,82,576.4296972751617,243.38087463378906,1573.6368408203125,4121.23291015625,82,1624.8011474609375,cgp,mu+lambda,halfcheetah,9,8200,4121.23291015625,4117.61181640625,4100.68701171875
83,0,3614.02197265625,799.2102661132812,6.677771091461182,4502.2939453125,1686988931.9241638,4109.97802734375,83,583.1239647865295,216.2529754638672,1538.4783935546875,4573.09619140625,83,1647.4239501953125,cgp,mu+lambda,halfcheetah,9,8300,4573.09619140625,4502.2939453125,4109.97802734375
84,0,3645.334228515625,925.5887451171875,6.675199508666992,5052.74267578125,1686988938.614843,4831.80810546875,84,589.8146438598633,348.1831359863281,1743.529052734375,6120.78369140625,84,1747.837890625,cgp,mu+lambda,halfcheetah,9,8400,6120.78369140625,5052.74267578125,4831.80810546875
85,0,3659.342529296875,999.2294311523438,6.774631023406982,5164.35888671875,1686988945.402853,5036.43994140625,85,596.6026539802551,213.98663330078125,1820.7333984375,5378.07080078125,85,1794.485107421875,cgp,mu+lambda,halfcheetah,9,8500,5378.07080078125,5164.35888671875,5036.43994140625
86,0,3482.492919921875,626.6096801757812,6.703577995300293,5139.880859375,1686988952.121628,5070.21142578125,86,603.3214290142059,106.97635650634766,490.87835693359375,5171.21875,86,10263.111328125,cgp,mu+lambda,halfcheetah,9,8600,5171.21875,5139.880859375,5070.21142578125
87,0,4419.17041015625,1545.598388671875,6.692175388336182,6111.59765625,1686988958.8299763,6004.08154296875,87,610.0297772884369,163.8346710205078,2205.197998046875,6201.572265625,87,2217.5361328125,cgp,mu+lambda,halfcheetah,9,8700,6201.572265625,6111.59765625,6004.08154296875
88,0,4367.705078125,643.3823852539062,6.689733028411865,6122.326171875,1686988965.536469,5967.36328125,88,616.7362699508667,53.003150939941406,1868.5364990234375,6246.9111328125,88,2219.22509765625,cgp,mu+lambda,halfcheetah,9,8800,6246.9111328125,6122.326171875,5967.36328125
89,0,4203.626953125,703.83837890625,6.693975925445557,6341.02587890625,1686988972.2460682,6223.06005859375,89,623.4458692073822,147.19314575195312,1984.345458984375,6500.82666015625,89,2185.68115234375,cgp,mu+lambda,halfcheetah,9,8900,6500.82666015625,6341.02587890625,6223.06005859375
90,0,4071.5107421875,766.6235961914062,6.690333843231201,6287.1162109375,1686988978.953687,6189.146484375,90,630.1534879207611,365.66650390625,2107.088623046875,6425.70458984375,90,2226.9599609375,cgp,mu+lambda,halfcheetah,9,9000,6425.70458984375,6287.1162109375,6189.146484375
91,0,3984.53857421875,575.5398559570312,6.69199275970459,6563.85986328125,1686988985.6608317,6483.98583984375,91,636.8606326580048,186.29151916503906,1900.2235107421875,6624.36669921875,91,2286.42431640625,cgp,mu+lambda,halfcheetah,9,9100,6624.36669921875,6563.85986328125,6483.98583984375
92,0,4789.0107421875,974.157470703125,6.694903373718262,6513.4638671875,1686988992.3719735,6358.2763671875,92,643.571774482727,189.248779296875,2284.33056640625,6570.51904296875,92,2418.196533203125,cgp,mu+lambda,halfcheetah,9,9200,6570.51904296875,6513.4638671875,6358.2763671875
93,0,5100.986328125,638.7242431640625,6.691709995269775,6638.21533203125,1686988999.0793412,6599.046875,93,650.2791421413422,330.460205078125,2302.631103515625,6844.01171875,93,2509.335693359375,cgp,mu+lambda,halfcheetah,9,9300,6844.01171875,6638.21533203125,6599.046875
94,0,4085.76220703125,606.39404296875,6.672335624694824,6570.42236328125,1686989005.7681575,6428.52685546875,94,656.9679584503174,266.46722412109375,1997.3153076171875,6599.1865234375,94,2362.832763671875,cgp,mu+lambda,halfcheetah,9,9400,6599.1865234375,6570.42236328125,6428.52685546875
