,_timestamp,training.run_id,training.fitness_std,training.fitness_median,_step,_runtime,training.top_k_fit.top_0_fit,training.generation,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.fitness_1q,training.fitness_3q,training.top_k_fit.top_2_fit,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
16,1687174334.131151,0,302.53411865234375,112.69009399414062,16,47.23556184768677,1019.4322509765625,16,264.1662902832031,1.65168035030365,1006.0363159179688,285.74713134765625,71.18104553222656,1004.1324462890625,lgp,mu+lambda,reward,walker2d,0,1600,1019.4322509765625,1006.0363159179688,1004.1324462890625
17,1687174335.7991946,0,324.9952087402344,133.5707550048828,17,48.903605461120605,1030.8824462890625,17,305.6308898925781,1.649680495262146,1028.2298583984375,461.1878356933594,85.74002838134766,1022.40478515625,lgp,mu+lambda,reward,walker2d,0,1700,1030.8824462890625,1028.2298583984375,1022.40478515625
18,1687174337.46878,0,303.4260559082031,100.61554718017578,18,50.57319092750549,1024.9580078125,18,258.5261535644531,1.6493653059005737,1023.8660888671875,371.0182800292969,72.8223876953125,1022.881591796875,lgp,mu+lambda,reward,walker2d,0,1800,1024.9580078125,1023.8660888671875,1022.881591796875
19,1687174339.1379886,0,328.0178527832031,115.98342895507812,19,52.24239945411682,1025.329833984375,19,301.6769714355469,1.649767518043518,1023.3302001953125,475.51397705078125,75.98161315917969,1020.6287841796875,lgp,mu+lambda,reward,walker2d,0,1900,1025.329833984375,1023.3302001953125,1020.6287841796875
20,1687174340.8065283,0,347.2634582519531,117.54521179199219,20,53.91093921661377,1028.80810546875,20,317.31591796875,1.6489508152008057,1027.38037109375,554.848388671875,77.56366729736328,1025.087158203125,lgp,mu+lambda,reward,walker2d,0,2000,1028.80810546875,1027.38037109375,1025.087158203125
21,1687174342.4754713,0,342.8880615234375,124.43833923339844,21,55.57988214492798,1034.63232421875,21,315.1510314941406,1.6499981880187988,1032.7237548828125,508.6581115722656,81.81867980957031,1027.953125,lgp,mu+lambda,reward,walker2d,0,2100,1034.63232421875,1032.7237548828125,1027.953125
22,1687174344.1433148,0,303.59320068359375,124.81965637207031,22,57.24772572517395,1030.0450439453125,22,281.5903625488281,1.6489752531051636,1019.7951049804688,403.4468994140625,82.86432647705078,1016.0437622070312,lgp,mu+lambda,reward,walker2d,0,2200,1030.0450439453125,1019.7951049804688,1016.0437622070312
23,1687174345.8103175,0,319.0651550292969,101.64447021484375,23,58.91472840309143,1009.3599853515625,23,267.028564453125,1.6480236053466797,1008.0360107421875,403.879150390625,70.09545135498047,1007.0121459960938,lgp,mu+lambda,reward,walker2d,0,2300,1009.3599853515625,1008.0360107421875,1007.0121459960938
24,1687174347.478066,0,302.61016845703125,105.71565246582031,24,60.58247685432434,1023.201904296875,24,262.6140441894531,1.6492137908935547,1014.779296875,273.39825439453125,75.18038177490234,1011.2737426757812,lgp,mu+lambda,reward,walker2d,0,2400,1023.201904296875,1014.779296875,1011.2737426757812
25,1687174349.1441393,0,340.2933654785156,129.68392944335938,25,62.24855017662048,1042.9791259765625,25,312.015380859375,1.6483434438705444,1040.9244384765625,471.97601318359375,82.72006225585938,1029.570556640625,lgp,mu+lambda,reward,walker2d,0,2500,1042.9791259765625,1040.9244384765625,1029.570556640625
26,1687174350.8121564,0,350.5000305175781,114.3204574584961,26,63.91656732559204,1029.9959716796875,26,325.6943359375,1.6493842601776123,1027.109375,523.61669921875,74.47091674804688,1024.97900390625,lgp,mu+lambda,reward,walker2d,0,2600,1029.9959716796875,1027.109375,1024.97900390625
27,1687174352.480195,0,325.68896484375,127.92794799804688,27,65.58460593223572,1027.60595703125,27,320.9378356933594,1.6494476795196533,1025.3092041015625,529.349609375,83.92607116699219,1009.2372436523438,lgp,mu+lambda,reward,walker2d,0,2700,1027.60595703125,1025.3092041015625,1009.2372436523438
28,1687174354.1472006,0,323.0580139160156,103.18418884277344,28,67.25161147117615,1013.0138549804688,28,283.1864013671875,1.6479506492614746,1008.2561645507812,474.08349609375,74.9053955078125,1007.647216796875,lgp,mu+lambda,reward,walker2d,0,2800,1013.0138549804688,1008.2561645507812,1007.647216796875
29,1687174355.8146243,0,349.6802673339844,134.20823669433594,29,68.91903519630432,1024.2694091796875,29,307.76971435546875,1.6488393545150757,1023.980712890625,348.8620300292969,83.79708099365234,1016.125,lgp,mu+lambda,reward,walker2d,0,2900,1024.2694091796875,1023.980712890625,1016.125
30,1687174357.4816632,0,354.10302734375,132.12286376953125,30,70.58607411384583,1018.0867309570312,30,324.4787292480469,1.6484549045562744,1017.818359375,521.2772216796875,76.88362121582031,1014.7648315429688,lgp,mu+lambda,reward,walker2d,0,3000,1018.0867309570312,1017.818359375,1014.7648315429688
31,1687174359.1522992,0,378.5661926269531,157.29937744140625,31,72.25671005249023,1020.1539306640625,31,377.8585205078125,1.650915503501892,1016.506591796875,788.2322998046875,79.28858947753906,1009.3018188476562,lgp,mu+lambda,reward,walker2d,0,3100,1020.1539306640625,1016.506591796875,1009.3018188476562
32,1687174360.8200462,0,387.2972717285156,165.1368408203125,32,73.92445707321167,1014.3275756835938,32,396.4777526855469,1.6487191915512085,1014.2929077148438,858.4998779296875,89.97163391113281,1012.3663940429688,lgp,mu+lambda,reward,walker2d,0,3200,1014.3275756835938,1014.2929077148438,1012.3663940429688
33,1687174362.48862,0,389.07244873046875,144.22479248046875,33,75.59303092956543,1008.4323120117188,33,372.2550048828125,1.6491193771362305,1007.8659057617188,809.2965087890625,77.34351348876953,1007.6282958984375,lgp,mu+lambda,reward,walker2d,0,3300,1008.4323120117188,1007.8659057617188,1007.6282958984375
34,1687174364.1561723,0,378.8092041015625,139.82803344726562,34,77.26058316230774,1010.1626586914062,34,346.69244384765625,1.6494475603103638,1009.638427734375,501.3537292480469,75.20545959472656,1009.4906616210938,lgp,mu+lambda,reward,walker2d,0,3400,1010.1626586914062,1009.638427734375,1009.4906616210938
35,1687174365.824555,0,385.6360778808594,162.33139038085938,35,78.92896580696106,1012.8833618164062,35,368.3520202636719,1.6498059034347534,1012.48291015625,770.9459838867188,84.07046508789062,1008.5974731445312,lgp,mu+lambda,reward,walker2d,0,3500,1012.8833618164062,1012.48291015625,1008.5974731445312
36,1687174367.492864,0,386.9670104980469,190.3186798095703,36,80.59727478027344,1018.7774658203125,36,400.71728515625,1.649608850479126,1010.1226806640625,965.3480224609375,85.99537658691406,1008.7692260742188,lgp,mu+lambda,reward,walker2d,0,3600,1018.7774658203125,1010.1226806640625,1008.7692260742188
37,1687174369.1611118,0,392.9063415527344,124.63006591796875,37,82.26552271842957,1023.381103515625,37,381.6448059082031,1.6490544080734253,1013.5947875976562,886.0501708984375,78.091552734375,1008.32421875,lgp,mu+lambda,reward,walker2d,0,3700,1023.381103515625,1013.5947875976562,1008.32421875
38,1687174370.8293655,0,366.3240966796875,175.40017700195312,38,83.93377637863159,1017.5201416015625,38,365.0671691894531,1.6488275527954102,1011.775390625,513.6517944335938,100.16735076904297,1010.9547729492188,lgp,mu+lambda,reward,walker2d,0,3800,1017.5201416015625,1011.775390625,1010.9547729492188
39,1687174372.4974186,0,375.2711486816406,148.55374145507812,39,85.6018295288086,1021.5433959960938,39,350.9303894042969,1.6494953632354736,1013.2636108398438,549.1924438476562,80.1876449584961,1012.9448852539062,lgp,mu+lambda,reward,walker2d,0,3900,1021.5433959960938,1013.2636108398438,1012.9448852539062
40,1687174374.1651542,0,393.31378173828125,145.43165588378906,40,87.26956510543823,1012.3753051757812,40,378.7832336425781,1.6486014127731323,1010.8945922851562,1000.076904296875,88.10903930664062,1009.6864013671875,lgp,mu+lambda,reward,walker2d,0,4000,1012.3753051757812,1010.8945922851562,1009.6864013671875
41,1687174375.831585,0,377.7484130859375,156.94180297851562,41,88.93599581718445,1019.3775634765625,41,368.6688232421875,1.6478475332260132,1017.7515258789062,596.3262939453125,86.15172576904297,1011.1987915039062,lgp,mu+lambda,reward,walker2d,0,4100,1019.3775634765625,1017.7515258789062,1011.1987915039062
42,1687174377.4982169,0,394.8165588378906,147.71197509765625,42,90.60262775421143,1018.21484375,42,380.8375549316406,1.6479400396347046,1013.5748901367188,943.7976684570312,83.56251525878906,1012.45556640625,lgp,mu+lambda,reward,walker2d,0,4200,1018.21484375,1013.5748901367188,1012.45556640625
43,1687174379.1646576,0,390.3749084472656,131.07748413085938,43,92.26906847953796,1016.4270629882812,43,343.2074279785156,1.6486179828643799,1013.2914428710938,565.2916870117188,75.62397003173828,1012.7388305664062,lgp,mu+lambda,reward,walker2d,0,4300,1016.4270629882812,1013.2914428710938,1012.7388305664062
44,1687174380.8329165,0,389.6986999511719,206.47955322265625,44,93.93732738494873,1022.59765625,44,399.6240539550781,1.6490029096603394,1015.412109375,921.25,88.18433380126953,1013.4463500976562,lgp,mu+lambda,reward,walker2d,0,4400,1022.59765625,1015.412109375,1013.4463500976562
45,1687174382.5009654,0,384.0777282714844,190.88275146484375,45,95.60537624359131,1012.4378051757812,45,397.1932067871094,1.6492596864700317,1011.7283325195312,874.7254028320312,97.5528793334961,1011.6405029296875,lgp,mu+lambda,reward,walker2d,0,4500,1012.4378051757812,1011.7283325195312,1011.6405029296875
46,1687174384.1693861,0,389.1964416503906,114.5380859375,46,97.27379703521729,1029.553955078125,46,347.0294189453125,1.649655818939209,1012.9805908203125,565.0396118164062,71.80066680908203,1012.0147094726562,lgp,mu+lambda,reward,walker2d,0,4600,1029.553955078125,1012.9805908203125,1012.0147094726562
47,1687174385.8367317,0,390.1507263183594,148.5138702392578,47,98.94114255905151,1031.8548583984375,47,374.4570617675781,1.6482584476470947,1016.1747436523438,838.2356567382812,80.64044189453125,1015.4398193359375,lgp,mu+lambda,reward,walker2d,0,4700,1031.8548583984375,1016.1747436523438,1015.4398193359375
48,1687174387.502746,0,388.8960876464844,146.5850067138672,48,100.60715699195862,1031.8790283203125,48,378.84912109375,1.6471103429794312,1014.3914794921875,938.3471069335938,87.17572021484375,1012.0857543945312,lgp,mu+lambda,reward,walker2d,0,4800,1031.8790283203125,1014.3914794921875,1012.0857543945312
49,1687174389.1716115,0,392.6131286621094,150.63922119140625,49,102.27602243423462,1029.1634521484375,49,381.0041809082031,1.6498010158538818,1020.015625,949.197021484375,76.8726806640625,1015.4356079101562,lgp,mu+lambda,reward,walker2d,0,4900,1029.1634521484375,1020.015625,1015.4356079101562
50,1687174390.8397307,0,396.7210693359375,150.83319091796875,50,103.94414162635803,1017.0082397460938,50,390.17327880859375,1.6485217809677124,1016.463134765625,1001.5432739257812,82.76437377929688,1011.1384887695312,lgp,mu+lambda,reward,walker2d,0,5000,1017.0082397460938,1016.463134765625,1011.1384887695312
51,1687174392.508916,0,402.5206298828125,189.844482421875,51,105.61332678794861,1012.4116821289062,51,422.0191955566406,1.6505857706069946,1012.0908813476562,1004.9561767578125,92.30598449707031,1011.1375122070312,lgp,mu+lambda,reward,walker2d,0,5100,1012.4116821289062,1012.0908813476562,1011.1375122070312
52,1687174394.1752417,0,377.2414855957031,133.24391174316406,52,107.27965259552002,1022.07861328125,52,331.85968017578125,1.6487175226211548,1015.0908813476562,472.6857604980469,74.07205200195312,1012.572265625,lgp,mu+lambda,reward,walker2d,0,5200,1022.07861328125,1015.0908813476562,1012.572265625
53,1687174395.8434322,0,378.4979248046875,119.91380310058594,53,108.94784307479858,1030.954345703125,53,338.2899169921875,1.6490551233291626,1024.9652099609375,523.625,80.54071044921875,1014.8049926757812,lgp,mu+lambda,reward,walker2d,0,5300,1030.954345703125,1024.9652099609375,1014.8049926757812
54,1687174397.5124776,0,391.38714599609375,133.62405395507812,54,110.6168885231018,1019.3023681640625,54,358.4527282714844,1.65018892288208,1018.0841674804688,798.3487548828125,75.35165405273438,1017.7830810546875,lgp,mu+lambda,reward,walker2d,0,5400,1019.3023681640625,1018.0841674804688,1017.7830810546875
55,1687174399.180772,0,397.734619140625,138.9769287109375,55,112.28518295288086,1016.4884643554688,55,377.3985595703125,1.6465063095092773,1014.3489990234375,1005.0275268554688,77.05015563964844,1012.6922607421875,lgp,mu+lambda,reward,walker2d,0,5500,1016.4884643554688,1014.3489990234375,1012.6922607421875
56,1687174400.8470595,0,393.9276123046875,168.604736328125,56,113.95147037506104,1023.77294921875,56,390.0050048828125,1.6470541954040527,1016.1843872070312,1004.1205444335938,89.94086456298828,1013.6392822265625,lgp,mu+lambda,reward,walker2d,0,5600,1023.77294921875,1016.1843872070312,1013.6392822265625
57,1687174402.513995,0,399.598388671875,135.94595336914062,57,115.61840581893921,1018.6372680664062,57,371.2467041015625,1.6483122110366821,1010.4074096679688,1000.945556640625,78.23033142089844,1010.3658447265625,lgp,mu+lambda,reward,walker2d,0,5700,1018.6372680664062,1010.4074096679688,1010.3658447265625
58,1687174404.1814637,0,398.0569152832031,161.5284423828125,58,117.28587460517883,1015.7484130859375,58,395.5494384765625,1.6484782695770264,1012.7047119140625,1004.6548461914062,85.60267639160156,1011.7578735351562,lgp,mu+lambda,reward,walker2d,0,5800,1015.7484130859375,1012.7047119140625,1011.7578735351562
59,1687174405.846917,0,382.0019226074219,172.15325927734375,59,118.95132780075073,1016.3389282226562,59,371.1805419921875,1.6462762355804443,1014.4680786132812,650.2186279296875,86.76325225830078,1014.1416015625,lgp,mu+lambda,reward,walker2d,0,5900,1016.3389282226562,1014.4680786132812,1014.1416015625
60,1687174407.5129464,0,391.5556945800781,114.7227783203125,60,120.61735725402832,1033.7764892578125,60,355.2981262207031,1.647316813468933,1015.535400390625,760.9368896484375,80.2605209350586,1015.01123046875,lgp,mu+lambda,reward,walker2d,0,6000,1033.7764892578125,1015.535400390625,1015.01123046875
61,1687174409.1788003,0,396.24456787109375,126.3873291015625,61,122.28321123123169,1078.875732421875,61,358.57708740234375,1.6479278802871704,1037.50927734375,824.4536743164062,68.04456329345703,1033.43994140625,lgp,mu+lambda,reward,walker2d,0,6100,1078.875732421875,1037.50927734375,1033.43994140625
62,1687174410.8458002,0,391.606201171875,107.59371948242188,62,123.95021104812622,1024.9739990234375,62,329.3042907714844,1.6467210054397583,1020.0358276367188,480.539306640625,56.81074523925781,1012.1087036132812,lgp,mu+lambda,reward,walker2d,0,6200,1024.9739990234375,1020.0358276367188,1012.1087036132812
63,1687174412.5161455,0,396.79559326171875,109.88063049316406,63,125.6205563545227,1078.9884033203125,63,347.6792907714844,1.651357889175415,1015.5645141601562,684.6375732421875,70.29035186767578,1012.1163330078125,lgp,mu+lambda,reward,walker2d,0,6300,1078.9884033203125,1015.5645141601562,1012.1163330078125
64,1687174414.1842022,0,373.4110107421875,125.7974624633789,64,127.2886130809784,1020.037353515625,64,328.2409973144531,1.6489862203598022,1015.9491577148438,470.7881164550781,83.80545043945312,1011.6783447265625,lgp,mu+lambda,reward,walker2d,0,6400,1020.037353515625,1015.9491577148438,1011.6783447265625
65,1687174415.8512433,0,383.07421875,108.6940689086914,65,128.9556541442871,1017.842529296875,65,320.7522888183594,1.647404670715332,1011.652587890625,423.93505859375,66.11094665527344,1011.5549926757812,lgp,mu+lambda,reward,walker2d,0,6500,1017.842529296875,1011.652587890625,1011.5549926757812
66,1687174417.5190396,0,390.2146301269531,107.73947143554688,66,130.62345051765442,1020.425537109375,66,320.2679748535156,1.6454834938049316,1018.3407592773438,495.2048034667969,60.138031005859375,1016.899169921875,lgp,mu+lambda,reward,walker2d,0,6600,1020.425537109375,1018.3407592773438,1016.899169921875
67,1687174419.1887481,0,414.9651794433594,145.78756713867188,67,132.29315900802612,1034.7841796875,67,411.21295166015625,1.6456047296524048,1023.5653076171875,1007.206298828125,76.28483581542969,1020.3997192382812,lgp,mu+lambda,reward,walker2d,0,6700,1034.7841796875,1023.5653076171875,1020.3997192382812
68,1687174420.8542857,0,389.027587890625,144.9256591796875,68,133.95869660377502,1026.6485595703125,68,356.4192199707031,1.6421523094177246,1021.1251831054688,599.6834716796875,71.53607177734375,1017.0565795898438,lgp,mu+lambda,reward,walker2d,0,6800,1026.6485595703125,1021.1251831054688,1017.0565795898438
69,1687174422.52301,0,387.139892578125,130.98387145996094,69,135.6274209022522,1015.0823974609375,69,364.65716552734375,1.644912838935852,1011.6986083984375,592.76318359375,75.11517333984375,1010.7782592773438,lgp,mu+lambda,reward,walker2d,0,6900,1015.0823974609375,1011.6986083984375,1010.7782592773438
70,1687174424.1885242,0,382.0207824707031,136.8060302734375,70,137.29293513298035,1035.0740966796875,70,339.99530029296875,1.6432437896728516,1020.1148071289062,493.8056335449219,78.36717224121094,1019.2017822265625,lgp,mu+lambda,reward,walker2d,0,7000,1035.0740966796875,1020.1148071289062,1019.2017822265625
71,1687174425.8548121,0,420.74603271484375,151.3551788330078,71,138.95922303199768,1026.9012451171875,71,420.6913146972656,1.6433022022247314,1019.0732421875,1006.5073852539062,84.88961029052734,1018.2466430664062,lgp,mu+lambda,reward,walker2d,0,7100,1026.9012451171875,1019.0732421875,1018.2466430664062
72,1687174427.5225098,0,394.5815124511719,114.27540588378906,72,140.62692070007324,1015.7890625,72,359.50872802734375,1.6444348096847534,1013.3588256835938,809.2662963867188,72.05066680908203,1013.343505859375,lgp,mu+lambda,reward,walker2d,0,7200,1015.7890625,1013.3588256835938,1013.343505859375
73,1687174429.1880379,0,399.7041931152344,132.5783233642578,73,142.29244875907898,1016.654052734375,73,373.48681640625,1.6431174278259277,1014.7547607421875,961.2013549804688,78.94024658203125,1012.800048828125,lgp,mu+lambda,reward,walker2d,0,7300,1016.654052734375,1014.7547607421875,1012.800048828125
74,1687174430.8536081,0,382.1321105957031,108.65837097167969,74,143.95801901817322,1014.8048095703125,74,328.687255859375,1.6476331949234009,1014.4908447265625,513.7579345703125,67.13760375976562,1013.7130737304688,lgp,mu+lambda,reward,walker2d,0,7400,1014.8048095703125,1014.4908447265625,1013.7130737304688
75,1687174432.5197475,0,410.2294921875,110.55484008789062,75,145.62415838241577,1019.11279296875,75,375.1904296875,1.648223876953125,1018.26220703125,1003.46533203125,69.33171081542969,1016.5660400390625,lgp,mu+lambda,reward,walker2d,0,7500,1019.11279296875,1018.26220703125,1016.5660400390625
76,1687174434.185708,0,386.7236022949219,111.80319213867188,76,147.290118932724,1018.7557983398438,76,336.42291259765625,1.6479047536849976,1014.896728515625,576.7347412109375,73.9521255493164,1013.774169921875,lgp,mu+lambda,reward,walker2d,0,7600,1018.7557983398438,1014.896728515625,1013.774169921875
77,1687174435.851138,0,395.6248474121094,137.45022583007812,77,148.95554900169373,1016.9337768554688,77,383.06793212890625,1.6473435163497925,1016.095458984375,1006.3621826171875,90.05493927001953,1013.1663818359375,lgp,mu+lambda,reward,walker2d,0,7700,1016.9337768554688,1016.095458984375,1013.1663818359375
78,1687174437.517248,0,417.8684997558594,119.03443908691406,78,150.62165880203247,1022.033203125,78,378.98333740234375,1.6484493017196655,1020.195556640625,1007.6638793945312,79.44890594482422,1016.5835571289062,lgp,mu+lambda,reward,walker2d,0,7800,1022.033203125,1020.195556640625,1016.5835571289062
79,1687174439.1831496,0,406.1396484375,124.27503967285156,79,152.28756046295166,1023.9319458007812,79,375.80657958984375,1.648449420928955,1023.093017578125,1006.3850708007812,76.53781127929688,1017.4154663085938,lgp,mu+lambda,reward,walker2d,0,7900,1023.9319458007812,1023.093017578125,1017.4154663085938
80,1687174440.8482854,0,406.5375671386719,138.62664794921875,80,153.95269632339478,1021.0845336914062,80,387.4325256347656,1.6474308967590332,1019.6486206054688,1000.77734375,76.23990631103516,1018.799560546875,lgp,mu+lambda,reward,walker2d,0,8000,1021.0845336914062,1019.6486206054688,1018.799560546875
81,1687174442.5148456,0,420.2434997558594,163.0506591796875,81,155.61925649642944,1021.387939453125,81,425.59124755859375,1.6493979692459106,1018.6859741210938,1005.6116943359375,67.80730438232422,1018.2061157226562,lgp,mu+lambda,reward,walker2d,0,8100,1021.387939453125,1018.6859741210938,1018.2061157226562
82,1687174444.1816988,0,410.2305908203125,152.42227172851562,82,157.28610968589783,1028.50927734375,82,399.2253723144531,1.6492087841033936,1025.41748046875,1003.3894653320312,74.94334411621094,1018.4046630859375,lgp,mu+lambda,reward,walker2d,0,8200,1028.50927734375,1025.41748046875,1018.4046630859375
83,1687174445.8467698,0,400.1969909667969,122.61422729492188,83,158.95118069648743,1023.8052368164062,83,370.0106201171875,1.6474690437316895,1023.537841796875,1003.0638427734375,69.65121459960938,1018.931640625,lgp,mu+lambda,reward,walker2d,0,8300,1023.8052368164062,1023.537841796875,1018.931640625
84,1687174447.5107334,0,403.22259521484375,130.27294921875,84,160.6151442527771,1026.4700927734375,84,379.9061584472656,1.6464512348175049,1021.7828369140625,991.98486328125,73.86640167236328,1020.837646484375,lgp,mu+lambda,reward,walker2d,0,8400,1026.4700927734375,1021.7828369140625,1020.837646484375
85,1687174449.177417,0,416.08544921875,144.01873779296875,85,162.28182792663574,1027.7735595703125,85,422.1141357421875,1.6489585638046265,1026.7215576171875,1007.0264892578125,71.37637329101562,1021.9027099609375,lgp,mu+lambda,reward,walker2d,0,8500,1027.7735595703125,1026.7215576171875,1021.9027099609375
86,1687174450.8413184,0,403.79833984375,122.36976623535156,86,163.94572925567627,1020.7399291992188,86,340.40289306640625,1.6456469297409058,1017.4705200195312,914.3406372070312,61.81119918823242,1017.1404418945312,lgp,mu+lambda,reward,walker2d,0,8600,1020.7399291992188,1017.4705200195312,1017.1404418945312
87,1687174452.5068479,0,387.9820861816406,177.53109741210938,87,165.61125874519348,1022.8709106445312,87,382.6365661621094,1.6481231451034546,1021.1453857421875,785.9609985351562,68.84127044677734,1019.26513671875,lgp,mu+lambda,reward,walker2d,0,8700,1022.8709106445312,1021.1453857421875,1019.26513671875
88,1687174454.171232,0,418.394287109375,155.1514892578125,88,167.2756428718567,1035.8946533203125,88,417.4477233886719,1.6480962038040161,1033.923095703125,1007.8038330078125,73.29705810546875,1023.520751953125,lgp,mu+lambda,reward,walker2d,0,8800,1035.8946533203125,1033.923095703125,1023.520751953125
89,1687174455.834672,0,376.0686950683594,138.87030029296875,89,168.93908286094666,1023.402099609375,89,344.7496032714844,1.6466164588928223,1023.2068481445312,423.84637451171875,73.029052734375,1022.2335815429688,lgp,mu+lambda,reward,walker2d,0,8900,1023.402099609375,1023.2068481445312,1022.2335815429688
90,1687174457.5017667,0,424.17041015625,144.76959228515625,90,170.60617756843567,1101.7076416015625,90,420.7939453125,1.6492952108383179,1023.7869262695312,1011.6640014648438,75.20341491699219,1023.3834228515625,lgp,mu+lambda,reward,walker2d,0,9000,1101.7076416015625,1023.7869262695312,1023.3834228515625
