,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,training.top_k_forward_reward.top_2_forward_reward,_step,_runtime,training.fitness_1q,training.top_k_fit.top_2_fit,training.fitness_std,training.fitness_mean,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.fitness_median,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,_timestamp,training.run_id,training.fitness_3q,training.generation,training.top_k_reward.top_2_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,solver,ea,fitness,environment,seed,training.evaluation
0,-2.458540201187134,-2.451185941696167,68.0,757.9808959960938,-1.2656595706939697,692.0326538085938,1129.3861083984375,0,19.778239250183105,299.73211669921875,1112.0181884765625,553.2014770507812,83.5213394165039,1380.5872802734375,68.4000015258789,168.0560302734375,15.5173978805542,1924.0782470703125,1517.203369140625,1688459447.6523802,0,-72.60910034179688,0,1193.3201904296875,1315.0452880859375,65.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,0
1,-2.1777374744415283,-1.7262626886367798,80.80000305175781,1474.5955810546875,-1.7896778583526611,1411.7230224609375,4738.4150390625,1,21.969019174575806,665.3748779296875,2069.20947265625,1142.263671875,84.38644409179688,7441.02490234375,64.5999984741211,191.5373077392578,2.0382046699523926,3005.37158203125,2218.74951171875,1688459449.8431602,0,-383.94580078125,1,4801.82470703125,7362.40380859375,65.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,100
2,-2.6318869590759277,-2.45613694190979,85.20000457763672,1237.7738037109375,-1.364867091178894,1168.2291259765625,2375.918701171875,2,24.065707445144653,828.2133178710938,2503.825927734375,1159.1124267578125,263.077880859375,4115.7958984375,72.0,331.3128662109375,2.0647172927856445,3035.84619140625,2616.322509765625,1688459451.9398484,0,-414.3229064941406,2,2459.5546875,4033.226318359375,85.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,200
3,-1.894827127456665,-2.246948719024658,79.4000015258789,6428.015625,-1.6437641382217407,6346.4638671875,2316.34619140625,3,26.143136262893677,505.0213928222656,2312.70947265625,970.9370727539062,131.4634246826172,6445.125,83.80000305175781,64.85382080078125,2.045220375061035,4905.19091796875,2356.8271484375,1688459454.0172772,0,-271.7753601074219,3,2405.701904296875,6367.61865234375,91.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,300
4,-2.224255084991455,-2.6425273418426514,79.4000015258789,2208.198974609375,-1.3426166772842407,2107.041015625,2585.18798828125,4,28.33225131034851,662.8165283203125,2948.99853515625,1042.966064453125,180.56594848632812,3560.631591796875,103.80000305175781,183.26132202148438,2.1561899185180664,3389.427001953125,3146.747314453125,1688459456.2063923,0,-510.62298583984375,4,2708.845458984375,3483.45703125,125.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,400
5,-1.8629034757614136,-1.5988988876342773,87.5999984741211,5379.767578125,-1.8145557641983032,5321.16748046875,2326.397705078125,5,30.49069571495056,985.1419677734375,2749.98974609375,1042.0804443359375,341.34735107421875,4802.36669921875,60.20000076293945,213.21322631835938,2.1268367767333984,3653.532470703125,3496.62060546875,1688459458.3648367,0,-262.3291015625,5,2407.582763671875,4716.62744140625,83.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,500
6,-2.2274394035339355,-2.6112570762634277,78.0,1662.9638671875,-2.0275721549987793,1593.375244140625,741.8577270507812,6,32.567927837371826,738.478515625,2678.275390625,1499.89697265625,266.5792541503906,10127.6123046875,72.20000457763672,163.39199829101562,2.0462567806243896,10423.03125,3241.962646484375,1688459460.4420688,0,-459.6851806640625,6,833.8297119140625,10051.8359375,94.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,600
7,-1.8947445154190063,-1.896264910697937,86.5999984741211,2175.963134765625,-1.8927830457687378,2092.2587890625,2972.638671875,7,34.63757681846619,902.302001953125,2618.27685546875,1053.773193359375,371.9993591308594,6434.39501953125,85.5999984741211,222.99697875976562,2.038893461227417,4608.12939453125,2672.696533203125,1688459462.5117178,0,-88.6697006225586,7,3038.145751953125,6349.68896484375,67.4000015258789,cgp,mu+lambda-ga,reward-no_termination,hopper,0,700
8,-1.9368451833724976,-1.820071816444397,88.80000305175781,2454.731689453125,-2.034560441970825,2385.15087890625,4999.17431640625,8,36.703362703323364,529.3582153320312,2365.68701171875,992.1035766601562,228.1865234375,8260.302734375,71.4000015258789,108.75216674804688,2.0350542068481445,3698.4423828125,2726.852783203125,1688459464.5775037,0,-304.47406005859375,8,5071.93994140625,8173.43603515625,74.80000305175781,cgp,mu+lambda-ga,reward-no_termination,hopper,0,800
9,-1.8888494968414307,-1.9282684326171875,76.0,5906.10009765625,-2.6988139152526855,5830.82763671875,6151.97802734375,9,38.76204586029053,1054.545166015625,3752.18017578125,1497.2874755859375,625.9432373046875,7323.79248046875,77.20000457763672,276.4648132324219,2.026651620864868,10905.3896484375,5076.20849609375,1688459466.6361868,0,-145.93775939941406,9,6251.47802734375,7249.6796875,102.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,900
10,-2.888089179992676,-1.9064832925796509,101.5999984741211,11231.6826171875,-1.624949336051941,11149.5908203125,4686.07763671875,10,40.81497263908386,1484.412353515625,4152.1083984375,1671.861572265625,898.4746704101562,11597.02734375,84.0,414.9734802246094,2.0213024616241455,9184.10546875,8668.4521484375,1688459468.6891136,0,7.507598400115967,10,4755.45263671875,11498.314453125,71.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1000
11,-2.0379672050476074,-1.9150581359863281,97.20000457763672,5230.1943359375,-1.9251880645751953,5163.70947265625,5315.69970703125,11,42.918988943099976,1127.748046875,5525.41943359375,1675.1082763671875,603.2947387695312,8269.5927734375,68.4000015258789,316.71832275390625,2.0734031200408936,9837.609375,5941.12158203125,1688459470.79313,0,-184.37774658203125,11,5398.97412109375,8174.42822265625,85.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1100
12,-2.79551100730896,-1.8575061559677124,111.20000457763672,5574.6103515625,-2.0061240196228027,5489.86669921875,7419.03125,12,45.02147436141968,1062.28076171875,4565.9482421875,1720.169189453125,686.0054321289062,10659.5205078125,86.5999984741211,237.06051635742188,2.07171630859375,10583.974609375,7389.99951171875,1688459472.8956153,0,-55.308982849121094,12,7491.22900390625,10551.115234375,74.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1200
13,-1.9962701797485352,-1.9995803833007812,84.5999984741211,2071.345458984375,-2.8484725952148438,1986.9461669921875,2524.999755859375,13,47.075281381607056,970.2633056640625,2460.93603515625,1137.8282470703125,354.7713317871094,4114.89453125,86.4000015258789,244.42648315429688,2.0231990814208984,4697.892578125,2916.8125,1688459474.9494224,0,-238.66734313964844,13,2597.750732421875,4032.291015625,75.5999984741211,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1300
14,-2.014303684234619,-2.022351026535034,82.4000015258789,6543.8330078125,-2.8001646995544434,6441.857421875,7804.1376953125,14,49.125226974487305,1334.022705078125,7091.14794921875,1816.37109375,810.353271484375,8689.5185546875,104.0,411.12127685546875,2.0195391178131104,8268.314453125,7872.7548828125,1688459476.999368,0,-11.246678352355957,14,7905.73681640625,8609.130859375,104.4000015258789,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1400
15,-2.0012824535369873,-2.0356497764587402,76.80000305175781,17987.755859375,-2.8088881969451904,17865.98828125,7631.2705078125,15,51.183998823165894,1707.1483154296875,6000.54443359375,1829.9625244140625,856.810791015625,7601.26025390625,123.80000305175781,237.399658203125,2.026740312576294,10463.8505859375,6230.70947265625,1688459479.0581398,0,-222.9915771484375,15,7752.26123046875,7526.46240234375,123.80000305175781,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1500
16,-2.816072940826416,-2.0007483959198,113.5999984741211,4852.96923828125,-2.017979145050049,4761.56884765625,5081.62060546875,16,53.21418070793152,1154.49560546875,5381.88427734375,1669.8983154296875,756.5982666015625,9596.9912109375,93.4000015258789,337.7586669921875,1.9975194931030273,6143.92138671875,5709.55078125,1688459481.0883217,0,-28.702903747558594,16,5177.60400390625,9486.2080078125,98.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1600
17,-1.9962282180786133,-2.0591602325439453,113.80000305175781,13427.1591796875,-2.8798766136169434,13333.015625,13994.25,17,55.25706768035889,1607.6224365234375,4564.59423828125,1791.9989013671875,846.9415283203125,8260.0126953125,96.20000457763672,467.4422912597656,2.0109384059906006,8331.419921875,6640.79052734375,1688459483.1312087,0,-29.690587997436523,17,14102.7734375,8148.20849609375,111.4000015258789,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1700
18,-2.053179979324341,-1.9995723962783813,99.5999984741211,5004.8115234375,-2.015071153640747,4907.2119140625,5233.8857421875,18,57.30746841430664,1526.9912109375,5951.169921875,2084.416748046875,901.1979370117188,14923.0498046875,99.5999984741211,246.42538452148438,2.0179638862609863,13966.6162109375,6608.07470703125,1688459485.1816094,0,-107.49900817871094,18,5314.271484375,14825.5029296875,82.4000015258789,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1800
19,-2.032231092453003,-2.0239055156707764,92.80000305175781,15609.2802734375,-2.7757537364959717,15526.3046875,15200.0107421875,19,59.31131029129028,2161.7822265625,8183.9208984375,2126.133544921875,1265.3543701171875,6833.30810546875,85.0,663.321533203125,1.9719573259353638,10451.4560546875,9136.8466796875,1688459487.1854513,0,182.0006866455078,19,15301.033203125,6742.53857421875,103.80000305175781,cgp,mu+lambda-ga,reward-no_termination,hopper,0,1900
20,-2.0138072967529297,-2.7914071083068848,96.5999984741211,5056.01806640625,-2.8340117931365967,4964.00927734375,13372.6669921875,20,61.35377049446106,1171.619140625,5198.4072265625,1598.357666015625,723.8807373046875,4870.927734375,94.80000305175781,253.02957153320312,2.0103824138641357,6149.08447265625,5346.08154296875,1688459489.2279115,0,-65.92173767089844,20,13494.8330078125,4776.33984375,125.0,cgp,mu+lambda-ga,reward-no_termination,hopper,0,2000
21,-2.8260626792907715,-2.02644419670105,126.0,8601.6728515625,-1.3079323768615723,8503.6982421875,6157.6533203125,21,63.51561498641968,1630.758544921875,7326.970703125,2216.721923828125,966.1217651367188,13712.3154296875,100.0,331.67401123046875,2.1287755966186523,9767.2001953125,8753.0107421875,1688459491.389756,0,-176.18711853027344,21,6240.544921875,13589.1396484375,84.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,2100
22,-2.770599603652954,-2.6816279888153076,95.5999984741211,4136.62646484375,-2.6515870094299316,4040.708984375,4406.00390625,22,65.62111043930054,1452.9410400390625,4889.744140625,10170.265625,-92.19886779785156,20843.515625,98.5999984741211,369.56341552734375,2.0740106105804443,6338.49658203125,5691.79345703125,1688459493.4952514,0,82.64685821533203,22,4507.55224609375,20750.69921875,104.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,2200
23,-2.061007261276245,-2.8061928749084473,90.4000015258789,10851.375,-2.7832295894622803,10756.982421875,13885.3974609375,23,67.70573878288269,1849.25,5570.8193359375,1996.16650390625,1075.2821044921875,11658.3955078125,97.20000457763672,443.73687744140625,2.0519168376922607,9384.1611328125,6867.70654296875,1688459495.5798798,0,-5.031008720397949,23,13990.8125,11570.0556640625,108.20000457763672,cgp,mu+lambda-ga,reward-no_termination,hopper,0,2300
24,-2.7749152183532715,-2.8249008655548096,135.60000610351562,19398.154296875,-2.0203216075897217,19300.974609375,14160.03125,24,69.77190327644348,1786.1336669921875,6500.72705078125,2202.383544921875,1206.1243896484375,20988.01953125,100.0,504.46905517578125,2.0343880653381348,12570.5244140625,6858.49462890625,1688459497.6460443,0,126.82292175292969,24,14263.408203125,20855.201171875,105.4000015258789,cgp,mu+lambda-ga,reward-no_termination,hopper,0,2400
