,training.top_k_healthy_reward.top_0_healthy_reward,training.run_id,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.generation,training.evaluation_time,training.top_k_ctrl_reward.top_2_ctrl_reward,training.fitness_1q,training.fitness_std,training.fitness_median,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,_step,_runtime,_timestamp,training.top_k_forward_reward.top_1_forward_reward,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.fitness_3q,training.top_k_fit.top_2_fit,training.top_k_reward.top_1_reward,solver,ea,fitness,environment,seed,training.evaluation
10,999.0,3,-737.0703125,1007.4730224609375,14.957923889160156,999.0,10,2.487715482711792,-1.513065218925476,391.0181884765625,9982.267578125,77.53640747070312,1021.4774169921875,1036.08154296875,10,44.19505953788757,1688731944.2240765,5.5525994300842285,1012.4449462890625,-0.8266927003860474,38.20378112792969,-1.121902346611023,873.7999877929688,33.7550048828125,1002.0516967773438,878.5261840820312,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1000
11,927.6000366210938,3,-6755.669921875,1019.2010498046875,28.738494873046875,999.0,11,2.3987536430358887,-1.157680869102478,145.17901611328125,25584.400390625,62.246620178222656,1039.8682861328125,1006.7269897460938,11,46.625690937042236,1688731946.654708,29.037805557250977,1026.5804443359375,-1.1306098699569702,80.51578521728516,-1.3891268968582153,999.0,19.581254959106445,1017.4807739257812,1026.9072265625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1100
12,999.0,3,-4769.11376953125,1021.4385986328125,27.342771530151367,999.0,12,2.4005231857299805,-1.1232761144638062,164.9398956298828,21850.412109375,52.52544403076172,1055.4674072265625,1062.8460693359375,12,49.05618119239807,1688731949.0851982,10.095870971679688,1025.2198486328125,-1.0582714080810547,65.36009979248047,-1.5140947103500366,912.6000366210938,25.683883666992188,1013.5432739257812,921.6378173828125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1200
13,863.0,3,-6724.93115234375,1041.398193359375,57.0593376159668,999.0,13,2.399505376815796,-1.5499459505081177,294.4091796875,25593.0390625,62.24979782104492,1042.42138671875,954.0103759765625,13,51.48918581008911,1688731951.5182028,79.8163070678711,1054.5093994140625,-1.3367232084274292,92.32415771484375,-1.3136314153671265,894.6000366210938,27.182966232299805,1022.4638061523438,973.07958984375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1300
14,999.0,3,-8734.146484375,1050.0218505859375,58.218971252441406,999.0,14,2.4012036323547363,-1.4794107675552368,379.9698181152344,28704.197265625,60.289676666259766,1052.53466796875,1061.8514404296875,14,53.96112680435181,1688731953.9901438,95.66635131835938,1055.739013671875,-1.3239772319793701,64.36107635498047,-1.509395718574524,869.0,20.812395095825195,1042.8956298828125,963.3424072265625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1400
15,999.0,3,-6759.91845703125,1037.411865234375,56.93159103393555,999.0,15,2.393036365509033,-1.519121527671814,202.3999481201172,25583.09375,59.181060791015625,1040.5592041015625,1054.14208984375,15,56.39881467819214,1688731956.4278316,39.10828399658203,1054.4129638671875,-0.6157140731811523,56.608123779296875,-1.4659336805343628,806.0,20.28244972229004,1037.3328857421875,844.4929809570312,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1500
16,999.0,3,-1716.648681640625,1039.3765869140625,52.99285888671875,999.0,16,2.4511706829071045,-1.4839191436767578,397.750244140625,14045.904296875,56.441959381103516,1051.9375,1071.4146728515625,16,58.997642040252686,1688731959.026659,60.69218826293945,1050.50927734375,-1.5003845691680908,73.92657470703125,-1.5116612911224365,999.0,29.175922393798828,1034.1629638671875,1058.1920166015625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1600
17,999.0,3,-3743.688232421875,1040.009765625,56.75774002075195,999.0,17,2.3932502269744873,-1.496166706085205,213.03591918945312,19651.828125,51.35039138793945,1044.0069580078125,1063.782958984375,17,61.423999547958374,1688731961.4530165,64.61964416503906,1054.2613525390625,-1.4943046569824219,66.28084564208984,-1.497646689414978,999.0,23.49898338317871,1039.953125,1062.1256103515625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1700
18,870.2000122070312,3,-3730.436279296875,1037.8143310546875,61.99045944213867,999.0,18,2.3948795795440674,-1.4960864782333374,384.216796875,19654.345703125,72.12602233886719,1044.713134765625,904.5294799804688,18,63.84961676597595,1688731963.8786337,59.28068923950195,1059.494140625,-1.4731297492980957,35.63853454589844,-1.3089507818222046,999.0,23.418292999267578,1037.574951171875,1056.807861328125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1800
19,876.6000366210938,3,-7782.64599609375,1048.3939208984375,67.03240203857422,999.0,19,2.3866677284240723,-1.4638508558273315,132.07174682617188,27195.677734375,46.31688690185547,1049.438232421875,908.6144409179688,19,66.27065539360046,1688731966.2996724,60.4056510925293,1064.568603515625,-1.490666389465332,33.348365783691406,-1.334244728088379,999.0,23.370601654052734,1046.925537109375,1057.9149169921875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,1900
20,999.0,3,-9731.1669921875,1042.3450927734375,93.7573471069336,867.4000244140625,20,2.3929030895233154,-1.3291252851486206,162.87908935546875,30092.26171875,52.69097137451172,1045.188232421875,1058.1107177734375,20,68.69613790512085,1688731968.7251549,67.228515625,959.8279418945312,-1.5780365467071533,60.617652893066406,-1.5064915418624878,999.0,17.484920501708984,1038.83837890625,1064.6502685546875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2000
21,982.6000366210938,3,-3706.170166015625,1036.07763671875,54.27680587768555,999.0,21,2.391810178756714,-1.4664477109909058,471.5465087890625,19659.990234375,62.812103271484375,1039.6619873046875,1075.2906494140625,21,71.1201696395874,1688731971.1491866,98.09004211425781,1051.8101806640625,-1.2867993116378784,94.16471099853516,-1.4740740060806274,855.7999877929688,33.00828552246094,1034.8157958984375,952.6031494140625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2100
22,999.0,3,-7684.197265625,1042.081787109375,64.63220977783203,999.0,22,2.3943190574645996,-1.5366861820220947,831.014892578125,27225.482421875,50.601688385009766,1045.1123046875,1067.4774169921875,22,73.54658842086792,1688731973.5756054,59.530086517333984,1062.0950927734375,-1.5016238689422607,69.94713592529297,-1.4699651002883911,999.0,29.146587371826172,1039.7613525390625,1057.0283203125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2200
23,999.0,3,-2743.40185546875,1041.046142578125,27.1488037109375,860.4000244140625,23,2.393439769744873,-1.2311497926712036,228.14990234375,17108.06640625,61.594635009765625,1041.396484375,1062.4951171875,23,75.97215485572815,1688731976.0011718,60.41083526611328,886.3175659179688,-1.454910397529602,64.94227600097656,-1.4470680952072144,999.0,25.819721221923828,1035.8558349609375,1057.9559326171875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2300
24,882.7999877929688,3,-5755.314453125,1041.8431396484375,64.83445739746094,999.0,24,2.370656967163086,-1.0713756084442139,184.0382537841797,23813.33203125,65.07477569580078,1064.894287109375,972.7803955078125,24,78.37716126441956,1688731978.4061782,63.446651458740234,1062.7630615234375,-1.4721978902816772,91.37257385253906,-1.3921089172363281,999.0,17.231992721557617,1040.6640625,1060.9749755859375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2400
25,905.4000244140625,3,-6809.59228515625,1040.47998046875,65.6550064086914,999.0,25,2.353952169418335,-1.3957217931747437,95.15754699707031,25569.087890625,46.20732498168945,1048.0384521484375,946.5387573242188,25,80.76493287086487,1688731980.7939498,137.1355438232422,1063.2591552734375,-1.1337138414382935,42.520538330078125,-1.3812988996505737,746.6000366210938,23.020427703857422,1037.227294921875,882.6019897460938,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2500
26,999.0,3,-4774.638671875,1030.6981201171875,58.210872650146484,999.0,26,2.355682611465454,-1.4725791215896606,140.98269653320312,21849.150390625,61.63319778442383,1044.445068359375,1073.32763671875,26,83.15464854240417,1688731983.1836655,55.80366897583008,1055.738525390625,-1.5000083446502686,75.7926254272461,-1.4649620056152344,999.0,17.000961303710938,1029.6650390625,1053.3035888671875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2600
27,999.0,3,-10766.396484375,1038.68408203125,116.92227935791016,829.0,27,2.3531441688537598,-1.260635495185852,132.59429931640625,31373.25390625,43.785888671875,1042.6707763671875,1093.916015625,27,85.54266476631165,1688731985.5716817,101.95281219482422,944.662109375,-1.410811424255371,96.39598083496094,-1.4798541069030762,908.0,16.551189422607422,1035.5767822265625,1008.5419921875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2700
28,999.0,3,-1748.3818359375,1032.6685791015625,35.0865478515625,872.2000122070312,28,2.3561153411865234,-0.9908319711685181,112.32858276367188,14041.27734375,55.23940658569336,1034.224609375,1056.2598876953125,28,87.93325734138489,1688731987.9622743,65.64909362792969,906.2960815429688,-1.4776510000228882,58.749183654785156,-1.4896352291107178,999.0,29.865589141845703,1030.89013671875,1063.1712646484375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2800
29,984.2000122070312,3,-6772.96484375,1032.6109619140625,60.3474235534668,999.0,29,2.354973793029785,-1.076990008354187,136.51678466796875,25579.48828125,58.38833236694336,1051.581787109375,1088.9583740234375,29,90.32199716567993,1688731990.3510141,63.295814514160156,1058.2708740234375,-1.4622459411621094,106.19950103759766,-1.4412447214126587,999.0,25.890899658203125,1030.533935546875,1060.8336181640625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,2900
30,999.0,3,-5777.30615234375,1036.13916015625,63.48661422729492,999.0,30,2.359301805496216,-1.4663382768630981,115.28471374511719,23807.791015625,43.18090057373047,1036.326416015625,1067.6055908203125,30,92.71513080596924,1688731992.7441478,71.90375518798828,1061.0203857421875,-1.476733684539795,70.07598114013672,-1.470022439956665,999.0,16.777149200439453,1034.20751953125,1069.4267578125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3000
31,916.7999877929688,3,-7801.8837890625,1034.85009765625,79.75740051269531,764.7999877929688,31,2.3787825107574463,-1.143774151802063,109.14554595947266,27189.88671875,43.950260162353516,1038.1778564453125,1014.4898681640625,31,95.13050198554993,1688731995.159519,53.06116485595703,843.4135131835938,-0.9335737228393555,99.06517791748047,-1.3755358457565308,861.2000122070312,22.041210174560547,1033.9549560546875,913.32763671875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3100
32,999.0,3,-9742.7177734375,1031.67919921875,100.89273071289062,867.7999877929688,32,2.401063919067383,-1.3216451406478882,234.7423858642578,30088.12890625,44.617759704589844,1032.9920654296875,1063.36181640625,32,97.56132626533508,1688731997.5903432,80.34264373779297,967.3709106445312,-1.3614351749420166,65.83244323730469,-1.470918893814087,885.7999877929688,19.192859649658203,1030.2391357421875,964.78125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3200
33,878.4000244140625,3,-5725.35498046875,1027.8662109375,91.31928253173828,900.6000366210938,33,2.4224650859832764,-1.3698641061782837,353.10443115234375,23821.2109375,63.93877410888672,1036.080810546875,978.2161254882812,33,100.02022957801819,1688732000.0492465,60.283966064453125,990.5494995117188,-1.4711039066314697,101.15626525878906,-1.339920997619629,999.0,29.07503890991211,1021.7880859375,1057.81298828125,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3300
34,994.4000244140625,3,-7741.19970703125,1031.3946533203125,79.58567810058594,890.7999877929688,34,2.3831684589385986,-1.3162997961044312,278.5032043457031,27208.373046875,54.12685775756836,1035.244140625,1076.1082763671875,34,102.43597555160522,1688732002.4649925,75.17274475097656,969.0694580078125,-1.4795442819595337,83.21330261230469,-1.5049633979797363,999.0,16.492080688476562,1028.31591796875,1072.693359375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3400
35,999.0,3,-4726.318359375,1029.8280029296875,61.98732376098633,999.0,35,2.378185510635376,-1.4517067670822144,255.75628662109375,21860.734375,59.982879638671875,1035.883544921875,1069.1790771484375,35,104.84886598587036,1688732004.877883,71.39278411865234,1059.5355224609375,-1.4470442533493042,71.65846252441406,-1.4791268110275269,999.0,29.92276382446289,1028.75732421875,1068.9459228515625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3500
36,879.6000366210938,3,-5763.21630859375,1023.6089477539062,62.99445343017578,999.0,36,2.3917624950408936,-1.5280216932296753,157.55955505371094,23811.41015625,52.23884582519531,1030.616455078125,911.2457885742188,36,107.27206826210022,1688732007.3010852,84.72926330566406,1060.4664306640625,-1.3503053188323975,33.0043830871582,-1.358770728111267,888.7999877929688,19.66973114013672,1023.2864990234375,972.1788940429688,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3600
37,999.0,3,-5714.2587890625,1025.562744140625,89.72173309326172,971.0,37,2.390303373336792,-1.4215754270553589,336.6682434082031,23824.16796875,61.241172790527344,1025.66552734375,1059.302490234375,37,109.69280457496643,1688732009.7218215,61.22726058959961,1059.3001708984375,-1.4828733205795288,61.79835891723633,-1.4958677291870117,999.0,29.757966995239258,1025.002685546875,1058.744384765625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3700
38,999.0,3,-6740.5224609375,1025.92626953125,60.267303466796875,999.0,38,2.3904972076416016,-1.6239255666732788,316.47003173828125,25588.673828125,53.776893615722656,1027.42529296875,1056.3466796875,38,112.11436247825623,1688732012.1433794,73.72870635986328,1057.6431884765625,-1.2952625751495361,58.7786979675293,-1.4322108030319214,870.7999877929688,24.806480407714844,1023.1238403320312,943.2335815429688,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3800
39,999.0,3,-7772.52734375,1021.0975952148438,89.9705810546875,868.7999877929688,39,2.4251604080200195,-1.3136544227600098,165.40188598632812,27198.63671875,46.143699645996094,1027.0411376953125,1062.6966552734375,39,114.60634016990662,1688732014.6353571,60.01204299926758,957.4568481445312,-1.4854681491851807,65.21849060058594,-1.5219707489013672,999.0,17.596256256103516,1019.0894165039062,1057.5267333984375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,3900
40,999.0,3,-2726.62109375,1019.49951171875,79.99317932128906,999.0,40,2.4210257530212402,-1.5260021686553955,323.30657958984375,17111.2265625,59.77899169921875,1036.537109375,1076.31787109375,40,117.0584032535553,1688732017.0874202,95.25997161865234,1077.466552734375,-1.3479284048080444,78.77595520019531,-1.458581805229187,882.0,34.69363021850586,1018.4031982421875,975.9119262695312,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4000
41,920.7999877929688,3,-4719.32666015625,1029.2156982421875,65.2746353149414,999.0,41,2.420241594314575,-1.452201247215271,449.8797607421875,21862.3671875,60.84265899658203,1036.01611328125,1046.337646484375,41,119.50951600074768,1688732019.538533,39.02735137939453,1062.8223876953125,-1.3130273818969727,126.9395523071289,-1.401976466178894,869.0,25.285491943359375,1021.790771484375,906.7144775390625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4100
42,999.0,3,-1761.083251953125,1023.7349243164062,76.3307113647461,885.2000122070312,42,2.420436143875122,-1.367061972618103,120.53971862792969,14038.9296875,56.03181076049805,1025.375732421875,1063.7518310546875,42,121.96000170707703,1688732021.9890187,61.678077697753906,960.1638793945312,-1.3788118362426758,66.23192596435547,-1.4798572063446045,999.0,29.306249618530273,1023.6776733398438,1059.2991943359375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4200
43,999.0,3,-6787.61669921875,1013.3278198242188,63.2325325012207,999.0,43,2.4296510219573975,-1.478416919708252,168.030029296875,25575.216796875,44.51116180419922,1023.2890625,1062.9241943359375,43,124.41903185844421,1688732024.4480488,88.66504669189453,1060.7542724609375,-1.3443306684494019,65.38106536865234,-1.4564727544784546,898.7999877929688,19.00924301147461,1012.3255004882812,986.1209106445312,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4300
44,882.2000122070312,3,-4734.4462890625,1021.1255493164062,30.999113082885742,871.6000366210938,44,2.4250295162200928,-1.3249207735061646,415.532470703125,21858.7265625,57.15510177612305,1022.4619750976562,913.8615112304688,44,126.87591338157654,1688732026.9049304,66.54301452636719,901.2742309570312,-1.4903028011322021,33.013423919677734,-1.3517683744430542,999.0,28.003591537475586,1015.51611328125,1064.052978515625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4400
45,999.0,3,-7795.63427734375,1015.3630981445312,57.62990951538086,827.0,45,2.492051362991333,-1.2934480905532837,118.92463684082031,27191.74609375,42.47184371948242,1028.4305419921875,1065.748291015625,45,129.39902901649475,1688732029.428046,69.19368743896484,883.3366088867188,-1.5152627229690552,68.26356506347656,-1.5154823064804077,999.0,16.221698760986328,1013.3028564453125,1066.67822265625,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4500
46,999.0,3,-7720.7880859375,1024.685302734375,107.25172424316406,849.7999877929688,46,2.385709524154663,-1.2549294233322144,462.86474609375,27214.59765625,48.98120880126953,1025.0203857421875,1077.7154541015625,46,131.81808423995972,1688732031.8471012,64.93445587158203,955.7970581054688,-1.4516170024871826,80.20446014404297,-1.4893406629562378,999.0,20.539844512939453,1024.5792236328125,1062.482421875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4600
47,999.0,3,-1743.834228515625,1013.4437255859375,62.02991485595703,999.0,47,2.370875597000122,-1.512262225151062,151.162109375,14041.962890625,55.237186431884766,1015.3184814453125,1057.7607421875,47,134.22257161140442,1688732034.2515886,90.9705581665039,1059.5174560546875,-1.3243918418884277,60.23460006713867,-1.4738593101501465,889.7999877929688,27.40128517150879,1012.822509765625,979.4461059570312,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4700
48,999.0,3,-3765.364990234375,1010.802734375,36.526180267333984,862.7999877929688,48,2.3796732425689697,-1.3251675367355347,191.5984649658203,19646.9609375,57.3529167175293,1012.544677734375,1056.3983154296875,48,136.63308238983154,1688732036.6620994,64.21971893310547,898.0009765625,-1.4704288244247437,58.87502670288086,-1.4768322706222534,999.0,32.93402099609375,1009.5233764648438,1061.7493896484375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4800
49,898.2000122070312,3,-5814.603515625,1014.8671875,61.6154899597168,999.0,49,2.3813140392303467,-1.5066347122192383,74.72709655761719,23797.806640625,44.12934875488281,1020.8678588867188,993.6080322265625,49,139.04525089263916,1688732039.0742679,61.781532287597656,1059.1090087890625,-1.173028588294983,96.7816390991211,-1.3736516237258911,769.2000122070312,18.188974380493164,1013.9483642578125,829.80859375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,4900
50,871.7999877929688,3,-4739.330078125,1009.6299438476562,26.67466163635254,873.0,50,2.4095077514648438,-1.3174656629562378,200.15090942382812,21857.6953125,60.181373596191406,1016.8673095703125,971.8463745117188,50,141.4909644126892,1688732041.5199814,64.57378387451172,898.3570556640625,-1.4987043142318726,101.34088134765625,-1.2947313785552979,999.0,23.881311416625977,1009.3532104492188,1062.0745849609375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,5000
51,999.0,3,-8799.56640625,1011.8497924804688,95.65095520019531,858.6000366210938,51,2.3914413452148438,-1.3063396215438843,88.19355010986328,28683.203125,45.44805908203125,1026.2491455078125,1084.6165771484375,51,143.91326022148132,1688732043.9422772,58.342811584472656,952.9445190429688,-1.5070692300796509,87.12297058105469,-1.5066566467285156,999.0,16.752952575683594,1008.97216796875,1055.8358154296875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,5100
52,868.0,3,-6735.23095703125,1011.195068359375,69.74320983886719,999.0,52,2.452124834060669,-1.4976657629013062,347.33746337890625,25590.015625,62.93842315673828,1014.214111328125,894.1495971679688,52,146.44139075279236,1688732046.4704077,96.18264770507812,1067.2454833984375,-1.3947304487228394,27.47601318359375,-1.3266834020614624,932.2000122070312,27.218730926513672,1010.9976196289062,1026.988037109375,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,5200
53,971.0,3,-6750.72998046875,1008.3552856445312,80.13435363769531,886.4000244140625,53,2.420053720474243,-1.3008427619934082,147.7038116455078,25585.794921875,59.499855041503906,1012.8751220703125,1066.3089599609375,53,148.9591143131256,1688732048.9881313,58.133541107177734,965.2333984375,-1.4685248136520386,96.7426986694336,-1.4336447715759277,999.0,18.502605438232422,1007.703369140625,1055.6649169921875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,5300
54,999.0,3,-4718.41162109375,1011.4843139648438,100.44405364990234,907.4000244140625,54,2.3843374252319336,-1.3641897439956665,467.0330505371094,21862.544921875,51.69160461425781,1018.2405395507812,1066.383056640625,54,151.3781430721283,1688732051.40716,69.89923858642578,1006.47998046875,-1.5015430450439453,68.83232116699219,-1.4491668939590454,999.0,22.148435592651367,1009.4567260742188,1067.3973388671875,cgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,3,5400
