iteration,front_size,reward,simplicity,seed,environment,solver
0,1,368.55194,0.8333333,4,inverted_double_pendulum,cgp
1,1,368.55194,0.8333333,4,inverted_double_pendulum,cgp
2,2,368.55194,0.8333333,4,inverted_double_pendulum,cgp
2,2,502.37622,0.7833333,4,inverted_double_pendulum,cgp
3,2,368.55194,0.8333333,4,inverted_double_pendulum,cgp
3,2,652.6615,0.81666666,4,inverted_double_pendulum,cgp
4,2,652.6615,0.81666666,4,inverted_double_pendulum,cgp
4,2,377.74622,0.8333333,4,inverted_double_pendulum,cgp
5,2,652.6615,0.81666666,4,inverted_double_pendulum,cgp
5,2,397.42215,0.8333333,4,inverted_double_pendulum,cgp
6,2,652.6615,0.81666666,4,inverted_double_pendulum,cgp
6,2,397.42215,0.8333333,4,inverted_double_pendulum,cgp
7,2,652.6615,0.81666666,4,inverted_double_pendulum,cgp
7,2,406.62827,0.8333333,4,inverted_double_pendulum,cgp
8,2,406.62827,0.8333333,4,inverted_double_pendulum,cgp
8,2,767.16516,0.81666666,4,inverted_double_pendulum,cgp
9,2,406.62827,0.8333333,4,inverted_double_pendulum,cgp
9,2,766.18933,0.81666666,4,inverted_double_pendulum,cgp
10,2,406.62827,0.8333333,4,inverted_double_pendulum,cgp
10,2,766.18933,0.81666666,4,inverted_double_pendulum,cgp
11,2,770.6253,0.8333333,4,inverted_double_pendulum,cgp
11,2,803.5402,0.81666666,4,inverted_double_pendulum,cgp
12,2,770.6253,0.8333333,4,inverted_double_pendulum,cgp
12,2,803.5402,0.81666666,4,inverted_double_pendulum,cgp
13,2,770.6253,0.8333333,4,inverted_double_pendulum,cgp
13,2,803.5402,0.81666666,4,inverted_double_pendulum,cgp
14,2,770.6253,0.8333333,4,inverted_double_pendulum,cgp
14,2,803.5402,0.81666666,4,inverted_double_pendulum,cgp
15,2,803.5402,0.81666666,4,inverted_double_pendulum,cgp
15,2,785.71063,0.8333333,4,inverted_double_pendulum,cgp
16,1,785.71063,0.8333333,4,inverted_double_pendulum,cgp
17,1,802.7322,0.8333333,4,inverted_double_pendulum,cgp
18,1,785.71063,0.8333333,4,inverted_double_pendulum,cgp
19,1,795.90875,0.8333333,4,inverted_double_pendulum,cgp
20,1,837.92664,0.8333333,4,inverted_double_pendulum,cgp
21,1,795.90875,0.8333333,4,inverted_double_pendulum,cgp
22,1,786.2483,0.8333333,4,inverted_double_pendulum,cgp
23,1,786.2483,0.8333333,4,inverted_double_pendulum,cgp
24,1,794.02765,0.8333333,4,inverted_double_pendulum,cgp
25,1,829.3983,0.8333333,4,inverted_double_pendulum,cgp
26,1,829.3983,0.8333333,4,inverted_double_pendulum,cgp
27,1,801.35236,0.8333333,4,inverted_double_pendulum,cgp
28,1,794.02765,0.8333333,4,inverted_double_pendulum,cgp
29,1,794.02765,0.8333333,4,inverted_double_pendulum,cgp
