iteration,front_size,reward,simplicity,seed,environment,solver
0,1,775.4252,0.8333333,6,inverted_double_pendulum,cgp
1,1,824.2898,0.8333333,6,inverted_double_pendulum,cgp
2,1,811.9193,0.8333333,6,inverted_double_pendulum,cgp
3,1,811.9193,0.8333333,6,inverted_double_pendulum,cgp
4,1,811.9193,0.8333333,6,inverted_double_pendulum,cgp
5,1,811.9193,0.8333333,6,inverted_double_pendulum,cgp
6,1,811.9193,0.8333333,6,inverted_double_pendulum,cgp
7,1,818.6798,0.8333333,6,inverted_double_pendulum,cgp
8,1,818.6798,0.8333333,6,inverted_double_pendulum,cgp
9,1,824.19946,0.8333333,6,inverted_double_pendulum,cgp
10,1,824.19946,0.8333333,6,inverted_double_pendulum,cgp
11,1,824.19946,0.8333333,6,inverted_double_pendulum,cgp
12,1,824.19946,0.8333333,6,inverted_double_pendulum,cgp
13,1,824.19946,0.8333333,6,inverted_double_pendulum,cgp
14,1,818.6798,0.8333333,6,inverted_double_pendulum,cgp
15,1,811.917,0.8333333,6,inverted_double_pendulum,cgp
16,1,795.4323,0.8333333,6,inverted_double_pendulum,cgp
17,1,795.4323,0.8333333,6,inverted_double_pendulum,cgp
18,1,837.9206,0.8333333,6,inverted_double_pendulum,cgp
19,1,833.8736,0.8333333,6,inverted_double_pendulum,cgp
20,1,804.985,0.8333333,6,inverted_double_pendulum,cgp
21,1,804.985,0.8333333,6,inverted_double_pendulum,cgp
22,1,811.7861,0.8333333,6,inverted_double_pendulum,cgp
23,1,811.7861,0.8333333,6,inverted_double_pendulum,cgp
24,1,811.7861,0.8333333,6,inverted_double_pendulum,cgp
25,1,811.7861,0.8333333,6,inverted_double_pendulum,cgp
26,1,811.7861,0.8333333,6,inverted_double_pendulum,cgp
27,1,801.0193,0.8333333,6,inverted_double_pendulum,cgp
28,1,801.0193,0.8333333,6,inverted_double_pendulum,cgp
29,1,818.2599,0.8333333,6,inverted_double_pendulum,cgp
30,1,809.4626,0.8333333,6,inverted_double_pendulum,cgp
31,1,809.4626,0.8333333,6,inverted_double_pendulum,cgp
32,1,809.4626,0.8333333,6,inverted_double_pendulum,cgp
33,1,809.4626,0.8333333,6,inverted_double_pendulum,cgp
34,1,814.00446,0.8333333,6,inverted_double_pendulum,cgp
35,1,814.00446,0.8333333,6,inverted_double_pendulum,cgp
36,1,842.96356,0.8333333,6,inverted_double_pendulum,cgp
37,1,833.959,0.8333333,6,inverted_double_pendulum,cgp
38,1,830.6406,0.8333333,6,inverted_double_pendulum,cgp
39,1,830.6406,0.8333333,6,inverted_double_pendulum,cgp
40,1,827.61,0.8333333,6,inverted_double_pendulum,cgp
41,1,814.6786,0.8333333,6,inverted_double_pendulum,cgp
42,1,843.21124,0.8333333,6,inverted_double_pendulum,cgp
43,1,843.21124,0.8333333,6,inverted_double_pendulum,cgp
44,1,837.28094,0.8333333,6,inverted_double_pendulum,cgp
45,1,837.28094,0.8333333,6,inverted_double_pendulum,cgp
46,1,837.28094,0.8333333,6,inverted_double_pendulum,cgp
47,1,833.5088,0.8333333,6,inverted_double_pendulum,cgp
48,1,840.9063,0.8333333,6,inverted_double_pendulum,cgp
49,1,843.04956,0.8333333,6,inverted_double_pendulum,cgp
50,1,843.04956,0.8333333,6,inverted_double_pendulum,cgp
51,1,843.04956,0.8333333,6,inverted_double_pendulum,cgp
