,training.top_k_reward.top_2_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.fitness_std,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.fitness_mean,training.fitness_3q,training.generation,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.run_id,training.top_k_forward_reward.top_2_forward_reward,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,training.top_k_ctrl_reward.top_2_ctrl_reward,training.evaluation_time,training.top_k_forward_reward.top_1_forward_reward,_runtime,_timestamp,training.fitness_median,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,training.evaluation
0,33.45376968383789,112.5999984741211,43.0,-0.4149024486541748,13996.4892578125,304.0310974121094,136.2372283935547,-2024.837646484375,-26.782943725585938,0,106.6459732055664,197.8000030517578,0,-9.410250663757324,68.81024169921875,24.69249153137207,-0.13597926497459412,15.740687370300293,23.85125732421875,19.29097270965576,1688748126.9222627,-16.033964157104492,-3.3207643032073975,0,-9.746133804321289,-0.2140311747789383,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,0
1,57.54325485229492,127.80000305175781,60.79999923706055,-0.22122669219970703,16.87624740600586,135.3812255859375,127.22933197021484,-16.407840728759766,-17.98772621154785,1,19.802446365356445,115.80000305175781,0,-3.09468936920166,19.779123306274414,2.0157172679901123,-0.162051722407341,2.3658928871154785,-0.3101959228515625,21.80992341041565,1688748129.4412134,-14.050092697143555,-2.826594114303589,1,-8.183378219604492,-0.2604905366897583,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,100
2,360.2789001464844,181.8000030517578,271.3999938964844,-0.4932715892791748,9948.5068359375,319.4197692871094,315.5097351074219,-1014.607421875,-22.816570281982422,2,110.31298828125,209.60000610351562,0,89.52782440185547,140.7115936279297,132.8397216796875,-0.6489081978797913,2.3633346557617188,134.11656188964844,24.20404624938965,1688748131.8353362,-12.534088134765625,128.3745574951172,2,-4.522539138793945,-0.4068059027194977,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,200
3,371.6294860839844,247.8000030517578,243.0,-0.4245750606060028,57.78293991088867,319.0180358886719,342.2182922363281,-25.71993064880371,-56.03269958496094,3,62.842529296875,256.6000061035156,0,129.57102966308594,147.04852294921875,130.04376220703125,-0.941495418548584,2.363455295562744,95.004150390625,26.599448442459106,1688748134.2307384,-14.580413818359375,129.33506774902344,3,-4.5492167472839355,-0.585889995098114,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,300
4,271.6278076171875,269.3999938964844,184.40000915527344,-0.4469183087348938,9948.5185546875,377.64630126953125,400.92864990234375,-1014.8973388671875,-25.47854232788086,4,107.2933120727539,270.8000183105469,0,87.6268081665039,148.74432373046875,132.62335205078125,-0.39899706840515137,2.3650479316711426,132.5703582763672,28.99752926826477,1688748136.6288192,-7.387149810791016,115.65087890625,4,-2.745466709136963,-1.0417345762252808,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,400
5,292.1161804199219,255.1999969482422,193.40000915527344,-0.3026903569698334,69.32229614257812,362.7124328613281,413.1009826660156,-1.9348626136779785,-34.75993728637695,5,168.4150848388672,194.60000610351562,0,99.07298278808594,190.80006408691406,177.22372436523438,-0.35677406191825867,2.3683035373687744,158.2354736328125,31.39826989173889,1688748139.0295599,-11.706219673156738,164.72251892089844,5,2.67872953414917,-0.3345034420490265,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,500
6,351.4677734375,211.1999969482422,203.1999969482422,-0.6401771903038025,71.27318572998047,383.31268310546875,387.95257568359375,20.679363250732422,-18.066545486450195,6,169.3528289794922,214.60000610351562,0,148.56883239746094,243.75047302246094,172.41119384765625,-0.30107030272483826,2.3651092052459717,177.0286865234375,33.79634428024292,1688748141.4276342,-6.915056228637695,165.11727905273438,6,54.73925018310547,-0.2761231064796448,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,600
7,409.4744567871094,219.0,237.1999969482422,-0.3799128234386444,9951.0751953125,420.2920837402344,392.7793884277344,-990.69091796875,-19.156963348388672,7,137.2720489501953,283.3999938964844,0,172.6177215576172,175.4056396484375,173.28546142578125,-0.3432150185108185,2.3658807277679443,174.11953735351562,36.19627833366394,1688748143.8275683,-8.696130752563477,165.89199829101562,7,-3.2014026641845703,-0.3400932252407074,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,700
8,409.9289245605469,178.40000915527344,247.8000030517578,-0.7630228996276855,78.76981353759766,462.95166015625,379.4230651855469,-2.9597368240356445,-28.113632202148438,8,226.9147491455078,236.8000030517578,0,162.93942260742188,276.89605712890625,206.4517822265625,-0.8105424046516418,2.365614891052246,201.52102661132812,38.59611892700195,1688748146.227409,-17.997161865234375,204.03463745117188,8,-7.795143127441406,-0.4979498088359833,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,800
9,421.5340270996094,207.8000030517578,207.0,-0.6783196330070496,9950.716796875,404.77435302734375,422.3649597167969,-994.9959106445312,-26.75393295288086,9,190.252685546875,215.1999969482422,0,215.1297607421875,233.24801635742188,228.28369140625,-0.5957132577896118,2.3684730529785156,215.1605224609375,40.99719524383545,1688748148.6284852,-12.637502670288086,213.01902770996094,9,-2.626281261444092,-0.5956020951271057,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,0,900
