,training.generation,training.fitness_median,training.evaluation_time,training.top_k_fit.top_0_fit,training.run_id,training.fitness_1q,training.fitness_3q,training.fitness_std,training.top_k_fit.top_2_fit,_runtime,_timestamp,training.fitness_mean,training.top_k_fit.top_1_fit,_step,solver,ea,environment,seed
221,221,163.07809448242188,2.0209054946899414,1026.408447265625,0,999.33447265625,56.73925018310547,431.62841796875,1025.5892333984375,468.4402348995209,1686909323.3816519,380.5203857421875,1026.1314697265625,221,cgp,mu+lambda,hopper,1
222,222,241.05958557128906,2.024242639541626,1026.83447265625,0,1018.6641235351562,70.25697326660156,439.6417541503906,1026.068359375,470.4832036495209,1686909325.4246206,466.07757568359375,1026.2540283203125,222,cgp,mu+lambda,hopper,1
223,223,137.6475830078125,2.0552403926849365,1026.10400390625,0,1018.0582275390625,58.238685607910156,437.6070251464844,1024.4468994140625,472.55516743659973,1686909327.4965844,412.7478942871094,1024.9312744140625,223,cgp,mu+lambda,hopper,1
224,224,208.30221557617188,2.0938594341278076,1026.7052001953125,0,1013.03759765625,63.45068359375,426.5249328613281,1024.711181640625,474.66380429267883,1686909329.6052213,414.9267578125,1026.4893798828125,224,cgp,mu+lambda,hopper,1
225,225,130.97900390625,2.1256844997406006,1030.16552734375,0,1016.3809814453125,52.06692123413086,434.03118896484375,1026.075439453125,476.8028335571289,1686909331.7442505,413.3524169921875,1026.720458984375,225,cgp,mu+lambda,hopper,1
226,226,126.86357879638672,2.10781192779541,1026.86376953125,0,1012.0768432617188,49.96677017211914,427.6011047363281,1025.1605224609375,478.9236409664154,1686909333.865058,375.6809387207031,1025.954833984375,226,cgp,mu+lambda,hopper,1
227,227,191.9813232421875,2.070068836212158,1026.356201171875,0,1017.4954833984375,76.5787582397461,446.53558349609375,1024.368408203125,481.0061845779419,1686909335.9476016,481.304443359375,1024.9898681640625,227,cgp,mu+lambda,hopper,1
228,228,120.1985855102539,2.0678138732910156,1025.934814453125,0,1008.76513671875,58.74101257324219,417.9385986328125,1023.562255859375,483.08764123916626,1686909338.0290582,378.90289306640625,1024.4488525390625,228,cgp,mu+lambda,hopper,1
229,229,139.34173583984375,2.0635600090026855,1024.9974365234375,0,1016.1434326171875,56.284767150878906,440.6763610839844,1024.05322265625,485.16495394706726,1686909340.106371,432.0707702636719,1024.6009521484375,229,cgp,mu+lambda,hopper,1
230,230,183.82391357421875,2.0475480556488037,1026.2532958984375,0,1016.430419921875,57.046531677246094,433.5589599609375,1025.2255859375,487.2285816669464,1686909342.1699986,433.5172424316406,1026.1885986328125,230,cgp,mu+lambda,hopper,1
231,231,144.07789611816406,2.058331251144409,1028.5582275390625,0,1018.3088989257812,51.50498962402344,439.68475341796875,1025.936767578125,489.30415058135986,1686909344.2455676,431.7384948730469,1026.9244384765625,231,cgp,mu+lambda,hopper,1
232,232,205.17428588867188,2.060368299484253,1030.1875,0,1019.3013305664062,61.63423156738281,439.3829650878906,1027.110595703125,491.37916231155396,1686909346.3205793,441.2193603515625,1029.713134765625,232,cgp,mu+lambda,hopper,1
233,233,119.07347869873047,2.0728275775909424,1025.6700439453125,0,1009.8204345703125,60.5117301940918,419.9208984375,1025.4259033203125,493.4664523601532,1686909348.4078693,385.19140625,1025.661376953125,233,cgp,mu+lambda,hopper,1
234,234,219.9077911376953,2.0567758083343506,1031.472412109375,0,1018.1829833984375,59.14835739135742,427.25262451171875,1026.5477294921875,495.5385196208954,1686909350.4799366,425.23638916015625,1031.2098388671875,234,cgp,mu+lambda,hopper,1
235,235,272.4814147949219,2.0624427795410156,1031.200927734375,0,1019.7401123046875,62.90040588378906,456.6929626464844,1026.048583984375,497.6152436733246,1686909352.5566607,500.5574951171875,1026.2239990234375,235,cgp,mu+lambda,hopper,1
236,236,293.3834533691406,2.0598440170288086,1027.7816162109375,0,1019.8800048828125,73.56793212890625,451.5689697265625,1025.6375732421875,499.6889958381653,1686909354.6304128,495.4375915527344,1026.349609375,236,cgp,mu+lambda,hopper,1
237,237,200.9163818359375,2.059842348098755,1033.7374267578125,0,1017.8276977539062,62.05200958251953,445.0659484863281,1026.3472900390625,501.7654674053192,1686909356.7068844,439.0959167480469,1030.9334716796875,237,cgp,mu+lambda,hopper,1
238,238,160.64230346679688,2.0594356060028076,1029.88330078125,0,1018.5835571289062,56.71046447753906,10002.158203125,1027.34619140625,503.840802192688,1686909358.7822192,-575.5025634765625,1027.3800048828125,238,cgp,mu+lambda,hopper,1
239,239,146.1630859375,2.0641653537750244,1031.9124755859375,0,1010.4473266601562,60.114742279052734,14062.29296875,1028.4576416015625,505.9222786426544,1686909360.8636956,-1608.1361083984375,1029.033203125,239,cgp,mu+lambda,hopper,1
240,240,172.6723175048828,2.0617666244506836,1033.1463623046875,0,1017.025390625,60.62234878540039,447.93743896484375,1032.771484375,507.99931740760803,1686909362.9407344,449.0868225097656,1033.1107177734375,240,cgp,mu+lambda,hopper,1
241,241,219.45855712890625,2.062288999557495,1031.1121826171875,0,1012.1995849609375,50.02593994140625,10005.2392578125,1028.26123046875,510.0777106285095,1686909365.0191276,-548.8310546875,1029.468994140625,241,cgp,mu+lambda,hopper,1
242,242,111.48843383789062,2.055917739868164,1033.3397216796875,0,1011.239013671875,51.291622161865234,14063.251953125,1031.9864501953125,512.1491119861603,1686909367.090529,-1603.2139892578125,1033.1533203125,242,cgp,mu+lambda,hopper,1
243,243,294.14422607421875,2.0619781017303467,1032.780517578125,0,1018.3067626953125,72.81427764892578,10011.45703125,1030.6949462890625,514.2245726585388,1686909369.1659896,-486.1281433105469,1031.181884765625,243,cgp,mu+lambda,hopper,1
244,244,164.37847900390625,2.057509422302246,1027.8236083984375,0,1015.8690185546875,69.26820373535156,433.2683410644531,1027.7030029296875,516.2973358631134,1686909371.2387528,426.8616027832031,1027.7567138671875,244,cgp,mu+lambda,hopper,1
245,245,197.21322631835938,2.062852382659912,1033.6328125,0,1015.296875,66.16964721679688,433.9184265136719,1029.2047119140625,518.3745300769806,1686909373.315947,441.2182312011719,1031.9322509765625,245,cgp,mu+lambda,hopper,1
246,246,196.48080444335938,2.0565497875213623,1036.1378173828125,0,1014.6276245117188,68.21295928955078,426.9356994628906,1030.439697265625,520.4464693069458,1686909375.3878863,425.9007568359375,1030.5589599609375,246,cgp,mu+lambda,hopper,1
247,247,313.456787109375,2.104779005050659,1032.4559326171875,0,1020.251708984375,75.67906188964844,19700.3125,1030.4559326171875,522.567325592041,1686909377.5087426,-3510.673095703125,1031.3284912109375,247,cgp,mu+lambda,hopper,1
248,248,310.5167236328125,2.1341447830200195,1037.0875244140625,0,1020.0472412109375,65.87857055664062,444.9154052734375,1030.685302734375,524.7179856300354,1686909379.6594026,497.06268310546875,1030.7725830078125,248,cgp,mu+lambda,hopper,1
249,249,272.0011901855469,2.1086554527282715,1034.1177978515625,0,1019.6886596679688,69.67088317871094,427.1846618652344,1031.2657470703125,526.8430984020233,1686909381.7845154,460.6369323730469,1033.213134765625,249,cgp,mu+lambda,hopper,1
250,250,145.93055725097656,2.0914111137390137,1033.8231201171875,0,1015.6785888671875,51.83171081542969,426.0673828125,1031.36083984375,528.949631690979,1686909383.8910487,386.6343688964844,1032.537353515625,250,cgp,mu+lambda,hopper,1
251,251,117.21401977539062,2.0788230895996094,1033.3533935546875,0,1006.5341186523438,51.04707717895508,10000.1953125,1032.3807373046875,531.0444073677063,1686909385.9858243,-598.6246337890625,1032.9744873046875,251,cgp,mu+lambda,hopper,1
252,252,133.2832489013672,2.0744121074676514,1032.89453125,0,1014.320068359375,48.15709686279297,436.59954833984375,1031.11279296875,533.1355683803558,1686909388.0769854,395.82244873046875,1032.310546875,252,cgp,mu+lambda,hopper,1
253,253,137.35397338867188,2.0697309970855713,1032.91162109375,0,1004.5245361328125,53.20204162597656,411.82159423828125,1029.2244873046875,535.2217316627502,1686909390.1631486,390.8941345214844,1029.4827880859375,253,cgp,mu+lambda,hopper,1
254,254,298.1748352050781,2.0680370330810547,1033.2120361328125,0,1013.9443359375,89.83692169189453,421.30401611328125,1031.5006103515625,537.306346654892,1686909392.2477636,470.8268127441406,1032.506591796875,254,cgp,mu+lambda,hopper,1
255,255,235.51287841796875,2.110002279281616,1030.4481201171875,0,1017.6165161132812,66.06218719482422,439.29962158203125,1029.4031982421875,539.4326956272125,1686909394.3741126,460.78155517578125,1029.4805908203125,255,cgp,mu+lambda,hopper,1
256,256,254.60928344726562,1.9780173301696777,1031.8927001953125,0,1019.3724975585938,68.96544647216797,445.4167175292969,1031.14013671875,541.4269616603851,1686909396.3683786,480.2850646972656,1031.304443359375,256,cgp,mu+lambda,hopper,1
257,257,108.92898559570312,2.0038018226623535,1031.3253173828125,0,1013.247802734375,47.74696350097656,451.1941223144531,1030.59619140625,543.4454972743988,1686909398.3869143,413.0347595214844,1030.6719970703125,257,cgp,mu+lambda,hopper,1
258,258,223.46835327148438,2.011930227279663,1030.5205078125,0,1009.92041015625,72.7621841430664,10003.564453125,1028.3406982421875,545.473329782486,1686909400.4147468,-555.9876098632812,1028.723876953125,258,cgp,mu+lambda,hopper,1
259,259,244.45364379882812,2.0239760875701904,1034.6591796875,0,1018.3179321289062,51.866641998291016,443.6318664550781,1028.4969482421875,547.5133967399597,1686909402.4548137,483.03070068359375,1030.0948486328125,259,cgp,mu+lambda,hopper,1
260,260,235.6575164794922,2.0281026363372803,1033.1053466796875,0,1018.4446411132812,71.26802825927734,443.3642578125,1030.35791015625,549.5576603412628,1686909404.4990773,489.38623046875,1031.5758056640625,260,cgp,mu+lambda,hopper,1
261,261,204.3380126953125,2.029043197631836,1032.663330078125,0,1012.6993408203125,63.43568420410156,444.0963439941406,1029.8067626953125,551.6024656295776,1686909406.5438826,464.236328125,1032.111083984375,261,cgp,mu+lambda,hopper,1
262,262,203.25448608398438,2.033871650695801,1032.2572021484375,0,1017.4423217773438,76.25837707519531,433.1933898925781,1028.8809814453125,553.6531014442444,1686909408.5945184,453.20513916015625,1032.090087890625,262,cgp,mu+lambda,hopper,1
263,263,214.48220825195312,2.0303127765655518,1034.7587890625,0,1010.7410278320312,85.0681381225586,430.003662109375,1032.9801025390625,555.6993658542633,1686909410.6407828,458.7579650878906,1034.6314697265625,263,cgp,mu+lambda,hopper,1
264,264,112.16970825195312,2.0304150581359863,1033.393310546875,0,1011.5328369140625,58.85309982299805,431.0820617675781,1028.8160400390625,557.744660615921,1686909412.6860776,392.9425048828125,1030.083251953125,264,cgp,mu+lambda,hopper,1
265,265,122.29151153564453,2.028982162475586,1031.3687744140625,0,1010.0812377929688,61.86980438232422,428.42730712890625,1028.827880859375,559.7894988059998,1686909414.7309158,391.8929138183594,1029.5399169921875,265,cgp,mu+lambda,hopper,1
266,266,124.92254638671875,2.0287535190582275,1035.4749755859375,0,1017.449951171875,55.55146408081055,450.0981140136719,1031.7755126953125,561.8341252803802,1686909416.7755423,438.03509521484375,1032.226318359375,266,cgp,mu+lambda,hopper,1
267,267,302.28936767578125,2.029055118560791,1032.8814697265625,0,1012.9865112304688,75.67142486572266,430.137939453125,1029.6148681640625,563.8787319660187,1686909418.820149,478.5963439941406,1030.7110595703125,267,cgp,mu+lambda,hopper,1
268,268,159.75177001953125,2.0266590118408203,1035.7900390625,0,1011.8118286132812,65.745361328125,433.9823303222656,1029.4847412109375,565.92152094841,1686909420.862938,430.0960693359375,1029.856689453125,268,cgp,mu+lambda,hopper,1
269,269,174.84690856933594,2.027613639831543,1033.405517578125,0,1012.8580322265625,50.11640930175781,433.93731689453125,1032.545166015625,567.9652345180511,1686909422.9066515,416.62591552734375,1032.7850341796875,269,cgp,mu+lambda,hopper,1
270,270,195.32763671875,2.029517412185669,1034.5322265625,0,1007.1478881835938,75.7893295288086,417.96514892578125,1030.1346435546875,570.0109331607819,1686909424.9523501,428.5224914550781,1031.842041015625,270,cgp,mu+lambda,hopper,1
271,271,181.54928588867188,2.0246541500091553,1032.831298828125,0,1018.020263671875,62.31236267089844,448.91522216796875,1030.5638427734375,572.0530757904053,1686909426.9944928,451.2348327636719,1030.5928955078125,271,cgp,mu+lambda,hopper,1
272,272,128.66073608398438,2.02771258354187,1032.8485107421875,0,1008.4402465820312,52.23359298706055,441.31158447265625,1031.16845703125,574.09579205513,1686909429.037209,418.345458984375,1031.63916015625,272,cgp,mu+lambda,hopper,1
273,273,156.2598876953125,2.0269742012023926,1032.6180419921875,0,1013.9053344726562,59.745574951171875,443.9764099121094,1030.0645751953125,576.1384143829346,1686909431.0798314,446.21148681640625,1031.5880126953125,273,cgp,mu+lambda,hopper,1
274,274,209.36990356445312,2.025886297225952,1033.824951171875,0,1010.8020629882812,70.9899673461914,445.29205322265625,1029.5223388671875,578.1803250312805,1686909433.121742,468.2600402832031,1031.62744140625,274,cgp,mu+lambda,hopper,1
275,275,194.60177612304688,2.026859760284424,1031.5369873046875,0,1016.634033203125,65.88204193115234,437.9731750488281,1028.01171875,580.2235929965973,1686909435.16501,449.0325012207031,1030.0338134765625,275,cgp,mu+lambda,hopper,1
276,276,138.57113647460938,2.0288939476013184,1033.39501953125,0,1007.2459106445312,53.980796813964844,430.66070556640625,1029.7373046875,582.2683432102203,1686909437.2097602,397.882568359375,1030.234130859375,276,cgp,mu+lambda,hopper,1
277,277,147.51217651367188,2.0280356407165527,1033.486083984375,0,1008.1068115234375,57.10631561279297,433.99267578125,1031.0587158203125,584.3132162094116,1686909439.2546332,427.4006042480469,1033.3485107421875,277,cgp,mu+lambda,hopper,1
278,278,233.68798828125,2.027528762817383,1035.0848388671875,0,1017.5645751953125,59.125938415527344,456.41455078125,1031.0272216796875,586.3573439121246,1686909441.298761,485.9153747558594,1031.173095703125,278,cgp,mu+lambda,hopper,1
279,279,223.45777893066406,2.0305826663970947,1028.7091064453125,0,1015.0805053710938,58.767234802246094,426.43798828125,1027.8726806640625,588.4041812419891,1686909443.3455982,442.2080383300781,1028.1851806640625,279,cgp,mu+lambda,hopper,1
280,280,264.9797668457031,2.0255205631256104,1031.4189453125,0,1019.3703002929688,76.0732421875,434.6827087402344,1030.069091796875,590.4464132785797,1686909445.3878303,476.6424255371094,1030.9945068359375,280,cgp,mu+lambda,hopper,1
281,281,325.6797180175781,2.0310840606689453,1034.842041015625,0,1018.64208984375,66.5463638305664,447.26263427734375,1031.5379638671875,592.493967294693,1686909447.4353843,517.8440551757812,1032.3828125,281,cgp,mu+lambda,hopper,1
282,282,291.88726806640625,2.0238184928894043,1033.3355712890625,0,1015.23193359375,69.17019653320312,441.76763916015625,1031.8782958984375,594.5333559513092,1686909449.474773,510.28662109375,1032.7847900390625,282,cgp,mu+lambda,hopper,1
283,283,279.95135498046875,2.0291192531585693,1032.485107421875,0,1015.1912841796875,59.70965576171875,445.5448913574219,1031.6778564453125,596.5782878398895,1686909451.5197048,474.9759216308594,1031.68896484375,283,cgp,mu+lambda,hopper,1
284,284,318.2701110839844,2.0251569747924805,1032.0394287109375,0,1012.673095703125,54.197208404541016,417.40423583984375,1029.1759033203125,598.6189074516296,1686909453.5603244,452.599609375,1030.5517578125,284,cgp,mu+lambda,hopper,1
285,285,469.619140625,2.028456449508667,1030.67626953125,0,1019.5504150390625,82.1152114868164,446.54254150390625,1028.03857421875,600.6636347770691,1686909455.6050518,544.690673828125,1028.0770263671875,285,cgp,mu+lambda,hopper,1
286,286,179.80303955078125,2.025230884552002,1030.191162109375,0,1018.3116455078125,52.872161865234375,452.5394287109375,1028.777587890625,602.7038140296936,1686909457.645231,455.27484130859375,1028.9542236328125,286,cgp,mu+lambda,hopper,1
287,287,227.16848754882812,2.0262882709503174,1032.1927490234375,0,1015.0982055664062,50.51630401611328,441.0747985839844,1031.0025634765625,604.7451510429382,1686909459.686568,450.4265441894531,1031.994873046875,287,cgp,mu+lambda,hopper,1
288,288,124.18489074707031,2.024298906326294,1033.2197265625,0,1015.3181762695312,62.60162353515625,437.649169921875,1029.089111328125,606.7852652072906,1686909461.7266822,398.7356262207031,1029.2900390625,288,cgp,mu+lambda,hopper,1
289,289,225.67337036132812,2.025634288787842,1032.545166015625,0,1020.5530395507812,60.44249725341797,442.93902587890625,1030.4578857421875,608.8273770809174,1686909463.768794,448.5219421386719,1030.90966796875,289,cgp,mu+lambda,hopper,1
290,290,151.59075927734375,2.024698495864868,1035.6221923828125,0,1012.313232421875,59.3156852722168,451.7744445800781,1030.093017578125,610.8693559169769,1686909465.810773,451.87890625,1033.1466064453125,290,cgp,mu+lambda,hopper,1
291,291,203.52230834960938,2.053565502166748,1033.7813720703125,0,1019.3170166015625,73.4429931640625,429.1821594238281,1031.0526123046875,612.9391691684723,1686909467.8805861,444.6358947753906,1031.94677734375,291,cgp,mu+lambda,hopper,1
292,292,107.94556427001953,2.054267168045044,1034.6495361328125,0,1006.3687744140625,50.31515121459961,424.0196228027344,1032.0587158203125,615.0099718570709,1686909469.9513888,394.8991394042969,1032.383544921875,292,cgp,mu+lambda,hopper,1
293,293,256.71148681640625,2.04382586479187,1035.6431884765625,0,1015.6494140625,73.79098510742188,442.60968017578125,1029.0850830078125,617.0700356960297,1686909472.0114527,496.175537109375,1034.0443115234375,293,cgp,mu+lambda,hopper,1
294,294,122.74758911132812,2.0407326221466064,1033.670166015625,0,1016.1903076171875,56.73579025268555,430.78692626953125,1031.0982666015625,619.1266560554504,1686909474.068073,398.6539306640625,1032.2327880859375,294,cgp,mu+lambda,hopper,1
295,295,146.99620056152344,2.035689115524292,1034.230712890625,0,1018.4036865234375,50.28327941894531,430.3567810058594,1031.43994140625,621.1786978244781,1686909476.1201148,401.9361572265625,1031.9940185546875,295,cgp,mu+lambda,hopper,1
296,296,324.7259521484375,2.01953387260437,1033.1832275390625,0,1020.7395629882812,72.85484313964844,432.6531982421875,1032.8140869140625,623.2154543399811,1686909478.1568713,484.0091552734375,1033.12158203125,296,cgp,mu+lambda,hopper,1
297,297,259.83636474609375,2.0265300273895264,1036.2435302734375,0,1020.2180786132812,60.919090270996094,429.5910339355469,1029.607666015625,625.258091211319,1686909480.1995082,451.6389465332031,1031.6455078125,297,cgp,mu+lambda,hopper,1
298,298,258.376220703125,2.0287270545959473,1031.5888671875,0,1015.9227905273438,67.78351593017578,422.0180358886719,1030.5235595703125,627.3019361495972,1686909482.2433531,463.8611755371094,1031.449462890625,298,cgp,mu+lambda,hopper,1
299,299,253.84780883789062,2.0243563652038574,1031.7330322265625,0,1017.2664184570312,56.59135818481445,443.5425720214844,1028.8826904296875,629.3435468673706,1686909484.2849638,483.726318359375,1029.537841796875,299,cgp,mu+lambda,hopper,1
300,300,144.55740356445312,2.0264859199523926,1031.89599609375,0,1016.8623046875,51.03483963012695,450.323486328125,1028.6324462890625,631.3856945037842,1686909486.3271115,439.1297302246094,1030.1998291015625,300,cgp,mu+lambda,hopper,1
301,301,159.03109741210938,2.022622585296631,1034.2105712890625,0,1015.5651245117188,53.15773010253906,441.0308532714844,1030.6337890625,633.422105550766,1686909488.3635225,432.41497802734375,1030.7208251953125,301,cgp,mu+lambda,hopper,1
302,302,137.18771362304688,2.0291686058044434,1034.9658203125,0,1016.989013671875,64.34468078613281,454.6171875,1031.472900390625,635.4661457538605,1686909490.4075627,441.2020263671875,1032.0357666015625,302,cgp,mu+lambda,hopper,1
303,303,155.9344482421875,2.0238828659057617,1033.686279296875,0,1012.8092041015625,57.95176696777344,427.0412902832031,1032.190185546875,637.5055735111237,1686909492.4469905,406.41217041015625,1032.2344970703125,303,cgp,mu+lambda,hopper,1
304,304,245.1219482421875,2.024585485458374,1033.15478515625,0,1014.8941040039062,71.44243621826172,429.6932373046875,1029.742431640625,639.5456237792969,1686909494.4870408,461.580810546875,1029.843505859375,304,cgp,mu+lambda,hopper,1
305,305,179.234130859375,2.023973226547241,1036.1712646484375,0,1014.272216796875,55.140342712402344,442.5670166015625,1030.3447265625,641.5856137275696,1686909496.5270307,437.9949951171875,1030.8057861328125,305,cgp,mu+lambda,hopper,1
306,306,172.65863037109375,2.024008274078369,1033.8707275390625,0,1011.7081298828125,62.21638107299805,437.91473388671875,1030.4881591796875,643.6246325969696,1686909498.5660496,433.7070617675781,1031.9349365234375,306,cgp,mu+lambda,hopper,1
307,307,178.94635009765625,2.022869825363159,1033.877197265625,0,1016.2227172851562,61.35688781738281,440.0539245605469,1031.183349609375,645.6633598804474,1686909500.6047769,452.87158203125,1032.21337890625,307,cgp,mu+lambda,hopper,1
308,308,146.73402404785156,2.022979497909546,1032.45751953125,0,1009.5569458007812,63.82514190673828,436.42852783203125,1030.2767333984375,647.7003648281097,1686909502.6417818,407.7013244628906,1030.766357421875,308,cgp,mu+lambda,hopper,1
309,309,193.94497680664062,2.0217790603637695,1033.19921875,0,1006.1072387695312,59.57435607910156,440.794921875,1031.919189453125,649.7371628284454,1686909504.6785798,444.0185546875,1032.836669921875,309,cgp,mu+lambda,hopper,1
310,310,226.62255859375,2.090183734893799,1030.56982421875,0,1011.79736328125,69.93812561035156,439.86395263671875,1030.41357421875,651.8449597358704,1686909506.7863767,458.8465576171875,1030.417724609375,310,cgp,mu+lambda,hopper,1
311,311,165.51800537109375,2.124861240386963,1033.3555908203125,0,1013.0811157226562,59.78316879272461,428.5198974609375,1029.5499267578125,653.9851582050323,1686909508.9265752,406.3717346191406,1030.4715576171875,311,cgp,mu+lambda,hopper,1
312,312,116.41537475585938,2.052523612976074,1034.028076171875,0,1004.885986328125,44.94844055175781,436.01934814453125,1033.7359619140625,656.0530776977539,1686909510.9944947,390.6675720214844,1033.89599609375,312,cgp,mu+lambda,hopper,1
313,313,254.67665100097656,2.00140380859375,1032.557861328125,0,1010.7420654296875,68.06515502929688,420.1187744140625,1030.0162353515625,658.0700213909149,1686909513.0114384,432.1002502441406,1030.6788330078125,313,cgp,mu+lambda,hopper,1
314,314,272.78570556640625,2.0122315883636475,1030.43505859375,0,1019.1655883789062,95.45500946044922,428.1185302734375,1029.8209228515625,660.095986366272,1686909515.0374033,492.61383056640625,1030.32275390625,314,cgp,mu+lambda,hopper,1
315,315,282.6856384277344,2.0171234607696533,1031.89599609375,0,1017.933837890625,86.93807983398438,430.99359130859375,1030.072021484375,662.1276299953461,1686909517.069047,486.9798583984375,1030.4398193359375,315,cgp,mu+lambda,hopper,1
316,316,173.049072265625,2.0143051147460938,1032.109619140625,0,1017.8702392578125,52.007293701171875,437.86785888671875,1030.646728515625,664.1547975540161,1686909519.0962145,415.7322998046875,1031.2908935546875,316,cgp,mu+lambda,hopper,1
317,317,174.71484375,2.123826265335083,1032.1524658203125,0,1018.9880981445312,54.887428283691406,455.25042724609375,1030.0599365234375,666.2935843467712,1686909521.2350013,464.7451477050781,1032.1053466796875,317,cgp,mu+lambda,hopper,1
318,318,223.6990509033203,2.140336036682129,1032.759521484375,0,1020.2236938476562,70.0509262084961,441.70684814453125,1030.1533203125,668.4490859508514,1686909523.390503,478.003662109375,1030.4212646484375,318,cgp,mu+lambda,hopper,1
319,319,142.198974609375,2.125270366668701,1033.14013671875,0,1016.9519653320312,51.20020294189453,449.74725341796875,1031.4566650390625,670.588641166687,1686909525.5300581,435.3215637207031,1032.164794921875,319,cgp,mu+lambda,hopper,1
320,320,216.43603515625,2.068912982940674,1033.2691650390625,0,1007.5569458007812,64.09001922607422,433.23486328125,1031.1380615234375,672.6721482276917,1686909527.6135652,446.527099609375,1032.4254150390625,320,cgp,mu+lambda,hopper,1
321,321,120.71577453613281,2.016754388809204,1034.3377685546875,0,1015.1342163085938,63.444759368896484,441.6899719238281,1033.7022705078125,674.7030084133148,1686909529.6444254,410.2322692871094,1033.8006591796875,321,cgp,mu+lambda,hopper,1
322,322,163.04995727539062,2.0377955436706543,1031.111572265625,0,1009.6766357421875,64.1764144897461,426.5024108886719,1030.2728271484375,676.7553026676178,1686909531.6967196,400.9947509765625,1031.086181640625,322,cgp,mu+lambda,hopper,1
323,323,171.43704223632812,2.052985429763794,1030.59716796875,0,991.33203125,54.140380859375,423.59796142578125,1030.1343994140625,678.8228991031647,1686909533.764316,390.0055236816406,1030.294677734375,323,cgp,mu+lambda,hopper,1
324,324,279.00726318359375,2.0366251468658447,1032.2791748046875,0,1017.5289306640625,64.9457778930664,439.5708312988281,1030.9154052734375,680.8740072250366,1686909535.8154242,452.19195556640625,1030.9864501953125,324,cgp,mu+lambda,hopper,1
325,325,191.6709442138672,2.031376361846924,1034.9854736328125,0,1015.231689453125,63.814762115478516,10002.1826171875,1030.977783203125,682.9201531410217,1686909537.8615701,-570.8742065429688,1033.47802734375,325,cgp,mu+lambda,hopper,1
326,326,150.36488342285156,2.033665418624878,1032.4202880859375,0,1018.233642578125,70.49413299560547,434.9501037597656,1029.66357421875,684.9765999317169,1686909539.918017,426.4682312011719,1030.9256591796875,326,cgp,mu+lambda,hopper,1
327,327,147.885986328125,2.0319721698760986,1034.1083984375,0,1016.6629028320312,55.00698471069336,439.4898681640625,1031.156494140625,687.0237085819244,1686909541.9651256,415.5433349609375,1033.5469970703125,327,cgp,mu+lambda,hopper,1
328,328,289.0101318359375,2.1413509845733643,1034.1279296875,0,1021.525146484375,81.40056610107422,442.7975158691406,1032.1859130859375,689.1794984340668,1686909544.1209154,501.80615234375,1033.7041015625,328,cgp,mu+lambda,hopper,1
329,329,185.5558319091797,2.1168830394744873,1033.3497314453125,0,1017.9616088867188,49.48424530029297,440.6448974609375,1032.470947265625,691.3107061386108,1686909546.252123,430.2214660644531,1033.224609375,329,cgp,mu+lambda,hopper,1
330,330,195.26806640625,2.087526321411133,1033.73388671875,0,1014.8839111328125,59.489864349365234,442.4506530761719,1033.1177978515625,693.411548614502,1686909548.3529656,459.736083984375,1033.1795654296875,330,cgp,mu+lambda,hopper,1
331,331,335.01007080078125,2.04679012298584,1032.66796875,0,1019.6707763671875,67.61495208740234,10008.4765625,1031.60498046875,695.4732844829559,1686909550.4147015,-510.971435546875,1032.484130859375,331,cgp,mu+lambda,hopper,1
332,332,142.77235412597656,2.0663321018218994,1032.6881103515625,0,1012.4556884765625,66.30073547363281,445.9114074707031,1030.334716796875,697.5533232688904,1686909552.4947402,442.9379577636719,1032.5667724609375,332,cgp,mu+lambda,hopper,1
333,333,211.76394653320312,2.0586318969726562,1032.981201171875,0,1014.2626953125,69.63389587402344,438.18365478515625,1031.604248046875,699.6266350746155,1686909554.568052,455.7662353515625,1031.9951171875,333,cgp,mu+lambda,hopper,1
334,334,139.49398803710938,2.0543410778045654,1033.5870361328125,0,1010.5413818359375,57.657955169677734,426.2889709472656,1031.1629638671875,701.6952073574066,1686909556.6366243,398.25634765625,1031.6820068359375,334,cgp,mu+lambda,hopper,1
335,335,139.13101196289062,2.0484118461608887,1032.58447265625,0,1016.2987060546875,47.4639892578125,9998.7421875,1028.2423095703125,703.7579481601715,1686909558.6993651,-606.7195434570312,1031.0660400390625,335,cgp,mu+lambda,hopper,1
336,336,121.42707824707031,2.047896385192871,1033.6663818359375,0,1009.2569580078125,57.564361572265625,438.374755859375,1032.31591796875,705.8209540843964,1686909560.762371,432.38726806640625,1032.53564453125,336,cgp,mu+lambda,hopper,1
337,337,142.49203491210938,2.0495309829711914,1030.99462890625,0,1018.3226318359375,65.30137634277344,430.1861877441406,1028.1591796875,707.8841123580933,1686909562.8255293,414.0799560546875,1028.1751708984375,337,cgp,mu+lambda,hopper,1
338,338,209.28231811523438,2.0447709560394287,1032.8890380859375,0,1008.4216918945312,71.61768341064453,430.316162109375,1031.9332275390625,709.9418861865997,1686909564.8833032,447.14593505859375,1032.7291259765625,338,cgp,mu+lambda,hopper,1
339,339,161.300048828125,2.0499422550201416,1032.791015625,0,995.338134765625,76.30499267578125,408.65496826171875,1031.0819091796875,712.0064888000488,1686909566.9479058,391.90087890625,1031.1827392578125,339,cgp,mu+lambda,hopper,1
