iteration,front_size,reward,simplicity,seed,environment,solver
0,4,10.5789795,0.8333333,6,swimmer,cgp
0,4,24.159369,0.7833333,6,swimmer,cgp
0,4,12.951087,0.81666666,6,swimmer,cgp
0,4,14.099072,0.79999995,6,swimmer,cgp
1,5,10.5789795,0.8333333,6,swimmer,cgp
1,5,24.159369,0.7833333,6,swimmer,cgp
1,5,12.951087,0.81666666,6,swimmer,cgp
1,5,14.099072,0.79999995,6,swimmer,cgp
1,5,31.409925,0.76666665,6,swimmer,cgp
2,4,10.5789795,0.8333333,6,swimmer,cgp
2,4,31.409925,0.76666665,6,swimmer,cgp
2,4,14.498614,0.81666666,6,swimmer,cgp
2,4,24.161465,0.7833333,6,swimmer,cgp
3,4,31.409925,0.76666665,6,swimmer,cgp
3,4,24.161465,0.7833333,6,swimmer,cgp
3,4,18.145311,0.81666666,6,swimmer,cgp
3,4,12.9507475,0.8333333,6,swimmer,cgp
4,4,31.409925,0.76666665,6,swimmer,cgp
4,4,12.9507475,0.8333333,6,swimmer,cgp
4,4,24.328358,0.7833333,6,swimmer,cgp
4,4,23.904873,0.81666666,6,swimmer,cgp
5,4,31.409925,0.76666665,6,swimmer,cgp
5,4,12.9507475,0.8333333,6,swimmer,cgp
5,4,23.904873,0.81666666,6,swimmer,cgp
5,4,27.260859,0.7833333,6,swimmer,cgp
6,4,31.409925,0.76666665,6,swimmer,cgp
6,4,23.904873,0.81666666,6,swimmer,cgp
6,4,27.260859,0.7833333,6,swimmer,cgp
6,4,16.903399,0.8333333,6,swimmer,cgp
7,4,31.409925,0.76666665,6,swimmer,cgp
7,4,23.904873,0.81666666,6,swimmer,cgp
7,4,27.260859,0.7833333,6,swimmer,cgp
7,4,16.903399,0.8333333,6,swimmer,cgp
8,4,31.409925,0.76666665,6,swimmer,cgp
8,4,23.904873,0.81666666,6,swimmer,cgp
8,4,27.260859,0.7833333,6,swimmer,cgp
8,4,16.903399,0.8333333,6,swimmer,cgp
9,4,31.409925,0.76666665,6,swimmer,cgp
9,4,23.904873,0.81666666,6,swimmer,cgp
9,4,27.260859,0.7833333,6,swimmer,cgp
9,4,16.903399,0.8333333,6,swimmer,cgp
10,4,31.409925,0.76666665,6,swimmer,cgp
10,4,23.904873,0.81666666,6,swimmer,cgp
10,4,27.260859,0.7833333,6,swimmer,cgp
10,4,16.903399,0.8333333,6,swimmer,cgp
11,4,31.409925,0.76666665,6,swimmer,cgp
11,4,23.904873,0.81666666,6,swimmer,cgp
11,4,27.260859,0.7833333,6,swimmer,cgp
11,4,16.903399,0.8333333,6,swimmer,cgp
12,5,31.409925,0.76666665,6,swimmer,cgp
12,5,23.904873,0.81666666,6,swimmer,cgp
12,5,27.260859,0.7833333,6,swimmer,cgp
12,5,17.579185,0.8333333,6,swimmer,cgp
12,5,72.97588,0.73333335,6,swimmer,cgp
13,5,31.409925,0.76666665,6,swimmer,cgp
13,5,23.904873,0.81666666,6,swimmer,cgp
13,5,27.260859,0.7833333,6,swimmer,cgp
13,5,17.579185,0.8333333,6,swimmer,cgp
13,5,72.97588,0.73333335,6,swimmer,cgp
14,5,31.409925,0.76666665,6,swimmer,cgp
14,5,27.260859,0.7833333,6,swimmer,cgp
14,5,17.579185,0.8333333,6,swimmer,cgp
14,5,72.97588,0.73333335,6,swimmer,cgp
14,5,24.851353,0.81666666,6,swimmer,cgp
15,5,31.409925,0.76666665,6,swimmer,cgp
15,5,27.260859,0.7833333,6,swimmer,cgp
15,5,17.579185,0.8333333,6,swimmer,cgp
15,5,72.97588,0.73333335,6,swimmer,cgp
15,5,24.851353,0.81666666,6,swimmer,cgp
16,5,27.260859,0.7833333,6,swimmer,cgp
16,5,17.579185,0.8333333,6,swimmer,cgp
16,5,72.97588,0.73333335,6,swimmer,cgp
16,5,53.764782,0.76666665,6,swimmer,cgp
16,5,26.187586,0.81666666,6,swimmer,cgp
17,4,17.579185,0.8333333,6,swimmer,cgp
17,4,72.97588,0.73333335,6,swimmer,cgp
17,4,53.764782,0.76666665,6,swimmer,cgp
17,4,32.427986,0.81666666,6,swimmer,cgp
18,4,72.97588,0.73333335,6,swimmer,cgp
18,4,53.764782,0.76666665,6,swimmer,cgp
18,4,32.427986,0.81666666,6,swimmer,cgp
18,4,17.31587,0.8333333,6,swimmer,cgp
19,4,72.97588,0.73333335,6,swimmer,cgp
19,4,53.764782,0.76666665,6,swimmer,cgp
19,4,32.427986,0.81666666,6,swimmer,cgp
19,4,17.31587,0.8333333,6,swimmer,cgp
20,4,72.97588,0.73333335,6,swimmer,cgp
20,4,53.764782,0.76666665,6,swimmer,cgp
20,4,32.427986,0.81666666,6,swimmer,cgp
20,4,17.31587,0.8333333,6,swimmer,cgp
21,4,72.97588,0.73333335,6,swimmer,cgp
21,4,53.764782,0.76666665,6,swimmer,cgp
