,training.top_k_reward.top_2_reward,training.run_id,training.evaluation_time,training.top_k_fit.top_0_fit,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_1_reward,_step,_runtime,_timestamp,training.top_k_reward.top_0_reward,training.generation,training.fitness_mean,training.top_k_fit.top_2_fit,training.fitness_1q,training.fitness_3q,training.fitness_median,solver,ea,fitness,environment,seed,training.evaluation
0,29.77480125427246,0,16.24628448486328,4.30824613571167,1.352453589439392,2.9776620864868164,48.40467834472656,0,18.284566164016724,1687359592.4241962,37.20011520385742,0,-0.5555877089500427,2.3146491050720215,0.2913661599159241,-1.3477039337158203,-0.7565267086029053,cgp,mu+lambda,distance,walker2d,0,0
1,46.852439880371094,0,2.2095139026641846,4.018027305603027,1.4807934761047363,3.9848134517669678,63.32648849487305,1,20.71801471710205,1687359594.8576448,152.04100036621094,1,0.09010904282331467,3.950202465057373,0.9809083938598633,-1.0777355432510376,-0.15811558067798615,cgp,mu+lambda,distance,walker2d,0,100
2,213.99978637695312,0,2.2104310989379883,4.572343826293945,2.0643370151519775,4.419042110443115,199.977783203125,2,22.948179006576538,1687359597.087809,142.33140563964844,2,0.26275864243507385,4.358944416046143,1.65097975730896,-1.2206058502197266,0.049139603972435,cgp,mu+lambda,distance,walker2d,0,200
3,34.98160934448242,0,2.235118865966797,5.124945640563965,1.874849796295166,4.378163814544678,148.38185119628906,3,25.211814641952515,1687359599.3514447,50.484554290771484,3,0.7124626040458679,4.075498104095459,2.3182342052459717,-0.7224494218826294,0.7608675956726074,cgp,mu+lambda,distance,walker2d,0,300
4,182.71560668945312,0,2.712239980697632,7.38970422744751,2.1521217823028564,4.926316261291504,25.130966186523438,4,27.950923919677734,1687359602.090554,61.72901916503906,4,0.8421394228935242,4.6101179122924805,2.4845893383026123,-0.7081447839736938,0.7095485925674438,cgp,mu+lambda,distance,walker2d,0,400
5,199.75234985351562,0,2.7267234325408936,5.887576580047607,2.1103689670562744,5.875239372253418,217.9468994140625,5,30.69053816795349,1687359604.8301682,86.7884292602539,5,1.1930503845214844,5.8168182373046875,2.750908374786377,-0.47738009691238403,1.1750633716583252,cgp,mu+lambda,distance,walker2d,0,500
6,240.9525909423828,0,2.725764274597168,7.240715026855469,2.461341381072998,6.915647983551025,247.5296630859375,6,33.42591667175293,1687359607.5655468,460.7103576660156,6,1.0388861894607544,6.524039268493652,2.9256763458251953,-1.1020395755767822,0.45061609148979187,cgp,mu+lambda,distance,walker2d,0,600
7,437.0825500488281,0,2.5087568759918213,8.368795394897461,2.2722487449645996,6.354326248168945,21.512075424194336,7,35.94931960105896,1687359610.0889497,120.84495544433594,7,1.4925875663757324,6.352016925811768,3.3556647300720215,-0.2368049919605255,1.4669032096862793,cgp,mu+lambda,distance,walker2d,0,700
8,122.72373962402344,0,2.1990675926208496,6.514033317565918,2.7840163707733154,6.405453205108643,378.27313232421875,8,38.167978048324585,1687359612.3076081,389.5728454589844,8,0.9201695919036865,6.056814193725586,2.999638319015503,-0.9858243465423584,0.8014653921127319,cgp,mu+lambda,distance,walker2d,0,800
9,692.3145751953125,0,2.212876081466675,7.670509338378906,2.571894645690918,7.3664445877075195,82.48041534423828,9,40.40139818191528,1687359614.5410283,159.0603485107422,9,1.9057191610336304,6.211330413818359,3.745065689086914,-0.18236424028873444,2.361746311187744,cgp,mu+lambda,distance,walker2d,0,900
10,102.64862823486328,0,2.2119905948638916,7.764411926269531,2.413957118988037,7.410920143127441,458.62353515625,10,42.636775970458984,1687359616.776406,231.64002990722656,10,2.0232644081115723,6.870917320251465,3.601139545440674,0.049009956419467926,2.3669533729553223,cgp,mu+lambda,distance,walker2d,0,1000
11,280.2024841308594,0,2.209341526031494,9.250441551208496,3.289843797683716,8.981147766113281,533.80126953125,11,44.86616349220276,1687359619.0057936,417.78692626953125,11,1.5194993019104004,8.64210033416748,3.2400224208831787,-0.5744609832763672,1.4270310401916504,cgp,mu+lambda,distance,walker2d,0,1100
12,60.68246078491211,0,2.209048271179199,9.39243221282959,2.6654863357543945,8.907703399658203,434.711181640625,12,47.09546780586243,1687359621.235098,184.18638610839844,12,1.9090570211410522,8.654302597045898,3.5359644889831543,0.1537504941225052,1.6628003120422363,cgp,mu+lambda,distance,walker2d,0,1200
13,296.00091552734375,0,2.211984634399414,7.104238033294678,2.3958866596221924,6.479178428649902,70.43000793457031,13,49.326558113098145,1687359623.4661882,419.1118469238281,13,1.54921293258667,6.338737964630127,3.326230525970459,-0.31696033477783203,1.4769551753997803,cgp,mu+lambda,distance,walker2d,0,1300
14,275.0881042480469,0,2.206231117248535,9.001816749572754,2.9985382556915283,7.6780781745910645,234.37081909179688,14,51.55231595039368,1687359625.691946,78.18162536621094,14,1.6583290100097656,6.462310314178467,3.786158561706543,-0.4272821247577667,1.9929524660110474,cgp,mu+lambda,distance,walker2d,0,1400
