,training.top_k_fit.top_1_fit,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_2_healthy_reward,_step,training.fitness_1q,training.fitness_3q,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,_runtime,training.run_id,training.fitness_mean,training.fitness_median,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.evaluation_time,training.top_k_fit.top_2_fit,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_timestamp,training.generation,training.top_k_forward_reward.top_1_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,solver,ea,fitness,environment,seed,training.evaluation
19,269.7930603027344,458.5263671875,200.60000610351562,19,164.97677612304688,-21.213180541992188,121.89582061767578,276.6467590332031,567.9143676757812,-0.5228142142295837,260.3406066894531,71.14310121536255,2,50.36776351928711,-8.389951705932617,257.400634765625,198.60000610351562,-0.5620833039283752,2.4114768505096436,262.964599609375,457.47784423828125,-0.41420480608940125,1688721651.550177,19,261.4764709472656,307.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1900
20,268.42828369140625,451.8445739746094,196.8000030517578,20,214.2022705078125,-16.11133575439453,124.08636474609375,269.48992919921875,406.3360290527344,-0.4158322513103485,255.46006774902344,73.58466625213623,2,77.3836669921875,-6.075116157531738,258.7569274902344,196.8000030517578,-0.3963480591773987,2.4128921031951904,265.0760803222656,455.14111328125,-0.41553717851638794,1688721653.9917421,20,221.5324249267578,185.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2000
21,280.42529296875,509.5773010253906,231.40000915527344,21,177.23422241210938,-15.039448738098145,115.51130676269531,291.8827209472656,483.4198303222656,-0.4744358956813812,279.82012939453125,76.02626895904541,2,57.78462600708008,-8.147101402282715,260.2814636230469,230.40000915527344,-0.43778711557388306,2.412771224975586,266.75897216796875,491.20703125,-0.6427802443504333,1688721656.4333448,21,276.8576354980469,207.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2100
22,278.1138916015625,476.7577209472656,229.40000915527344,22,147.37103271484375,-14.319196701049805,110.06588745117188,280.8922119140625,473.4655456542969,-0.5767894387245178,270.39581298828125,78.47671318054199,2,49.55934524536133,-6.839674949645996,250.2793426513672,206.8000030517578,-0.580393373966217,2.4161181449890137,267.9423828125,479.1025085449219,-0.4380218982696533,1688721658.883789,22,268.8459167480469,205.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2200
23,280.76934814453125,492.2093811035156,204.60000610351562,23,160.2812042236328,-16.660066604614258,17068.802734375,281.8724670410156,489.9755554199219,-0.4274177551269531,277.81500244140625,80.9203360080719,2,-2944.901123046875,-6.495258808135986,269.786865234375,215.0,-0.6124177575111389,2.410869836807251,274.18011474609375,473.95947265625,-0.6055468916893005,1688721661.327412,23,274.7879943847656,215.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2300
24,286.6416015625,464.938232421875,212.40000915527344,24,205.52261352539062,-14.440323829650879,125.1601333618164,292.18499755859375,509.899658203125,-0.5597882270812988,264.5712585449219,83.36622285842896,2,70.72162628173828,-6.358088493347168,278.36883544921875,200.8000030517578,-0.6379570960998535,2.4144229888916016,286.5642395019531,490.2091369628906,-0.43310365080833435,1688721663.7732987,24,287.33770751953125,223.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2400
25,281.55010986328125,487.25006103515625,202.40000915527344,25,55.02940368652344,-20.410310745239258,19604.125,281.93402099609375,483.840087890625,-0.4213787615299225,276.6542053222656,85.80940055847168,2,-3961.2216796875,-9.48941707611084,264.7293395996094,211.1999969482422,-0.5965642333030701,2.4109277725219727,276.463134765625,466.7079162597656,-0.6040812730789185,1688721666.2164764,25,274.4366760253906,210.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2500
26,281.1256103515625,489.3837890625,211.0,26,72.63127899169922,-14.577356338500977,9954.5380859375,283.2161865234375,479.26690673828125,-0.5891897678375244,274.7930603027344,88.29675388336182,2,-958.9446411132812,-8.356510162353516,268.757568359375,215.1999969482422,-0.5882478952407837,2.4262304306030273,278.97576904296875,479.1683654785156,-0.6091970801353455,1688721668.7038298,26,275.255126953125,204.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2600
27,282.455810546875,487.8768005371094,217.0,27,169.3736114501953,-16.82883071899414,21810.3828125,288.78521728515625,509.6319274902344,-0.6146252751350403,289.9760437011719,90.76095223426819,2,-4932.17626953125,-4.6931352615356445,274.8131103515625,198.40000915527344,-0.6234553456306458,2.4211833477020264,280.9764404296875,491.198486328125,-0.499138742685318,1688721671.168028,27,284.6553649902344,225.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2700
28,292.7974853515625,479.68212890625,212.0,28,164.1186981201172,-27.289045333862305,23763.318359375,293.7185363769531,507.803466796875,-0.6012594103813171,281.778564453125,93.21615433692932,2,-5943.3623046875,-6.694174766540527,280.4678955078125,198.40000915527344,-0.4694433808326721,2.412968158721924,287.99871826171875,491.86676025390625,-0.4965057075023651,1688721673.6232302,28,284.67291259765625,223.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2800
29,294.4199523925781,472.061767578125,211.0,29,80.95762634277344,-15.028081893920898,9954.474609375,297.470703125,519.4761352539062,-0.6005779504776001,278.14703369140625,95.68054342269897,2,-960.7745971679688,-8.5957670211792,273.4080810546875,194.40000915527344,-0.6293603777885437,2.4209041595458984,284.1265563964844,483.8075866699219,-0.48522090911865234,1688721676.0876193,29,293.3055114746094,226.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,2900
30,296.42669677734375,520.5256958007812,197.40000915527344,30,184.2927703857422,-19.813949584960938,17069.173828125,309.9761962890625,491.6703186035156,-0.4950430989265442,301.2643127441406,98.1670389175415,2,-2943.37646484375,-7.495617866516113,283.33270263671875,219.8000030517578,-0.5085671544075012,2.443643808364868,294.805908203125,480.2376403808594,-0.5386285185813904,1688721678.5741148,30,289.37896728515625,202.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3000
31,286.8418273925781,476.0989685058594,208.60000610351562,31,45.17686462402344,-16.82846450805664,27143.169921875,296.3253173828125,524.3300170898438,-0.5939285159111023,280.0292663574219,100.77460527420044,2,-7953.9375,-7.336006164550781,275.66497802734375,196.60000610351562,-0.661324679851532,2.572843551635742,283.78680419921875,483.67095947265625,-0.5302015542984009,1688721681.1816812,31,290.59130859375,234.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3100
32,319.3094177246094,626.0462646484375,369.20001220703125,32,164.30174255371094,-11.533666610717773,124.46544647216797,347.2598571777344,519.3554077148438,-0.7106252908706665,339.07330322265625,103.33780717849731,2,63.588905334472656,-5.47868537902832,274.3346862792969,287.6000061035156,-0.5354690551757812,2.526376962661743,311.14910888671875,642.8240356445312,-0.6269540786743164,1688721683.744883,32,304.0909118652344,215.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3200
33,303.49261474609375,540.5946655273438,198.60000610351562,33,156.66195678710938,-14.534072875976562,25531.99609375,325.176025390625,508.1449279785156,-0.4968615472316742,311.1485595703125,105.86035680770874,2,-6937.9404296875,-6.303725242614746,294.2071838378906,230.0,-0.5348707437515259,2.4893596172332764,302.43865966796875,492.31036376953125,-0.5538294911384583,1688721686.2674327,33,289.87982177734375,218.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3300
34,310.6441650390625,515.35498046875,238.1999969482422,34,164.61834716796875,-11.458623886108398,123.140869140625,321.6499328613281,517.062744140625,-0.4528815448284149,295.6675720214844,108.50242972373962,2,60.51693344116211,-6.75002908706665,304.45159912109375,220.1999969482422,-0.5234412550926208,2.608132839202881,310.5321350097656,542.1987915039062,-0.5124789476394653,1688721688.9095056,34,305.9861755371094,211.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3400
35,328.5970764160156,534.681396484375,249.1999969482422,35,147.62271118164062,-17.341537475585938,9955.4619140625,332.6650085449219,553.8543090820312,-0.6052426695823669,308.73388671875,110.97604393959045,2,-952.2750854492188,-7.5037689208984375,318.12579345703125,226.40000915527344,-0.5616424083709717,2.4409635066986084,319.535888671875,566.7205200195312,-0.45245859026908875,1688721691.3831198,35,318.01593017578125,236.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3500
36,318.9913024902344,582.1052856445312,214.0,36,149.1719207763672,-14.773820877075195,9955.71875,344.931396484375,545.2086181640625,-0.5291939973831177,332.37774658203125,113.46328568458557,2,-949.4420776367188,-6.039671421051025,291.308837890625,250.1999969482422,-0.561674177646637,2.4536445140838623,309.53875732421875,504.77960205078125,-0.47254228591918945,1688721693.8703616,36,310.5701904296875,235.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3600
37,316.3970947265625,656.6110229492188,210.0,37,151.77438354492188,-12.04042911529541,118.4322280883789,336.47528076171875,583.3143920898438,-0.5802170634269714,298.70953369140625,115.95017743110657,2,49.71533203125,-7.862578392028809,294.0643005371094,358.6000061035156,-0.5893457531929016,2.4525978565216064,315.20166015625,503.484130859375,-0.698382556438446,1688721696.3572533,37,338.5037841796875,245.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3700
38,316.7081604003906,548.87109375,379.20001220703125,38,38.384429931640625,-14.724849700927734,14006.943359375,320.6840515136719,540.0061645507812,-0.7328513860702515,314.8505554199219,118.5678973197937,2,-1954.739013671875,-8.02273941040039,280.7608337402344,234.60000610351562,-0.569218099117279,2.5452544689178467,316.20849609375,659.2279663085938,-0.5794503092765808,1688721698.9749732,38,307.17535400390625,233.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3800
39,314.8930969238281,532.6576538085938,222.40000915527344,39,172.3553466796875,-12.871654510498047,127.69498443603516,318.9941711425781,575.4338989257812,-0.517153799533844,307.2170104980469,121.58263301849365,2,59.34431457519531,-6.797842979431152,283.9981689453125,226.0,-0.5887970924377441,2.9712443351745605,308.7489318847656,505.8810119628906,-0.5594366192817688,1688721701.989709,39,295.4226989746094,280.6000061035156,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,3900
40,324.48291015625,516.6447143554688,250.0,40,68.54801940917969,-12.725465774536133,9955.6064453125,338.963134765625,575.8737182617188,-0.5962592959403992,286.1766662597656,124.60454964637756,2,-950.1738891601562,-5.986810207366943,311.5243225097656,231.0,-0.597442626953125,2.946120500564575,319.4307556152344,560.9280395507812,-0.5319684147834778,1688721705.0116255,40,318.2710876464844,258.20001220703125,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4000
41,323.8287658691406,586.349365234375,231.60000610351562,41,60.93970489501953,-11.20024585723877,119.08311462402344,332.2544250488281,568.0744018554688,-0.5620732307434082,313.9303894042969,127.62108302116394,2,47.1640625,-6.358107566833496,309.25146484375,273.0,-0.588945746421814,2.9725558757781982,320.01544189453125,540.2894897460938,-0.5808483958244324,1688721708.028159,41,323.66351318359375,245.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4100
42,316.13433837890625,516.0556030273438,214.60000610351562,42,46.365299224853516,-14.184865951538086,111.4677505493164,316.7676086425781,648.8207397460938,-0.5278977155685425,299.5984802246094,130.63813543319702,2,40.503082275390625,-7.393327713012695,288.4393005371094,217.0,-0.6777997612953186,2.974125385284424,313.85333251953125,502.5113220214844,-0.542889416217804,1688721711.0452113,42,277.2983703613281,372.20001220703125,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4200
43,302.7185974121094,544.6868896484375,202.0,43,155.48477172851562,-13.8103666305542,113.25879669189453,308.8927307128906,496.9220886230469,-0.49767574667930603,294.63629150390625,133.64686512947083,2,44.92045974731445,-7.5323591232299805,287.1065368652344,250.60000610351562,-0.5147362351417542,2.965501070022583,299.6073913574219,488.6087951660156,-0.549495279788971,1688721714.053941,43,291.8368835449219,205.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4300
44,321.615478515625,505.9502868652344,212.1999969482422,44,184.50567626953125,-12.755030632019043,131.42373657226562,324.0653991699219,541.605712890625,-0.5004836320877075,290.6813659667969,136.66456484794617,2,64.20452880859375,-6.013480186462402,293.3439636230469,215.8000030517578,-0.5743118524551392,2.976079225540161,317.49359130859375,505.04351806640625,-0.5311315059661865,1688721717.0716407,44,312.9800109863281,229.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4400
45,316.08978271484375,532.4628295898438,215.1999969482422,45,140.5782470703125,-18.67550277709961,9955.109375,318.62353515625,527.3863525390625,-0.48042330145835876,298.43060302734375,139.6824085712433,2,-955.0650024414062,-8.074409484863281,294.1080322265625,234.60000610351562,-0.5560574531555176,2.9764506816864014,314.6809387207031,508.82763671875,-0.5677362680435181,1688721720.0894845,45,294.5423889160156,233.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4500
46,320.83697509765625,527.5105590820312,224.60000610351562,46,169.0231170654297,-11.577679634094238,129.79034423828125,325.40521240234375,524.1867065429688,-0.44033128023147583,288.1011962890625,142.6949999332428,2,63.44929504394531,-5.593969821929932,293.4178771972656,240.0,-0.5320765376091003,2.9731225967407227,314.5275573730469,517.5775146484375,-0.5906367301940918,1688721723.1020758,46,311.51885986328125,213.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4600
47,325.9978942871094,550.2769775390625,381.8000183105469,47,154.1240997314453,-11.575271606445312,119.15991973876953,330.7111511230469,526.0523071289062,-0.7146854996681213,317.6398620605469,145.80206680297852,2,49.65478515625,-5.532105445861816,285.7502136230469,233.1999969482422,-0.4390489161014557,3.064310312271118,316.26318359375,666.8353881835938,-0.5627972483634949,1688721726.2091427,47,302.2913513183594,224.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4700
48,315.148681640625,585.1823120117188,231.60000610351562,48,147.53927612304688,-11.688002586364746,121.72409057617188,321.7105712890625,497.9337463378906,-0.5503458380699158,277.30615234375,148.8158495426178,2,51.6874885559082,-5.7841010093688965,292.1521911621094,308.3999938964844,-0.49515029788017273,2.9714887142181396,311.4450378417969,523.2017211914062,-0.5240256786346436,1688721729.2229254,48,294.22900390625,204.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4800
49,321.0510559082031,552.9340209960938,232.0,49,30.87929344177246,-11.185759544372559,110.95413208007812,326.9208679199219,508.31671142578125,-0.5829723477363586,298.9151916503906,151.82820749282837,2,41.85481262207031,-6.9253740310668945,301.2347717285156,254.60000610351562,-0.5375593304634094,2.9714813232421875,316.3955993652344,532.65185546875,-0.5811933875083923,1688721732.2352834,49,289.85430908203125,219.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,4900
50,324.7763977050781,532.5575561523438,218.40000915527344,50,157.24864196777344,-14.505485534667969,129.43869018554688,330.40875244140625,523.9241333007812,-0.4246283173561096,308.4851989746094,154.84318137168884,2,55.49589538574219,-6.051454067230225,300.8356628417969,224.60000610351562,-0.5400541424751282,2.970524549484253,320.1974792480469,518.81103515625,-0.5277010798454285,1688721735.2502573,50,308.2641296386719,216.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,5000
51,324.78314208984375,522.750244140625,216.1999969482422,51,169.52420043945312,-13.95211124420166,125.67350769042969,326.0578308105469,545.4117431640625,-0.5320186018943787,293.5802307128906,157.85895895957947,2,57.22718048095703,-5.845457553863525,299.9078063964844,229.60000610351562,-0.5927687883377075,2.9705584049224854,319.44757080078125,515.5757446289062,-0.4299483895301819,1688721738.2660348,51,299.8045349121094,246.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,5100
52,326.1329650878906,530.0875244140625,205.1999969482422,52,73.96275329589844,-14.619989395141602,122.43377685546875,334.1392517089844,714.7052612304688,-0.458722323179245,304.619873046875,160.87234163284302,2,46.718544006347656,-7.019815921783447,238.09275817871094,226.0,-0.8157042860984802,2.971386194229126,324.87353515625,442.833984375,-0.5324161648750305,1688721741.2794175,52,295.7209777832031,419.8000183105469,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,5200
53,309.2022705078125,589.6891479492188,211.1999969482422,53,157.5076904296875,-15.885644912719727,135.9290771484375,327.3907165527344,539.8547973632812,-0.4249308109283447,326.6940002441406,163.88597083091736,2,51.10362243652344,-6.952795028686523,296.0179443359375,263.6000061035156,-0.694412350654602,2.969162940979004,308.51629638671875,506.79296875,-0.6048191785812378,1688721744.2930467,53,300.3492431640625,240.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,5300
