,training.top_k_fit.top_1_fit,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_2_healthy_reward,_step,training.fitness_1q,training.fitness_3q,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,_runtime,training.run_id,training.fitness_mean,training.fitness_median,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.evaluation_time,training.top_k_fit.top_2_fit,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_timestamp,training.generation,training.top_k_forward_reward.top_1_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,solver,ea,fitness,environment,seed,training.evaluation
0,147.44378662109375,617.5997314453125,300.6000061035156,0,-10.96211051940918,-33.19392776489258,44.57100296020508,150.28025817871094,323.7825012207031,-0.7375097274780273,148.190185546875,24.24290919303894,2,-26.85918617248535,-17.300827026367188,82.95463562011719,470.20001220703125,-0.5425859093666077,16.476947784423828,138.60751342773438,382.8171691894531,-0.7905970811843872,1688721604.649985,0,69.7251205444336,254.60000610351562,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,0
1,144.13613891601562,578.5277709960938,477.8000183105469,1,-15.506407737731934,-55.2471809387207,50.51906967163086,152.90377807617188,358.589599609375,-0.7997263073921204,152.0230712890625,26.933979749679565,2,-34.201114654541016,-31.734691619873047,142.0022430419922,427.3999938964844,-0.6125855445861816,2.4209132194519043,139.58010864257812,619.0023193359375,-0.8951651453971863,1688721607.3410556,1,111.40223693847656,247.8000030517578,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,100
2,176.3045654296875,656.739013671875,512.6000366210938,2,116.10862731933594,-58.968318939208984,9950.7216796875,178.0421905517578,374.825927734375,-1.004198670387268,147.92617797851562,29.384316444396973,2,-995.7246704101562,-10.868789672851562,156.87466430664062,509.8000183105469,-0.4882921874523163,2.420408248901367,158.64791870117188,668.4703979492188,-0.9870535135269165,1688721609.7913923,2,125.1142349243164,250.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,200
3,167.12017822265625,737.9097900390625,224.60000610351562,3,0.4385223388671875,-42.72186279296875,82.02222442626953,173.50543212890625,686.9547119140625,-0.43998095393180847,124.88702392578125,31.8459689617157,2,-4.485717296600342,-13.762358665466309,161.35203552246094,614.2000122070312,-1.7999296188354492,2.426180362701416,157.35293579101562,385.5120544433594,-1.1772290468215942,1688721612.2530448,3,108.5544662475586,580.2000122070312,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,300
4,184.0159454345703,375.5564880371094,498.8000183105469,4,15.033041000366211,-40.26308822631836,9950.3798828125,199.04432678222656,636.4834594726562,-0.9669048190116882,136.62588500976562,34.30299234390259,2,-998.1969604492188,-15.23516845703125,146.515380859375,239.40000915527344,-1.1294033527374268,2.4270107746124268,180.23956298828125,644.3484497070312,-0.4694676399230957,1688721614.7100682,4,157.81283569335938,479.8000183105469,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,400
5,177.28758239746094,527.8521728515625,311.8000183105469,5,24.187013626098633,-34.65217590332031,14000.462890625,187.9668731689453,729.9059448242188,-0.6222241520881653,185.65235900878906,36.758678913116455,2,-1998.27685546875,-12.486783981323242,181.05738830566406,343.0,-1.1813312768936157,2.4239583015441895,174.39947509765625,492.235107421875,-0.8000275492668152,1688721617.1657548,5,116.2872314453125,614.7999877929688,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,500
6,178.8650665283203,481.106201171875,618.2000122070312,6,-14.515661239624023,-94.21135711669922,19590.77734375,185.48272705078125,704.1146240234375,-1.1876988410949707,183.89874267578125,39.21563220024109,2,-4026.00439453125,-32.41701889038086,116.433349609375,297.8000183105469,-1.2062443494796753,2.425384283065796,175.99403381347656,733.4457397460938,-0.5925036072731018,1688721619.622708,6,175.32083129882812,530.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,600
7,190.70730590820312,435.2694396972656,358.20001220703125,7,-7.059879779815674,-81.53020477294922,9949.0234375,217.1211395263672,479.99566650390625,-0.8669974207878113,101.51268768310547,41.67081117630005,2,-1012.5048828125,-21.259124755859375,183.93496704101562,334.6000061035156,-0.670475959777832,2.4215540885925293,184.12232971191406,541.2679443359375,-0.8432731628417969,1688721622.077887,7,188.26611328125,292.3999938964844,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,700
8,188.3403778076172,497.4425354003906,272.0,8,25.48233413696289,-53.60794448852539,98.0571517944336,219.32696533203125,534.3341674804688,-0.6001577973365784,214.9866485595703,44.12515306472778,2,4.3818745613098145,-13.53499984741211,181.9820098876953,283.0,-0.6923117637634277,2.422118902206421,183.54151916503906,453.3818359375,-0.5441609621047974,1688721624.532229,8,186.42633056640625,348.6000061035156,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,800
9,198.22804260253906,599.7732543945312,303.20001220703125,9,-7.611257076263428,-62.271888732910156,13998.466796875,220.22491455078125,612.2122192382812,-0.6398555040359497,212.2418212890625,46.58461356163025,2,-2012.4556884765625,-18.532817840576172,183.47396850585938,388.20001220703125,-0.9156927466392517,2.427842617034912,184.30386352539062,486.0341491699219,-0.6685494184494019,1688721626.9916894,9,178.12791442871094,435.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,900
10,201.0406951904297,520.2274780273438,314.20001220703125,10,15.959659576416016,-48.599918365478516,91.75519561767578,208.23468017578125,524.9498291015625,-0.49064716696739197,208.39175415039062,49.039896965026855,2,3.2638347148895264,-14.543127059936523,195.29666137695312,312.3999938964844,-0.5663249492645264,2.424727201461792,199.3200225830078,509.00616455078125,-0.5641000270843506,1688721629.4469728,10,199.31610107421875,326.20001220703125,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1000
11,216.9774932861328,548.2552490234375,346.8000183105469,11,44.65502166748047,-82.28355407714844,107.02378845214844,221.4888458251953,545.4129028320312,-0.6170245409011841,212.3909149169922,51.49576115608215,2,6.38612174987793,-15.6580810546875,203.09921264648438,336.3999938964844,-0.640897810459137,2.4241414070129395,216.69113159179688,549.2823486328125,-0.5355584025382996,1688721631.902837,11,202.65382385253906,343.3999938964844,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1100
12,220.8257598876953,395.7944030761719,302.0,12,3.1285910606384277,-68.97563171386719,105.5783462524414,224.9441375732422,525.1199951171875,-0.5795720815658569,166.57089233398438,53.95056676864624,2,5.582091331481934,-13.655411720275879,209.76390075683594,229.60000610351562,-0.5870597958564758,2.4219696521759033,218.63589477539062,511.1842956542969,-0.3764588534832001,1688721634.3576427,12,215.7069854736328,310.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1200
13,214.7574462890625,560.5625,295.6000061035156,13,105.66348266601562,-51.881080627441406,17062.869140625,215.81654357910156,449.7820739746094,-0.5704066157341003,205.31517028808594,56.402745962142944,2,-2978.2666015625,-14.943231582641602,211.8146514892578,355.8000183105469,-0.4337749481201172,2.420437812805176,213.5429229736328,506.84429931640625,-0.5526448488235474,1688721636.8098218,13,207.21585083007812,243.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1300
14,233.39991760253906,417.8502502441406,272.8000183105469,14,158.545166015625,-15.131010055541992,9954.998046875,243.4254608154297,424.7387390136719,-0.40108320116996765,240.62344360351562,58.84532880783081,2,-954.73046875,-7.046462059020996,203.2095184326172,177.60000610351562,-0.3535785973072052,2.409946918487549,225.1654815673828,475.6084899902344,-0.3731561601161957,1688721639.2524047,14,224.09228515625,201.0,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1400
15,234.0634765625,427.7698669433594,220.8000030517578,15,-6.4289960861206055,-88.46833801269531,100.5331802368164,248.11460876464844,430.7933654785156,-0.370288223028183,245.75633239746094,61.29218077659607,2,-5.30605936050415,-16.667709350585938,211.4304962158203,182.40000915527344,-0.3611897826194763,2.4152934551239014,233.80972290039062,431.8601989746094,-0.3864230811595917,1688721641.6992567,15,223.754638671875,207.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1500
16,251.64906311035156,435.6200866699219,171.1999969482422,16,153.3292236328125,-20.249914169311523,9955.0107421875,255.87168884277344,430.06427001953125,-0.5168839693069458,251.41259765625,63.82310509681702,2,-955.9859008789062,-8.497270584106445,239.36135864257812,184.60000610351562,-0.38771775364875793,2.4985554218292236,251.4599609375,410.04449462890625,-0.39257654547691345,1688721644.230181,16,248.052001953125,182.40000915527344,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1600
17,255.2027587890625,435.650146484375,178.40000915527344,17,164.141357421875,-14.177079200744629,9955.373046875,258.4096374511719,430.0594177246094,-0.3995271325111389,253.83963012695312,66.26271486282349,2,-952.1699829101562,-7.297283172607422,250.45315551757812,182.1999969482422,-0.38372084498405457,2.4089155197143555,254.41600036621094,428.4535827636719,-0.389462947845459,1688721646.6697907,17,250.24314880371094,180.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1700
18,266.2994689941406,463.5882873535156,178.1999969482422,18,220.79296875,-11.67745304107666,118.89434814453125,267.20263671875,453.8343811035156,-0.3804948031902313,266.405517578125,68.70271825790405,2,78.16531372070312,-2.799562454223633,259.0552978515625,197.60000610351562,-0.5233989953994751,2.4114949703216553,257.25,436.8748474121094,-0.4172687232494354,1688721649.1097941,18,258.15777587890625,196.1999969482422,cgp,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,2,1800
