top_k_forward_reward.top_1_forward_reward,top_k_reward.top_1_reward,top_k_ctrl_reward.top_0_ctrl_reward,_step,_runtime,run_id,top_k_fit.top_2_fit,evaluation_time,top_k_healthy_reward.top_0_healthy_reward,fitness_std,top_k_fit.top_1_fit,top_k_reward.top_2_reward,fitness_mean,top_k_forward_reward.top_2_forward_reward,fitness_1q,top_k_reward.top_0_reward,top_k_healthy_reward.top_1_healthy_reward,generation,fitness_median,top_k_ctrl_reward.top_2_ctrl_reward,top_k_forward_reward.top_0_forward_reward,top_k_healthy_reward.top_2_healthy_reward,fitness_3q,top_k_fit.top_0_fit,_timestamp,top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,evaluation,reward
0,41.964012145996094,-0.0788863152265548,0,18.22690844535828,105,25.806177139282227,15.039005279541016,0,13.154108047485352,44.26631164550781,25.54637336730957,0.3226025402545929,0,1.6762259006500244,93.99164581298828,0,0,-0.92146635055542,-0.1154622584581375,0,0,-3.9098639488220215,94.74796295166016,1693564208.279951,-0.1030341014266014,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,0,93.99164581298828
0,78.74352264404297,-0.0788821801543235,1,20.90000009536743,105,49.786991119384766,2.476104259490967,0,16.705888748168945,78.13179016113281,49.50979232788086,3.587629556655884,0,6.631896495819092,88.85968017578125,0,1,-0.5521610975265503,-0.0943648517131805,0,0,-4.620275497436523,92.94221496582033,1693564210.953043,-0.0788364931941032,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,100,88.85968017578125
0,119.1742935180664,-0.0783782824873924,2,23.50715470314026,105,117.72836303710938,2.4833247661590576,0,32.6602783203125,119.81133270263672,117.05950164794922,17.133949279785156,0,22.917316436767575,120.74763488769533,0,2,6.486161708831787,-0.0783889442682266,0,0,-2.73271918296814,120.69005584716795,1693564213.5601976,-0.0783558040857315,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,200,120.74763488769533
0,119.64525604248048,-0.0891372561454773,3,26.111059188842773,105,122.1200942993164,2.482951641082764,0,48.814571380615234,122.41413879394533,120.3278579711914,41.97844696044922,0,93.14325714111328,123.5868911743164,0,3,20.576610565185547,-0.0783620402216911,0,0,-1.233486533164978,125.36563110351562,1693564216.164102,-0.0783487260341644,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,300,123.5868911743164
0,129.6202850341797,-0.0898383483290672,4,28.71815323829651,105,129.75135803222656,2.4813942909240723,0,9953.7216796875,129.881591796875,127.3966293334961,-963.0859985351562,0,95.4140853881836,134.1974334716797,0,4,5.880431652069092,-0.0816987976431846,0,0,-1.4066535234451294,133.70782470703125,1693564218.771196,-0.0895256027579307,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,400,134.1974334716797
0,131.57870483398438,-0.0898048654198646,5,31.32197999954224,105,135.26393127441406,2.4858615398406982,0,63.05985641479492,135.50721740722656,135.29148864746094,45.13331985473633,0,122.74334716796876,133.23828125,0,5,4.790659427642822,-0.0900324881076812,0,0,-1.707560658454895,135.77139282226562,1693564221.375023,-0.0896699056029319,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,500,133.23828125
0,168.3940887451172,-0.1025353819131851,6,33.92811727523804,105,172.29296875,2.482631206512451,0,64.43519592285156,176.965087890625,160.73675537109375,56.978641510009766,0,130.84475708007812,215.7295379638672,0,6,20.81641960144043,-0.1523264348506927,0,0,-0.6272238492965698,220.48243713378903,1693564223.9811602,-0.1529226303100586,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,600,215.7295379638672
0,160.9130096435547,-0.1020962595939636,7,36.53428149223328,105,169.98355102539062,2.481655597686768,0,59.91511535644531,177.43096923828125,166.9856414794922,39.70153045654297,0,108.47561645507812,201.6337738037109,0,7,2.9306516647338867,-0.1526702642440796,0,0,-1.1146684885025024,186.2569122314453,1693564226.5873244,-0.1522384136915207,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,700,201.6337738037109
0,220.6083526611328,-0.1031773090362548,8,39.138914585113525,105,223.9773101806641,2.4831488132476807,0,76.16677856445312,225.45654296875,220.88088989257807,47.18269729614258,0,126.22312927246094,217.55191040039065,0,8,2.9338159561157227,-0.1025098115205764,0,0,-2.447543144226074,227.8567352294922,1693564229.1919577,-0.1031563654541969,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,800,217.55191040039065
0,221.35012817382807,-0.1017848625779151,9,41.74487376213074,105,223.3757476806641,2.4822781085968018,0,9956.6572265625,225.167236328125,216.5513458251953,-936.6507568359376,0,148.24545288085938,224.1767120361328,0,9,2.6423401832580566,-0.1028069034218788,0,0,-1.4358835220336914,226.5479888916016,1693564231.797917,-0.1024198085069656,lgp,mu+lambda-ga,reward-unhealthy_termination,swimmer,105,900,224.1767120361328
