,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,training.top_k_forward_reward.top_0_forward_reward,training.top_k_forward_reward.top_1_forward_reward,training.fitness_3q,training.generation,training.fitness_std,training.fitness_mean,training.fitness_median,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_step,training.fitness_1q,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_fit.top_2_fit,training.top_k_reward.top_0_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,_runtime,_timestamp,training.run_id,training.evaluation_time,solver,ea,fitness,environment,seed,training.evaluation
11,315.908203125,274.9232482910156,268.2972106933594,257.13739013671875,-21.122844696044922,11,111.61167907714844,47.398006439208984,-6.810286998748779,450.4052429199219,474.2272033691406,-0.37970787286758423,11,157.20181274414062,261.6000061035156,216.60000610351562,257.4745178222656,529.5175170898438,-0.5321646332740784,-0.43276214599609375,258.0599670410156,193.8000030517578,48.95700979232788,1688570562.2121968,0,2.2070815563201904,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1100
12,270.3087463378906,246.67782592773438,230.0544891357422,269.2430114746094,-23.63273048400879,12,108.63172912597656,33.52960205078125,-8.298194885253906,455.9301452636719,573.9486694335938,-0.6483965516090393,12,159.98992919921875,259.0,323.3999938964844,246.50640869140625,488.40606689453125,-0.3129163086414337,-0.5649385452270508,251.11351013183594,187.0,51.1924774646759,1688570564.4476645,0,2.2016448974609375,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1200
13,305.8172912597656,281.3104248046875,270.8088073730469,299.8756408691406,-22.116912841796875,13,116.83049011230469,53.00349807739258,-6.100340366363525,489.7697448730469,465.859375,-0.2962130308151245,13,168.30189514160156,186.0,223.0,251.09124755859375,456.5126037597656,-0.30584272742271423,-0.5788944959640503,243.438232421875,190.1999969482422,53.4291889667511,1688570566.684376,0,2.202592611312866,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1300
14,344.6650390625,292.7353820800781,311.95654296875,247.0383758544922,-19.440784454345703,14,122.94578552246094,47.52947998046875,-7.949141502380371,480.97784423828125,461.4770202636719,-0.3264593183994293,14,172.30833435058594,200.60000610351562,213.8000030517578,273.5988464355469,512.2301025390625,-0.8605155348777771,-0.5221611857414246,248.19912719726562,234.8000030517578,55.66599774360657,1688570568.9211848,0,2.2028307914733887,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1400
15,304.2358703613281,278.16241455078125,270.1322326660156,249.68716430664062,-13.885709762573242,15,118.66173553466797,51.25264358520508,-6.419402122497559,427.7431640625,440.9303283691406,-0.5147539973258972,15,168.94586181640625,190.40000915527344,183.40000915527344,277.0607604980469,460.0174865722656,-0.5439855456352234,-0.30151262879371643,257.83184814453125,178.60000610351562,57.90292286872864,1688570571.15811,0,2.2026889324188232,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1500
16,295.2593994140625,294.314208984375,305.2315368652344,256.5310974121094,-23.487489700317383,16,122.47032165527344,44.8873176574707,-10.236862182617188,465.7694396972656,423.625244140625,-0.3010595440864563,16,161.7738037109375,188.40000915527344,198.0,270.828857421875,493.3304748535156,-0.5616475343704224,-0.28629717230796814,225.91152954101562,209.8000030517578,60.141794204711914,1688570573.3969812,0,2.20499849319458,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1600
17,342.0892639160156,316.3172912597656,307.9341735839844,297.3050231933594,-17.98406982421875,17,121.15637969970703,51.43461608886719,-8.898401260375977,488.99853515625,477.9173278808594,-0.31114599108695984,17,182.23062133789062,194.0,204.1999969482422,278.91839599609375,501.623046875,-0.306506484746933,-0.31216755509376526,274.0295715332031,192.0,62.38032531738281,1688570575.6355124,0,2.2056915760040283,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1700
18,303.49090576171875,291.40032958984375,271.8857727050781,271.86260986328125,-23.90422821044922,18,123.6082763671875,38.206024169921875,-8.913203239440918,462.9613342285156,457.9759826660156,-0.2989506125450134,18,165.32333374023438,187.40000915527344,196.1999969482422,288.81695556640625,458.9867248535156,-0.3012267053127289,-0.5171677470207214,262.2931213378906,191.40000915527344,64.61807441711426,1688570577.8732615,0,2.204397439956665,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1800
19,334.3001403808594,292.0372314453125,324.07635498046875,248.5404815673828,-18.128318786621094,19,121.83868408203125,62.30039978027344,-7.783909797668457,432.1602478027344,501.1440124511719,-0.36940938234329224,19,174.41049194335938,232.60000610351562,211.60000610351562,289.6333923339844,556.3069458007812,-0.38021552562713623,-0.5770205855369568,290.1209411621094,184.0,66.85366153717041,1688570580.1088486,0,2.2020816802978516,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,1900
20,319.7278137207031,296.1888732910156,303.11956787109375,260.0912780761719,-16.03362274169922,20,118.35102081298828,51.836395263671875,-7.147628307342529,485.76226806640625,408.9732971191406,-0.5103487968444824,20,187.9915008544922,184.60000610351562,239.0,290.2011413574219,487.20928955078125,-0.3289843499660492,-0.5473394989967346,170.520751953125,226.0,69.089284658432,1688570582.3444717,0,2.2022829055786133,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2000
21,285.1952819824219,279.44451904296875,224.59609985351562,269.3547668457031,-17.794692993164062,21,123.59745788574219,56.51419448852539,-6.018566608428955,454.2536315917969,508.25634765625,-0.36053091287612915,21,177.69871520996094,177.1999969482422,210.1999969482422,279.345947265625,401.435546875,-0.3011608123779297,-0.31951072812080383,298.3759460449219,185.1999969482422,71.32886028289795,1688570584.5840473,0,2.205902338027954,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2100
22,286.72186279296875,277.3029479980469,277.9412536621094,281.3354187011719,-16.92774200439453,22,113.79956817626953,50.24538803100586,-10.102575302124023,483.7236022949219,492.2835998535156,-0.31882965564727783,22,157.65158081054688,199.60000610351562,249.0,273.5806579589844,477.222412109375,-0.41183963418006897,-0.6282889246940613,243.911865234375,202.8000030517578,73.56544542312622,1688570586.8206325,0,2.2028489112854004,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2200
23,380.67352294921875,323.71124267578125,342.7139892578125,306.1746520996094,-27.118330001831055,23,137.10617065429688,53.51192855834961,-7.45921516418457,488.4043884277344,424.3324279785156,-0.35246726870536804,23,192.11155700683594,218.0,210.0,306.9567565917969,560.3615112304688,-0.3702806234359741,-0.373014360666275,214.7053680419922,182.60000610351562,75.82499027252197,1688570589.0801773,0,2.1908247470855713,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2300
24,356.294921875,325.41839599609375,393.3683776855469,277.53125,-18.571821212768555,24,128.2952423095703,60.50250244140625,-7.728026390075684,466.6208190917969,522.7714233398438,-0.4336685836315155,24,174.25393676757812,249.1999969482422,235.1999969482422,318.35711669921875,642.1348266601562,-0.3104144334793091,-0.3933609426021576,287.96466064453125,189.40000915527344,78.0572259426117,1688570591.312413,0,2.1969997882843018,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2400
25,323.0315246582031,322.4055480957031,300.8785095214844,302.614013671875,-19.10923194885254,25,130.28468322753906,51.844539642333984,-5.114833354949951,511.5904846191406,534.9444580078125,-0.34095117449760437,25,162.37664794921875,171.0,224.1999969482422,314.8061828613281,471.53759765625,-0.4235713481903076,-0.46464553475379944,311.20904541015625,209.40000915527344,80.29017901420593,1688570593.545366,0,2.197706460952759,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2500
26,294.3245544433594,285.77020263671875,272.6834716796875,223.251953125,-18.584503173828125,26,114.2367935180664,57.30073165893555,-6.424745559692383,391.32037353515625,389.945556640625,-0.2906923294067383,26,166.2918701171875,182.1999969482422,168.60000610351562,284.66241455078125,454.5927734375,-0.3315705955028534,-0.33668217062950134,221.68223571777344,168.40000915527344,82.52342748641968,1688570595.7786145,0,2.1981496810913086,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2600
27,378.40447998046875,318.573974609375,374.6094665527344,270.82379150390625,-17.186691284179688,27,124.82038879394531,64.26940155029297,-5.457511901855469,539.3701782226562,422.7689514160156,-0.3767736256122589,27,181.61773681640625,226.8000030517578,223.40000915527344,317.6205139160156,601.03271484375,-0.4535524547100067,-0.3602753281593323,199.729248046875,269.0,84.75440192222595,1688570598.009589,0,2.197362184524536,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2700
28,344.72613525390625,321.9379577636719,359.9234313964844,250.34634399414062,-20.994178771972656,28,129.90541076660156,63.52198028564453,-2.9151556491851807,403.2492980957031,464.4798278808594,-0.36296218633651733,28,197.61717224121094,223.0,192.8000030517578,300.667236328125,582.5604858398438,-0.2970920503139496,-0.31106650829315186,271.9909362792969,153.1999969482422,86.98260617256165,1688570600.2377932,0,2.1951744556427,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2800
29,347.8086853027344,322.2519226074219,342.9938659667969,244.79515075683594,-15.310091972351074,29,123.3250503540039,53.60451889038086,-5.420255661010742,394.6108093261719,486.37774658203125,-0.4271332323551178,29,162.34266662597656,245.0,199.60000610351562,310.2568664550781,587.5668334960938,-0.38435888290405273,-0.5383815169334412,287.3161926269531,150.1999969482422,89.21268582344055,1688570602.4678729,0,2.196518659591675,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,2900
30,364.4522705078125,345.32232666015625,346.3746643066406,316.4601745605469,-20.325550079345703,30,137.17514038085938,69.7821044921875,-7.137050628662109,517.9343872070312,550.66162109375,-0.42750102281570435,30,217.15728759765625,212.0,272.3999938964844,330.894287109375,557.9470825195312,-0.3258155882358551,-0.7200084924697876,278.9817199707031,201.8000030517578,91.44163036346436,1688570604.6968174,0,2.197094440460205,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3000
31,373.1546630859375,321.93890380859375,350.6927185058594,247.544189453125,-20.0076847076416,31,135.9054718017578,56.550575256347656,-10.513333320617676,440.5420837402344,528.5733642578125,-0.44863590598106384,31,173.95164489746094,222.60000610351562,211.0,313.3003845214844,572.8441162109375,-0.4019935727119446,-0.3773720860481262,317.95068359375,193.40000915527344,93.67332482337952,1688570606.9285119,0,2.1984221935272217,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3100
32,364.7672119140625,324.9771423339844,340.6657409667969,356.5318298339844,-17.78095817565918,32,141.368408203125,74.66094970703125,-6.7265729904174805,608.6858520507812,522.1790161132812,-0.4541563093662262,32,235.88265991210938,212.60000610351562,215.1999969482422,321.7051086425781,552.8115234375,-0.445988267660141,-0.43118515610694885,307.4101867675781,252.60000610351562,95.90354037284851,1688570609.1587274,0,2.197826862335205,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3200
33,375.58868408203125,335.4327087402344,375.4894714355469,315.65789794921875,-18.038610458374023,33,131.8042755126953,53.248260498046875,-7.773161888122559,521.28955078125,560.627197265625,-0.3380223214626312,33,133.60777282714844,220.0,239.1999969482422,330.40277099609375,595.1513671875,-0.3683564066886902,-0.48414260149002075,321.91143798828125,206.0,98.1308102607727,1688570611.3859973,0,2.1960227489471436,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3300
34,343.9083251953125,325.0321044921875,320.2048645019531,321.8235168457031,-19.29715347290039,34,133.7022247314453,52.3006477355957,-6.933675765991211,526.1093139648438,497.4991760253906,-0.4218318462371826,34,180.56887817382812,219.60000610351562,220.60000610351562,320.14825439453125,539.3829956054688,-0.3141247034072876,-0.5828072428703308,277.48199462890625,204.60000610351562,100.37922763824463,1688570613.6344147,0,2.1939520835876465,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3400
35,349.18267822265625,332.2034606933594,349.65863037109375,332.9146728515625,-14.99772834777832,35,124.76824188232422,63.806396484375,-3.69465970993042,546.9266967773438,461.1791687011719,-0.46563681960105896,35,177.52471923828125,236.0,204.1999969482422,317.4770202636719,585.19287109375,-0.3879709243774414,-0.29303622245788574,257.2721862792969,214.40000915527344,102.62261462211609,1688570615.8778017,0,2.197641134262085,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3500
36,392.3581237792969,365.5392150878906,381.5316467285156,322.2402038574219,-15.421486854553223,36,132.152099609375,69.44676208496094,-7.394601821899414,546.4744262695312,607.6348876953125,-0.6615189909934998,36,185.91134643554688,350.20001220703125,256.3999938964844,364.524658203125,731.0700073242188,-0.36573174595832825,-0.4705539345741272,351.7052917480469,224.60000610351562,104.85980296134949,1688570618.11499,0,2.201190710067749,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3600
37,424.8373107910156,330.2159118652344,395.593017578125,293.4259338378906,-17.758338928222656,37,123.52838134765625,51.63283920288086,-8.95263957977295,471.3341369628906,525.1788330078125,-0.46881580352783203,37,154.1664276123047,229.60000610351562,220.60000610351562,299.7310791015625,624.7243041992188,-0.49177947640419006,-0.358693927526474,304.9375,178.40000915527344,107.09054350852966,1688570620.3457305,0,2.1985702514648438,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3700
38,378.1633605957031,352.19366455078125,388.5566711425781,341.3336486816406,-17.539066314697266,38,134.8355255126953,72.01859283447266,-7.265468120574951,543.014404296875,666.0296630859375,-0.46899452805519104,38,200.5086669921875,230.8000030517578,327.6000061035156,349.82623291015625,618.8877563476562,-0.31925201416015625,-0.7228903770446777,339.152587890625,202.0,109.31763339042664,1688570622.5728204,0,2.1942460536956787,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3800
39,414.8251647949219,381.0718688964844,359.5092468261719,364.5763854980469,-18.23992919921875,39,9957.513671875,-933.9872436523438,-7.586341857910156,598.476318359375,568.4623413085938,-0.5269622206687927,39,179.83938598632812,277.0,218.0,356.26953125,635.9822387695312,-0.49998751282691956,-0.449761301279068,350.9121398925781,234.40000915527344,111.54577112197876,1688570624.8009582,0,2.1946828365325928,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,3900
40,426.4171142578125,393.5608215332031,396.251953125,421.80352783203125,-22.17571258544922,40,9958.8037109375,-921.21240234375,-4.815516471862793,689.5394287109375,623.2142944335938,-0.5348391532897949,40,201.5633544921875,259.3999938964844,228.60000610351562,389.9400939941406,655.1170043945312,-0.46426668763160706,-0.46204790472984314,395.0763244628906,268.20001220703125,113.77579021453857,1688570627.0309772,0,2.198181390762329,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4000
41,392.1431579589844,389.33209228515625,363.607421875,390.40673828125,-13.127002716064453,41,9959.1845703125,-917.2252197265625,-1.1597132682800293,611.334228515625,602.0382690429688,-0.4841309189796448,41,200.03582763671875,236.8000030517578,237.0,369.9630432128906,599.9232788085938,-0.4725254476070404,-0.46878018975257874,365.5069885253906,221.40000915527344,116.00780415534973,1688570629.2629912,0,2.1985106468200684,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4100
42,400.5555419921875,385.8247985839844,365.6373596191406,331.6297302246094,-18.094161987304688,42,9959.560546875,-913.8758544921875,-2.529794454574585,559.9730224609375,581.1575927734375,-0.49937039613723755,42,214.49502563476562,247.0,229.60000610351562,377.39422607421875,612.1380004882812,-0.45678210258483887,-0.4272572696208954,351.9848327636719,228.8000030517578,118.2387318611145,1688570631.493919,0,2.197483539581299,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4200
43,415.2872009277344,402.23272705078125,403.0225830078125,360.8487854003906,-16.91167640686035,43,144.42440795898438,72.61492156982422,-4.618203639984131,611.537109375,574.5794067382812,-0.4968112111091614,43,187.93458557128906,236.60000610351562,214.0,369.7811584472656,639.1259155273438,-0.5115522146224976,-0.43781429529190063,361.0173034667969,251.1999969482422,120.47128248214722,1688570633.7264695,0,2.198883295059204,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4300
44,453.8769226074219,420.7350158691406,359.4610290527344,396.5077209472656,-23.959980010986328,44,159.1571807861328,66.60114288330078,-8.026737213134766,618.4552001953125,630.8245239257812,-0.5224027633666992,44,202.5627899169922,229.0,240.40000915527344,396.1209716796875,587.938720703125,-0.4524401128292084,-0.4841647148132324,390.9087219238281,222.40000915527344,122.70125365257263,1688570635.9564407,0,2.199063301086426,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4400
45,460.5469970703125,441.3583679199219,413.25909423828125,398.6188049316406,-17.01883316040039,45,153.05628967285156,75.59423828125,-5.027190208435059,639.110595703125,686.0768432617188,-0.5235646367073059,45,202.86941528320312,256.8000183105469,285.20001220703125,420.1304931640625,669.5354614257812,-0.5081321597099304,-0.5345171689987183,401.41143798828125,241.0,124.92754173278809,1688570638.1827288,0,2.195225715637207,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4500
46,452.6535339355469,432.2727966308594,389.8702697753906,474.8918151855469,-20.22702407836914,46,159.57232666015625,76.53994750976562,-5.861063003540039,756.6400756835938,618.283203125,-0.5450655817985535,46,198.81263732910156,258.0,225.0,429.6690368652344,647.3251342773438,-0.6515764594078064,-0.4643014967441559,393.7475891113281,282.3999938964844,127.16351413726807,1688570640.4187012,0,2.196223258972168,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4600
47,418.19677734375,413.3700256347656,388.5401916503906,380.88397216796875,-20.96065330505371,47,158.8369598388672,77.49394989013672,-5.886323928833008,616.5995483398438,724.8950805664062,-0.4686680734157562,47,236.7508087158203,224.1999969482422,371.3999938964844,412.16033935546875,612.2715454101562,-0.48431625962257385,-0.6661264896392822,354.1611633300781,236.1999969482422,129.39507174491882,1688570642.6502588,0,2.19808030128479,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4700
48,444.4157409667969,437.127685546875,409.5555114746094,359.3153991699219,-14.036184310913086,48,159.90988159179688,92.65896606445312,-4.097258567810059,674.5340576171875,620.5602416992188,-0.5146887302398682,48,246.53118896484375,245.40000915527344,226.0,417.6794738769531,654.44091796875,-0.5814720392227173,-0.46261754631996155,395.02294921875,315.8000183105469,131.6260621547699,1688570644.8812492,0,2.1970067024230957,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4800
49,428.9214782714844,414.4842224121094,429.6341857910156,346.4226989746094,-15.253989219665527,49,157.98025512695312,80.1595230102539,-5.081239700317383,578.7479858398438,623.1146850585938,-0.48363837599754333,49,208.82798767089844,235.0,250.8000030517578,385.835205078125,664.1505737304688,-0.47469744086265564,-0.49264517426490784,372.80743408203125,232.8000030517578,133.86666107177734,1688570647.121848,0,2.2083868980407715,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,4900
50,434.1304016113281,404.4607849121094,447.70880126953125,384.2135925292969,-18.782230377197266,50,161.71221923828125,95.9264144897461,-4.275019645690918,640.0870361328125,574.3905029296875,-0.6557636260986328,50,242.85958862304688,292.0,228.60000610351562,394.5835266113281,739.0531005859375,-0.5265602469444275,-0.4568844735622406,346.24737548828125,256.3999938964844,136.10736179351807,1688570649.3625488,0,2.2068428993225098,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,5000
51,484.53521728515625,450.3951110839844,450.5876159667969,394.6046142578125,-18.67780113220215,51,161.02459716796875,77.73515319824219,-4.653111457824707,639.0942993164062,621.0059814453125,-0.6752424836158752,51,184.6121826171875,290.0,245.60000610351562,419.5581970214844,739.912353515625,-0.5103330612182617,-0.5039655566215515,375.9098205566406,245.0,138.3497130870819,1688570651.6049001,0,2.2075600624084473,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,5100
52,438.91290283203125,437.23858642578125,416.20361328125,407.16632080078125,-14.357917785644531,52,161.61387634277344,91.81443786621094,-4.756500720977783,729.761962890625,790.9910278320312,-0.5072059035301208,52,235.94827270507812,241.1999969482422,409.3999938964844,388.165283203125,656.8963012695312,-0.6043075323104858,-0.861850380897522,382.4528503417969,323.20001220703125,140.59183859825134,1688570653.8470256,0,2.2088632583618164,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,5200
53,460.2241516113281,392.7659606933594,442.6827087402344,370.3669128417969,-17.44940948486328,53,9962.09765625,-890.8567504882812,-2.2462377548217773,601.7047119140625,524.4542846679688,-0.53946852684021,53,233.77932739257812,265.8000183105469,199.1999969482422,385.72540283203125,707.9432983398438,-0.4620189368724823,-0.38342005014419556,325.63775634765625,231.8000030517578,142.83138918876648,1688570656.0865762,0,2.20559024810791,cgp,mu+lambda-ga,weighted-i-1-1-unhealthy_termination,walker2d,0,5300
