,training.run_id,training.fitness_3q,training.top_k_fit.top_2_fit,training.fitness_1q,training.generation,training.evaluation_time,_step,training.fitness_median,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,_runtime,_timestamp,training.fitness_std,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
10,1,247.05789184570312,604.1300048828125,418.58544921875,10,20.723012924194336,10,302.400146484375,670.0211791992188,459.45849609375,666.0535278320312,250.96079778671265,1687715623.7072797,14047.5556640625,-1670.7142333984375,666.0535278320312,921.2550659179688,cgp-large,mu+lambda,reward,humanoid,1,1000
11,1,256.49761962890625,582.3068237304688,433.72430419921875,11,20.509506225585938,11,301.6152038574219,672.3238525390625,658.227783203125,582.3068237304688,271.48924493789673,1687715644.2357268,119.02891540527344,336.2000732421875,614.8611450195312,569.7145385742188,cgp-large,mu+lambda,reward,humanoid,1,1100
12,1,243.201171875,617.7747192382812,392.1444091796875,12,20.50615119934082,12,298.4414367675781,651.5057373046875,581.7427978515625,524.7027587890625,292.01127433776855,1687715664.7577562,125.99102020263672,329.8811950683594,626.8787231445312,508.24951171875,cgp-large,mu+lambda,reward,humanoid,1,1200
13,1,256.15435791015625,626.9644165039062,427.92626953125,13,20.497339248657227,13,313.306640625,640.0899658203125,723.8670654296875,661.6641235351562,312.52619767189026,1687715685.2726796,9984.9013671875,-658.90185546875,628.2271728515625,567.5387573242188,cgp-large,mu+lambda,reward,humanoid,1,1300
14,1,246.96707153320312,594.8773803710938,411.5882568359375,14,20.561979293823242,14,300.3106689453125,611.842529296875,523.3792114257812,551.6216430664062,333.1056263446808,1687715705.8521082,14047.482421875,-1671.3756103515625,599.3619384765625,541.42333984375,cgp-large,mu+lambda,reward,humanoid,1,1400
15,1,244.20909118652344,591.65185546875,462.1094055175781,15,20.489337921142578,15,315.4820861816406,812.7822265625,515.0330200195312,546.8015747070312,353.6148281097412,1687715726.36131,146.20912170410156,346.44818115234375,775.9422607421875,467.7209777832031,cgp-large,mu+lambda,reward,humanoid,1,1500
16,1,215.59487915039062,590.7191772460938,404.19580078125,16,20.563453674316406,16,266.93280029296875,613.08740234375,600.9895629882812,794.9600219726562,374.20222878456116,1687715746.9487107,17114.13671875,-2687.750244140625,600.9895629882812,456.1891784667969,cgp-large,mu+lambda,reward,humanoid,1,1600
17,1,243.44467163085938,595.2905883789062,462.37750244140625,17,20.602455139160156,17,296.57904052734375,659.8380126953125,529.898681640625,738.4835815429688,394.82325315475464,1687715767.569735,128.09852600097656,341.9480895996094,642.153564453125,599.794189453125,cgp-large,mu+lambda,reward,humanoid,1,1700
18,1,255.38778686523438,633.5621948242188,478.00152587890625,18,20.75462532043457,18,318.0894775390625,656.6295166015625,640.0311889648438,533.8223266601562,415.5971064567566,1687715788.3435884,9986.5283203125,-644.515869140625,651.0391235351562,663.205322265625,cgp-large,mu+lambda,reward,humanoid,1,1800
19,1,239.21456909179688,641.6559448242188,463.83123779296875,19,20.601938247680664,19,293.48876953125,728.0645141601562,731.6275024414062,415.2327880859375,436.2180106639862,1687715808.9644926,139.05288696289062,344.59478759765625,683.88427734375,473.6138000488281,cgp-large,mu+lambda,reward,humanoid,1,1900
20,1,242.72206115722656,608.9549560546875,417.48626708984375,20,20.754207611083984,20,309.66217041015625,778.2329711914062,641.8329467773438,884.3820190429688,456.9871349334717,1687715829.7336168,133.54660034179688,349.6365966796875,609.9243774414062,608.9549560546875,cgp-large,mu+lambda,reward,humanoid,1,2000
21,1,234.5251922607422,621.7356567382812,404.31024169921875,21,20.58347511291504,21,280.456298828125,800.0765991210938,492.8852233886719,497.0135498046875,477.58557891845703,1687715850.3320608,9983.8828125,-671.0427856445312,703.86474609375,622.7132568359375,cgp-large,mu+lambda,reward,humanoid,1,2100
22,1,243.34185791015625,646.60546875,500.62213134765625,22,20.76273536682129,22,314.670654296875,696.6583251953125,827.5038452148438,691.4786376953125,498.36451172828674,1687715871.1109936,151.0673065185547,352.2650451660156,653.433837890625,533.962890625,cgp-large,mu+lambda,reward,humanoid,1,2200
23,1,235.6077880859375,663.6388549804688,449.1573181152344,23,20.5810546875,23,317.98492431640625,708.1531372070312,592.50634765625,697.4852905273438,518.963133096695,1687715891.709615,9985.7529296875,-652.8175048828125,667.5200805664062,601.6207275390625,cgp-large,mu+lambda,reward,humanoid,1,2300
24,1,229.33041381835938,640.2449340820312,457.8861999511719,24,20.737749099731445,24,281.295166015625,667.603515625,507.99359130859375,635.5968627929688,539.7210941314697,1687715912.467576,139.2998809814453,330.0888977050781,641.7264404296875,486.1794128417969,cgp-large,mu+lambda,reward,humanoid,1,2400
25,1,255.62451171875,649.2815551757812,418.9151611328125,25,20.587051391601562,25,313.64013671875,662.1681518554688,279.8512878417969,516.970947265625,560.3272950649261,1687715933.073777,9986.4140625,-645.2550048828125,658.0967407226562,346.4659118652344,cgp-large,mu+lambda,reward,humanoid,1,2500
26,1,246.9423370361328,661.5029907226562,436.2279052734375,26,20.736276626586914,26,291.89349365234375,726.8805541992188,576.9100341796875,443.5716857910156,581.0829608440399,1687715953.8294427,9985.27734375,-657.12060546875,667.1688842773438,649.04931640625,cgp-large,mu+lambda,reward,humanoid,1,2600
27,1,219.81784057617188,616.618408203125,383.9341125488281,27,20.565025329589844,27,281.94891357421875,690.80517578125,539.0806884765625,602.830078125,601.6677479743958,1687715974.4142299,9983.947265625,-671.2894287109375,684.543701171875,586.893798828125,cgp-large,mu+lambda,reward,humanoid,1,2700
28,1,255.7498321533203,647.7603759765625,470.5723876953125,28,20.64993667602539,28,322.87384033203125,656.032958984375,722.3955688476562,651.285888671875,622.3373055458069,1687715995.0837874,17121.033203125,-2648.841796875,651.285888671875,660.8158569335938,cgp-large,mu+lambda,reward,humanoid,1,2800
29,1,252.68173217773438,691.6366577148438,451.25921630859375,29,20.481801986694336,29,287.5810546875,728.6307373046875,759.2943725585938,482.9413757324219,642.8385944366455,1687716015.5850763,139.20509338378906,349.7097473144531,696.7031860351562,594.6915893554688,cgp-large,mu+lambda,reward,humanoid,1,2900
30,1,241.1951141357422,647.953857421875,435.52874755859375,30,20.662492752075195,30,294.621826171875,678.6753540039062,528.05859375,643.41162109375,663.5202491283417,1687716036.266731,14048.9873046875,-1661.8841552734375,665.0015258789062,714.3426513671875,cgp-large,mu+lambda,reward,humanoid,1,3000
31,1,233.97962951660156,703.88818359375,484.31951904296875,31,20.581012725830078,31,291.9091491699219,743.5617065429688,718.1497192382812,898.5098876953125,684.1212430000305,1687716056.867725,9986.3056640625,-649.166259765625,709.1613159179688,705.006591796875,cgp-large,mu+lambda,reward,humanoid,1,3100
32,1,250.86570739746094,653.2366943359375,461.3482666015625,32,20.5789794921875,32,293.44036865234375,681.731201171875,653.2366943359375,705.3032836914062,704.7204649448395,1687716077.4669468,145.54861450195312,348.2002258300781,665.044189453125,980.4984130859375,cgp-large,mu+lambda,reward,humanoid,1,3200
33,1,236.21829223632812,696.9562377929688,407.3241882324219,33,20.58365821838379,33,289.5960693359375,698.2816772460938,661.0999145507812,543.4968872070312,725.3249626159668,1687716098.0714445,9985.5458984375,-656.1912841796875,697.6177368164062,696.9562377929688,cgp-large,mu+lambda,reward,humanoid,1,3300
34,1,254.18209838867188,651.82373046875,383.5125732421875,34,20.563358306884766,34,292.9256591796875,785.892822265625,711.864990234375,617.74609375,745.9078695774078,1687716118.6543515,143.46173095703125,350.90234375,684.7379760742188,540.0396728515625,cgp-large,mu+lambda,reward,humanoid,1,3400
35,1,241.6409912109375,684.660400390625,417.7696228027344,35,20.523273468017578,35,290.60577392578125,713.3729858398438,627.610107421875,604.5795288085938,766.4502947330475,1687716139.1967766,157.48512268066406,350.12274169921875,694.5891723632812,774.9229125976562,cgp-large,mu+lambda,reward,humanoid,1,3500
36,1,243.03880310058594,643.2760009765625,468.45709228515625,36,20.60546112060547,36,275.4639892578125,677.5816650390625,584.6635131835938,581.2373046875,787.0739645957947,1687716159.8204465,148.95826721191406,341.6327209472656,654.576171875,674.9447631835938,cgp-large,mu+lambda,reward,humanoid,1,3600
37,1,242.92669677734375,661.0298461914062,362.5345458984375,37,20.482643127441406,37,288.360595703125,691.585693359375,595.4051513671875,554.7447509765625,807.5763850212097,1687716180.322867,9984.48046875,-666.0369873046875,687.318603515625,672.455078125,cgp-large,mu+lambda,reward,humanoid,1,3700
38,1,252.96343994140625,659.9468994140625,420.3342590332031,38,20.609113693237305,38,290.32513427734375,685.5592041015625,468.4613037109375,655.1956787109375,828.2031724452972,1687716200.9496543,146.57614135742188,343.84588623046875,677.3074951171875,537.3804931640625,cgp-large,mu+lambda,reward,humanoid,1,3800
39,1,239.7916717529297,638.4497680664062,500.67974853515625,39,20.477020263671875,39,289.7899169921875,733.4364624023438,629.1607055664062,538.1041870117188,848.6996726989746,1687716221.4461546,14050.8271484375,-1649.8851318359375,661.86083984375,577.4786376953125,cgp-large,mu+lambda,reward,humanoid,1,3900
40,1,259.5691833496094,667.5657958984375,483.763671875,40,20.580690383911133,40,307.15087890625,693.9863891601562,555.3138427734375,656.6929931640625,869.300176858902,1687716242.0466588,144.8760223388672,362.95233154296875,679.6459350585938,639.5215454101562,cgp-large,mu+lambda,reward,humanoid,1,4000
41,1,243.23802185058594,646.8107299804688,471.68408203125,41,20.423904418945312,41,293.0664978027344,707.4434204101562,621.3009033203125,593.470458984375,889.7364296913147,1687716262.4829116,9985.751953125,-653.9873046875,685.5711059570312,609.4385375976562,cgp-large,mu+lambda,reward,humanoid,1,4100
42,1,226.53353881835938,677.8711547851562,415.252685546875,42,20.52579116821289,42,281.3113708496094,698.523681640625,714.0040893554688,750.7174072265625,910.2781174182892,1687716283.0245993,150.6024932861328,339.6480407714844,680.75830078125,698.523681640625,cgp-large,mu+lambda,reward,humanoid,1,4200
43,1,243.85650634765625,648.0855102539062,434.7247009277344,43,20.545116424560547,43,292.3287048339844,718.0787353515625,636.8641357421875,586.4287719726562,930.8417501449585,1687716303.588232,145.61927795410156,348.10516357421875,674.4468994140625,653.9766845703125,cgp-large,mu+lambda,reward,humanoid,1,4300
44,1,235.3617401123047,641.4297485351562,400.5308532714844,44,20.640485763549805,44,292.13690185546875,674.4020385742188,569.8446044921875,607.8487548828125,951.4997363090515,1687716324.2462182,9984.61328125,-665.6654052734375,669.1710815429688,638.1653442382812,cgp-large,mu+lambda,reward,humanoid,1,4400
45,1,240.50318908691406,623.6575927734375,433.4066162109375,45,20.50202751159668,45,290.6498107910156,719.3843994140625,570.028076171875,764.0689086914062,972.0199010372162,1687716344.766383,144.84913635253906,347.0531921386719,638.815185546875,546.4223022460938,cgp-large,mu+lambda,reward,humanoid,1,4500
46,1,231.6371307373047,658.7693481445312,452.040283203125,46,20.61927604675293,46,288.1017150878906,691.802490234375,598.0543823242188,667.89697265625,992.6577270030975,1687716365.404209,150.18637084960938,344.69183349609375,688.8357543945312,712.362060546875,cgp-large,mu+lambda,reward,humanoid,1,4600
47,1,241.03448486328125,631.1436157226562,437.0631408691406,47,20.527502059936523,47,287.8662109375,658.7374877929688,558.2598266601562,536.2650146484375,1013.2028977870941,1687716385.9493797,9985.8642578125,-653.4772338867188,651.2186889648438,629.0709838867188,cgp-large,mu+lambda,reward,humanoid,1,4700
48,1,251.619384765625,676.2999877929688,485.3393859863281,48,20.64325714111328,48,307.37091064453125,787.1044311523438,591.3985595703125,668.3097534179688,1033.8679974079132,1687716406.6144793,9986.9658203125,-642.5634155273438,719.8630981445312,654.726806640625,cgp-large,mu+lambda,reward,humanoid,1,4800
49,1,249.59469604492188,684.8439331054688,410.6973876953125,49,20.453670501708984,49,284.8265075683594,724.2986450195312,672.3150634765625,970.3748168945312,1054.3645708560944,1687716427.1110528,147.97213745117188,348.1003723144531,686.8521728515625,571.9764404296875,cgp-large,mu+lambda,reward,humanoid,1,4900
50,1,234.29974365234375,652.9142456054688,477.6172790527344,50,20.609453201293945,50,292.99346923828125,666.5670166015625,550.3179931640625,553.0972900390625,1075.0086028575897,1687716447.7550848,9985.9873046875,-652.360595703125,656.9354248046875,543.4962768554688,cgp-large,mu+lambda,reward,humanoid,1,5000
51,1,234.19520568847656,667.6972045898438,508.88555908203125,51,20.48906135559082,51,303.12042236328125,693.3584594726562,604.1265258789062,631.7105102539062,1095.5275597572327,1687716468.2740417,9987.17578125,-641.7731323242188,691.2354736328125,678.7907104492188,cgp-large,mu+lambda,reward,humanoid,1,5100
52,1,241.88026428222656,677.7498168945312,505.7615966796875,52,20.6058406829834,52,299.1951904296875,728.2489624023438,609.3529052734375,496.8714599609375,1116.1545090675354,1687716488.900991,14051.8369140625,-1643.1715087890625,688.238037109375,524.3626708984375,cgp-large,mu+lambda,reward,humanoid,1,5200
53,1,259.79364013671875,674.7628784179688,379.9444274902344,53,20.487598419189453,53,296.30975341796875,837.5543212890625,837.5543212890625,500.91534423828125,1136.660941362381,1687716509.4074233,150.2716827392578,352.91796875,682.0859985351562,695.5098266601562,cgp-large,mu+lambda,reward,humanoid,1,5300
54,1,234.58047485351562,744.9133911132812,419.1572570800781,54,20.6273250579834,54,277.82275390625,787.6188354492188,706.2977294921875,768.24658203125,1157.3065333366394,1687716530.0530152,14050.3525390625,-1654.359619140625,755.6068115234375,808.75927734375,cgp-large,mu+lambda,reward,humanoid,1,5400
55,1,226.31451416015625,705.8661499023438,428.1201171875,55,20.43341636657715,55,295.5115966796875,772.0901489257812,638.5751953125,506.8046569824219,1177.757670879364,1687716550.5041528,23834.0703125,-5664.01171875,708.936767578125,468.81854248046875,cgp-large,mu+lambda,reward,humanoid,1,5500
56,1,238.91696166992188,654.21435546875,445.00494384765625,56,20.59345817565918,56,281.55938720703125,677.3284301757812,587.1889038085938,683.0166625976562,1198.369225025177,1687716571.115707,9985.4873046875,-657.0823364257812,664.1401977539062,664.1401977539062,cgp-large,mu+lambda,reward,humanoid,1,5600
57,1,236.28341674804688,640.3436889648438,387.9384765625,57,20.5277156829834,57,290.88836669921875,662.2694091796875,533.4497680664062,570.4629516601562,1218.9154880046844,1687716591.66197,9984.994140625,-660.5863037109375,661.773193359375,601.5567626953125,cgp-large,mu+lambda,reward,humanoid,1,5700
58,1,243.75155639648438,664.9124145507812,435.95758056640625,58,20.69825553894043,58,287.852783203125,666.1075439453125,540.2462158203125,608.1969604492188,1239.6328566074371,1687716612.3793385,152.54183959960938,353.5743408203125,665.4424438476562,701.688720703125,cgp-large,mu+lambda,reward,humanoid,1,5800
59,1,230.41470336914062,696.6084594726562,460.43017578125,59,20.51113510131836,59,278.6490478515625,779.3352661132812,586.5048217773438,784.50732421875,1260.1615626811981,1687716632.9080446,9986.158203125,-652.0757446289062,742.5684814453125,534.0191650390625,cgp-large,mu+lambda,reward,humanoid,1,5900
60,1,263.015380859375,671.5499877929688,500.53900146484375,60,20.699230194091797,60,342.2815246582031,691.8267211914062,762.5144653320312,528.1428833007812,1280.879332780838,1687716653.6258147,14054.2626953125,-1625.3780517578125,675.9720458984375,666.3485717773438,cgp-large,mu+lambda,reward,humanoid,1,6000
61,1,238.740478515625,695.0811157226562,467.836669921875,61,20.50370979309082,61,328.31097412109375,702.1969604492188,694.1453857421875,963.8717041015625,1301.4015967845917,1687716674.1480787,17122.462890625,-2641.59423828125,701.1953125,541.681396484375,cgp-large,mu+lambda,reward,humanoid,1,6100
62,1,242.91053771972656,699.5897827148438,462.8694152832031,62,20.623485565185547,62,317.96405029296875,716.7656860351562,804.1567993164062,620.97509765625,1322.0437886714935,1687716694.7902706,9987.837890625,-634.259521484375,702.74853515625,639.5821533203125,cgp-large,mu+lambda,reward,humanoid,1,6200
63,1,238.84129333496094,692.0886840820312,528.3624877929688,63,20.502544403076172,63,325.24249267578125,717.7228393554688,523.030029296875,755.1727294921875,1342.5638513565063,1687716715.3103333,21879.841796875,-4630.61962890625,703.0755615234375,716.7194213867188,cgp-large,mu+lambda,reward,humanoid,1,6300
64,1,257.8709411621094,652.56201171875,452.3690490722656,64,20.54347038269043,64,301.5447692871094,692.3888549804688,555.3858642578125,795.125,1363.193856716156,1687716735.9403386,9987.376953125,-637.366943359375,670.6016235351562,563.6292724609375,cgp-large,mu+lambda,reward,humanoid,1,6400
65,1,222.93746948242188,656.1780395507812,473.7313232421875,65,20.44072914123535,65,279.39794921875,748.401123046875,623.8521728515625,629.0541381835938,1383.7184174060822,1687716756.4648993,23834.763671875,-5661.38232421875,663.4124145507812,512.3602905273438,cgp-large,mu+lambda,reward,humanoid,1,6500
66,1,248.46060180664062,682.1951904296875,444.8641357421875,66,20.57771873474121,66,282.6766052246094,766.6968994140625,458.4413146972656,578.2345581054688,1404.321863412857,1687716777.0683453,153.83763122558594,353.4377746582031,690.629638671875,529.154541015625,cgp-large,mu+lambda,reward,humanoid,1,6600
67,1,237.5658416748047,693.4398193359375,451.61517333984375,67,20.501436233520508,67,281.673095703125,779.6404418945312,550.6934204101562,692.6362915039062,1424.8460984230042,1687716797.5925803,162.24578857421875,348.7943420410156,731.4566040039062,611.505615234375,cgp-large,mu+lambda,reward,humanoid,1,6700
68,1,239.6082763671875,678.3101806640625,408.7010192871094,68,20.567468643188477,68,286.15826416015625,702.134033203125,582.6199340820312,610.3485107421875,1445.4330959320068,1687716818.1795778,14050.478515625,-1653.0321044921875,699.1442260742188,862.8662719726562,cgp-large,mu+lambda,reward,humanoid,1,6800
69,1,251.52105712890625,709.7372436523438,474.02642822265625,69,20.49124526977539,69,301.8312072753906,766.1656494140625,766.1656494140625,697.0888671875,1465.9453744888306,1687716838.6918564,14052.716796875,-1637.377197265625,720.072509765625,693.2816162109375,cgp-large,mu+lambda,reward,humanoid,1,6900
70,1,241.85951232910156,706.4467163085938,391.522705078125,70,20.537246704101562,70,278.111083984375,739.1378173828125,607.5018310546875,848.4446411132812,1486.5038545131683,1687716859.2503364,9985.4169921875,-659.0221557617188,709.0882568359375,665.223388671875,cgp-large,mu+lambda,reward,humanoid,1,7000
71,1,240.77389526367188,714.8087158203125,440.4625549316406,71,20.493398666381836,71,280.8207702636719,774.4741821289062,554.735107421875,690.3130493164062,1507.0156347751617,1687716879.7621167,158.1887969970703,352.0597229003906,741.7448120117188,592.1864013671875,cgp-large,mu+lambda,reward,humanoid,1,7100
72,1,236.66050720214844,704.3758544921875,418.152587890625,72,20.58744239807129,72,291.28668212890625,733.406982421875,742.6765747070312,561.9899291992188,1527.6239557266235,1687716900.3704376,14050.927734375,-1649.79931640625,721.42578125,637.938720703125,cgp-large,mu+lambda,reward,humanoid,1,7200
73,1,223.93861389160156,687.5918579101562,531.442138671875,73,20.50156593322754,73,322.2319641113281,744.014892578125,573.9602661132812,494.459716796875,1548.1452028751373,1687716920.8916848,14053.6796875,-1631.25048828125,701.0831298828125,701.3876953125,cgp-large,mu+lambda,reward,humanoid,1,7300
74,1,251.0586395263672,688.97412109375,425.23907470703125,74,20.58711814880371,74,284.2996826171875,727.9694213867188,720.9960327148438,645.2057495117188,1568.7534301280975,1687716941.499912,159.67645263671875,351.8084716796875,720.264892578125,693.0709228515625,cgp-large,mu+lambda,reward,humanoid,1,7400
75,1,233.4711456298828,685.8255615234375,386.73236083984375,75,20.506656646728516,75,278.44989013671875,839.7216796875,448.8627014160156,839.7216796875,1589.279750585556,1687716962.0262325,156.59825134277344,341.8260803222656,726.6588134765625,737.8963623046875,cgp-large,mu+lambda,reward,humanoid,1,7500
76,1,240.25889587402344,708.4160766601562,450.03765869140625,76,20.608564376831055,76,287.9816589355469,749.7277221679688,749.7277221679688,648.1926879882812,1609.9058005809784,1687716982.6522825,9986.8369140625,-644.96484375,713.9503784179688,684.6084594726562,cgp-large,mu+lambda,reward,humanoid,1,7600
77,1,226.8865966796875,679.7698974609375,474.53253173828125,77,20.5234432220459,77,305.794921875,873.2765502929688,679.2465209960938,590.9963989257812,1630.4480259418488,1687717003.1945078,14051.83203125,-1644.0633544921875,768.9331665039062,576.7175903320312,cgp-large,mu+lambda,reward,humanoid,1,7700
78,1,223.84877014160156,701.87646484375,482.6999206542969,78,20.690109252929688,78,326.32940673828125,818.0748291015625,820.9105834960938,541.956298828125,1651.15700173378,1687717023.9034836,165.44435119628906,366.1168518066406,780.0345458984375,644.20751953125,cgp-large,mu+lambda,reward,humanoid,1,7800
79,1,241.99530029296875,716.5093994140625,415.6585693359375,79,20.460573196411133,79,298.4168395996094,754.0049438476562,754.0049438476562,719.6609497070312,1671.6650130748749,1687717044.411495,169.67630004882812,357.4073486328125,729.6467895507812,492.45892333984375,cgp-large,mu+lambda,reward,humanoid,1,7900
80,1,241.66636657714844,705.941650390625,467.3640441894531,80,20.59018898010254,80,289.30596923828125,748.0494384765625,638.3009643554688,700.9165649414062,1692.321669101715,1687717065.068151,17121.27734375,-2648.6103515625,708.9639282226562,674.9575805664062,cgp-large,mu+lambda,reward,humanoid,1,8000
81,1,246.88479614257812,767.4241333007812,487.9609375,81,20.470685958862305,81,320.1307067871094,830.0979614257812,767.4241333007812,689.9681396484375,1712.8445889949799,1687717085.591071,17125.15625,-2627.10546875,790.5255126953125,485.7085266113281,cgp-large,mu+lambda,reward,humanoid,1,8100
82,1,223.5305633544922,727.7376098632812,373.3798828125,82,20.631031036376953,82,261.308349609375,750.5823364257812,597.9938354492188,729.6994018554688,1733.523729801178,1687717106.2702117,165.73858642578125,334.56256103515625,730.0328979492188,739.9444580078125,cgp-large,mu+lambda,reward,humanoid,1,8200
83,1,236.9890594482422,711.2432861328125,412.61041259765625,83,20.474170684814453,83,278.65399169921875,755.6455688476562,641.4207763671875,739.5039672851562,1754.0466458797455,1687717126.7931278,14050.705078125,-1652.1702880859375,739.5039672851562,782.1069946289062,cgp-large,mu+lambda,reward,humanoid,1,8300
84,1,247.53292846679688,799.94140625,529.8338623046875,84,20.598825454711914,84,321.4983215332031,815.489013671875,675.9563598632812,885.0503540039062,1774.6927027702332,1687717147.4391847,14054.67578125,-1624.6468505859375,813.9534912109375,505.3667907714844,cgp-large,mu+lambda,reward,humanoid,1,8400
85,1,254.21083068847656,756.7266235351562,516.3453369140625,85,20.534204483032227,85,287.469482421875,825.6494140625,707.8744506835938,562.5496215820312,1795.2743899822235,1687717168.0208719,174.7220001220703,373.8818664550781,788.6372680664062,865.8255004882812,cgp-large,mu+lambda,reward,humanoid,1,8500
86,1,242.510009765625,727.302978515625,425.1324462890625,86,20.502056121826172,86,299.4874572753906,791.6678466796875,703.2481689453125,626.9706420898438,1815.8269302845001,1687717188.5734122,170.14271545410156,365.691162109375,751.8250732421875,617.4422607421875,cgp-large,mu+lambda,reward,humanoid,1,8600
87,1,232.75978088378906,736.2875366210938,428.9701843261719,87,20.56766128540039,87,302.7615051269531,786.4075927734375,780.2841186523438,585.787353515625,1836.414532661438,1687717209.1610146,17122.060546875,-2645.076416015625,749.2835083007812,607.722412109375,cgp-large,mu+lambda,reward,humanoid,1,8700
88,1,227.05947875976562,684.4446411132812,526.012939453125,88,20.49359893798828,88,302.43109130859375,737.5899047851562,728.4854736328125,534.27685546875,1856.9288592338562,1687717229.6753411,167.50347900390625,366.48291015625,703.321533203125,562.65869140625,cgp-large,mu+lambda,reward,humanoid,1,8800
89,1,230.74989318847656,706.008544921875,476.60888671875,89,20.58614158630371,89,309.4460144042969,794.9522094726562,794.9522094726562,480.359375,1877.5354764461517,1687717250.2819583,9987.912109375,-635.594970703125,726.9900512695312,704.7219848632812,cgp-large,mu+lambda,reward,humanoid,1,8900
90,1,220.74658203125,707.808837890625,470.49713134765625,90,20.511770248413086,90,322.417724609375,814.3438110351562,701.3334350585938,599.64208984375,1898.0671200752258,1687717270.813602,14053.4033203125,-1633.390625,796.2613525390625,1026.2869873046875,cgp-large,mu+lambda,reward,humanoid,1,9000
91,1,230.55947875976562,691.04443359375,474.8656311035156,91,20.640705108642578,91,321.76055908203125,707.2874755859375,494.819580078125,573.802734375,1918.728039264679,1687717291.4745212,23838.603515625,-5646.06982421875,696.1485595703125,691.04443359375,cgp-large,mu+lambda,reward,humanoid,1,9100
92,1,236.36932373046875,755.5112915039062,521.9722900390625,92,20.55508804321289,92,335.7538757324219,890.2465209960938,657.530029296875,539.242431640625,1939.3039321899414,1687717312.050414,175.49398803710938,383.7769775390625,763.3096923828125,461.3995056152344,cgp-large,mu+lambda,reward,humanoid,1,9200
