,training.generation,training.fitness_mean,_timestamp,training.fitness_1q,training.fitness_3q,training.top_k_fit.top_0_fit,_step,training.fitness_median,training.evaluation_time,training.fitness_std,training.top_k_fit.top_1_fit,_runtime,training.run_id,training.top_k_fit.top_2_fit,solver,ea,environment,seed
484,484,473.0260009765625,1686926526.410702,1025.55517578125,68.5115966796875,1146.5982666015625,484,189.6321258544922,2.0415871143341064,469.0080871582031,1145.670166015625,1017.6223480701447,0,1144.2723388671875,cgp,mu+lambda,hopper,9
485,485,425.1092529296875,1686926528.470936,1064.18994140625,57.523277282714844,1158.5926513671875,485,138.01321411132812,2.0448875427246094,466.77105712890625,1156.9083251953125,1019.6825821399689,0,1144.9398193359375,cgp,mu+lambda,hopper,9
486,486,-551.2328491210938,1686926530.5316741,1054.922119140625,43.01024627685547,1145.9498291015625,486,123.01519775390625,2.0447793006896973,10006.22265625,1142.248291015625,1021.7433202266693,0,1139.1083984375,cgp,mu+lambda,hopper,9
487,487,501.2899169921875,1686926532.5916667,1070.324951171875,84.45079803466797,1152.3646240234375,487,196.09255981445312,2.0452845096588135,469.5902099609375,1146.0013427734375,1023.8033127784729,0,1144.8482666015625,cgp,mu+lambda,hopper,9
488,488,449.2166442871094,1686926534.6538615,1019.6302490234375,63.58952331542969,1147.2825927734375,488,204.07867431640625,2.0467007160186768,455.9394226074219,1146.6483154296875,1025.8655076026917,0,1139.572265625,cgp,mu+lambda,hopper,9
489,489,-532.7260131835938,1686926536.714467,1049.014404296875,54.11381530761719,1156.4560546875,489,181.40402221679688,2.044877290725708,10007.8232421875,1143.9110107421875,1027.926113128662,0,1140.177734375,cgp,mu+lambda,hopper,9
490,490,396.5330505371094,1686926538.7700076,998.5671997070312,93.28025817871094,1158.853515625,490,164.40078735351562,2.040745973587036,429.2196350097656,1151.7752685546875,1029.9816536903381,0,1141.7633056640625,cgp,mu+lambda,hopper,9
491,491,469.2459411621094,1686926540.8259258,1020.1087646484375,66.94703674316406,1154.2645263671875,491,178.30844116210938,2.040787696838379,473.0058288574219,1152.4808349609375,1032.0375719070435,0,1148.1912841796875,cgp,mu+lambda,hopper,9
492,492,468.81097412109375,1686926542.8813293,1024.90283203125,71.51087951660156,1153.119873046875,492,226.14486694335938,2.0404672622680664,458.6791687011719,1142.4107666015625,1034.0929753780365,0,1136.7236328125,cgp,mu+lambda,hopper,9
493,493,430.06195068359375,1686926544.937518,1027.0277099609375,61.549659729003906,1157.3780517578125,493,147.6824951171875,2.0415267944335938,463.0072326660156,1153.9632568359375,1036.1491639614105,0,1140.9901123046875,cgp,mu+lambda,hopper,9
494,494,414.6009216308594,1686926546.9897482,1032.8118896484375,62.312435150146484,1147.912841796875,494,135.06512451171875,2.037895917892456,453.3074645996094,1144.5806884765625,1038.2013943195343,0,1140.4384765625,cgp,mu+lambda,hopper,9
495,495,443.16717529296875,1686926549.0420158,1046.5584716796875,68.5152587890625,1145.941650390625,495,161.43304443359375,2.0367274284362793,469.0390930175781,1145.2239990234375,1040.2536618709564,0,1141.4381103515625,cgp,mu+lambda,hopper,9
496,496,467.1270446777344,1686926551.0972552,1039.494873046875,55.95499038696289,1155.5338134765625,496,161.9889373779297,2.0395667552948,471.9513244628906,1146.715576171875,1042.308901309967,0,1142.685791015625,cgp,mu+lambda,hopper,9
497,497,526.6552124023438,1686926553.152492,1046.7994384765625,82.54804992675781,1147.5372314453125,497,293.4091796875,2.039271831512451,461.35345458984375,1145.863037109375,1044.3641381263733,0,1132.3134765625,cgp,mu+lambda,hopper,9
498,498,438.1219787597656,1686926555.2086089,1028.7158203125,57.39463806152344,1150.4866943359375,498,171.26373291015625,2.0401039123535156,454.6744689941406,1150.2359619140625,1046.420254945755,0,1145.31201171875,cgp,mu+lambda,hopper,9
499,499,439.57147216796875,1686926557.2639675,1004.479248046875,61.90641403198242,1143.244140625,499,203.0960693359375,2.038632392883301,446.9171447753906,1140.1314697265625,1048.4756135940552,0,1139.184814453125,cgp,mu+lambda,hopper,9
500,500,485.4534912109375,1686926559.3206472,1008.861328125,81.41707611083984,1150.183349609375,500,236.52500915527344,2.0411033630371094,457.4951171875,1144.3546142578125,1050.5322933197021,0,1135.637451171875,cgp,mu+lambda,hopper,9
501,501,491.12359619140625,1686926561.3773053,1039.3104248046875,82.2661361694336,1147.10595703125,501,238.47633361816406,2.0407533645629883,458.9828796386719,1135.2716064453125,1052.5889513492584,0,1134.78271484375,cgp,mu+lambda,hopper,9
502,502,465.2823181152344,1686926563.4295032,1049.292236328125,63.28582000732422,1154.00390625,502,171.73800659179688,2.0379528999328613,476.2459716796875,1152.636474609375,1054.6411492824554,0,1151.7752685546875,cgp,mu+lambda,hopper,9
503,503,504.1412048339844,1686926565.4847062,1046.23779296875,81.40276336669922,1162.6536865234375,503,230.7849884033203,2.0395047664642334,467.09136962890625,1152.2618408203125,1056.6963522434235,0,1147.9215087890625,cgp,mu+lambda,hopper,9
504,504,480.4469909667969,1686926567.5395544,1029.1419677734375,71.62898254394531,1143.777587890625,504,198.5841064453125,2.0396032333374023,459.3409423828125,1142.590576171875,1058.7512004375458,0,1141.7723388671875,cgp,mu+lambda,hopper,9
505,505,465.74554443359375,1686926569.6703415,1025.652099609375,71.82152557373047,1161.1322021484375,505,167.90908813476562,2.107579231262207,464.9319763183594,1135.7723388671875,1060.8819875717163,0,1135.2615966796875,cgp,mu+lambda,hopper,9
506,506,440.2364807128906,1686926571.7058976,1041.2576904296875,75.35679626464844,1153.2852783203125,506,177.3972625732422,2.012640953063965,456.3900451660156,1147.89013671875,1062.9175436496735,0,1147.880126953125,cgp,mu+lambda,hopper,9
507,507,483.822021484375,1686926573.855886,1054.280517578125,78.37068176269531,1152.888916015625,507,235.17782592773438,2.1207902431488037,464.80755615234375,1144.5699462890625,1065.0675320625305,0,1141.6107177734375,cgp,mu+lambda,hopper,9
508,508,495.3560791015625,1686926575.9796743,1063.4368896484375,60.22410202026367,1152.9261474609375,508,224.46218872070312,2.1022655963897705,475.39495849609375,1148.1663818359375,1067.1913204193115,0,1147.8153076171875,cgp,mu+lambda,hopper,9
509,509,481.03997802734375,1686926578.0137258,1055.4454345703125,75.69044494628906,1149.602294921875,509,208.84722900390625,2.0146591663360596,462.827392578125,1141.206787109375,1069.225371837616,0,1140.963134765625,cgp,mu+lambda,hopper,9
510,510,437.8921813964844,1686926580.057922,1018.139892578125,69.44320678710938,1151.310791015625,510,179.8022003173828,2.0239005088806152,454.3100280761719,1149.34326171875,1071.2695679664612,0,1144.4761962890625,cgp,mu+lambda,hopper,9
511,511,432.70819091796875,1686926582.1665993,1000.3634643554688,67.83071899414062,1144.931640625,511,171.1646728515625,2.091632604598999,453.0879211425781,1143.208984375,1073.3782453536987,0,1139.37109375,cgp,mu+lambda,hopper,9
512,512,517.0319213867188,1686926584.2650547,1065.662353515625,84.41485595703125,1154.207763671875,512,234.42066955566406,2.077282190322876,463.9494323730469,1149.93701171875,1075.4767007827759,0,1149.5916748046875,cgp,mu+lambda,hopper,9
513,513,513.0006103515625,1686926586.287255,1065.1436767578125,56.46824645996094,1157.00537109375,513,220.85565185546875,2.006622552871704,483.30889892578125,1156.9688720703125,1077.498901128769,0,1147.4600830078125,cgp,mu+lambda,hopper,9
514,514,453.5946044921875,1686926588.2926424,1051.912109375,50.8787956237793,1153.0294189453125,514,179.8460693359375,1.9912070035934448,468.7307434082031,1147.1363525390625,1079.5042884349823,0,1144.7470703125,cgp,mu+lambda,hopper,9
515,515,509.1751403808594,1686926590.3081248,1054.2479248046875,78.88128662109375,1155.0562744140625,515,234.744873046875,2.001152515411377,466.90264892578125,1143.49560546875,1081.519770860672,0,1143.127197265625,cgp,mu+lambda,hopper,9
516,516,429.9152526855469,1686926592.3318024,1024.0078125,55.79601287841797,1146.0738525390625,516,150.05252075195312,2.009967088699341,458.863037109375,1144.325927734375,1083.5434484481812,0,1134.8155517578125,cgp,mu+lambda,hopper,9
517,517,508.22711181640625,1686926594.3599012,1026.66064453125,77.05917358398438,1156.7884521484375,517,218.0595703125,2.014615774154663,468.2564392089844,1145.165771484375,1085.5715472698212,0,1126.5906982421875,cgp,mu+lambda,hopper,9
518,518,567.3815307617188,1686926596.3862596,1079.207275390625,114.7884521484375,1144.9390869140625,518,469.75970458984375,2.0125715732574463,454.37939453125,1139.44091796875,1087.5979056358337,0,1137.6466064453125,cgp,mu+lambda,hopper,9
519,519,438.02532958984375,1686926598.4164884,1035.003173828125,56.00370788574219,1153.450927734375,519,174.6206817626953,2.0162432193756104,458.40826416015625,1143.0655517578125,1089.6281344890594,0,1141.7625732421875,cgp,mu+lambda,hopper,9
520,520,534.0741577148438,1686926600.4474218,1070.974853515625,70.86569213867188,1156.9261474609375,520,323.31072998046875,2.016202926635742,475.04364013671875,1153.0396728515625,1091.6590678691864,0,1151.451171875,cgp,mu+lambda,hopper,9
521,521,488.26007080078125,1686926602.478675,1064.586669921875,84.85298919677734,1159.489990234375,521,196.67271423339844,2.0173394680023193,463.0541687011719,1143.7227783203125,1093.690320968628,0,1137.1224365234375,cgp,mu+lambda,hopper,9
522,522,433.3280029296875,1686926604.5077724,1036.53662109375,62.37130355834961,1140.0594482421875,522,150.90505981445312,2.0150046348571777,459.3860778808594,1136.8131103515625,1095.7194185256958,0,1136.404296875,cgp,mu+lambda,hopper,9
523,523,480.7545166015625,1686926606.5395172,1049.1278076171875,71.23274993896484,1138.3544921875,523,189.79812622070312,2.0166866779327393,480.48394775390625,1136.9482421875,1097.7511632442474,0,1136.4822998046875,cgp,mu+lambda,hopper,9
524,524,479.8178405761719,1686926608.57176,1038.13916015625,74.41950225830078,1156.5941162109375,524,233.26551818847656,2.0190417766571045,465.371337890625,1154.3260498046875,1099.7834060192108,0,1147.480224609375,cgp,mu+lambda,hopper,9
525,525,444.98968505859375,1686926610.6052408,1027.1531982421875,88.56208801269531,1153.1722412109375,525,176.5657501220703,2.0199737548828125,455.8107604980469,1147.918212890625,1101.8168869018555,0,1142.987060546875,cgp,mu+lambda,hopper,9
526,526,452.4646911621094,1686926612.6336558,1062.04736328125,80.97962188720703,1147.402587890625,526,193.11224365234375,2.0138731002807617,451.44268798828125,1146.21240234375,1103.8453018665314,0,1144.1732177734375,cgp,mu+lambda,hopper,9
527,527,483.2320861816406,1686926614.66747,1002.7147216796875,83.63085174560547,1153.7120361328125,527,251.4384307861328,2.0189766883850098,450.47454833984375,1145.805908203125,1105.8791160583496,0,1141.27001953125,cgp,mu+lambda,hopper,9
528,528,473.4588928222656,1686926616.694418,1045.39306640625,78.84483337402344,1151.0172119140625,528,189.0401611328125,2.0132882595062256,457.2828063964844,1145.2744140625,1107.9060640335083,0,1137.17724609375,cgp,mu+lambda,hopper,9
529,529,468.7535095214844,1686926618.7211494,1055.90185546875,64.00582885742188,1154.4708251953125,529,137.04336547851562,2.0129332542419434,476.2308654785156,1143.833984375,1109.9327955245972,0,1139.2545166015625,cgp,mu+lambda,hopper,9
530,530,600.7423095703125,1686926620.7498555,1094.6898193359375,77.09871673583984,1156.0,530,781.134765625,2.0145606994628906,482.91851806640625,1151.2254638671875,1111.9615015983582,0,1151.1241455078125,cgp,mu+lambda,hopper,9
531,531,464.8688049316406,1686926622.7784574,1026.522705078125,69.37854766845703,1160.5185546875,531,173.21490478515625,2.0149946212768555,461.8839111328125,1148.08349609375,1113.9901034832,0,1144.1298828125,cgp,mu+lambda,hopper,9
532,532,499.65875244140625,1686926624.8070045,1034.4998779296875,93.97249603271484,1151.0169677734375,532,272.257080078125,2.014681100845337,447.056884765625,1142.9449462890625,1116.0186505317688,0,1142.6466064453125,cgp,mu+lambda,hopper,9
533,533,490.39202880859375,1686926626.832795,1090.0196533203125,85.26769256591797,1156.6593017578125,533,251.35125732421875,2.0122604370117188,462.0445556640625,1150.0577392578125,1118.044440984726,0,1148.388671875,cgp,mu+lambda,hopper,9
534,534,493.5721130371094,1686926628.858958,1023.320556640625,77.90634155273438,1145.220947265625,534,206.0447998046875,2.010798454284668,467.6246643066406,1142.914794921875,1120.0706040859222,0,1141.0203857421875,cgp,mu+lambda,hopper,9
535,535,478.240234375,1686926630.887818,1038.34130859375,85.91545104980469,1147.2508544921875,535,206.33802795410156,2.014756679534912,454.9820556640625,1141.8294677734375,1122.0994641780853,0,1141.5064697265625,cgp,mu+lambda,hopper,9
536,536,477.70733642578125,1686926632.9167938,1059.62109375,58.09303283691406,1162.2620849609375,536,188.80458068847656,2.0149149894714355,474.2431945800781,1146.01171875,1124.1284399032593,0,1142.422119140625,cgp,mu+lambda,hopper,9
537,537,448.97216796875,1686926634.9448252,1018.9215087890625,64.1143798828125,1141.9425048828125,537,174.56898498535156,2.0140910148620605,458.32275390625,1138.288818359375,1126.1564712524414,0,1135.115478515625,cgp,mu+lambda,hopper,9
538,538,-534.8012084960938,1686926636.9802444,1012.18994140625,67.82675170898438,1140.797119140625,538,203.70957946777344,2.0176539421081543,10007.0244140625,1139.3709716796875,1128.1918904781342,0,1131.6429443359375,cgp,mu+lambda,hopper,9
539,539,438.2269287109375,1686926639.0152848,1063.0218505859375,63.17386245727539,1145.2354736328125,539,157.2572021484375,2.016143560409546,465.364013671875,1144.3641357421875,1130.2269308567047,0,1144.3499755859375,cgp,mu+lambda,hopper,9
540,540,540.8255615234375,1686926641.0528424,1050.5302734375,76.62129211425781,1160.8414306640625,540,323.2088928222656,2.0169572830200195,467.0378112792969,1156.3719482421875,1132.2644884586334,0,1156.331298828125,cgp,mu+lambda,hopper,9
541,541,469.04998779296875,1686926643.0894494,1055.1177978515625,81.51968383789062,1152.38720703125,541,198.03353881835938,2.0165200233459473,451.432861328125,1148.1943359375,1134.3010954856873,0,1138.4559326171875,cgp,mu+lambda,hopper,9
542,542,407.9481201171875,1686926645.122124,1033.307861328125,58.592105865478516,1146.4779052734375,542,145.30569458007812,2.0135152339935303,461.0614318847656,1146.3306884765625,1136.3337700366974,0,1142.0953369140625,cgp,mu+lambda,hopper,9
543,543,437.4859313964844,1686926647.157769,1027.9716796875,62.99404525756836,1154.520263671875,543,167.59201049804688,2.015698194503784,458.1341247558594,1140.8525390625,1138.3694150447845,0,1135.7591552734375,cgp,mu+lambda,hopper,9
544,544,484.839599609375,1686926649.4795456,1043.5611572265625,56.743377685546875,1150.1273193359375,544,196.77444458007812,2.302771806716919,474.5450439453125,1148.895751953125,1140.6911916732788,0,1137.014404296875,cgp,mu+lambda,hopper,9
545,545,440.5218200683594,1686926651.9359117,1013.6067504882812,72.44068908691406,1158.938720703125,545,178.3428497314453,2.4360878467559814,451.7339782714844,1142.96728515625,1143.1475577354431,0,1141.1795654296875,cgp,mu+lambda,hopper,9
546,546,-523.1880493164062,1686926654.2371812,1038.47119140625,85.04071044921875,1157.8631591796875,546,228.86981201171875,2.284611701965332,10007.82421875,1148.7789306640625,1145.4488272666931,0,1139.1907958984375,cgp,mu+lambda,hopper,9
547,547,542.2266235351562,1686926656.468431,1074.3173828125,71.01588439941406,1162.034423828125,547,297.97259521484375,2.214667797088623,486.23876953125,1147.0035400390625,1147.6800770759583,0,1146.2266845703125,cgp,mu+lambda,hopper,9
548,548,456.5535888671875,1686926658.6695085,1081.9200439453125,68.04071807861328,1158.7205810546875,548,197.24655151367188,2.1851377487182617,468.4458923339844,1150.582275390625,1149.881154537201,0,1144.2078857421875,cgp,mu+lambda,hopper,9
549,549,515.635498046875,1686926660.8101122,1065.047119140625,72.10040283203125,1145.356201171875,549,220.26361083984375,2.1225805282592773,482.2136535644531,1145.0877685546875,1152.0217583179474,0,1142.9052734375,cgp,mu+lambda,hopper,9
550,550,461.7313232421875,1686926662.9438164,1052.5130615234375,71.77474975585938,1154.326416015625,550,187.84872436523438,2.118225336074829,466.6985778808594,1148.5897216796875,1154.1554625034332,0,1140.343505859375,cgp,mu+lambda,hopper,9
551,551,462.1155090332031,1686926665.0393848,1057.8173828125,58.135215759277344,1153.8768310546875,551,117.0592269897461,2.0789785385131836,480.9502868652344,1148.8890380859375,1156.251030921936,0,1146.798828125,cgp,mu+lambda,hopper,9
552,552,413.1204528808594,1686926667.1973457,1058.4869384765625,49.35710144042969,1142.4249267578125,552,139.15365600585938,2.1325395107269287,469.0804138183594,1136.8497314453125,1158.4089918136597,0,1131.07421875,cgp,mu+lambda,hopper,9
553,553,441.61834716796875,1686926669.425208,1038.2572021484375,81.62657165527344,1152.1981201171875,553,161.13223266601562,2.200944185256958,460.4617919921875,1147.9058837890625,1160.636854171753,0,1143.8406982421875,cgp,mu+lambda,hopper,9
554,554,469.59796142578125,1686926671.650113,1029.426025390625,75.1591796875,1150.7333984375,554,158.8677215576172,2.2023160457611084,466.5387878417969,1150.3533935546875,1162.861759185791,0,1138.1539306640625,cgp,mu+lambda,hopper,9
555,555,493.0038146972656,1686926673.8612268,1025.984619140625,74.08872985839844,1147.41259765625,555,211.4219970703125,2.189729690551758,461.324462890625,1145.4727783203125,1165.072872877121,0,1142.2869873046875,cgp,mu+lambda,hopper,9
556,556,516.0089721679688,1686926675.9818327,1058.6702880859375,63.67210388183594,1165.2862548828125,556,207.74966430664062,2.0875790119171143,480.8815612792969,1152.223876953125,1167.1934788227081,0,1142.7467041015625,cgp,mu+lambda,hopper,9
557,557,484.0322570800781,1686926678.0480266,1049.6683349609375,70.85610961914062,1160.9425048828125,557,217.0558624267578,2.050011396408081,463.4302978515625,1157.445556640625,1169.2596726417542,0,1152.1475830078125,cgp,mu+lambda,hopper,9
558,558,437.0294494628906,1686926680.1160922,1006.9205322265625,82.60962677001953,1149.1243896484375,558,207.417236328125,2.053145408630371,437.96734619140625,1148.7322998046875,1171.3277382850647,0,1146.4749755859375,cgp,mu+lambda,hopper,9
559,559,407.6754150390625,1686926682.1895797,995.5709228515625,55.321598052978516,1156.0986328125,559,116.50248718261719,2.0577850341796875,457.2780456542969,1152.5926513671875,1173.4012258052826,0,1150.33935546875,cgp,mu+lambda,hopper,9
560,560,512.6023559570312,1686926684.2712727,1058.7379150390625,52.21977233886719,1155.8538818359375,560,272.9507751464844,2.0652103424072266,487.1138000488281,1149.255859375,1175.4829187393188,0,1148.4195556640625,cgp,mu+lambda,hopper,9
561,561,534.0033569335938,1686926686.3328018,1066.0330810546875,59.788387298583984,1155.9471435546875,561,276.3240051269531,2.044903516769409,487.3136901855469,1134.030517578125,1177.5444478988647,0,1133.525146484375,cgp,mu+lambda,hopper,9
562,562,488.19842529296875,1686926688.4247944,1059.646240234375,67.52320861816406,1146.93212890625,562,195.66839599609375,2.0752060413360596,477.3637390136719,1145.9014892578125,1179.6364405155182,0,1142.412841796875,cgp,mu+lambda,hopper,9
563,563,490.5181884765625,1686926690.5358765,1075.17626953125,77.1205062866211,1153.5506591796875,563,190.484375,2.0958049297332764,467.446044921875,1152.29150390625,1181.7475225925446,0,1147.0447998046875,cgp,mu+lambda,hopper,9
564,564,540.6096801757812,1686926692.5929515,1094.231201171875,74.16968536376953,1163.435791015625,564,235.34365844726562,2.0422685146331787,479.311767578125,1155.419921875,1183.8045976161957,0,1151.8902587890625,cgp,mu+lambda,hopper,9
565,565,484.3040466308594,1686926694.6464808,1061.979248046875,75.17771911621094,1152.7760009765625,565,178.75933837890625,2.038123369216919,471.52301025390625,1150.1339111328125,1185.8581268787384,0,1143.759033203125,cgp,mu+lambda,hopper,9
566,566,449.0498352050781,1686926696.699387,1020.087646484375,64.4218521118164,1152.1199951171875,566,170.79405212402344,2.0398576259613037,471.1869812011719,1151.8538818359375,1187.911033153534,0,1145.4979248046875,cgp,mu+lambda,hopper,9
567,567,562.7584838867188,1686926698.75297,1057.441162109375,76.81733703613281,1151.0577392578125,567,313.9216003417969,2.0399956703186035,482.24224853515625,1149.9560546875,1189.964616060257,0,1147.1422119140625,cgp,mu+lambda,hopper,9
568,568,450.06787109375,1686926700.8109097,1065.743896484375,50.41270446777344,1153.6207275390625,568,146.89419555664062,2.0440938472747803,475.95574951171875,1149.3031005859375,1192.0225558280945,0,1146.982421875,cgp,mu+lambda,hopper,9
569,569,510.9466247558594,1686926702.8617382,1066.2197265625,56.940738677978516,1153.2442626953125,569,256.37030029296875,2.0372047424316406,488.53509521484375,1152.712890625,1194.0733842849731,0,1148.2730712890625,cgp,mu+lambda,hopper,9
570,570,433.518310546875,1686926704.916666,1061.78564453125,54.760955810546875,1138.4456787109375,570,177.83740234375,2.0411906242370605,459.0232238769531,1138.379150390625,1196.1283121109009,0,1138.0584716796875,cgp,mu+lambda,hopper,9
571,571,401.57476806640625,1686926706.9671974,1015.361328125,60.34434509277344,1162.8470458984375,571,134.29678344726562,2.0371944904327393,457.4082946777344,1155.5491943359375,1198.17884349823,0,1153.959716796875,cgp,mu+lambda,hopper,9
572,572,-392.05859375,1686926709.0188377,1071.561767578125,103.20159149169922,1154.5777587890625,572,730.7493896484375,2.0377774238586426,10021.4267578125,1147.9732666015625,1200.2304837703705,0,1138.7801513671875,cgp,mu+lambda,hopper,9
573,573,-511.4700927734375,1686926711.078972,1053.56494140625,62.55096435546875,1167.1805419921875,573,219.7869415283203,2.046082019805908,10010.04296875,1153.26025390625,1202.2906181812286,0,1144.9630126953125,cgp,mu+lambda,hopper,9
574,574,562.7029418945312,1686926713.1315157,1068.5438232421875,81.09310150146484,1160.5457763671875,574,487.0108947753906,2.0399601459503174,471.19970703125,1154.81494140625,1204.3431618213654,0,1149.9295654296875,cgp,mu+lambda,hopper,9
575,575,503.7176513671875,1686926715.1856089,1081.977294921875,81.13582611083984,1157.56689453125,575,241.86984252929688,2.040565013885498,467.90789794921875,1137.206298828125,1206.3972549438477,0,1125.3040771484375,cgp,mu+lambda,hopper,9
576,576,482.7033386230469,1686926717.2384233,1062.89208984375,66.64605712890625,1148.3175048828125,576,224.86111450195312,2.0391252040863037,469.65057373046875,1145.193115234375,1208.4500694274902,0,1141.6282958984375,cgp,mu+lambda,hopper,9
577,577,479.1815185546875,1686926719.2966495,1064.271484375,67.85360717773438,1150.868408203125,577,242.45889282226562,2.043712615966797,466.27691650390625,1148.41259765625,1210.5082955360413,0,1135.822998046875,cgp,mu+lambda,hopper,9
578,578,513.48974609375,1686926721.3515403,1069.258056640625,74.62077331542969,1143.1510009765625,578,251.88375854492188,2.041379928588867,470.92572021484375,1140.9207763671875,1212.5631864070892,0,1133.3387451171875,cgp,mu+lambda,hopper,9
579,579,481.4968566894531,1686926723.4114137,1061.008544921875,58.78337478637695,1150.77783203125,579,196.78665161132812,2.043346881866455,479.04302978515625,1142.87060546875,1214.6230597496033,0,1140.0413818359375,cgp,mu+lambda,hopper,9
580,580,506.9267883300781,1686926725.4663973,1063.2576904296875,68.9102554321289,1154.5316162109375,580,248.81724548339844,2.0418753623962402,469.4031066894531,1153.8636474609375,1216.6780433654785,0,1153.704833984375,cgp,mu+lambda,hopper,9
581,581,527.4675903320312,1686926727.522629,1097.57275390625,78.60687255859375,1161.1475830078125,581,217.34906005859375,2.043644905090332,489.7419738769531,1159.978759765625,1218.7342751026154,0,1159.0372314453125,cgp,mu+lambda,hopper,9
582,582,440.4072570800781,1686926729.57573,1038.2587890625,88.58637237548828,1158.55517578125,582,174.64926147460938,2.0396718978881836,452.9508972167969,1151.47021484375,1220.78737616539,0,1142.001953125,cgp,mu+lambda,hopper,9
583,583,426.5184020996094,1686926731.6326838,1046.9061279296875,55.85986328125,1140.6036376953125,583,146.0594482421875,2.0431206226348877,466.7042236328125,1135.1153564453125,1222.8443298339844,0,1134.707275390625,cgp,mu+lambda,hopper,9
584,584,495.5843505859375,1686926733.6884665,1053.107177734375,61.97004699707031,1161.62939453125,584,210.8365478515625,2.0418336391448975,476.9709777832031,1156.2591552734375,1224.9001126289368,0,1151.240234375,cgp,mu+lambda,hopper,9
585,585,469.0885925292969,1686926735.7448044,1035.2535400390625,68.59650421142578,1153.0965576171875,585,192.0092315673828,2.0416595935821533,462.0093994140625,1152.6544189453125,1226.9564504623413,0,1146.141357421875,cgp,mu+lambda,hopper,9
586,586,-510.36712646484375,1686926737.7996695,1060.4239501953125,56.01119613647461,1142.6317138671875,586,202.40167236328125,2.0395195484161377,10010.12890625,1136.4671630859375,1229.0113155841827,0,1134.48388671875,cgp,mu+lambda,hopper,9
587,587,-473.4886169433594,1686926739.8505049,1069.014892578125,75.22760009765625,1161.7005615234375,587,256.4736633300781,2.0362725257873535,10013.8916015625,1151.9102783203125,1231.0621509552002,0,1149.01220703125,cgp,mu+lambda,hopper,9
588,588,547.7305297851562,1686926741.899303,1084.8743896484375,71.51390075683594,1155.9410400390625,588,273.7298583984375,2.0345771312713623,487.01251220703125,1147.525390625,1233.1109490394592,0,1145.0848388671875,cgp,mu+lambda,hopper,9
589,589,506.4011535644531,1686926743.9566922,1050.439453125,100.85897827148438,1151.822021484375,589,250.1593017578125,2.0426647663116455,456.0390930175781,1139.5294189453125,1235.1683382987976,0,1137.7694091796875,cgp,mu+lambda,hopper,9
590,590,541.1920166015625,1686926746.0141046,1079.631591796875,64.91763305664062,1157.1416015625,590,224.21600341796875,2.0421533584594727,482.87835693359375,1152.6873779296875,1237.2257506847382,0,1151.0400390625,cgp,mu+lambda,hopper,9
591,591,513.6783447265625,1686926748.069951,1055.992919921875,74.65481567382812,1154.418701171875,591,211.38211059570312,2.0401010513305664,479.2223815917969,1153.61572265625,1239.2815971374512,0,1152.822021484375,cgp,mu+lambda,hopper,9
592,592,461.2198791503906,1686926750.1237037,1054.69189453125,64.71067810058594,1143.7445068359375,592,174.922119140625,2.038236379623413,468.7183837890625,1135.9222412109375,1241.3353497982025,0,1132.619140625,cgp,mu+lambda,hopper,9
593,593,444.87841796875,1686926752.1805758,1080.66455078125,63.059322357177734,1151.155517578125,593,170.89767456054688,2.0409867763519287,471.7830810546875,1145.6961669921875,1243.3922219276428,0,1145.118408203125,cgp,mu+lambda,hopper,9
594,594,454.4133605957031,1686926754.2325015,1033.38623046875,45.19450759887695,1154.5909423828125,594,194.5068359375,2.0366528034210205,470.7486877441406,1147.3433837890625,1245.4441475868225,0,1144.844970703125,cgp,mu+lambda,hopper,9
595,595,475.42706298828125,1686926756.2886608,1059.593994140625,55.8951301574707,1159.4547119140625,595,172.76617431640625,2.0411176681518555,480.9036865234375,1159.35693359375,1247.5003068447113,0,1152.2923583984375,cgp,mu+lambda,hopper,9
596,596,442.86529541015625,1686926758.3446045,1058.6978759765625,65.84471130371094,1154.458740234375,596,151.66250610351562,2.0433297157287598,466.3079833984375,1148.2740478515625,1249.5562505722046,0,1147.3863525390625,cgp,mu+lambda,hopper,9
597,597,470.10247802734375,1686926760.397754,1064.692626953125,69.96086120605469,1154.1529541015625,597,165.14370727539062,2.0391464233398438,475.08233642578125,1154.08203125,1251.6094000339508,0,1145.140380859375,cgp,mu+lambda,hopper,9
598,598,-548.30810546875,1686926762.456089,1030.72509765625,53.92106246948242,1160.8262939453125,598,179.74658203125,2.0430965423583984,10005.9267578125,1148.77734375,1253.6677350997925,0,1139.6470947265625,cgp,mu+lambda,hopper,9
599,599,481.0231018066406,1686926764.5136719,1065.0013427734375,62.80303955078125,1143.6971435546875,599,245.39862060546875,2.0420145988464355,471.8096923828125,1141.7298583984375,1255.725317955017,0,1138.1890869140625,cgp,mu+lambda,hopper,9
600,600,475.63714599609375,1686926766.563576,1047.564697265625,54.771453857421875,1153.059814453125,600,203.73281860351562,2.0355732440948486,466.98187255859375,1148.9384765625,1257.7752220630646,0,1142.401611328125,cgp,mu+lambda,hopper,9
601,601,478.1725769042969,1686926768.613928,1049.772216796875,52.77654266357422,1145.820068359375,601,195.89138793945312,2.0364134311676025,472.89697265625,1129.7596435546875,1259.8255741596222,0,1129.1473388671875,cgp,mu+lambda,hopper,9
