,_runtime,_timestamp,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,training.fitness_1q,training.fitness_mean,training.top_k_fit.top_2_fit,_step,training.fitness_3q,training.top_k_reward.top_2_reward,training.run_id,training.generation,training.fitness_median,training.top_k_fit.top_1_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,solver,ea,fitness,environment,seed,training.evaluation
0,21.091525316238403,1687348883.0541372,4.4508209228515625,16.496524810791016,15.036641120910645,1.7001633644104004,0.11976873874664307,8.395355224609375,0,-1.1624006032943726,38.16297912597656,0,0,1.0900065898895264,11.675705909729004,27.261430740356445,71.70471954345703,cgp,mu+lambda,distance,hopper,0,0
1,23.4243266582489,1687348885.3869386,8.31475830078125,2.0699713230133057,35.62380599975586,3.883845806121826,1.243777871131897,19.078350067138672,1,-2.8750972747802734,184.95526123046875,0,1,1.2959766387939453,33.70523452758789,325.1174011230469,84.17076110839844,cgp,mu+lambda,distance,hopper,0,100
2,25.52122402191162,1687348887.483836,9.6630220413208,2.0758752822875977,45.99216842651367,5.280399799346924,1.6868624687194824,26.03226661682129,2,-3.0521621704101562,156.3721466064453,0,2,0.4131787419319153,26.815053939819336,27.278459548950195,2.5935144424438477,cgp,mu+lambda,distance,hopper,0,200
3,27.655250787734985,1687348889.6178627,9.859931945800781,2.11098313331604,50.24301528930664,4.159991264343262,-0.577301561832428,20.251113891601562,3,-5.747500419616699,105.24906158447266,0,3,-1.6624159812927246,22.57294273376465,128.85565185546875,14.814349174499512,cgp,mu+lambda,distance,hopper,0,300
4,29.771499156951904,1687348891.734111,10.360703468322754,2.097250461578369,40.649112701416016,4.563216209411621,0.32426589727401733,29.685810089111328,4,-6.1865410804748535,127.5661392211914,0,4,-0.7637439370155334,33.99053955078125,15.025751113891602,675.4937744140625,cgp,mu+lambda,distance,hopper,0,400
5,31.883451461791992,1687348893.8460634,13.706171035766602,2.0883169174194336,50.997718811035156,5.601712703704834,0.3509555757045746,20.845537185668945,5,-4.314168453216553,-2.835418462753296,0,5,0.8998603820800781,22.54445457458496,289.3917236328125,-196.49684143066406,cgp,mu+lambda,distance,hopper,0,500
6,33.90124154090881,1687348895.8638535,11.517334938049316,1.99530827999115,67.3591537475586,4.761660575866699,2.684934616088867,34.0707893371582,6,-3.214111328125,469.8303527832031,0,6,0.47004714608192444,34.184608459472656,186.52381896972656,489.4852294921875,cgp,mu+lambda,distance,hopper,0,600
7,35.954670906066895,1687348897.9172828,11.86490249633789,2.028702974319458,56.48479080200195,9.938139915466309,4.51521635055542,29.913923263549805,7,-1.5866060256958008,377.15838623046875,0,7,1.5829386711120605,44.70634841918945,43.72759246826172,274.4952697753906,cgp,mu+lambda,distance,hopper,0,700
8,38.02691698074341,1687348899.989529,12.623637199401855,2.0476152896881104,53.44417190551758,9.983163833618164,7.00577974319458,41.06220626831055,8,0.46280378103256226,394.5780944824219,0,8,3.4016666412353516,43.99472427368164,-494.5904846191406,344.24578857421875,cgp,mu+lambda,distance,hopper,0,800
9,40.09758758544922,1687348902.0601995,29.27341651916504,2.0463287830352783,212.5692596435547,16.789905548095703,14.545005798339844,75.77752685546875,9,1.3440138101577759,1021.99609375,0,9,6.199206352233887,153.79559326171875,501.0054626464844,373.5419921875,cgp,mu+lambda,distance,hopper,0,900
10,42.169923543930054,1687348904.1325355,17.96597671508789,2.048731803894043,93.62690734863281,16.274866104125977,10.203481674194336,50.794010162353516,10,0.7935505509376526,13070.5146484375,0,10,5.049151420593262,88.77481842041016,339.9034118652344,798.309326171875,cgp,mu+lambda,distance,hopper,0,1000
11,44.24976181983948,1687348906.2123737,34.84061050415039,2.0546271800994873,325.6504821777344,18.30253791809082,14.432975769042969,69.7916488647461,11,1.5105440616607666,4670.65478515625,0,11,7.092172622680664,75.34378051757812,2213.375732421875,282.5791320800781,cgp,mu+lambda,distance,hopper,0,1100
12,46.32774782180786,1687348908.2903597,22.18132781982422,2.0539965629577637,174.94863891601562,17.92253875732422,10.909027099609375,55.16315460205078,12,0.8470977544784546,262.2549133300781,0,12,6.476288795471191,58.33785629272461,-162.46585083007812,423.4702453613281,cgp,mu+lambda,distance,hopper,0,1200
13,48.38540244102478,1687348910.3480144,20.510339736938477,2.0394673347473145,163.5615997314453,12.992171287536621,9.92590045928955,51.00846481323242,13,0.9861257076263428,1310.8133544921875,0,13,3.9354248046875,65.02882385253906,-430.843994140625,2699.580810546875,cgp,mu+lambda,distance,hopper,0,1300
14,50.44471740722656,1687348912.4073293,15.986546516418457,2.039893865585327,105.01862335205078,11.55329704284668,7.915599822998047,52.57206726074219,14,0.20568415522575378,137.19195556640625,0,14,2.7958292961120605,60.43552780151367,-8.06778621673584,197.0106201171875,cgp,mu+lambda,distance,hopper,0,1400
15,52.504257917404175,1687348914.4668698,19.20661163330078,2.037092447280884,114.14191436767578,11.49236011505127,10.60556411743164,74.43359375,15,1.2057197093963623,1579.3741455078125,0,15,4.225336074829102,76.21206665039062,385.2535400390625,364.55059814453125,cgp,mu+lambda,distance,hopper,0,1500
16,54.565483808517456,1687348916.5280957,14.845544815063477,2.0395665168762207,54.413848876953125,14.843640327453613,8.44467544555664,50.68553924560547,16,0.5667275786399841,37.870819091796875,0,16,4.792792797088623,53.535301208496094,572.6467895507812,335.95098876953125,cgp,mu+lambda,distance,hopper,0,1600
17,56.62568473815918,1687348918.5882967,12.896625518798828,2.038104772567749,55.19537353515625,15.105535507202148,8.792317390441895,45.001216888427734,17,1.1575075387954712,194.86647033691406,0,17,4.721338272094727,45.901126861572266,1000.5581665039062,263.0887451171875,cgp,mu+lambda,distance,hopper,0,1700
18,58.68512010574341,1687348920.647732,12.64774227142334,2.0378623008728027,48.71068572998047,14.768253326416016,8.967204093933105,44.817481994628906,18,1.04893159866333,83.76654052734375,0,18,6.007142543792725,47.913238525390625,344.4349670410156,474.7987365722656,cgp,mu+lambda,distance,hopper,0,1800
19,60.743887424468994,1687348922.7064993,19.65707015991211,2.037497043609619,135.64981079101562,15.572139739990234,10.430438995361328,49.85759353637695,19,0.8423798084259033,118.34217834472656,0,19,5.269715309143066,90.05811309814453,473.26904296875,261.2112121582031,cgp,mu+lambda,distance,hopper,0,1900
20,62.799400091171265,1687348924.762012,16.036479949951172,2.0360593795776367,74.18196868896484,18.520904541015625,10.6301851272583,59.34347152709961,20,1.1323394775390625,229.25587463378906,0,20,5.657168388366699,70.50170135498047,171.6648712158203,631.0074462890625,cgp,mu+lambda,distance,hopper,0,2000
21,64.85992693901062,1687348926.8225389,19.887248992919922,2.0374128818511963,115.11679077148438,16.139564514160156,12.4503755569458,76.4649429321289,21,1.342254638671875,-11.540855407714844,0,21,6.093367576599121,109.97145080566406,170.67364501953125,24.130178451538086,cgp,mu+lambda,distance,hopper,0,2100
22,67.05385279655457,1687348929.0164647,19.29119110107422,2.17256236076355,86.52679443359375,13.285802841186523,7.0459136962890625,44.094688415527344,22,-0.08242623507976532,147.62997436523438,0,22,3.2569055557250977,49.31017303466797,546.8241577148438,148.84133911132812,cgp,mu+lambda,distance,hopper,0,2200
23,69.27423143386841,1687348931.2368433,18.696809768676758,2.1997532844543457,92.17515563964844,18.532556533813477,12.365213394165039,67.58084869384766,23,1.3573451042175293,16523.4609375,0,23,7.255664825439453,80.57147979736328,-53.86152267456055,561.7630004882812,cgp,mu+lambda,distance,hopper,0,2300
24,71.48688125610352,1687348933.4494932,18.115419387817383,2.1929728984832764,98.11697387695312,20.470983505249023,11.709783554077148,55.251766204833984,24,0.6968327164649963,1486.5855712890625,0,24,5.211965560913086,88.26592254638672,349.338134765625,1268.810546875,cgp,mu+lambda,distance,hopper,0,2400
25,73.69327640533447,1687348935.6558883,22.168760299682617,2.187008857727051,147.14492797851562,18.811935424804688,12.35988998413086,63.11383056640625,25,1.1331403255462646,71.62787628173828,0,25,5.9974446296691895,70.83245849609375,709.6905517578125,288.7197265625,cgp,mu+lambda,distance,hopper,0,2500
26,75.88736724853516,1687348937.8499792,17.194303512573242,2.173304319381714,85.53923034667969,23.494735717773438,12.438495635986328,50.53696823120117,26,0.547812283039093,529.5996704101562,0,26,6.833679676055908,53.79649353027344,414.08013916015625,9.109319686889648,cgp,mu+lambda,distance,hopper,0,2600
27,78.07371830940247,1687348940.0363302,18.366413116455078,2.164167881011963,137.8030242919922,17.499740600585938,10.427807807922363,43.88388442993164,27,1.0406805276870728,-280.57647705078125,0,27,5.570225715637207,52.16572952270508,277.4562683105469,1206.5357666015625,cgp,mu+lambda,distance,hopper,0,2700
28,80.17811441421509,1687348942.1407263,18.27751350402832,2.0853259563446045,112.30618286132812,19.5773868560791,12.135744094848633,50.586387634277344,28,1.3033899068832397,392.1246643066406,0,28,6.329689979553223,78.13764953613281,247.829833984375,637.2169189453125,cgp,mu+lambda,distance,hopper,0,2800
29,82.2608573436737,1687348944.2234693,16.003982543945312,2.0630455017089844,102.46800231933594,14.732172966003418,9.12331485748291,51.092498779296875,29,0.7347173690795898,2.046463966369629,0,29,4.5778326988220215,62.46403503417969,413.02001953125,56.44816970825195,cgp,mu+lambda,distance,hopper,0,2900
30,84.33866906166077,1687348946.301281,18.752519607543945,2.0583090782165527,109.58917236328125,13.812169075012207,9.866238594055176,56.43327331542969,30,-0.27836859226226807,14.350648880004883,0,30,3.761322498321533,96.43415069580078,91.72181701660156,3416.306884765625,cgp,mu+lambda,distance,hopper,0,3000
31,86.44928884506226,1687348948.4119008,23.77307891845703,2.0583207607269287,201.11119079589844,13.694758415222168,8.917837142944336,54.79144287109375,31,-1.1795200109481812,139.96810913085938,0,31,4.5245537757873535,70.15930938720703,8.990378379821777,699.4418334960938,cgp,mu+lambda,distance,hopper,0,3100
32,88.51623010635376,1687348950.478842,30.463298797607422,2.043729782104492,201.60337829589844,16.035045623779297,15.280488014221191,120.69679260253906,32,1.3903558254241943,-90.30816650390625,0,32,7.321420669555664,146.17233276367188,414.43212890625,1128.1143798828125,cgp,mu+lambda,distance,hopper,0,3200
