,_runtime,_timestamp,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,training.fitness_1q,training.fitness_mean,training.top_k_fit.top_2_fit,_step,training.fitness_3q,training.top_k_reward.top_2_reward,training.run_id,training.generation,training.fitness_median,training.top_k_fit.top_1_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,solver,ea,fitness,environment,seed,training.evaluation
33,90.584317445755,1687348952.5469294,19.450157165527344,2.0441410541534424,77.89173126220703,17.872356414794922,13.050663948059082,75.00215911865234,33,1.2686185836791992,169.28570556640625,0,33,4.991917133331299,76.01233673095703,-149.81234741210938,1041.2916259765625,cgp,mu+lambda,distance,hopper,0,3300
34,92.66005229949951,1687348954.6226642,17.193893432617188,2.0518550872802734,122.195556640625,15.123841285705566,8.872523307800293,46.037349700927734,34,0.3950348496437073,-13.587177276611328,0,34,6.324685096740723,58.70330047607422,403.43634033203125,500.71771240234375,cgp,mu+lambda,distance,hopper,0,3400
35,94.77878975868225,1687348956.7414017,18.44956398010254,2.09594988822937,125.2008285522461,13.749848365783691,8.8082275390625,53.90333557128906,35,0.4722520112991333,286.0179748535156,0,35,4.706813812255859,63.83343505859375,1334.005615234375,4.813681602478027,cgp,mu+lambda,distance,hopper,0,3500
36,96.90297150611877,1687348958.8655834,18.696121215820312,2.103492498397827,103.60928344726562,15.47286319732666,9.190597534179688,56.84666442871094,36,-0.8943281173706055,81.98684692382812,0,36,3.3275742530822754,73.26602172851562,2027.1331787109375,381.5914611816406,cgp,mu+lambda,distance,hopper,0,3600
37,98.96309900283813,1687348960.925711,16.221179962158203,2.0417532920837402,90.77001190185547,17.999286651611328,11.017606735229492,54.50321578979492,37,1.4721975326538086,1112.8214111328125,0,37,4.35640287399292,56.567626953125,890.5503540039062,143.826416015625,cgp,mu+lambda,distance,hopper,0,3700
38,101.02839684486389,1687348962.9910088,15.344345092773438,2.046729564666748,51.847618103027344,12.734103202819824,7.799732685089111,43.766204833984375,38,-1.164929986000061,421.790771484375,0,38,3.0398147106170654,47.15764236450195,505.77899169921875,784.7089233398438,cgp,mu+lambda,distance,hopper,0,3800
39,103.09117364883423,1687348965.0537856,34.48694610595703,2.045213222503662,271.91845703125,17.791561126708984,13.38679313659668,53.378662109375,39,0.19600996375083923,2509.869384765625,0,39,4.539638519287109,174.9050750732422,96.07994079589844,2755.2626953125,cgp,mu+lambda,distance,hopper,0,3900
40,105.15345048904419,1687348967.1160624,22.524337768554688,2.0436646938323975,127.46781158447266,20.942428588867188,14.320944786071777,87.37638092041016,40,1.2994519472122192,7140.87744140625,0,40,6.327548503875732,115.44258117675781,299.3197937011719,316.4378356933594,cgp,mu+lambda,distance,hopper,0,4000
41,107.23258304595947,1687348969.195195,34.171627044677734,2.0509867668151855,253.7569580078125,23.195255279541016,16.323705673217773,78.7936019897461,41,1.473427653312683,457.7852783203125,0,41,5.448709487915039,177.5400390625,-511.5389404296875,449.554931640625,cgp,mu+lambda,distance,hopper,0,4100
42,109.2922739982605,1687348971.254886,23.06216049194336,2.036086320877075,174.34783935546875,24.550537109375,14.064069747924805,54.9320182800293,42,1.1984504461288452,21.57973289489746,0,42,7.683835983276367,68.44062042236328,77.67583465576172,383.20355224609375,cgp,mu+lambda,distance,hopper,0,4200
43,111.36019802093506,1687348973.32281,22.55048179626465,2.042057991027832,111.2047119140625,15.471597671508789,11.18022632598877,77.68286895751953,43,-0.9540756940841675,-48.11747360229492,0,43,3.1214394569396973,105.07902526855469,3203.0146484375,271.2227783203125,cgp,mu+lambda,distance,hopper,0,4300
44,113.4279534816742,1687348975.3905654,26.811819076538086,2.048802375793457,206.5747528076172,14.915767669677734,10.991787910461426,82.90433502197266,44,0.125749409198761,-98.61392974853516,0,44,4.455514430999756,122.92122650146484,1058.5185546875,218.3507080078125,cgp,mu+lambda,distance,hopper,0,4400
45,115.58077955245972,1687348977.5433915,14.194385528564453,2.1344618797302246,64.21147155761719,12.51223373413086,8.18635368347168,49.51778793334961,45,-0.015996959060430527,260.0269775390625,0,45,4.818588733673096,58.00136184692383,209.9117889404297,258.27850341796875,cgp,mu+lambda,distance,hopper,0,4500
46,117.68607878684998,1687348979.6486907,18.518821716308594,2.088515520095825,94.53731536865234,19.058366775512695,11.098377227783203,57.4554328918457,46,-0.6419329643249512,205.12313842773438,0,46,3.401153564453125,67.21527099609375,162.85763549804688,391.76251220703125,cgp,mu+lambda,distance,hopper,0,4600
47,119.83042764663696,1687348981.7930396,27.630451202392578,2.125654697418213,174.13027954101562,15.19005012512207,11.847878456115723,99.01162719726562,47,-0.3023560643196106,52.92034149169922,0,47,4.542905807495117,168.8774871826172,125.1920394897461,624.9974975585938,cgp,mu+lambda,distance,hopper,0,4700
48,121.89646649360657,1687348983.8590784,83.14088439941406,2.049668550491333,824.2407836914062,13.506158828735352,16.34967041015625,71.79954528808594,48,0.0714426264166832,14071.7294921875,0,48,3.285397529602051,113.58837127685547,83.982421875,417.8908386230469,cgp,mu+lambda,distance,hopper,0,4800
49,123.96617126464844,1687348985.9287832,16.762765884399414,2.0514423847198486,87.0630111694336,16.262001037597656,10.035517692565918,56.14588928222656,49,0.5691967606544495,308.06634521484375,0,49,6.332551956176758,56.43128967285156,7214.62890625,708.8580932617188,cgp,mu+lambda,distance,hopper,0,4900
50,126.031165599823,1687348987.9937775,16.356857299804688,2.0464751720428467,88.00069427490234,12.52522087097168,7.764136791229248,54.11825180053711,50,0.14139950275421143,255.72335815429688,0,50,3.0877840518951416,65.18717956542969,-32.4277229309082,203.9114227294922,cgp,mu+lambda,distance,hopper,0,5000
51,128.0976960659027,1687348990.060308,19.041412353515625,2.047779083251953,114.85931396484375,16.305543899536133,10.124992370605469,66.86527252197266,51,0.37175410985946655,292.5503234863281,0,51,4.157793045043945,83.84120178222656,3539.8818359375,178.24563598632812,cgp,mu+lambda,distance,hopper,0,5100
52,130.1610345840454,1687348992.1236465,30.940536499023438,2.04445743560791,204.72874450683594,13.61148452758789,14.005316734313965,95.55269622802734,52,0.5108869075775146,124.72472381591797,0,52,5.628203392028809,176.9786834716797,1016.3268432617188,200.65530395507812,cgp,mu+lambda,distance,hopper,0,5200
53,132.22654509544373,1687348994.189157,50.27879333496094,2.047144889831543,397.6998291015625,19.241363525390625,18.474027633666992,132.8474578857422,53,0.36567118763923645,374.16717529296875,0,53,7.512011528015137,265.091064453125,645.22119140625,1428.3997802734375,cgp,mu+lambda,distance,hopper,0,5300
54,134.29111790657043,1687348996.2537298,26.40365982055664,2.0467746257781982,183.86888122558594,18.014406204223633,12.932025909423828,88.02620697021484,54,-0.2712884545326233,1321.9459228515625,0,54,4.093740940093994,113.03779602050781,204.18687438964844,3189.214111328125,cgp,mu+lambda,distance,hopper,0,5400
55,136.39397072792053,1687348998.3565826,31.49090576171875,2.0553829669952393,168.09158325195312,15.000717163085938,14.533675193786621,146.28945922851562,55,-0.010908231139183044,480.92559814453125,0,55,4.411776065826416,153.354736328125,-231.79498291015625,330.9691162109375,cgp,mu+lambda,distance,hopper,0,5500
56,138.46880960464478,1687349000.4314215,34.11142349243164,2.0505688190460205,193.87062072753906,19.461692810058594,15.961831092834473,139.55447387695312,56,0.9034404158592224,139.19403076171875,0,56,3.011681079864502,192.65670776367188,678.8734741210938,2923.987060546875,cgp,mu+lambda,distance,hopper,0,5600
57,140.53600573539734,1687349002.4986176,57.416595458984375,2.0406627655029297,377.9268493652344,15.938740730285645,22.71306610107422,210.78921508789062,57,1.2356650829315186,2577.453125,0,57,5.843401908874512,286.8374938964844,640.41162109375,926.0880737304688,cgp,mu+lambda,distance,hopper,0,5700
58,142.60786819458008,1687349004.57048,35.23401641845703,2.046254873275757,256.3457946777344,16.30154037475586,13.513589859008789,80.50444030761719,58,-1.027098298072815,-96.69497680664062,0,58,4.301994323730469,175.15277099609375,10175.248046875,98.653076171875,cgp,mu+lambda,distance,hopper,0,5800
59,144.68782329559326,1687349006.6504352,20.221824645996094,2.053708076477051,117.2046890258789,18.095733642578125,12.633747100830078,75.79144287109375,59,1.0402277708053589,318.41351318359375,0,59,5.131170272827148,77.23412322998047,89.5216293334961,394.8125305175781,cgp,mu+lambda,distance,hopper,0,5900
60,146.76681447029114,1687349008.7294264,21.277015686035156,2.0532021522521973,149.4525146484375,19.20142364501953,12.567334175109863,72.36418914794922,60,1.161325454711914,25.80571746826172,0,60,5.641385555267334,96.83024597167969,2526.998779296875,259.6159973144531,cgp,mu+lambda,distance,hopper,0,6000
61,148.83727312088013,1687349010.799885,19.598262786865234,2.045548439025879,107.20133209228516,19.108924865722656,11.520832061767578,61.28715515136719,61,1.4234728813171387,-554.010009765625,0,61,5.2221455574035645,61.587955474853516,431.468994140625,11933.8779296875,cgp,mu+lambda,distance,hopper,0,6100
62,150.89309930801392,1687349012.8557112,16.041536331176758,2.0323033332824707,61.15763473510742,14.6369047164917,10.290717124938965,57.97248077392578,62,1.3404505252838135,226.7111358642578,0,62,4.730464935302734,60.907493591308594,220.97142028808594,395.4522399902344,cgp,mu+lambda,distance,hopper,0,6200
63,152.9489803314209,1687349014.9115922,33.03961181640625,2.0349647998809814,253.54466247558594,18.530174255371094,14.384242057800293,102.0852279663086,63,-0.2414695918560028,1025.5081787109375,0,63,4.192641735076904,123.05498504638672,2363.76416015625,765.4537963867188,cgp,mu+lambda,distance,hopper,0,6300
64,155.00027751922607,1687349016.9628894,19.281883239746094,2.029480218887329,102.6536865234375,20.584972381591797,13.32906436920166,74.49026489257812,64,1.4792659282684326,119.38233947753906,0,64,7.674095153808594,84.34269714355469,3435.156494140625,215.3055877685547,cgp,mu+lambda,distance,hopper,0,6400
65,157.04735684394836,1687349019.0099688,36.291133880615234,2.0254151821136475,242.5977325439453,24.536989212036133,19.387060165405273,112.68215942382812,65,1.3667923212051392,216.16001892089844,0,65,6.826962471008301,194.56239318847656,320.8253479003906,958.1116333007812,cgp,mu+lambda,distance,hopper,0,6500
66,159.09174013137817,1687349021.054352,27.019062042236328,2.0231173038482666,128.2242889404297,21.67877960205078,14.610100746154785,94.80278778076172,66,-0.4044632315635681,-448.50299072265625,0,66,4.973207473754883,115.61283111572266,425.4950256347656,3587.5419921875,cgp,mu+lambda,distance,hopper,0,6600
67,161.1382782459259,1687349023.1008902,23.70886993408203,2.025304079055786,138.85984802246094,19.795738220214844,13.05138874053955,70.86359405517578,67,0.34772196412086487,281.47137451171875,0,67,4.634899139404297,103.48046875,724.8385009765625,-132.89344787597656,cgp,mu+lambda,distance,hopper,0,6700
68,163.20596766471863,1687349025.1685796,37.277870178222656,2.039187431335449,259.6693420410156,19.272890090942383,16.533851623535156,60.382911682128906,68,1.239060878753662,197.42776489257812,0,68,8.383642196655273,247.78819274902344,383.4364929199219,4107.3955078125,cgp,mu+lambda,distance,hopper,0,6800
69,165.25606203079224,1687349027.218674,29.94206428527832,2.0300257205963135,207.36178588867188,21.354354858398438,14.920133590698242,100.46416473388672,69,1.1898517608642578,349.7806701660156,0,69,5.564363956451416,126.87162780761719,2946.416748046875,146.99476623535156,cgp,mu+lambda,distance,hopper,0,6900
70,167.3025164604187,1687349029.2651284,28.619625091552734,2.0249805450439453,194.18360900878906,16.658674240112305,12.289947509765625,102.305908203125,70,-0.30786067247390747,115.31436157226562,0,70,2.934943199157715,115.26941680908203,3733.43896484375,778.7529907226562,cgp,mu+lambda,distance,hopper,0,7000
71,169.34839963912964,1687349031.3110116,25.871326446533203,2.0260183811187744,186.17710876464844,20.657793045043945,13.867406845092773,85.60670471191406,71,0.2080053985118866,615.843505859375,0,71,4.373844623565674,86.82704162597656,555.50830078125,306.6854248046875,cgp,mu+lambda,distance,hopper,0,7100
72,171.39388751983643,1687349033.3564994,34.0594367980957,2.0261788368225098,301.4176025390625,16.16190528869629,13.811002731323242,67.84319305419922,72,0.7987542152404785,682.2252197265625,0,72,4.232143402099609,90.09281158447266,4427.7431640625,697.8910522460938,cgp,mu+lambda,distance,hopper,0,7200
73,173.43718457221985,1687349035.3997965,14.163031578063965,2.0241539478302,51.733970642089844,15.2058687210083,9.822905540466309,49.21470642089844,73,0.08822041749954224,867.8753051757812,0,73,6.503315448760986,51.544090270996094,-73.94091796875,223.5645751953125,cgp,mu+lambda,distance,hopper,0,7300
74,175.48250484466553,1687349037.4451168,41.45574951171875,2.0256145000457764,278.7568359375,16.21954917907715,16.38428497314453,188.7610321044922,74,0.2716660797595978,1699.5418701171875,0,74,5.336643218994141,236.68556213378906,61.24473571777344,242.68089294433594,cgp,mu+lambda,distance,hopper,0,7400
75,177.52534770965576,1687349039.4879596,31.296003341674805,2.0226690769195557,198.95738220214844,17.908214569091797,15.134345054626465,142.40957641601562,75,1.0245471000671387,203.1477508544922,0,75,6.131649971008301,168.1248779296875,1031.163818359375,-163.07411193847656,cgp,mu+lambda,distance,hopper,0,7500
76,179.57452487945557,1687349041.5371368,23.615612030029297,2.029177665710449,152.7038116455078,19.473176956176758,12.551287651062012,87.60384368896484,76,1.1790411472320557,-456.7393798828125,0,76,5.103603839874268,111.20271301269531,107.65489959716797,138.76210021972656,cgp,mu+lambda,distance,hopper,0,7600
77,181.6258511543274,1687349043.588463,29.36493682861328,2.0316576957702637,172.36595153808594,19.14063835144043,14.488603591918945,105.45451354980469,77,0.45839595794677734,3715.48388671875,0,77,5.984282493591309,155.74734497070312,521.2677001953125,-146.6561279296875,cgp,mu+lambda,distance,hopper,0,7700
78,183.6727454662323,1687349045.6353574,17.82206916809082,2.0285418033599854,88.46332550048828,16.34221839904785,11.215991020202637,59.02714157104492,78,1.1593538522720337,93.41853332519531,0,78,4.139735221862793,75.03812408447266,297.8099060058594,127.82328796386719,cgp,mu+lambda,distance,hopper,0,7800
79,185.7206153869629,1687349047.6832273,31.816268920898438,2.028132677078247,217.03836059570312,17.939167022705078,15.094562530517578,108.7506103515625,79,0.905208945274353,999.3951416015625,0,79,4.536379814147949,148.87765502929688,3709.990234375,-206.81898498535156,cgp,mu+lambda,distance,hopper,0,7900
80,187.7703959941864,1687349049.733008,20.580026626586914,2.0304439067840576,109.46675109863281,16.459453582763672,10.94515609741211,63.19752502441406,80,1.231029987335205,6017.9326171875,0,80,5.500202178955078,97.11994934082031,1322.387451171875,105.94623565673828,cgp,mu+lambda,distance,hopper,0,8000
81,189.8182430267334,1687349051.780855,20.3743953704834,2.0270943641662598,103.83963012695312,14.323166847229004,9.465742111206055,69.00926971435547,81,-0.03278965502977371,-816.3256225585938,0,81,3.0515661239624023,93.99079895019531,435.3215026855469,267.30517578125,cgp,mu+lambda,distance,hopper,0,8100
82,192.04682874679565,1687349054.0094407,24.957923889160156,2.2086093425750732,207.9677276611328,13.50584602355957,10.35408878326416,57.53726577758789,82,0.4543001651763916,51.21014404296875,0,82,3.15413236618042,62.98633575439453,3436.363037109375,167.58331298828125,cgp,mu+lambda,distance,hopper,0,8200
83,194.26078081130981,1687349056.2233927,36.69850158691406,2.1936898231506348,327.7904968261719,17.858129501342773,15.582151412963867,78.35910034179688,83,1.0579471588134766,315.31671142578125,0,83,6.1885223388671875,98.27539825439453,13093.734375,639.3955078125,cgp,mu+lambda,distance,hopper,0,8300
84,196.45889258384705,1687349058.4215045,36.93416976928711,2.177302837371826,272.4722595214844,21.136903762817383,16.54779815673828,90.3703842163086,84,0.08861429244279861,1192.43017578125,0,84,5.291067123413086,169.31283569335938,157.19485473632812,296.51617431640625,cgp,mu+lambda,distance,hopper,0,8400
85,198.64414048194885,1687349060.6067524,24.559688568115234,2.166275978088379,127.63739776611328,20.913663864135742,15.18856430053711,105.7818374633789,85,1.2625528573989868,4136.2783203125,0,85,5.978623867034912,107.5793228149414,227.21607971191406,2954.99072265625,cgp,mu+lambda,distance,hopper,0,8500
86,200.8213667869568,1687349062.7839787,35.06645202636719,2.1572272777557373,267.8051452636719,17.3745059967041,15.590349197387695,100.96865844726562,86,1.2007524967193604,14802.560546875,0,86,5.574444770812988,155.28167724609375,563.8318481445312,128.52511596679688,cgp,mu+lambda,distance,hopper,0,8600
87,202.98774909973145,1687349064.950361,26.28878402709961,2.1463074684143066,198.6305389404297,17.046369552612305,12.747223854064941,78.22727966308594,87,0.0686313658952713,11309.37890625,0,87,4.16549825668335,89.26001739501953,29.35983657836914,448.61395263671875,cgp,mu+lambda,distance,hopper,0,8700
88,205.16305112838745,1687349067.125663,37.28170394897461,2.1508238315582275,278.483642578125,20.04051399230957,16.41264533996582,106.46588897705078,88,-0.07127036154270172,161.37646484375,0,88,5.434790134429932,157.68951416015625,12.45771312713623,393.3937072753906,cgp,mu+lambda,distance,hopper,0,8800
89,207.23888850212097,1687349069.2015004,24.237276077270508,2.055579662322998,113.8875503540039,21.783966064453125,12.641353607177734,94.72245788574219,89,0.02493794448673725,155.75238037109375,0,89,4.139430046081543,104.25970458984375,165.02362060546875,430.3298034667969,cgp,mu+lambda,distance,hopper,0,8900
90,209.3159885406494,1687349071.2786005,52.89374542236328,2.056117296218872,480.8930969238281,25.838520050048828,20.15066909790039,119.83872985839844,90,0.8407763838768005,93.85250091552734,0,90,8.512857437133789,132.54624938964844,1664.6136474609375,823.6138916015625,cgp,mu+lambda,distance,hopper,0,9000
91,211.40078163146973,1687349073.3633935,25.188152313232422,2.0633180141448975,187.6519775390625,13.901724815368652,10.741159439086914,83.3663101196289,91,-0.2763811945915222,444.9732666015625,0,91,2.4743003845214844,83.60906982421875,369.9382019042969,393.7409973144531,cgp,mu+lambda,distance,hopper,0,9100
92,213.48120546340942,1687349075.4438174,20.48827362060547,2.0616090297698975,112.0455551147461,16.4154109954834,12.36194896697998,74.03148651123047,92,1.1330214738845825,56.601619720458984,0,92,5.725954532623291,111.48905944824219,3149.44482421875,961.7814331054688,cgp,mu+lambda,distance,hopper,0,9200
