,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,_runtime,_timestamp,training.run_id,training.fitness_3q,training.fitness_median,training.top_k_reward.top_2_reward,training.generation,training.fitness_std,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.top_k_reward.top_0_reward,training.evaluation_time,solver,ea,fitness,environment,seed,training.evaluation
10,427.0951843261719,1859.165283203125,38.250656843185425,1687353154.3228538,2,-3.67877459526062,4.30642557144165,1529.58154296875,10,53.06769943237305,15.237345695495605,240.6494140625,91.55094909667969,10,16.929378509521484,2426.5107421875,2.095154047012329,cgp,mu+lambda,distance,hopper,2,1000
11,200.34506225585938,3713.449951171875,40.365392446517944,1687353156.4375894,2,0.29217925667762756,5.945978164672852,939.071533203125,11,35.48839569091797,17.48427391052246,143.5057830810547,130.52696228027344,11,23.923906326293945,276.9978942871094,2.0953547954559326,cgp,mu+lambda,distance,hopper,2,1100
12,122.35710906982422,786.0020751953125,42.48430156707764,1687353158.5564985,2,-4.399017810821533,2.029543876647949,72.31573486328125,12,33.655879974365234,16.720163345336914,121.45767974853516,117.1314697265625,12,29.798633575439453,2140.5751953125,2.0992259979248047,cgp,mu+lambda,distance,hopper,2,1200
13,118.38135528564453,554.3580932617188,44.59457087516785,1687353160.6667678,2,-2.6925253868103027,1.7819076776504517,1434.4920654296875,13,27.75515365600586,11.30996322631836,116.38722229003906,95.69732666015625,13,22.987274169921875,774.3447265625,2.0916566848754883,cgp,mu+lambda,distance,hopper,2,1300
14,82.26561737060547,576.7820434570312,46.71282124519348,1687353162.7850182,2,-3.345088243484497,5.378252983093262,1361.0970458984375,14,22.504709243774414,7.790102481842041,69.65975189208984,60.96169662475586,14,20.82042694091797,-522.7981567382812,2.1005301475524902,cgp,mu+lambda,distance,hopper,2,1400
15,208.98756408691406,549.1079711914062,48.82650017738342,1687353164.8986971,2,-1.1357914209365845,7.723017692565918,123.16030883789062,15,40.600502014160156,17.444355010986328,193.0166015625,177.82247924804688,15,23.24789810180664,651.6270751953125,2.0958948135375977,cgp,mu+lambda,distance,hopper,2,1500
16,267.1859130859375,327.44976806640625,50.942777156829834,1687353167.014974,2,-0.9952861070632935,9.879358291625977,6643.25830078125,16,40.90351104736328,19.400415420532227,202.9345245361328,134.43955993652344,16,24.195409774780273,1063.632080078125,2.0978710651397705,cgp,mu+lambda,distance,hopper,2,1600
17,245.5917510986328,950.2807006835938,53.05992126464844,1687353169.1321182,2,-1.7767646312713623,7.505563735961914,1120.43310546875,17,41.08809280395508,20.385408401489258,169.233154296875,148.5748291015625,17,33.88153839111328,1012.6190185546875,2.0993192195892334,cgp,mu+lambda,distance,hopper,2,1700
18,237.9706268310547,-618.552978515625,55.17121505737305,1687353171.243412,2,-1.3821396827697754,4.602115631103516,448.1611328125,18,35.4569091796875,14.38481330871582,135.7891082763672,103.25877380371094,18,23.95562744140625,985.9118041992188,2.0933492183685303,cgp,mu+lambda,distance,hopper,2,1800
19,98.11551666259766,620.8862915039062,57.28792452812195,1687353173.3601215,2,-1.3605177402496338,3.89040470123291,89.20742797851562,19,24.222875595092773,12.259721755981445,79.68167877197266,74.83051300048828,19,24.062366485595703,1033.9580078125,2.0979347229003906,cgp,mu+lambda,distance,hopper,2,1900
20,167.5998077392578,490.4176940917969,59.39786720275879,1687353175.4700642,2,-1.1190376281738281,5.004044532775879,2592.57080078125,20,37.76308822631836,20.722211837768555,145.12185668945312,123.80987548828125,20,34.30447006225586,91.0292739868164,2.0908045768737793,cgp,mu+lambda,distance,hopper,2,2000
21,544.6280517578125,659.6663208007812,61.510950803756714,1687353177.5831478,2,-1.5205729007720947,4.710799694061279,7060.8173828125,21,73.95942687988281,21.684743881225586,436.8769226074219,135.35401916503906,21,24.78944206237793,22.539676666259766,2.094306707382202,cgp,mu+lambda,distance,hopper,2,2100
22,376.09466552734375,5664.00830078125,63.62057375907898,1687353179.6927707,2,-5.5468668937683105,5.797624588012695,-275.37469482421875,22,63.270484924316406,23.86502456665039,372.2021789550781,201.42578125,22,28.774581909179688,617.3693237304688,2.089238166809082,cgp,mu+lambda,distance,hopper,2,2200
23,1334.5743408203125,475.53704833984375,65.73322033882141,1687353181.8054173,2,-4.544699192047119,1.773421049118042,11231.4462890625,23,136.14308166503906,24.22797393798828,177.052490234375,151.2121124267578,23,20.556917190551758,342.4733581542969,2.092531442642212,cgp,mu+lambda,distance,hopper,2,2300
24,121.82047271728516,-188.13612365722656,67.8453061580658,1687353183.917503,2,-1.785359263420105,3.861146926879883,247.3817901611328,24,34.14208221435547,15.990405082702637,97.88822937011719,97.46842193603516,24,32.00625991821289,444.1316833496094,2.091386556625366,cgp,mu+lambda,distance,hopper,2,2400
25,200.3380889892578,6529.68994140625,69.95862078666687,1687353186.0308177,2,-2.558206558227539,4.654515266418457,1683.78759765625,25,45.48239517211914,22.37790870666504,195.25364685058594,185.48947143554688,25,31.41196060180664,205.5808868408203,2.092193841934204,cgp,mu+lambda,distance,hopper,2,2500
26,213.9169921875,4221.92333984375,72.07038998603821,1687353188.142587,2,-1.5985052585601807,4.203904151916504,1301.4974365234375,26,37.590797424316406,15.138525009155273,158.52110290527344,143.55470275878906,26,24.757488250732422,298.83880615234375,2.0911788940429688,cgp,mu+lambda,distance,hopper,2,2600
27,123.35576629638672,1365.5260009765625,74.18385696411133,1687353190.256054,2,-2.2158186435699463,5.305679798126221,404.2608947753906,27,24.203691482543945,10.637453079223633,102.85965728759766,87.55657958984375,27,18.702070236206055,-28.995086669921875,2.0926051139831543,cgp,mu+lambda,distance,hopper,2,2700
28,117.43373107910156,519.8441772460938,76.29965662956238,1687353192.3718536,2,-0.9124654531478882,6.355986595153809,1038.3466796875,28,27.073551177978516,17.608747482299805,106.67768859863281,91.63938903808594,28,30.816360473632812,200.36029052734375,2.095707654953003,cgp,mu+lambda,distance,hopper,2,2800
29,391.92620849609375,953.22021484375,78.4099690914154,1687353194.482166,2,-0.80173259973526,4.487546920776367,848.8665771484375,29,54.131141662597656,24.07379913330078,260.244873046875,134.88043212890625,29,33.52861022949219,297.15667724609375,2.0930328369140625,cgp,mu+lambda,distance,hopper,2,2900
30,340.7907409667969,659.4774169921875,80.5231339931488,1687353196.595331,2,-0.3047378659248352,6.88678503036499,1936.41650390625,30,52.22894287109375,23.93113136291504,188.79324340820312,182.7918701171875,30,34.3990364074707,9884.767578125,2.094299793243408,cgp,mu+lambda,distance,hopper,2,3000
31,208.50347900390625,236.0542755126953,82.63803935050964,1687353198.7102363,2,-1.0423719882965088,4.261641502380371,950.8377075195312,31,37.909934997558594,18.67341423034668,138.6369171142578,119.99057006835938,31,30.43943977355957,417.75128173828125,2.0962941646575928,cgp,mu+lambda,distance,hopper,2,3100
32,417.2330322265625,1260.032958984375,84.75105786323547,1687353200.8232548,2,-1.4235069751739502,4.3295063972473145,569.2339477539062,32,65.27877044677734,27.939882278442383,265.7728271484375,220.84402465820312,32,33.10804748535156,114.34935760498047,2.0944011211395264,cgp,mu+lambda,distance,hopper,2,3200
33,330.50640869140625,587.6181640625,86.862948179245,1687353202.9351451,2,-1.3517637252807617,1.7418900728225708,576.720458984375,33,51.555599212646484,21.750307083129883,244.8650665283203,159.2900848388672,33,34.773536682128906,1110.4129638671875,2.0935330390930176,cgp,mu+lambda,distance,hopper,2,3300
34,190.2371826171875,-2420.762451171875,88.98084282875061,1687353205.0530398,2,-1.7384908199310303,1.263067364692688,464.88250732421875,34,34.480716705322266,14.330785751342773,133.76092529296875,112.57740020751953,34,24.915729522705078,441.269775390625,2.0993900299072266,cgp,mu+lambda,distance,hopper,2,3400
35,290.1315002441406,211.3681182861328,91.0943238735199,1687353207.1665208,2,-1.2511323690414429,4.867732524871826,311.85198974609375,35,47.11393356323242,19.336793899536133,242.62237548828125,163.58123779296875,35,25.447895050048828,319.5681457519531,2.094285488128662,cgp,mu+lambda,distance,hopper,2,3500
36,437.3153991699219,687.051513671875,93.21629333496094,1687353209.2884903,2,-1.3554599285125732,5.047306060791016,33.50984191894531,36,64.18921661376953,23.815908432006836,424.52606201171875,130.36166381835938,36,29.757976531982422,664.964599609375,2.104632616043091,cgp,mu+lambda,distance,hopper,2,3600
37,293.5571594238281,5624.9765625,95.32875418663025,1687353211.4009511,2,-0.8730345964431763,4.674156188964844,999.921142578125,37,38.93550109863281,17.187623977661133,145.70472717285156,102.65148162841797,37,24.77075958251953,746.6372680664062,2.094090461730957,cgp,mu+lambda,distance,hopper,2,3700
38,140.01800537109375,493.79901123046875,97.44781708717346,1687353213.520014,2,-1.8265180587768555,1.7307180166244507,933.5929565429688,38,30.1595458984375,14.206465721130371,124.91739654541016,114.28666687011719,38,26.0985050201416,16516.517578125,2.100043535232544,cgp,mu+lambda,distance,hopper,2,3800
39,256.3410949707031,15808.220703125,99.57244944572449,1687353215.6446464,2,-1.4828193187713623,2.7096495628356934,592.82470703125,39,44.82876205444336,19.45996856689453,198.74041748046875,161.6825408935547,39,30.97156524658203,1411.8917236328125,2.099426507949829,cgp,mu+lambda,distance,hopper,2,3900
40,311.48773193359375,393.6627502441406,101.70526432991028,1687353217.7774613,2,-2.2050070762634277,2.154184341430664,785.638916015625,40,43.57455825805664,17.81243133544922,128.15679931640625,99.9957504272461,40,29.499465942382812,925.7723999023438,2.1092982292175293,cgp,mu+lambda,distance,hopper,2,4000
41,215.65586853027344,2050.67236328125,103.829434633255,1687353219.9016316,2,-1.2976114749908447,16.23047637939453,362.2450866699219,41,44.22128677368164,29.630475997924805,151.8045196533203,146.9657745361328,41,48.62016296386719,1063.1915283203125,2.1007730960845947,cgp,mu+lambda,distance,hopper,2,4100
42,197.6007080078125,956.2277221679688,105.9508364200592,1687353222.0230334,2,-4.755090236663818,3.79622745513916,10997.7451171875,42,41.71111297607422,18.918582916259766,149.9530487060547,149.1436767578125,42,34.577911376953125,170.8018035888672,2.0978028774261475,cgp,mu+lambda,distance,hopper,2,4200
43,325.9457092285156,11249.416015625,108.05929851531982,1687353224.1314955,2,-1.3993091583251953,2.915121555328369,6257.76513671875,43,43.47639465332031,18.9920597076416,135.6387481689453,123.59022521972656,43,22.624073028564453,967.5521240234375,2.08994722366333,cgp,mu+lambda,distance,hopper,2,4300
44,206.48155212402344,570.87353515625,110.16957592964172,1687353226.241773,2,-1.2958450317382812,6.2728400230407715,-516.2573852539062,44,41.674842834472656,22.113117218017578,175.73670959472656,163.987548828125,44,35.374237060546875,145.86898803710938,2.0912528038024902,cgp,mu+lambda,distance,hopper,2,4400
45,175.2359619140625,6064.71826171875,112.27536058425903,1687353228.3475575,2,-2.2791011333465576,5.688112258911133,245.5270538330078,45,45.02286148071289,24.900447845458984,152.40074157714844,151.5110321044922,45,36.698097229003906,5451.3955078125,2.0867257118225098,cgp,mu+lambda,distance,hopper,2,4500
46,267.3185119628906,365.56488037109375,114.38032841682434,1687353230.4525254,2,-0.9969062209129333,8.105714797973633,1915.5626220703125,46,56.83180236816406,31.294755935668945,228.90147399902344,216.84420776367188,46,42.41204071044922,19361.97265625,2.085177183151245,cgp,mu+lambda,distance,hopper,2,4600
47,629.7318115234375,2430.81591796875,116.49429893493652,1687353232.566496,2,-0.6260615587234497,4.195079803466797,-23.463361740112305,47,78.37139129638672,29.495296478271484,277.0907897949219,248.602783203125,47,33.126739501953125,9876.6650390625,2.0947070121765137,cgp,mu+lambda,distance,hopper,2,4700
48,230.0442657470703,-108.08722686767578,118.60596036911011,1687353234.6781573,2,-1.06350576877594,6.766935348510742,233.91604614257812,48,46.34530258178711,22.22910499572754,195.97486877441406,181.6059112548828,48,32.93446350097656,202.9508819580078,2.0915756225585938,cgp,mu+lambda,distance,hopper,2,4800
49,281.8759765625,582.1083984375,120.83914017677307,1687353236.9113371,2,-0.7782062888145447,10.069255828857422,-428.80316162109375,49,46.02809143066406,23.20867156982422,222.90943908691406,201.99774169921875,49,31.13057518005371,1113.6048583984375,2.1979458332061768,cgp,mu+lambda,distance,hopper,2,4900
50,161.2262420654297,3643.6416015625,123.04065084457397,1687353239.1128478,2,-1.349505066871643,4.632744312286377,108.68445587158203,50,40.979713439941406,22.320703506469727,133.37771606445312,124.82709503173828,50,36.67979431152344,2892.51025390625,2.1683261394500732,cgp,mu+lambda,distance,hopper,2,5000
51,473.03253173828125,348.18951416015625,125.10513854026794,1687353241.1773355,2,-1.3374369144439697,2.634537935256958,-654.9684448242188,51,66.09774017333984,26.954660415649414,348.28631591796875,143.1810760498047,51,36.81352233886719,1572.041748046875,2.043250322341919,cgp,mu+lambda,distance,hopper,2,5100
52,209.40652465820312,434.0314025878906,127.1410219669342,1687353243.213219,2,-1.0552427768707275,7.073431015014648,9226.8671875,52,40.2057991027832,24.174774169921875,146.86647033691406,128.82981872558594,52,41.47241973876953,1820.8052978515625,2.016832113265991,cgp,mu+lambda,distance,hopper,2,5200
53,335.4422607421875,10473.3154296875,129.18825364112854,1687353245.2604506,2,-1.3650853633880615,4.969080448150635,2857.66162109375,53,56.31678771972656,28.13644027709961,241.8968505859375,225.68495178222656,53,39.1100959777832,1788.5421142578125,2.027501106262207,cgp,mu+lambda,distance,hopper,2,5300
54,267.21527099609375,204.43814086914062,131.24797177314758,1687353247.3201687,2,-0.3081362545490265,7.025839805603027,553.0389404296875,54,47.84273910522461,27.5571231842041,262.8033752441406,164.9640350341797,54,41.49181365966797,544.6261596679688,2.040757417678833,cgp,mu+lambda,distance,hopper,2,5400
55,493.0650634765625,1489.34716796875,133.30935430526733,1687353249.3815513,2,-1.2294374704360962,7.818994998931885,143.1143798828125,55,66.47613525390625,30.03501319885254,297.7520446777344,219.77645874023438,55,36.99012756347656,458.5285949707031,2.0452685356140137,cgp,mu+lambda,distance,hopper,2,5500
56,477.61663818359375,4028.460693359375,135.37342476844788,1687353251.4456217,2,-0.18993982672691345,8.025148391723633,4105.46533203125,56,67.71389770507812,31.9520206451416,366.01202392578125,193.13580322265625,56,46.1297607421875,4643.904296875,2.046388864517212,cgp,mu+lambda,distance,hopper,2,5600
57,461.8616638183594,2352.343505859375,137.43879175186157,1687353253.5109887,2,-2.4282405376434326,3.9988045692443848,394.307373046875,57,78.10690307617188,35.70957565307617,350.3826599121094,269.02325439453125,57,38.823909759521484,1677.2520751953125,2.0473086833953857,cgp,mu+lambda,distance,hopper,2,5700
58,339.4713134765625,1139.5989990234375,139.496328830719,1687353255.5685258,2,-1.5057942867279053,2.6008644104003906,224.20700073242188,58,56.50006103515625,27.48240852355957,231.06297302246094,223.85385131835938,58,38.18085861206055,2430.852294921875,2.0406670570373535,cgp,mu+lambda,distance,hopper,2,5800
59,432.1769714355469,1254.2200927734375,141.55403304100037,1687353257.62623,2,-1.0469520092010498,4.719326019287109,10047.0791015625,59,90.98251342773438,42.079139709472656,400.8485412597656,341.877197265625,59,35.690757751464844,218.46792602539062,2.0389819145202637,cgp,mu+lambda,distance,hopper,2,5900
60,527.9623413085938,1070.94873046875,143.6026475429535,1687353259.6748445,2,-1.076465129852295,6.463393688201904,1203.1383056640625,60,96.61227416992188,48.50947189331055,392.3642272949219,366.2762451171875,60,44.11101531982422,1442.3583984375,2.030090570449829,cgp,mu+lambda,distance,hopper,2,6000
61,354.5298156738281,-877.9408569335938,145.64880752563477,1687353261.7210045,2,-0.5316731929779053,5.849847316741943,-636.901123046875,61,72.95352172851562,38.61516189575195,304.6639709472656,255.68649291992188,61,32.2059440612793,1406.971435546875,2.0292210578918457,cgp,mu+lambda,distance,hopper,2,6100
62,348.8663024902344,9232.9794921875,147.6970796585083,1687353263.7692766,2,-0.716821551322937,5.493183612823486,6127.10693359375,62,63.387229919433594,30.354305267333984,281.618896484375,264.5313720703125,62,33.35895538330078,658.32763671875,2.030536651611328,cgp,mu+lambda,distance,hopper,2,6200
63,297.664306640625,1169.8885498046875,149.74894666671753,1687353265.8211436,2,-2.2026419639587402,4.64462947845459,952.8229370117188,63,61.01832962036133,28.896190643310547,251.8123779296875,245.34532165527344,63,39.97581481933594,166.72549438476562,2.0331156253814697,cgp,mu+lambda,distance,hopper,2,6300
64,1058.46728515625,8103.12255859375,151.7980341911316,1687353267.8702312,2,-1.170913815498352,3.8197438716888428,4697.2880859375,64,149.72537231445312,60.379451751708984,549.456787109375,503.7379150390625,64,43.52577209472656,7863.33544921875,2.031094551086426,cgp,mu+lambda,distance,hopper,2,6400
65,443.6719970703125,435.393798828125,153.84645915031433,1687353269.918656,2,-1.441798210144043,3.258491039276123,187.62451171875,65,79.0329360961914,39.49890899658203,329.52142333984375,256.80572509765625,65,47.4716796875,328.203125,2.0327818393707275,cgp,mu+lambda,distance,hopper,2,6500
66,539.0365600585938,1643.119384765625,155.89226531982422,1687353271.9644623,2,-0.674318790435791,4.786540508270264,-1010.7310180664062,66,105.91094970703125,48.25345230102539,508.3435363769531,504.611572265625,66,47.40550231933594,6537.65625,2.028742551803589,cgp,mu+lambda,distance,hopper,2,6600
67,820.6851196289062,1574.2474365234375,157.9415476322174,1687353274.0137446,2,-1.210927963256836,4.128730297088623,10286.52734375,67,140.80613708496094,58.13412857055664,674.0032348632812,609.9292602539062,67,34.981658935546875,1325.026123046875,2.0328404903411865,cgp,mu+lambda,distance,hopper,2,6700
68,696.4843139648438,-319.9446105957031,159.98824548721313,1687353276.0604424,2,-0.4573388695716858,6.649280548095703,1128.356201171875,68,114.48060607910156,50.236454010009766,505.61566162109375,465.3714599609375,68,47.36652374267578,10081.859375,2.0301015377044678,cgp,mu+lambda,distance,hopper,2,6800
69,780.7924194335938,136.53353881835938,162.03763604164124,1687353278.109833,2,-2.212183713912964,3.657062530517578,590.990478515625,69,130.96774291992188,57.12858581542969,672.2796020507812,426.6302795410156,69,41.57106018066406,883.7169189453125,2.0323009490966797,cgp,mu+lambda,distance,hopper,2,6900
70,582.5903930664062,27137.8515625,164.08603835105896,1687353280.1582353,2,0.15591773390769958,13.651161193847656,496.6505126953125,70,99.45330047607422,47.36386489868164,403.6438903808594,397.2609558105469,70,39.01797866821289,433.34527587890625,2.031785011291504,cgp,mu+lambda,distance,hopper,2,7000
71,578.608154296875,3440.419189453125,166.1342589855194,1687353282.206456,2,-0.43220990896224976,6.906048774719238,24182.142578125,71,122.91949462890625,64.71975708007812,522.2805786132812,520.1067504882812,71,81.19598388671875,1071.0936279296875,2.0320873260498047,cgp,mu+lambda,distance,hopper,2,7100
72,406.4404602050781,2272.502685546875,168.1835744380951,1687353284.2557714,2,-1.22231125831604,8.17369556427002,-72.95025634765625,72,94.29927825927734,47.83449172973633,390.75360107421875,361.46942138671875,72,54.36993408203125,249.2449951171875,2.0336697101593018,cgp,mu+lambda,distance,hopper,2,7200
73,613.2210083007812,-427.64154052734375,170.2354862689972,1687353286.3076832,2,-1.9617948532104492,9.069663047790527,2001.50927734375,73,95.80175018310547,44.59344482421875,449.7329406738281,391.27587890625,73,47.390602111816406,449.6023254394531,2.0352330207824707,cgp,mu+lambda,distance,hopper,2,7300
74,991.62841796875,10665.736328125,172.2856593132019,1687353288.3578563,2,-3.696976900100708,3.287114381790161,862.5302124023438,74,129.83126831054688,46.52970504760742,485.4180603027344,378.6153869628906,74,32.34038543701172,1551.58251953125,2.0334134101867676,cgp,mu+lambda,distance,hopper,2,7400
75,433.47796630859375,1869.72314453125,174.334614276886,1687353290.4068112,2,-1.0417633056640625,2.4513895511627197,1269.9295654296875,75,83.00879669189453,35.03302764892578,385.77703857421875,307.1820373535156,75,27.79254913330078,36.193565368652344,2.0303304195404053,cgp,mu+lambda,distance,hopper,2,7500
76,351.74835205078125,15876.7705078125,176.38822627067566,1687353292.4604232,2,-1.2059266567230225,2.691178798675537,287.9139709472656,76,69.91477966308594,33.96656799316406,316.71502685546875,272.6453857421875,76,39.684844970703125,-358.9900207519531,2.037247657775879,cgp,mu+lambda,distance,hopper,2,7600
77,939.7064819335938,1363.4210205078125,178.44287180900574,1687353294.5150688,2,-1.0873098373413086,4.206608772277832,4093.88818359375,77,147.941650390625,71.34849548339844,514.5713500976562,499.82562255859375,77,62.98215866088867,294.5473327636719,2.0359280109405518,cgp,mu+lambda,distance,hopper,2,7700
78,436.5350341796875,1224.7147216796875,180.49724054336548,1687353296.5694375,2,-1.0033392906188965,4.948483467102051,2005.44677734375,78,83.63041687011719,39.81561279296875,348.7496643066406,344.3992919921875,78,39.055660247802734,3945.29296875,2.0374467372894287,cgp,mu+lambda,distance,hopper,2,7800
79,776.0115966796875,-90.7674331665039,182.54717326164246,1687353298.6193702,2,-1.5685979127883911,3.6263389587402344,6199.9375,79,122.97978210449219,49.970428466796875,407.13385009765625,373.2038269042969,79,44.326011657714844,608.3052368164062,2.0330810546875,cgp,mu+lambda,distance,hopper,2,7900
80,748.6422119140625,32449.169921875,184.60197567939758,1687353300.6741726,2,-2.89791202545166,1.6807928085327148,-46.11653137207031,80,96.24153900146484,34.30999755859375,273.83538818359375,244.44686889648438,80,25.301403045654297,4574.41357421875,2.0395240783691406,cgp,mu+lambda,distance,hopper,2,8000
81,698.2676391601562,2418.9736328125,186.6514310836792,1687353302.723628,2,-1.2138729095458984,4.641772270202637,1027.8895263671875,81,111.41297149658203,42.82872009277344,597.1148071289062,515.6201171875,81,37.300086975097656,6423.41748046875,2.0298638343811035,cgp,mu+lambda,distance,hopper,2,8100
82,732.197265625,13415.7314453125,188.7112922668457,1687353304.7834892,2,-1.153509497642517,3.9193356037139893,293.28851318359375,82,126.55323028564453,52.83498001098633,552.8239135742188,506.1257629394531,82,45.53371810913086,841.967529296875,2.041795253753662,cgp,mu+lambda,distance,hopper,2,8200
83,576.706787109375,1893.3841552734375,190.76662945747375,1687353306.8388264,2,-0.9282578825950623,3.8631303310394287,1989.205078125,83,110.61988830566406,56.49307632446289,554.507080078125,366.5946044921875,83,55.210205078125,98.18795013427734,2.039071559906006,cgp,mu+lambda,distance,hopper,2,8300
84,601.0853881835938,1466.765869140625,192.81544375419617,1687353308.8876407,2,-0.7345926761627197,6.5760087966918945,944.8975219726562,84,116.1875,53.826297760009766,515.6436767578125,428.84588623046875,84,39.465797424316406,2684.3134765625,2.0311386585235596,cgp,mu+lambda,distance,hopper,2,8400
85,582.6409912109375,23388.7734375,194.86603116989136,1687353310.9382281,2,-1.053599238395691,3.8494038581848145,778.4437866210938,85,115.25354766845703,47.523372650146484,545.6580810546875,525.7211303710938,85,37.71529006958008,1340.53857421875,2.0336251258850098,cgp,mu+lambda,distance,hopper,2,8500
86,727.4856567382812,656.8937377929688,196.918630361557,1687353312.9908273,2,-0.7624553442001343,4.697741508483887,-162.69175720214844,86,108.68721008300781,51.83578872680664,375.9852294921875,347.27655029296875,86,45.663055419921875,2121.5556640625,2.035893678665161,cgp,mu+lambda,distance,hopper,2,8600
87,880.9462280273438,23705.771484375,198.96641159057617,1687353315.0386086,2,-1.291649580001831,3.531935691833496,4832.2626953125,87,166.29014587402344,70.93708038330078,749.0962524414062,733.1032104492188,87,50.10798263549805,14317.4228515625,2.0313162803649902,cgp,mu+lambda,distance,hopper,2,8700
88,910.3778076171875,401.8644104003906,201.0183708667755,1687353317.0905678,2,-1.9863280057907104,1.6431649923324585,187.65765380859375,88,113.37127685546875,37.97916793823242,373.3411560058594,298.6322937011719,88,24.269977569580078,239.55747985839844,2.0345144271850586,cgp,mu+lambda,distance,hopper,2,8800
89,568.38916015625,22372.80859375,203.06792449951172,1687353319.1401215,2,-0.5845253467559814,4.235215187072754,81.88406372070312,89,125.57075500488281,63.062015533447266,529.8331298828125,458.099365234375,89,54.637454986572266,375.9399108886719,2.0327932834625244,cgp,mu+lambda,distance,hopper,2,8900
90,802.3363647460938,4138.30419921875,205.11740612983704,1687353321.189603,2,0.18291981518268585,5.085081577301025,6571.1748046875,90,112.33331298828125,43.71421813964844,533.40087890625,445.8200378417969,90,43.276580810546875,17578.7421875,2.0327908992767334,cgp,mu+lambda,distance,hopper,2,9000
91,887.9009399414062,3055.92138671875,207.16543674468994,1687353323.2376337,2,-1.428462028503418,2.8880677223205566,5463.5869140625,91,167.94427490234375,65.60357666015625,801.066650390625,719.6307373046875,91,41.82668685913086,9020.3388671875,2.031214952468872,cgp,mu+lambda,distance,hopper,2,9100
92,1164.9656982421875,10716.818359375,209.21324706077576,1687353325.285444,2,-1.2658849954605103,2.9171266555786133,3735.310302734375,92,186.67266845703125,86.97710418701172,656.9440307617188,573.435791015625,92,72.49745178222656,16906.296875,2.0311355590820312,cgp,mu+lambda,distance,hopper,2,9200
