,_runtime,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.generation,training.top_k_fit.top_0_fit,_timestamp,training.run_id,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,training.fitness_std,solver,ea,environment,seed
46,93.1775712966919,68.03752136230469,1.6472184658050537,1029.5386962890625,46,300.7623596191406,46,1041.2861328125,1687238183.1393232,7,319.47576904296875,92.28683471679688,1037.7508544921875,401.7582092285156,lgp,mu+lambda,walker2d,7
47,94.83337569236755,68.96527862548828,1.6376277208328247,1029.9466552734375,47,1021.5726318359375,47,1047.78662109375,1687238184.7951276,7,357.63201904296875,95.80244445800781,1030.8018798828125,419.2447204589844,lgp,mu+lambda,walker2d,7
48,96.48483943939209,73.35523223876953,1.633170485496521,1034.2320556640625,48,438.1622619628906,48,1043.680908203125,1687238186.4465914,7,324.3581237792969,93.85908508300781,1040.8699951171875,394.43402099609375,lgp,mu+lambda,walker2d,7
49,98.13896369934082,64.27143859863281,1.635852575302124,1034.406005859375,49,353.5401306152344,49,1054.5059814453125,1687238188.1007156,7,303.992919921875,91.14105224609375,1036.263427734375,391.70416259765625,lgp,mu+lambda,walker2d,7
50,99.8047046661377,61.651405334472656,1.6476136445999146,1030.51611328125,50,1010.7784423828125,50,1037.9954833984375,1687238189.7664566,7,337.50335693359375,95.20246887207031,1036.75244140625,413.92608642578125,lgp,mu+lambda,walker2d,7
51,101.47009372711182,87.6325454711914,1.6463326215744019,1037.762451171875,51,1023.9989013671875,51,1041.15576171875,1687238191.4318457,7,455.0598449707031,203.91033935546875,1039.2271728515625,431.7051086425781,lgp,mu+lambda,walker2d,7
52,103.13589930534363,74.43344116210938,1.647413969039917,1040.4298095703125,52,681.2341918945312,52,1046.8863525390625,1687238193.0976512,7,360.70111083984375,132.86419677734375,1042.226318359375,398.91912841796875,lgp,mu+lambda,walker2d,7
53,104.80136275291443,70.18502807617188,1.6468877792358398,1031.9239501953125,53,855.8211669921875,53,1039.15869140625,1687238194.7631147,7,342.8542785644531,105.86650085449219,1034.124267578125,408.11871337890625,lgp,mu+lambda,walker2d,7
54,106.45384526252747,60.16694641113281,1.6341572999954224,1031.4962158203125,54,710.5374145507812,54,1041.10693359375,1687238196.4155972,7,347.92132568359375,97.61903381347656,1039.12646484375,407.9525451660156,lgp,mu+lambda,walker2d,7
55,108.1060733795166,67.83887481689453,1.6345202922821045,1033.063232421875,55,712.2283935546875,55,1044.5015869140625,1687238198.0678253,7,360.9456481933594,114.9395751953125,1038.89892578125,402.6360778808594,lgp,mu+lambda,walker2d,7
56,109.7581901550293,71.85528564453125,1.6338955163955688,1032.4322509765625,56,1023.6062622070312,56,1041.46435546875,1687238199.719942,7,397.2247314453125,121.38688659667969,1038.608154296875,429.97857666015625,lgp,mu+lambda,walker2d,7
57,111.42249298095703,80.1034164428711,1.6457406282424927,1034.3184814453125,57,1022.0882568359375,57,1037.52880859375,1687238201.384245,7,400.8063049316406,143.1031494140625,1034.5638427734375,419.235107421875,lgp,mu+lambda,walker2d,7
58,113.0686764717102,74.13337707519531,1.627564787864685,1030.8353271484375,58,1020.174072265625,58,1055.4833984375,1687238203.0304284,7,392.5413513183594,126.19021606445312,1039.7265625,418.93817138671875,lgp,mu+lambda,walker2d,7
59,114.72001814842224,67.79523468017578,1.6330472230911255,1036.9827880859375,59,1023.4725341796875,59,1045.3388671875,1687238204.68177,7,369.9167785644531,91.74447631835938,1042.0147705078125,425.5364990234375,lgp,mu+lambda,walker2d,7
60,116.37075400352478,66.12411499023438,1.6322731971740723,1036.4339599609375,60,1023.5682373046875,60,1041.969970703125,1687238206.332506,7,406.9546813964844,140.82421875,1041.010986328125,433.95269775390625,lgp,mu+lambda,walker2d,7
61,118.03544664382935,76.62796020507812,1.645946741104126,1035.0535888671875,61,1011.481201171875,61,1044.2852783203125,1687238207.9971986,7,378.4279479980469,125.0261459350586,1040.608642578125,409.4539489746094,lgp,mu+lambda,walker2d,7
62,119.70061755180359,75.18690490722656,1.646257996559143,1038.28466796875,62,1024.33642578125,62,1042.314453125,1687238209.6623695,7,393.3846740722656,136.00119018554688,1039.62548828125,423.8435974121094,lgp,mu+lambda,walker2d,7
63,121.36566162109375,75.40161895751953,1.6466683149337769,1037.58984375,63,622.0454711914062,63,1041.5762939453125,1687238211.3274136,7,342.1865539550781,95.48480224609375,1040.0146484375,400.3955078125,lgp,mu+lambda,walker2d,7
64,123.0300874710083,66.5841293334961,1.6463203430175781,1034.2257080078125,64,1006.4434204101562,64,1042.2188720703125,1687238212.9918394,7,359.1750793457031,101.37141418457031,1041.0738525390625,415.6979064941406,lgp,mu+lambda,walker2d,7
65,124.69656872749329,70.49353790283203,1.6480116844177246,1044.3541259765625,65,933.27685546875,65,1045.344482421875,1687238214.6583207,7,349.3391418457031,103.03851318359375,1044.9296875,407.91888427734375,lgp,mu+lambda,walker2d,7
66,126.36034274101257,70.19706726074219,1.6452231407165527,1042.19189453125,66,1010.3659057617188,66,1056.181884765625,1687238216.3220947,7,365.6794128417969,114.10881805419922,1046.4881591796875,409.7152404785156,lgp,mu+lambda,walker2d,7
67,128.0224335193634,63.43302917480469,1.643617033958435,1040.6729736328125,67,453.4400634765625,67,1049.4569091796875,1687238217.9841855,7,332.6365661621094,100.0444564819336,1048.1109619140625,394.3933410644531,lgp,mu+lambda,walker2d,7
68,129.68650937080383,62.662288665771484,1.6457231044769287,1039.414794921875,68,1007.7984008789062,68,1046.056640625,1687238219.6482613,7,388.23388671875,126.74674224853516,1043.1785888671875,421.3008728027344,lgp,mu+lambda,walker2d,7
69,131.3502151966095,60.24065399169922,1.644970178604126,1042.5572509765625,69,677.8392333984375,69,1054.2186279296875,1687238221.3119671,7,342.6927185058594,97.36944580078125,1047.459228515625,404.6862487792969,lgp,mu+lambda,walker2d,7
70,133.01405906677246,69.21269989013672,1.6454895734786987,1043.40234375,70,735.3256225585938,70,1054.529296875,1687238222.975811,7,345.47906494140625,97.43055725097656,1044.802978515625,405.2461242675781,lgp,mu+lambda,walker2d,7
71,134.67900252342224,61.004425048828125,1.6462711095809937,1040.1639404296875,71,849.0487670898438,71,1049.1942138671875,1687238224.6407545,7,355.8196105957031,99.406494140625,1043.0517578125,414.7402038574219,lgp,mu+lambda,walker2d,7
72,136.34398078918457,72.10249328613281,1.6465418338775635,1044.17138671875,72,1003.3961181640625,72,1048.1944580078125,1687238226.3057327,7,362.9524841308594,105.29923248291016,1044.7371826171875,414.8356628417969,lgp,mu+lambda,walker2d,7
73,138.00754165649414,72.43193054199219,1.6456900835037231,1040.16455078125,73,1008.099365234375,73,1045.651123046875,1687238227.9692936,7,376.68359375,109.60342407226562,1044.1192626953125,416.5949401855469,lgp,mu+lambda,walker2d,7
74,139.67185020446777,65.4830093383789,1.6460235118865967,1046.03125,74,1023.8240356445312,74,1058.7926025390625,1687238229.6336021,7,377.1114807128906,120.4375,1057.9278564453125,421.0214538574219,lgp,mu+lambda,walker2d,7
75,141.33702898025513,68.43582153320312,1.64689302444458,1041.646728515625,75,1024.8419189453125,75,1059.424072265625,1687238231.298781,7,393.5226745605469,111.53324127197266,1045.1844482421875,441.28656005859375,lgp,mu+lambda,walker2d,7
76,143.00157475471497,67.31945037841797,1.6468473672866821,1038.8074951171875,76,492.1117858886719,76,1044.33837890625,1687238232.9633267,7,333.2052001953125,95.87586975097656,1041.6019287109375,400.697509765625,lgp,mu+lambda,walker2d,7
77,144.6653950214386,61.76261520385742,1.645642876625061,1044.441650390625,77,1005.8967895507812,77,1045.840576171875,1687238234.627147,7,358.6453857421875,113.75785827636719,1045.1002197265625,414.366943359375,lgp,mu+lambda,walker2d,7
78,146.32771968841553,74.32242584228516,1.6438621282577515,1040.3587646484375,78,992.006591796875,78,1061.1829833984375,1687238236.2894716,7,369.88385009765625,114.93218231201172,1046.397216796875,419.1473693847656,lgp,mu+lambda,walker2d,7
79,147.9921863079071,70.99354553222656,1.6458168029785156,1048.443115234375,79,1016.5184326171875,79,1079.4453125,1687238237.9539382,7,385.1487731933594,121.34538269042969,1058.4849853515625,417.8100280761719,lgp,mu+lambda,walker2d,7
80,149.64195346832275,80.04342651367188,1.6316190958023071,1044.7933349609375,80,1021.0394287109375,80,1055.552490234375,1687238239.6037054,7,378.59600830078125,113.93519592285156,1047.8236083984375,415.62615966796875,lgp,mu+lambda,walker2d,7
81,151.2918450832367,69.66975402832031,1.631298542022705,1068.8548583984375,81,1008.712646484375,81,1079.5350341796875,1687238241.253597,7,346.099609375,98.76439666748047,1076.4600830078125,416.373046875,lgp,mu+lambda,walker2d,7
82,152.95592546463013,66.80227661132812,1.6457663774490356,1050.3433837890625,82,811.03564453125,82,1064.12939453125,1687238242.9176774,7,353.0230407714844,92.71482849121094,1060.5892333984375,410.22857666015625,lgp,mu+lambda,walker2d,7
83,154.6210732460022,68.50047302246094,1.6467208862304688,1046.562744140625,83,1023.5130615234375,83,1060.5262451171875,1687238244.5828252,7,382.5418395996094,127.36416625976562,1046.761474609375,427.78778076171875,lgp,mu+lambda,walker2d,7
84,156.28434586524963,72.26551818847656,1.6450830698013306,1064.3341064453125,84,1025.942626953125,84,1068.328125,1687238246.2460978,7,402.40264892578125,135.0731964111328,1064.7105712890625,420.7391052246094,lgp,mu+lambda,walker2d,7
85,157.95025372505188,77.02928924560547,1.647489309310913,1068.2535400390625,85,1025.264892578125,85,1088.6778564453125,1687238247.9120057,7,409.126953125,164.88809204101562,1079.5469970703125,410.5614013671875,lgp,mu+lambda,walker2d,7
86,159.6141812801361,73.57176971435547,1.6452502012252808,1068.3154296875,86,939.7820434570312,86,1125.5006103515625,1687238249.5759332,7,394.1971130371094,157.70704650878906,1071.0306396484375,409.2707214355469,lgp,mu+lambda,walker2d,7
87,161.27852034568787,75.5371322631836,1.6459977626800537,1062.9215087890625,87,769.4616088867188,87,1100.89404296875,1687238251.2402723,7,404.4953918457031,163.43060302734375,1062.9888916015625,396.6430358886719,lgp,mu+lambda,walker2d,7
88,162.94523859024048,76.12846374511719,1.647849678993225,1071.583251953125,88,872.4129638671875,88,1118.5634765625,1687238252.9069905,7,361.861083984375,116.56553649902344,1077.186279296875,411.528564453125,lgp,mu+lambda,walker2d,7
89,164.59262466430664,70.1160888671875,1.6292330026626587,1067.888671875,89,1030.065185546875,89,1098.3875732421875,1687238254.5543766,7,383.3172302246094,121.63909149169922,1073.2586669921875,430.72454833984375,lgp,mu+lambda,walker2d,7
90,166.24443101882935,68.66839599609375,1.6334348917007446,1069.6844482421875,90,956.7066650390625,90,1084.193603515625,1687238256.206183,7,394.9987487792969,112.58628845214844,1071.3541259765625,421.6098327636719,lgp,mu+lambda,walker2d,7
91,167.89651727676392,68.09490966796875,1.6342955827713013,1076.39990234375,91,1030.59521484375,91,1107.6136474609375,1687238257.8582692,7,397.2098388671875,152.2669677734375,1089.6829833984375,428.75933837890625,lgp,mu+lambda,walker2d,7
92,169.56141781806946,70.54100799560547,1.6465601921081543,1055.6524658203125,92,1004.2682495117188,92,1070.2489013671875,1687238259.5231698,7,355.0021057128906,95.24169921875,1057.8094482421875,420.7933654785156,lgp,mu+lambda,walker2d,7
93,171.2239179611206,64.50350952148438,1.644960880279541,1069.7149658203125,93,1026.9720458984375,93,1097.315673828125,1687238261.18567,7,382.9771423339844,93.47205352783203,1082.1190185546875,434.3053894042969,lgp,mu+lambda,walker2d,7
94,172.89035868644714,66.23682403564453,1.6478999853134155,1058.307861328125,94,1023.9550170898438,94,1077.649658203125,1687238262.8521106,7,391.06085205078125,124.81858825683594,1059.9276123046875,425.2759094238281,lgp,mu+lambda,walker2d,7
95,174.5553617477417,71.48896789550781,1.6465131044387817,1058.7977294921875,95,1040.188720703125,95,1078.196533203125,1687238264.5171137,7,377.7258605957031,97.53730773925781,1070.2816162109375,432.1817932128906,lgp,mu+lambda,walker2d,7
96,176.2174587249756,60.04986572265625,1.643865942955017,1071.6207275390625,96,569.1367797851562,96,1085.047607421875,1687238266.1792107,7,335.8638610839844,104.394287109375,1078.2452392578125,419.11859130859375,lgp,mu+lambda,walker2d,7
97,177.8820037841797,64.53770446777344,1.645712971687317,1067.531494140625,97,660.9174194335938,97,1090.2701416015625,1687238267.8437557,7,353.4974060058594,106.55509948730469,1074.9051513671875,413.5032653808594,lgp,mu+lambda,walker2d,7
98,179.54641103744507,65.59902954101562,1.6457635164260864,1075.5821533203125,98,1018.6788330078125,98,1088.322509765625,1687238269.508163,7,380.9289855957031,98.20079040527344,1086.7423095703125,425.56793212890625,lgp,mu+lambda,walker2d,7
99,181.1999111175537,70.99406433105469,1.6344289779663086,1078.7127685546875,99,924.2112426757812,99,1083.2261962890625,1687238271.161663,7,379.02276611328125,138.54397583007812,1079.209228515625,414.48223876953125,lgp,mu+lambda,walker2d,7
100,182.8516023159027,53.787376403808594,1.6334593296051025,1073.007568359375,100,430.13751220703125,100,1107.74072265625,1687238272.8133543,7,321.9820861816406,96.37044525146484,1083.6453857421875,409.20513916015625,lgp,mu+lambda,walker2d,7
101,184.51547765731812,72.52972412109375,1.6455744504928589,1090.1448974609375,101,1036.872802734375,101,1109.9893798828125,1687238274.4772296,7,382.2833557128906,109.73692321777344,1098.8262939453125,427.4167785644531,lgp,mu+lambda,walker2d,7
102,186.1798870563507,62.84642028808594,1.6463080644607544,1073.3328857421875,102,366.68463134765625,102,1106.0186767578125,1687238276.141639,7,319.57379150390625,88.6321792602539,1085.539794921875,408.9493713378906,lgp,mu+lambda,walker2d,7
103,187.8449125289917,60.44775390625,1.6462562084197998,1093.76220703125,103,488.0374450683594,103,1101.4708251953125,1687238277.8066645,7,345.1859436035156,102.947998046875,1100.013427734375,405.06280517578125,lgp,mu+lambda,walker2d,7
104,189.49771070480347,68.95147705078125,1.6343613862991333,1078.43701171875,104,756.7455444335938,104,1095.300537109375,1687238279.4594626,7,356.2440490722656,111.44366455078125,1086.6595458984375,410.18743896484375,lgp,mu+lambda,walker2d,7
105,191.16090321540833,72.34060668945312,1.6446696519851685,1078.3695068359375,105,735.7581787109375,105,1107.798095703125,1687238281.1226552,7,361.1249084472656,115.5,1093.111083984375,411.6321105957031,lgp,mu+lambda,walker2d,7
106,192.82449436187744,72.54234313964844,1.6451854705810547,1078.4434814453125,106,799.5473022460938,106,1083.5218505859375,1687238282.7862463,7,362.5638122558594,113.42539978027344,1079.54736328125,413.7336120605469,lgp,mu+lambda,walker2d,7
107,194.48828148841858,71.89283752441406,1.6452956199645996,1076.5447998046875,107,1026.9566650390625,107,1080.1619873046875,1687238284.4500334,7,378.7672424316406,122.26786804199219,1078.6287841796875,425.58087158203125,lgp,mu+lambda,walker2d,7
108,196.15246629714966,69.89666748046875,1.6454012393951416,1085.910888671875,108,993.2327270507812,108,1115.829345703125,1687238286.1142182,7,379.3567199707031,120.70794677734375,1090.3836669921875,420.11444091796875,lgp,mu+lambda,walker2d,7
109,197.81745076179504,68.45787048339844,1.6467081308364868,1081.826904296875,109,525.9426879882812,109,1087.3704833984375,1687238287.7792027,7,346.5594787597656,104.41522216796875,1086.7904052734375,410.30206298828125,lgp,mu+lambda,walker2d,7
110,199.4824903011322,69.5963134765625,1.6466079950332642,1082.1905517578125,110,1034.121337890625,110,1083.8521728515625,1687238289.4442422,7,373.81109619140625,115.53219604492188,1082.4647216796875,429.5323181152344,lgp,mu+lambda,walker2d,7
111,201.13688325881958,62.8569450378418,1.636124849319458,1081.6158447265625,111,567.8950805664062,111,1089.2584228515625,1687238291.0986352,7,350.3341979980469,99.98452758789062,1088.1942138671875,419.82867431640625,lgp,mu+lambda,walker2d,7
112,202.79068779945374,63.97621154785156,1.6354469060897827,1087.3570556640625,112,658.955078125,112,1091.7781982421875,1687238292.7524397,7,358.0267028808594,113.86239624023438,1087.493896484375,424.9179382324219,lgp,mu+lambda,walker2d,7
113,204.45600628852844,64.0787582397461,1.646850347518921,1090.924560546875,113,533.6585693359375,113,1103.6571044921875,1687238294.4177582,7,336.24066162109375,88.77299499511719,1102.8670654296875,430.4854736328125,lgp,mu+lambda,walker2d,7
114,206.11936354637146,63.852481842041016,1.6449376344680786,1087.384765625,114,463.2904052734375,114,1103.3853759765625,1687238296.0811155,7,337.3323059082031,108.76837158203125,1088.0009765625,414.9822998046875,lgp,mu+lambda,walker2d,7
115,207.78354477882385,79.42774963378906,1.6453251838684082,1096.770263671875,115,1066.25830078125,115,1117.1787109375,1687238297.7452967,7,437.3797607421875,136.30514526367188,1097.6007080078125,447.96826171875,lgp,mu+lambda,walker2d,7
116,209.4480528831482,72.18814086914062,1.6462489366531372,1094.01806640625,116,1042.5361328125,116,1107.185546875,1687238299.4098048,7,374.6860046386719,103.64362335205078,1096.2359619140625,430.9723205566406,lgp,mu+lambda,walker2d,7
