,_runtime,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.generation,training.top_k_fit.top_0_fit,_timestamp,training.run_id,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,training.fitness_std,solver,ea,environment,seed
0,16.5555636882782,54.74247741699219,15.309816360473633,318.9168701171875,0,104.03034973144531,0,459.92401123046875,1687238106.5173156,7,94.92620086669922,79.81063842773438,398.5147705078125,73.98875427246094,lgp,mu+lambda,walker2d,7
1,18.347875118255615,70.90776824951172,1.6405032873153687,474.21533203125,1,149.73773193359375,1,770.4762573242188,1687238108.309627,7,126.77874755859375,99.46564483642578,480.2091979980469,110.20884704589844,lgp,mu+lambda,walker2d,7
2,20.01351284980774,54.01958465576172,1.640062689781189,466.7642822265625,2,150.68470764160156,2,593.1199951171875,1687238109.9752648,7,136.46890258789062,94.69329833984375,497.1873474121094,122.05963134765625,lgp,mu+lambda,walker2d,7
3,21.680078268051147,57.66061019897461,1.6418778896331787,573.1514282226562,3,280.2425537109375,3,1013.637939453125,1687238111.6418302,7,178.74163818359375,104.97028350830078,625.089599609375,169.96310424804688,lgp,mu+lambda,walker2d,7
4,23.34604811668396,47.562347412109375,1.6420546770095825,978.7801513671875,4,209.1522216796875,4,1008.7648315429688,1687238113.3078,7,184.4293670654297,98.93063354492188,1003.5233154296875,220.7724609375,lgp,mu+lambda,walker2d,7
5,25.013196229934692,58.31069564819336,1.6470086574554443,992.6925659179688,5,339.3719177246094,5,1022.18505859375,1687238114.9749482,7,239.00442504882812,133.43267822265625,1002.64990234375,266.96258544921875,lgp,mu+lambda,walker2d,7
6,26.676495790481567,70.03845977783203,1.6455923318862915,1007.35302734375,6,378.9009704589844,6,1022.6683959960938,1687238116.6382477,7,262.35565185546875,120.34134674072266,1022.3995971679688,287.275390625,lgp,mu+lambda,walker2d,7
7,28.34348154067993,74.9378662109375,1.6485241651535034,1011.6143188476562,7,306.3362121582031,7,1016.7008666992188,1687238118.3052335,7,262.75909423828125,105.62727355957031,1014.7348022460938,312.0186462402344,lgp,mu+lambda,walker2d,7
8,30.010474681854248,67.37991333007812,1.648813009262085,1013.3661499023438,8,190.9764404296875,8,1038.39697265625,1687238119.9722266,7,230.96871948242188,105.84715270996094,1023.4296264648438,294.50347900390625,lgp,mu+lambda,walker2d,7
9,31.675347328186035,68.94967651367188,1.647038459777832,1015.3026733398438,9,382.1173095703125,9,1080.1334228515625,1687238121.6370993,7,263.5142517089844,126.45361328125,1034.0714111328125,305.6380310058594,lgp,mu+lambda,walker2d,7
10,33.34193539619446,62.88064193725586,1.6492011547088623,1014.277099609375,10,374.48663330078125,10,1027.4063720703125,1687238123.3036873,7,258.36749267578125,110.03623962402344,1023.98681640625,301.7977294921875,lgp,mu+lambda,walker2d,7
11,34.99793767929077,73.49934387207031,1.6377582550048828,1009.6971435546875,11,498.08349609375,11,1033.163330078125,1687238124.9596896,7,297.5038146972656,103.4906005859375,1025.569580078125,332.69757080078125,lgp,mu+lambda,walker2d,7
12,36.66083884239197,75.49146270751953,1.6454111337661743,1012.7603149414062,12,409.8985290527344,12,1018.1837768554688,1687238126.6225908,7,282.5669860839844,119.36992645263672,1012.9953002929688,313.429931640625,lgp,mu+lambda,walker2d,7
13,38.3259162902832,67.41371154785156,1.6473594903945923,1012.085205078125,13,435.306640625,13,1019.980712890625,1687238128.2876682,7,290.3461608886719,120.65663146972656,1017.3269653320312,320.7066650390625,lgp,mu+lambda,walker2d,7
14,39.99194312095642,68.15901184082031,1.6480554342269897,1016.2891235351562,14,474.3176574707031,14,1022.08984375,1687238129.953695,7,303.4383850097656,152.0505828857422,1019.857666015625,324.7462463378906,lgp,mu+lambda,walker2d,7
15,41.65614604949951,72.67449188232422,1.6457887887954712,1008.5144653320312,15,364.6298522949219,15,1013.2328491210938,1687238131.617898,7,280.3160705566406,112.18993377685547,1010.550048828125,326.0069274902344,lgp,mu+lambda,walker2d,7
16,43.320793867111206,68.24858093261719,1.6470123529434204,1014.3126831054688,16,474.4770202636719,16,1026.534423828125,1687238133.2825458,7,315.54052734375,131.70004272460938,1015.6122436523438,342.0154724121094,lgp,mu+lambda,walker2d,7
17,44.985806465148926,83.52626037597656,1.64662504196167,1020.66845703125,17,601.8786010742188,17,1030.81640625,1687238134.9475584,7,362.36279296875,153.0582733154297,1026.821533203125,359.9389953613281,lgp,mu+lambda,walker2d,7
18,46.64881634712219,81.72606658935547,1.6446738243103027,1012.1612548828125,18,613.1517944335938,18,1027.690673828125,1687238136.6105683,7,372.6483459472656,186.15756225585938,1019.6854858398438,373.2082214355469,lgp,mu+lambda,walker2d,7
19,48.313143730163574,74.0396499633789,1.6467865705490112,1020.9208374023438,19,994.9214477539062,19,1025.0269775390625,1687238138.2748957,7,379.05023193359375,145.11073303222656,1022.7299194335938,402.73944091796875,lgp,mu+lambda,walker2d,7
20,49.97664737701416,79.89390563964844,1.6454219818115234,1019.9773559570312,20,981.1548461914062,20,1022.7199096679688,1687238139.9383993,7,385.93890380859375,135.904296875,1021.0751953125,394.553466796875,lgp,mu+lambda,walker2d,7
21,51.63161754608154,74.74879455566406,1.636646032333374,1016.8858032226562,21,636.2808227539062,21,1022.3418579101562,1687238141.5933695,7,-652.0823974609375,112.93780517578125,1020.6843872070312,9992.3583984375,lgp,mu+lambda,walker2d,7
22,53.28318810462952,72.36453247070312,1.6329598426818848,1019.6273193359375,22,1002.9742431640625,22,1027.343017578125,1687238143.24494,7,398.7140197753906,127.51649475097656,1023.64599609375,428.3828125,lgp,mu+lambda,walker2d,7
23,54.93659973144531,83.491455078125,1.6348074674606323,1022.5598754882812,23,1002.878662109375,23,1030.2630615234375,1687238144.8983517,7,400.6340026855469,134.35092163085938,1024.840576171875,415.9327697753906,lgp,mu+lambda,walker2d,7
24,56.59941649436951,91.73513793945312,1.6447254419326782,1024.3055419921875,24,1007.2138061523438,24,1029.0572509765625,1687238146.5611684,7,420.01812744140625,139.82037353515625,1027.591552734375,421.9063720703125,lgp,mu+lambda,walker2d,7
25,58.264941692352295,70.49812316894531,1.6469208002090454,1026.25244140625,25,1007.2633666992188,25,1027.6348876953125,1687238148.2266936,7,394.1882629394531,130.6588134765625,1027.593994140625,414.2658996582031,lgp,mu+lambda,walker2d,7
26,59.92972779273987,63.306392669677734,1.6464996337890625,1026.2315673828125,26,1004.9080810546875,26,1037.3118896484375,1687238149.8914797,7,369.98468017578125,118.27078247070312,1033.4632568359375,410.4080810546875,lgp,mu+lambda,walker2d,7
27,61.59409952163696,64.78500366210938,1.6459711790084839,1023.6315307617188,27,1001.3673706054688,27,1037.0216064453125,1687238151.5558515,7,379.1506042480469,106.64454650878906,1028.0509033203125,420.1661071777344,lgp,mu+lambda,walker2d,7
28,63.257933378219604,60.67762756347656,1.6458823680877686,1027.5084228515625,28,717.5579223632812,28,1036.9996337890625,1687238153.2196853,7,337.3999938964844,89.15879821777344,1028.282470703125,402.5672302246094,lgp,mu+lambda,walker2d,7
29,64.92299938201904,74.37572479248047,1.6465648412704468,1021.4082641601562,29,1003.8611450195312,29,1030.1019287109375,1687238154.8847513,7,392.0355529785156,168.40890502929688,1028.982666015625,401.92376708984375,lgp,mu+lambda,walker2d,7
30,66.58664155006409,72.54222869873047,1.644631028175354,1023.640380859375,30,985.5953369140625,30,1037.7149658203125,1687238156.5483935,7,368.3228454589844,116.10282897949219,1030.0936279296875,402.1717224121094,lgp,mu+lambda,walker2d,7
31,68.25190472602844,66.74789428710938,1.6457982063293457,1022.2611694335938,31,757.7218017578125,31,1029.8465576171875,1687238158.2136567,7,337.05419921875,95.42144775390625,1025.2813720703125,403.2915344238281,lgp,mu+lambda,walker2d,7
32,69.91726970672607,65.71240234375,1.6467288732528687,1030.066162109375,32,462.0030212402344,32,1033.7147216796875,1687238159.8790216,7,336.29351806640625,118.79791259765625,1032.814453125,388.0958251953125,lgp,mu+lambda,walker2d,7
33,71.58021092414856,67.58641052246094,1.6446051597595215,1023.1162109375,33,694.5613403320312,33,1034.6517333984375,1687238161.5419629,7,377.0841369628906,136.64273071289062,1028.6689453125,393.73870849609375,lgp,mu+lambda,walker2d,7
34,73.24539685249329,75.13452911376953,1.6465895175933838,1025.5662841796875,34,1004.6516723632812,34,1028.384765625,1687238163.2071488,7,363.8246154785156,117.85478210449219,1028.101806640625,400.8247375488281,lgp,mu+lambda,walker2d,7
35,74.91082286834717,84.08956909179688,1.6465574502944946,1031.022216796875,35,1010.6318359375,35,1034.7735595703125,1687238164.8725748,7,429.3487548828125,162.90896606445312,1033.162353515625,419.12103271484375,lgp,mu+lambda,walker2d,7
36,76.57412695884705,70.4033432006836,1.6448218822479248,1033.67138671875,36,1006.7626953125,36,1038.9346923828125,1687238166.535879,7,392.46923828125,169.36878967285156,1035.0792236328125,401.68414306640625,lgp,mu+lambda,walker2d,7
37,78.2273941040039,63.87542724609375,1.6353447437286377,1026.95263671875,37,1006.5828857421875,37,1031.594482421875,1687238168.189146,7,345.46490478515625,105.4833984375,1029.9072265625,411.3907775878906,lgp,mu+lambda,walker2d,7
38,79.89262104034424,75.05615234375,1.6472246646881104,1025.2835693359375,38,679.7872924804688,38,1028.015625,1687238169.854373,7,361.2288513183594,135.53250122070312,1025.64453125,395.98193359375,lgp,mu+lambda,walker2d,7
39,81.5579981803894,76.46060180664062,1.6469762325286865,1031.7147216796875,39,1014.1912841796875,39,1036.9775390625,1687238171.51975,7,445.4915466308594,180.3413848876953,1033.4163818359375,423.3820495605469,lgp,mu+lambda,walker2d,7
40,83.21592903137207,73.98965454101562,1.6402702331542969,1027.549560546875,40,1014.1824340820312,40,1032.2027587890625,1687238173.177681,7,389.2547302246094,125.78915405273438,1030.3265380859375,412.304931640625,lgp,mu+lambda,walker2d,7
41,84.86943483352661,72.95819091796875,1.6358044147491455,1030.396240234375,41,1013.47607421875,41,1037.2161865234375,1687238174.8311868,7,366.3761291503906,114.09912109375,1033.6392822265625,416.1077880859375,lgp,mu+lambda,walker2d,7
42,86.51891469955444,67.615234375,1.6311155557632446,1029.6798095703125,42,1020.8214111328125,42,1044.0389404296875,1687238176.4806666,7,388.1942138671875,115.70091247558594,1033.503662109375,426.1492004394531,lgp,mu+lambda,walker2d,7
43,88.1840546131134,73.0047836303711,1.64695143699646,1034.1187744140625,43,1010.711181640625,43,1054.1973876953125,1687238178.1458066,7,411.7610778808594,122.13587188720703,1041.215576171875,429.32696533203125,lgp,mu+lambda,walker2d,7
44,89.84876251220703,71.009521484375,1.6462085247039795,1030.9295654296875,44,1010.0589599609375,44,1040.3336181640625,1687238179.8105145,7,400.31060791015625,102.57508850097656,1039.3724365234375,431.9146728515625,lgp,mu+lambda,walker2d,7
45,91.51253485679626,63.75739288330078,1.6455761194229126,1031.1646728515625,45,1007.9077758789062,45,1043.5234375,1687238181.4742868,7,352.082763671875,102.62655639648438,1032.1806640625,412.77587890625,lgp,mu+lambda,walker2d,7
