,training.top_k_fit.top_2_fit,_timestamp,training.fitness_1q,training.top_k_fit.top_1_fit,training.fitness_median,training.evaluation_time,_runtime,training.run_id,training.fitness_std,training.fitness_3q,training.generation,training.fitness_mean,_step,training.top_k_fit.top_0_fit,solver,ea,environment,seed
0,334.7391662597656,1687236417.1355834,108.90479278564453,556.4246826171875,77.68168640136719,15.431302070617676,16.909712314605713,6,113.29500579833984,54.568946838378906,0,97.7699966430664,0,1017.1134643554688,lgp,mu+lambda,walker2d,6
1,347.1831359863281,1687236418.9121234,108.18783569335938,802.313720703125,82.71586608886719,1.6312175989151,18.68625235557556,6,134.03858947753906,52.601470947265625,1,106.95720672607422,1,1021.3739624023438,lgp,mu+lambda,walker2d,6
2,857.9464721679688,1687236420.576931,189.14247131347656,1014.1611328125,115.94779205322266,1.646169662475586,20.351059913635254,6,173.53125,80.18679809570312,2,170.56983947753906,2,1022.1908569335938,lgp,mu+lambda,walker2d,6
3,781.012939453125,1687236422.242038,318.58343505859375,1001.6976318359375,133.04730224609375,1.6466346979141235,22.016166925430298,6,206.05625915527344,82.05990600585938,3,218.80023193359375,3,1029.68798828125,lgp,mu+lambda,walker2d,6
4,1007.1006469726562,1687236423.9072182,321.6648254394531,1023.6867065429688,118.22679138183594,1.6466960906982422,23.681347131729126,6,237.7648468017578,65.037353515625,4,216.6910858154297,4,1024.2244873046875,lgp,mu+lambda,walker2d,6
5,1007.1493530273438,1687236425.5713801,369.5805358886719,1023.436279296875,132.31692504882812,1.6454277038574219,25.34550905227661,6,269.02618408203125,69.84078979492188,5,256.1449890136719,5,1029.956298828125,lgp,mu+lambda,walker2d,6
6,1020.2230224609375,1687236427.2330823,388.8102722167969,1020.243408203125,148.52581787109375,1.6439526081085205,27.007211208343506,6,310.1547546386719,77.28173828125,6,292.1103820800781,6,1025.901611328125,lgp,mu+lambda,walker2d,6
7,1011.1512451171875,1687236428.892333,410.849365234375,1020.0213012695312,122.92665100097656,1.6413763761520386,28.666461944580078,6,301.0879211425781,78.94435119628906,7,287.51202392578125,7,1024.498291015625,lgp,mu+lambda,walker2d,6
8,1004.0624389648438,1687236430.5432043,436.60107421875,1006.7615966796875,117.83403015136719,1.6326513290405273,30.317333221435547,6,318.691162109375,71.6131591796875,8,283.8901062011719,8,1016.157470703125,lgp,mu+lambda,walker2d,6
9,1005.5859375,1687236432.193685,390.56536865234375,1008.6922607421875,116.30335998535156,1.6324529647827148,31.967813968658447,6,319.84613037109375,75.38060760498047,9,287.475341796875,9,1017.0562744140625,lgp,mu+lambda,walker2d,6
10,1005.7424926757812,1687236433.8417878,529.9248657226562,1012.6902465820312,151.300048828125,1.6312482357025146,33.61591672897339,6,350.32861328125,74.40184020996094,10,338.2331848144531,10,1015.0938720703125,lgp,mu+lambda,walker2d,6
11,1007.4841918945312,1687236435.5058103,490.225830078125,1016.295166015625,148.6636962890625,1.6449620723724365,35.2799391746521,6,350.1471862792969,88.91771697998047,11,343.224365234375,11,1030.815673828125,lgp,mu+lambda,walker2d,6
12,1005.7494506835938,1687236437.1701775,478.2591552734375,1008.1200561523438,147.2613525390625,1.6452292203903198,36.94430637359619,6,328.4736022949219,79.92123413085938,12,329.37030029296875,12,1019.974365234375,lgp,mu+lambda,walker2d,6
13,1009.4535522460938,1687236438.8363564,488.0220031738281,1019.6803588867188,121.67738342285156,1.6475695371627808,38.610485315322876,6,366.6263122558594,69.70315551757812,13,331.97662353515625,13,1030.085693359375,lgp,mu+lambda,walker2d,6
14,1008.2662963867188,1687236440.4997525,998.370849609375,1022.0816650390625,140.03268432617188,1.6450788974761963,40.27388143539429,6,392.647705078125,77.10340881347656,14,368.2190856933594,14,1023.2456665039062,lgp,mu+lambda,walker2d,6
15,1007.383544921875,1687236442.1639764,569.1580200195312,1007.5662231445312,130.25732421875,1.6460916996002197,41.93810534477234,6,376.1822204589844,94.53280639648438,15,366.7655334472656,15,1018.9541015625,lgp,mu+lambda,walker2d,6
16,1004.9609985351562,1687236443.828554,491.5487976074219,1005.2911987304688,140.7613525390625,1.6468515396118164,43.6026828289032,6,365.259033203125,73.35139465332031,16,349.40130615234375,16,1008.0911865234375,lgp,mu+lambda,walker2d,6
17,1008.153076171875,1687236445.4944117,579.1818237304688,1009.2491455078125,127.79413604736328,1.647170066833496,45.26854062080383,6,380.01898193359375,82.56706237792969,17,362.314208984375,17,1019.18798828125,lgp,mu+lambda,walker2d,6
18,1008.131103515625,1687236447.1581433,997.3742065429688,1018.1847534179688,135.73658752441406,1.6458441019058228,46.93227219581604,6,391.7953186035156,84.07054138183594,18,374.4118957519531,18,1018.6854248046875,lgp,mu+lambda,walker2d,6
19,1007.4852905273438,1687236448.819738,816.5984497070312,1007.7349243164062,125.45652770996094,1.6449865102767944,48.59386682510376,6,392.05194091796875,70.2612533569336,19,363.5226745605469,19,1014.2802734375,lgp,mu+lambda,walker2d,6
20,1010.2902221679688,1687236450.4847803,992.6051635742188,1011.3676147460938,136.00820922851562,1.647209644317627,50.25890922546387,6,396.13519287109375,76.158935546875,20,377.8556213378906,20,1013.0844116210938,lgp,mu+lambda,walker2d,6
21,1013.520751953125,1687236452.15088,787.0662231445312,1015.5038452148438,123.51709747314453,1.6481060981750488,51.92500901222229,6,394.29498291015625,77.8468017578125,21,350.1853332519531,21,1021.3765258789062,lgp,mu+lambda,walker2d,6
22,1010.3434448242188,1687236453.8160248,473.99334716796875,1010.3554077148438,106.02017211914062,1.647088885307312,53.59015369415283,6,382.59857177734375,58.36085510253906,22,329.773193359375,22,1012.6650390625,lgp,mu+lambda,walker2d,6
23,1010.4221801757812,1687236455.4656897,341.78118896484375,1023.7175903320312,99.36979675292969,1.6311869621276855,55.23981857299805,6,378.5950622558594,72.83676147460938,23,305.08245849609375,23,1024.3470458984375,lgp,mu+lambda,walker2d,6
24,1010.4859008789062,1687236457.1132588,997.25341796875,1010.9014282226562,122.88804626464844,1.6294240951538086,56.88738775253296,6,397.13848876953125,75.74937438964844,24,359.921875,24,1011.8997192382812,lgp,mu+lambda,walker2d,6
25,1009.8404541015625,1687236458.7631056,458.49090576171875,1010.8455810546875,137.45921325683594,1.6319684982299805,58.53723454475403,6,376.9737548828125,73.50899505615234,25,341.7298278808594,25,1012.2413940429688,lgp,mu+lambda,walker2d,6
26,1012.6598510742188,1687236460.4272869,706.8175659179688,1014.9163818359375,105.48484802246094,1.645682454109192,60.20141577720642,6,394.6683349609375,69.101806640625,26,336.8040466308594,26,1016.3787841796875,lgp,mu+lambda,walker2d,6
27,1011.9186401367188,1687236462.0919,993.0414428710938,1013.1647338867188,95.37950134277344,1.6464329957962036,61.866029024124146,6,404.64276123046875,68.28593444824219,27,337.6141357421875,27,1013.8182373046875,lgp,mu+lambda,walker2d,6
28,1013.2664794921875,1687236463.756226,1004.9450073242188,1014.2373046875,97.84496307373047,1.6473069190979004,63.53035497665405,6,422.7981872558594,61.74866485595703,28,352.3674011230469,28,1022.2839965820312,lgp,mu+lambda,walker2d,6
29,1012.0601196289062,1687236465.4187748,771.6112060546875,1013.352294921875,110.88496398925781,1.6448907852172852,65.19290375709534,6,397.0245666503906,70.96138763427734,29,344.99932861328125,29,1015.1751098632812,lgp,mu+lambda,walker2d,6
30,1015.3508911132812,1687236467.0829554,1006.8546752929688,1015.7993774414062,105.28520202636719,1.646152377128601,66.85708427429199,6,414.9987487792969,69.64016723632812,30,364.3507995605469,30,1015.8389892578125,lgp,mu+lambda,walker2d,6
31,1010.348876953125,1687236468.7500074,765.0458984375,1010.6864013671875,115.55233001708984,1.6485233306884766,68.52413630485535,6,395.8682556152344,74.37800598144531,31,357.5968933105469,31,1014.5502319335938,lgp,mu+lambda,walker2d,6
32,1020.230224609375,1687236470.4148648,1007.684326171875,1021.5645751953125,179.51361083984375,1.6467304229736328,70.18899369239807,6,425.19329833984375,83.28216552734375,32,443.5950012207031,32,1049.061279296875,lgp,mu+lambda,walker2d,6
33,1013.1197509765625,1687236472.0793285,792.7813720703125,1014.2403564453125,99.22317504882812,1.6464029550552368,71.8534574508667,6,396.8459167480469,69.60589599609375,33,346.92138671875,33,1014.5313110351562,lgp,mu+lambda,walker2d,6
34,1011.2979736328125,1687236473.746228,721.8585815429688,1012.2841796875,114.95606994628906,1.648363709449768,73.52035689353943,6,393.1739807128906,67.32635498046875,34,356.5960998535156,34,1015.2328491210938,lgp,mu+lambda,walker2d,6
35,1018.1348876953125,1687236475.41058,852.3010864257812,1019.114501953125,115.99301147460938,1.6469494104385376,75.18470883369446,6,394.65008544921875,79.47991180419922,35,349.94842529296875,35,1024.4605712890625,lgp,mu+lambda,walker2d,6
36,1012.6293334960938,1687236477.0750396,1000.0137939453125,1013.4052734375,125.87886810302734,1.6464990377426147,76.84916853904724,6,397.0465393066406,78.20653533935547,36,363.8692932128906,36,1017.9617309570312,lgp,mu+lambda,walker2d,6
37,1013.4736938476562,1687236478.7388253,566.0184326171875,1020.6336059570312,123.49183654785156,1.6482648849487305,78.5129542350769,6,9992.162109375,84.92343139648438,37,-653.1782836914062,37,1027.26220703125,lgp,mu+lambda,walker2d,6
38,1013.8115234375,1687236480.4000466,1001.5465698242188,1014.8770141601562,131.5977325439453,1.643602967262268,80.17417550086975,6,409.537841796875,64.84870910644531,38,379.1101379394531,38,1025.1278076171875,lgp,mu+lambda,walker2d,6
39,1018.881591796875,1687236482.065373,456.1473388671875,1019.1328125,131.2368927001953,1.6472269296646118,81.83950185775757,6,390.74554443359375,51.96260452270508,39,337.494140625,39,1019.403564453125,lgp,mu+lambda,walker2d,6
40,1014.4722900390625,1687236483.731148,1005.1982421875,1015.96875,169.05136108398438,1.6477619409561157,83.50527691841125,6,10000.349609375,92.24217224121094,40,-580.9307861328125,40,1019.7365112304688,lgp,mu+lambda,walker2d,6
41,1013.7228393554688,1687236485.3960881,1001.76953125,1014.0760498046875,137.0105743408203,1.6464368104934692,85.17021703720093,6,399.622802734375,73.83470916748047,41,375.3035888671875,41,1016.3698120117188,lgp,mu+lambda,walker2d,6
42,1014.3948974609375,1687236487.059838,1006.0398559570312,1016.1670532226562,140.6349334716797,1.6456348896026611,86.83396697044373,6,417.4007873535156,79.54308319091797,42,409.90716552734375,42,1021.836669921875,lgp,mu+lambda,walker2d,6
43,1020.1578369140625,1687236488.718909,436.791015625,1023.8295288085938,127.85789489746094,1.640717625617981,88.49303793907166,6,388.1962585449219,70.51856231689453,43,338.49774169921875,43,1023.9776611328125,lgp,mu+lambda,walker2d,6
44,1022.0200805664062,1687236490.3832333,1006.930419921875,1025.1436767578125,158.30734252929688,1.6467429399490356,90.15736222267151,6,406.1737060546875,74.36311340332031,44,396.96539306640625,44,1086.3179931640625,lgp,mu+lambda,walker2d,6
45,1022.423583984375,1687236492.0489585,1002.0098876953125,1031.2513427734375,122.7373046875,1.6479837894439697,91.82308745384216,6,409.5962219238281,70.69815063476562,45,361.87054443359375,45,1055.4002685546875,lgp,mu+lambda,walker2d,6
46,1024.0242919921875,1687236493.7140164,712.1282958984375,1031.0125732421875,143.88140869140625,1.648144245147705,93.48814535140991,6,387.3821716308594,88.78034973144531,46,372.4538269042969,46,1067.504638671875,lgp,mu+lambda,walker2d,6
47,1028.3428955078125,1687236495.3774972,727.9202880859375,1065.4173583984375,112.76361083984375,1.6453664302825928,95.1516261100769,6,9992.9638671875,69.6429214477539,47,-648.9451904296875,47,1075.845703125,lgp,mu+lambda,walker2d,6
48,1063.1676025390625,1687236497.0403736,678.1504516601562,1072.233154296875,145.25009155273438,1.6444886922836304,96.81450247764587,6,388.3713684082031,80.79269409179688,48,365.07928466796875,48,1078.2598876953125,lgp,mu+lambda,walker2d,6
49,1080.742919921875,1687236498.7192237,702.4810791015625,1084.9598388671875,161.8033905029297,1.6602237224578857,98.49335265159607,6,388.34771728515625,85.80667114257812,49,383.3665466308594,49,1106.3731689453125,lgp,mu+lambda,walker2d,6
50,1063.1181640625,1687236500.397537,410.2123718261719,1070.824462890625,97.239013671875,1.6598694324493408,100.17166590690613,6,388.4711608886719,75.52733612060547,50,322.5102844238281,50,1101.3980712890625,lgp,mu+lambda,walker2d,6
51,1071.653076171875,1687236502.0735974,798.879638671875,1075.402099609375,130.42269897460938,1.6578412055969238,101.84772634506226,6,397.4018859863281,78.57506561279297,51,377.7584228515625,51,1108.3056640625,lgp,mu+lambda,walker2d,6
52,1078.843994140625,1687236503.7523267,666.420166015625,1091.7587890625,98.64796447753906,1.659621238708496,103.52645564079285,6,404.46392822265625,63.73526382446289,52,344.388671875,52,1112.7310791015625,lgp,mu+lambda,walker2d,6
53,1059.6795654296875,1687236505.4288664,528.9223022460938,1082.336669921875,122.98542785644531,1.6585640907287598,105.20299530029297,6,384.6604309082031,75.04304504394531,53,344.04705810546875,53,1097.8616943359375,lgp,mu+lambda,walker2d,6
54,1070.20703125,1687236507.1051977,1002.3619384765625,1075.876220703125,131.54782104492188,1.6581898927688599,106.87932658195496,6,402.8695373535156,79.861328125,54,371.8336486816406,54,1104.287109375,lgp,mu+lambda,walker2d,6
55,1075.6309814453125,1687236508.7812521,529.90087890625,1077.404052734375,143.91648864746094,1.6590107679367065,108.5553810596466,6,391.5964050292969,84.9936752319336,55,357.2845153808594,55,1097.3336181640625,lgp,mu+lambda,walker2d,6
56,1069.0147705078125,1687236510.4579196,552.256103515625,1074.767578125,118.80377960205078,1.6584324836730957,110.23204851150513,6,387.8356628417969,72.999755859375,56,344.8354187011719,56,1077.52978515625,lgp,mu+lambda,walker2d,6
57,1066.181396484375,1687236512.134016,895.768798828125,1072.75634765625,143.92428588867188,1.6576653718948364,111.9081449508667,6,396.2255859375,90.51470184326172,57,379.56201171875,57,1081.0718994140625,lgp,mu+lambda,walker2d,6
58,1083.0760498046875,1687236513.8106334,553.677978515625,1088.3216552734375,159.06126403808594,1.658504843711853,113.58476233482361,6,387.07086181640625,82.75083923339844,58,372.7183532714844,58,1101.41015625,lgp,mu+lambda,walker2d,6
59,1073.826416015625,1687236515.486531,711.6535034179688,1078.053955078125,123.19204711914062,1.6574970483779907,115.26065993309021,6,402.91497802734375,72.77835083007812,59,360.2106628417969,59,1094.669921875,lgp,mu+lambda,walker2d,6
60,1069.810302734375,1687236517.1625283,490.4180603027344,1083.3087158203125,109.4402847290039,1.657932162284851,116.93665719032288,6,399.3922424316406,78.81421661376953,60,341.1408996582031,60,1129.8836669921875,lgp,mu+lambda,walker2d,6
61,1068.1429443359375,1687236518.8387444,546.3527221679688,1071.8436279296875,124.54302978515625,1.6582024097442627,118.61287331581116,6,400.6328430175781,70.07852935791016,61,351.498046875,61,1130.4793701171875,lgp,mu+lambda,walker2d,6
62,1098.1268310546875,1687236520.5151694,774.1317138671875,1107.3665771484375,126.72752380371094,1.6582778692245483,120.28929829597473,6,404.43408203125,72.8294906616211,62,372.2525634765625,62,1107.5865478515625,lgp,mu+lambda,walker2d,6
63,1087.417724609375,1687236522.1919343,680.8516845703125,1091.89892578125,124.677490234375,1.6583495140075684,121.9660632610321,6,405.4045104980469,79.30535125732422,63,372.0335388183594,63,1119.3448486328125,lgp,mu+lambda,walker2d,6
64,1084.86474609375,1687236523.868703,1006.3980102539062,1093.0748291015625,136.01373291015625,1.6596858501434326,123.64283180236816,6,417.7299499511719,79.59016418457031,64,399.113037109375,64,1111.427001953125,lgp,mu+lambda,walker2d,6
65,1092.5908203125,1687236525.5427003,1003.6974487304688,1101.3994140625,160.24090576171875,1.65618896484375,125.31682920455933,6,416.8531188964844,83.42019653320312,65,416.47552490234375,65,1113.6099853515625,lgp,mu+lambda,walker2d,6
66,1079.2696533203125,1687236527.2185044,943.423583984375,1081.011474609375,120.96583557128906,1.6575428247451782,126.99263334274292,6,415.3454895019531,77.25041961669922,66,372.6206970214844,66,1087.7999267578125,lgp,mu+lambda,walker2d,6
67,1085.22216796875,1687236528.894037,888.0133056640625,1097.5091552734375,110.4489974975586,1.6573766469955444,128.66816592216492,6,415.5943298339844,73.31314086914062,67,365.9715576171875,67,1116.8026123046875,lgp,mu+lambda,walker2d,6
68,1076.2879638671875,1687236530.570886,459.0897216796875,1077.22216796875,101.96031951904297,1.6586642265319824,130.34501481056213,6,400.2923278808594,63.42665481567383,68,333.75164794921875,68,1105.229736328125,lgp,mu+lambda,walker2d,6
69,1083.2825927734375,1687236532.2462223,566.6282958984375,1087.553955078125,127.10411071777344,1.6576874256134033,132.02035117149353,6,400.3182678222656,82.81071472167969,69,363.11639404296875,69,1096.8671875,lgp,mu+lambda,walker2d,6
70,1077.0224609375,1687236533.922665,618.3297729492188,1081.349365234375,119.7540283203125,1.6578094959259033,133.69679403305054,6,406.54296875,78.343994140625,70,354.8135986328125,70,1086.7059326171875,lgp,mu+lambda,walker2d,6
71,1079.2708740234375,1687236535.596934,632.245361328125,1103.1600341796875,138.86856079101562,1.6566684246063232,135.3710629940033,6,404.26336669921875,85.66908264160156,71,368.7676086425781,71,1116.6629638671875,lgp,mu+lambda,walker2d,6
72,1088.654052734375,1687236537.2719557,516.6936645507812,1093.8973388671875,132.65750122070312,1.6567803621292114,137.04608464241028,6,397.4295959472656,79.68787384033203,72,358.9969482421875,72,1106.3447265625,lgp,mu+lambda,walker2d,6
73,1079.852783203125,1687236538.9461389,732.8939819335938,1083.739501953125,115.03010559082031,1.6579216718673706,138.72026777267456,6,407.4002380371094,78.44676971435547,73,355.19146728515625,73,1084.5089111328125,lgp,mu+lambda,walker2d,6
74,1080.769287109375,1687236540.621529,904.3820190429688,1095.6800537109375,128.44740295410156,1.6572829484939575,140.39565801620483,6,9996.0263671875,87.50988006591797,74,-623.2078857421875,74,1098.426025390625,lgp,mu+lambda,walker2d,6
75,1080.787353515625,1687236542.2973475,1012.969482421875,1084.632568359375,115.74398803710938,1.6572309732437134,142.07147645950317,6,422.9202880859375,73.0096435546875,75,381.84991455078125,75,1086.054931640625,lgp,mu+lambda,walker2d,6
76,1091.20263671875,1687236543.9736264,1013.0005493164062,1101.61767578125,105.84465026855469,1.658023476600647,143.74775528907776,6,442.5050964355469,70.23749542236328,76,404.0891418457031,76,1107.419921875,lgp,mu+lambda,walker2d,6
77,1087.15087890625,1687236545.6492944,601.4027709960938,1091.738037109375,110.79310607910156,1.657119870185852,145.42342329025269,6,412.1831359863281,87.15117645263672,77,362.62493896484375,77,1139.79736328125,lgp,mu+lambda,walker2d,6
78,1105.8016357421875,1687236547.3239796,804.6923828125,1112.453857421875,135.6354217529297,1.6566210985183716,147.09810853004456,6,412.0924987792969,77.34564971923828,78,380.1672668457031,78,1117.22265625,lgp,mu+lambda,walker2d,6
