,training.top_k_fit.top_2_fit,_timestamp,training.fitness_1q,training.top_k_fit.top_1_fit,training.fitness_median,training.evaluation_time,_runtime,training.run_id,training.fitness_std,training.fitness_3q,training.generation,training.fitness_mean,_step,training.top_k_fit.top_0_fit,solver,ea,environment,seed
79,1095.464111328125,1687236548.998645,989.2894897460938,1096.3038330078125,153.94876098632812,1.6564011573791504,148.77277398109436,6,425.04583740234375,70.19896697998047,79,400.2707824707031,79,1120.3831787109375,lgp,mu+lambda,walker2d,6
80,1080.9263916015625,1687236550.6740503,1015.323974609375,1101.5716552734375,207.01611328125,1.6570433378219604,150.44817924499512,6,418.52557373046875,85.0125503540039,80,421.04803466796875,80,1120.6351318359375,lgp,mu+lambda,walker2d,6
81,1086.0262451171875,1687236552.3496478,432.1891174316406,1094.74755859375,103.2042236328125,1.6577433347702026,152.12377667427063,6,412.0890808105469,54.70048522949219,81,336.8794860839844,81,1130.7255859375,lgp,mu+lambda,walker2d,6
82,1086.6256103515625,1687236554.0242727,697.7658081054688,1087.269287109375,136.08914184570312,1.6578353643417358,153.798401594162,6,411.7799377441406,80.48149108886719,82,377.32257080078125,82,1109.6083984375,lgp,mu+lambda,walker2d,6
83,1083.252685546875,1687236555.6998572,710.4515380859375,1107.0595703125,138.6031951904297,1.6573406457901,155.47398614883423,6,408.3426513671875,75.92701721191406,83,379.4587707519531,83,1127.22998046875,lgp,mu+lambda,walker2d,6
84,1085.7213134765625,1687236557.3733923,598.7013549804688,1099.3358154296875,99.37319946289062,1.6554558277130127,157.1475212574005,6,408.2193908691406,55.88357925415039,84,357.9477233886719,84,1099.72216796875,lgp,mu+lambda,walker2d,6
85,1092.259765625,1687236559.048539,1002.3778076171875,1094.402099609375,120.88172149658203,1.6564838886260986,158.82266783714294,6,424.6248779296875,72.21808624267578,85,381.6394958496094,85,1101.124267578125,lgp,mu+lambda,walker2d,6
86,1090.15478515625,1687236560.7243683,614.1441040039062,1107.722412109375,102.32669067382812,1.6576133966445923,160.49849724769592,6,413.14801025390625,70.9713134765625,86,349.09039306640625,86,1109.4521484375,lgp,mu+lambda,walker2d,6
87,1097.739013671875,1687236562.3976154,589.170166015625,1103.2135009765625,100.19474792480469,1.6552318334579468,162.17174434661865,6,419.8974304199219,72.95143127441406,87,350.8086242675781,87,1112.42333984375,lgp,mu+lambda,walker2d,6
88,1102.647705078125,1687236564.0748236,1047.905029296875,1133.3839111328125,158.41409301757812,1.658934235572815,163.84895253181458,6,435.66790771484375,72.80259704589844,88,419.1961669921875,88,1133.9169921875,lgp,mu+lambda,walker2d,6
89,1102.4481201171875,1687236565.75039,670.7462158203125,1103.8966064453125,109.19001007080078,1.6571974754333496,165.5245189666748,6,9995.029296875,72.34521484375,89,-639.0018920898438,89,1110.341064453125,lgp,mu+lambda,walker2d,6
90,1099.599609375,1687236567.4258077,997.1646118164062,1122.6378173828125,199.43917846679688,1.6572296619415283,167.19993662834167,6,413.5601501464844,85.90818786621094,90,417.7058410644531,90,1123.5628662109375,lgp,mu+lambda,walker2d,6
91,1106.919921875,1687236569.1008363,1015.5901489257812,1110.099609375,120.69743347167969,1.657317042350769,168.87496519088745,6,429.8296203613281,76.48033142089844,91,393.1850280761719,91,1142.4114990234375,lgp,mu+lambda,walker2d,6
92,1116.2442626953125,1687236570.7762878,370.15155029296875,1117.61328125,92.86885070800781,1.6572479009628296,170.55041670799255,6,410.60455322265625,64.31356811523438,92,319.63201904296875,92,1124.67822265625,lgp,mu+lambda,walker2d,6
93,1103.1292724609375,1687236572.4524245,471.817138671875,1104.739501953125,144.22445678710938,1.656890869140625,172.226553440094,6,406.7413330078125,77.27657318115234,93,370.00482177734375,93,1144.19287109375,lgp,mu+lambda,walker2d,6
94,1114.567626953125,1687236574.1282167,1017.3126220703125,1117.587646484375,115.82615661621094,1.6579843759536743,173.90234565734863,6,437.2464904785156,70.40577697753906,94,393.6971130371094,94,1141.47021484375,lgp,mu+lambda,walker2d,6
95,1109.570556640625,1687236575.8029838,628.181396484375,1112.9588623046875,123.75442504882812,1.656057596206665,175.57711267471313,6,417.422607421875,78.86973571777344,95,369.0486145019531,95,1113.95849609375,lgp,mu+lambda,walker2d,6
96,1106.085205078125,1687236577.476437,562.1593017578125,1106.77294921875,96.78719329833984,1.6548562049865723,177.2505660057068,6,417.69580078125,66.65776062011719,96,353.8194885253906,96,1110.531005859375,lgp,mu+lambda,walker2d,6
97,1117.1737060546875,1687236579.1509223,1001.1707153320312,1117.3895263671875,114.04638671875,1.6562447547912598,178.9250512123108,6,430.6812744140625,71.29178619384766,97,385.218505859375,97,1118.17724609375,lgp,mu+lambda,walker2d,6
98,1107.0533447265625,1687236580.8275971,479.49371337890625,1107.7142333984375,92.5763168334961,1.6585161685943604,180.60172605514526,6,418.0506896972656,71.19821166992188,98,330.5830383300781,98,1120.458984375,lgp,mu+lambda,walker2d,6
99,1105.2158203125,1687236582.5060043,1008.547119140625,1107.9576416015625,96.15702819824219,1.6576268672943115,182.2801332473755,6,435.6687316894531,71.67298126220703,99,377.3959655761719,99,1123.3321533203125,lgp,mu+lambda,walker2d,6
100,1127.887939453125,1687236584.1820576,470.338623046875,1133.3192138671875,118.59532165527344,1.6594947576522827,183.95618653297424,6,403.3515319824219,74.26972961425781,100,342.3619384765625,100,1135.9647216796875,lgp,mu+lambda,walker2d,6
101,1124.506591796875,1687236585.8557274,320.1829528808594,1129.7371826171875,95.48274993896484,1.6555067300796509,185.62985634803772,6,400.672119140625,72.82414245605469,101,319.4251403808594,101,1146.3145751953125,lgp,mu+lambda,walker2d,6
102,1112.5281982421875,1687236587.533188,898.196044921875,1113.6405029296875,126.02294158935547,1.6590667963027954,187.3073170185089,6,422.30194091796875,81.53648376464844,102,389.32623291015625,102,1136.576904296875,lgp,mu+lambda,walker2d,6
103,1111.30908203125,1687236589.2088032,929.846923828125,1117.16748046875,100.60830688476562,1.6570829153060913,188.98293209075928,6,432.4070129394531,56.03541946411133,103,376.9178161621094,103,1126.4783935546875,lgp,mu+lambda,walker2d,6
104,1134.702392578125,1687236590.885672,860.3330078125,1134.84912109375,132.13787841796875,1.6586302518844604,190.65980100631714,6,424.9510192871094,77.39389038085938,104,385.3677978515625,104,1144.004638671875,lgp,mu+lambda,walker2d,6
105,1123.033447265625,1687236592.5601144,752.9986572265625,1125.9259033203125,134.79608154296875,1.6564372777938843,192.3342432975769,6,413.34307861328125,86.35333251953125,105,400.9110107421875,105,1142.40673828125,lgp,mu+lambda,walker2d,6
106,1113.052490234375,1687236594.2372453,459.431884765625,1129.562255859375,113.40757751464844,1.6585839986801147,194.0113742351532,6,419.2560729980469,72.78360748291016,106,355.8517150878906,106,1136.90869140625,lgp,mu+lambda,walker2d,6
107,1115.6383056640625,1687236595.911922,682.4507446289062,1121.524658203125,121.22026062011719,1.6566050052642822,195.68605089187622,6,418.6050109863281,83.97843170166016,107,381.0496826171875,107,1136.71826171875,lgp,mu+lambda,walker2d,6
108,1129.1697998046875,1687236597.5871124,528.2861938476562,1134.69775390625,131.08627319335938,1.6570006608963013,197.3612413406372,6,419.0331726074219,83.28762817382812,108,373.11187744140625,108,1138.9744873046875,lgp,mu+lambda,walker2d,6
109,1129.6572265625,1687236599.2628036,606.9644165039062,1131.272216796875,113.11148071289062,1.6586823463439941,199.0369324684143,6,423.8283996582031,70.49278259277344,109,356.7518310546875,109,1139.3958740234375,lgp,mu+lambda,walker2d,6
110,1118.9901123046875,1687236600.9390006,502.47760009765625,1132.1304931640625,110.4977798461914,1.6576427221298218,200.71312952041626,6,415.56439208984375,76.92958068847656,110,361.8059997558594,110,1139.1854248046875,lgp,mu+lambda,walker2d,6
111,1129.318359375,1687236602.6150882,590.15625,1129.5809326171875,146.44512939453125,1.657292127609253,202.3892171382904,6,413.0642395019531,80.3822021484375,111,396.88916015625,111,1139.9271240234375,lgp,mu+lambda,walker2d,6
112,1126.20361328125,1687236604.292771,951.247802734375,1127.7041015625,152.447998046875,1.6589393615722656,204.06690001487732,6,429.2213134765625,74.88555908203125,112,399.4010925292969,112,1128.720458984375,lgp,mu+lambda,walker2d,6
113,1114.630615234375,1687236605.9690535,538.7235717773438,1122.7003173828125,124.72183227539062,1.6576623916625977,205.7431824207306,6,417.01849365234375,71.61698150634766,113,358.0415954589844,113,1125.189208984375,lgp,mu+lambda,walker2d,6
114,1120.5823974609375,1687236607.6456547,465.09942626953125,1123.64990234375,129.05264282226562,1.6578468084335327,207.41978359222412,6,406.7850646972656,77.33021545410156,114,352.31646728515625,114,1133.9111328125,lgp,mu+lambda,walker2d,6
115,1129.0760498046875,1687236609.3209698,655.1756591796875,1129.1483154296875,118.78364562988281,1.656826138496399,209.09509873390198,6,427.5589599609375,75.72512817382812,115,366.64556884765625,115,1139.0838623046875,lgp,mu+lambda,walker2d,6
116,1120.712890625,1687236610.9973881,1014.1207275390625,1120.83837890625,141.1961669921875,1.6579539775848389,210.77151703834534,6,432.26361083984375,78.897216796875,116,392.21771240234375,116,1126.968505859375,lgp,mu+lambda,walker2d,6
