,iteration,front_size,reward,simplicity
0,0,1,690.7868,0.8333333
1,1,2,690.7868,0.8333333
2,1,2,699.5293,0.81666666
3,2,2,690.7868,0.8333333
4,2,2,699.5293,0.81666666
5,3,3,690.7868,0.8333333
6,3,3,699.5293,0.81666666
7,3,3,756.6759,0.79999995
8,4,3,699.5293,0.81666666
9,4,3,756.6759,0.79999995
10,4,3,691.14185,0.8333333
11,5,1,771.2212,0.8333333
12,6,1,810.93805,0.8333333
13,7,1,841.7223,0.8333333
14,8,1,822.9947,0.8333333
15,9,1,804.9067,0.8333333
16,10,1,790.7018,0.8333333
17,11,1,891.0284,0.8333333
18,12,1,860.6828,0.8333333
19,13,1,860.6828,0.8333333
20,14,1,840.8085,0.8333333
21,15,1,833.444,0.8333333
22,16,1,833.444,0.8333333
23,17,1,820.8688,0.8333333
24,18,1,833.7934,0.8333333
25,19,1,833.7934,0.8333333
26,20,1,833.7934,0.8333333
27,21,1,838.8672,0.8333333
28,22,1,814.89886,0.8333333
29,23,1,833.7941,0.8333333
30,24,1,803.3077,0.8333333
31,25,1,813.4297,0.8333333
32,26,1,843.2271,0.8333333
33,27,1,871.02466,0.8333333
34,28,1,803.66815,0.8333333
35,29,1,801.7509,0.8333333
36,30,1,792.8893,0.8333333
37,31,1,900.1062,0.8333333
38,32,1,871.52277,0.8333333
39,33,1,818.5452,0.8333333
40,34,1,789.3844,0.8333333
41,35,1,792.9269,0.8333333
42,36,1,822.48016,0.8333333
43,37,1,871.89105,0.8333333
44,38,1,814.48206,0.8333333
45,39,1,823.85443,0.8333333
46,40,1,814.4872,0.8333333
47,41,1,814.4872,0.8333333
48,42,1,861.5794,0.8333333
49,43,1,843.11926,0.8333333
50,44,1,871.5697,0.8333333
51,45,1,792.77185,0.8333333
52,46,1,811.11615,0.8333333
53,47,1,159.42113,0.8333333
54,48,1,159.42113,0.8333333
55,49,2,159.42113,0.8333333
56,49,2,301.7151,0.79999995
57,50,2,292.8304,0.79999995
58,50,2,168.80458,0.8333333
59,51,2,292.8304,0.79999995
60,51,2,179.06842,0.8333333
61,52,2,292.8304,0.79999995
62,52,2,179.06842,0.8333333
63,53,2,292.8304,0.79999995
64,53,2,179.06842,0.8333333
65,54,2,292.8304,0.79999995
66,54,2,179.06842,0.8333333
67,55,2,292.6933,0.79999995
68,55,2,179.06842,0.8333333
69,56,2,292.15942,0.79999995
70,56,2,179.06842,0.8333333
71,57,2,292.28952,0.79999995
72,57,2,179.0928,0.8333333
73,58,2,292.15942,0.79999995
74,58,2,187.94005,0.8333333
75,59,2,292.15942,0.79999995
76,59,2,187.94005,0.8333333
77,60,2,292.15942,0.79999995
78,60,2,198.17642,0.8333333
79,61,2,292.15942,0.79999995
80,61,2,187.94005,0.8333333
81,62,2,292.15942,0.79999995
82,62,2,187.94005,0.8333333
83,63,4,292.15942,0.79999995
84,63,4,187.94005,0.8333333
85,63,4,263.99252,0.81666666
86,63,4,510.79675,0.7833333
87,64,4,292.15942,0.79999995
88,64,4,187.94005,0.8333333
89,64,4,453.55585,0.7833333
90,64,4,264.06555,0.81666666
91,65,4,292.15942,0.79999995
92,65,4,263.99252,0.81666666
93,65,4,188.58601,0.8333333
94,65,4,520.03107,0.7833333
95,66,4,292.15942,0.79999995
96,66,4,263.99252,0.81666666
97,66,4,538.7913,0.7833333
98,66,4,197.93121,0.8333333
99,67,4,292.15942,0.79999995
100,67,4,263.99252,0.81666666
101,67,4,520.03107,0.7833333
102,67,4,197.93121,0.8333333
103,68,4,292.15942,0.79999995
104,68,4,520.03107,0.7833333
105,68,4,197.93121,0.8333333
106,68,4,264.25595,0.81666666
107,69,4,197.93121,0.8333333
108,69,4,519.9189,0.7833333
109,69,4,264.25595,0.81666666
110,69,4,301.66364,0.79999995
111,70,4,481.6439,0.7833333
112,70,4,197.93121,0.8333333
113,70,4,264.25595,0.81666666
114,70,4,301.66364,0.79999995
115,71,4,481.6439,0.7833333
116,71,4,197.93121,0.8333333
117,71,4,301.66364,0.79999995
118,71,4,273.62506,0.81666666
119,72,4,197.93121,0.8333333
120,72,4,472.84897,0.7833333
121,72,4,301.66364,0.79999995
122,72,4,273.62506,0.81666666
123,73,4,472.22678,0.7833333
124,73,4,197.93121,0.8333333
125,73,4,301.66364,0.79999995
126,73,4,273.62506,0.81666666
127,74,1,843.44366,0.8333333
128,75,1,843.44366,0.8333333
129,76,1,841.187,0.8333333
130,77,1,890.22534,0.8333333
131,78,1,833.4651,0.8333333
132,79,1,936.77985,0.8333333
133,80,1,885.0583,0.8333333
134,81,1,804.6571,0.8333333
135,82,1,804.6571,0.8333333
136,83,1,833.0966,0.8333333
137,84,1,802.7897,0.8333333
138,85,1,802.32404,0.8333333
139,86,1,843.1665,0.8333333
140,87,1,852.6951,0.8333333
141,88,1,823.85895,0.8333333
142,89,1,877.5823,0.8333333
143,90,1,855.69977,0.8333333
144,91,1,871.8074,0.8333333
145,92,1,871.8074,0.8333333
146,93,1,871.23645,0.8333333
147,94,1,979.3409,0.8333333
148,95,1,872.0076,0.8333333
149,96,1,861.0886,0.8333333
150,97,1,852.3111,0.8333333
151,98,1,264.62,0.8333333
