,training.top_k_fit.top_1_fit,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,_runtime,training.run_id,training.fitness_median,training.evaluation_time,training.top_k_fit.top_2_fit,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_3q,training.generation,training.fitness_mean,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.fitness_1q,training.fitness_std,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,training.top_k_healthy_reward.top_0_healthy_reward,_step,_timestamp,training.top_k_fit.top_0_fit,solver,ea,fitness,environment,seed,training.evaluation
0,239.8539276123047,-0.12882576882839203,44.85189437866211,18.750640392303467,4,27.706438064575195,15.657451629638672,210.43760681152344,-0.019558418542146683,62.89239501953125,215.60000610351562,11.606645584106445,0,46.049095153808594,232.03233337402344,-0.26168614625930786,-4.5727105140686035,187.1999969482422,51.976558685302734,57.34953689575195,342.6306457519531,210.89846801757812,280.0,0,1688474045.8886304,385.2378234863281,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,0
1,284.2008056640625,-0.09434947371482849,33.03947067260742,20.979325532913208,4,66.99038696289062,2.0741281509399414,250.0868682861328,-0.10624172538518906,80.20085906982422,154.8000030517578,45.903228759765625,1,82.96878814697266,254.93321228027344,-0.1912321001291275,44.86507034301758,222.0,100.92959594726562,65.69738006591797,340.0096130371094,199.5707244873047,260.0,1,1688474048.1173155,374.8828125,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,100
2,430.79302978515625,-0.0020264852792024612,91.86432647705078,23.081379652023315,4,85.96014404296875,2.0696799755096436,285.15032958984375,-0.2693953216075897,118.8962173461914,255.60000610351562,46.546913146972656,2,-890.0432739257812,382.9950256347656,-0.2564716339111328,27.629831314086914,291.3999938964844,161.29507446289062,9961.3125,461.8398132324219,283.22784423828125,343.20001220703125,2,1688474050.2193696,448.4712829589844,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,200
3,372.0505676269531,-0.22368867695331573,81.01895904541016,25.18309235572815,4,147.41561889648438,2.0688464641571045,368.21099853515625,-0.24016152322292328,78.81688690185547,277.0,57.35707092285156,3,151.69119262695312,351.77880859375,-0.22897639870643616,50.18037033081055,271.0,229.19122314453125,97.44781494140625,367.38787841796875,326.9566955566406,288.8000183105469,3,1688474052.3210824,385.29156494140625,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,300
4,628.4828491210938,-0.23608851432800293,18.722124099731445,27.292325019836426,4,160.28842163085938,2.0774552822113037,430.7489318847656,-0.2827899754047394,4.702996730804443,293.6000061035156,55.698795318603516,4,165.3368682861328,531.0392456054688,-0.9564763903617859,55.7955322265625,512.6000366210938,233.84913635253906,145.54527282714844,1002.7467041015625,349.159423828125,999.0,4,1688474054.430315,1000.5582275390625,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,400
5,994.8963012695312,-0.48236772418022156,-8.863052368164062,29.40312957763672,4,140.45370483398438,2.0791163444519043,636.1375122070312,-0.9247361421585083,2.4794251918792725,592.7999877929688,58.70802307128906,5,172.65647888183594,989.2127075195312,-0.9456301927566528,12.867411613464355,999.0,228.66717529296875,166.1832275390625,1000.5336303710938,605.18505859375,999.0,5,1688474056.5411196,1001.6978759765625,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,500
6,1005.059814453125,-0.7876142859458923,3.1244895458221436,31.506359815597534,4,85.976806640625,2.0719008445739746,973.6162109375,-0.9035537838935852,8.54460620880127,922.0,29.108177185058594,6,155.39337158203125,1001.220703125,-0.947989284992218,20.16011619567871,999.0,224.75453186035156,190.60069274902344,1006.5964965820312,941.3724975585938,999.0,6,1688474058.6443498,1006.0255126953125,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,600
7,994.5960693359375,-0.9163286089897156,-2.4630544185638428,33.608948945999146,4,154.98992919921875,2.072326421737671,993.2423095703125,-1.1114343404769897,4.723237037658691,999.0,45.164100646972656,7,219.28530883789062,995.4257202148438,-0.9404177665710449,-0.1810527890920639,999.0,275.247802734375,253.68019104003906,1002.7831420898438,997.9029541015625,999.0,7,1688474060.746939,1007.6560668945312,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,700
8,998.2618408203125,-1.519350528717041,1.4649511575698853,35.71449255943298,4,110.88542175292969,2.0738401412963867,996.6056518554688,-0.9364209175109863,1.5543042421340942,999.0,40.6874885559082,8,269.4638671875,999.5284423828125,-1.4656713008880615,-1.5814285278320312,999.0,334.509521484375,325.48699951171875,999.0886840820312,995.8993530273438,999.0,8,1688474062.8524826,1002.4008178710938,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,800
9,1009.1630249023438,-0.5092996954917908,14.929242134094238,37.81560707092285,4,155.3265380859375,2.0696513652801514,1007.2540893554688,-0.7680220603942871,20.346464157104492,999.0,44.02650451660156,9,353.9313659667969,788.76123046875,-0.863525390625,7.594863414764404,774.6000366210938,785.4560546875,396.4712219238281,1018.4828491210938,1006.0855712890625,999.0,9,1688474064.953597,1021.1493530273438,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,900
10,1013.7200317382812,-0.5490719676017761,18.16496467590332,39.914737701416016,4,91.21893310546875,2.066983461380005,1011.879638671875,-0.855538547039032,22.46388816833496,966.0,32.270591735839844,10,351.5967102050781,1009.3093872070312,-0.3706071674823761,8.886978149414062,992.0,988.362060546875,418.93377685546875,995.4931640625,974.3380737304688,973.4000244140625,10,1688474067.0527277,1015.091796875,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,4,1000
