,_step,training.generation,training.fitness_std,training.fitness_mean,training.top_k_fit.top_2_fit,_runtime,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,_timestamp,training.run_id,training.fitness_1q,training.top_k_fit.top_1_fit,training.fitness_3q,training.fitness_median,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
561,561,561,1.7528458833694458,1.730843424797058,6.178574562072754,11606.719459056854,20.464401245117188,6.99239444732666,145.5590362548828,1687665076.379491,1,2.5769689083099365,6.675971508026123,0.65936279296875,1.3252472877502441,200.44464111328125,202.5787811279297,cgp-large,mu+lambda,distance,humanoid,1,56100
562,562,562,1.7724597454071045,1.7282404899597168,5.3482279777526855,11627.189005851746,20.454833984375,6.015490531921387,146.47447204589844,1687665096.849038,1,3.149941921234131,5.4512858390808105,0.4009566903114319,1.2516076564788818,237.25184631347656,147.1446075439453,cgp-large,mu+lambda,distance,humanoid,1,56200
563,563,563,1.7963979244232178,1.7980276346206665,6.074951171875,11647.690659761429,20.48613739013672,6.805391788482666,214.4371795654297,1687665117.3506918,1,2.924907922744751,6.327095031738281,0.6280865669250488,1.2936713695526123,89.44671630859375,89.2275390625,cgp-large,mu+lambda,distance,humanoid,1,56300
564,564,564,1.7348380088806152,2.0160045623779297,5.945284366607666,11668.197174072266,20.491086959838867,8.28778076171875,190.05995178222656,1687665137.857206,1,2.874178886413574,6.024345397949219,0.8203636407852173,1.7712229490280151,145.4167938232422,173.40200805664062,cgp-large,mu+lambda,distance,humanoid,1,56400
565,565,565,1.7891201972961426,1.572725772857666,5.229351043701172,11688.704989671707,20.493316650390625,6.18879508972168,186.33226013183594,1687665158.3650217,1,2.6830732822418213,5.350598335266113,0.2897651195526123,1.1604347229003906,197.00465393066406,176.36172485351562,cgp-large,mu+lambda,distance,humanoid,1,56500
566,566,566,1.7306970357894897,1.551810622215271,4.948862075805664,11709.201989650726,20.48263931274414,5.934615135192871,119.31243896484375,1687665178.8620217,1,2.9677889347076416,5.103773593902588,0.1653856784105301,1.0505614280700684,185.70420837402344,185.61709594726562,cgp-large,mu+lambda,distance,humanoid,1,56600
567,567,567,1.8064424991607666,1.8166460990905762,6.39130163192749,11729.722351074219,20.503948211669922,6.731828212738037,205.31614685058594,1687665199.382383,1,2.9583189487457275,6.708219051361084,0.5413804054260254,1.2627623081207275,172.01390075683594,197.5586700439453,cgp-large,mu+lambda,distance,humanoid,1,56700
568,568,568,1.613459825515747,1.683127999305725,5.644215106964111,11750.223275661469,20.48611831665039,5.825900077819824,397.3283386230469,1687665219.8833077,1,2.718275785446167,5.713817596435547,0.5800377130508423,1.2139170169830322,178.16207885742188,152.63270568847656,cgp-large,mu+lambda,distance,humanoid,1,56800
569,569,569,1.5507439374923706,1.697040319442749,4.935164451599121,11770.720139503479,20.480690002441406,5.835515975952148,147.2115936279297,1687665240.3801715,1,2.6788411140441895,5.476551055908203,0.4166985750198364,1.251188039779663,209.80638122558594,180.5301513671875,cgp-large,mu+lambda,distance,humanoid,1,56900
570,570,570,1.4745001792907715,1.5662920475006104,4.979968547821045,11791.252076625824,20.516342163085938,5.477889060974121,202.67201232910156,1687665260.9121087,1,2.446286678314209,5.017841815948486,0.38148969411849976,1.2282218933105469,136.44345092773438,168.41477966308594,cgp-large,mu+lambda,distance,humanoid,1,57000
571,571,571,1.5598831176757812,1.7653543949127197,5.764958381652832,11811.750210523605,20.48277473449707,6.401361465454102,166.61199951171875,1687665281.4102426,1,2.68678617477417,5.836653709411621,0.5902200937271118,1.3332982063293457,161.47434997558594,140.67022705078125,cgp-large,mu+lambda,distance,humanoid,1,57100
572,572,572,1.4674574136734009,1.5791279077529907,4.943123817443848,11832.099968910217,20.334972381591797,5.271889686584473,201.4781494140625,1687665301.760001,1,2.5883069038391113,5.070847034454346,0.48062196373939514,1.1065188646316528,166.41696166992188,203.1641845703125,cgp-large,mu+lambda,distance,humanoid,1,57200
573,573,573,1.7105138301849365,1.8057225942611694,5.294551372528076,11852.296592950821,20.18311882019043,7.160009860992432,177.68753051757812,1687665321.956625,1,2.9977941513061523,6.167756080627441,0.6225294470787048,1.387216567993164,219.96173095703125,145.06382751464844,cgp-large,mu+lambda,distance,humanoid,1,57300
574,574,574,1.4973065853118896,1.7464872598648071,5.4692206382751465,11872.766149759293,20.456769943237305,6.1968207359313965,121.10124206542969,1687665342.4261818,1,2.6247410774230957,6.006730079650879,0.657595157623291,1.3474256992340088,166.4587860107422,154.212158203125,cgp-large,mu+lambda,distance,humanoid,1,57400
575,575,575,1.4768898487091064,1.5598560571670532,5.313024997711182,11893.189167261124,20.40772819519043,6.339646816253662,178.31643676757812,1687665362.8491993,1,2.2056965827941895,5.711966514587402,0.495222806930542,1.3173099756240845,307.8830871582031,401.5541687011719,cgp-large,mu+lambda,distance,humanoid,1,57500
576,576,576,1.4705841541290283,1.6330490112304688,4.883022308349609,11913.676099061966,20.47113800048828,6.2199931144714355,181.36358642578125,1687665383.336131,1,2.7655696868896484,4.9256768226623535,0.5417088866233826,1.1225941181182861,177.32862854003906,89.28999328613281,cgp-large,mu+lambda,distance,humanoid,1,57600
577,577,577,1.6985695362091064,1.474003553390503,6.134871959686279,11934.093501091003,20.402122497558594,6.33992862701416,172.3865966796875,1687665403.7535331,1,2.1754350662231445,6.278350830078125,0.28686612844467163,1.1514872312545776,155.93312072753906,150.895263671875,cgp-large,mu+lambda,distance,humanoid,1,57700
578,578,578,1.5639925003051758,1.9688292741775513,5.615653038024902,11954.570592164993,20.461711883544922,5.794483184814453,165.74977111816406,1687665424.2306242,1,3.084498167037964,5.680665969848633,0.697982668876648,1.746401071548462,195.5509796142578,166.89096069335938,cgp-large,mu+lambda,distance,humanoid,1,57800
579,579,579,1.7553539276123047,1.9477651119232178,5.728605270385742,11974.976382732391,20.391347885131836,6.142642498016357,188.760009765625,1687665444.6364148,1,2.9871695041656494,5.9174065589904785,0.5714132785797119,1.6758838891983032,193.10238647460938,162.50120544433594,cgp-large,mu+lambda,distance,humanoid,1,57900
580,580,580,1.7551031112670898,1.9662585258483887,5.7123847007751465,11995.582238674164,20.59011459350586,6.22192907333374,201.58273315429688,1687665465.2422707,1,3.157625913619995,6.17963981628418,0.6707279682159424,1.6160907745361328,244.93328857421875,228.4282989501953,cgp-large,mu+lambda,distance,humanoid,1,58000
581,581,581,1.563672661781311,1.8884557485580444,5.044579029083252,12016.076060295105,20.47800064086914,5.823209285736084,173.11492919921875,1687665485.7360923,1,2.983750343322754,5.671665668487549,0.6259961128234863,1.568620204925537,276.2661437988281,172.25172424316406,cgp-large,mu+lambda,distance,humanoid,1,58100
582,582,582,1.6389039754867554,1.8674328327178955,5.5187087059021,12036.691144943237,20.599889755249023,5.906404972076416,155.5730743408203,1687665506.351177,1,3.0321907997131348,5.636442184448242,0.5956966280937195,1.3605738878250122,200.51904296875,173.30201721191406,cgp-large,mu+lambda,distance,humanoid,1,58200
583,583,583,1.7175352573394775,1.7647664546966553,5.840687274932861,12057.22240114212,20.515897750854492,6.203988552093506,163.2344207763672,1687665526.8824332,1,2.7699038982391357,6.1156535148620605,0.6119095683097839,1.2339357137680054,164.26937866210938,162.03048706054688,cgp-large,mu+lambda,distance,humanoid,1,58300
584,584,584,1.6156407594680786,1.6184884309768677,5.053989410400391,12077.74716258049,20.47955322265625,5.245455741882324,184.9313201904297,1687665547.4071946,1,2.9202353954315186,5.131033897399902,0.4740114212036133,1.0379045009613037,149.18423461914062,186.8488006591797,cgp-large,mu+lambda,distance,humanoid,1,58400
585,585,585,1.6060760021209717,1.9097344875335693,4.945188999176025,12098.299771785736,20.529491424560547,5.878996849060059,175.7784881591797,1687665567.9598038,1,3.1557888984680176,4.993660926818848,0.6062723994255066,1.6442749500274658,172.2740936279297,244.48593139648438,cgp-large,mu+lambda,distance,humanoid,1,58500
586,586,586,1.8459093570709229,1.9244420528411865,5.808828353881836,12118.964794397354,20.64588737487793,6.297753810882568,181.4348907470703,1687665588.6248264,1,3.50311017036438,5.985533714294434,0.5574967265129089,1.596078634262085,203.87701416015625,168.15628051757812,cgp-large,mu+lambda,distance,humanoid,1,58600
587,587,587,1.5925934314727783,1.7115942239761353,5.409468650817871,12139.446503400803,20.464332580566406,6.1744256019592285,125.60883331298828,1687665609.1065354,1,2.710801124572754,6.150362014770508,0.45955121517181396,1.3433995246887207,128.49581909179688,191.77366638183594,cgp-large,mu+lambda,distance,humanoid,1,58700
588,588,588,1.4474711418151855,1.6939043998718262,4.6729631423950195,12160.010006189346,20.547941207885742,5.281973361968994,151.2214813232422,1687665629.6700382,1,2.708322048187256,4.7062859535217285,0.6944110989570618,1.3821158409118652,166.2340087890625,166.59815979003906,cgp-large,mu+lambda,distance,humanoid,1,58800
589,589,589,1.635575294494629,1.7105828523635864,5.209384441375732,12180.506451129913,20.47810173034668,5.679795265197754,219.32615661621094,1687665650.1664832,1,2.85530161857605,5.61692476272583,0.4377174973487854,1.3661396503448486,195.74072265625,177.79371643066406,cgp-large,mu+lambda,distance,humanoid,1,58900
590,590,590,1.606101632118225,1.8791109323501587,5.227456092834473,12201.094004154205,20.570091247558594,5.598892688751221,116.8311767578125,1687665670.7540362,1,3.197967052459717,5.462210655212402,0.6446727514266968,1.337350845336914,198.26605224609375,173.16897583007812,cgp-large,mu+lambda,distance,humanoid,1,59000
591,591,591,1.7640430927276611,1.927230954170227,6.309751510620117,12221.670802116394,20.558340072631836,6.503031253814697,153.79083251953125,1687665691.3308342,1,3.1465868949890137,6.46631383895874,0.5082257986068726,1.5568116903305054,180.3518829345703,172.4495849609375,cgp-large,mu+lambda,distance,humanoid,1,59100
592,592,592,1.6085401773452759,2.0303878784179688,5.221558570861816,12242.273402452469,20.586082458496094,5.949836730957031,183.58741760253906,1687665711.9334345,1,3.007688522338867,5.406015872955322,0.7794896364212036,1.8864715099334717,176.4835662841797,236.8888397216797,cgp-large,mu+lambda,distance,humanoid,1,59200
593,593,593,1.7486827373504639,1.979329228401184,5.5482892990112305,12262.86447262764,20.573806762695312,6.623838424682617,190.59019470214844,1687665732.5245047,1,3.3889899253845215,5.892393112182617,0.6679103374481201,1.7018115520477295,186.7316131591797,165.19590759277344,cgp-large,mu+lambda,distance,humanoid,1,59300
594,594,594,1.6249001026153564,1.7531774044036865,5.143256664276123,12283.494734287262,20.614566802978516,6.471271514892578,198.77061462402344,1687665753.1547663,1,2.8576650619506836,5.5392537117004395,0.6260331273078918,1.2964060306549072,154.543212890625,163.40106201171875,cgp-large,mu+lambda,distance,humanoid,1,59400
595,595,595,1.6650965213775635,1.712035894393921,5.121322154998779,12304.125891208649,20.616207122802734,6.0613579750061035,186.28924560546875,1687665773.7859232,1,2.957836627960205,5.498544216156006,0.44140660762786865,1.256912350654602,217.78944396972656,134.26324462890625,cgp-large,mu+lambda,distance,humanoid,1,59500
596,596,596,1.5398344993591309,1.8264254331588745,5.298920631408691,12324.811490535736,20.670822143554688,5.475457668304443,239.68930053710938,1687665794.4715226,1,2.8675529956817627,5.4259867668151855,0.7662478685379028,1.4421815872192383,194.84385681152344,184.8270721435547,cgp-large,mu+lambda,distance,humanoid,1,59600
597,597,597,1.7371090650558472,1.830903172492981,6.099113464355469,12345.369988203049,20.541698455810547,6.144479751586914,343.9756774902344,1687665815.0300202,1,2.963813543319702,6.105910778045654,0.5682095289230347,1.33282470703125,208.00711059570312,299.8965759277344,cgp-large,mu+lambda,distance,humanoid,1,59700
598,598,598,1.65470552444458,2.2468838691711426,6.099429130554199,12365.793788194656,20.407506942749023,6.394365310668945,173.4329376220703,1687665835.4538202,1,3.2761759757995605,6.151142597198486,0.7699286937713623,1.874082088470459,195.13742065429688,155.39256286621094,cgp-large,mu+lambda,distance,humanoid,1,59800
599,599,599,1.5867198705673218,1.8663259744644165,5.27401065826416,12386.306834220886,20.495059967041016,5.448853969573975,168.71237182617188,1687665855.9668663,1,2.7374844551086426,5.387876510620117,0.6475403308868408,1.4414281845092773,202.103515625,113.80410766601562,cgp-large,mu+lambda,distance,humanoid,1,59900
600,600,600,1.8284324407577515,2.0953357219696045,5.73709774017334,12406.87284564972,20.549060821533203,6.154568195343018,112.68466186523438,1687665876.5328777,1,3.5888564586639404,5.946143627166748,0.6194401383399963,1.6177607774734497,121.55743408203125,158.83929443359375,cgp-large,mu+lambda,distance,humanoid,1,60000
601,601,601,1.6354399919509888,1.7711095809936523,5.211874485015869,12427.414685487747,20.52684211730957,6.11912202835083,178.0482635498047,1687665897.0747175,1,2.7560482025146484,5.369884490966797,0.5496150255203247,1.2173149585723877,121.39802551269531,171.74102783203125,cgp-large,mu+lambda,distance,humanoid,1,60100
602,602,602,1.578696846961975,1.7882959842681885,5.14943265914917,12447.961952209473,20.53118324279785,6.17728853225708,167.58425903320312,1687665917.6219842,1,2.955394744873047,6.1190876960754395,0.7549682855606079,1.4447300434112549,183.8277130126953,171.16571044921875,cgp-large,mu+lambda,distance,humanoid,1,60200
603,603,603,1.741165280342102,1.810386061668396,5.831371784210205,12468.490985870361,20.511871337890625,7.459564685821533,128.211669921875,1687665938.151018,1,2.791085958480835,6.2519097328186035,0.5420427918434143,1.2520251274108887,185.82574462890625,217.38026428222656,cgp-large,mu+lambda,distance,humanoid,1,60300
604,604,604,1.8319402933120728,1.8353179693222046,6.149106025695801,12489.19254231453,20.68503189086914,6.423788070678711,157.57220458984375,1687665958.8525743,1,2.894437551498413,6.286756992340088,0.3967858850955963,1.431838035583496,141.23016357421875,120.47575378417969,cgp-large,mu+lambda,distance,humanoid,1,60400
605,605,605,1.5543581247329712,2.0247881412506104,5.492581844329834,12509.941102266312,20.73150062561035,5.71658182144165,210.86843872070312,1687665979.6011343,1,3.201873540878296,5.5409626960754395,0.9433132410049438,1.698617935180664,118.0557632446289,114.47282409667969,cgp-large,mu+lambda,distance,humanoid,1,60500
606,606,606,1.6700096130371094,2.0047829151153564,5.702565670013428,12530.511788606644,20.555112838745117,6.996126174926758,150.5637969970703,1687666000.1718206,1,3.059621810913086,5.8716816902160645,0.761384129524231,1.581114411354065,200.34686279296875,151.76622009277344,cgp-large,mu+lambda,distance,humanoid,1,60600
607,607,607,1.8477356433868408,1.8345277309417725,6.358849048614502,12550.90889620781,20.380332946777344,6.731970310211182,179.10086059570312,1687666020.5689282,1,2.8958067893981934,6.433155059814453,0.44056740403175354,1.4736027717590332,194.64744567871094,168.92156982421875,cgp-large,mu+lambda,distance,humanoid,1,60700
608,608,608,1.7315194606781006,1.5639536380767822,5.415624618530273,12571.479459524155,20.555326461791992,6.017062187194824,137.69435119628906,1687666041.1394916,1,2.5331592559814453,5.5266642570495605,0.35894420742988586,1.0748207569122314,144.20750427246094,156.52944946289062,cgp-large,mu+lambda,distance,humanoid,1,60800
609,609,609,1.6218600273132324,1.9610249996185303,5.09370231628418,12591.870753765106,20.375871658325195,6.2459211349487305,190.76153564453125,1687666061.5307858,1,3.3030447959899902,5.252389430999756,0.7289351224899292,1.4214880466461182,189.4448699951172,193.64694213867188,cgp-large,mu+lambda,distance,humanoid,1,60900
610,610,610,1.6687471866607666,1.8320140838623047,5.389093399047852,12612.329824209213,20.44332504272461,6.529678821563721,144.523193359375,1687666081.9898562,1,2.8500890731811523,6.3298420906066895,0.4933287501335144,1.3326983451843262,334.2109680175781,169.91249084472656,cgp-large,mu+lambda,distance,humanoid,1,61000
611,611,611,1.8592009544372559,1.9085652828216553,5.821408271789551,12632.762128353119,20.415817260742188,6.283591270446777,331.7750549316406,1687666102.4221604,1,3.1126747131347656,5.823647499084473,0.6212367415428162,1.5053242444992065,112.82140350341797,124.73897552490234,cgp-large,mu+lambda,distance,humanoid,1,61100
612,612,612,1.8404005765914917,1.7897595167160034,5.747932434082031,12653.236564874649,20.458860397338867,6.576188087463379,153.69203186035156,1687666122.896597,1,2.8054821491241455,6.440488815307617,0.46879565715789795,1.372692346572876,106.73384857177734,153.843994140625,cgp-large,mu+lambda,distance,humanoid,1,61200
613,613,613,1.6900889873504639,2.0540730953216553,5.346065521240234,12673.65233540535,20.400835037231445,5.560766696929932,189.560791015625,1687666143.3123674,1,3.542538642883301,5.514388561248779,0.8117020130157471,1.571420669555664,226.6326141357422,215.5122833251953,cgp-large,mu+lambda,distance,humanoid,1,61300
614,614,614,1.811914324760437,1.8109285831451416,5.30495548248291,12694.183789253235,20.514894485473633,6.474000453948975,173.51927185058594,1687666163.8438213,1,3.1430304050445557,6.126629829406738,0.4899131953716278,1.3962697982788086,181.45758056640625,177.41189575195312,cgp-large,mu+lambda,distance,humanoid,1,61400
615,615,615,1.7332947254180908,1.7488855123519897,5.937294006347656,12714.610031843185,20.409467697143555,6.525236129760742,172.45916748046875,1687666184.2700639,1,2.9810218811035156,6.008930683135986,0.5621658563613892,1.1273925304412842,172.27130126953125,162.6060028076172,cgp-large,mu+lambda,distance,humanoid,1,61500
616,616,616,1.6774680614471436,1.921863317489624,5.058276653289795,12735.03418970108,20.407514572143555,6.1089982986450195,166.84918212890625,1687666204.6942217,1,3.228494167327881,5.217794418334961,0.6039789915084839,1.4237747192382812,204.95664978027344,167.2601318359375,cgp-large,mu+lambda,distance,humanoid,1,61600
617,617,617,1.5747556686401367,1.782960295677185,5.2130022048950195,12755.65231871605,20.60196304321289,6.3429341316223145,167.4586639404297,1687666225.3123507,1,2.860605239868164,6.286009788513184,0.5417718291282654,1.4098308086395264,151.03463745117188,185.19520568847656,cgp-large,mu+lambda,distance,humanoid,1,61700
618,618,618,1.5294556617736816,1.8668147325515747,4.935142993927002,12776.261405467987,20.594221115112305,6.093339920043945,214.0435028076172,1687666245.9214375,1,2.8850858211517334,5.176089286804199,0.6595973968505859,1.425037145614624,190.5802764892578,197.80001831054688,cgp-large,mu+lambda,distance,humanoid,1,61800
619,619,619,1.6854944229125977,1.8013955354690552,5.49812650680542,12796.907843351364,20.629310607910156,6.474343299865723,168.27981567382812,1687666266.5678754,1,2.9987335205078125,5.561943054199219,0.4113914370536804,1.3717421293258667,111.13919067382812,213.9414825439453,cgp-large,mu+lambda,distance,humanoid,1,61900
620,620,620,1.6416699886322021,1.564733862876892,5.343411445617676,12817.522008180618,20.597671508789062,5.398198127746582,167.55126953125,1687666287.1820402,1,2.354257822036743,5.368148326873779,0.4139760136604309,1.127532958984375,217.45516967773438,135.75546264648438,cgp-large,mu+lambda,distance,humanoid,1,62000
621,621,621,1.7184351682662964,1.7098522186279297,5.188958644866943,12838.16847205162,20.62546730041504,6.221585750579834,86.37339782714844,1687666307.828504,1,2.993549346923828,5.522334575653076,0.39454635977745056,1.5378947257995605,134.90687561035156,86.2257308959961,cgp-large,mu+lambda,distance,humanoid,1,62100
622,622,622,1.7450124025344849,1.9518340826034546,6.101311206817627,12858.746225595474,20.470977783203125,6.9051737785339355,201.82643127441406,1687666328.4062576,1,3.015669584274292,6.6285200119018555,0.6147539615631104,1.6301589012145996,86.20452117919922,208.99945068359375,cgp-large,mu+lambda,distance,humanoid,1,62200
623,623,623,1.7038865089416504,1.8226559162139893,5.720690727233887,12879.294203281403,20.472158432006836,6.1377058029174805,99.30938720703125,1687666348.9542353,1,2.8959591388702393,5.91002082824707,0.7120169401168823,1.3087975978851318,250.632080078125,185.4344940185547,cgp-large,mu+lambda,distance,humanoid,1,62300
624,624,624,1.6916998624801636,1.7823880910873413,5.123279094696045,12899.859096050262,20.47258186340332,5.918548107147217,249.34658813476562,1687666369.519128,1,3.2172975540161133,5.890784740447998,0.5134032368659973,1.323306918144226,216.1211700439453,177.20233154296875,cgp-large,mu+lambda,distance,humanoid,1,62400
625,625,625,1.705902338027954,1.6408168077468872,5.734755992889404,12920.484819412231,20.609939575195312,5.928916931152344,171.39971923828125,1687666390.1448514,1,3.0155935287475586,5.744106292724609,0.434201180934906,1.251722812652588,145.71270751953125,190.697265625,cgp-large,mu+lambda,distance,humanoid,1,62500
626,626,626,1.5611631870269775,1.7778029441833496,5.164883613586426,12941.196907997131,20.691808700561523,5.79924201965332,169.5174102783203,1687666410.85694,1,2.7889366149902344,5.452191352844238,0.6200097799301147,1.5427038669586182,124.34423828125,182.74107360839844,cgp-large,mu+lambda,distance,humanoid,1,62600
627,627,627,1.627094030380249,1.9334237575531006,5.5900092124938965,12961.902507543564,20.688608169555664,5.733161926269531,392.4180908203125,1687666431.5625396,1,3.0169811248779297,5.647451877593994,0.616733968257904,1.640073537826538,158.0247039794922,166.50416564941406,cgp-large,mu+lambda,distance,humanoid,1,62700
628,628,628,1.6659586429595947,1.7643941640853882,4.93215799331665,12982.622052431107,20.701725006103516,6.616626262664795,154.43930053710938,1687666452.2820845,1,3.0727014541625977,5.35316276550293,0.48038727045059204,1.4403443336486816,128.56459045410156,426.533447265625,cgp-large,mu+lambda,distance,humanoid,1,62800
629,629,629,1.6804536581039429,1.8831884860992432,5.468409538269043,13003.212554693222,20.5728816986084,5.560672283172607,181.43333435058594,1687666472.8725867,1,3.0864734649658203,5.495650768280029,0.6132795810699463,1.5688188076019287,131.9162139892578,143.7751922607422,cgp-large,mu+lambda,distance,humanoid,1,62900
630,630,630,1.8651344776153564,1.8871188163757324,5.62047004699707,13023.915853261948,20.686031341552734,6.659900665283203,301.7737731933594,1687666493.5758853,1,3.399993658065796,6.2413153648376465,0.548755407333374,1.315742015838623,266.01141357421875,198.46316528320312,cgp-large,mu+lambda,distance,humanoid,1,63000
631,631,631,1.6094931364059448,2.2339088916778564,5.576078414916992,13044.513963222504,20.58095932006836,6.566830158233643,163.7399139404297,1687666514.1739953,1,3.352936267852783,6.320857048034668,0.8912574052810669,1.920912504196167,124.59855651855469,243.94606018066406,cgp-large,mu+lambda,distance,humanoid,1,63100
632,632,632,1.6735204458236694,1.9735687971115112,5.569690227508545,13065.228427171707,20.696670532226562,5.86190938949585,157.3190460205078,1687666534.8884592,1,3.0489869117736816,5.631559371948242,0.5809882879257202,1.515648603439331,230.3728485107422,444.1433410644531,cgp-large,mu+lambda,distance,humanoid,1,63200
633,633,633,1.6375133991241455,1.6989141702651978,5.426980495452881,13085.923480033875,20.67824363708496,6.106530666351318,182.64144897460938,1687666555.583512,1,2.7193398475646973,6.020844459533691,0.4164665639400482,1.3892804384231567,450.0726318359375,194.8645782470703,cgp-large,mu+lambda,distance,humanoid,1,63300
634,634,634,1.7549546957015991,1.815481424331665,5.527894496917725,13106.458310127258,20.517826080322266,5.633866786956787,143.88885498046875,1687666576.1183422,1,2.915299654006958,5.556745529174805,0.3884354829788208,1.3333759307861328,171.7410430908203,210.92971801757812,cgp-large,mu+lambda,distance,humanoid,1,63400
635,635,635,1.7671560049057007,2.0502684116363525,5.766264915466309,13127.143771886826,20.667644500732422,5.961592197418213,163.6822052001953,1687666596.803804,1,3.217395782470703,5.810304641723633,0.7833593487739563,1.4015083312988281,177.1084442138672,332.292724609375,cgp-large,mu+lambda,distance,humanoid,1,63500
636,636,636,1.7999857664108276,1.9340251684188843,5.820568084716797,13147.64272761345,20.48410415649414,7.205587863922119,197.5393829345703,1687666617.3027596,1,3.4001355171203613,6.279014587402344,0.5407031178474426,1.346172571182251,279.32244873046875,182.6193084716797,cgp-large,mu+lambda,distance,humanoid,1,63600
637,637,637,1.8110451698303223,1.9910646677017212,5.374252796173096,13168.275267601013,20.616943359375,5.805983066558838,196.7560577392578,1687666637.9352996,1,3.332240343093872,5.401177406311035,0.6294838190078735,1.7190563678741455,185.9801788330078,198.46835327148438,cgp-large,mu+lambda,distance,humanoid,1,63700
638,638,638,1.8788838386535645,2.0078125,5.968363285064697,13188.791153669357,20.49949073791504,7.100566387176514,151.93771362304688,1687666658.4511857,1,3.3361010551452637,6.069846153259277,0.6199342608451843,1.5718357563018799,171.5406951904297,191.72801208496094,cgp-large,mu+lambda,distance,humanoid,1,63800
639,639,639,1.8336927890777588,2.0290334224700928,5.693750381469727,13209.425459384918,20.616748809814453,6.600622653961182,157.21356201171875,1687666679.0854914,1,3.1898117065429688,5.9658308029174805,0.5790984630584717,1.6137816905975342,251.4284210205078,180.3331298828125,cgp-large,mu+lambda,distance,humanoid,1,63900
640,640,640,1.573847770690918,1.755932331085205,5.310687065124512,13230.06593489647,20.62323570251465,5.612383842468262,353.7236022949219,1687666699.725967,1,2.7370896339416504,5.43475341796875,0.7800037860870361,1.3290517330169678,183.30477905273438,148.99253845214844,cgp-large,mu+lambda,distance,humanoid,1,64000
641,641,641,1.685907006263733,2.0405631065368652,5.033003330230713,13250.647514104843,20.56587028503418,5.5675950050354,152.08377075195312,1687666720.3075461,1,3.3883490562438965,5.411065101623535,0.7442002296447754,1.7560853958129883,141.00038146972656,228.98731994628906,cgp-large,mu+lambda,distance,humanoid,1,64100
642,642,642,1.6624369621276855,1.8921054601669312,5.196598529815674,13271.276211500168,20.611528396606445,6.259271144866943,187.3963165283203,1687666740.9362435,1,3.0547611713409424,5.551215648651123,0.5633434057235718,1.4935016632080078,175.97373962402344,145.42385864257812,cgp-large,mu+lambda,distance,humanoid,1,64200
643,643,643,1.7297083139419556,1.9436233043670654,5.24500846862793,13291.733656644821,20.440351486206055,5.738170146942139,163.50184631347656,1687666761.3936887,1,3.3341541290283203,5.661812782287598,0.5511656403541565,1.4518247842788696,150.39541625976562,181.0870819091797,cgp-large,mu+lambda,distance,humanoid,1,64300
644,644,644,1.6506072282791138,2.1751015186309814,5.9906721115112305,13312.186784267426,20.438217163085938,6.129542350769043,141.68930053710938,1687666781.8468163,1,3.504026174545288,6.0982346534729,0.8492734432220459,1.9025238752365112,142.21884155273438,187.83233642578125,cgp-large,mu+lambda,distance,humanoid,1,64400
645,645,645,1.6932317018508911,1.9419726133346558,5.109332084655762,13332.760828495026,20.557750701904297,6.411203861236572,348.975341796875,1687666802.4208605,1,3.390939950942993,5.147652626037598,0.6917307376861572,1.6303672790527344,190.68228149414062,193.23240661621094,cgp-large,mu+lambda,distance,humanoid,1,64500
646,646,646,1.795395016670227,1.6265249252319336,5.633040428161621,13353.386658668518,20.612531661987305,6.443379878997803,183.03305053710938,1687666823.0466907,1,2.506643295288086,5.790023326873779,0.49576202034950256,1.188874363899231,165.89720153808594,170.52294921875,cgp-large,mu+lambda,distance,humanoid,1,64600
647,647,647,1.7171711921691895,2.1127543449401855,5.5930280685424805,13374.038354635239,20.637353897094727,6.426877021789551,427.0298156738281,1687666843.6983867,1,3.7765250205993652,5.713818073272705,0.7309125661849976,1.7282942533493042,171.6432647705078,192.6520233154297,cgp-large,mu+lambda,distance,humanoid,1,64700
648,648,648,1.7274553775787354,2.119478702545166,5.670982360839844,13394.474302768707,20.420642852783203,6.2096638679504395,168.66790771484375,1687666864.1343348,1,3.558964490890503,5.7897868156433105,0.876836359500885,1.5574244260787964,178.62408447265625,194.8555145263672,cgp-large,mu+lambda,distance,humanoid,1,64800
649,649,649,1.6629762649536133,2.059765338897705,5.723626136779785,13415.053205490112,20.56254768371582,6.107141494750977,168.82037353515625,1687666884.7132375,1,3.181079864501953,5.727174282073975,0.6908854842185974,1.6951305866241455,172.39256286621094,163.7430877685547,cgp-large,mu+lambda,distance,humanoid,1,64900
650,650,650,1.709291934967041,2.05523681640625,5.878599643707275,13435.533216238022,20.462995529174805,6.269014358520508,179.44004821777344,1687666905.1932483,1,3.483726739883423,5.9875168800354,0.7578518986701965,1.4074480533599854,173.95419311523438,181.23789978027344,cgp-large,mu+lambda,distance,humanoid,1,65000
651,651,651,1.6483930349349976,2.0418856143951416,4.979796409606934,13456.131450891495,20.58298683166504,5.548398971557617,163.82286071777344,1687666925.791483,1,3.3449976444244385,5.144929885864258,0.792564332485199,1.8346776962280273,125.51045227050781,141.55177307128906,cgp-large,mu+lambda,distance,humanoid,1,65100
