top_k_reward.top_2_reward,top_k_ctrl_reward.top_2_ctrl_reward,top_k_healthy_reward.top_2_healthy_reward,fitness_1q,_runtime,top_k_ctrl_reward.top_0_ctrl_reward,top_k_reward.top_0_reward,top_k_reward.top_1_reward,evaluation_time,top_k_fit.top_0_fit,top_k_fit.top_1_fit,top_k_forward_reward.top_0_forward_reward,fitness_median,top_k_healthy_reward.top_0_healthy_reward,generation,top_k_fit.top_2_fit,_timestamp,top_k_ctrl_reward.top_1_ctrl_reward,top_k_forward_reward.top_1_forward_reward,fitness_3q,top_k_forward_reward.top_2_forward_reward,run_id,fitness_mean,top_k_healthy_reward.top_1_healthy_reward,fitness_std,_step,solver,ea,fitness,environment,seed,evaluation,reward
9.386359214782717,-0.0589374974370002,0,0.9483104944229126,19.101917028427124,-0.0134493010118603,26.027820587158203,9.22886562347412,15.639548301696776,26.9075927734375,18.29690361022949,0,-1.3913583755493164,0,0,10.815305709838867,1692943164.801282,-0.0018155232537537,0,-4.391119956970215,0,104,-2000.9832763671875,0,13999.8603515625,0,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,0,26.027820587158203
12.20125675201416,-0.1142553091049194,0,4.024143695831299,22.45005488395691,-0.0134722292423248,24.724245071411133,10.532341003417969,3.190250873565674,25.24822807312012,19.08934593200684,0,-0.0852645710110664,0,1,18.790143966674805,1692943168.1494198,-0.0018431000644341,0,-2.8979923725128174,0,104,-1998.7105712890625,0,14000.1845703125,1,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,100,24.724245071411133
26.469518661499023,-0.0134643344208598,0,18.232501983642575,25.66820502281189,-0.0502449087798595,41.0718994140625,27.40988540649414,3.1842968463897705,49.23723220825195,28.918975830078125,0,0.2454695701599121,0,2,27.85354804992676,1692943171.36757,-0.0905584618449211,0,-2.884499311447144,0,104,6.267233371734619,0,12.80888843536377,2,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,200,41.0718994140625
32.24354934692383,-0.0866895467042923,0,21.39242935180664,28.889885187149048,-0.0634182393550872,57.30057907104492,35.68717193603516,3.187374830245972,53.7623291015625,40.253395080566406,0,4.180733680725098,0,3,35.00210952758789,1692943174.58925,-0.0502198114991188,0,-2.858664035797119,0,104,-1991.5633544921875,0,14001.212890625,3,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,300,57.30057907104492
54.52594757080078,-0.0529514215886592,0,27.063526153564453,32.111900091171265,-0.0632316395640373,57.5666618347168,56.609676361083984,3.187443971633911,64.5997314453125,58.39726257324219,0,5.333620071411133,0,4,55.59897994995117,1692943177.811265,-0.0520418956875801,0,-3.152179718017578,0,104,13.991899490356444,0,21.99001693725586,4,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,400,57.5666618347168
59.123931884765625,-0.0632109269499778,0,39.1645393371582,35.32578730583191,-0.1179697141051292,212.0934600830078,63.86279296875,3.179713010787964,223.26580810546875,68.8216552734375,0,3.080620288848877,0,5,62.5869026184082,1692943181.0251522,-0.0640408620238304,0,-2.6663434505462646,0,104,-2983.63671875,0,17061.625,5,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,500,212.0934600830078
61.39693069458008,-0.0632426887750625,0,39.78313827514648,38.535480976104736,-0.1157682463526725,201.96307373046875,94.53289031982422,3.1755247116088867,204.1075592041016,94.5376205444336,0,8.200323104858398,0,6,68.72845458984375,1692943184.234846,-0.1702310293912887,0,-1.3457061052322388,0,104,-4980.77978515625,0,21798.923828125,6,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,600,201.96307373046875
208.8349609375,-0.1166540905833244,0,184.9348602294922,41.745246171951294,-0.1409476399421692,224.9828338623047,208.13999938964844,3.174149513244629,226.98611450195312,220.7412109375,0,9.107776641845703,0,7,219.8564300537109,1692943187.444611,-0.1163729801774025,0,-0.0816894769668579,0,104,65.0135498046875,0,89.59162902832031,7,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,700,224.9828338623047
207.44778442382807,-0.1175602078437805,0,202.53500366210935,44.95233178138733,-0.1412107497453689,230.25914001464844,211.6893310546875,3.1721179485321045,227.0438232421875,217.8001251220703,0,8.771791458129883,0,8,217.28057861328125,1692943190.6516967,-0.1180324777960777,0,-0.1539844572544098,0,104,-1933.57373046875,0,14009.7958984375,8,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,800,230.25914001464844
236.668212890625,-0.1416122913360595,0,204.56201171875,48.14842772483826,-0.1418030112981796,237.06228637695312,241.11795043945312,3.1627895832061768,244.08724975585935,243.83697509765625,0,6.320498943328857,0,9,240.36447143554688,1692943193.8477926,-0.1432375460863113,0,-1.1533617973327637,0,104,66.51018524169922,0,98.82574462890624,9,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,900,237.06228637695312
240.8240509033203,-0.1413420885801315,0,201.73440551757807,51.340752840042114,-0.1414631158113479,237.2675628662109,241.6943359375,3.158006191253662,246.1033477783203,245.06190490722656,0,5.768314361572266,0,10,243.41146850585935,1692943197.0401175,-0.1427967995405197,0,-1.515876054763794,0,104,-930.09765625,0,9957.3984375,10,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1000,237.2675628662109
238.14627075195312,-0.1414155960083007,0,218.09451293945312,54.52730894088745,-0.1612860411405563,245.13088989257807,239.8961181640625,3.151716709136963,245.01583862304688,244.33636474609372,0,8.87460708618164,0,11,241.1035919189453,1692943200.2266738,-0.1414965987205505,0,0.4545901417732239,0,104,-924.8106689453124,0,9957.95703125,11,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1100,245.13088989257807
233.1133270263672,-0.1612047255039215,0,218.21682739257807,57.7230281829834,-0.1334627121686935,245.22642517089844,240.9656982421875,3.1614348888397217,255.1587677001953,241.911865234375,0,7.904295921325684,0,12,241.4995574951172,1692943203.422393,-0.1433355808258056,0,-0.7265667915344238,0,104,86.49075317382812,0,105.78890228271484,12,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1200,245.22642517089844
233.0813446044922,-0.1416057795286178,0,222.1051025390625,60.913641691207886,-0.1343280375003814,234.07872009277344,234.70474243164065,3.155975103378296,255.6451568603516,246.9115447998047,0,8.774499893188477,0,13,242.0616149902344,1692943206.6130066,-0.1611789166927337,0,-0.0644747838377952,0,104,-916.8602294921876,0,9958.7802734375,13,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1300,234.07872009277344
242.81753540039065,-0.1342401206493377,0,224.07264709472656,64.09967398643494,-0.133537545800209,246.661376953125,229.1355438232422,3.152650117874145,252.6975250244141,250.4337921142578,0,8.185561180114746,0,14,247.3857879638672,1692943209.799039,-0.1462507396936416,0,-0.3726083636283874,0,104,78.90625,0,105.46280670166016,14,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1400,246.661376953125
226.7965545654297,-0.1341008991003036,0,208.2014923095703,67.2921507358551,-0.134449228644371,236.4968719482422,229.39329528808597,3.157377958297729,245.0756378173828,244.94058227539065,0,13.478443145751951,0,15,243.9732818603516,1692943212.9915156,-0.1349413841962814,0,0.0215126704424619,0,104,78.8697509765625,0,101.1339340209961,15,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1500,236.4968719482422
237.79368591308597,-0.1339088529348373,0,186.4135284423828,70.50500178337097,-0.1323382258415222,245.29112243652344,241.13047790527344,3.1788265705108643,247.2965850830078,247.03424072265625,0,6.6030683517456055,0,16,246.0393829345703,1692943216.2043667,-0.1335854083299636,0,-2.915095090866089,0,104,-1932.81201171875,0,14009.9453125,16,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1600,245.29112243652344
232.3224639892578,-0.1346380412578582,0,224.7830810546875,73.7161123752594,-0.1326105296611786,250.63296508789065,234.48513793945312,3.175375461578369,251.68731689453125,246.9452362060547,0,8.364790916442871,0,17,246.2417907714844,1692943219.4154773,-0.1340228021144867,0,-0.2702690958976745,0,104,77.07401275634766,0,104.54793548583984,17,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1700,250.63296508789065
247.7666015625,-0.1337436735630035,0,143.61215209960938,76.92731547355652,-0.1331732869148254,255.14659118652344,252.6883850097656,3.1765263080596924,259.3224792480469,256.02899169921875,0,5.188753604888916,0,18,255.1516571044922,1692943222.6266804,-0.1337739676237106,0,0.2322942614555359,0,104,-935.5135498046876,0,9956.849609375,18,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1800,255.14659118652344
230.2800750732422,-0.1344455629587173,0,207.5295562744141,80.13610649108887,-0.1343914717435836,243.174560546875,243.17312622070312,3.175015926361084,254.45997619628903,249.9527587890625,0,12.18830108642578,0,19,249.8939208984375,1692943225.8354714,-0.1344891190528869,0,0.9928780794143676,0,104,-916.8075561523438,0,9958.751953125,19,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,1900,243.174560546875
250.07083129882807,-0.1337395161390304,0,228.2375640869141,83.34282279014587,-0.1339346915483474,250.95620727539065,245.4854736328125,3.172150135040283,255.9990081787109,251.2815399169922,0,13.546160697937012,0,20,248.2753143310547,1692943229.0421877,-0.1349058896303177,0,0.08991289883852,0,104,-904.0170288085938,0,9960.1181640625,20,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,2000,250.95620727539065
238.6220550537109,-0.1325864940881729,0,231.0311584472656,86.55115556716919,-0.1326148957014084,228.1320037841797,238.2555389404297,3.1736059188842773,253.779296875,248.38145446777344,0,9.46782398223877,0,21,247.0599365234375,1692943232.2505205,-0.1349411755800247,0,1.3814542293548584,0,104,98.37353515625,0,111.37979125976562,21,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,2100,228.1320037841797
245.62181091308597,-0.1349485218524933,0,207.71263122558597,89.75359225273132,-0.1330451965332031,236.97373962402344,249.0190887451172,3.168162107467652,250.73899841308597,250.38970947265625,0,8.388465881347656,0,22,248.25732421875,1692943235.4529572,-0.1334540694952011,0,-0.3276779949665069,0,104,-1922.5943603515625,0,14011.423828125,22,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,2200,236.97373962402344
234.2191162109375,-0.1329526603221893,0,206.9563140869141,92.97264766693117,-0.1339346915483474,249.0947723388672,248.5462951660156,3.1852335929870605,254.89572143554688,248.55772399902344,0,10.517610549926758,0,23,248.02178955078125,1692943238.6720126,-0.1337105482816696,0,0.246537446975708,0,104,74.50141143798828,0,101.91730499267578,23,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,104,2300,249.0947723388672
