,training.run_id,training.fitness_1q,_runtime,_timestamp,training.fitness_3q,training.generation,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,training.fitness_median,training.top_k_fit.top_0_fit,training.fitness_std,training.fitness_mean,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,0,90.51934051513672,16.392372608184814,1686921357.2032835,24.956905364990234,0,15.544620513916016,234.15550231933594,233.9794921875,0,48.981746673583984,290.20068359375,63.938777923583984,65.340087890625,cgp,mu+lambda,hopper,7,0,290.20068359375,234.15550231933594,233.9794921875
1,0,164.64886474609375,18.530083417892456,1686921359.3409944,31.377735137939453,1,1.987471342086792,274.5287170410156,227.48330688476562,1,72.38407897949219,301.81298828125,79.96985626220703,95.52601623535156,cgp,mu+lambda,hopper,7,100,301.81298828125,274.5287170410156,227.48330688476562
2,0,210.3754425048828,20.559941053390503,1686921361.370852,40.45661926269531,2,2.008105754852295,269.7330017089844,258.4189758300781,2,68.76542663574219,303.9601745605469,86.5550308227539,110.51416015625,cgp,mu+lambda,hopper,7,200,303.9601745605469,269.7330017089844,258.4189758300781
3,0,214.5068359375,22.606154441833496,1686921363.4170654,51.740013122558594,3,2.0245649814605713,321.6156921386719,311.5707092285156,3,85.89802551269531,329.91497802734375,90.3707046508789,127.67669677734375,cgp,mu+lambda,hopper,7,300,329.91497802734375,321.6156921386719,311.5707092285156
4,0,233.50474548339844,24.647026300430298,1686921365.4579372,56.23123550415039,4,2.01928448677063,327.6420593261719,326.0008850097656,4,175.42869567871094,353.4634094238281,94.2901382446289,156.21365356445312,cgp,mu+lambda,hopper,7,400,353.4634094238281,327.6420593261719,326.0008850097656
5,0,222.61058044433594,26.686466455459595,1686921367.4973774,54.19396209716797,5,2.0227153301239014,438.45660400390625,356.7940673828125,5,153.35086059570312,976.8721313476562,131.13937377929688,152.62893676757812,cgp,mu+lambda,hopper,7,500,976.8721313476562,438.45660400390625,356.7940673828125
6,0,264.0892333984375,28.72490906715393,1686921369.53582,71.09518432617188,6,2.0222156047821045,347.7393493652344,343.6139221191406,6,165.639892578125,988.093017578125,137.21551513671875,175.6397247314453,cgp,mu+lambda,hopper,7,600,988.093017578125,347.7393493652344,343.6139221191406
7,0,310.3689880371094,30.76231598854065,1686921371.573227,60.161720275878906,7,2.022134780883789,944.6376953125,592.1951904296875,7,188.01400756835938,991.3121948242188,164.03457641601562,200.7947998046875,cgp,mu+lambda,hopper,7,700,991.3121948242188,944.6376953125,592.1951904296875
8,0,304.46087646484375,32.79508876800537,1686921373.6059997,61.00314712524414,8,2.0202245712280273,979.3597412109375,974.5852661132812,8,192.68031311035156,997.3046264648438,209.97178649902344,207.85975646972656,cgp,mu+lambda,hopper,7,800,997.3046264648438,979.3597412109375,974.5852661132812
9,0,318.55401611328125,34.82713603973389,1686921375.638047,54.96118927001953,9,2.0177290439605713,988.2796630859375,982.541259765625,9,195.0996856689453,999.035400390625,282.91168212890625,255.97093200683594,cgp,mu+lambda,hopper,7,900,999.035400390625,988.2796630859375,982.541259765625
10,0,356.7813415527344,36.86328125,1686921377.6741922,79.78675842285156,10,2.0215647220611572,985.8992309570312,985.6924438476562,10,202.45062255859375,992.5808715820312,341.7209777832031,339.3697509765625,cgp,mu+lambda,hopper,7,1000,992.5808715820312,985.8992309570312,985.6924438476562
11,0,965.1945190429688,38.89844250679016,1686921379.7093534,52.18926239013672,11,2.0217854976654053,993.490478515625,991.7633056640625,11,178.8800811767578,994.8221435546875,10002.2197265625,-567.2089233398438,cgp,mu+lambda,hopper,7,1100,994.8221435546875,993.490478515625,991.7633056640625
12,0,984.01318359375,40.930994510650635,1686921381.7419055,54.31300354003906,12,2.01871919631958,994.6240234375,994.5775756835938,12,384.18817138671875,999.1912841796875,449.0047607421875,525.697021484375,cgp,mu+lambda,hopper,7,1200,999.1912841796875,994.6240234375,994.5775756835938
13,0,978.4462890625,42.96365714073181,1686921383.774568,59.725250244140625,13,2.018829822540283,1001.47119140625,999.392333984375,13,199.9246826171875,1001.856689453125,440.5653076171875,475.1026306152344,cgp,mu+lambda,hopper,7,1300,1001.856689453125,1001.47119140625,999.392333984375
14,0,987.6834106445312,44.99834489822388,1686921385.8092558,71.34141540527344,14,2.0194058418273926,999.340087890625,999.3394775390625,14,236.9302978515625,1002.5253295898438,444.85955810546875,506.298583984375,cgp,mu+lambda,hopper,7,1400,1002.5253295898438,999.340087890625,999.3394775390625
15,0,993.1824340820312,47.03399467468262,1686921387.8449056,51.73399353027344,15,2.0197348594665527,1000.5183715820312,999.533935546875,15,247.50042724609375,1005.4677734375,464.5716552734375,513.9354248046875,cgp,mu+lambda,hopper,7,1500,1005.4677734375,1000.5183715820312,999.533935546875
16,0,998.7574462890625,49.073761224746704,1686921389.8846722,67.33816528320312,16,2.0251541137695312,1001.466064453125,1000.8011474609375,16,974.24462890625,1001.8073120117188,452.26751708984375,579.8975830078125,cgp,mu+lambda,hopper,7,1600,1001.8073120117188,1001.466064453125,1000.8011474609375
17,0,998.440673828125,51.144075870513916,1686921391.9549868,58.49405288696289,17,2.0326650142669678,1002.5952758789062,1000.7355346679688,17,262.5150451660156,1003.0231323242188,439.5453796386719,494.7705383300781,cgp,mu+lambda,hopper,7,1700,1003.0231323242188,1002.5952758789062,1000.7355346679688
18,0,998.722412109375,53.23939847946167,1686921394.0503094,78.46033477783203,18,2.0579700469970703,1002.031982421875,1001.9544067382812,18,206.23681640625,1002.0901489257812,441.3512268066406,493.1075744628906,cgp,mu+lambda,hopper,7,1800,1002.0901489257812,1002.031982421875,1001.9544067382812
19,0,998.9171142578125,55.31185340881348,1686921396.1227643,48.17648696899414,19,2.0343892574310303,1006.446533203125,1004.3300170898438,19,387.8657531738281,1011.6848754882812,445.6867980957031,524.3667602539062,cgp,mu+lambda,hopper,7,1900,1011.6848754882812,1006.446533203125,1004.3300170898438
20,0,999.0135498046875,57.375470876693726,1686921398.1863818,72.27023315429688,20,2.0391173362731934,1009.0939331054688,1006.5426025390625,20,202.43002319335938,1010.74609375,420.5611877441406,454.1737365722656,cgp,mu+lambda,hopper,7,2000,1010.74609375,1009.0939331054688,1006.5426025390625
